Hybridization REF	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05
cg25418748	0.0267320903714878	RUFY1	5	178977236
cg25418831	0.0203174751899136	VPS13A;LOC100286938	9	79792647
cg25420398	0.0150324691009894	RYK	3	133968920
cg25420583	0.0229307039770478	WBP1	2	74685602
cg25420952	0.337007347032575	AMBP	9	116841084
cg25421002	0.583771071878101	MMAA	4	146559547
cg25421647	NA	UBE2L3	22	21921833
cg25421694	NA	RAB5A	3	19988396
cg25422943	0.0198944465356749	PCDH9	13	67804733
cg25423111	0.882131832598603	TSSK4	14	24675937
cg25423402	0.0102871001947297	IVNS1ABP	1	185286075
cg25423576	0.0169637939119527	RFX6	6	117197952
cg25424525	0.943695432506666	OTUD4	4	146096030
cg25424556	0.443952707664221	USP51	X	55515483
cg25425005	0.904788362046765	HBZ	16	202905
cg25425074	NA	C17orf53	17	42218912
cg25425078	0.020456768818393	CCND2	12	4381777
cg25426302	0.214896785125816	PPT2;PRRT1	6	32120826
cg25426743	0.942062541892204	HOXA3	7	27166103
cg25427580	0.942702572908925	B3GALT1	2	168675357
cg25427638	0.845286336538867	NA	NA	0
cg25428293	0.00986291920578331	HMGXB3;TIGD6	5	149380217
cg25428451	0.0268109256968163	LOC339524	1	87597544
cg25429010	0.014366432114723	IMP3	15	75932582
cg25430696	0.01757282010443	TSR1;SGSM2	17	2240014
cg25431974	0.734733972515077	ECEL1	2	233352936
cg25432323	0.0223440057021365	AARS	16	70322827
cg25432696	0.181065043650532	CXCL6	4	74702728
cg25432997	0.0435681825371127	DVL2	17	7137540
cg25433648	0.329690072270332	S100A14	1	153588782
cg25434223	0.0238488292647266	ELAVL3	19	11591491
cg25436946	0.0140166356205292	TMF1	3	69101463
cg25437385	0.0243313701273257	SLC35F3	1	234040833
cg25437402	0.00981071920115582	NA	NA	0
cg25438054	0.0225251844936135	NLN;SGTB	5	65017496
cg25438415	0.0319765014378874	ZNF426	19	9648876
cg25438440	0.0114121445464549	CLDND1	3	98241168
cg25438963	0.477249093299265	HIST1H3C	6	26045663
cg25443975	0.882082060866011	BRSK1	19	55794597
cg25446086	0.0425373912085504	SYT11	1	155829549
cg25447894	0.671957839529895	CSDC2	22	41957443
cg25448636	0.0193234473887274	FLCN	17	17140084
cg25450806	0.926522524485434	PRDM2	1	14031383
cg25454755	0.0152059064191449	NR4A3	9	102584145
cg25454890	0.0348755500043531	CYP2R1	11	14913620
cg25455753	NA	C15orf32	15	93014970
cg25456959	0.0933542848471479	ASB12	X	63446044
cg25457027	0.948001526413075	PROC	2	128175179
cg25457331	0.0614872734691049	GMPR	6	16238547
cg25458920	0.0559243295396681	NA	NA	0
cg25459323	NA	SEPT3	22	42372359
cg25459778	0.0119317221921463	CRAMP1L	16	1664582
cg25461905	0.964279992900746	C1orf49	1	178481807
cg25461934	NA	PROCR	20	33759150
cg25462291	0.78482359082585	NA	NA	0
cg25462303	0.0979173909015519	GCET2	3	111852156
cg25463135	NA	GBP7	1	89641171
cg25463409	NA	COX7B2	4	46848264
cg25463428	0.010791567417078	TBC1D10B	16	30381109
cg25463779	NA	FAM101A	12	124773236
cg25464840	0.435382329187009	FRMD4A	10	14372910
cg25465406	0.465021373228081	GUCY2D	17	7906098
cg25465634	0.0184103919944939	DLGAP5	14	55658290
cg25466368	0.022736380315268	HES1	3	193853978
cg25466974	0.0134574291011049	SLC30A1	1	211752620
cg25467043	0.0224920571628648	NA	NA	0
cg25467603	0.0096813421319317	WDR18	19	984168
cg25468723	0.0155830125205197	SEZ6L	22	26566058
cg25470175	0.020930580560763	FAM73A	1	78245521
cg25473396	0.0453742897642534	NA	NA	0
cg25475171	0.0120084699921185	SV2B	15	91643132
cg25475443	0.782203340980741	CHST15	10	125806388
cg25476145	0.0713771030196616	GALT	9	34646939
cg25477181	0.0105047537796874	PITPNB;LOC284900	22	28314676
cg25477904	NA	PSG1	19	43383405
cg25477928	0.0317718063471021	ITSN2	2	24583610
cg25478157	0.00901289724002101	CEP350	1	179924306
cg25478603	0.0595917163544468	ALDH1B1	9	38392535
cg25479216	0.0128615879229809	NANS	9	100818684
cg25481253	0.394730444270309	TAS2R38	7	141673384
cg25482967	0.0728807043511378	MRPS10	6	42185468
cg25483003	0.0490843876461148	ENTPD2	9	139948856
cg25483839	0.0356016270126891	RAD23B	9	110044887
cg25484319	0.105945580801743	RDH11	14	68162304
cg25484373	0.0179619596688669	FAM173B;CCT5	5	10250304
cg25484904	0.0613425497619939	CWH43	4	48988015
cg25485128	0.0138445698755963	UBA2	19	34919831
cg25485913	0.534185798948142		19	49568962
cg25487438	0.0257892336053619	DCAF11	14	24584340
cg25488021	0.665455534870771	EPB41L2	6	131277447
cg25488082	0.0217220458433079	PNO1;WDR92	2	68384862
cg25488206	0.483782445492434	RBM9	22	36236303
cg25488547	0.791162128563453	CHM	X	85303309
cg25490410	NA	TUBGCP5	15	22833975
cg25490411	0.0111265003906069	MANBA	4	103681941
cg25492727	0.00997713308690732	OLA1	2	175113587
cg25494064	0.871242891108514	TMOD1	9	100286340
cg25494227	0.372876147610185	C12orf59	12	10331614
cg25494789	0.0164405565303827	KIF11	10	94353331
cg25495394	0.0124962890970222	SAP18	13	21714725
cg25499017	0.0177060996579052	CIT	12	120315162
cg25499099	0.0288612663203708	TNK1	17	7284662
cg25500285	0.0216293206619168	EIF4EBP1	8	37888493
cg25500444	0.579937288145043	CCDC81	11	86086101
cg25501446	NA		10	62535392
cg25503559	0.015299228084366	MRPL24	1	156710998
cg25505610	0.0119543860617932	EIF3M	11	32605184
cg25505974	0.0169359816287318	C21orf59	21	33984651
cg25506396	0.0278145702306337	NA	NA	0
cg25506900	0.0138827617643771	CASKIN2;TSEN54	17	73512855
cg25507001	0.114722054004045	NME5	5	137475288
cg25509184	0.645300101998508	CFTR	7	117119382
cg25510610	0.0319065711045278	WHSC1L1	8	38240894
cg25511429	0.654452767546963	NRN1	6	6008125
cg25511807	0.0661894934286378	MMP7	11	102401438
cg25512587	0.059672912638836	SLC2A6	9	136344026
cg25513133	0.0168150970371835	C6orf72	6	149887296
cg25514304	NA	PSEN2	1	227059109
cg25514503	0.903184129800852	PER3	1	7845070
cg25515063	0.0157797801324922	POP5	12	121019412
cg25516544	0.01094478591299	SCYL2;DEPDC4	12	100660816
cg25519930	0.0120935637670071	CACNA1C	12	2161640
cg25522312	0.0293588513361436	MAD2L1	4	120988417
cg25523185	NA	CTPS2	X	16730999
cg25523753	0.0356891782569312	ABHD2	15	89631191
cg25524350	0.10529127929195	SGCE;PEG10	7	94284893
cg25524473	0.0716297605713808	DUSP5	10	112258394
cg25526759	0.91052785101628	GP1BA	17	4836171
cg25527547	0.283950229479	ZNHIT1;PLOD3	7	100862300
cg25530169	0.0195901159092451	SPIN1	9	91002900
cg25531166	0.748490255956462	NA	NA	0
cg25533361	0.0168222119455851	EIF3B	7	2395147
cg25533774	0.114774724418666	SOSTDC1	7	16505409
cg25535027	0.0275485049428979	SLC39A7;RXRB	6	33169019
cg25536300	0.0099567558096003	PTBP1	19	797459
cg25536676	0.0124574435999012	DHCR24	1	55353327
cg25537724	0.0161821050839595	MAP4K3	2	39663782
cg25537774	0.0118235959121851	AGPAT2	9	139581745
cg25537962	0.0430285239215902	CD109	6	74405564
cg25538571	0.514069147205261		8	49502710
cg25539131	0.91430272310687	VHL	3	10189941
cg25543604	0.0135522779617808	EID2B	19	40023503
cg25543676	0.0304876375205734	SMARCE1	17	38803968
cg25544551	0.0102314241954005	NFYB	12	104531891
cg25545088	0.670714435054269	ABCC10	6	43398446
cg25545182	0.0162094344937016	DRG1	22	31795303
cg25545210	0.851238075972648	NA	NA	0
cg25545845	0.0638659799381225	NA	NA	0
cg25546588	0.0153915757700187	IL15	4	142557391
cg25547939	0.714406986087405	VEGFB;DNAJC4	11	64001094
cg25548825	0.810367487482998	TBX10	11	67407037
cg25549230	0.0124102734739578	ZNF460	19	57791887
cg25549413	0.0188993398731362	NA	NA	0
cg25549459	0.189639418548669	POU3F3	2	105471252
cg25550573	0.539342383233456	NA	NA	0
cg25551168	0.752655859236277	AVP	20	3065343
cg25552492	0.0265073757097754	LGI3	8	22013999
cg25552889	0.800096812656566	FAM131A	3	184057683
cg25553916	NA	RMND5B	5	177558755
cg25554036	0.0302577713809106	WFS1	4	6271136
cg25555137	0.0158342608266612	BCR	22	23522748
cg25556101	0.0186009921240348	RPS19BP1	22	39928765
cg25557858	0.0457807375153264	EXTL3	8	28558598
cg25558099	0.017316096651504	TOP3A;SMCR8	17	18219121
cg25559100	0.0111661540273392	CSNK2A1	20	524528
cg25559243	0.0175874356380153	NA	NA	0
cg25559625	0.0280508640794737	EDN1	6	12290322
cg25560840	0.0150307142354137	KIAA0427	18	46065767
cg25563456	0.0170580002550956	WT1;WIT1	11	32456069
cg25563642	0.0206858763948953	RPL18AP3;RPL18A	19	17970314
cg25564800	0.0232116172334839	KPNA1	3	122234134
cg25565479	0.0866172723124546	PANX1	11	93861779
cg25567232	0.880036210100963	GSTA5	6	52710314
cg25568243	0.0123943362827014	DEM1	1	40974465
cg25569462	NA	TRIML2	4	189026860
cg25569582	0.0143581705868651	BRD3	9	136933818
cg25572812	0.0940547125589309	DCDC1;DNAJC24	11	31391649
cg25573386	0.71916790045071	CAPZA3;PLCZ1	12	18890579
cg25574024	0.603018545542619	IGF2AS;INS-IGF2;IGF2	11	2161894
cg25574548	NA	SLMO2	20	57618146
cg25575065	0.0362634916625656	ARSA	22	51066394
cg25575359	0.0118931189256906	PRPF19	11	60673661
cg25577842	0.286382980500894	WIT1	11	32459760
cg25580018	0.011838044885956	ADAMTSL2	9	136399808
cg25580076	0.604043131493477	C10orf2;MRPL43	10	102748541
cg25583174	0.0752451018511111	FGF2	4	123748386
cg25584626	0.0121550774141348	PRR16	5	119800234
cg25587233	0.277915055704501	CRAT;PPP2R4	9	131872005
cg25589890	0.039777226229053	ULBP1	6	150284777
cg25590938	0.0394627815926761	C9orf119;GOLGA2	9	131038362
cg25591670	0.454895181329932	CXorf26	X	75392807
cg25591867	0.0158701393689209	CKAP4	12	106641008
cg25593040	0.0195825044014492	DDX18	2	118572325
cg25593948	0.330414139252648	TFAP2B	6	50786670
cg25595446	0.0242083036436766	PRMT1	19	50180579
cg25596297	0.432407560848971	PAX3;CCDC140	2	223162875
cg25598083	0.136772915319522	ACOT2	14	74034893
cg25599211	0.79270585074119	P4HA3	11	74023050
cg25599242	0.039261525899403	RARRES3	11	63304337
cg25600236	0.474666309402236	NA	NA	0
cg25600606	NA	HIPK3	11	33308345
cg25602457	0.299615659103602	DCC	18	49868101
cg25604883	0.0181545654902792	AK5	1	77747387
cg25605045	0.0116435454364122	ANKRD39	2	97523931
cg25605408	NA	C12orf76	12	110505565
cg25607161	0.245197232213558	OR1A1	17	3117953
cg25608041	0.169518737274351	TBC1D1	4	37891834
cg25608949	0.152397952833156	TMPRSS3	21	43816355
cg25611931	0.0143617568759324	C2CD2L	11	118978508
cg25612145	0.9620171540452	STK31	7	23749639
cg25612480	0.198076079567261	UBE2V2	8	48920460
cg25615963	0.0146865847446618	NA	NA	0
cg25616762	0.0139539934368566	CLPTM1L	5	1345650
cg25619607	0.0103096056038824	IMPACT	18	22006735
cg25620220	0.68592961357334	LRRN4CL	11	62457325
cg25622628	0.0119400711316811	C19orf24	19	1275762
cg25623459	0.556458255517498	TNNI2	11	1861344
cg25623640	0.406067387915638	NA	NA	0
cg25624712	0.0152717474074238	NA	NA	0
cg25629118	NA		6	146113270
cg25629694	0.081406110107292	SMURF2	17	62657497
cg25631352	NA	ADD2	2	70995527
cg25632001	0.0253132721991074	MRPL36	5	1799723
cg25632203	0.0141526954423682	ZNF643	1	40915497
cg25634666	0.824716960390266	FOLR3	11	71846788
cg25635316	0.0181699898350122	CCDC126	7	23637023
cg25635352	NA	B3GALNT1	3	160822720
cg25635500	0.383867008195437	RASL10A	22	29712139
cg25636075	0.925382253551794	TMEM41A	3	185217761
cg25637824	0.0107362040578494	TMEM48	1	54304148
cg25638984	0.0230009055199522	TMTC2	12	83080830
cg25640176	0.0156421619640376	GFOD2	16	67752877
cg25645462	0.426490879668074	GPR56	16	57653702
cg25645748	0.495546318810968	AKAP14	X	119029933
cg25650110	0.0186547377821188	ZDHHC8	22	20119463
cg25650811	NA	CCDC129	7	31557075
cg25651505	NA	VAMP5	2	85812023
cg25651984	0.81123253107581	MAGEC1	X	140991592
cg25653103	0.0308038313282475	SEPX1	16	1993130
cg25655096	0.2798667270627	LPAR5	12	6745292
cg25657700	0.861219613905852	SNRPN	15	25123491
cg25657834	0.021203474244726	NTSR2	2	11810365
cg25658178	0.0247751477568758	NA	NA	0
cg25658980	0.0180013199255361	ALDH16A1;PIH1D1	19	49955004
cg25659818	0.73254780985008	NA	NA	0
cg25661781	0.0661957558491582	WIPI1	17	66454311
cg25661884	0.27425331280296	RDH8	19	10124267
cg25662535	0.0161967070835793	ART5	11	3663801
cg25662680	0.013931969780888	CENPT;NUTF2	16	67880587
cg25664034	0.150963320282134	FLNC	7	128469891
cg25664725	0.010293393036022	NAGLU	17	40688138
cg25665528	0.586480575202585	C16orf79	16	2260870
cg25665697	0.187940893568525	LCTL	15	66857881
cg25667202	0.0168686920570667	RPS27	1	153963072
cg25668368	0.127307725949562	KCNH7	2	163695882
cg25668626	NA	OAS1	12	113343603
cg25670376	0.790181435506303	MBTD1	17	49295249
cg25670900	0.799727622729637	ZCCHC5	X	77914054
cg25671438	0.610635053851877	ACAP1	17	7240223
cg25671651	0.0136332859044903	ALS2CR8;WDR12	2	203776787
cg25672287	0.00821515401826709	DECR2	16	452092
cg25673373	0.0195186484826469	ARL4D	17	41476379
cg25674286	0.109708220136589	ADORA3	1	112046915
cg25675349	0.00913649526772854	TEX264	3	51705680
cg25677688	0.328167451684459	TAS2R19;PRR4;PRH1	12	11176386
cg25677709	0.831577702796171	NDST1	5	149900459
cg25680829	NA	LHX4	1	180198309
cg25681177	0.326636116025743	GAPDHS	19	36024313
cg25682080	0.152330331454029	APOA5	11	116663103
cg25682559	0.0136656191686101	FHOD3	18	33877021
cg25682936	0.12203469506063	SF3A3	1	38455768
cg25683012	0.00884168262028066	BAZ2A	12	57030113
cg25683185	0.819842344331674	ACRBP	12	6756088
cg25683904	0.135626979255161	NA	NA	0
cg25685640	0.0350744574891948	E2F8	11	19262412
cg25685838	0.83670983588895	GDPD2	X	69643844
cg25687894	0.0285706164394881	ACLY	17	40075716
cg25689649	NA	OCEL1	19	17336377
cg25689955	NA	KBTBD4;NDUFS3	11	47601700
cg25690265	0.923031652045941	TMC5	16	19467942
cg25691167	0.469369777409082	FERD3L	7	19184961
cg25692323	0.167407532523945	ZNF485	10	44101569
cg25692621	0.111600657017582	ASB4	7	95115163
cg25694542	0.0145966836874175	ZFYVE1	14	73493846
cg25697050	0.949377673138548	NA	NA	0
cg25697314	0.453260237624059	IL26	12	68619556
cg25699533	0.0227641377042063	UBA52	19	18682841
cg25705900	0.0240743949353136	RNF144A	2	7057402
cg25707005	0.0358212083579316	DNAJC18	5	138775200
cg25708912	0.870128656848086	DUSP21	X	44703486
cg25710140	0.234366384641949	MID1	X	10852037
cg25711779	0.288179393252666	EFEMP1	2	56149825
cg25712380	0.938451833409253	NA	NA	0
cg25713185	0.400130373316455	SLC19A3	2	228582486
cg25713309	0.0108100261638352	OCEL1	19	17337319
cg25714610	0.387209857888108	FAM3A	X	153744216
cg25716286	0.0107755764988588	MED18	1	28655639
cg25716740	0.0139280835372502	MBTD1;UTP18	17	49337652
cg25716871	0.0149619370877559	MAPKAPK3	3	50654228
cg25717844	0.0721304721235027	GAL3ST4	7	99765818
cg25718402	0.00841722596186285	CLDN7	17	7165909
cg25718438	NA	WFDC5	20	43743921
cg25720804	0.770807370776829	TLX3	5	170736389
cg25722142	0.162066982336199	CITED2	6	139695762
cg25723866	0.681891840924432	LTBP4	19	41099080
cg25724441	0.0116334301677699	KCNJ2	17	68165759
cg25725843	0.404010962358406	ST6GAL2	2	107504169
cg25729068	0.0126526811645021	TC2N	14	92303235
cg25729716	0.904187866654153	CD79B	17	62010607
cg25729765	0.0273990752718317	SP3	2	174829932
cg25729957	0.0224054423996345	C10orf32	10	104614136
cg25732252	0.29304643547911	ST6GALNAC4	9	130679915
cg25734864	0.540721213358199	PROZ	13	113812986
cg25735280	NA		5	31638951
cg25736482	0.0976070125937764	MBOAT7;TMC4	19	54677232
cg25737491	0.0285177450114981	GABARAP	17	7145532
cg25737664	0.840060314320409	SIRPD	20	1538671
cg25737836	0.38193303210607	C21orf57;MCM3AP	21	47705150
cg25738273	0.0191611287140254	DUSP26	8	33457336
cg25739003	0.0297089766280883	EEF1G	11	62341260
cg25741319	0.0272741400470348	CCDC138	2	109402933
cg25741452	0.0138581895267844	KITLG	12	88974161
cg25741794	0.0300712303277786	EFHD2	1	15736999
cg25742201	0.0157414100736969	AATF	17	35306863
cg25743584	0.827920217552965	TIAF1;MYO18A	17	27402893
cg25745343	NA	PLEKHB2	2	131862633
cg25746138	0.0201801359310632	MLL4	19	36209626
cg25748127	0.0132874856613878	NA	NA	0
cg25748736	0.163731257353655	NA	NA	0
cg25750259	0.015482541982161	TTPAL	20	43104962
cg25750404	0.0239466242520316	VAMP1	12	6579648
cg25751295	0.0173950722027391	DUSP4	8	29208540
cg25752527	0.016667765421183	UBXN4	2	136499146
cg25753817	0.0192516674350829	INPP1	2	191208232
cg25755261	0.0145968850889848	PPP2R3C;KIAA0391	14	35591781
cg25756129	0.0166714176993786	TRA2B	3	185655915
cg25757737	0.017740918168159	PTPN23	3	47423140
cg25758314	0.356584339658872	RENBP;NAA10	X	153201025
cg25759381	0.806336277323084	TSSK2;DGCR14	22	19118539
cg25759517	0.0231265906538628	PYCR1	17	79895006
cg25760229	0.00734031684287519	CACNA1H	16	1203595
cg25762395	0.015369519034687	LOC100133612;C1orf174	1	3816842
cg25762706	0.124985167636819	STMN4	8	27115867
cg25763788	0.407630038849655	HTR1B	6	78172950
cg25764191	0.68222821166782	NA	NA	0
cg25764464	0.0185226966033278	PLEKHA5	12	19282832
cg25764570	0.54009768365379	HLA-DRA	6	32407289
cg25766046	0.0191716272715636	ROR2	9	94712122
cg25766774	0.151509045969265	ZDHHC3;EXOSC7	3	45018909
cg25769980	0.943907172643946	TLR6	4	38830902
cg25770411	0.715143159404199	GTF2IRD1	7	73946901
cg25771195	NA	C16orf80	16	58163814
cg25771201	0.473844814159393	NA	NA	0
cg25775449	0.890948575434278	LTB4R;CIDEB	14	24781881
cg25776555	0.0210991424283168	ZNF614	19	52531777
cg25778166	0.925401679143204	FMO3	1	171059935
cg25778479	0.0904744186312364	BZW2;ANKMY2	7	16686771
cg25780543	0.580539189879574	HTR5A	7	154862770
cg25781123	0.0231258042872471	THUMPD3	3	9404598
cg25781162	0.672287029163765	ABCG8;ABCG5	2	44065996
cg25781202	0.0232245505088294	RNF122	8	33424350
cg25782229	0.711591464922415	WT1	11	32450692
cg25782563	0.0459493902537784	MED9	17	17380313
cg25784308	0.0683769195389629	FAM123C	2	131513216
cg25784394	0.0148889934288057	TROAP	12	49717037
cg25785378	0.0253834833525713	MED15	22	20862326
cg25786436	0.02527228883255	PRKAG2	7	151573913
cg25786862	0.0298653471809304	CENPQ;MUT	6	49431288
cg25787984	0.404906412233014	DKK3	11	12031508
cg25788012	0.0106087393041437	EXOSC4	8	145133899
cg25791888	NA	HSF2BP;RRP1B	21	45080032
cg25797366	0.931699595301155	NA	NA	0
cg25799433	0.208802137815891	SIRPB1	20	1600623
cg25799986	0.10189430178086	WFDC2	20	44098281
cg25802093	0.773823118882545	SPAG6	10	22634038
cg25802424	0.0081097835990716	IRS2	13	110438937
cg25802871	0.14389130878068	FTSJ2;NUDT1	7	2282184
cg25803423	0.0349558981615694	C14orf119;ACIN1	14	23563820
cg25803583	0.953558329587808	SERPINF2	17	1648622
cg25806808	0.237229895438393	CXCL1	4	74734924
cg25807810	0.0148548466825591	NA	NA	0
cg25808839	0.0176759627895394	LACTB	15	63414067
cg25808906	0.0169483156219273	DGKG	3	186080023
cg25809905	0.556191671162675	ITGA2B	17	42467728
cg25811575	0.0238459035020399	EGR3	8	22551274
cg25811820	0.0216195813192505	PLAGL2;POFUT1	20	30795836
cg25812668	0.432237321911179	MID1IP1	X	38662926
cg25812776	0.0117737583149903	TRAF5	1	211500034
cg25813714	0.83682250114865	CYP4F12	19	15782945
cg25813820	0.625259461148345	MPP1	X	154033598
cg25814686	0.0143100365885948	ZNF696	8	144373818
cg25816468	NA	PBXIP1	1	154928408
cg25817752	0.0241059601024192	PDIK1L	1	26438530
cg25820693	0.0168131876747028	SEMA6C	1	151119084
cg25820971	0.0534435214915805	SUPT16H	14	21852127
cg25821963	0.0135225127322043	ABLIM3	5	148521171
cg25822709	0.0331666443499944	RRAGA	9	19048850
cg25823578	0.0141427425278463	PTGER2	14	52781312
cg25824226	0.019524562443178	EBAG9	8	110551708
cg25824330	0.012908019661798	MRPS18A	6	43655393
cg25826526	NA	C20orf20	20	61426675
cg25827112	0.0158537600221354	TESK2	1	45956773
cg25827139	0.869359465676163	NA	NA	0
cg25827666	0.861386520544446	SH2D2A;NTRK1	1	156785558
cg25828381	0.990478619439771	TUBA3D	2	132233769
cg25829226	NA	PLEKHO2	15	65134451
cg25829729	0.852879449021573	SOHLH2	13	36788667
cg25830052	0.885906413347913	TULP1	6	35480426
cg25831111	NA	COASY	17	40713740
cg25832796	0.174577153254084	JPH4;AP1G2	14	24038103
cg25833031	0.709036386253552	MTPAP	10	30639296
cg25834275	0.00842270208128952	NFIC	19	3359809
cg25834568	0.0687040844536075	RSPO3	6	127439684
cg25835225	0.0191121940477139	ZNF350	19	52490199
cg25836159	0.0116736977217728	AGGF1	5	76326301
cg25836271	0.038531178997836	RASGRP2	11	64512829
cg25836301	0.347514486493543	MEG3	14	101292306
cg25836326	0.0579532332507619	DRD3	3	113898609
cg25839227	0.628309129285868	ABI3	17	47288502
cg25839766	0.663007615538273	NA	NA	0
cg25840094	NA	CFHR5	1	196945530
cg25841091	0.0165102286190168	UFD1L;CDC45L	22	19466331
cg25841987	0.0408447868551803	FAM198B	4	159093841
cg25842356	0.723896106134021	MARCH3	5	126367370
cg25842633	0.0675493326917005	SCUBE1	22	43738427
cg25843439	0.246973545053514	OR10H3	19	15852574
cg25847835	0.0262753160492076	FBXO38	5	147763803
cg25848060	0.0286377402029188	SLBP	4	1713374
cg25849332	0.0205613325594668	CCDC86	11	60609877
cg25852472	0.517510860912314	H19	11	2017664
cg25852715	0.971470196454882	OSBPL5	11	3121024
cg25852941	NA	DNAJC21	5	34929231
cg25853020	0.0216859203343273	IL6R	1	154377621
cg25853078	0.394259368118475	OPCML	11	133402919
cg25853833	0.0155327762812607	C2orf29	2	101869024
cg25854162	0.0410909788896101	IGFBP2	2	217497617
cg25856179	0.0171464035688239	STAT1	2	191878705
cg25856383	0.0225654431012035	CYP1B1	2	38303219
cg25856811	0.288612067395203	SPRR3	1	152973957
cg25857886	0.806395084765792	FAM118B	11	126098838
cg25858682	0.0136932430462012	CCDC72;CCDC51	3	48481793
cg25859012	0.0538119714456243	BCS1L;ZNF142	2	219524278
cg25860314	0.0211163304813981	SEC24D	4	119757220
cg25861458	0.0339336238530615	SGK196	8	42948482
cg25864727	0.39759103585391	NCRNA00158	21	26803075
cg25866075	0.660545091955587	NLRP12	19	54327780
cg25867173	0.25614742468866	NA	NA	0
cg25869832	0.01501796911591	RPS4X	X	71496665
cg25870263	0.381321702620193	FNDC5	1	33335831
cg25870420	0.0249525782588249	ITGA9	3	37493949
cg25873362	0.0147469494643622	NA	NA	0
cg25875213	0.010555527348168	ZNF781	19	38183055
cg25876934	0.0315634600285625	NA	NA	0
cg25881193	0.0417703408177293	BTN2A2	6	26383297
cg25882056	NA	ALG12;CRELD2	22	50311056
cg25882366	0.109171805950368	HOXB2	17	46622037
cg25884854	0.0269523363313867	TMEM106C	12	48358104
cg25885108	0.0158858280891572	TP73	1	3568669
cg25885771	0.0380733544325182	HIST1H2BN;HIST1H2AK	6	27806081
cg25886284	0.0144426521228753	ZFP82	19	36909418
cg25886875	0.0207679063496732	PSMC4	19	40477185
cg25887294	0.0326421264913203	CASP8AP2	6	90539239
cg25887739	0.928089486813692	TBC1D8	2	101675766
cg25889160	0.933826777597294	SERPINA5	14	95046342
cg25890048	0.341925339766395	OR5I1	11	55703443
cg25892041	0.86427301823166	UGT8	4	115544155
cg25892434	0.0152515106123196	ADK;AP3M1	10	75911181
cg25893483	0.485600694740364	NA	NA	0
cg25894551	0.691908435808595	FXYD2	11	117699851
cg25895922	0.0154296915142362	NA	NA	0
cg25896975	NA	SNX17;EIF2B4	2	27593451
cg25898500	0.0386974263996343	HAGH;FAHD1	16	1877264
cg25900806	0.450544211978548	NA	NA	0
cg25902460	0.0268141768592425	STRBP	9	126030596
cg25902889	0.788421567814952	FSD1	19	4305090
cg25903122	NA	C19orf42	19	16765692
cg25903375	0.011823566544326	SETD7	4	140476877
cg25903497	0.0119921683380723	PNKD;TMBIM1	2	219157103
cg25905459	0.034593733288622	RNFT1	17	58041636
cg25905648	0.0250894905765438	SACM1L	3	45731240
cg25905812	0.012455563164619	DMRT1	9	841632
cg25906332	0.0131855770939877	SLC25A29	14	100772295
cg25906419	0.0167404224598772	BACE2	21	42540409
cg25907916	0.00954848002097643	ZCCHC24	10	81205166
cg25908985	0.123610906493662	IHH	2	219925065
cg25909811	0.0190196513542773	KDELR2	7	6523253
cg25910443	0.0107739726656305	C9orf3	9	97488953
cg25912611	NA	CSTF1;AURKA	20	54968626
cg25912717	0.026896748025718	THBS3	1	155176951
cg25913233	0.369774311494507	SPARC	5	151066683
cg25915982	0.642127988479264	GRB10	7	50849415
cg25917510	0.0219308264072585	HOXC8	12	54402888
cg25918245	NA	GIMAP2	7	150382724
cg25919221	0.723693483061263	CA6	1	9006680
cg25920792	0.00995027566313196	HTRA1	10	124220729
cg25920951	0.0182798841679745	NA	NA	0
cg25921910	NA	CDC73	1	193090657
cg25922239	0.01697549589138	LEMD2	6	33757077
cg25922353	0.815412726982568	FUT8	14	65876737
cg25923018	0.0100109229194008	TMEM206	1	212587798
cg25923856	0.0211435627111898	TMEM14A	6	52536059
cg25924032	0.013595210627129	BMS1	10	43278349
cg25926679	0.132367414031442	NA	NA	0
cg25927124	0.0129465252660243	PRKAR2A	3	48884897
cg25928444	NA	OBSL1;INHA	2	220437437
cg25928579	0.0609359730141072	HOXB8	17	46692534
cg25929421	0.0140439549899455	DEDD	1	161102777
cg25932713	0.778369036991489	PARP9;DTX3L	3	122284563
cg25932752	0.296709416030562	MSL3	X	11775676
cg25933726	0.580039696079793	RPGR	X	38186399
cg25934198	0.770345447795881	C9orf139;ABCA2	9	139920781
cg25935911	0.460290337055577	DBC1	9	122132261
cg25936385	NA	FAIM2	12	50298731
cg25937494	0.00864180391476994	SREBF2	22	42228971
cg25937832	0.0107385646017198	NKIRAS1;RPL15	3	23958525
cg25938646	0.0290733352880081	SLITRK1	13	84456681
cg25941716	0.573234531018745	SH3KBP1	X	19905525
cg25942450	0.626726230749636	TLX3	5	170736251
cg25943131	0.0153451940601278	IPO8	12	30848710
cg25943276	0.657646098478888	NTM	11	131533284
cg25943702	0.857399018920587	BRD1	22	50218353
cg25944100	0.0803476756390109	NA	NA	0
cg25944700	0.014537255228811	SLC25A37	8	23386623
cg25945303	0.0220342156987202	KLF6	10	3827695
cg25945374	0.0120792532939249	KHDRBS3	8	136468992
cg25945961	0.0109323686153621	SETD7	4	140477705
cg25946374	0.339168342960184	IL22RA1	1	24469791
