Hybridization REF	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05
cg21024391	0.0177425392594879	NA	NA	0
cg21026663	0.224492628799417	HIST1H4D	6	26189234
cg21028326	0.0186433288165328	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.444420980826114	TMEM185A	X	148713678
cg21030598	0.773040823632217	PAK2	3	196466425
cg21032203	0.0326578729654974	ZRANB2	1	71546840
cg21032583	0.948763780327166	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.0651507980473589	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0170390026309175	TGFBI	5	135364552
cg21035142	0.186047189838906	CRYGN	7	151136940
cg21037570	0.0129946452564639	IMMT	2	86422857
cg21038229	0.0155470452692579	NA	NA	0
cg21038703	0.450541041487071	ASB16	17	42248358
cg21038964	0.0199592659189311	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.0120883794705361	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.0201204832467552	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.0140986468702067	DDB1;DAK	11	61100532
cg21044104	0.785342891322428	LYZL4	3	42451876
cg21045388	0.946342702695434	KIAA1026	1	15428172
cg21045917	0.508969751505187	ALAS2	X	55057395
cg21046413	0.23621003971853	AIFM1	X	129299367
cg21046940	0.0205252635636043	DAP	5	10760858
cg21047206	0.651137924057307	PDE4DIP	1	145076221
cg21048501	0.0221753841137732	MRPS24	7	43909515
cg21048669	0.250099086672312	CLEC3A	16	78056379
cg21049762	0.872496720170146	TCIRG1	11	67805456
cg21051046	0.0783821519907536		7	155248393
cg21051086	0.298337421449851	PPP4R2	3	73046214
cg21051423	0.0172738961128206	MTBP;MRPL13	8	121457935
cg21052164	0.357371272986486	CHRNB2	1	154539977
cg21053015	0.0308495940159915	SYNGR1	22	39746054
cg21053323	0.196448172600691	SUMO3	21	46237385
cg21053529	0.537110642485632	GJD2	15	35046760
cg21053748	0.0201264516991842	NDUFA4	7	10979772
cg21057046	0.527480519816096	NBL1	1	19970204
cg21057494	0.59189427265623	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0160672738384547	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.687960412909536	SLC22A8	11	62783543
cg21063899	0.35353729638937	SCEL	13	78109801
cg21065959	0.760251670015275	LCE1E	1	152758755
cg21065990	0.00981400369994292	TASP1	20	13619254
cg21066636	0.248514381688726	TM4SF5	17	4675292
cg21067846	0.921954528794687	MORC4	X	106228404
cg21068030	0.583718960965566	CYB5D1;LSMD1	17	7762413
cg21068152	0.0194210464447794	SIRT4	12	120740453
cg21068339	0.0124388934599323	DSP	6	7542819
cg21069922	0.0231689419629978	ERAL1	17	27182342
cg21070087	0.712695413590504	HECW1	7	43351538
cg21070730	0.0159893183675952	NA	NA	0
cg21072025	0.0196001489240931	GNG8	19	47137863
cg21073927	0.474157942579148	GATA4	8	11562155
cg21075829	0.212237725940631	ESYT3	3	138153170
cg21076470	0.0524886589183456	MRPS14	1	174992744
cg21080294	0.356986437991853	PRPS1	X	106871478
cg21081852	0.0622243710499454	TXNRD1	12	104680692
cg21081971	0.190291084913509	TRPC4	13	38444765
cg21084260	0.671240958617768	APOD	3	195311868
cg21085553	0.0328887387390501	NA	NA	0
cg21085625	0.0115537241544407	C2orf76;DBI	2	120124643
cg21085768	0.846326312760452	NA	NA	0
cg21086464	0.0166321285360617	PAK1	11	77184925
cg21087043	0.272729520604263	NA	NA	0
cg21087137	0.470628284457893	GLIPR1L1	12	75728469
cg21087701	0.831355206925177	GPR119	X	129520113
cg21089667	0.988337180636866	HLTF	3	148805262
cg21090723	0.91179061513496	ALG13	X	110970253
cg21091629	0.0166640738520253	PGAP2	11	3829534
cg21091679	0.0266382494406298	ELL2	5	95298142
cg21092324	0.456061745138844	MMRN1	4	90816310
cg21092462	0.0743014177510825	KCNH1	1	211307761
cg21092687	0.0175998646439093	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.634586544354703	NA	NA	0
cg21094669	0.107882113078739	GLRA3	4	175750109
cg21096399	0.689200915056371	MCAM	11	119188145
cg21096502	0.0134258823914569	CHCHD2	7	56174374
cg21096591	0.4031115748089	NA	NA	0
cg21096915	0.105220265571718	LOC84856	10	42971209
cg21096966	0.0850339981625357	KLHL28;FAM179B	14	45432458
cg21097640	0.0259668243693335	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.0114701680611615	SRM	1	11120574
cg21099326	0.0129181180124407	TRIM35;PTK2B	8	27168591
cg21099488	0.0241640840511808	PELI2	14	56585486
cg21101222	0.00950620696748673	ATOX1	5	151138161
cg21104946	0.103339022338186	WNT7B	22	46373530
cg21105318	0.246919820917478	ITGB6	2	161056520
cg21109025	0.949792366925559	CCL2	17	32580869
cg21111471	0.836597923996647	FLRT1;MACROD1	11	63871000
cg21111868	NA	EGR4	2	73521089
cg21112925	0.0184887909167571	FAM96B;CES2	16	66968030
cg21114485	0.0272373849585904	UFSP2	4	186346747
cg21115977	0.691079816827155	GDF2	10	48416510
cg21115990	0.827620162521743	NA	NA	0
cg21116314	NA	ZNF266	19	9546752
cg21116410	0.0158511128214309	PEX12	17	33905650
cg21117584	0.0316037712669046	SNIP1	1	38019997
cg21119032	0.0230932977671193	LANCL1;CPS1	2	211341315
cg21120063	0.669416148480395	C2orf82	2	233734910
cg21120249	0.601436923048542	C9orf139;ABCA2	9	139921971
cg21120786	0.232083476937346	SKAP2	7	26904188
cg21122529	0.0172151870752639	CHERP	19	16652680
cg21122774	0.874493985614992	SARDH	9	136604996
cg21123509	0.0175141225475252	POLD2	7	44163430
cg21123573	0.0911118215290671	SIRT4	12	120740055
cg21126707	0.888188926289556	MYF5	12	81111012
cg21126943	0.18017979802254	CEACAM6	19	42259395
cg21129531	0.927582850748323	LRRC4;SND1	7	127670703
cg21130124	0.946231192483	CALML5	10	5542328
cg21130374	0.680933102462766	MX2	21	42734266
cg21132104	0.0231159926227302	SPATA5L1	15	45694354
cg21132577	0.111120893514176	MYOM2	8	1993528
cg21134096	0.0503019542594829	RHEB	7	151217883
cg21137417	0.232240877998866	SPP2	2	234959456
cg21137706	NA	TMEM5	12	64173304
cg21137707	0.89733449195456	PNMA5	X	152160917
cg21137823	0.0180088639605831	PRKCZ	1	1981270
cg21140292	0.01977997640748	SMARCA2	9	2015788
cg21142158	0.0381495877505563	COG6	13	40229689
cg21142188	0.506502310356868	ATP7A	X	77166294
cg21142272	0.663056181559911	EXOC3L	16	67224341
cg21142398	0.909003301263457	GLIS1	1	54200078
cg21144270	NA	STK25	2	242448675
cg21144587	0.0184330637407109	GPN1;CCDC121	2	27851409
cg21145624	0.0506138007617129	MEIS3	19	47922899
cg21146268	0.212335508796146	HIST1H2BE	6	26183508
cg21148892	0.831774578104829	CLEC4F	2	71047649
cg21151355	NA	GJB3	1	35246607
cg21152662	NA	TEC	4	48231543
cg21152671	0.773178625427851	TRAF1	9	123690586
cg21153758	0.0112177043011384	ITGA1;PELO	5	52083992
cg21154823	0.0132182008349063	FAM160B2	8	21947302
cg21161070	0.132560391761762	RACGAP1	12	50419399
cg21161651	0.0124938896974994	C11orf83;C11orf48	11	62439250
cg21162961	0.596078856415401	NA	NA	0
cg21163415	0.45949330052136	EDN3	20	57876201
cg21164303	0.0135617197105205	TMED3	15	79603277
cg21165219	0.904924676781061	FAM38B	18	10698044
cg21165909	NA	CPS1	2	211419938
cg21166555	0.015736080329009	NA	NA	0
cg21166999	0.633826039693579	ROS1	6	117746793
cg21167159	0.646126398450881	H19;MIR675	11	2018154
cg21168622	0.202343360852864	ZNF350	19	52489831
cg21168884	0.871173725175983	C6orf122;C6orf208	6	170198971
cg21169285	0.936571077551237	MAPK9	5	179707665
cg21171130	0.0129223649966348	FAM158A	14	24610583
cg21171373	0.0134485735217153	WDR5B	3	122134914
cg21171615	0.814853044083694	NA	NA	0
cg21172540	0.0142665983193071	LOC100128071;TSSK3	1	32827840
cg21173623	0.0431869855573921	TMEM141	9	139685156
cg21176048	0.596244336040232	PEX5L	3	179755235
cg21177096	0.0118278971327712	MATN3	2	20212440
cg21178548	0.0471857394418421	SAMD14	17	48207167
cg21179457	0.0167257614599443	INSM2	14	36002798
cg21180599	0.0856958856769913	TLE6	19	2976789
cg21182322	0.0246489999768891	POU2F1	1	167189623
cg21182407	0.0608879079373421	BPHL	6	3119541
cg21182454	0.0120951987187183	MERTK	2	112656262
cg21183846	0.046390840386306	FMO4	1	171283203
cg21183872	0.375710213915598	LONRF3	X	118108506
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.483771392908589	NGF	1	115881214
cg21184495	0.0271712773624415	ZNF207;MIR632	17	30677090
cg21185421	0.00812613425093824	PIP5K1B;FAM122A	9	71394810
cg21187265	0.158586636909936	SEPN1	1	26127185
cg21194776	0.846005252006419	USP54	10	75314128
cg21195120	0.244428640838018	MBTPS2	X	21858304
cg21195414	0.0139562578294388	ELOVL5	6	53213871
cg21196187	0.0240989322339077	PSKH1	16	67926862
cg21197871	0.060704191383026	C8orf38	8	96036803
cg21197973	0.0204396756204026	P4HTM	3	49027347
cg21198021	0.840097778474412	PHC2	1	33841581
cg21200380	0.0342279301968949	C1QBP	17	5342446
cg21200703	0.707925835096343	SLC34A2	4	25657628
cg21201109	NA	KANK2	19	11307090
cg21201572	0.101850931842865	AGR2	7	16844606
cg21201659	0.0185136844933374	SEC23IP	10	121652288
cg21203420	0.0163937222351534	BRWD1	21	40684731
cg21206959	0.0196336623247609	ZWINT	10	58120759
cg21207418	0.855341727851565	ACP5	19	11688711
cg21207436	0.744713399273659	C14orf115	14	74815316
cg21208104	0.0343221064897926	PRSS12	4	119273361
cg21209091	0.143745923040857	DKK4	8	42234975
cg21209356	0.809427732826196	CSF2RB	22	37319042
cg21210758	0.0426008609013556	EVC	4	5713005
cg21210789	0.476097856222709	BAI1	8	143545390
cg21211608	0.0131393595261589	RAP1B	12	69004270
cg21211748	0.0273511999749664	E2F2	1	23858035
cg21212066	0.0171574231763275	GLG1	16	74640816
cg21212956	0.0244321789662182	ZDHHC4	7	6617294
cg21215336	0.058453591568184	LRRC8E	19	7953705
cg21218093	0.016953335910034	ZNF335	20	44600160
cg21218636	0.0119430367929023	PCTP	17	53828515
cg21219744	0.0128148387250127	GUF1	4	44680344
cg21222430	0.0179879415213613	CDKN1A	6	36647664
cg21223353	0.925942768698579	ANGPTL7;MTOR	1	11249539
cg21223368	0.0128428984298895	IDH3A	15	78441812
cg21224049	0.0363748070226556	ATP5I	4	668623
cg21224759	0.446350120805718	PIN4	X	71401335
cg21226224	0.836726808231491	NA	NA	0
cg21226225	0.0468763012544465	TXNRD1	12	104680742
cg21226234	0.894169732907259	RECQL4;LRRC14	8	145741991
cg21226861	0.0152567645070633	COMMD3	10	22605339
cg21228284	0.0257810166872476	TXNL4B;DHX38	16	72127518
cg21229055	0.655902447294823	GPM6B	X	13957233
cg21229859	0.0256303518083937	MYEF2	15	48469952
cg21230133	0.82585169996813	NA	NA	0
cg21230392	0.908717791753323	PROM1	4	16077697
cg21230435	0.946170380708927	OPN1SW	7	128416023
cg21232015	0.895062796685932	CHFR	12	133424221
cg21232685	0.828531511898095	GPRASP1	X	101909064
cg21233722	0.605882715392307	DOCK2	5	169064660
cg21235838	0.00867234034717341	SORBS1	10	97321106
cg21237418	0.170326487057857	RAB34	17	27045043
cg21237591	0.420214092424826	IGF2AS;INS-IGF2;IGF2	11	2162510
cg21238457	0.107374268092799	WNT11	11	75917353
cg21238818	0.298949246265004	GAL3ST3	11	65816642
cg21240812	NA	TSNARE1	8	143483748
cg21241823	0.165617998446139	PRDM15	21	43300024
cg21242004	0.938891593562372	VTI1A;ZDHHC6	10	114205622
cg21243096	0.566122326814637	NA	NA	0
cg21243909	0.0150369890303996	RCC2	1	17766223
cg21244397	NA	MASTL	10	27444898
cg21244955	0.881242442796734	PI4KA	22	21192955
cg21245135	0.0257418576455003	PGAM1	10	99186516
cg21245372	0.390317590229999	PGAP2;NUP98	11	3819539
cg21245652	0.548492218463832	MAL	2	95691051
cg21246431	0.0104288520644853	GK5	3	141944516
cg21246783	0.00990078434041165	CLGN	4	141348699
cg21248478	0.130071726227957	CLIC2	X	154563968
cg21248774	0.018659232221309	SFPQ	1	35658951
cg21250296	0.379689174852401	HIST1H2BB;HIST1H3C	6	26044405
cg21250577	0.0187520255420637	ETFA	15	76603657
cg21250978	0.289320134516174	PRKAR2B	7	106684541
cg21252483	0.777219624089054	TULP2	19	49399788
cg21255605	0.0592873849135539	NR2C2	3	14989131
cg21255626	0.0137508928218171	UQCRFS1	19	29704222
cg21255732	0.0130357564906244	GPD1L	3	32148497
cg21256649	0.0367787397832266	PRKAR1A	17	66507610
cg21256656	0.854360372011554	KLK6	19	51473823
cg21257635	0.0398428881100947	SYF2	1	25558918
cg21258987	0.209912336196917	GSPT2	X	51485834
cg21259253	0.0180362248607322	PHLDA2	11	2950092
cg21260850	0.0204990430814299	CANT1	17	77005823
cg21261477	0.0158332424428233	CABC1	1	227127707
cg21262854	0.0208219535444439	CCDC132	7	92861612
cg21263122	0.0398214092801114	SSTR1	14	38677095
cg21263196	0.0211992558892606	BCAM	19	45311997
cg21264055	0.21219319216034	GNL1;PRR3	6	30523242
cg21264207	0.0171601134213464	EGR2	10	64576130
cg21264329	0.0266018599451457	LYRM2	6	90348123
cg21265783	0.0222775752432606	CLIP2	7	73704324
cg21269897	0.363547501814334	HIST1H2BK;HIST1H4I	6	27107002
cg21269934	0.283676851249887	NAT8L	4	2060219
cg21270015	0.85299570528861	LARP7	4	113567813
cg21270593	0.983559243333195	PEG10	7	94293250
cg21271753	0.374133280907511	TMPRSS6	22	37499451
cg21272774	0.0221284612276999	HOXC9	12	54393725
cg21273029	0.0217976270319703	UST	6	149068556
cg21273098	0.0105540227478902	SMPD2;PPIL6	6	109762418
cg21273125	0.0193265292296785	ABHD2	15	89631790
cg21274025	0.75886049962589	PLA2G3	22	31535981
cg21274570	0.853179408683463	CCL25	19	8117671
cg21275690	0.533767176974707	HCFC1R1;THOC6	16	3072970
cg21277505	0.946865465103219	C19orf63;FAM71E1	19	50978348
cg21279601	0.81505406076253	DRD5	4	9782931
cg21279865	0.856382012402064	FAM106A	17	18430908
cg21279955	0.0856006129199747	SLC27A3	1	153747551
cg21280384	0.0301106585737655	RPF1	1	84945307
cg21280510	0.67823671807391	NT5C1A	1	40137089
cg21281001	0.0112563983496026	CTSB	8	11725306
cg21281799	0.824030314018865	DYRK2	12	68041322
cg21282997	0.172652724774696	IL18RAP	2	103035835
cg21283680	NA	SH3BP5	3	15384005
cg21284636	0.100071087215832	PIN4	X	71401009
cg21284731	0.633478016585248	NA	NA	0
cg21284880	0.0169092200504761	LHFP	13	40177740
cg21287330	0.0190386521256577	C17orf81;DULLARD	17	7154245
cg21288099	0.0092355329786946	RRAS2	11	14380330
cg21289015	0.0562434213127447	USH1C	11	17566048
cg21289924	0.00909599071285072	EIF3A	10	120839943
cg21290885	0.128853171807053	TMEM47	X	34675855
cg21291896	0.015989886533252	SLC6A6	3	14444133
cg21291985	NA	ZBTB46	20	62437035
cg21295467	0.0353743516385917	VWA5A	11	123986166
cg21295602	0.00987110466503904	NA	NA	0
cg21295911	0.397633873405714	NA	NA	0
cg21296230	0.570701384618651	GREM1	15	33010536
cg21296602	NA	TAF1D;C11orf54	11	93476060
cg21296676	0.826308317492326	EYA4	6	133561660
cg21298523	0.0334203833152612	NUDT9	4	88343936
cg21299958	0.0779254851864142	ITM2C	2	231729329
cg21300318	0.404990448867141	MIR7-3;C19orf30	19	4769206
cg21300561	0.0099054062986915	TUBA1B	12	49525534
cg21301148	0.394161559860631	MYH6	14	23878195
cg21301440	0.693541868622937	CYGB	17	74534550
cg21302727	NA	TACC2	10	123748647
cg21303011	0.185902262623525	THRB	3	24537177
cg21303386	0.538527789199123	RGS7	1	241520311
cg21304187	0.0305369783539979	CCPG1	15	55700471
cg21305265	0.0131581663545615	KCTD9;CDCA2	8	25316571
cg21306212	0.0238522682004407	RBM26	13	79979929
cg21306218	0.0119322749953502	ZNF276;C16orf7	16	89787478
cg21306775	0.822504044243443		18	74402010
cg21307628	0.179368548238271	CCDC80	3	112360952
cg21307697	0.0228030104003439	EXOSC7;ZDHHC3	3	45017012
cg21309049	0.0218914915838412	STK17A	7	43623222
cg21309147	0.686813856832708	STAC2	17	37382234
cg21311175	0.0559512082569621	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.884285820528598	LCE2D	1	152636074
cg21319693	0.0216900748523438	PRDX1	1	45987459
cg21319745	0.0339454535471618	UTP11L	1	38478440
cg21321735	NA	KIF1A	2	241760164
cg21321885	0.00819690830143335	NDE1	16	15744194
cg21322149	0.0104381969674504	SENP7	3	101232006
cg21324308	0.802983071790278	PROK1	1	110993852
cg21325760	NA	MAGEL2	15	23891402
cg21329628	0.011460770901282	CD320	19	8373296
cg21330703	0.0359335651999117	DRD2	11	113346388
cg21331335	0.94547483636645	KCNV2	9	2717325
cg21331821	0.0186747024203011	ZSCAN1	19	58545149
cg21332946	0.0149326182339421	LIX1L	1	145476871
cg21333964	0.0183832408482476	HMBS	11	118955461
cg21335556	NA	MFSD6L	17	8703341
cg21335942	0.015283394685816	SETD6	16	58549945
cg21336547	0.0182354454407607	AKAP8	19	15490553
cg21337430	0.0243836370988521	OSGEP;APEX1	14	20923471
cg21339926	0.0215024757135765	CLMN	14	95786621
cg21341271	0.0165016081144732	C7orf36	7	39605683
cg21341807	0.0210337329582377	RABL4	22	37172566
cg21342728	0.258511390975154	MCHR1	22	41075673
cg21347412	NA	STAP2	19	4339217
cg21348691	0.0159745167352406	DUS2L;DDX28	16	68057212
cg21349901	NA		7	4630518
cg21350115	0.665711972896591	CALCRL	2	188312833
cg21350283	0.0119018910395491	ACTN1	14	69445743
cg21351102	0.0134611494502589	MYL12A	18	3247294
cg21351994	0.42506163730101	EMX1	2	73145006
cg21353232	NA	SEZ6L	22	26564879
cg21355508	NA	NDUFB11;RBM10	X	47003362
cg21358381	0.914495953693862	PPY	17	42019637
cg21359747	0.690078531898713	ALDH1A3	15	101420636
cg21360828	0.0278773980615331	CENPA	2	27008380
cg21361470	0.115117618078255	MRAP2	6	84743033
cg21363706	NA	NAT1	8	18066485
cg21363943	0.0160699172676043	SF3B4	1	149899654
cg21364150	0.0238700455761867	DUSP19	2	183943551
cg21365235	0.562446712691237	OCRL	X	128674765
cg21365602	0.0468113777763193	GBP4	1	89664407
cg21366535	0.0654286405911511	RSPH3	6	159421281
cg21366834	0.931597988316598	CCR4	3	32992158
cg21367040	0.0140137468057542	TMEM50A	1	25664857
cg21367957	0.737443167085604	F10	13	113776252
cg21368354	0.0397087746023098	CARKD	13	111267856
cg21369679	0.0121027920977758	DNAJA2	16	47007757
cg21369988	0.0152707799493133	CAPRIN2	12	30907191
cg21370143	0.955396600570004	MYBPC3	11	47374208
cg21371335	0.0299819448856046	DNAJC7;NKIRAS2	17	40170049
cg21372397	0.0101024800595016	NA	NA	0
cg21372914	0.770036481881522	CLEC4M	19	7828144
cg21373526	0.029760152390825	RAB30	11	82782794
cg21374864	0.0402280554711745	TOR1A	9	132586569
cg21375825	0.91551740047822	LCT	2	136594646
cg21376883	0.290299815816622	ACTN2	1	236850232
cg21377793	NA	TSPAN3	15	77364519
cg21378047	0.0108237977579014	H1FX;C3orf47	3	129034659
cg21378206	0.968645014751903	IL1F5	2	113817043
cg21379008	0.0138714159129086	ATP8B2;AQP10	1	154297555
cg21379309	0.0163099331898472	C14orf147	14	34931822
cg21379816	0.0156086577379681	SRM	1	11119628
cg21380294	0.0295686000772666	ZSCAN2	15	85144807
cg21380842	0.0139269414255795	KCNJ6	21	39288830
cg21383720	0.00979833663027043	FAM120AOS;FAM120A	9	96214543
cg21387281	NA	OGFR	20	61435439
cg21387302	0.0511949019125058	RFX3	9	3526198
cg21388029	0.0409672753942429	CREG2	2	102003306
cg21389013	0.0116927611556946	PPM1G	2	27632056
cg21389884	0.0102157566636066	PVRL1	11	119599425
cg21391660	0.00927382776137252	LLGL2	17	73522123
cg21395782	0.012942384076497	NDUFA13;TSSK6	19	19626814
cg21395967	0.189260698831665	TBC1D8B	X	106046174
cg21396405	0.0128115385169426	NA	NA	0
cg21399079	0.967379452704533	GPR45	2	105858139
cg21399198	0.0154991015428325	ARMC10;FBXL13	7	102715131
cg21400640	0.529579784877196	TMSL3;TMSB4X	X	12992967
cg21400896	0.731948633194536	ABI3	17	47288569
cg21401794	0.0108707070850526	LRRC8C	1	90099060
cg21402035	0.67630739092067	GALR3	22	38219400
cg21402071	0.337213137740204	CHRNB4	15	78933902
cg21404906	0.0547390828366446	XRCC5	2	216973839
cg21405195	0.869285565096013	PEG10	7	94293385
cg21406461	0.0785410129688851	IFI16	1	158978957
cg21407055	0.762806721929367	ART1	11	3666483
cg21407839	0.00972116880130412	DYRK1A	21	38739091
cg21409722	0.0288970874498443	AKAP1	17	55162050
cg21409833	0.889090362627225	DOCK7;ANGPTL3	1	63062724
cg21410991	0.604386575644977	ISL1	5	50678451
cg21412748	0.0178088746164651	FCHSD2	11	72852496
cg21413009	NA	DAPK2	15	64338947
cg21413251	0.0131688108594843	PIP5K1B	9	71320693
cg21414251	0.125371218947019	OR12D2	6	29364554
cg21415080	0.577426814046755	NA	NA	0
cg21415604	0.91060351904643	C4B;STK19;C4A	6	31948433
cg21415698	0.0308211674711173	EXPH5	11	108464417
cg21416022	0.444851232772601	TTC23	15	99789661
cg21416237	0.787141966362295	FKBP10	17	39970091
cg21416602	0.012125553710065	FAM149B1;ECD	10	74927745
cg21418052	0.121494330445	B3GALTL	13	31773806
cg21418076	NA	LTB4R2;CIDEB	14	24777878
cg21419475	0.0144711111373685	EIF2B1;GTF2H3	12	124118052
cg21420531	0.0420272953589177	SLC5A6;C2orf28	2	27435915
cg21421501	0.0243908631757584	FTH1	11	61734205
cg21421701	0.0158285180228866	BATF3	1	212872679
cg21422208	0.0530265465956173	RFT1	3	53164667
cg21422622	0.0302789423375932	SGSM3	22	40766525
cg21424904	0.0204964531677634	GRK6	5	176853466
cg21426387	0.0109517168823127	SNN	16	11762806
cg21428681	0.472469334524027	NKX3-1	8	23540856
cg21429500	0.0201729087143713	LAP3	4	17579272
cg21430666	0.989102995561619	HIST3H3	1	228613073
cg21431091	0.0248812969044193	TMEM9	1	201124025
cg21431536	0.642009521764151	NA	NA	0
cg21432513	0.969303716690299	CHFR	12	133435770
cg21432842	0.508258933573429	CSF3	17	38171697
cg21432954	0.0282161890272006	TRPC4	13	38443809
cg21433933	NA	SHROOM1	5	132163083
cg21434440	0.0215155155150029	CD2AP	6	47446198
cg21434954	NA	LCE1B	1	152783137
cg21435336	0.0316197884494074	ANKLE1	19	17392852
cg21435394	0.0691313968385205	NUDT14	14	105648024
cg21438018	0.729337430959784	MSH4	1	76262537
cg21439450	0.00954413268183101	POLR2C	16	57496664
cg21440587	0.461259322411338	AIF1	6	31583458
cg21443261	0.0217902245077163	TRIM35;PTK2B	8	27169256
cg21443584	0.0232932103917915	MBIP	14	36789985
cg21448423	NA	ACOT11	1	55013956
cg21449655	0.137057907260304	CASP9	1	15851444
cg21449843	NA	MANBAL	20	35918440
cg21450627	NA	PSD4;LOC440839	2	113930840
cg21451553	0.0712629110876652	NOVA2	19	46476046
cg21452443	0.0127315217205262	NMT1;DCAKD	17	43138359
cg21452766	0.0195396926082364	CTH	1	70877088
cg21453309	0.29381476750356	FAM101A	12	124774055
cg21453677	0.0168821943331997	NA	NA	0
cg21457147	0.549496069750011	GTF2F2;KCTD4	13	45768695
cg21457804	0.592955536591352	NA	NA	0
cg21458041	0.819045473158742	TNP2	16	11364014
cg21458116	0.0256181970648999	GGA1	22	38004573
cg21458907	0.0642102403719543	CADPS	3	62860802
cg21459710	0.0216182568013773	CDC37	19	10514006
cg21459867	0.480674280556215	IDUA;SLC26A1	4	981492
cg21459921	0.0322488425112618	ADRM1	20	60878267
cg21460081	0.449808562476183	HOXB4	17	46656012
cg21460582	NA	CSPG4	15	76005861
cg21461100	0.0311976479139818	NOVA2	19	46477338
cg21462299	0.828070782870746	VGLL1	X	135614052
cg21463023	0.0226624279322291	SEC22C	3	42623862
cg21465754	0.0178951349893668	RAD51	15	40986872
cg21466821	0.767020129864139	HIPK4	19	40896173
cg21468416	0.288602548996623	NEK6	9	127019914
cg21472099	0.0140399344183043	SYAP1	X	16737680
cg21472642	0.828551886042824	CHN2	7	29233468
cg21474838	0.894785840235266	KLRD1	12	10460612
cg21475255	0.0299658127824268	DAG1	3	49507186
cg21475402	0.47692394008403	BCAN	1	156612140
cg21476940	0.179430652490911	ITLN1	1	160854954
cg21478222	0.0160466580169421	ELK4	1	205601572
cg21478437	0.824803816336328	CTSE	1	206317403
cg21478490	0.682895403835981	PROP1	5	177422991
cg21480743	0.128407887321969	KILLIN	10	89621419
cg21481775	0.0739756110368219	NKX3-1	8	23539627
cg21484834	0.390994953524373	PTK6	20	62168579
cg21484964	0.939972938113888	PGBD4;C15orf24	15	34395546
cg21486659	0.0224617788207996	TMEM14B	6	10747693
cg21486954	0.020747824621028	RUNDC3A	17	42385289
cg21487067	0.00996117654018886	MLEC	12	121124407
cg21487207	0.0200209280832816	HOXC4;HOXC6;HOXC5	12	54410576
cg21488617	0.182979679470886	DNALI1	1	38022586
cg21489722	0.60581811242183	FAM9B	X	9001881
cg21489873	0.875250440368158	C9orf45	9	125877134
cg21491028	0.0216945557514641	PSMD3	17	38136817
cg21491308	NA	TEX101	19	43892826
cg21492378	0.677337623988664	CEP110	9	123850279
cg21493583	0.0417164557503141	PIGF;CRIPT	2	46842958
cg21493666	0.0328200918119608	PPME1;C2CD3	11	73882478
cg21494337	0.0361202819850229	CENPO;C2orf79	2	25015597
cg21494776	0.790890224908102	ICAM4	19	10397780
cg21495715	0.91063292449403	SLC5A10	17	18854560
cg21497439	0.864089029977704	HAPLN4	19	19373998
cg21500966	0.045900723802506	NAALAD2	11	89867976
cg21501064	0.312301264920966	SEPT6	X	118827889
cg21503093	0.0155202884813265	EMP2	16	10674468
cg21504624	0.581693004280397	IL11RA	9	34653580
cg21504918	0.409973050940006	GPX3	5	150400001
cg21505334	0.841055259629298	CEACAM5	19	42213020
cg21505886	0.638389217052246	TMEM129;TACC3	4	1724428
cg21508214	0.007694871268432	SMC4;IFT80	3	160118610
cg21509023	0.361661131380637	NA	NA	0
cg21509097	0.0674937261186135	PLA2G15	16	68279613
cg21509846	0.595529047739353	BEX1	X	102319368
cg21510697	0.0195772966833124	USP31	16	23161157
cg21511069	0.0175453114612111	UBAP2	9	34049294
cg21512370	NA	LPAR6;RB1	13	48990327
cg21513385	0.325764201021075	SMAGP	12	51663484
cg21513553	0.104477377210531	NA	NA	0
cg21514871	0.136570534711588	MEFV	16	3307814
cg21515243	0.0808425621781956	RIOK3	18	21033072
cg21515329	NA	RIBC1;SMC1A	X	53450923
cg21515744	NA	GUK1	1	228327456
cg21516287	NA	ACTR3C;LRRC61	7	150020855
cg21516384	0.101163678197089	RNF213	17	78233839
cg21516478	0.478687201793384	GPX3	5	150400328
cg21516819	0.210153640229967	TSPAN7	X	38421078
cg21517055	0.713340254850183	C19orf57;CC2D1A	19	14016717
cg21518208	0.669774657116497	KRT85	12	52761416
