Hybridization REF	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05
cg25136310	0.031668258562428	RPL36	19	5690528
cg25136687	0.0379605719261417	REV3L	6	111805186
cg25136926	0.839892930390354	NA	NA	0
cg25138936	0.0143343851793308	SNORD42B;RPL23A	17	27046990
cg25139619	0.0240083157077382	MIR17HG	13	91999408
cg25140370	0.0218721744852786	IRF4	6	391114
cg25140501	0.0175842036989388	ACIN1;C14orf119	14	23564641
cg25140571	0.159842406094226	OXTR	3	8811437
cg25141490	0.196750862088851	IL17B	5	148759090
cg25141674	0.0402721516697529	C6orf155	6	72130689
cg25141720	0.121794103963039	GAS1	9	89561826
cg25141995	0.248369369777562	VDAC1	5	133341459
cg25142416	NA	CA1	8	86290219
cg25145670	0.592395655890422	HOXB4	17	46655164
cg25148589	0.289681864650733	GRIA2	4	158141936
cg25149155	0.17681669318993	BCL2L2	14	23775777
cg25149927	0.0474883334534006	SSH1	12	109250901
cg25151295	0.824287784749614	IPO5	13	98605857
cg25151806	0.940952785894405	ELOVL2	6	11045370
cg25152348	0.0226546783754185	NCAPH2;LMF2	22	50946712
cg25152631	0.0232848136533405	SLC25A36	3	140660955
cg25152942	0.481015227658415	MIA	19	41281080
cg25153340	0.0222984725340768	RTKN2	10	64029004
cg25156443	0.114305928159824	SFRP5	10	99531929
cg25157408	0.890591506591695	HAO1	20	7921059
cg25157874	0.0514272414347625	QKI	6	163835117
cg25159539	0.0171717900373098	FEM1B	15	68570818
cg25159610	0.0285767111193019	PLK2	5	57756802
cg25159668	0.853922603841163	AADACL2	3	151450877
cg25160554	0.029320986378679	ARL6	3	97483242
cg25162301	0.535108752254108	AHSG	3	186330055
cg25162794	0.930176306266901	ANKRD23	2	97509831
cg25162921	0.050816373636698	MTAP	9	21801897
cg25163134	NA	PSMC4	19	40476319
cg25163476	0.0597528827528893	INS-IGF2;IGF2;IGF2AS	11	2161586
cg25165199	NA	RCBTB2	13	49107693
cg25165880	0.0489803930511119	ACOT7	1	6454326
cg25166896	0.02391099716879	C22orf25	22	20009063
cg25167447	0.0961448374378502	NAV1	1	201617042
cg25167643	0.0236406090707792	PTPRZ1	7	121513538
cg25167838	0.0121207329502147	SHH	7	155605092
cg25168545	0.654530022293955	NA	NA	0
cg25169784	0.0217494090527072	UGGT2	13	96706045
cg25171089	0.0170103890691052	ASB13	10	5708825
cg25172835	0.94527327959493	IGDCC3	15	65671727
cg25173010	0.0238348355527297	TXNIP	1	145438031
cg25174591	0.443303895992441	DNAH9	17	11501557
cg25175370	NA	C7orf27	7	2595131
cg25176823	0.314356028709524	FSCN1	7	5632593
cg25177139	0.16100830272495	SLC10A6	4	87770089
cg25177452	0.0117908124864805	TMEM171	5	72416677
cg25178645	0.983392100018878	RUNX3	1	25228687
cg25179291	0.0128998806198991	FNBP1	9	132805739
cg25179963	0.0151412593288082	NT5DC1	6	116422123
cg25181284	0.921878130182406	GPD1	12	50497037
cg25181693	0.0184589291855733	ALDH5A1	6	24495846
cg25182523	0.137187673112736	FAM129A	1	184944288
cg25182621	0.302478149981748	CHRD	3	184097440
cg25186143	0.339213601958135	FAM57A	17	635064
cg25186211	NA	MORN5;NDUFA8	9	124921565
cg25187533	0.410879829904691	NA	NA	0
cg25189085	0.957580898408862	STAC3	12	57644658
cg25191725	0.954879500833042	PYY2	17	26554221
cg25192419	0.0149834125750128	DOCK5	8	25042348
cg25193278	0.0991166550088748	NA	NA	0
cg25193494	0.828598987237438	DEF8	16	90016004
cg25194415	0.0159749121577319	KIAA0232	4	6784170
cg25195673	0.844020306049575	GFPT1	2	69614945
cg25198545	0.0147630638405713	ACTL6A	3	179280646
cg25201363	0.754980721854605	LRPAP1	4	3534845
cg25201980	0.0107392439523371	ZNF250	8	146127417
cg25202404	0.0108197115626758	PXMP3	8	77912832
cg25202471	0.0502343912312837	NA	NA	0
cg25203561	0.941008929634248	RELB;SFRS16	19	45541192
cg25203856	NA	NLRP14	11	7059980
cg25203980	0.967019493058021	ACAP3	1	1238595
cg25206802	0.925257550978157	SACS	13	23942179
cg25208892	NA	C1orf105	1	172390771
cg25211252	0.780811511915435	NA	NA	0
cg25211525	0.0107063613981656	C6orf145	6	3751739
cg25214346	0.716448734316963	NR1I3	1	161207966
cg25214366	0.568931288233911	NA	NA	0
cg25215340	0.0113486934065131	CDKN1C	11	2907127
cg25216696	0.619774329691297	GATA4	8	11565351
cg25217357	0.0137862285987592	C12orf61	12	62997570
cg25217765	0.641507645005658	GJA10	6	90604299
cg25218351	0.552183441143156	TRIM54	2	27505446
cg25219047	0.012662121609308	DOHH	19	3500813
cg25219134	0.0249178326576239	BRP44;DCAF6	1	167906865
cg25219333	0.198959043248435	ARFIP2;FXC1	11	6501594
cg25221254	0.365880506747779	ACER1	19	6333547
cg25221625	0.888371354936845	CRYBB3	22	25595955
cg25225073	0.0274828533813781	KCNK13	14	90528983
cg25225238	0.374798420108565	NA	NA	0
cg25226014	0.808977778123474	CXCR6;FYCO1	3	45984942
cg25226247	0.087829082727551	TFAP2B	6	50785152
cg25226891	0.578498454819768	ZMYM3;BCYRN1	X	70474172
cg25227148	0.0222476449228963	ZNF271;ZNF397OS	18	32870611
cg25228126	0.121221336673449	FZD2	17	42635310
cg25228746	NA	BIN1	2	127865379
cg25229015	0.0154300285234199	WDR61	15	78591883
cg25229172	0.0940864896572312	AMDHD1;CCDC38	12	96336121
cg25229305	0.182901953523083	KCNK18	10	118956639
cg25229706	0.0297815945744931	SAMD8	10	76871606
cg25229964	NA	CNKSR1	1	26503623
cg25230532	0.139060038989264	GALT	9	34646550
cg25232934	0.0206921433099289	ERI1	8	8860211
cg25234611	0.0311110918337296	VWA1	1	1371347
cg25234963	NA	SFRS14;ARMC6	19	19143846
cg25239996	0.281352987797526	CD40	20	44746767
cg25240333	0.0409931697366281	NA	NA	0
cg25241845	0.0106563213140886	NEURL2;CTSA	20	44519697
cg25242557	0.486125813345676	PAX6	11	31833264
cg25243721	0.0256821689038164	XRCC4;TMEM167A	5	82373346
cg25245322	0.0435831746833832	OBFC2B	12	56618196
cg25248094	0.273842492042754	SH2D1A	X	123480304
cg25249068	0.694650553616786	BFSP2	3	133118940
cg25250358	0.029837514300606	PLOD2	3	145879084
cg25250998	0.0213382163255628	GSTO2	10	106028373
cg25251635	0.013522184703681	POP7	7	100303170
cg25255679	0.0158681266977605	RHPN1;C8orf51	8	144450942
cg25255854	0.0132546707141734	IRF2	4	185396298
cg25256723	0.597521961874936	F5	1	169555944
cg25257360	0.665990792847244	CXorf23	X	19983591
cg25258291	0.0141706109206712	FARP1	13	98795562
cg25259754	0.0735377172693299	FCRL3	1	157670220
cg25261329	0.030129409581811	RAD51AP1;C12orf4	12	4648036
cg25261908	0.0246798069028232	TRPM4	19	49660986
cg25263140	0.0198025736699058	AIM1	6	106959651
cg25263559	0.0264963701333188	C19orf56;MORG1	19	12780830
cg25264554	0.0498522893425581	XRN1	3	142166789
cg25266232	0.053248370559342	DCC	18	49867126
cg25267732	0.0306842663806552	CCDC112	5	114632630
cg25268283	0.778175492052998	NA	NA	0
cg25268451	0.553275216991438	GNASAS;GNAS	20	57414539
cg25268678	0.0318124183338289	PLEKHG6	12	6420020
cg25268718	0.178813104317597	PSME1	14	24604711
cg25270201	0.456906897410116	WWC3	X	9984045
cg25270252	0.0184291093537602	NEK11;ASTE1	3	130745615
cg25274750	0.94504499178792	HIPK2	7	139316606
cg25276849	0.020411302842791	TFRC	3	195808919
cg25277950	NA	MIR330;EML2	19	46142914
cg25282410	0.0384487495687899	TCP1;MRPL18	6	160211355
cg25282780	0.0343834391328554	AK3	9	4741505
cg25283297	0.525463677403348	NA	NA	0
cg25283338	NA	PTPN9	15	75871734
cg25283823	0.0220875875042611	NA	NA	0
cg25284492	0.0195106137890819	H6PD	1	9295432
cg25287375	0.0234977938887409	C9orf95;OSTF1	9	77703619
cg25288155	0.757113964866379	PLEKHB1	11	73357396
cg25290938	0.0237839517621917	ARHGAP22	10	49813142
cg25291907	0.00873998806422398	MIB1	18	19321706
cg25293251	NA	GOLGA5	14	93260171
cg25294646	NA	OBFC1	10	105678198
cg25298754	0.253381786481565	ZBED2;CD96	3	111314102
cg25299176	0.0694670167788491	YWHAE	17	1303341
cg25299676	0.0673289838564781	MET	7	116312739
cg25300386	0.397568517051703	COL1A2	7	94023988
cg25300941	NA	VPS4A	16	69344885
cg25301180	0.0185115851673181	ERC2	3	56502091
cg25302370	0.0479417893524318	C6orf165	6	88117530
cg25302419	0.0240145370362416	CTNND2	5	11904015
cg25303383	0.20955524840491	BCO2	11	112046403
cg25304860	0.0228895992575769	C14orf166	14	52456445
cg25306170	0.856433771639825	NA	NA	0
cg25306927	0.0172603959693395	VSNL1	2	17721751
cg25307081	0.404576187255635	NA	NA	0
cg25307641	0.84037835994778	SURF2;SURF1	9	136222163
cg25307902	0.0471641163192853	SNAP25	20	10199210
cg25308542	0.0678105504657332	MIR17HG	13	92000113
cg25309588	0.0477206997862148	ATP8A1	4	42659645
cg25310567	0.229830399182609	GALNTL5	7	151653890
cg25313204	0.898098610883231	SLC22A3	6	160768801
cg25314216	0.976903236079589		18	55301903
cg25315362	0.641658254987412	LSAMP	3	116164576
cg25316166	0.563231603828725	USP11	X	47092288
cg25316898	0.0647861722199679	C18orf21	18	33552869
cg25317260	0.460380933215983	AIFM1	X	129300090
cg25322008	0.156439122693231	OR51E2	11	4719138
cg25322211	NA	TRIM65	17	73892982
cg25323711	0.0256352125416472	CLGN	4	141349096
cg25324046	0.0236861363822525	SRPK1	6	35889059
cg25325612	0.0129588646961584	ORC6L;VPS35	16	46723166
cg25327013	0.0283514965855123	ANG;RNASE4	14	21151223
cg25327247	0.0333535193282358	SH3GL1	19	4400302
cg25328975	0.817546179818743	NA	NA	0
cg25329939	0.0249826541267311	RAP2A	13	98085947
cg25332298	0.0728121640215662	ELAVL3	19	11592958
cg25335775	NA	MRPS14	1	174992314
cg25336198	0.815094028347548	INS-IGF2;INS	11	2182618
cg25336579	0.012694182652421	PSAT1	9	80912260
cg25340056	0.0125234621124971	DPH1	17	1933471
cg25340403	0.253972516497211	LYPD3	19	43969650
cg25341032	0.302787300435841	ADD3	10	111766049
cg25341653	0.580956498790468	ELMO3	16	67233277
cg25341726	0.923583052198255	IL27	16	28518331
cg25344367	0.800681322765641	IRGC	19	44220337
cg25344639	0.020767240620136	SEC14L1	17	75137144
cg25344672	0.681665794260673	C9orf171	9	135285207
cg25345005	0.0118630429421436	KTELC1	3	119187891
cg25345738	0.0852750432033246	PWP1	12	108078835
cg25346576	0.0437530227281299	CCDC55;MIR423	17	28443852
cg25346972	0.0143825876678732	COX16	14	70826282
cg25349574	0.0147295095768347	CAMTA2	17	4891291
cg25350411	0.588906310140054	HYMAI;PLAGL1	6	144328917
cg25351036	0.0256474295477868	NIPAL1	4	48018582
cg25352650	0.0235476365418582	RRS1	8	67341099
cg25355065	0.0350086738233801	ARL3;SFXN2	10	104473629
cg25355803	0.690009973214092	MARVELD1	10	99473032
cg25356214	0.0418980208413991	POU6F1	12	51611871
cg25356886	0.787059836249172	CRYGD	2	208988967
cg25358289	0.0652174240037329	CD14	5	140012728
cg25358938	0.0309266635719333	TMEM66	8	29940886
cg25359581	0.438629681866914	DYNLT3	X	37706819
cg25361106	0.0850179740595118	TLX2	2	74740746
cg25361844	0.160672487550543	SIPA1	11	65405362
cg25363317	0.0219835270790018	GTF2F1	19	6393052
cg25363445	0.461588106418144	ALX4	11	44326516
cg25366404	0.549708404304208	MOCS1	6	39895360
cg25368212	0.479567730461685	SSX1	X	48114506
cg25368651	0.973510641754058	DNHD1	11	6518287
cg25370441	0.053680894161428	FLJ20184	4	106473233
cg25371038	0.0283047110338215	TOP3B	22	22337141
cg25371088	0.0415781970653342	MRPL24	1	156710915
cg25371182	0.0334155175924071	CTNS;SHPK	17	3539597
cg25371560	0.0193587461908043	MED18	1	28655380
cg25372103	0.186144515010456	DLL1	6	170599661
cg25372135	0.016554520576755	CENPL;DARS2	1	173793934
cg25372195	0.808319728560729	DCD	12	55042293
cg25372693	0.0436399542722334	B4GALT4	3	118959985
cg25374813	NA	SLC23A1	5	138719374
cg25374854	NA	ABR	17	1083958
cg25375711	0.0151669641635373	TRMT12	8	125463057
cg25375764	0.190051259725687	ALDH5A1	6	24494665
cg25376316	0.347328795412531	CA5B	X	15756714
cg25377358	0.0251106483495183	SEC23IP	10	121651973
cg25378769	0.0141050472327771	C3orf37	3	128998233
cg25381844	0.055433334072993	NA	NA	0
cg25383093	NA	PGM3;RWDD2A	6	83902161
cg25383242	NA	CNTNAP4	16	76343663
cg25384157	0.0932055353058632	ARRDC1	9	140499132
cg25384595	0.329496090628583	LILRA1	19	55105156
cg25385272	0.023670051481908	TAF1A	1	222763149
cg25388528	0.39459198800901	KRTAP20-1	21	31987978
cg25391023	0.307007161647358	BTNL2	6	32374754
cg25392935	0.0122924200750126	VCL	10	75757809
cg25395108	0.0221936609322864	FGFR1OP	6	167412704
cg25396537	0.0159037363066144	TERF1	8	73921005
cg25397076	NA	RBP7	1	10057305
cg25397562	0.0164217939037396	ZNF653	19	11616711
cg25397779	NA	MRPL20	1	1343130
cg25398949	0.0240674362744233	RPS6KA5	14	91527472
cg25399367	NA	FBXO30	6	146136238
cg25400358	0.269010790877167	GPR137	11	64054159
cg25402049	0.95551651260499	PRDM2	1	14029875
cg25404088	0.0399343073248424	TRIOBP	22	38143168
cg25406518	0.527396685515798	DAK;DDB1	11	61102165
cg25406735	0.0126762676683352	FBXO32	8	124553149
cg25409040	0.0154208313907597	CSTF3	11	33183343
cg25410053	0.804065425196054	NA	NA	0
cg25410279	0.263589269601949	LAGE3	X	153707517
cg25411534	0.0263565854220393	TSGA10;C2orf15	2	99758462
cg25411725	0.885233356076651	SLC22A13	3	38306672
cg25412384	0.0156284707990409	LRP10	14	23341283
cg25412453	0.811011285967584	DCST1;DCST2	1	155006219
cg25413757	0.0127798497694914	TMEM206	1	212588395
cg25414165	0.872842367747781	C10orf11	10	77542488
cg25415932	0.0527951618199597	OGG1	3	9791051
cg25416014	0.0132941486069074	MCF2L2	3	183146809
cg25416363	0.0287775426948802	RBM15	1	110881820
cg25416372	0.0241888317913561	S1PR5	19	10628014
cg25417405	0.0486613528814853	SLC27A2	15	50474129
cg25418748	0.0291889059097869	RUFY1	5	178977236
cg25418831	0.0166632096058867	VPS13A;LOC100286938	9	79792647
cg25420398	0.0266247852799752	RYK	3	133968920
cg25420583	0.0221599109908471	WBP1	2	74685602
cg25420952	0.331434085267507	AMBP	9	116841084
cg25421002	0.8294751399407	MMAA	4	146559547
cg25421647	NA	UBE2L3	22	21921833
cg25421694	NA	RAB5A	3	19988396
cg25422943	0.0111375609297801	PCDH9	13	67804733
cg25423111	0.869573810198673	TSSK4	14	24675937
cg25423402	0.00786938195386799	IVNS1ABP	1	185286075
cg25423576	0.0314208803694786	RFX6	6	117197952
cg25424525	0.936468396431266	OTUD4	4	146096030
cg25424556	0.514942984831834	USP51	X	55515483
cg25425005	0.91171520146077	HBZ	16	202905
cg25425074	NA	C17orf53	17	42218912
cg25425078	0.0283715356947384	CCND2	12	4381777
cg25426302	0.195700472502547	PPT2;PRRT1	6	32120826
cg25426743	0.754925688989491	HOXA3	7	27166103
cg25427580	0.936961255707889	B3GALT1	2	168675357
cg25427638	0.846142709035613	NA	NA	0
cg25428293	0.0111972230947045	HMGXB3;TIGD6	5	149380217
cg25428451	0.0374996990952969	LOC339524	1	87597544
cg25429010	0.0147480926704133	IMP3	15	75932582
cg25430696	0.026742582682632	TSR1;SGSM2	17	2240014
cg25431974	0.938718967421516	ECEL1	2	233352936
cg25432323	0.0293682022536898	AARS	16	70322827
cg25432696	0.359117338992589	CXCL6	4	74702728
cg25432997	0.0466430233042627	DVL2	17	7137540
cg25433648	0.239322617645411	S100A14	1	153588782
cg25434223	0.0310790434392296	ELAVL3	19	11591491
cg25436946	0.0200868838118328	TMF1	3	69101463
cg25437385	0.164632390137678	SLC35F3	1	234040833
cg25437402	0.0112027283295664	NA	NA	0
cg25438054	0.0420333444726581	NLN;SGTB	5	65017496
cg25438415	0.024430355388621	ZNF426	19	9648876
cg25438440	0.0146513873562685	CLDND1	3	98241168
cg25438963	0.0555303034211511	HIST1H3C	6	26045663
cg25443975	0.941107240436832	BRSK1	19	55794597
cg25446086	0.0235688522840786	SYT11	1	155829549
cg25447894	0.509359569684624	CSDC2	22	41957443
cg25448636	0.0152778737866529	FLCN	17	17140084
cg25450806	0.942762430746293	PRDM2	1	14031383
cg25454755	0.0175931919571483	NR4A3	9	102584145
cg25454890	0.071587345300724	CYP2R1	11	14913620
cg25455753	NA	C15orf32	15	93014970
cg25456959	0.34364824840917	ASB12	X	63446044
cg25457027	0.957343402588051	PROC	2	128175179
cg25457331	0.129391027184988	GMPR	6	16238547
cg25458920	0.0280384125551874	NA	NA	0
cg25459323	NA	SEPT3	22	42372359
cg25459778	0.0120569730362669	CRAMP1L	16	1664582
cg25461905	0.96589376202901	C1orf49	1	178481807
cg25461934	NA	PROCR	20	33759150
cg25462291	0.785792601543584	NA	NA	0
cg25462303	0.684216274947006	GCET2	3	111852156
cg25463135	NA	GBP7	1	89641171
cg25463409	NA	COX7B2	4	46848264
cg25463428	0.0122500798079044	TBC1D10B	16	30381109
cg25463779	NA	FAM101A	12	124773236
cg25464840	0.531677038925537	FRMD4A	10	14372910
cg25465406	0.447025725901034	GUCY2D	17	7906098
cg25465634	0.021497015709716	DLGAP5	14	55658290
cg25466368	0.0197721193477095	HES1	3	193853978
cg25466974	0.019448051323114	SLC30A1	1	211752620
cg25467043	0.0222907816113768	NA	NA	0
cg25467603	0.00798379334191489	WDR18	19	984168
cg25468723	0.0192813876933658	SEZ6L	22	26566058
cg25470175	0.0201450829671891	FAM73A	1	78245521
cg25473396	0.0182101912373369	NA	NA	0
cg25475171	0.0129065750675102	SV2B	15	91643132
cg25475443	0.795142219916359	CHST15	10	125806388
cg25476145	0.133398485562345	GALT	9	34646939
cg25477181	0.0136839528161618	PITPNB;LOC284900	22	28314676
cg25477904	NA	PSG1	19	43383405
cg25477928	0.0325428447166809	ITSN2	2	24583610
cg25478157	0.0127590525669414	CEP350	1	179924306
cg25478603	0.116577482357058	ALDH1B1	9	38392535
cg25479216	0.016173156909269	NANS	9	100818684
cg25481253	0.174847331890141	TAS2R38	7	141673384
cg25482967	0.109468544098085	MRPS10	6	42185468
cg25483003	0.0609198268423566	ENTPD2	9	139948856
cg25483839	0.0405999509883035	RAD23B	9	110044887
cg25484319	0.0864629000218076	RDH11	14	68162304
cg25484373	0.0257891343615326	FAM173B;CCT5	5	10250304
cg25484904	0.204065529312576	CWH43	4	48988015
cg25485128	0.0122833315988854	UBA2	19	34919831
cg25485913	0.202065517591773		19	49568962
cg25487438	0.0235358395515148	DCAF11	14	24584340
cg25488021	0.951887431161727	EPB41L2	6	131277447
cg25488082	0.0245228893849738	PNO1;WDR92	2	68384862
cg25488206	0.0293200427122308	RBM9	22	36236303
cg25488547	0.627045592376701	CHM	X	85303309
cg25490410	NA	TUBGCP5	15	22833975
cg25490411	0.0140350319481889	MANBA	4	103681941
cg25492727	0.0129455240954724	OLA1	2	175113587
cg25494064	0.916722015129847	TMOD1	9	100286340
cg25494227	0.143834084413	C12orf59	12	10331614
cg25494789	0.0210187456733949	KIF11	10	94353331
cg25495394	0.0176289807681017	SAP18	13	21714725
cg25499017	0.0142794110207294	CIT	12	120315162
cg25499099	0.0236951604313346	TNK1	17	7284662
cg25500285	0.0226071063668062	EIF4EBP1	8	37888493
cg25500444	0.661259063177214	CCDC81	11	86086101
cg25501446	NA		10	62535392
cg25503559	0.0303869144888794	MRPL24	1	156710998
cg25505610	0.0251202480832691	EIF3M	11	32605184
cg25505974	0.0200182926053862	C21orf59	21	33984651
cg25506396	0.0250770443501747	NA	NA	0
cg25506900	0.018186984566903	CASKIN2;TSEN54	17	73512855
cg25507001	0.0472410036744791	NME5	5	137475288
cg25509184	0.784268450903562	CFTR	7	117119382
cg25510610	0.0270316889911598	WHSC1L1	8	38240894
cg25511429	0.543654506797296	NRN1	6	6008125
cg25511807	0.490277026639087	MMP7	11	102401438
cg25512587	0.0730355250296698	SLC2A6	9	136344026
cg25513133	0.0187548933203843	C6orf72	6	149887296
cg25514304	NA	PSEN2	1	227059109
cg25514503	0.922180432397371	PER3	1	7845070
cg25515063	0.015989580545262	POP5	12	121019412
cg25516544	0.0107761940863831	SCYL2;DEPDC4	12	100660816
cg25519930	0.0198170749881526	CACNA1C	12	2161640
cg25522312	0.0350665199666238	MAD2L1	4	120988417
cg25523185	NA	CTPS2	X	16730999
cg25523753	0.0343901555957802	ABHD2	15	89631191
cg25524350	0.0661791457025215	SGCE;PEG10	7	94284893
cg25524473	0.0206056107192389	DUSP5	10	112258394
cg25526759	0.950743459072308	GP1BA	17	4836171
cg25527547	0.198552042050039	ZNHIT1;PLOD3	7	100862300
cg25530169	0.0166757004846904	SPIN1	9	91002900
cg25531166	0.647773332745053	NA	NA	0
cg25533361	0.0207756312890007	EIF3B	7	2395147
cg25533774	0.0576423495978299	SOSTDC1	7	16505409
cg25535027	0.0353505855654327	SLC39A7;RXRB	6	33169019
cg25536300	0.00866443813551812	PTBP1	19	797459
cg25536676	0.0137773129982855	DHCR24	1	55353327
cg25537724	0.0171478009828963	MAP4K3	2	39663782
cg25537774	0.0138243288774406	AGPAT2	9	139581745
cg25537962	0.0293283606848873	CD109	6	74405564
cg25538571	0.0594646343290864		8	49502710
cg25539131	0.91467871902795	VHL	3	10189941
cg25543604	0.0109022374667449	EID2B	19	40023503
cg25543676	0.0257548802875021	SMARCE1	17	38803968
cg25544551	0.0131235684230376	NFYB	12	104531891
cg25545088	0.590818617939248	ABCC10	6	43398446
cg25545182	0.0170147223988191	DRG1	22	31795303
cg25545210	0.712020887824602	NA	NA	0
cg25545845	0.063644858606063	NA	NA	0
cg25546588	0.0189427429245448	IL15	4	142557391
cg25547939	0.852192508887176	VEGFB;DNAJC4	11	64001094
cg25548825	0.706639620396209	TBX10	11	67407037
cg25549230	0.0117126003039168	ZNF460	19	57791887
cg25549413	0.031949174418838	NA	NA	0
cg25549459	0.0255139648431638	POU3F3	2	105471252
cg25550573	0.372655463969318	NA	NA	0
cg25551168	0.786244828950737	AVP	20	3065343
cg25552492	0.0247722694584306	LGI3	8	22013999
cg25552889	0.437322270236728	FAM131A	3	184057683
cg25553916	NA	RMND5B	5	177558755
cg25554036	0.0199258150172429	WFS1	4	6271136
cg25555137	0.0173530207417138	BCR	22	23522748
cg25556101	0.0186770875613489	RPS19BP1	22	39928765
cg25557858	0.0695951095052954	EXTL3	8	28558598
cg25558099	0.0191938685381634	TOP3A;SMCR8	17	18219121
cg25559100	0.0203138315815311	CSNK2A1	20	524528
cg25559243	0.0223832603359906	NA	NA	0
cg25559625	0.0351514575784578	EDN1	6	12290322
cg25560840	0.0126989943396708	KIAA0427	18	46065767
cg25563456	0.0842176231698298	WT1;WIT1	11	32456069
cg25563642	0.0192356921396076	RPL18AP3;RPL18A	19	17970314
cg25564800	0.0182238386607741	KPNA1	3	122234134
cg25565479	0.0913915545546858	PANX1	11	93861779
cg25567232	0.915333931412873	GSTA5	6	52710314
cg25568243	0.0132833605937347	DEM1	1	40974465
cg25569462	NA	TRIML2	4	189026860
cg25569582	0.0200124662926917	BRD3	9	136933818
cg25572812	0.0739807604950352	DCDC1;DNAJC24	11	31391649
cg25573386	0.457342036528965	CAPZA3;PLCZ1	12	18890579
cg25574024	0.0946965382816593	IGF2AS;INS-IGF2;IGF2	11	2161894
cg25574548	NA	SLMO2	20	57618146
cg25575065	0.0245317238778217	ARSA	22	51066394
cg25575359	0.00904701117034566	PRPF19	11	60673661
cg25577842	0.046780383076919	WIT1	11	32459760
cg25580018	0.0162480709328957	ADAMTSL2	9	136399808
cg25580076	0.902087855640098	C10orf2;MRPL43	10	102748541
cg25583174	0.0210130398813402	FGF2	4	123748386
cg25584626	0.0265925876510848	PRR16	5	119800234
cg25587233	0.352612897383612	CRAT;PPP2R4	9	131872005
cg25589890	0.0748135405436485	ULBP1	6	150284777
cg25590938	0.0217316821673632	C9orf119;GOLGA2	9	131038362
cg25591670	0.255879142566903	CXorf26	X	75392807
cg25591867	0.0196961104980056	CKAP4	12	106641008
cg25593040	0.0180886496540954	DDX18	2	118572325
cg25593948	0.0864776810331839	TFAP2B	6	50786670
cg25595446	0.0236021736492152	PRMT1	19	50180579
cg25596297	0.113083990883879	PAX3;CCDC140	2	223162875
cg25598083	0.21684600347333	ACOT2	14	74034893
cg25599211	0.829759331007632	P4HA3	11	74023050
cg25599242	0.0507017592956985	RARRES3	11	63304337
cg25600236	0.849856103392546	NA	NA	0
cg25600606	NA	HIPK3	11	33308345
cg25602457	0.0574720180473407	DCC	18	49868101
cg25604883	0.0173486438155748	AK5	1	77747387
cg25605045	0.0117316996546816	ANKRD39	2	97523931
cg25605408	NA	C12orf76	12	110505565
cg25607161	0.117409122426219	OR1A1	17	3117953
cg25608041	0.213064790877784	TBC1D1	4	37891834
cg25608949	0.172935282858145	TMPRSS3	21	43816355
cg25611931	0.0167717614599752	C2CD2L	11	118978508
cg25612145	0.976835750398582	STK31	7	23749639
cg25612480	0.647554884476249	UBE2V2	8	48920460
cg25615963	0.016303769948346	NA	NA	0
cg25616762	0.0147556797223119	CLPTM1L	5	1345650
cg25619607	0.0117523716011673	IMPACT	18	22006735
cg25620220	0.814272977945406	LRRN4CL	11	62457325
cg25622628	0.0111446673013295	C19orf24	19	1275762
cg25623459	0.61233733979052	TNNI2	11	1861344
cg25623640	0.648386809780376	NA	NA	0
cg25624712	0.0164045219811513	NA	NA	0
cg25629118	NA		6	146113270
cg25629694	0.0968524957070084	SMURF2	17	62657497
cg25631352	NA	ADD2	2	70995527
cg25632001	0.0237115933670345	MRPL36	5	1799723
cg25632203	0.0175767894370974	ZNF643	1	40915497
cg25634666	0.595052177037178	FOLR3	11	71846788
cg25635316	0.0565308826819889	CCDC126	7	23637023
cg25635352	NA	B3GALNT1	3	160822720
cg25635500	0.796736807007432	RASL10A	22	29712139
cg25636075	0.951068487956883	TMEM41A	3	185217761
cg25637824	0.013888147236577	TMEM48	1	54304148
cg25638984	0.0405123300106491	TMTC2	12	83080830
cg25640176	0.0161387645988082	GFOD2	16	67752877
cg25645462	0.466480911575721	GPR56	16	57653702
cg25645748	0.581953593171057	AKAP14	X	119029933
cg25650110	0.0178202856629016	ZDHHC8	22	20119463
cg25650811	NA	CCDC129	7	31557075
cg25651505	NA	VAMP5	2	85812023
cg25651984	0.906304216589217	MAGEC1	X	140991592
cg25653103	0.0323587569192477	SEPX1	16	1993130
cg25655096	0.429385007040883	LPAR5	12	6745292
cg25657700	0.8064858646587	SNRPN	15	25123491
cg25657834	0.0380652511505328	NTSR2	2	11810365
cg25658178	0.0177863924351788	NA	NA	0
cg25658980	0.0231084542479418	ALDH16A1;PIH1D1	19	49955004
cg25659818	0.193673681297598	NA	NA	0
cg25661781	0.0589823978770584	WIPI1	17	66454311
cg25661884	0.147567256843636	RDH8	19	10124267
cg25662535	0.011847077734965	ART5	11	3663801
cg25662680	0.0155625188376662	CENPT;NUTF2	16	67880587
cg25664034	0.0814560333449379	FLNC	7	128469891
cg25664725	0.00928089948085257	NAGLU	17	40688138
cg25665528	0.866218088419981	C16orf79	16	2260870
cg25665697	0.342387445313152	LCTL	15	66857881
cg25667202	0.0240378788394094	RPS27	1	153963072
cg25668368	0.0642580448493806	KCNH7	2	163695882
cg25668626	NA	OAS1	12	113343603
cg25670376	0.797226996701662	MBTD1	17	49295249
