"","seqnames","start","end","width","strand","probeID","Gene_Symbol","mean.Primary.Tumor","mean.Solid.Tissue.Normal","mean.Primary.Tumor.minus.mean.Solid.Tissue.Normal","p.value.Primary.Tumor.Solid.Tissue.Normal","p.value.adj.Primary.Tumor.Solid.Tissue.Normal","status"
"cg23239396","chr7",93203695,93203695,1,"*","cg23239396","CALCR",0.267763233428808,0.0470743064258883,0.22068892700292,3.15180493562637e-12,8.53449680225077e-11,"Hypermethylated in Primary Tumor"
"cg23244913","chr6",29943401,29943401,1,"*","cg23244913","HCG9",0.7166360409415,0.401641107192365,0.314994933749135,9.08886113525616e-12,2.01142389505094e-10,"Hypermethylated in Primary Tumor"
"cg23256150","chr12",100867758,100867758,1,"*","cg23256150","NR1H4",0.626038993777336,0.411192560056945,0.214846433720391,2.0010762763645e-06,7.69584285254623e-06,"Hypermethylated in Primary Tumor"
"cg23273897","chr3",154796861,154796861,1,"*","cg23273897","MME",0.299561303962831,0.0824426678599818,0.217118636102849,1.2038685954119e-09,1.22612819105039e-08,"Hypermethylated in Primary Tumor"
"cg23276695","chr6",88855716,88855716,1,"*","cg23276695","CNR1",0.48562572955268,0.69157130430797,-0.20594557475529,0.000138181799942655,0.000348923758227759,"Hypomethylated in Primary Tumor"
"cg23282559","chr13",33591130,33591130,1,"*","cg23282559","KL",0.546358454131138,0.134997606575331,0.411360847555807,2.62103158796677e-13,1.1881130914548e-11,"Hypermethylated in Primary Tumor"
"cg23282674","chr1",207039302,207039302,1,"*","cg23282674","IL20",0.52684707392129,0.76488456442098,-0.23803749049969,0.000677757140592124,0.00148230177850694,"Hypomethylated in Primary Tumor"
"cg23290344","chr8",24771466,24771466,1,"*","cg23290344","NEFM",0.586019675128994,0.0582621401887653,0.527757534940228,7.69442256230258e-17,7.51929628129626e-14,"Hypermethylated in Primary Tumor"
"cg23300372","chr5",71015432,71015432,1,"*","cg23300372","CARTPT",0.362602003311123,0.027224019553384,0.335377983757739,1.92305633089383e-12,5.66333804950421e-11,"Hypermethylated in Primary Tumor"
"cg23303408","chr5",145718597,145718597,1,"*","cg23303408","POU4F3",0.311075663302925,0.0548579737457878,0.256217689557137,2.79735985580036e-10,3.53458890585116e-09,"Hypermethylated in Primary Tumor"
"cg23316360","chr13",78492916,78492916,1,"*","cg23316360","EDNRB",0.461254015216102,0.083115925353232,0.37813808986287,2.02401069201224e-11,3.92417701207778e-10,"Hypermethylated in Primary Tumor"
"cg23317501","chr5",35991215,35991215,1,"*","cg23317501","UGT3A1",0.425480343202198,0.0483740364555626,0.377106306746636,1.08437994823742e-16,8.28387983043668e-14,"Hypermethylated in Primary Tumor"
"cg23326689","chr8",80523461,80523461,1,"*","cg23326689","STMN2",0.557347248010167,0.216557134855576,0.340790113154591,1.51544053390451e-13,7.88484059776784e-12,"Hypermethylated in Primary Tumor"
"cg23347958","chr17",41561300,41561300,1,"*","cg23347958","DHX8",0.244752177334339,0.568229130665633,-0.323476953331294,2.09563594120428e-09,1.96146996756922e-08,"Hypomethylated in Primary Tumor"
"cg23391785","chr1",171810972,171810972,1,"*","cg23391785","DNM3",0.584173324707654,0.041155437135816,0.543017887571838,4.35303645811952e-09,3.63086110199833e-08,"Hypermethylated in Primary Tumor"
"cg23400451","chr17",10373728,10373728,1,"*","cg23400451","MYH4",0.334271149866215,0.735773158381603,-0.401502008515388,1.1325031758262e-13,6.2688363754763e-12,"Hypomethylated in Primary Tumor"
"cg23412850","chr12",93967387,93967387,1,"*","cg23412850","SOCS2",0.30121994262169,0.0488637030323137,0.252356239589376,1.22861885664386e-06,4.98461268167287e-06,"Hypermethylated in Primary Tumor"
"cg23432345","chr7",27196153,27196153,1,"*","cg23432345","HOXA7",0.386205383429566,0.0425508652648414,0.343654518164725,3.89724910762069e-09,3.3220251663105e-08,"Hypermethylated in Primary Tumor"
"cg23458892","chr19",51645979,51645979,1,"*","cg23458892","SIGLEC7",0.550853657156835,0.836301954193853,-0.285448297037018,9.41491068120852e-14,5.42477040247946e-12,"Hypomethylated in Primary Tumor"
"cg23473904","chr21",47517690,47517690,1,"*","cg23473904","COL6A2",0.247661350599835,0.0285881402258251,0.21907321037401,1.03355579354584e-09,1.07254622168559e-08,"Hypermethylated in Primary Tumor"
"cg23507131","chr1",159174156,159174156,1,"*","cg23507131","DARC",0.329919331893222,0.574852981849456,-0.244933649956233,3.28802573921092e-13,1.38459685754547e-11,"Hypomethylated in Primary Tumor"
"cg23555120","chr12",106533863,106533863,1,"*","cg23555120","NUAK1",0.714675669209102,0.495414830571282,0.219260838637819,1.7852249430549e-11,3.51875177096096e-10,"Hypermethylated in Primary Tumor"
"cg23557926","chr1",196620963,196620963,1,"*","cg23557926","CFH",0.415023749119897,0.201031323786252,0.213992425333645,1.4626821092899e-05,4.5502299420315e-05,"Hypermethylated in Primary Tumor"
"cg23559331","chr17",40332958,40332958,1,"*","cg23559331","KCNH4",0.356874887890757,0.0655122659479583,0.291362621942799,1.21235526286848e-10,1.76784153509151e-09,"Hypermethylated in Primary Tumor"
"cg23563234","chr5",140797286,140797286,1,"*","cg23563234","PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB7;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5",0.522264000939982,0.0911860333394427,0.43107796760054,4.10541184163068e-15,5.81703291698727e-13,"Hypermethylated in Primary Tumor"
"cg23566503","chr20",36149750,36149750,1,"*","cg23566503","NNAT;BLCAP",0.89749127304922,0.688139356109903,0.209351916939318,4.13827421702409e-16,1.45673718492712e-13,"Hypermethylated in Primary Tumor"
"cg23571857","chr17",6658898,6658898,1,"*","cg23571857","XAF1",0.66213155551615,0.393430765967625,0.268700789548525,5.56076261631418e-14,3.5289696051533e-12,"Hypermethylated in Primary Tumor"
"cg23587449","chr4",155663689,155663689,1,"*","cg23587449","LRAT",0.456036815652398,0.21101745710155,0.245019358550848,6.73082148072571e-08,3.85065203502462e-07,"Hypermethylated in Primary Tumor"
"cg23640701","chr12",52301634,52301634,1,"*","cg23640701","ACVRL1",0.835818059595401,0.627288730926477,0.208529328668925,2.9749480138539e-14,2.17605856506866e-12,"Hypermethylated in Primary Tumor"
"cg23642747","chr10",105036645,105036645,1,"*","cg23642747","INA",0.432606010439514,0.106070373349555,0.326535637089959,4.64664663918331e-13,1.83335030007287e-11,"Hypermethylated in Primary Tumor"
"cg23651356","chr6",153452954,153452954,1,"*","cg23651356","RGS17",0.611153988088121,0.350607728883968,0.260546259204153,3.91356862754546e-12,1.0157694425112e-10,"Hypermethylated in Primary Tumor"
"cg23653187","chr22",44319257,44319257,1,"*","cg23653187","PNPLA3",0.227247209258244,0.50438033726102,-0.277133128002777,1.29029897849892e-07,6.77128946811137e-07,"Hypomethylated in Primary Tumor"
"cg23694248","chr12",71314315,71314315,1,"*","cg23694248","PTPRR",0.390979460101851,0.0750797767014363,0.315899683400414,2.78463268229864e-13,1.23494074211626e-11,"Hypermethylated in Primary Tumor"
"cg23704362","chr8",67405742,67405742,1,"*","cg23704362","C8orf46",0.672552331051117,0.374723947952144,0.297828383098973,2.83436551027941e-10,3.57133224726426e-09,"Hypermethylated in Primary Tumor"
"cg23710218","chr8",72756656,72756656,1,"*","cg23710218","MSC",0.557764440753566,0.169533338150636,0.38823110260293,1.79260156963303e-13,8.89548915468339e-12,"Hypermethylated in Primary Tumor"
"cg23743472","chrNA",0,0,1,"*","cg23743472",NA,0.491735592375581,0.843032851242382,-0.351297258866801,1.71193765002389e-11,3.40107965761801e-10,"Hypomethylated in Primary Tumor"
"cg23771603","chr10",26223310,26223310,1,"*","cg23771603","MYO3A",0.293038926038045,0.0203487734449421,0.272690152593103,1.19621662544122e-10,1.74770196851915e-09,"Hypermethylated in Primary Tumor"
"cg23841186","chr12",53492662,53492662,1,"*","cg23841186","IGFBP6",0.733722743445578,0.449740789258825,0.283981954186753,2.20521903139442e-14,1.73105852119459e-12,"Hypermethylated in Primary Tumor"
"cg23871659","chrNA",0,0,1,"*","cg23871659",NA,0.492014374894594,0.207109326229149,0.284905048665445,3.36118010686186e-09,2.91807424383394e-08,"Hypermethylated in Primary Tumor"
"cg23881725","chr3",38080642,38080642,1,"*","cg23881725","DLEC1",0.428645537255626,0.170988314556586,0.25765722269904,0.00700591114341707,0.012359919510575,"Hypermethylated in Primary Tumor"
"cg23887102","chr6",132891034,132891034,1,"*","cg23887102","TAAR6",0.551009222996608,0.895912641684457,-0.344903418687849,2.88963329354277e-12,7.9101516974757e-11,"Hypomethylated in Primary Tumor"
"cg23887396","chr17",26699551,26699551,1,"*","cg23887396","SARM1",0.330392344324689,0.0343387273400867,0.296053616984602,3.85506757796294e-06,1.3768360409627e-05,"Hypermethylated in Primary Tumor"
"cg23900225","chr10",35894222,35894222,1,"*","cg23900225","GJD4",0.457184438407165,0.661485382144348,-0.204300943737183,6.28066836992637e-12,1.47700603033477e-10,"Hypomethylated in Primary Tumor"
"cg23904249","chr11",60608951,60608951,1,"*","cg23904249","CCDC86",0.667534785391094,0.431566854867166,0.235967930523928,1.40997767530569e-07,7.32765560483547e-07,"Hypermethylated in Primary Tumor"
"cg23921534","chrX",82763247,82763247,1,"*","cg23921534","POU3F4",0.49310874388724,0.189929431102872,0.303179312784368,3.33940000569499e-12,8.9457006811299e-11,"Hypermethylated in Primary Tumor"
"cg23937047","chrNA",0,0,1,"*","cg23937047",NA,0.686852061566115,0.905479887849751,-0.218627826283636,1.24546576358032e-14,1.17402084467368e-12,"Hypomethylated in Primary Tumor"
"cg23984130","chrNA",0,0,1,"*","cg23984130",NA,0.536346680299739,0.886339277373324,-0.349992597073585,3.74802073270015e-12,9.8185068705816e-11,"Hypomethylated in Primary Tumor"
"cg23995753","chr2",160760732,160760732,1,"*","cg23995753","LY75",0.482317703644052,0.184535139246099,0.297782564397954,1.51774621919166e-05,4.70528479044569e-05,"Hypermethylated in Primary Tumor"
"cg24019564","chr1",25257566,25257566,1,"*","cg24019564","RUNX3",0.530841169759211,0.24938254686585,0.281458622893361,3.11107943502058e-11,5.59373572159446e-10,"Hypermethylated in Primary Tumor"
"cg24110050","chr1",67217853,67217853,1,"*","cg24110050","TCTEX1D1",0.521067987310332,0.183286313545486,0.337781673764846,1.95133541851955e-12,5.72417130778997e-11,"Hypermethylated in Primary Tumor"
"cg24127874","chr2",239149859,239149859,1,"*","cg24127874","HES6",0.42736821720055,0.144170713458233,0.283197503742318,5.00575278075764e-08,2.98740673901163e-07,"Hypermethylated in Primary Tumor"
"cg24164563","chr17",74136395,74136395,1,"*","cg24164563","FOXJ1",0.52737292513733,0.302836440128866,0.224536485008464,3.27911144933746e-09,2.85342224187422e-08,"Hypermethylated in Primary Tumor"
"cg24169822","chr7",27170994,27170994,1,"*","cg24169822","HOXA4",0.546869174542813,0.277765148687852,0.269104025854961,2.45888263337231e-11,4.60101053548545e-10,"Hypermethylated in Primary Tumor"
"cg24183173","chrX",39962195,39962195,1,"*","cg24183173","BCOR",0.691883615016838,0.441139432007593,0.250744183009245,8.95124906696249e-13,3.15097953483747e-11,"Hypermethylated in Primary Tumor"
"cg24199834","chr4",147560126,147560126,1,"*","cg24199834","POU4F2",0.559124637463191,0.0621195043931051,0.497005133070086,3.94524839489186e-14,2.70983235025971e-12,"Hypermethylated in Primary Tumor"
"cg24240626","chr2",79386720,79386720,1,"*","cg24240626","REG3A",0.23972515291653,0.609510027686718,-0.369784874770188,4.452108405683e-15,6.15346934181793e-13,"Hypomethylated in Primary Tumor"
"cg24250393","chr16",23846838,23846838,1,"*","cg24250393","PRKCB",0.439383363127492,0.137846953849519,0.301536409277972,1.20548768183363e-11,2.56211622490848e-10,"Hypermethylated in Primary Tumor"
"cg24252809","chrNA",0,0,1,"*","cg24252809",NA,0.490005681550337,0.766188775837758,-0.27618309428742,1.00755436545829e-09,1.05137528019499e-08,"Hypomethylated in Primary Tumor"
"cg24269657","chr13",113759771,113759771,1,"*","cg24269657","F7",0.382510296481584,0.639437959614436,-0.256927663132852,1.23872128206114e-12,4.0740367538037e-11,"Hypomethylated in Primary Tumor"
"cg24272907","chr12",131002918,131002918,1,"*","cg24272907","RIMBP2",0.256705086542282,0.575923157710203,-0.31921807116792,9.69239222201102e-16,2.25113303473903e-13,"Hypomethylated in Primary Tumor"
"cg24315815","chr3",145969579,145969579,1,"*","cg24315815","PLSCR4",0.568659926542321,0.240904903078071,0.32775502346425,1.96838303305465e-11,3.82950788874682e-10,"Hypermethylated in Primary Tumor"
"cg24332422","chr5",112073686,112073686,1,"*","cg24332422","APC",0.311167152367507,0.0781932061104725,0.232973946257035,4.11857819824057e-08,2.51866037535727e-07,"Hypermethylated in Primary Tumor"
"cg24341129","chr9",16727830,16727830,1,"*","cg24341129","BNC2",0.408203465938617,0.144144665923369,0.264058800015248,4.64101303963653e-06,1.62633975377152e-05,"Hypermethylated in Primary Tumor"
"cg24355048","chr14",25045028,25045028,1,"*","cg24355048","CTSG",0.47586304518627,0.762988278875933,-0.287125233689663,3.06842136212323e-11,5.53027718938194e-10,"Hypomethylated in Primary Tumor"
"cg24365867","chr11",10715595,10715595,1,"*","cg24365867","MRVI1",0.507030694404711,0.222813297198878,0.284217397205833,5.99183306739191e-13,2.24235892317728e-11,"Hypermethylated in Primary Tumor"
"cg24408313","chr18",60988465,60988465,1,"*","cg24408313","",0.199363093545149,0.45775493522865,-0.258391841683501,5.08666414509678e-17,7.51929628129626e-14,"Hypomethylated in Primary Tumor"
"cg24417499","chr1",33351653,33351653,1,"*","cg24417499","HPCA",0.289585851598562,0.0614605503779925,0.22812530122057,4.15357839439109e-11,7.1323146072589e-10,"Hypermethylated in Primary Tumor"
"cg24423088","chr21",32185365,32185365,1,"*","cg24423088","KRTAP8-1",0.664340518490834,0.944168170066177,-0.279827651575344,2.87122850340093e-07,1.3681452401252e-06,"Hypomethylated in Primary Tumor"
"cg24432073","chr4",76555634,76555634,1,"*","cg24432073","CDKL2",0.337292808425397,0.0448737274413267,0.29241908098407,3.46014616476004e-06,1.25126216606547e-05,"Hypermethylated in Primary Tumor"
"cg24447042","chrX",128657893,128657893,1,"*","cg24447042","SMARCA1",0.630157836850588,0.402029768119658,0.22812806873093,8.43604925149727e-13,2.97426844424072e-11,"Hypermethylated in Primary Tumor"
"cg24459209","chr11",57148215,57148215,1,"*","cg24459209","PRG3",0.286306292260508,0.644210788986171,-0.357904496725664,4.13476779917193e-14,2.82279344689528e-12,"Hypomethylated in Primary Tumor"
"cg24490338","chr1",154164054,154164054,1,"*","cg24490338","TPM3",0.635431175738443,0.912068700498385,-0.276637524759942,4.8602950418221e-13,1.89442192036696e-11,"Hypomethylated in Primary Tumor"
"cg24496666","chr1",78511979,78511979,1,"*","cg24496666","GIPC2",0.465634554887508,0.114373981818163,0.351260573069345,4.58420479981052e-12,1.14880478236854e-10,"Hypermethylated in Primary Tumor"
"cg24505341","chr3",62861544,62861544,1,"*","cg24505341","CADPS",0.55014967000329,0.2188116350775,0.33133803492579,6.45590292038353e-15,7.86189388612544e-13,"Hypermethylated in Primary Tumor"
"cg24506604","chr12",52579502,52579502,1,"*","cg24506604","KRT80",0.398775876858231,0.602642784471556,-0.203866907613325,9.3552939118218e-09,7.0560902758431e-08,"Hypomethylated in Primary Tumor"
"cg24507762","chr20",48099890,48099890,1,"*","cg24507762","KCNB1",0.318085299167768,0.113015044367982,0.205070254799786,2.59910830055092e-11,4.79961564779603e-10,"Hypermethylated in Primary Tumor"
"cg24512973","chr1",155161784,155161784,1,"*","cg24512973","MUC1",0.305640243596305,0.567715847639004,-0.262075604042698,4.9487979127538e-08,2.95498192887438e-07,"Hypomethylated in Primary Tumor"
"cg24541550","chr11",10715360,10715360,1,"*","cg24541550","MRVI1",0.652953108037186,0.409566968422062,0.243386139615124,5.64448651232472e-13,2.15168589908906e-11,"Hypermethylated in Primary Tumor"
"cg24546942","chr18",61310626,61310626,1,"*","cg24546942","SERPINB4",0.54773692489381,0.792989604020803,-0.245252679126994,1.07486547329743e-06,4.42780110585443e-06,"Hypomethylated in Primary Tumor"
"cg24579667","chr2",157280411,157280411,1,"*","cg24579667","",0.512067667886366,0.803601087160244,-0.291533419273878,2.16887566859443e-05,6.49423178332852e-05,"Hypomethylated in Primary Tumor"
"cg24603941","chr14",39703302,39703302,1,"*","cg24603941","MIA2",0.832412566802201,0.609240770834083,0.223171795968118,1.0035022158133e-11,2.18645081431893e-10,"Hypermethylated in Primary Tumor"
"cg24607535","chr20",58533495,58533495,1,"*","cg24607535","CDH26",0.588583036840176,0.906208351485878,-0.317625314645702,1.80889752411676e-10,2.46239591062395e-09,"Hypomethylated in Primary Tumor"
"cg24619694","chr11",117070485,117070485,1,"*","cg24619694","TAGLN",0.695531736233997,0.453350401017472,0.242181335216525,8.32132742329502e-14,4.89480902139461e-12,"Hypermethylated in Primary Tumor"
"cg24625128","chr11",133939064,133939064,1,"*","cg24625128","JAM3",0.266222342407302,0.0150125623209099,0.251209780086392,1.63576975059371e-13,8.35652079617365e-12,"Hypermethylated in Primary Tumor"
"cg24625388","chr10",21463858,21463858,1,"*","cg24625388","NEBL",0.175857918082213,0.529838650020235,-0.353980731938022,2.45145711537045e-17,7.51929628129626e-14,"Hypomethylated in Primary Tumor"
"cg24628744","chr5",134735654,134735654,1,"*","cg24628744","H2AFY",0.535394641272922,0.0859312355610345,0.449463405711888,1.58655147101308e-13,8.17927187424568e-12,"Hypermethylated in Primary Tumor"
"cg24641737","chr1",111743271,111743271,1,"*","cg24641737","DENND2D",0.249204344427684,0.509375938587222,-0.260171594159538,3.54542129305831e-13,1.46290835735001e-11,"Hypomethylated in Primary Tumor"
"cg24654350","chrNA",0,0,1,"*","cg24654350",NA,0.451042628435199,0.682509953839913,-0.231467325404714,7.272004821835e-13,2.60049201001779e-11,"Hypomethylated in Primary Tumor"
"cg24673765","chr19",36247869,36247869,1,"*","cg24673765","HSPB6;C19orf55",0.544236124206166,0.192541970920771,0.351694153285395,3.86932458824741e-16,1.45286689414377e-13,"Hypermethylated in Primary Tumor"
"cg24697184","chr1",55266578,55266578,1,"*","cg24697184","TTC22",0.324405270671012,0.0653311001319308,0.259074170539081,0.000318430985765972,0.000746273970490126,"Hypermethylated in Primary Tumor"
"cg24713204","chr19",57019373,57019373,1,"*","cg24713204","ZNF471",0.34770632042757,0.135078733907687,0.212627586519883,2.82615031460426e-09,2.52660081102061e-08,"Hypermethylated in Primary Tumor"
"cg24719984","chr12",82153464,82153464,1,"*","cg24719984","PPFIA2",0.362657334196039,0.0934657299339097,0.26919160426213,7.70295545258831e-10,8.33925436767717e-09,"Hypermethylated in Primary Tumor"
"cg24747122","chr17",63053929,63053929,1,"*","cg24747122","GNA13",0.619487608435026,0.253995791446723,0.365491816988304,9.3577944610471e-13,3.23842936118172e-11,"Hypermethylated in Primary Tumor"
"cg24750391","chr7",95026211,95026211,1,"*","cg24750391","PON3",0.42652480556848,0.179554990420773,0.246969815147707,6.02626659150064e-06,2.05674534221963e-05,"Hypermethylated in Primary Tumor"
"cg24774956","chrX",19907122,19907122,1,"*","cg24774956","SH3KBP1",0.379193811938559,0.598888151678316,-0.219694339739757,4.40677287478821e-09,3.66753550410431e-08,"Hypomethylated in Primary Tumor"
"cg24777454","chrNA",0,0,1,"*","cg24777454",NA,0.275086201122059,0.0494985035838148,0.225587697538244,1.45555995173478e-09,1.43636925767118e-08,"Hypermethylated in Primary Tumor"
"cg24800810","chr1",241520926,241520926,1,"*","cg24800810","RGS7",0.323917496490776,0.0754360399674664,0.24848145652331,4.09377716932029e-09,3.46333855980537e-08,"Hypermethylated in Primary Tumor"
"cg24824840","chr19",51219975,51219975,1,"*","cg24824840","SHANK1",0.595942486344419,0.851846930121356,-0.255904443776936,4.96839815462865e-10,5.80264603554323e-09,"Hypomethylated in Primary Tumor"
"cg24826867","chr16",85932853,85932853,1,"*","cg24826867","IRF8",0.278419079355119,0.0197779237725596,0.25864115558256,2.29398165780007e-11,4.35392693922307e-10,"Hypermethylated in Primary Tumor"
"cg24870391","chr17",32612675,32612675,1,"*","cg24870391","CCL11",0.376824438201952,0.682018844405114,-0.305194406203162,4.90941522602793e-14,3.22461270050097e-12,"Hypomethylated in Primary Tumor"
"cg24879335","chr3",133465180,133465180,1,"*","cg24879335","TF",0.354745966809865,0.0413875180825035,0.313358448727361,2.47241655962195e-08,1.62393797876743e-07,"Hypermethylated in Primary Tumor"
"cg24920358","chr1",40204285,40204285,1,"*","cg24920358","PPIE",0.480549933627317,0.260066292213143,0.220483641414174,3.56139220755692e-07,1.65637087209021e-06,"Hypermethylated in Primary Tumor"
"cg24928687","chr1",226012913,226012913,1,"*","cg24928687","EPHX1",0.593512988033089,0.817909256359393,-0.224396268326304,0.000633777157376741,0.00139450782093374,"Hypomethylated in Primary Tumor"
"cg24939733","chr11",85397684,85397684,1,"*","cg24939733","CCDC89",0.66712332356606,0.460484983077446,0.206638340488614,6.67179037417919e-09,5.26660004694754e-08,"Hypermethylated in Primary Tumor"
"cg24964368","chr19",52264413,52264413,1,"*","cg24964368","FPR2",0.559756268215081,0.338878672242202,0.220877595972879,1.8777502812923e-07,9.44282055518619e-07,"Hypermethylated in Primary Tumor"
"cg24989962","chr14",52734286,52734286,1,"*","cg24989962","PTGDR",0.567282912778085,0.152787478889901,0.414495433888184,1.26101061632737e-13,6.79648520938738e-12,"Hypermethylated in Primary Tumor"
"cg24997944","chr3",19189709,19189709,1,"*","cg24997944","KCNH8",0.231778458785895,0.0168827847718343,0.214895674014061,3.48723932060373e-12,9.26462436956148e-11,"Hypermethylated in Primary Tumor"
"cg25007250","chr7",150687712,150687712,1,"*","cg25007250","NOS3",0.655522409775599,0.898573356636154,-0.243050946860555,6.7313208435203e-07,2.91971365582728e-06,"Hypomethylated in Primary Tumor"
"cg25014318","chr6",39016776,39016776,1,"*","cg25014318","GLP1R",0.351584346079225,0.0823124425104012,0.269271903568824,3.72134690472594e-11,6.49405301445164e-10,"Hypermethylated in Primary Tumor"
"cg25033144","chr19",55048290,55048290,1,"*","cg25033144","KIR3DX1",0.464677769975156,0.831237907692571,-0.366560137717415,3.37315885773529e-14,2.39728378252108e-12,"Hypomethylated in Primary Tumor"
"cg25033993","chr16",31022372,31022372,1,"*","cg25033993","STX1B",0.353104081371007,0.116190170529174,0.236913910841834,1.3681280022956e-11,2.83817272225761e-10,"Hypermethylated in Primary Tumor"
"cg25044651","chr5",115298720,115298720,1,"*","cg25044651","LVRN",0.62840247226954,0.277095839676585,0.351306632592955,9.69239222201102e-16,2.25113303473903e-13,"Hypermethylated in Primary Tumor"
"cg25053900","chrX",25033890,25033890,1,"*","cg25053900","ARX",0.608643564000191,0.363395466966643,0.245248097033548,4.84117453562092e-10,5.67170156593883e-09,"Hypermethylated in Primary Tumor"
"cg25057743","chr2",209271505,209271505,1,"*","cg25057743","PTH2R",0.316261879352645,0.0874513451555763,0.228810534197069,5.26998533881015e-05,0.000145892725114345,"Hypermethylated in Primary Tumor"
"cg25072962","chr11",60524575,60524575,1,"*","cg25072962","MS4A15",0.421886660375912,0.775533460432862,-0.353646800056951,2.91387627982331e-13,1.27222323077789e-11,"Hypomethylated in Primary Tumor"
"cg25082710","chr1",152880108,152880108,1,"*","cg25082710","IVL",0.255133512021922,0.549874689734476,-0.294741177712554,1.54412119358515e-12,4.79827674072826e-11,"Hypomethylated in Primary Tumor"
"cg25094569","chr11",32448769,32448769,1,"*","cg25094569","WT1",0.395809356565985,0.0449448904713179,0.350864466094667,4.40144615574898e-14,2.96000538635429e-12,"Hypermethylated in Primary Tumor"
"cg25101056","chr16",84273997,84273997,1,"*","cg25101056","KCNG4",0.651091497955146,0.44539957975992,0.205691918195226,2.14896238516196e-10,2.85123519289246e-09,"Hypermethylated in Primary Tumor"
"cg25115460","chr1",3607110,3607110,1,"*","cg25115460","TP73",0.869478364457389,0.478332785103709,0.39114557935368,3.33799183661141e-13,1.40040257145286e-11,"Hypermethylated in Primary Tumor"
"cg25145670","chr17",46655164,46655164,1,"*","cg25145670","HOXB4",0.292376165382031,0.064643673892952,0.227732491489079,9.54673733678492e-08,5.20015583801807e-07,"Hypermethylated in Primary Tumor"
"cg25152942","chr19",41281080,41281080,1,"*","cg25152942","MIA",0.614411777888,0.36207903898775,0.25233273890025,6.88511804317901e-08,3.92795199784199e-07,"Hypermethylated in Primary Tumor"
"cg25186143","chr17",635064,635064,1,"*","cg25186143","FAM57A",0.3060371623846,0.0379165848961639,0.268120577488436,5.17045584371718e-11,8.53997065272027e-10,"Hypermethylated in Primary Tumor"
"cg25214366","chrNA",0,0,1,"*","cg25214366",NA,0.497466454412741,0.81119596823802,-0.313729513825279,1.04486429184965e-14,1.05559406417402e-12,"Hypomethylated in Primary Tumor"
"cg25216696","chr8",11565351,11565351,1,"*","cg25216696","GATA4",0.485050467136145,0.151187863696871,0.333862603439274,4.50936604672067e-13,1.79173734861676e-11,"Hypermethylated in Primary Tumor"
"cg25219333","chr11",6501594,6501594,1,"*","cg25219333","ARFIP2;FXC1",0.32621988574554,0.575560883644038,-0.249340997898498,1.96847752500704e-09,1.86022777520485e-08,"Hypomethylated in Primary Tumor"
"cg25228126","chr17",42635310,42635310,1,"*","cg25228126","FZD2",0.408170477508096,0.129101003486441,0.279069474021655,1.45555995173478e-09,1.43636925767118e-08,"Hypermethylated in Primary Tumor"
"cg25229305","chr10",118956639,118956639,1,"*","cg25229305","KCNK18",0.398424170869453,0.708195611993062,-0.309771441123609,4.82899212617571e-11,8.07065011948164e-10,"Hypomethylated in Primary Tumor"
"cg25239996","chr20",44746767,44746767,1,"*","cg25239996","CD40",0.3951698846913,0.116542191155384,0.278627693535916,2.49575299767645e-09,2.27270894440795e-08,"Hypermethylated in Primary Tumor"
"cg25259754","chr1",157670220,157670220,1,"*","cg25259754","FCRL3",0.214778089155489,0.492533592321315,-0.277755503165826,8.77935590664756e-11,1.33461612159827e-09,"Hypomethylated in Primary Tumor"
"cg25300386","chr7",94023988,94023988,1,"*","cg25300386","COL1A2",0.353531840203302,0.0552971633966208,0.298234676806681,3.99433686493463e-09,3.39322832692731e-08,"Hypermethylated in Primary Tumor"
"cg25310567","chr7",151653890,151653890,1,"*","cg25310567","GALNTL5",0.330256785339663,0.584418774448523,-0.25416198910886,9.3577944610471e-13,3.23842936118172e-11,"Hypomethylated in Primary Tumor"
"cg25322008","chr11",4719138,4719138,1,"*","cg25322008","OR51E2",0.401145300606208,0.651996099824839,-0.250850799218631,1.58122486438596e-08,1.10907269519774e-07,"Hypomethylated in Primary Tumor"
"cg25361106","chr2",74740746,74740746,1,"*","cg25361106","TLX2",0.266501640333987,0.0639924207216999,0.202509219612287,4.68528694770752e-09,3.86931193712986e-08,"Hypermethylated in Primary Tumor"
"cg25361844","chr11",65405362,65405362,1,"*","cg25361844","SIPA1",0.353752571749648,0.041692844645948,0.3120597271037,8.10467321426872e-06,2.67453028920844e-05,"Hypermethylated in Primary Tumor"
"cg25375764","chr6",24494665,24494665,1,"*","cg25375764","ALDH5A1",0.487263990934705,0.206665966751993,0.280598024182712,3.54542129305831e-13,1.46290835735001e-11,"Hypermethylated in Primary Tumor"
"cg25384595","chr19",55105156,55105156,1,"*","cg25384595","LILRA1",0.327481513037861,0.538107795330107,-0.210626282292246,6.75064794978845e-13,2.46092795567612e-11,"Hypomethylated in Primary Tumor"
"cg25388528","chr21",31987978,31987978,1,"*","cg25388528","KRTAP20-1",0.445973928146054,0.754693459853485,-0.308719531707431,2.27798562664934e-08,1.52196732451907e-07,"Hypomethylated in Primary Tumor"
