Hybridization REF	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05
cg20630207	0.092513441380762	TECR;MIR639	19	14640235
cg20630386	0.553869819072947	NA	NA	0
cg20630567	0.0127707204034421	CCDC115;IMP4	2	131099794
cg20630655	NA	SNUPN	15	75918700
cg20632573	0.0444092745469396	SLC6A5	11	20621341
cg20633621	0.0191322975431833	GAS2L1	22	29702335
cg20633883	0.0251930234792838	ABCC3	17	48712051
cg20633959	NA	NRF1	7	129250987
cg20634573	0.858232652038857	ADRA2B	2	96781407
cg20636078	0.0222832570223293	ATR	3	142298018
cg20637307	0.0110719360161694	ERBB4	2	213403960
cg20637800	0.0108749404438102	BRI3	7	97911512
cg20638426	0.0192500690111426	ZNF14	19	19843991
cg20639263	0.0224693815101321	PNP	14	20937872
cg20640433	0.0211536298134712	LAMA2	6	129204206
cg20641280	0.599365364835258	LAGE3	X	153707793
cg20641580	0.0288669312419104	C22orf32	22	42476080
cg20641660	0.0453074889978586	C11orf30	11	76155487
cg20642765	0.0312948473246161	MLF2	12	6861825
cg20643362	0.00720559165537117	C19orf12	19	30206369
cg20643416	0.578242181283249	NA	NA	0
cg20644453	0.0105982401465398	C21orf59	21	33985338
cg20644981	NA	RPS3A	4	152020400
cg20645058	0.529369760263635	CLEC12B	12	10163532
cg20645065	0.0152027768185595	ALPL	1	21836138
cg20645649	0.0206016169181008	RPL35	9	127624485
cg20646490	0.0834805887622885	FOSB	19	45971291
cg20647137	0.941508604773762	AKR1D1	7	137761289
cg20647888	0.0558726839413964	CCDC3	10	13043954
cg20648108	0.0161722256582144	CTTNBP2NL	1	112939192
cg20648149	0.795445866619559	SYNE2	14	64319089
cg20648463	0.0452256954404695	HNRNPH2;GLA	X	100662775
cg20648827	0.089719099327171	MAGEE2	X	75005028
cg20649047	0.0342117213670954	NUMB	14	73925161
cg20649991	0.626350907321702	LILRB5	19	54761127
cg20651453	0.0197432289626045	MAP3K6	1	27693398
cg20651681	0.0258569247675272	GRB10	7	50861418
cg20652640	0.0364446120990527	ZFPM1	16	88520056
cg20652889	0.0380019452950124	UNC84B	22	39151458
cg20654468	0.380406311802302	LPXN	11	58342997
cg20655010	0.0123528128001543	PREPL;C2orf34	2	44589154
cg20655558	0.958877399736299	XPNPEP3;DNAJB7	22	41257839
cg20656116	0.0159137235968286	CD59	11	33757858
cg20657383	0.919785899656315	CEACAM1	19	43033362
cg20657421	0.939212173287757	NA	NA	0
cg20661303	0.292335482164821	LEFTY2	1	226129561
cg20663831	NA	GIMAP2	7	150383154
cg20663980	0.42215176588206	CDX4	X	72667070
cg20664201	0.419398235121691	INHBE	12	57849270
cg20664247	0.446818908588733	PEX10	1	2345475
cg20668607	NA	DNAJC11	1	6762257
cg20669525	0.00625981089004436	GPAA1	8	145137896
cg20670302	0.00628743187004311	PSTPIP2	18	43652172
cg20672044	0.95013855290182	HPR	16	72096498
cg20672744	0.00820763125661457	ERICH1	8	681352
cg20673075	0.0893629323070839	STK3	8	99838488
cg20673481	0.0485787497813963	KCNS3	2	18059454
cg20673611	0.0271649241868057	TM7SF3	12	27166943
cg20674521	0.591348755656893	KCNJ4	22	38850521
cg20674577	0.173457297259588	PHACTR3	20	58179540
cg20675440	NA	NIP7;COG8	16	69374895
cg20676303	0.948540961964502	GAGE5;GAGE12I;GAGE7;GAGE2A;GAGE2C;GAGE2E;GAGE8;GAGE4;GAGE2D;GAGE12F	X	49217045
cg20676475	0.769058889775936	LCE3D	1	152552494
cg20676542	0.01351771365628	TRIM25	17	54991456
cg20678353	0.546322728487533	C15orf53	15	38988560
cg20681975	0.0110589592598717	CNPY3	6	42897059
cg20683151	0.920002344740813	TM4SF20	2	228243972
cg20684399	0.0140286360570541	PHF2	9	96338308
cg20684549	0.38623735719095	LPPR3	19	822842
cg20684973	0.293840678714774	TAF5	10	105127632
cg20687462	0.0167955330860231	CCDC102A	16	57570777
cg20688340	0.849337744887007	MMP21	10	127464237
cg20691408	0.0342388567352398	FADS3	11	61659465
cg20691580	NA	APOC3	11	116701044
cg20692181	NA	RETN	19	7733174
cg20692569	0.310212494790671	FZD9	7	72848481
cg20693880	0.0407319022277016	PSMB6	17	4699478
cg20695057	0.0185792086897767	TP53BP2	1	224034220
cg20695562	0.0291867637119128	USP33	1	78225636
cg20695587	0.808257110472231	TMPRSS11F	4	68995759
cg20696985	0.0210211786846242	SHF	15	45480429
cg20697204	0.799644306919231	C2orf61	2	47382593
cg20699736	0.0182612731945675	VAX2	2	71127226
cg20700904	0.0225152253919862	HNRNPH3;PBLD	10	70091499
cg20701850	0.02221677207468	RECQL;GOLT1B	12	21655265
cg20702327	0.0215175938951969	CSNK2A1	20	524484
cg20707333	0.870142725349704	PPP1R3D;C20orf177	20	58514079
cg20707345	0.979449875960705	PARD6A;ACD	16	67695867
cg20708411	0.0134693752233595	CSNK1G3	5	122847581
cg20712430	0.0220699168076998	KREMEN2	16	3013923
cg20713333	0.0135297363570543	RG9MTD2;MTTP	4	100484892
cg20713492	0.0995547027755271	AQP10	1	154293482
cg20714328	0.805467648282573	THBS4	5	79331850
cg20715219	0.0116448692627793	DDX17	22	38902282
cg20715764	0.0135116529650351	ZNF264	19	57702697
cg20716064	0.0114815939167066	USP6NL	10	11652950
cg20716119	0.0616898763655118	CDH1	16	68771763
cg20716209	0.0328746806700482	STAT3	17	40541270
cg20716571	0.0445015632868304	WDR37	10	1102456
cg20716945	0.015857808671662	USP38	4	144106096
cg20717059	0.0176660977123348	FAM167A	8	11324817
cg20718816	0.0103113126457643	LTBP2	14	75078842
cg20720686	NA	POR	7	75582881
cg20721467	0.777539649604027	MYST4	10	76597927
cg20723355	0.0256128708059037	FBXO39	17	6679597
cg20724073	0.0112279831372797	MLX	17	40719654
cg20725021	0.480338894906462	MASP1	3	187009575
cg20727114	0.0258152407893321	CPT1C;C19orf76	19	50194120
cg20727362	NA	CYB5R3	22	43045952
cg20728496	NA	NADSYN1	11	71163555
cg20728639	0.0461795589801715	ABTB2	11	34379053
cg20731798	0.0213726121980746	C11orf74;RAG2	11	36616365
cg20732137	NA	GMEB2	20	62251227
cg20732367	0.0608920462428704	LRRFIP1	2	238601467
cg20736065	0.00939424342752635	MSI2	17	55334276
cg20737712	NA	TBRG1	11	124492803
cg20739508	0.100812898485297	NA	NA	0
cg20739510	0.0362722891719703	PEX14	1	10534809
cg20740029	0.0253017477752015	SLC5A8	12	101603835
cg20743744	0.25297069147552	C4orf42;CTBP1	4	1243849
cg20744464	0.00945955243499318	MFI2	3	196756875
cg20744809	0.0377794528811477	FTSJD1	16	71323116
cg20747455	0.870991889526753	MATN4	20	43933383
cg20748065	0.763585541797017	POR	7	75583421
cg20750215	0.0283240076931684	JUNB	19	12901966
cg20751395	0.923695268612419	KCNQ1	11	2594153
cg20752438	0.0351020339062526	C9orf128;TMEM8B	9	35829112
cg20755353	0.154372777406024	SSU72	1	1510883
cg20757196	NA	SNORD60;TRAF7	16	2206320
cg20757526	0.0114839763608363	DCXR	17	79995330
cg20757758	NA	PPCS;ZMYND12	1	42922000
cg20757912	0.0355946128430773	SSBP2	5	81047188
cg20758803	0.00876221445633158	MAGI3	1	113933172
cg20760063	0.459473601987525	NBR2;BRCA1	17	41277580
cg20761322	0.0394763607471128	CIB2	15	78423564
cg20764656	0.749587549917446	GPX2	14	65410479
cg20767356	0.979308070162762	HORMAD1	1	150693100
cg20767936	0.0390988569834001	ASNSD1	2	190526040
cg20768743	0.457864283489849	CD226	18	67624846
cg20769102	NA	POLR2K	8	101162761
cg20769774	NA	CYLD	16	50775476
cg20769842	0.790523326262389	MKRN3	15	23810238
cg20770175	0.462764212304638	COL3A1	2	189839474
cg20770311	0.0116210317860213	SMPD1	11	6411396
cg20770803	0.0221661789892159	CNTD1;CCDC56	17	40950659
cg20771670	0.0145272254574239	PHLDA3	1	201438018
cg20772904	0.0275024986408795	SHCBP1	16	46654722
cg20773127	0.330563038405214	ENPEP	4	111397155
cg20774846	0.363550032708699	DPYS	8	105479420
cg20775254	NA	PROM2	2	95940705
cg20775840	0.0311677702905052	G3BP1	5	151150431
cg20775959	0.0584782547209508	ARNT2	15	80696264
cg20776317	0.834097239758817	SNAPC4	9	139292793
cg20777437	NA	CDCP2	1	54619703
cg20778294	0.0125840899624827	PPRC1	10	103892833
cg20778669	0.962943875127966	MGMT	10	131355217
cg20779414	0.0269729575510812	STAT6	12	57505882
cg20780953	0.0707912360952006	RAB3D	19	11450511
cg20781140	0.0362130801136939	GPR155	2	175352216
cg20781967	0.251538346253819	NINJ2	12	772688
cg20782689	NA	OXA1L	14	23234972
cg20784775	0.297515620012603	TMTC1	12	29937585
cg20785344	0.0130157963006832	PGAM5	12	133287770
cg20786074	0.213505372574796	EFEMP1	2	56150255
cg20787196	0.049415980715828	ITPR2	12	26987031
cg20788083	NA	VPS33B	15	91566802
cg20789620	0.621943463054153	FSD1	19	4304334
cg20789691	0.770054942539615	RLN1	9	5340039
cg20789824	0.490109149707428	NA	NA	0
cg20790056	0.754684477254353	TMIGD2	19	4303012
cg20790540	0.871843385939538	PTCRA	6	42884350
cg20791593	0.607322456851273	NEU4	2	242751796
cg20791841	0.0135527698217038	MORG1;MAN2B1	19	12777736
cg20792062	0.233326741572581	KCNA5	12	5153288
cg20792294	0.0479366138497892	IGF2AS;INS-IGF2;IGF2	11	2165425
cg20792833	0.755995193029575	PTPRCAP	11	67205195
cg20793071	0.314444566055274	C1orf83;TMEM59	1	54520450
cg20795401	NA	ITGA6	2	173291908
cg20795863	0.920663572521469	NEU2	2	233896119
cg20795913	0.405594397945307	MLX	17	40718830
cg20797216	0.14344777368771	FBN3	19	8212234
cg20797699	0.0291192955555835	LIMD2	17	61776851
cg20797766	0.0365751682162538	PRSS27	16	2770866
cg20798152	0.221966039443573	CARTPT	5	71014900
cg20801056	0.0180010784667059	MBP	18	74844767
cg20802051	0.0247894350715974	AK3L1	1	65613403
cg20802392	0.261256469229458	CTSK	1	150780684
cg20803370	0.0620921014440182	PPOX	1	161136162
cg20804101	0.399602972512454	SLC6A13	12	371916
cg20804555	0.0204672671490821	GSC	14	95235869
cg20804821	0.574368327071328	NA	NA	0
cg20807545	0.353818955468816	ADAMTS18	16	77469538
cg20807701	0.0725022721172472	THAP5;DNAJB9	7	108209641
cg20808145	0.0130124421461194	KLC2	11	66025705
cg20811273	0.0192763357668136	CASP3;CCDC111	4	185570979
cg20811389	0.0714267605122184	NA	NA	0
cg20811607	0.680651614849365	PPIL6;SMPD2	6	109760831
cg20812929	0.22671731854113	DHRS4L2	14	24458345
cg20813773	0.0238535017068892	C5orf36;ANKRD32	5	93953866
cg20815063	0.0148210053350082	ANKRD49;MRE11A	11	94227320
cg20816612	0.701207662162067	PHKA1	X	71933629
cg20821095	0.0213309241060066	FADD	11	70049116
cg20822579	0.113880421977088	RIPK3	14	24809073
cg20822628	0.81087211339736	GATA5	20	61041592
cg20824576	0.00747317098170241	CD47	3	107809695
cg20825323	0.361020166966207	IGBP1	X	69353047
cg20828084	0.698203796534128	KIAA1199	15	81070851
cg20830531	0.0175424897800206	SPATA5;NUDT6	4	123844416
cg20831492	0.0343550188321375	BET1	7	93633593
cg20831708	0.190525486143892	SEC31B	10	102279373
cg20832009	0.33673090827208	STARD8	X	67867718
cg20832020	0.762152870018201	TIGIT	3	114012912
cg20833786	NA	MRGPRX3	11	18141393
cg20835282	0.0225737555812547	C3orf62	3	49314454
cg20837735	0.895739472504278	SERPINB5	18	61144177
cg20839025	0.73118726694459	NA	NA	0
cg20839149	0.340266811095469	SH2D2A;NTRK1	1	156786601
cg20839219	0.0331762110292123	SLC39A6;ELP2	18	33710235
cg20840847	0.878855901535913	APBA2	15	29213626
cg20842040	0.351355284525326	PRPS2	X	12809608
cg20843052	0.024818139362482	KIAA1841	2	61293725
cg20845050	0.230425450633843	ZNF7	8	146053666
cg20847746	0.687879670250242	S100A13;S100A1	1	153600865
cg20848130	0.598476155459192	GJC2	1	228337776
cg20849549	0.02246562126092	PTEN;KILLIN	10	89623138
cg20849987	0.854394486494955	LUZP4	X	114524470
cg20850582	0.0644924836710151	LRBA	4	151936449
cg20850981	NA	ZNF323;ZKSCAN3	6	28322103
cg20851097	0.322538539973003	SPTB	14	65289835
cg20851245	0.938903561546044	STK36;RNF25	2	219538212
cg20852286	0.0304137547503528	NSUN3;DHFRL1	3	93781624
cg20853593	0.0272780848630855	NA	NA	0
cg20854748	0.0190471598479611	PIP5K1A	1	151170914
cg20855303	0.267293162909138	REPS2	X	16965405
cg20855344	NA	NR1D2	3	23986090
cg20855565	0.0623481575979674	TRIM58	1	248020350
cg20856064	0.146875333803587	P4HTM	3	49027210
cg20856436	0.0207925805860962	RPS27A;C2orf63	2	55459612
cg20856834	0.654478930082643	OR12D3	6	29342522
cg20857253	0.488876501454038	TCP10L	21	33957290
cg20857455	0.0306753470538515	CPNE8	12	39300142
cg20857947	0.529929291823653	NA	NA	0
cg20858478	0.0235879080117332	NA	NA	0
cg20858526	0.580353607884656	CTRC	1	15765065
cg20859470	0.0505802527219345	RPS27	1	153963593
cg20861607	0.0643882643929656	CHRNA7	15	32323114
cg20862119	0.866959468486761	KRT76	12	53171017
cg20862496	0.778645425213573	SLURP1	8	143823734
cg20864636	0.883726224741751	GARNL3	9	130025713
cg20865068	0.0248128334908819	TM9SF2	13	100153453
cg20866788	0.020772465259047	ARL1	12	101802016
cg20867633	0.259423653165273	GOLT1A	1	204183116
cg20868410	0.0100734021068604	HBEGF	5	139726466
cg20869203	0.22921423257411	LHFPL1	X	111923211
cg20869710	0.0150698485392616	PDHX;APIP	11	34938234
cg20870362	0.752067284622237	CCIN	9	36169175
cg20870559	0.141069540545477	OAS2	12	113416518
cg20872461	0.0171503691171086	RFC4	3	186524196
cg20876010	0.569049246198051	CACHD1	1	64971752
cg20877313	0.010041682493675	GLS2	12	56881753
cg20878850	0.162363038335708	AR	X	66763685
cg20879768	0.950031698699079	KATNAL2;TCEB3B	18	44562136
cg20879959	0.0150515119611556	HLA-A	6	29910208
cg20880234	0.0222859529778561	ZMYM2	13	20531619
cg20881054	0.015903140208166	VASH1	14	77228508
cg20881888	0.0460067964680145	ZMYND10	3	50383079
cg20881910	0.0188878759361402	NTM	11	131780332
cg20882852	0.0268556745495289	SERINC1;PKIB	6	122792503
cg20884362	0.638620688880701	C21orf67;C21orf70	21	46358702
cg20884697	0.0226852232074593	MANEA	6	96025221
cg20885089	0.0797546112399995	AMPD2	1	110162701
cg20886062	0.0581937635338256	DCI	16	2301787
cg20887241	0.79495555116217	HTR1D	1	23522636
cg20887455	0.0983765318893815	PHB	17	47491840
cg20888386	0.0142369107844453	CRYBA2	2	219858260
cg20888907	0.0222531989631348	LETM2	8	38244244
cg20890210	0.0736715175271759	KCNB2	8	73450181
cg20891301	0.799280302008956	MSX1	4	4864711
cg20891917	NA	IFRD1	7	112064031
cg20892287	0.833800997691119	RICS	11	128893851
cg20893022	0.126310691325613	MIR7-3;C19orf30	19	4769214
cg20895028	0.812166973543706	CDH26	20	58533443
cg20895877	0.0659361967971661	PRIMA1	14	94254586
cg20896197	0.00956711281795122	KIF20B	10	91461107
cg20897667	0.461946807115129	MIMT1;PEG3;ZIM2	19	57351213
cg20899053	0.128530132591774	MNX1	7	156803197
cg20899321	NA	LRRC32	11	76380605
cg20900524	NA	PPT1	1	40563271
cg20902737	0.0647399474879426	CCDC103;EFTUD2	17	42976442
cg20903926	0.634352659669468	C1orf177	1	55271677
cg20904010	0.92810669279322	SYN3	22	33402393
cg20904141	0.0303096888445501	NA	NA	0
cg20906802	0.85046386255857	OPN5	6	47749786
cg20907471	0.158929639484859		20	21679525
cg20908204	0.128326260125126	DMPK	19	46285434
cg20908993	0.248007204962874	EIF2S1;ATP6V1D	14	67826378
cg20909686	0.156864859061719	OVOL1	11	65554042
cg20910436	0.0224359859121989	P4HA1	10	74856386
cg20910746	0.859840323258434	BBOX1	11	27062416
cg20913782	0.0153866376251089	C1orf212	1	35325533
cg20914508	0.129643702587554	GAP43	3	115342333
cg20916483	0.0152805795984601	FAM160A2	11	6255841
cg20916523	0.638157443734969	VHL	3	10184584
cg20917484	0.0340700238227026	GAPDH	12	6644066
cg20918903	0.0165542780258416	KDM3A	2	86668501
cg20919133	0.230592041928338	NA	NA	0
cg20919556	0.0330510298216711	CNKSR3	6	154832050
cg20919799	0.0497479376033092	CDKN1C	11	2906667
cg20922422	0.4546481595629	PCYT1B	X	24665669
cg20923575	0.0212793118816052	MTMR4	17	56596273
cg20924286	0.0738132175729502	CLDN11	3	170136159
cg20925178	0.148060504381531	CWF19L1	10	102027628
cg20925482	0.0149779053754319	C20orf111	20	42839882
cg20925811	0.720150476298171	MMP9	20	44638517
cg20925954	NA	DUSP5	10	112256640
cg20925955	0.97289487847657	TIAM2	6	155412182
cg20927059	0.032072834630909	TFCP2	12	51567112
cg20930618	0.0158029627204528	VPS72	1	151162157
cg20931907	0.850447023052977	CXorf67	X	51149742
cg20932053	NA	CPM	12	69358093
cg20932765	0.0177353549762059	TRIM33	1	115054143
cg20935106	0.095667582122842	TAPBPL;LOC678655	12	6561229
cg20937139	0.0277137192247055	PDGFC	4	157892758
cg20938286	0.00831261923402454	CLDND1	3	98241925
cg20938359	0.067373472040487	SLC6A12	12	322250
cg20938689	0.384188067477312	NA	NA	0
cg20939319	0.570373047766957	TEX15	8	30707701
cg20940661	0.0331737299509876	KCNS3	2	18060086
cg20945531	0.509857944994068	FLJ34503	6	114225012
cg20947775	0.0264323886707551	SCD5	4	83720240
cg20948472	0.0465962975607494	ZMAT2	5	140079847
cg20950011	0.0519951380206628	CIDEA	18	12254377
cg20950277	0.871396716619265	TNIP3	4	122085241
cg20951444	0.487133639616659	FNDC5	1	33337112
cg20951539	NA	PXT1	6	36367819
cg20951726	0.0216021202654823	MTMR9	8	11142737
cg20951821	0.0406739890870489	ENC1	5	73937141
cg20953047	0.924455934540619	PIGR	1	207120022
cg20955688	0.0917034358828109	TMEM71	8	133772889
cg20955831	0.0208986090443467	LRRC16A	6	25279788
cg20956314	0.94011913108982	XYLB	3	38387299
cg20956373	0.0149783133170041	USP48	1	22109557
cg20957193	0.0161430173345006	ZNRF1	16	75032774
cg20959523	0.0397587329879366	FIGN	2	164592477
cg20959866	0.0245158399091419	AJAP1	1	4714008
cg20964758	0.145299211059652	ENOX2	X	130037157
cg20965815	0.722081619421709	DPCR1	6	30919513
cg20966551	0.0219704104815667	MAST1	19	12949060
cg20966972	0.0319848070086545	MYST3	8	41909463
cg20967028	0.896888399448979	ART4	12	14996272
cg20967220	0.841124134547223	GCM1	6	53013647
cg20969242	0.0232680470204157	GON4L	1	155827044
cg20969846	0.0213737108660911	DIDO1;C20orf11	20	61570221
cg20970875	0.0174486262646843	KANK3	19	8408337
cg20972214	0.0475436704917245	SLC2A3	12	8088818
cg20972416	0.0137827569155514	NHEJ1	2	220025218
cg20972495	0.875956273085412	NA	NA	0
cg20972543	0.0151700847698938	HERC3	4	89514177
cg20972553	0.873227901043126	JDP2	14	75898937
cg20973210	0.155403273796465	C19orf35	19	2282729
cg20974196	0.0497035878481207	CFD	19	859983
cg20975478	0.0470987459544612	CCDC24	1	44457319
cg20977411	0.0234779978616637	PMVK	1	154909454
cg20977864	0.25324083460971	HYDIN	16	71264290
cg20979602	0.0154107253614512	PAPD4	5	78908130
cg20979799	0.0780467705960135	RFX6	6	117198560
cg20979896	0.0162941340110936	PDRG1	20	30539958
cg20980592	0.95073432469985	MEP1A	6	46761035
cg20981615	0.823987630178241	TXK	4	48136280
cg20981893	0.0371894555515008	HSD11B2	16	67465461
cg20982583	0.0109576457916507	POLR2F;C22orf23	22	38349717
cg20985014	0.878587905561897	WISP3	6	112374151
cg20986134	0.0130674243951456	LMNB1	5	126112439
cg20987610	0.801028707572947	CDH17	8	95222020
cg20988616	0.80187146034562	ENPP3	6	131958144
cg20988728	0.0140032606456493	PIK3IP1	22	31688502
cg20991095	NA	USP49	6	41863098
cg20991801	0.0308639689417974	CDK13	7	39990729
cg20993403	0.709612191119202	EPB41L1	20	34700329
cg20994561	NA	BAI1	8	143544400
cg20994801	0.559200404754272	PIK3CD	1	9711398
cg20998885	0.91370216969467	C20orf79	20	18794833
cg20999813	0.014821253310443	USP10	16	84734014
cg20999934	0.0151761675353606	SUGT1P1;NFX1	9	33290511
cg21000021	0.0382209099472864	MYBBP1A	17	4458969
cg21003606	NA	CALN1	7	71877237
cg21004129	NA	CXCR1	2	219032024
cg21006686	0.349933809783743	NOS1	12	117800240
cg21008709	0.0305009591053598	SEC22C	3	42622950
cg21008828	0.213644936050218	TNK2	3	195634965
cg21010050	0.0149187808735238	TBC1D23	3	99979819
cg21010197	0.0134020397512649	CDCA8	1	38158425
cg21010262	0.0365638235479302	C9orf116;MRPS2	9	138391250
cg21011830	0.0568536373010711	RPL18AP3;RPL18A	19	17970855
cg21012874	0.182271976759086	SNCG;MMRN2	10	88718393
cg21016177	0.0577846959884779	EXOC7	17	74100207
cg21017752	0.0580436078659531	PPP1R3C	10	93393203
cg21019522	0.363177134297895	SLC22A18;SLC22A18AS	11	2920789
cg21019820	0.00958277495476829	MIR191;NDUFAF3;DALRD3	3	49059209
cg21020082	0.0316436032688824	FAM134A;C2orf24	2	220042127
cg21020710	NA	ZNF544	19	58739803
cg21021629	0.860544971868069	NRIP1	21	16340722
cg21022247	0.847114197323075	BIN2	12	51718310
cg21022395	0.883095931200882	SHOC2	10	112722440
cg21022435	0.921022100320288	NFRKB	11	129763918
cg21023001	0.196282556890551	CD93	20	23067088
cg21023114	NA	IFNA14	9	21241233
cg21023770	0.642628879507886	C20orf165	20	44517227
cg21024145	0.0113027561264556	RPS15A	16	18801635
cg21024391	0.0123414465145365	NA	NA	0
cg21026663	0.0116057648965548	HIST1H4D	6	26189234
cg21028326	0.117818405808346	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.46672890985096	TMEM185A	X	148713678
cg21030598	0.207806519676912	PAK2	3	196466425
cg21032203	0.0455752822512424	ZRANB2	1	71546840
cg21032583	0.904523784737559	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.0514939334797794	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0102037097934363	TGFBI	5	135364552
cg21035142	0.191223779079333	CRYGN	7	151136940
cg21037570	0.0378408418538341	IMMT	2	86422857
cg21038229	0.0217060975491827	NA	NA	0
cg21038703	0.514282418918697	ASB16	17	42248358
cg21038964	0.0385146971324249	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.00991491207078785	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.422273226545566	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.0136334229749177	DDB1;DAK	11	61100532
cg21044104	0.650464467498621	LYZL4	3	42451876
cg21045388	0.947988262729619	KIAA1026	1	15428172
cg21045917	0.640029203015565	ALAS2	X	55057395
cg21046413	0.331545772122902	AIFM1	X	129299367
cg21046940	0.0221484791455649	DAP	5	10760858
cg21047206	0.571485398164779	PDE4DIP	1	145076221
cg21048501	0.0349260832537149	MRPS24	7	43909515
cg21048669	0.369232495759756	CLEC3A	16	78056379
cg21049762	0.754400215365638	TCIRG1	11	67805456
cg21051046	0.0535417230850061		7	155248393
cg21051086	0.191512302856091	PPP4R2	3	73046214
cg21051423	0.01650753549666	MTBP;MRPL13	8	121457935
cg21052164	0.0719786538438019	CHRNB2	1	154539977
cg21053015	0.0174676382595991	SYNGR1	22	39746054
cg21053323	0.0356670481780541	SUMO3	21	46237385
cg21053529	0.150108160076737	GJD2	15	35046760
cg21053748	0.0206773558987738	NDUFA4	7	10979772
cg21057046	0.0653253883714831	NBL1	1	19970204
cg21057494	0.396174298367083	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0101735651289238	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.0844700681866779	SLC22A8	11	62783543
cg21063899	0.963495881642727	SCEL	13	78109801
cg21065959	0.474906806165	LCE1E	1	152758755
cg21065990	0.0156699585542544	TASP1	20	13619254
cg21066636	0.441777391956221	TM4SF5	17	4675292
cg21067846	0.859613471485719	MORC4	X	106228404
cg21068030	0.897051602603313	CYB5D1;LSMD1	17	7762413
cg21068152	0.0172664010309921	SIRT4	12	120740453
cg21068339	0.0112077653596672	DSP	6	7542819
cg21069922	0.0184093815638953	ERAL1	17	27182342
cg21070087	0.850571837287289	HECW1	7	43351538
cg21070730	0.0108591311159434	NA	NA	0
cg21072025	0.0396141306427156	GNG8	19	47137863
cg21073927	0.109779001799844	GATA4	8	11562155
cg21075829	0.308826172444412	ESYT3	3	138153170
cg21076470	0.0496041202903015	MRPS14	1	174992744
cg21080294	0.16427460685788	PRPS1	X	106871478
cg21081852	0.0634123256254858	TXNRD1	12	104680692
cg21081971	0.411309972961133	TRPC4	13	38444765
cg21084260	0.585275527416094	APOD	3	195311868
cg21085553	0.0240206440860261	NA	NA	0
cg21085625	0.0166356662148976	C2orf76;DBI	2	120124643
cg21085768	0.684006734467936	NA	NA	0
cg21086464	0.017928136538522	PAK1	11	77184925
cg21087043	0.0921021706519973	NA	NA	0
cg21087137	0.0315516367563138	GLIPR1L1	12	75728469
cg21087701	0.76232298201085	GPR119	X	129520113
cg21089667	0.982252614461257	HLTF	3	148805262
cg21090723	0.918563783019859	ALG13	X	110970253
cg21091629	0.0114775926410711	PGAP2	11	3829534
cg21091679	0.0238945092951629	ELL2	5	95298142
cg21092324	0.426334207815197	MMRN1	4	90816310
cg21092462	0.104693890902842	KCNH1	1	211307761
cg21092687	0.0244528434157126	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.906601823979639	NA	NA	0
cg21094669	0.0573065164800457	GLRA3	4	175750109
cg21096399	0.0831210067776942	MCAM	11	119188145
cg21096502	0.0277292696030282	CHCHD2	7	56174374
cg21096591	0.336522028069567	NA	NA	0
cg21096915	0.201137848454438	LOC84856	10	42971209
cg21096966	0.14525636596926	KLHL28;FAM179B	14	45432458
cg21097640	0.258432460124754	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.0102018269518559	SRM	1	11120574
cg21099326	0.00848485218604542	TRIM35;PTK2B	8	27168591
cg21099488	0.0154673089000008	PELI2	14	56585486
cg21101222	0.0076429625439528	ATOX1	5	151138161
cg21104946	0.126476649440099	WNT7B	22	46373530
cg21105318	0.887764081950795	ITGB6	2	161056520
cg21109025	0.877799015736546	CCL2	17	32580869
cg21111471	0.701298047794624	FLRT1;MACROD1	11	63871000
cg21111868	NA	EGR4	2	73521089
cg21112925	0.0157189472155705	FAM96B;CES2	16	66968030
cg21114485	0.0316438281110694	UFSP2	4	186346747
cg21115977	0.703743996535546	GDF2	10	48416510
cg21115990	0.479879889292384	NA	NA	0
cg21116314	NA	ZNF266	19	9546752
cg21116410	0.0177668295385349	PEX12	17	33905650
cg21117584	0.0458649823322537	SNIP1	1	38019997
cg21119032	0.0261734637804115	LANCL1;CPS1	2	211341315
cg21120063	0.434612652850324	C2orf82	2	233734910
cg21120249	0.392952323542618	C9orf139;ABCA2	9	139921971
cg21120786	0.084867570936509	SKAP2	7	26904188
cg21122529	0.0134241696000935	CHERP	19	16652680
cg21122774	0.707790108979512	SARDH	9	136604996
cg21123509	0.0707904809465497	POLD2	7	44163430
cg21123573	0.0771482315103491	SIRT4	12	120740055
cg21126707	0.764129282266759	MYF5	12	81111012
