Hybridization REF	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05
cg20123891	0.057341598969196	NXPH3	17	47653646
cg20125091	0.0930318069303633	GFI1	1	92952641
cg20125159	0.0267589094691077	TXNDC12;BTF3L4	1	52520593
cg20126106	0.0351417892380661	TAGLN3	3	111718135
cg20126158	0.0216611128710984	MARCH6	5	10353332
cg20131596	0.225332611602066	PAM	5	102201128
cg20131685	0.0267549898484801	LLGL1	17	18128578
cg20131968	0.054069472637482	CCDC47	17	61850012
cg20133313	0.0153141136129662	CYB5R1	1	202936090
cg20134151	0.0307372472941495	PPP1R14C	6	150463500
cg20134215	0.226722577012119	MCHR2	6	100441407
cg20135306	NA	SAFB2;SAFB	19	5623027
cg20139214	0.0142339401148683	TADA2A;ACACA	17	35767334
cg20140452	0.0499865612543357	NR3C2	4	149363715
cg20141013	0.0132408525368791	C16orf72	16	9186050
cg20141751	0.0136498488675616	GLT8D1;SPCS1	3	52740234
cg20141916	0.0146892974106668	PLEK2	14	67878973
cg20142224	0.0165949456506446	DOK4	16	57520176
cg20143092	0.0733435383803029	CD44	11	35160330
cg20145360	0.712002010331732	NA	NA	0
cg20147100	0.0118989036805673	C19orf6	19	1020733
cg20149493	0.0107748734014561	PDCD5	19	33071876
cg20149766	0.00727115664292317	POLS	5	6714666
cg20149998	0.0342164451225151	CHCHD8;PAAF1	11	73587608
cg20150565	0.0997756892813407	C20orf199;ZNFX1	20	47893859
cg20150743	NA	ZNF3	7	99679295
cg20154346	0.212989918876981	RAI2	X	17821097
cg20158248	NA	ABCC1	16	16042956
cg20158826	NA	CCDC87;CCS	11	66359489
cg20159072	0.0131981962924627	SLC25A20	3	48936248
cg20161089	NA	IFI27	14	94577514
cg20161179	0.0210244795039458	MSX1	4	4863282
cg20162076	0.201061837461747	LY86;LOC285780	6	6588089
cg20162146	0.145958943390872	MCM5	22	35795394
cg20162159	0.0107059704412896	MON1A	3	49967065
cg20162599	0.191616713880627	FERMT3	11	63990138
cg20163033	NA	FAM193A	4	2627194
cg20163288	0.0139745457503103	GJC1	17	42908052
cg20164558	0.0382985861462634	PPP2R5D	6	42952124
cg20164720	0.0132252508861962	AGTRAP	1	11796063
cg20166532	0.0195733496028688	S1PR1	1	101702782
cg20166783	0.00938736080249953	RFC1	4	39367943
cg20168375	0.0147184047129376	NA	NA	0
cg20169062	0.193568856394089	HSPB3	5	53751411
cg20171451	NA	CSTL1	20	23420109
cg20172280	0.0242045970476542	OLFML2B	1	161993542
cg20173259	0.0160088823756078	LHB	19	49520930
cg20175449	0.0573271302062383	MPZL3	11	118123099
cg20176532	0.0112137358200229	ZNF256	19	58458979
cg20176648	0.133658870868113	AQP1	7	30951064
cg20176989	0.0991652817679957	KIR3DL2	19	55362650
cg20178764	NA	GFRA3	5	137609835
cg20179697	0.0798002695375012	NA	NA	0
cg20180148	0.0101959137319632	DNM1L	12	32832336
cg20182358	0.0170672328365645	MLF1	3	158289061
cg20184165	0.00890191909068605	NAA15	4	140222646
cg20185083	0.154907030990118	SERPINB9	6	2904005
cg20188282	0.0111568717826819	GTF3C5	9	135906200
cg20189782	0.907089862901829	CYFIP2;C5orf40	5	156772757
cg20189937	NA	ATP5S;L2HGDH	14	50780124
cg20191453	0.91794955224121	AMT;NICN1	3	49459855
cg20193288	0.0115195580198674	TMED1	19	10947021
cg20193716	NA	MGAT1	5	180229067
cg20195812	0.0271548386627131	STAT4	2	192015677
cg20199333	0.3575338146823	F2	11	46740790
cg20199629	0.0164322327656397	SAMD14	17	48207508
cg20200335	0.46831059665197	KRT74	12	52967554
cg20202438	0.599704582415153	NPPA	1	11907986
cg20203395	0.0543673990508527	C5orf35	5	56204925
cg20203596	0.0335866142626767	AMDHD1;CCDC38	12	96337004
cg20203792	0.0195935470789394	PACRGL	4	20701925
cg20206574	0.0384889970989042	NA	NA	0
cg20207753	0.0543318361616394	NA	NA	0
cg20209009	0.0180564761531355	TBX21	17	45811322
cg20210637	NA	SNPH	20	1246100
cg20216130	NA	C9orf91	9	117374308
cg20216935	0.0115087283189566	TGFBR2	3	30648407
cg20217872	0.0543301960711254	NAV3	12	78224480
cg20218060	0.00816675869209796	CLK1	2	201729279
cg20222911	0.01990325967843	MTA1	14	105886024
cg20224517	0.0322301014085725	THUMPD2	2	40006561
cg20225275	0.0348927044629158	ATP6V0E1	5	172410975
cg20225681	0.363939124139679	CILP	15	65503447
cg20225889	0.0313621880241824	ZBTB22	6	33285470
cg20225915	0.178262248314281	LRDD	11	805726
cg20226593	0.163077073023035	NA	NA	0
cg20226764	0.245726461741349	MLN	6	33771931
cg20227165	0.193803172737977	PRDM11	11	45115819
cg20227213	0.028954354172934	GOLGA4	3	37284559
cg20227766	0.0135820714731362	IFI6	1	27998703
cg20228512	0.00923677628206187	PCGF2	17	36904069
cg20229788	0.0322405902899156	FNDC4;GCKR	2	27718498
cg20233029	0.0340573117620058	B4GALNT2	17	47209827
cg20234170	0.0169687935560822	CAT	11	34460107
cg20234959	NA		1	236237760
cg20235051	0.0136017347459009	C17orf82	17	59489852
cg20239740	0.0217001968186895	SYT5	19	55690495
cg20239949	0.0229438814612099	NSMAF	8	59572638
cg20240860	0.0198836089506549	ACCS	11	44087423
cg20241335	0.0240083200433732	NUPL1	13	25876335
cg20244073	0.0810545896676741	MID1	X	10851627
cg20247048	0.0207707391719915	FLJ32065	17	62972358
cg20247102	0.0171610634320915	RASA2	3	141206102
cg20247600	0.0938535546901811	NFE2L2	2	178129336
cg20249919	NA	PCSK6	15	102029706
cg20251973	0.019537418934297	CENPO;C2orf79	2	25016338
cg20252016	0.00741274631829995	CDCA5;ZFPL1	11	64851499
cg20253551	0.0272183574903094	ESR1	6	152129400
cg20253700	0.540663737980043	TSC2	16	2099508
cg20254231	0.0187105454990166	WDR33	2	128569115
cg20256494	0.0213891119120091	CABP7	22	30116439
cg20256783	0.422281153268235	KRT75	12	52827847
cg20259398	0.0181565191646408	CDCA7L	7	21985277
cg20259534	0.0140041082885451	BUB1B	15	40453036
cg20261167	0.0887349399041664	SPP1	4	88896942
cg20261915	0.201373726204627	GLP2R	17	9729424
cg20263942	0.090786343463229	GOLM1	9	88714961
cg20264534	0.0159624388349457	CCDC97	19	41816349
cg20264731	0.0204517413359479	POLB	8	42195644
cg20264732	0.248505499255239	ESRP2	16	68269763
cg20267005	NA	TYROBP	19	36400049
cg20268522	0.0365279159807038	NCAM1	11	112832152
cg20269537	0.0510089991577248	ATXN10	22	46067074
cg20269976	0.0253973784120944	GAA	17	78074920
cg20270599	0.0310103595220205	LEPREL1	3	189838996
cg20271396	0.0198960584969152	TSEN15	1	184020713
cg20273774	0.0619469729835679	GNB2L1;SNORD95	5	180671298
cg20275133	0.0343254294091623	MRPL20	1	1342361
cg20275344	0.261978666213265	RAB9B	X	103087153
cg20276750	NA	PPM1M	3	52279555
cg20277250	NA	NSA2;GFM2	5	74061999
cg20277416	0.27438034387974	TM7SF2;C11orf2	11	64879061
cg20277670	0.942325190447839	HRH2	5	175110375
cg20278498	0.0215066688796662	RPUSD4;FAM118B	11	126081648
cg20279283	0.787847293331258	GATA4	8	11566863
cg20281815	0.304301489737879	PSCA	8	143761508
cg20282199	0.0661150576484777	SEC13	3	10363027
cg20283107	0.669421975732951	FAM91A1	8	124788969
cg20284440	0.0120139257371355	FRMD6	14	52118688
cg20284673	0.190674667285904	STK19;DOM3Z	6	31940167
cg20286074	0.322775933526576	NA	NA	0
cg20286200	0.0604403456405371	EYA4	6	133562267
cg20287234	0.0509433916579135	GPR55	2	231789465
cg20287640	0.0531765407086912	IRF1	5	131825644
cg20288630	0.0215345575968955	PDE5A	4	120550423
cg20289911	0.0657620997198946	FAM110A	20	816362
cg20289949	0.203028975103624	HAAO	2	43019614
cg20289988	0.0235614498610297	NFIA	1	61547758
cg20291049	0.0680149219483386	POU3F3	2	105472217
cg20291222	0.0931293724333782	GLIPR1L2	12	75784541
cg20291674	0.0125865710331388	EZR	6	159240077
cg20291846	0.067035399313577	ADAM17	2	9696659
cg20295000	0.0145572687491183	LONP2	16	48278285
cg20295671	0.00825429106248854	YPEL1	22	22090486
cg20300246	0.0740909351064575	LHX3	9	139096747
cg20300655	0.329248825797722	CATSPER3	5	134303572
cg20301340	0.0140307974420551	CCDC97	19	41815941
cg20302307	NA	NUMB	14	73925368
cg20303303	0.00736667819880925	WDR1	4	10118265
cg20304401	0.0368413359776135	PABPC1	8	101733920
cg20305610	0.0160127957343262	PDLIM5	4	95373302
cg20305726	0.16060323815615	DEFB126	20	123613
cg20308511	0.0326690241934856	SAT1	X	23801056
cg20308679	0.0259801440242897	FRZB	2	183731407
cg20308817	0.283479041123567	CLEC11A	19	51225848
cg20311501	0.0320003868180943	APC	5	112073502
cg20311730	0.209586365806806	NLRP10	11	7985183
cg20312228	0.489572798978079	CCDC37	3	126113707
cg20312475	0.0167905381494626	GPRC5B	16	19896461
cg20312687	0.107739876786043	DEFB118	20	29956585
cg20313722	0.732532089436056	NA	NA	0
cg20314325	0.0116688804350628	CASC5	15	40886501
cg20314660	0.0121821491417235	DDX39	19	14530105
cg20315136	0.0118867386993371	RGS2	1	192777870
cg20315643	0.0264895245213019	TAF1C	16	84220562
cg20315951	0.0208629125131414	OVOL1	11	65554398
cg20317180	0.00876710854914008	FIZ1;ZNF524	19	56111252
cg20318748	0.0243202130151154	NANP	20	25605178
cg20319264	0.0130451561595892	NIPSNAP1	22	29977203
cg20319405	0.00838210435782887	EIF4G2	11	10830230
cg20320468	0.77389570232452	NA	NA	0
cg20322862	0.178012650852145	TGIF1	18	3412088
cg20322876	0.0144605269595991	C11orf93;C11orf92	11	111170104
cg20322977	0.547609256053879	CYP26C1	10	94821085
cg20324165	0.169664958650139	KRT8	12	53299145
cg20325517	0.0400195582301312	JRKL;CCDC82	11	96123557
cg20326853	0.0157990320813595	CPSF1	8	145635294
cg20326867	0.0146066667710691	STIM2	4	26862483
cg20328328	0.0224752921657025	CALM1	14	90863801
cg20329958	0.0755610282263456	CRH	8	67090250
cg20330296	0.0398919558096192	NDUFS7	19	1383349
cg20330472	0.0257876293654766	EYA4	6	133561932
cg20331177	0.663235129125641	KRTAP4-2	17	39334970
cg20333306	0.947964763712137	NA	NA	0
cg20334738	0.951691032219661	MAB21L2;LRBA	4	151502939
cg20337106	0.215458432623148	NA	NA	0
cg20337385	0.0361214293977502	PNN	14	39644624
cg20339230	0.0273756487852107	ST8SIA2	15	92937360
cg20339650	0.388530601344905	INS-IGF2;IGF2AS;IGF2	11	2160882
cg20340242	0.131707294133673	IL1R2	2	102608349
cg20340596	0.251604849263974	HPS1	10	100206925
cg20342082	0.975502203595542	PRSS38	1	228003402
cg20342105	0.197224126786087	BSCL2;GNG3	11	62474910
cg20345446	0.0670087081970957	OSBPL5	11	3186804
cg20345840	0.0225807462971008	SLC2A1	1	43424417
cg20345978	0.011882847354537	HMGN2	1	26798271
cg20346096	0.0648655988355301	C18orf22	18	77794830
cg20346122	0.0166734155780709	IFT122;MBD4	3	129158634
cg20346726	0.0468544561008649	C11orf70	11	101918403
cg20347268	0.00990450306733085	TP53I3	2	24307657
cg20349377	0.753392051093302	KLHL1;ATXN8OS	13	70683127
cg20349625	NA		16	81804389
cg20349695	0.0131249119318433	FUT10	8	33330484
cg20352371	0.325543534022661	NA	NA	0
cg20352798	0.0170155977901862	ZP3;SRCRB4D	7	76027066
cg20353465	0.0172815542502726	ABHD1	2	27346528
cg20354892	0.0159104901524507	NA	NA	0
cg20356482	0.298167033033229	FBP2	9	97356092
cg20357628	0.101398091632476	PHACTR3	20	58179847
cg20357806	0.799060078192998	PPBP	4	74853779
cg20358834	0.0104880234294109	LRFN4;PC	11	66624256
cg20359349	0.743396801156558	C17orf88	17	41994531
cg20360244	0.0158390164434686	NA	NA	0
cg20361540	0.0180074565975055	VPS37B	12	123380447
cg20362772	0.0126093332142612	PDLIM1	10	97050690
cg20366831	0.161624607553273	APBA3	19	3760955
cg20366832	0.145845856171792	LLGL2	17	73520850
cg20366906	0.303557081167844	PCDH8	13	53422381
cg20367072	NA	ETFB	19	51869687
cg20367961	0.384579703335555	EDN2	1	41950237
cg20368904	0.34383087259546	TNFAIP2	14	103593088
cg20368979	0.0251760768981398	COX18	4	73935086
cg20369763	0.020580170835471	FNDC4	2	27718173
cg20370277	0.0502917339841093	NCKIPSD	3	48722908
cg20371650	0.147421912922331	PRAF2	X	48931388
cg20371891	0.01477327198736	RAB20	13	111213752
cg20372689	0.0921034147045051	RCN2	15	77223719
cg20373326	0.130300523171967	HSD17B2	16	82068803
cg20375554	0.0267334906629439	ARHGEF2	1	155948129
cg20375690	0.01424092950417	TMEM51;C1orf126	1	15478898
cg20376767	0.574382168636528	NA	NA	0
cg20376899	0.0237725234749438	EDN1	6	12290779
cg20377673	0.00673437084003091	MIF	22	24236292
cg20377677	0.037131238575608	NA	NA	0
cg20377762	NA	TMEM61	1	55447028
cg20377955	0.500119845409207	SP8	7	20827825
cg20379012	0.0113104470955686	NSMCE2;KIAA0196	8	126103681
cg20379125	0.0113297698830822	NOV	8	120428519
cg20380069	0.0181405822736214	MSI1	12	120806617
cg20383064	0.18728374635255	BFSP2	3	133117420
cg20385229	NA	ALKBH1;C14orf156	14	78175470
cg20387341	0.271139655786025	FGF10	5	44389282
cg20387706	0.765800252108599		2	102097314
cg20389709	0.0165017693247137	NA	NA	0
cg20391984	0.0137576904299122	CAMK2D	4	114683822
cg20392764	0.547908564098864	ASCL2	11	2293117
cg20394284	NA	JAK2	9	4984206
cg20395072	NA	GNPNAT1	14	53258601
cg20395128	NA		19	4243436
cg20395892	0.0234548303057689	IRAK3	12	66582780
cg20395940	0.0380518557511322	TTC13;ARV1	1	231115087
cg20398120	0.302775014063345	PRKAG3	2	219696690
cg20398399	0.133457624156966	KLHL6	3	183273807
cg20399252	NA	EBPL	13	50266227
cg20401181	0.0132196212801229	SLC30A7;EXTL2	1	101361718
cg20401549	0.430971289490327	PRKY	Y	7141681
cg20401945	0.123802906029657	ASPHD1	16	29912460
cg20402382	0.043616807638324	APEH	3	49711530
cg20404387	0.0623674377008454	FAM43B	1	20879296
cg20406374	0.0166640807192349	SQSTM1	5	179248352
cg20406482	0.196627202184573	KCNH4	17	40333521
cg20406878	0.513001605646313	NR5A2	1	199996237
cg20411654	0.0107363654695238	CLPB	11	72145355
cg20414506	0.902312944226509	CAMSAP1	9	138775936
cg20415809	0.0369290028306347	ITGA4	2	182321855
cg20416179	0.35410423182341	IYD	6	150690143
cg20416767	NA	TCEAL8	X	102510270
cg20419410	0.00708138060093638	INSIG1	7	155089803
cg20420254	0.0106155671495068	SMPD1	11	6411394
cg20420433	0.0161256664075669	MNX1	7	156804561
cg20422318	0.414365030329578	MED27	9	134955070
cg20423977	NA	BACE2;PLAC4	21	42557641
cg20424530	0.029118169559229	PUS7L;IRAK4	12	44152509
cg20425130	0.631410766049133	KLHL6	3	183273245
cg20425293	0.0292649085034508	MRPL42	12	93861147
cg20426860	0.0898750011267922	TMEM161A	19	19248839
cg20427865	0.0899559600261829	CX3CL1	16	57406353
cg20427879	0.0572360270834903	MIR330;EML2	19	46142784
cg20429911	0.0219794668554139	LDHA	11	18416535
cg20430063	0.0162401415103754	MSRB3	12	65672888
cg20430101	NA	NDUFB11;RBM10	X	47003160
cg20430816	0.0437607054791916	STBD1	4	77228354
cg20433014	0.00913368286881426	CYP1A1	15	75018583
cg20434811	0.0244864068173385	FAM194A	3	150421723
cg20436912	0.196223066997796	SEC14L4	22	30902642
cg20437604	0.203155098171996	ANXA9	1	150954554
cg20439022	0.371993134979857	SLC16A8	22	38478787
cg20441175	0.0148366027911022	DNAJC9	10	75007251
cg20442697	0.804588991512494	LRRC17;FBXL13	7	102553432
cg20442709	0.0214255776594065	NA	NA	0
cg20443314	0.0229571621796344	VPS25	17	40925245
cg20444256	0.0620375549595537	CKM	19	45826341
cg20447773	0.0143371353393682	C11orf61	11	124670426
cg20449692	0.0176126642345625	CLDN11	3	170136920
cg20449833	0.012624009419249	RHOQ	2	46770299
cg20450764	0.0542730938435599	TSPAN7	X	38420326
cg20451369	0.0117498081040807	LOC219347;C10orf57	10	81838320
cg20451680	0.198015081673327	ESM1	5	54281336
cg20451718	0.0281354280380119	C21orf67;C21orf70	21	46360372
cg20451802	0.0224910500199551	EXOC4	7	132937811
cg20452583	0.013348279709019	PMM2;TMEM186	16	8891910
cg20456055	0.0145775085898874	ABCB8	7	150725256
cg20458981	0.0224813416219653	NAA16	13	41885231
cg20461541	0.0178908344096754	PRKRIR	11	76092535
cg20466045	0.0354785610197259	CCT8	21	30445936
cg20466180	0.0869354597020783	SCHIP1	3	158991638
cg20468883	0.0658822709074654	BNIP2	15	59982396
cg20469837	0.174076032587359	GALNT5	2	158114300
cg20470275	0.0160091909788468	SNX24	5	122180934
cg20472189	0.541266384093562	VENTX	10	135051475
cg20472433	NA	TKT	3	53289400
cg20473453	0.300690362160118	TMEM27	X	15683007
cg20476877	0.0132550356149716	ISCU;SART3	12	108956650
cg20477070	0.0210150795844626	ARG2	14	68086717
cg20477318	0.021309523757391	TIMM23	10	51623047
cg20478514	0.0113071318413791	SCCPDH	1	246887464
cg20481343	0.0219141632619616	MAP7	6	136871089
cg20482071	0.00849739721039314	HEXB	5	73981186
cg20482364	0.0141260674724778	NACA	12	57118673
cg20483016	0.0341753359716298	TTC5	14	20774219
cg20483374	0.0816250683561794	C1QTNF5;MFRP	11	119211646
cg20483763	0.661482795950223	CABP4	11	67223174
cg20484002	0.849187829376144	NA	NA	0
cg20484306	0.00867583539166966	MAP2K1	15	66679669
cg20484352	0.0822286443358643	FAM114A1	4	38869779
cg20485165	0.221526685300292	WFDC12	20	43753049
cg20488657	0.42702581625874	TFF3	21	43736926
cg20491707	0.0562395167107865	PPYR1	10	47083283
cg20492121	0.009319904156024	GLUL	1	182361258
cg20492401	0.01398401052191	KIAA0195	17	73452580
cg20492869	0.0329930482225958	TAF1A	1	222763419
cg20492912	0.147515334272342	UBE4A	11	118230053
cg20492933	0.0377458611492911	MRPL22	5	154320616
cg20495040	0.0413225898883397	RAG1AP1	1	155107961
cg20496643	0.0171122815477035	RASL10B	17	34058597
cg20497627	0.0119841944901774	MTIF2	2	55496490
cg20498685	0.0139222103636025	TWIST1	7	19156086
cg20500081	NA	FBXO24;LRCH4	7	100185177
cg20500126	0.94797374096462		17	3714258
cg20503117	0.0273497742459706	ARL8B	3	5164013
cg20503329	NA	COL15A1	9	101705792
cg20504202	0.375952822643319	TSR2	X	54467052
cg20506766	0.0138945419557524	MFN1	3	179065432
cg20506783	0.027853997829044	ARHGAP22	10	49813412
cg20507276	0.0671126671817342	OR2L13	1	248100600
cg20509080	0.0140491907038861	ARHGEF3	3	56835873
cg20512303	0.347926080505069	PDLIM4	5	131592959
cg20513206	NA	PLD3;C19orf47	19	40855502
cg20514061	0.194572729888149	MID2	X	107069338
cg20514617	0.452209051541341	NA	NA	0
cg20516209	0.326328377081049	EMILIN1	2	27301943
cg20518716	0.0136247870681829	EEF1G	11	62342076
cg20519035	0.963765584054591	FAM83H	8	144811238
cg20520365	0.933236430150338	NECAB3;C20orf144	20	32250069
cg20520725	0.0413656619532608	HIST1H2BG;HIST1H2AE	6	26217564
cg20520888	NA	SPATC1	8	145086243
cg20523861	0.738750723774643	KLHL1;ATXN8OS	13	70682324
cg20524216	0.00750783861529512	C3orf75	3	47555100
cg20525378	0.0397670453329246	C1orf9	1	172501430
cg20525549	0.0211707252842427	CRLF3	17	29151924
cg20526800	0.259069573537233	FAM83C	20	33880825
cg20530056	0.0621342343560367	IKBKE	1	206643377
cg20530223	0.0257726205113804	KLHL5	4	39047037
cg20530314	0.0236594755655805	NA	NA	0
cg20535085	0.236216904871388	SLAMF1	1	160616604
cg20535781	NA	CHFR	12	133465013
cg20536369	0.0114541576421058	TIMM13	19	2427244
cg20537325	0.944595032650439	MGMT	10	131348421
cg20537629	0.573672212653133	MAGI2	7	79083944
cg20537992	0.042551034212765	ZFPL1;CDCA5	11	64852354
cg20538819	0.0107555430123323	PTPN14	1	214724805
cg20540428	NA	PPP4R2	3	73045686
cg20540913	0.411857885253503	EDA	X	68836108
cg20541456	0.0675848079657647	CYFIP2	5	156696520
cg20542190	0.0617599069989585	LILRA4	19	54850619
cg20542800	0.739443200900348	NA	NA	0
cg20543416	0.0159157029215896	MMP25	16	3095676
cg20543571	0.656637391243572	C15orf43	15	45248878
cg20544605	0.281270777612017	SORBS2	4	186877497
cg20545295	0.0179458221666139	GOLGB1	3	121468027
cg20546002	0.0101081346682793	COL23A1	5	178017376
cg20550118	0.0784743350289446	CRABP1	15	78633662
cg20550520	0.0532425584440532	ARHGAP5;C14orf128	14	32545277
cg20551517	0.262198369895949	GIP	17	47046292
cg20552296	0.0537255418534906	HPSE2	10	100995305
cg20555138	0.0453632015828476	RAP2B	3	152879629
cg20555481	0.0289069936558142	MRI1	19	13875430
cg20555507	0.0371476131037777	TRPM3	9	73736452
cg20556988	0.231392773466299	CCL1	17	32690127
cg20557037	0.0231546682275809	COBLL1	2	165698099
cg20557104	0.0280888113679181	B3GNT8	19	41934313
cg20557202	0.0155177000441759	SLC5A5	19	17982930
cg20557567	0.0316950646743374	VPS52;RPS18	6	33239694
cg20559561	0.0123569703577058	RNF10	12	120972173
cg20559736	NA	CEACAM19	19	45174671
cg20566118	0.0238603777966846	TNC	9	117880556
cg20567721	0.0891827994911504	CENPN;C16orf61	16	81040639
cg20570279	0.039434645885939	ZNF259	11	116659129
cg20571908	NA	KIF20B	10	91461681
cg20572838	0.0172153027233884	EME1;MRPL27	17	48450745
cg20573242	0.0178226352534477	CCNA2	4	122745356
cg20573420	NA	ZNF792	19	35451129
cg20576002	0.452603823646407	GTSF1	12	54867653
cg20576510	0.974154367532416	PROM1	4	16077324
cg20576597	0.0202649417568262	C21orf29	21	46131668
cg20579480	0.668055904657061	APOBEC4;RGL1	1	183622007
cg20580177	0.236086137442295	LRFN3	19	36427779
cg20582779	0.117662081317196	HHIPL2	1	222721375
cg20582984	0.418091480278851	GNASAS;GNAS	20	57417233
cg20583073	0.294364281499456	S1PR4	19	3178759
cg20583316	0.0440761871682032	SERPINE1	7	100770476
cg20584011	0.317578422213618	ZDHHC11	5	851422
cg20585500	0.288306892229344	GPHA2	11	64703192
cg20586531	NA	PLSCR1	3	146263147
cg20587168	0.296208307230144	ACTL9	19	8808829
cg20587336	0.0217507682124301	ARMC1	8	66546482
cg20587394	0.0144466338764923	HOXC13	12	54332209
cg20587543	0.0322603319189876	ABAT	16	8768110
cg20587968	0.325659657030931	UCN3	10	5406423
cg20588045	0.0548854780462995	PCDH15	10	56561096
cg20588069	0.200123038357842	MSX1	4	4860439
cg20588892	0.0163058127387452	TMEM161B	5	87565114
cg20590849	0.00941892339582012	MIF4GD	17	73267439
cg20591405	0.013942017156335	RAB6B	3	133614578
cg20592700	0.0518951839412822	WIPI2	7	5230083
cg20595215	0.0373740661567898	LMCD1	3	8543014
cg20595300	0.0138078764541074	UHRF2	9	6413167
cg20597908	0.0116088087210559	ARPC3	12	110888290
cg20598389	0.0324633512993743	C6orf89	6	36854046
cg20603424	0.00945098904945411	DDX31;GTF3C4	9	135545631
cg20603888	0.242252398839979	MYEF2	15	48470973
cg20609368	NA	HBD	11	5257253
cg20610181	0.23734970751878	CA9	9	35674000
cg20610545	0.0195611205601074	WNK1	12	861469
cg20611872	0.656780604313587	NA	NA	0
cg20612559	0.0152214284390881	LOC100306951;INPP5K	17	1419634
cg20612615	0.0166805349574734	PREP	6	105850408
cg20613151	0.0127262961886375	TRIM25	17	54991064
cg20613889	0.125952044831563	FSHR	2	49381495
cg20614736	0.339574133637304	NA	NA	0
cg20615832	0.0970029558649016	PF4V1	4	74719172
cg20615951	0.00702545897398158	CNST;TFB2M	1	246730188
cg20616414	0.0217513447994941	WNK2	9	95947396
cg20616836	NA	AES	19	3064281
cg20617956	0.0204137095164954	C10orf58	10	82168530
cg20618842	0.0398840431546398	OLFML3	1	114521572
cg20622019	0.0686559845639493	ADA	20	43279793
cg20622056	0.101996413684974	SLC7A3	X	70151134
cg20623943	0.0124675346707949	CMPK1	1	47799834
cg20624391	0.119899125178584	BVES	6	105584149
cg20625138	0.0727775634443832	UTS2	1	7913667
cg20627106	NA	PDE6G	17	79624984
cg20627916	0.155245105110227	ESR1	6	152128328
cg20629089	0.0171597106709982	SAMD4A	14	55034451
cg20629097	0.0227396074936264	EXO1	1	242011587
cg20630151	0.10746807798881	BPESC1	3	138823086
cg20630207	0.127719471648809	TECR;MIR639	19	14640235
cg20630386	0.39656421854324	NA	NA	0
cg20630567	0.0134421115621463	CCDC115;IMP4	2	131099794
cg20630655	NA	SNUPN	15	75918700
cg20632573	0.226767534633877	SLC6A5	11	20621341
cg20633621	0.0139484758045877	GAS2L1	22	29702335
cg20633883	0.0176478687921743	ABCC3	17	48712051
cg20633959	NA	NRF1	7	129250987
cg20634573	0.573461122501049	ADRA2B	2	96781407
cg20636078	0.0154377992387696	ATR	3	142298018
cg20637307	0.0126440783178741	ERBB4	2	213403960
cg20637800	0.00930612663899204	BRI3	7	97911512
cg20638426	0.0225242891274772	ZNF14	19	19843991
cg20639263	0.0241966185853796	PNP	14	20937872
cg20640433	0.031709280196891	LAMA2	6	129204206
cg20641280	0.363560715795609	LAGE3	X	153707793
cg20641580	0.014741398632098	C22orf32	22	42476080
cg20641660	0.0388679955300029	C11orf30	11	76155487
cg20642765	0.0328155974829684	MLF2	12	6861825
cg20643362	0.0110901311558431	C19orf12	19	30206369
cg20643416	0.0100952580278642	NA	NA	0
cg20644453	0.0117144858861901	C21orf59	21	33985338
cg20644981	NA	RPS3A	4	152020400
cg20645058	0.79104835633726	CLEC12B	12	10163532
cg20645065	0.0136588492488337	ALPL	1	21836138
cg20645649	0.0113803348116508	RPL35	9	127624485
cg20646490	0.0508912167188566	FOSB	19	45971291
cg20647137	0.912062579458449	AKR1D1	7	137761289
cg20647888	0.0577314686927127	CCDC3	10	13043954
cg20648108	0.0182326440659321	CTTNBP2NL	1	112939192
cg20648149	0.314433782466863	SYNE2	14	64319089
cg20648463	0.0525047729192903	HNRNPH2;GLA	X	100662775
cg20648827	0.565545753021049	MAGEE2	X	75005028
cg20649047	0.0694432739792435	NUMB	14	73925161
cg20649991	0.538135684661732	LILRB5	19	54761127
cg20651453	0.0358457116718675	MAP3K6	1	27693398
cg20651681	0.0531666542753925	GRB10	7	50861418
cg20652640	0.02937441714229	ZFPM1	16	88520056
cg20652889	0.0199505954421504	UNC84B	22	39151458
cg20654468	0.0776805515775502	LPXN	11	58342997
cg20655010	0.0136420995301391	PREPL;C2orf34	2	44589154
cg20655558	0.94276130199542	XPNPEP3;DNAJB7	22	41257839
cg20656116	0.0113020094044	CD59	11	33757858
cg20657383	0.930247277325837	CEACAM1	19	43033362
cg20657421	0.83199438027263	NA	NA	0
cg20661303	0.113065886321718	LEFTY2	1	226129561
cg20663831	NA	GIMAP2	7	150383154
cg20663980	0.281955938061609	CDX4	X	72667070
cg20664201	0.167842061737201	INHBE	12	57849270
cg20664247	0.204102490747799	PEX10	1	2345475
cg20668607	NA	DNAJC11	1	6762257
cg20669525	0.00907898052672238	GPAA1	8	145137896
cg20670302	0.0063919147545134	PSTPIP2	18	43652172
cg20672044	0.598730720273296	HPR	16	72096498
cg20672744	0.00878055802584393	ERICH1	8	681352
cg20673075	0.0439872511088195	STK3	8	99838488
cg20673481	0.0157155213742781	KCNS3	2	18059454
cg20673611	0.0173700997342162	TM7SF3	12	27166943
cg20674521	0.2118478278937	KCNJ4	22	38850521
