Hybridization REF	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05
cg25438963	0.0420373703815868	HIST1H3C	6	26045663
cg25443975	0.944274557619715	BRSK1	19	55794597
cg25446086	0.0293786146812071	SYT11	1	155829549
cg25447894	0.482664625673034	CSDC2	22	41957443
cg25448636	0.0180400137505714	FLCN	17	17140084
cg25450806	0.93551723704003	PRDM2	1	14031383
cg25454755	0.0167316172956366	NR4A3	9	102584145
cg25454890	0.0512791399289418	CYP2R1	11	14913620
cg25455753	NA	C15orf32	15	93014970
cg25456959	0.243026164343895	ASB12	X	63446044
cg25457027	0.920693210737154	PROC	2	128175179
cg25457331	0.187619382932113	GMPR	6	16238547
cg25458920	0.0286783304895588	NA	NA	0
cg25459323	NA	SEPT3	22	42372359
cg25459778	0.0117357966376636	CRAMP1L	16	1664582
cg25461905	0.967236370505272	C1orf49	1	178481807
cg25461934	NA	PROCR	20	33759150
cg25462291	0.520649504993292	NA	NA	0
cg25462303	0.354026284472751	GCET2	3	111852156
cg25463135	NA	GBP7	1	89641171
cg25463409	NA	COX7B2	4	46848264
cg25463428	0.00867994855521733	TBC1D10B	16	30381109
cg25463779	NA	FAM101A	12	124773236
cg25464840	0.718193197153167	FRMD4A	10	14372910
cg25465406	0.381851576558249	GUCY2D	17	7906098
cg25465634	0.0188431613093476	DLGAP5	14	55658290
cg25466368	0.0225717749392837	HES1	3	193853978
cg25466974	0.0139445904166338	SLC30A1	1	211752620
cg25467043	0.0174447403349368	NA	NA	0
cg25467603	0.0100198547308195	WDR18	19	984168
cg25468723	0.0140384898952958	SEZ6L	22	26566058
cg25470175	0.0165371264336813	FAM73A	1	78245521
cg25473396	0.0929366096971866	NA	NA	0
cg25475171	0.0126984220621059	SV2B	15	91643132
cg25475443	0.810608216712642	CHST15	10	125806388
cg25476145	0.0159022238831937	GALT	9	34646939
cg25477181	0.0159493857461169	PITPNB;LOC284900	22	28314676
cg25477904	NA	PSG1	19	43383405
cg25477928	0.0333487523636777	ITSN2	2	24583610
cg25478157	0.0106809685128425	CEP350	1	179924306
cg25478603	0.0709948601417084	ALDH1B1	9	38392535
cg25479216	0.015182147395494	NANS	9	100818684
cg25481253	0.222916844806503	TAS2R38	7	141673384
cg25482967	0.0688622152678392	MRPS10	6	42185468
cg25483003	0.147746974814143	ENTPD2	9	139948856
cg25483839	0.0440768605698248	RAD23B	9	110044887
cg25484319	0.0852713503783766	RDH11	14	68162304
cg25484373	0.0185365352528499	FAM173B;CCT5	5	10250304
cg25484904	0.429928424073292	CWH43	4	48988015
cg25485128	0.0127199661834222	UBA2	19	34919831
cg25485913	0.509046132548553		19	49568962
cg25487438	0.0285557800766625	DCAF11	14	24584340
cg25488021	0.854399519659769	EPB41L2	6	131277447
cg25488082	0.0189584803421293	PNO1;WDR92	2	68384862
cg25488206	0.111350293164779	RBM9	22	36236303
cg25488547	0.843045833477846	CHM	X	85303309
cg25490410	NA	TUBGCP5	15	22833975
cg25490411	0.0122890751173209	MANBA	4	103681941
cg25492727	0.0131304420262781	OLA1	2	175113587
cg25494064	0.910531979065608	TMOD1	9	100286340
cg25494227	0.378404754132203	C12orf59	12	10331614
cg25494789	0.018551937360021	KIF11	10	94353331
cg25495394	0.0125582339222274	SAP18	13	21714725
cg25499017	0.0174417874603931	CIT	12	120315162
cg25499099	0.131974724012538	TNK1	17	7284662
cg25500285	0.0210884491307071	EIF4EBP1	8	37888493
cg25500444	0.517402624633285	CCDC81	11	86086101
cg25501446	NA		10	62535392
cg25503559	0.0166618274614157	MRPL24	1	156710998
cg25505610	0.017554500002206	EIF3M	11	32605184
cg25505974	0.0154495277358919	C21orf59	21	33984651
cg25506396	0.034474634489658	NA	NA	0
cg25506900	0.0105571453146355	CASKIN2;TSEN54	17	73512855
cg25507001	0.287116204717531	NME5	5	137475288
cg25509184	0.579109210540851	CFTR	7	117119382
cg25510610	0.0240511632005483	WHSC1L1	8	38240894
cg25511429	0.440798216031951	NRN1	6	6008125
cg25511807	0.571401869928346	MMP7	11	102401438
cg25512587	0.0905935242400207	SLC2A6	9	136344026
cg25513133	0.0151245041018932	C6orf72	6	149887296
cg25514304	NA	PSEN2	1	227059109
cg25514503	0.89329633890284	PER3	1	7845070
cg25515063	0.0147333272560964	POP5	12	121019412
cg25516544	0.0102774813980699	SCYL2;DEPDC4	12	100660816
cg25519930	0.110966257986082	CACNA1C	12	2161640
cg25522312	0.0351004524996829	MAD2L1	4	120988417
cg25523185	NA	CTPS2	X	16730999
cg25523753	0.0343698333680454	ABHD2	15	89631191
cg25524350	0.137642848844868	SGCE;PEG10	7	94284893
cg25524473	0.0740642890199722	DUSP5	10	112258394
cg25526759	0.9325888491192	GP1BA	17	4836171
cg25527547	0.6256383428793	ZNHIT1;PLOD3	7	100862300
cg25530169	0.0149407095245316	SPIN1	9	91002900
cg25531166	0.727752752553423	NA	NA	0
cg25533361	0.0188463580250556	EIF3B	7	2395147
cg25533774	0.386206727321337	SOSTDC1	7	16505409
cg25535027	0.0347007865448627	SLC39A7;RXRB	6	33169019
cg25536300	0.00744548768959875	PTBP1	19	797459
cg25536676	0.0307855203637174	DHCR24	1	55353327
cg25537724	0.0219562386317848	MAP4K3	2	39663782
cg25537774	0.014281076017545	AGPAT2	9	139581745
cg25537962	0.0321681807902328	CD109	6	74405564
cg25538571	0.481518140113797		8	49502710
cg25539131	0.914164360861208	VHL	3	10189941
cg25543604	0.0105770872451123	EID2B	19	40023503
cg25543676	0.031095189601684	SMARCE1	17	38803968
cg25544551	0.0092379376369717	NFYB	12	104531891
cg25545088	0.678076241738519	ABCC10	6	43398446
cg25545182	0.0148956100850638	DRG1	22	31795303
cg25545210	0.797365832749956	NA	NA	0
cg25545845	0.0571358682469254	NA	NA	0
cg25546588	0.0184071085729087	IL15	4	142557391
cg25547939	0.79686296326165	VEGFB;DNAJC4	11	64001094
cg25548825	0.817931541289291	TBX10	11	67407037
cg25549230	0.0103206385999506	ZNF460	19	57791887
cg25549413	0.0302973342580108	NA	NA	0
cg25549459	0.268616033083741	POU3F3	2	105471252
cg25550573	0.402386764255614	NA	NA	0
cg25551168	0.665394793190574	AVP	20	3065343
cg25552492	0.147890859048739	LGI3	8	22013999
cg25552889	0.864800558724744	FAM131A	3	184057683
cg25553916	NA	RMND5B	5	177558755
cg25554036	0.0921793093239906	WFS1	4	6271136
cg25555137	0.0143629409025521	BCR	22	23522748
cg25556101	0.0176142927386548	RPS19BP1	22	39928765
cg25557858	0.0592901503832939	EXTL3	8	28558598
cg25558099	0.0265795671576203	TOP3A;SMCR8	17	18219121
cg25559100	0.0167731356230923	CSNK2A1	20	524528
cg25559243	0.0198343699930385	NA	NA	0
cg25559625	0.01878622840207	EDN1	6	12290322
cg25560840	0.0136314833388842	KIAA0427	18	46065767
cg25563456	0.333881858541383	WT1;WIT1	11	32456069
cg25563642	0.0193911648311838	RPL18AP3;RPL18A	19	17970314
cg25564800	0.0312220692070985	KPNA1	3	122234134
cg25565479	0.0972838060442964	PANX1	11	93861779
cg25567232	0.912647054527062	GSTA5	6	52710314
cg25568243	0.0106385455000309	DEM1	1	40974465
cg25569462	NA	TRIML2	4	189026860
cg25569582	0.0165483784398799	BRD3	9	136933818
cg25572812	0.0591294916490173	DCDC1;DNAJC24	11	31391649
cg25573386	0.372092473227727	CAPZA3;PLCZ1	12	18890579
cg25574024	0.650778259926575	IGF2AS;INS-IGF2;IGF2	11	2161894
cg25574548	NA	SLMO2	20	57618146
cg25575065	0.0255106438096356	ARSA	22	51066394
cg25575359	0.0125644194945305	PRPF19	11	60673661
cg25577842	0.123821125004491	WIT1	11	32459760
cg25580018	0.0188991095035839	ADAMTSL2	9	136399808
cg25580076	0.817933563916813	C10orf2;MRPL43	10	102748541
cg25583174	0.344623535369836	FGF2	4	123748386
cg25584626	0.0298228197339085	PRR16	5	119800234
cg25587233	0.530749971961332	CRAT;PPP2R4	9	131872005
cg25589890	0.0963555543788033	ULBP1	6	150284777
cg25590938	0.0311614587318228	C9orf119;GOLGA2	9	131038362
cg25591670	0.442926455200726	CXorf26	X	75392807
cg25591867	0.0331307017427774	CKAP4	12	106641008
cg25593040	0.0200140334500085	DDX18	2	118572325
cg25593948	0.0618149318528728	TFAP2B	6	50786670
cg25595446	0.0250256784002781	PRMT1	19	50180579
cg25596297	0.52387072820517	PAX3;CCDC140	2	223162875
cg25598083	0.30981175915938	ACOT2	14	74034893
cg25599211	0.771793747957036	P4HA3	11	74023050
cg25599242	0.0430168909774911	RARRES3	11	63304337
cg25600236	0.774201807725484	NA	NA	0
cg25600606	0.97267898580804	HIPK3	11	33308345
cg25602457	0.119546653267335	DCC	18	49868101
cg25604883	0.0408635960319521	AK5	1	77747387
cg25605045	0.0111622736822599	ANKRD39	2	97523931
cg25605408	NA	C12orf76	12	110505565
cg25607161	0.60287509726281	OR1A1	17	3117953
cg25608041	0.432794175203422	TBC1D1	4	37891834
cg25608949	0.309482984508708	TMPRSS3	21	43816355
cg25611931	0.0128244069831595	C2CD2L	11	118978508
cg25612145	0.962828832230799	STK31	7	23749639
cg25612480	0.598494538534651	UBE2V2	8	48920460
cg25615963	0.0157674585079118	NA	NA	0
cg25616762	0.0127264556615413	CLPTM1L	5	1345650
cg25619607	0.0160099085332006	IMPACT	18	22006735
cg25620220	0.743795727659491	LRRN4CL	11	62457325
cg25622628	0.0108120809753023	C19orf24	19	1275762
cg25623459	0.522319724817967	TNNI2	11	1861344
cg25623640	0.822303146529269	NA	NA	0
cg25624712	0.0138267763818274	NA	NA	0
cg25629118	NA		6	146113270
cg25629694	0.285690512122148	SMURF2	17	62657497
cg25631352	NA	ADD2	2	70995527
cg25632001	0.0207114919542019	MRPL36	5	1799723
cg25632203	0.0158253059213657	ZNF643	1	40915497
cg25634666	0.78441274381318	FOLR3	11	71846788
cg25635316	0.0191232678515872	CCDC126	7	23637023
cg25635352	NA	B3GALNT1	3	160822720
cg25635500	0.516165367034986	RASL10A	22	29712139
cg25636075	0.898503807348401	TMEM41A	3	185217761
cg25637824	0.0106089739713688	TMEM48	1	54304148
cg25638984	0.0216167599590218	TMTC2	12	83080830
cg25640176	0.0145267716224065	GFOD2	16	67752877
cg25645462	0.54805483091295	GPR56	16	57653702
cg25645748	0.695214940520564	AKAP14	X	119029933
cg25650110	0.017075318088162	ZDHHC8	22	20119463
cg25650811	NA	CCDC129	7	31557075
cg25651505	NA	VAMP5	2	85812023
cg25651984	0.848901349697895	MAGEC1	X	140991592
cg25653103	0.0254154689537255	SEPX1	16	1993130
cg25655096	0.40411838014942	LPAR5	12	6745292
cg25657700	0.797261486936869	SNRPN	15	25123491
cg25657834	0.048634527942385	NTSR2	2	11810365
cg25658178	0.021902953671635	NA	NA	0
cg25658980	0.0250694234827678	ALDH16A1;PIH1D1	19	49955004
cg25659818	0.738813168369676	NA	NA	0
cg25661781	0.0957834130520752	WIPI1	17	66454311
cg25661884	0.379180203917038	RDH8	19	10124267
cg25662535	0.0260302636614312	ART5	11	3663801
cg25662680	0.0146012315345245	CENPT;NUTF2	16	67880587
cg25664034	0.174550074631347	FLNC	7	128469891
cg25664725	0.0100999872697934	NAGLU	17	40688138
cg25665528	0.832333377277808	C16orf79	16	2260870
cg25665697	0.394556289948173	LCTL	15	66857881
cg25667202	0.0235156200770873	RPS27	1	153963072
cg25668368	0.139589656765716	KCNH7	2	163695882
cg25668626	NA	OAS1	12	113343603
cg25670376	0.88857204108201	MBTD1	17	49295249
cg25670900	0.633422664349475	ZCCHC5	X	77914054
cg25671438	0.518561084414444	ACAP1	17	7240223
cg25671651	0.0123113265025882	ALS2CR8;WDR12	2	203776787
cg25672287	0.00949893601376511	DECR2	16	452092
cg25673373	0.0231004795199389	ARL4D	17	41476379
cg25674286	0.324761893105891	ADORA3	1	112046915
cg25675349	0.0102554530400093	TEX264	3	51705680
cg25677688	0.904444131868852	TAS2R19;PRR4;PRH1	12	11176386
cg25677709	0.676904529449405	NDST1	5	149900459
cg25680829	NA	LHX4	1	180198309
cg25681177	0.177357964828862	GAPDHS	19	36024313
cg25682080	0.319539695467785	APOA5	11	116663103
cg25682559	0.0162774912122161	FHOD3	18	33877021
cg25682936	0.177323939998091	SF3A3	1	38455768
cg25683012	0.0109944916741733	BAZ2A	12	57030113
cg25683185	0.885531925605644	ACRBP	12	6756088
cg25683904	0.201025730382083	NA	NA	0
cg25685640	0.0337293466670348	E2F8	11	19262412
cg25685838	0.773824720365842	GDPD2	X	69643844
cg25687894	0.0975259618729665	ACLY	17	40075716
cg25689649	NA	OCEL1	19	17336377
cg25689955	NA	KBTBD4;NDUFS3	11	47601700
cg25690265	0.929533155800844	TMC5	16	19467942
cg25691167	0.443940112826292	FERD3L	7	19184961
cg25692323	0.317676527262598	ZNF485	10	44101569
cg25692621	0.762414399064702	ASB4	7	95115163
cg25694542	0.0125810406185966	ZFYVE1	14	73493846
cg25697050	0.952480633794428	NA	NA	0
cg25697314	0.791796710982979	IL26	12	68619556
cg25699533	0.0183249035666935	UBA52	19	18682841
cg25705900	0.096704232075524	RNF144A	2	7057402
cg25707005	0.0271630532990287	DNAJC18	5	138775200
cg25708912	0.875752724990523	DUSP21	X	44703486
cg25710140	0.448716338187015	MID1	X	10852037
cg25711779	0.436561425708956	EFEMP1	2	56149825
cg25712380	0.776636557180198	NA	NA	0
cg25713185	0.458605824970423	SLC19A3	2	228582486
cg25713309	0.00893470003303016	OCEL1	19	17337319
cg25714610	0.436990158746453	FAM3A	X	153744216
cg25716286	0.0138479139180499	MED18	1	28655639
cg25716740	0.012622730523316	MBTD1;UTP18	17	49337652
cg25716871	0.0171590668801113	MAPKAPK3	3	50654228
cg25717844	0.0411419151855552	GAL3ST4	7	99765818
cg25718402	0.0132985204566999	CLDN7	17	7165909
cg25718438	NA	WFDC5	20	43743921
cg25720804	0.606817092531407	TLX3	5	170736389
cg25722142	0.229359817717944	CITED2	6	139695762
cg25723866	0.896048783624128	LTBP4	19	41099080
cg25724441	0.0468186325386782	KCNJ2	17	68165759
cg25725843	0.493887387172056	ST6GAL2	2	107504169
cg25729068	0.0145527680572347	TC2N	14	92303235
cg25729716	0.904911812488199	CD79B	17	62010607
cg25729765	0.01848991207669	SP3	2	174829932
cg25729957	0.0233714822353697	C10orf32	10	104614136
cg25732252	0.422734131826541	ST6GALNAC4	9	130679915
cg25734864	0.7463015156648	PROZ	13	113812986
cg25735280	NA		5	31638951
cg25736482	0.300310414649432	MBOAT7;TMC4	19	54677232
cg25737491	0.0290493171294485	GABARAP	17	7145532
cg25737664	0.608381642202727	SIRPD	20	1538671
cg25737836	0.562259257072133	C21orf57;MCM3AP	21	47705150
cg25738273	0.0257661555516513	DUSP26	8	33457336
cg25739003	0.0294287007389574	EEF1G	11	62341260
cg25741319	0.0285571583012187	CCDC138	2	109402933
cg25741452	0.0470418177572603	KITLG	12	88974161
cg25741794	0.0397653540332481	EFHD2	1	15736999
cg25742201	0.0376234819020496	AATF	17	35306863
cg25743584	0.870879021932775	TIAF1;MYO18A	17	27402893
cg25745343	NA	PLEKHB2	2	131862633
cg25746138	0.0166321935334991	MLL4	19	36209626
cg25748127	0.0137588970759365	NA	NA	0
cg25748736	0.303547310013827	NA	NA	0
cg25750259	0.0329787284993531	TTPAL	20	43104962
cg25750404	0.0273710252665989	VAMP1	12	6579648
cg25751295	0.0145328185555214	DUSP4	8	29208540
cg25752527	0.0145780722686982	UBXN4	2	136499146
cg25753817	0.274572531855566	INPP1	2	191208232
cg25755261	0.0183183619986205	PPP2R3C;KIAA0391	14	35591781
cg25756129	0.0154197567061413	TRA2B	3	185655915
cg25757737	0.0188723938450733	PTPN23	3	47423140
cg25758314	0.426458466005996	RENBP;NAA10	X	153201025
cg25759381	0.868798953981188	TSSK2;DGCR14	22	19118539
cg25759517	0.0174133168111411	PYCR1	17	79895006
cg25760229	0.0179132033583364	CACNA1H	16	1203595
cg25762395	0.0121944419806293	LOC100133612;C1orf174	1	3816842
cg25762706	0.769202793598798	STMN4	8	27115867
cg25763788	0.197872546794236	HTR1B	6	78172950
cg25764191	0.604348321714054	NA	NA	0
cg25764464	0.0251317420793185	PLEKHA5	12	19282832
cg25764570	0.559882660262781	HLA-DRA	6	32407289
cg25766046	0.0919744292933765	ROR2	9	94712122
cg25766774	0.621194001522469	ZDHHC3;EXOSC7	3	45018909
cg25769980	0.923453217901197	TLR6	4	38830902
cg25770411	0.821142166515214	GTF2IRD1	7	73946901
cg25771195	NA	C16orf80	16	58163814
cg25771201	0.564118719622346	NA	NA	0
cg25775449	0.895820501370995	LTB4R;CIDEB	14	24781881
cg25776555	0.0512936650984319	ZNF614	19	52531777
cg25778166	0.935017623679968	FMO3	1	171059935
cg25778479	0.100754359254292	BZW2;ANKMY2	7	16686771
cg25780543	0.603923773005061	HTR5A	7	154862770
cg25781123	0.034509911099482	THUMPD3	3	9404598
cg25781162	0.738624668019427	ABCG8;ABCG5	2	44065996
cg25781202	0.0131942530998458	RNF122	8	33424350
cg25782229	0.601768701695491	WT1	11	32450692
cg25782563	0.0362731564061867	MED9	17	17380313
cg25784308	0.193672868129109	FAM123C	2	131513216
cg25784394	0.0159887239125176	TROAP	12	49717037
cg25785378	0.0277992609474411	MED15	22	20862326
cg25786436	0.0168195730459197	PRKAG2	7	151573913
cg25786862	0.0230729043730435	CENPQ;MUT	6	49431288
cg25787984	0.492774564810525	DKK3	11	12031508
cg25788012	0.0118161206877644	EXOSC4	8	145133899
cg25791888	NA	HSF2BP;RRP1B	21	45080032
cg25797366	0.948015693747442	NA	NA	0
cg25799433	0.150741114202763	SIRPB1	20	1600623
cg25799986	0.259467713063665	WFDC2	20	44098281
cg25802093	0.59178588493842	SPAG6	10	22634038
cg25802424	0.0409400516251796	IRS2	13	110438937
cg25802871	0.201623951470922	FTSJ2;NUDT1	7	2282184
cg25803423	0.0280530778076333	C14orf119;ACIN1	14	23563820
cg25803583	0.93918601294575	SERPINF2	17	1648622
cg25806808	0.319483729032823	CXCL1	4	74734924
cg25807810	0.0127239851428351	NA	NA	0
cg25808839	0.0170197498453468	LACTB	15	63414067
cg25808906	0.105972086445855	DGKG	3	186080023
cg25809905	0.784010596553476	ITGA2B	17	42467728
cg25811575	0.0368250828891904	EGR3	8	22551274
cg25811820	0.0207114697403393	PLAGL2;POFUT1	20	30795836
cg25812668	0.493569613316667	MID1IP1	X	38662926
cg25812776	0.00892436955566554	TRAF5	1	211500034
cg25813714	0.879169165225683	CYP4F12	19	15782945
cg25813820	0.553279193564211	MPP1	X	154033598
cg25814686	0.0203894227519619	ZNF696	8	144373818
cg25816468	NA	PBXIP1	1	154928408
cg25817752	0.0156157146023217	PDIK1L	1	26438530
cg25820693	0.022590322873621	SEMA6C	1	151119084
cg25820971	0.0678381004102493	SUPT16H	14	21852127
cg25821963	0.018109019777477	ABLIM3	5	148521171
cg25822709	0.0492010038385853	RRAGA	9	19048850
cg25823578	0.101696115190277	PTGER2	14	52781312
cg25824226	0.0178344192758695	EBAG9	8	110551708
cg25824330	0.0125928751186182	MRPS18A	6	43655393
cg25826526	NA	C20orf20	20	61426675
cg25827112	0.0141892642985036	TESK2	1	45956773
cg25827139	0.947362783260925	NA	NA	0
cg25827666	0.846279972289599	SH2D2A;NTRK1	1	156785558
cg25828381	0.989423272163171	TUBA3D	2	132233769
cg25829226	NA	PLEKHO2	15	65134451
cg25829729	0.807338466574897	SOHLH2	13	36788667
cg25830052	0.899463474360039	TULP1	6	35480426
cg25831111	NA	COASY	17	40713740
cg25832796	0.392352795177581	JPH4;AP1G2	14	24038103
cg25833031	0.774228498828657	MTPAP	10	30639296
cg25834275	0.00970622572453432	NFIC	19	3359809
cg25834568	0.0780337986650248	RSPO3	6	127439684
cg25835225	0.015472548530863	ZNF350	19	52490199
cg25836159	0.0119410719739782	AGGF1	5	76326301
cg25836271	0.0356470166645567	RASGRP2	11	64512829
cg25836301	0.65777892748188	MEG3	14	101292306
cg25836326	0.122366066486322	DRD3	3	113898609
cg25839227	0.699975456348877	ABI3	17	47288502
cg25839766	0.729114933169559	NA	NA	0
cg25840094	NA	CFHR5	1	196945530
cg25841091	0.0209694081973112	UFD1L;CDC45L	22	19466331
cg25841987	0.0416072913167938	FAM198B	4	159093841
cg25842356	0.803061752118109	MARCH3	5	126367370
cg25842633	0.0682274649902689	SCUBE1	22	43738427
cg25843439	0.342675737147071	OR10H3	19	15852574
cg25847835	0.0281534095192635	FBXO38	5	147763803
cg25848060	0.0161260649912401	SLBP	4	1713374
cg25849332	0.0240681751358661	CCDC86	11	60609877
cg25852472	0.483378146305625	H19	11	2017664
cg25852715	0.969644646433369	OSBPL5	11	3121024
cg25852941	NA	DNAJC21	5	34929231
cg25853020	0.0370178491773409	IL6R	1	154377621
cg25853078	0.554286303505214	OPCML	11	133402919
cg25853833	0.0182508911628354	C2orf29	2	101869024
cg25854162	0.34297808998296	IGFBP2	2	217497617
cg25856179	0.015043609563416	STAT1	2	191878705
cg25856383	0.0244326693210566	CYP1B1	2	38303219
cg25856811	0.616393137966491	SPRR3	1	152973957
cg25857886	0.905051658237411	FAM118B	11	126098838
cg25858682	0.01251368810594	CCDC72;CCDC51	3	48481793
cg25859012	0.0561119884409618	BCS1L;ZNF142	2	219524278
cg25860314	0.0157538833690422	SEC24D	4	119757220
cg25861458	0.017267925773146	SGK196	8	42948482
cg25864727	0.693282001853927	NCRNA00158	21	26803075
cg25866075	0.464120417326446	NLRP12	19	54327780
cg25867173	0.486324512197979	NA	NA	0
cg25869832	0.0305103701876433	RPS4X	X	71496665
cg25870263	0.601081951104711	FNDC5	1	33335831
cg25870420	0.0151360077261633	ITGA9	3	37493949
cg25873362	0.0158330176050277	NA	NA	0
cg25875213	0.014499706078009	ZNF781	19	38183055
cg25876934	0.028023617480485	NA	NA	0
cg25881193	0.0823986261950334	BTN2A2	6	26383297
cg25882056	NA	ALG12;CRELD2	22	50311056
cg25882366	0.352977106845632	HOXB2	17	46622037
cg25884854	0.0283631283722451	TMEM106C	12	48358104
cg25885108	0.0144954672497358	TP73	1	3568669
cg25885771	0.0425393660309283	HIST1H2BN;HIST1H2AK	6	27806081
cg25886284	0.0222529507740286	ZFP82	19	36909418
cg25886875	0.015736547046724	PSMC4	19	40477185
cg25887294	0.0408905317521619	CASP8AP2	6	90539239
cg25887739	0.952259094559261	TBC1D8	2	101675766
cg25889160	0.942905142559345	SERPINA5	14	95046342
cg25890048	0.602265382317484	OR5I1	11	55703443
cg25892041	0.934569750072681	UGT8	4	115544155
cg25892434	0.0188800699599584	ADK;AP3M1	10	75911181
cg25893483	0.576685647276235	NA	NA	0
cg25894551	0.690031742864385	FXYD2	11	117699851
cg25895922	0.0393394923396253	NA	NA	0
cg25896975	NA	SNX17;EIF2B4	2	27593451
cg25898500	0.0358290285620616	HAGH;FAHD1	16	1877264
cg25900806	0.529774897103093	NA	NA	0
cg25902460	0.038201333763276	STRBP	9	126030596
cg25902889	0.801953662135296	FSD1	19	4305090
cg25903122	NA	C19orf42	19	16765692
cg25903375	0.011792042637289	SETD7	4	140476877
cg25903497	0.0166042672802449	PNKD;TMBIM1	2	219157103
cg25905459	0.0302361542486688	RNFT1	17	58041636
cg25905648	0.0316360458701362	SACM1L	3	45731240
cg25905812	0.108219692811696	DMRT1	9	841632
cg25906332	0.0128404090198933	SLC25A29	14	100772295
cg25906419	0.019243915932987	BACE2	21	42540409
cg25907916	0.0121083356157484	ZCCHC24	10	81205166
cg25908985	0.474802256270818	IHH	2	219925065
cg25909811	0.0170941112673431	KDELR2	7	6523253
cg25910443	0.0119935094773645	C9orf3	9	97488953
cg25912611	NA	CSTF1;AURKA	20	54968626
cg25912717	0.0375848103808364	THBS3	1	155176951
cg25913233	0.180713188872633	SPARC	5	151066683
cg25915982	0.686943933086407	GRB10	7	50849415
cg25917510	0.566481042777502	HOXC8	12	54402888
cg25918245	NA	GIMAP2	7	150382724
cg25919221	0.768544773033493	CA6	1	9006680
cg25920792	0.0158926851279799	HTRA1	10	124220729
cg25920951	0.016711390099655	NA	NA	0
cg25921910	NA	CDC73	1	193090657
cg25922239	0.0150030021326739	LEMD2	6	33757077
cg25922353	0.848079985702709	FUT8	14	65876737
cg25923018	0.014397271319632	TMEM206	1	212587798
cg25923856	0.0212563569240823	TMEM14A	6	52536059
cg25924032	0.0184757926655699	BMS1	10	43278349
cg25926679	0.138269402832707	NA	NA	0
cg25927124	0.0122407296114369	PRKAR2A	3	48884897
cg25928444	NA	OBSL1;INHA	2	220437437
cg25928579	0.0526380443436974	HOXB8	17	46692534
cg25929421	0.0174038230003437	DEDD	1	161102777
cg25932713	0.951622239675553	PARP9;DTX3L	3	122284563
cg25932752	0.395330134501988	MSL3	X	11775676
cg25933726	0.642617376240938	RPGR	X	38186399
cg25934198	0.859771713096575	C9orf139;ABCA2	9	139920781
cg25935911	0.567586070089486	DBC1	9	122132261
cg25936385	NA	FAIM2	12	50298731
cg25937494	0.0114675944465604	SREBF2	22	42228971
cg25937832	0.0109094507862496	NKIRAS1;RPL15	3	23958525
cg25938646	0.132610779473307	SLITRK1	13	84456681
cg25941716	0.591731017140508	SH3KBP1	X	19905525
cg25942450	0.560706289225914	TLX3	5	170736251
cg25943131	0.0263014587652733	IPO8	12	30848710
cg25943276	0.616207474691683	NTM	11	131533284
cg25943702	0.874410143328557	BRD1	22	50218353
cg25944100	0.335070876685437	NA	NA	0
cg25944700	0.0109973084436245	SLC25A37	8	23386623
cg25945303	0.0203400664389785	KLF6	10	3827695
cg25945374	0.0137460944353206	KHDRBS3	8	136468992
cg25945961	0.0129837026678988	SETD7	4	140477705
cg25946374	0.432486497421326	IL22RA1	1	24469791
cg25946389	0.176857559634709	MGMT	10	131265073
cg25946758	0.304754968243068	PHYHIPL	10	60936025
cg25946952	0.0384383153388974	FAM131B	7	143059218
cg25947945	0.213986483142415	LAD1	1	201368946
cg25948180	0.215301328490998	PDHX;APIP	11	34936781
cg25948993	0.0175490696627191	UBXN8	8	30601878
cg25949363	0.332895831512439	TMEM92	17	48352008
cg25951582	0.0296491507367674	C15orf33;DTWD1	15	49913451
cg25953146	0.798700020028415	C2orf27B	2	132558939
cg25954162	NA	MYL6B	12	56546720
cg25954354	0.0518891975297284	AIF1L	9	133971548
cg25955816	0.766152017254172	HIST3H3	1	228612876
cg25955899	0.0095028268832313	POMP	13	29233493
cg25955969	0.0245438652602528	DPH2	1	44435627
cg25956985	0.662111125952214	MAP3K7IP1	22	39795188
cg25957124	0.352790146740841	TMEM159;DNAH3	16	21171084
cg25957967	0.0179618116636688	PCSK9	1	55505148
cg25958361	0.024992853027337	MRPL30;MITD1	2	99797532
cg25959506	0.0189237538743125	RASD2	22	35937058
cg25960313	0.0181160318013534	FBXO5	6	153304131
cg25960567	0.0247021460766535	ITPR2	12	26985181
cg25961684	0.0161146245399253	STK36;RNF25	2	219536870
cg25964007	0.060678485439621	WDR16;STX8	17	9479910
cg25965576	0.495261024158058	CST4	20	23670089
cg25969212	0.0196882892242163	EXOSC9	4	122722590
cg25969673	0.0158237382948091	TBC1D19	4	26585760
cg25971347	0.437540981890902	FOXF1	16	86544339
cg25973092	0.0146609839806141	SESN2	1	28585837
cg25974617	0.480541293927399	TRAM1	8	71520962
cg25974764	0.0162109007059887	KLHDC2	14	50234454
cg25974870	0.0171525217170066	NUDT21;OGFOD1	16	56485177
cg25975818	0.898328582850286	ENPP7	17	77704298
cg25978208	0.598595793077206	SNRPN	15	25093244
cg25979644	0.943940523588762	ATP8B1	18	55399003
cg25982743	0.472343241072371	TIMP4;SYN2	3	12200236
cg25983380	0.461665574440462	GNAS	20	57465439
