Hybridization REF	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05
cg23719367	0.830398946193742	LONRF1	8	12594834
cg23721140	0.0241193841663112	ZNF514	2	95825033
cg23722792	0.968310675931118	SCN4A	17	62050468
cg23723933	0.0214603741255841	AKAP9	7	91569823
cg23724447	0.11854034146655	BUB3	10	124913897
cg23727043	NA	ADAMTS7	15	79104124
cg23727583	0.017660446902697	FDXR	17	72869061
cg23731764	0.00894679910341762	EXOSC10	1	11159769
cg23732024	0.853336497861944	LY96	8	74903801
cg23732182	0.163408458146986	C21orf84	21	44898090
cg23733753	0.030831192478608	CYP46A1	14	100151063
cg23735442	0.0273867997936849	SMG7	1	183441292
cg23736819	0.158763875867351	NA	NA	0
cg23737055	0.0498701958710571	ANKRD46	8	101572127
cg23737768	NA	KRT24	17	38860097
cg23738770	0.0169551956824829	NFKB2	10	104154605
cg23739036	0.00578428939333871	PEX10	1	2343736
cg23739862	0.0253240890302543	PRMT8	12	3600666
cg23740844	0.0454781910188066	ATP5L	11	118272104
cg23741330	0.518974804139674	FAM26E;BET3L	6	116832940
cg23743114	0.793536461900396	CCL15;CCL14-CCL15	17	34328396
cg23743472	0.547825784885194	NA	NA	0
cg23744433	NA	MIER1;WDR78	1	67390759
cg23746359	0.393369041998643	FAM19A3	1	113261764
cg23748737	0.0305109351674234	SCARF2	22	20791733
cg23749046	0.933840181380973	GPR61	1	110082924
cg23749163	0.156546514156335	KIAA1737	14	77563968
cg23749760	0.0625711025104094	ZNF467	7	149471044
cg23750142	NA	CA8	8	61193876
cg23750556	0.365310382213941	SRPX	X	38079717
cg23751724	0.0140442291534105	MACROD2	20	13976403
cg23751922	0.124267646499681	CREG1	1	167523443
cg23752923	0.00933396530966708	MCOLN3	1	85513892
cg23752985	0.316259080641008	VAMP8	2	85803571
cg23753610	0.975350359370585	DNAH17	17	76567830
cg23756219	0.492769219107664	DRP2	X	100475124
cg23756272	0.901627276380149	BCL2	18	60904418
cg23758485	0.120278960524696	SMPD3	16	68482202
cg23759214	0.0568061588688684	MRE11A;ANKRD49	11	94226925
cg23759710	0.786970148328417	OXER1	2	42990957
cg23760945	0.875239523301137	ELOF1	19	11665140
cg23761196	0.154937058964239	CNOT1	16	58664510
cg23761264	0.00873497838549054	PLCG1	20	39766409
cg23762517	0.0530361173737543	HIVEP3	1	42384310
cg23764381	0.02248737445665	ATRNL1	10	116852687
cg23765993	0.740520601549431	SPINLW1	20	44176029
cg23767977	0.842514897795871	KRT71	12	52947465
cg23769143	0.176810182172346	SYN2;TIMP4	3	12200667
cg23771603	0.491340310670034	MYO3A	10	26223310
cg23771661	0.523005536344141	B3GNT3	19	17905332
cg23771929	0.0703390888020323	FREQ	9	132934195
cg23772500	0.0215260532435845	PSMD3	17	38137489
cg23772557	0.00870535063704673	USP16	21	30397240
cg23773532	0.965714945401589	GPRC5D	12	13103216
cg23776012	0.128142120203293	KRT222	17	38821403
cg23776217	0.022348098355336	KIAA1328;C18orf10	18	34409391
cg23776892	NA	MAGEA1	X	152485938
cg23777956	0.376371772502798	CREB3L3	19	4153671
cg23779106	0.00656422709709495	DUSP12	1	161719820
cg23779331	0.0290176383982308	ARRB2	17	4614312
cg23780937	0.0221277685227579	GGCT	7	30544484
cg23780947	0.738172687891836	TMEM48	1	54304852
cg23786576	NA	ATPAF1	1	47133596
cg23788167	0.00776723283043233	ZFAND5	9	74979561
cg23790767	0.0117986732429989	ELL3	15	44069451
cg23792364	0.0360844797158279	C19orf6	19	1021362
cg23792978	NA	PDE2A	11	72385698
cg23795623	0.0158098116749124	CARKD	13	111268031
cg23796040	NA	EFR3A	8	132952251
cg23797100	0.815699249240493	LAT	16	28996053
cg23799276	0.0215696408093961	NUP210	3	13461652
cg23799313	0.0766760277105311	PAQR7	1	26198360
cg23801057	NA	P2RX7	12	121569969
cg23806715	0.024395564713329	H3F3B	17	73775811
cg23807009	0.0173819263296462	MDM4	1	204485655
cg23807559	0.0147685753388902	COG1	17	71189217
cg23807646	0.343089925102825	SLC26A8	6	35992685
cg23808301	0.0166099446517723	PLD2	17	4710015
cg23812886	0.203399306918326	SSX5	X	48056290
cg23813257	0.136627181304429	IL32	16	3115286
cg23813564	0.939067699524353	MAGEC2	X	141293020
cg23815000	0.232283713255845	LCN1	9	138413012
cg23815306	0.79021801488163	NA	NA	0
cg23815491	0.792550617428411	HP	16	72088622
cg23815845	0.0310712381475675	NA	NA	0
cg23816572	0.00882936310301349	CEP68	2	65283421
cg23817637	0.852848106179823	CLRN3	10	129691429
cg23818978	0.792557863223386	AMICA1	11	118083239
cg23820285	0.00678862283185874	PIP4K2A	10	23003250
cg23822915	0.0827117548681374	CYB5R4	6	84569161
cg23824713	0.87692036511073	SERPINB5	18	61157738
cg23824815	0.0172046443863726	ZNF333	19	14800772
cg23827867	0.0184078735351749	SOX12	20	306044
cg23828212	0.0704611342857708	MAN1A2	1	117910371
cg23828595	0.250123693884171	PRKG1	10	52833610
cg23829949	0.568741604219985	ZNF238	1	244214679
cg23830037	0.0143039777702229	DRG2	17	17991318
cg23830326	0.0158253656192353	ZC3H18	16	88637332
cg23830611	0.0131178950092892	NA	NA	0
cg23832061	0.00747063747679252	PPIL6;SMPD2	6	109761667
cg23833452	0.0321600511121439	RAB32	6	146864752
cg23833896	NA	CLN8	8	1711046
cg23834593	0.829969578332242	HNF4A	20	42983920
cg23835812	0.0164911085740083	CHMP2B	3	87276149
cg23836174	NA	VPREB3	22	24097035
cg23837897	0.0263369567558449	COX11;STXBP4	17	53046270
cg23838179	0.00858731092466111	ZNF592	15	85291191
cg23838531	0.0169355608859426	TTC19;ZSWIM7	17	15902837
cg23839398	0.72590147714934	KLHDC4	16	87800492
cg23839680	NA	CCT6A;PSPH	7	56118238
cg23841186	0.796423569220616	IGFBP6	12	53492662
cg23843505	0.0186371452271383	MYBL2	20	42295420
cg23843812	0.0565988585634146	C8orf86	8	38385977
cg23844090	0.0367132903287705	TMEM42	3	44903617
cg23845507	0.0145110650223095	CDC7	1	91966731
cg23845773	0.014767674962599	TAF10	11	6633739
cg23850212	0.0153457239458475	ZFP28	19	57049857
cg23850272	0.0259817434855045	ZFP112	19	44861241
cg23850377	0.0919130483218481	LAPTM4A	2	20251576
cg23851011	0.120719335361629	S100A16	1	153585915
cg23854009	0.0291221015877985	ZNF530	19	58111128
cg23854921	0.00732411315340471	AFTPH	2	64751325
cg23855093	0.771796715918705	GPR128	3	100328713
cg23855121	NA	TLR10	4	38784938
cg23855392	NA	MTHFS	15	80189782
cg23855566	0.0264844870603589	FAM73A	1	78245236
cg23855818	0.0841803411023734	SLC41A2	12	105323396
cg23855989	0.881638184178132	AQP5	12	50355821
cg23857226	0.394676353662418	NA	NA	0
cg23858074	0.00865396668066392	C6orf167;MIR548H3	6	97730720
cg23858360	0.0518291830782851	TSPAN14	10	82213490
cg23858565	0.0336499058493858	CTCF	16	67595703
cg23859078	0.00643300661251879	C7orf30	7	23339092
cg23861715	0.14055295011518	CDC14B	9	99382235
cg23862908	0.012938027293954	C8orf37	8	96281399
cg23863670	0.267443769381288	CCL28	5	43411929
cg23864823	0.0305617681024396	OAZ3;MRPL9	1	151736255
cg23865067	0.0503662138528113	ARPP19	15	52860622
cg23865698	0.207929181089815	WFDC1	16	84327808
cg23866755	0.022498465570625	CNP	17	40119337
cg23867494	NA	TNFRSF4	1	1150322
cg23867624	0.00931316961469165	FOXC1	6	1610197
cg23868119	0.0232453618209137	PTPLA	10	17659726
cg23871659	0.218938501060924	NA	NA	0
cg23871933	0.0195335452032319	GINS2	16	85722399
cg23873703	0.882560581702746	KCNAB1	3	155838625
cg23874078	0.0279694849657435	CEPT1;DRAM2	1	111682148
cg23877385	0.531625325216713	GCNT3	15	59908652
cg23877786	0.0319168807175817	RPL13;SNORD68	16	89626662
cg23877831	0.0450862797062989	NCAPD2;MRPL51	12	6603428
cg23878206	0.857936917885222	NUP62;ATF5;IL4I1	19	50431425
cg23879147	0.0423665943675718	CCDC109A	10	74451659
cg23881601	0.00891141192319466	C1orf66;ISG20L2	1	156698494
cg23881725	0.529792584432001	DLEC1	3	38080642
cg23881971	0.0441142675778753	ZNF10	12	133706422
cg23882824	0.0188561609659884	SON;GART	21	34914632
cg23886551	0.0114047032945015	TMEM121	14	105992619
cg23886755	0.953030396864714	PHC2	1	33841166
cg23887102	0.271574992344753	TAAR6	6	132891034
cg23887396	0.654812885606657	SARM1	17	26699551
cg23888423	0.0199969333308734	SEPT2;HDLBP	2	242254170
cg23889010	0.0865584126011837	SLPI	20	43882990
cg23889021	0.0233621704975569	CTDSP1	2	219264573
cg23889093	0.0352978356355533	EIF1	17	39844656
cg23889771	0.00939915904469633	ITGB1BP1;CPSF3	2	9563077
cg23894003	0.896589975510692	FBRS	16	30676444
cg23894058	0.550538520597573	KLK12	19	51537828
cg23894539	0.00856439695443041	STARD3	17	37793518
cg23896056	0.021813914559215	LIN54	4	83932170
cg23896545	0.78210185114488	NA	NA	0
cg23897067	0.00800836745077442	TMEM203;NDOR1	9	140100305
cg23898073	0.113356456805104	GFRA1	10	118032948
cg23900225	0.267367482310277	GJD4	10	35894222
cg23901896	0.900890068289111		1	201976446
cg23902550	0.828905179257693	EEF1D;TIGD5	8	144681106
cg23904249	0.706499131082266	CCDC86	11	60608951
cg23905308	0.018238052797041	PER2	2	239196947
cg23906144	0.0136789842051091	OVCA2;DPH1	17	1945509
cg23906291	0.0126758273169199	PGAP3;ERBB2	17	37844223
cg23906760	0.0174269688775338	UBL5	19	9938028
cg23909343	0.0530260830570921	PPP2R5A	1	212457915
cg23909633	NA	IL24	1	207070539
cg23910243	0.250405551482678	TGFB1I1	16	31484618
cg23910835	0.402792444944625	SFRP2	4	154710900
cg23911465	0.0819543581990913	EIF2B2	14	75469330
cg23911972	0.00820978084068003	C12orf44	12	52464081
cg23912721	0.089600876909707	HACL1;BTD	3	15642893
cg23912823	0.0133734763730271	NAB2	12	57481903
cg23913400	0.00795238398942728	ITGB4	17	73717552
cg23915008	0.0190499810470598	RPS16	19	39926328
cg23915111	0.129837889379649	KIF14	1	200589553
cg23916158	0.0198333500040292	MYBBP1A	17	4458473
cg23916751	0.256686714140933	PKD2	4	88929263
cg23916845	0.0197425863088036	DFNB31	9	117268172
cg23916948	0.00713790700539726	RAG1AP1	1	155108399
cg23917399	0.0437677505189099	TNFAIP8	5	118691751
cg23918047	0.0340387612924946	ARHGDIA	17	79828356
cg23918676	0.10837089083794	C1D	2	68290497
cg23919568	0.07472615171131	FAM32A	19	16296265
cg23919867	0.982728163777998	NA	NA	0
cg23920441	0.0392560077835827	ATP1A3	19	42497879
cg23920917	0.0286226223675905	CPSF6	12	69633052
cg23921534	0.505592598536235	POU3F4	X	82763247
cg23921699	0.00794890736124368	CACNB3	12	49212561
cg23922081	0.0125348872008968	SOX12	20	306359
cg23922454	0.0524099022825534	LHX5	12	113910545
cg23922708	0.0199129793823755	PARD6G	18	78005180
cg23922914	0.0107779658436681	TGDS	13	95248439
cg23923462	0.031967910479294	PGAM1	10	99186006
cg23926526	0.0258409185180313	MDM1	12	68726610
cg23926715	0.164154582520339	ZC4H2	X	64196278
cg23927367	0.0553068932101017	THYN1;ACAD8	11	134122802
cg23933345	0.0227935989421141	DCLRE1B;AP4B1	1	114447334
cg23934633	0.969642321223268	RNF113B;FARP1	13	98830146
cg23935746	0.0137190530900385	CCNB1	5	68463041
cg23936476	0.607225163874207	BEX1	X	102319120
cg23937047	0.831047074983309	NA	NA	0
cg23938476	0.00680365132788529	C6orf136	6	30615339
cg23940655	0.0112460924596721	C14orf43	14	74227020
cg23941599	0.0678087007470735	FEM1C	5	114880796
cg23943360	0.0229201850223083	LDLR	19	11200146
cg23943801	0.0328322268083835	RAB21	12	72149029
cg23947872	0.482882127286856	MTMR1	X	149862363
cg23948756	0.0149798195692878	KLC1	14	104095636
cg23948874	0.00982903520522438	EIF4G2	11	10830481
cg23950724	0.796554978274081	SYT10	12	33593177
cg23953133	0.0470245240879109	LMNB1	5	126112875
cg23953396	0.0244677022623955	GPRC5C	17	72427941
cg23953831	0.826118794711861	CD101	1	117544416
cg23957084	0.0149140238869122	MRPL40;HIRA	22	19418954
cg23957424	0.0514680600995406	TRAF6	11	36532056
cg23957915	0.0113216033779791	RCOR2	11	63684911
cg23959705	0.024419606616867	TNFRSF9	1	8002302
cg23960723	0.0270439869645133	ECHDC3	10	11783974
cg23963136	0.00987488778236472	CD320	19	8372973
cg23964386	0.0908607502262875	PTGR1	9	114362249
cg23966705	NA	SPAG9	17	49198586
cg23967169	0.243206956393056	FAM19A4	3	68981503
cg23968383	0.836653890347371	ZNF572	8	125984927
cg23968678	0.0292687338696323	MBOAT7;TSEN34	19	54693625
cg23970089	0.0375362689418874	ATP5I	4	667564
cg23970338	0.0568991830728768	TSFM	12	58176483
cg23970523	0.013827331586543	FKBP8	19	18654267
cg23970785	0.162522057541368	DEXI	16	11036526
cg23972869	0.94072974116777	RPL18;SPHK2	19	49123742
cg23973000	0.891208005850539	TSSK1B;MCC	5	112770527
cg23973566	0.940232962178498	FAM65B	6	24877729
cg23974202	0.0231959460640615	CCNT2	2	135676486
cg23977670	0.328499906008416	H19	11	2016848
cg23978322	0.844727509223822	FHL5	6	97010439
cg23978557	NA	PPIL6;SMPD2	6	109760819
cg23979923	0.017493291849116	C15orf58;CIB1	15	90777592
cg23980887	0.018767399977156	NA	NA	0
cg23983173	0.0781192641840831	TMEM87A	15	42564634
cg23983340	0.0114742570345102	CD46	1	207925461
cg23983366	0.0836638092935377	NA	NA	0
cg23983449	0.173971342348941	GABARAP	17	7146757
cg23983884	NA	DBN1	5	176900806
cg23984059	0.0143591902498469	COPB1	11	14521548
cg23984130	0.16395731861993	NA	NA	0
cg23984434	0.0172296105957653	GUCY1A2	11	106888656
cg23986186	NA	BCYRN1;TAF1	X	70585545
cg23988310	0.036322390052064	SCG2	2	224467049
cg23988567	0.599872515070417	NA	NA	0
cg23989635	0.0296776563827901	CDH1	16	68771203
cg23993660	0.0172844098952243	PINK1	1	20959826
cg23995753	0.855794981533265	LY75	2	160760732
cg23995778	0.335647035565419	NA	NA	0
cg23996241	0.0202180067280368	AP2B1	17	33914362
cg23996306	0.0189121352976848	DARS	2	136743411
cg23998987	0.0172520037166998	TBL3	16	2021791
cg24000099	0.0115346615596862	DAGLB	7	6487512
cg24000189	0.0124958001546325	FLOT1	6	30710425
cg24001070	0.0899443570998336	TOP3A;SMCR8	17	18217642
cg24003306	0.0202709242572017	MRPL36	5	1799717
cg24003542	0.0153695378571716	MCC	5	112630684
cg24006341	0.868496880698262	ZCCHC13	X	73524029
cg24006361	0.0134882714464048	EPN3	17	48610255
cg24008892	0.938446790023832	PMF1;SLC25A44	1	156182246
cg24009109	NA	CCDC12	3	47018482
cg24009736	0.0237714948783246	B4GALNT1	12	58026342
cg24010336	0.686283650795851	FBXO17	19	39467258
cg24010952	0.11278159120424	BDKRB2	14	96670862
cg24012034	0.011619565783978	ETNK1	12	22778485
cg24012157	0.0184557661455445	DDX50	10	70661472
cg24012708	NA	HDHD3	9	116138128
cg24012887	0.036095187714067	TRMT1;NACC1	19	13228900
cg24012925	NA	SRXN1	20	633418
cg24014020	0.0126710208707546	PIGQ	16	620796
cg24014661	0.0332963113717768	TCTE1	6	44265669
cg24016044	0.0228168337069624	CPEB4	5	173315549
cg24019564	0.640483607498498	RUNX3	1	25257566
cg24019851	0.920856574152477	SEMA3B	3	50314291
cg24022301	0.341203477926571	PTGFR	1	78956570
cg24022829	0.00528169516259469	EIF2AK2	2	37384227
cg24023606	0.0193205575252847	TDP1;C14orf143	14	90421208
cg24024214	0.899839896183711	BTNL8	5	180326142
cg24027342	NA	ATM	11	108131609
cg24027679	0.947549909593968	SLC2A7	1	9086621
cg24028122	0.042067831056658	KIAA0776	6	96970001
cg24030425	0.0330734864006096	PEX1;C7orf64	7	92157488
cg24030449	0.429081779713951	FGF20	8	16859671
cg24030609	0.805174720947965	CELA2B	1	15802611
cg24030627	0.863344515605398	FCGBP	19	40440416
cg24030630	0.00912542655140206	TCIRG1	11	67806668
cg24031606	0.0120635193860689	CDC25A	3	48229318
cg24034289	0.0701080070798152	SCAMP3	1	155232344
cg24034992	0.37976314621805	YIPF6	X	67719066
cg24035370	0.0310760722270372	PRKCZ	1	1982434
cg24035962	0.049180851309129	NCOA4	10	51572313
cg24038764	0.0648889726674829	CXorf42	X	119379271
cg24041453	0.07856161909001	CCDC11	18	47792708
cg24041977	NA	CERK	22	47133771
cg24041995	0.0340951491205281	LIG3	17	33307399
cg24042452	0.264387831252265	CCT3;C1orf182	1	156305664
cg24043192	0.0467929877869596	C5orf34	5	43515527
cg24043307	0.166967537996045	ATF1	12	51157954
cg24046110	0.0222340520999097	LYNX1	8	143859143
cg24046474	0.109221091121566	RPL12;LRSAM1	9	130212550
cg24051818	NA	C1orf175	1	55107918
cg24053375	0.960188052951477	RBP3	10	48392130
cg24053587	0.131185778948173	PTPRO	12	15476085
cg24053619	0.00869016680756736	KIAA1841	2	61293272
cg24054653	0.501218890961879	C1GALT1C1	X	119763829
cg24056562	0.0205084946706984	RNASEH2A	19	12917484
cg24056567	0.521940463964489	PSD3	8	18871909
cg24058120	0.00676450024172941	MFI2	3	196756631
cg24058132	0.101046607378748	GALC	14	88459866
cg24059075	0.321871329779316	PRPH	12	49688316
cg24060938	0.832970573768175	CPA2	7	129907199
cg24063382	0.49994516539123	NA	NA	0
cg24063470	0.147775000640868	FOXC2	16	86600389
cg24068372	0.0228418222346299	WDR86	7	151107261
cg24068708	0.0268408638099701	GDPD5	11	75236459
cg24069559	NA	HNRNPL	19	39342390
cg24070292	0.356727375456808	NA	NA	0
cg24070847	0.108805029643116	HIST2H2AC;HIST2H2BE	1	149858495
cg24073022	NA	TAL2	9	108424034
cg24073051	NA	CDV3	3	133291979
cg24073161	0.0212719873088496	GGNBP2	17	34900233
cg24075743	0.866748207563185	PRM1	16	11375385
cg24076392	0.0485755464061065	KLRAQ1	2	48667874
cg24076399	0.0120776356805625	CST3	20	23618348
cg24076830	NA	OR5V1	6	29325133
cg24076884	0.590368476592951	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3	5	140346921
cg24077317	0.00831393417949752	UBA3	3	69129461
cg24078828	0.0154922661075402	WWTR1	3	149375789
cg24079455	0.0565285399948156	C10orf137	10	127408106
cg24080529	0.648531741539962	SYN3;TIMP3	22	33197034
cg24081819	0.108227494367981	EPHX2	8	27348940
cg24082826	0.0113155029453724	ITPR2	12	26985738
cg24083641	0.136462531975352	NA	NA	0
cg24084891	0.164044559375654	DCC	18	49868788
cg24085207	0.0257728523978463	FLJ32065	17	62972338
cg24085258	0.0208047921349928	CHAF1A	19	4402334
cg24087944	0.660806480361788	GABRD	1	1950111
cg24088229	0.04031875595525	SMU1	9	33076554
cg24088408	NA	E2F1	20	32274875
cg24088438	0.710667585700087	FERMT3	11	63974229
cg24088639	0.01481769623897	PDHX;APIP	11	34937564
cg24088751	0.0232713470364817	GTF2A2	15	59949482
cg24091474	0.906401112423424	TYROBP	19	36399185
cg24091698	0.0201700698711692	ERCC4	16	14013720
cg24092253	0.166676120367415	YTHDF1	20	61848099
cg24092914	NA	VHL	3	10184877
cg24098302	0.102370275049661	CTDSPL2	15	44719665
cg24098951	0.623858060844702	LRP12	8	105601036
cg24099544	0.00721721451792274	NA	NA	0
cg24100167	0.974738653397196	PNLDC1	6	160221433
cg24101359	0.0142951700426668	GNMT	6	42928495
cg24101388	NA	SAGE1	X	134975643
cg24101578	NA	CDH22	20	44880263
cg24101873	NA	C20orf70	20	31755609
cg24102360	0.0165920630375998	ZNF333	19	14801145
cg24103438	0.0441630149401837	NLGN4X	X	6146608
cg24104611	0.0714437305664918	C22orf9	22	45637132
cg24105685	NA	CENPP;ECM2	9	95298969
cg24105933	0.960362788433592	HTRA3	4	8270795
cg24107142	NA	HK2	2	75060355
cg24107581	0.0302135583169623	POLR3B	12	106751417
cg24107665	0.0553250044498953	ZNF696	8	144372932
cg24109894	0.160173472360494	PSMB2	1	36108212
cg24110050	0.715915859024206	TCTEX1D1	1	67217853
cg24110063	0.668560946044419	COX6A2	16	31439752
cg24110916	0.0656088234610941	SPG21	15	65282490
cg24113449	0.0386004079299345	ADRBK2	22	25961367
cg24115040	0.139329888189333	DLX5	7	96652375
cg24115571	0.128184791033626	FZD6	8	104310713
cg24115593	0.023372185846511	CCDC99	5	169010705
cg24115627	0.981489686536511	HSD3B7;SETD1A	16	30995245
cg24116028	0.981912244946543	LYPD4;DMRTC2	19	42348451
cg24116886	0.943091173030564	DEFB127	20	137877
cg24117442	0.0337323187767049	SOCS2	12	93963504
cg24117468	0.289819346962884	P4HA2	5	131562848
cg24120841	0.0158848643943704	THRB	3	24536562
cg24121001	0.144693212046629	TTC16;PTRH1	9	130478378
cg24121436	0.0116254970695391	RTN1	14	60337690
cg24122922	0.0875429975833415	TMEM90B	20	24449392
cg24123124	0.0125928838621392	MRPS17	7	56019838
cg24124398	0.0103717969473825	ACLY	17	40075096
cg24124789	0.0209487644415063	IARS2	1	220268095
cg24124977	0.04029208783166	CCDC40;TBC1D16	17	78010277
cg24125648	0.0936383352817039	SERINC4;C15orf63	15	44092606
cg24126851	0.740153278136812	DCHS1	11	6678143
cg24127874	0.094067177353671	HES6	2	239149859
cg24127989	0.014272199625592	IMPDH1	7	128049508
cg24130010	0.879250319532745	NA	NA	0
cg24130043	0.0144174108297463	ZNF197	3	44666362
cg24132694	0.110597537250664	SNAPC2	19	7984945
cg24133080	0.451520045026423	NA	NA	0
cg24133115	0.72570308664761	PDE10A	6	166075520
cg24134767	0.145014179103994	HTR3A	11	113845638
cg24136586	0.0213031733164959	ATG10	5	81268366
cg24137081	0.00791552980514334	IQCC	1	32671413
cg24138639	0.0195127223798491	NA	NA	0
cg24139421	0.00747516604709992	SLC22A18AS;SLC22A18	11	2923578
cg24139739	0.49621571498499	EFNB1	X	68048818
cg24141135	0.00956239320981466	MARS	12	57881924
cg24142014	0.0667665113503714	PCGF1	2	74734760
cg24142106	0.136414866741148	PIP5K1B	9	71319485
cg24145210	0.115442477171817	NPM1	5	170814287
cg24146166	0.0351434621260251	ZNF25	10	38265215
cg24146183	0.215980053168747	NA	NA	0
cg24147596	0.789450758912845	ARL14	3	160395420
cg24148044	0.0269610503738764	KIAA0513	16	85061578
cg24150528	0.867080982264441	ZNF131	5	43125550
cg24154474	0.0219533720976603	NIPA1	15	23086979
cg24155668	0.0216669518930634	MAPK13	6	36098398
cg24158546	0.0173052101142321	SCAND1	20	34542777
cg24160158	0.0245378478427104	NUP160	11	47869488
cg24164563	0.60111639472578	FOXJ1	17	74136395
cg24165720	0.245623828840945	NA	NA	0
cg24165760	0.0237736660540557	TRAF3	14	103243389
cg24166097	0.0597412709941087	NPM3	10	103543259
cg24166628	0.416933395689947	TNNC1;NISCH	3	52488070
cg24167037	0.806369884026528	ITGB2	21	46340776
cg24167841	0.865769952089908	GPR182	12	57389041
cg24167928	0.871634889791295	UTP14C;ALG11	13	52598902
cg24169822	0.849131736253956	HOXA4	7	27170994
cg24169915	0.112895030160199	C14orf177	14	99177987
cg24170090	0.0156026338026882	MPRIP	17	16945301
cg24170535	0.0166593014472095	PXT1;KCTD20	6	36410553
cg24171152	0.964229072513319	ATP2B1	12	90051243
cg24172553	NA	FAM187B	19	35720142
cg24173049	0.0263836070200529	SLC16A13	17	6939795
cg24176037	0.0749531192273146	TBPL1	6	134274008
cg24176563	0.594333677809793	EYA4	6	133562776
cg24178740	0.635300056546327	FEV	2	219850465
cg24181591	0.0175574291882637	EIF5A	17	7211285
cg24182328	0.306013712722894	VMO1	17	4690628
cg24183173	0.829321575533458	BCOR	X	39962195
cg24183484	0.026065806622848	GGN	19	38878553
cg24183958	0.0163308240104661	GRB10	7	50860173
cg24189717	0.0670054268058094	EIF2B4;SNX17	2	27593355
cg24192663	0.95001239440273	HSPA6	1	161493011
cg24194132	0.0170063561541991	B4GALNT4	11	368966
cg24194539	0.00719193431829207	AIM1	6	106960065
cg24194775	NA	NPR2	9	35791475
cg24196046	0.0726121772084425	EIF2C3	1	36396054
cg24197445	0.344129397628177	ZBBX	3	167045873
cg24198678	NA	DNASE1	16	3703304
cg24198840	0.953215627245557	NEU2	2	233897561
cg24199834	0.793949246209694	POU4F2	4	147560126
cg24200059	0.0257765905953862	C17orf101;HEXDC	17	80375975
cg24202119	0.0858233378569217	CAPSL	5	35938692
cg24204740	0.0117847531626708	PGM3;RWDD2A	6	83903813
cg24205633	0.19180731413949	ACN9	7	96746928
cg24206256	0.0477709011575001	MAT2B	5	162930188
cg24206694	0.04253192796205	JMJD5	16	27214687
cg24207176	0.664382967622152	ABCG2	4	89079587
cg24208172	0.00870203710084869	CDS1	4	85504879
cg24208206	0.0504788742120461	FYCO1	3	46036571
cg24210717	0.15781357888699	GPD1	12	50497827
cg24211388	0.877880229447674	AIF1	6	31582837
cg24211742	0.0311899963689353	DDX51;NOC4L	12	132627896
cg24214470	0.871545781419051	SERPINF1	17	1665119
cg24215443	NA	TCF21	6	134210598
cg24215727	0.120156159901064	ABCD3	1	94883469
cg24216294	0.958822644145085	ZNF623	8	144732501
cg24216701	0.980731852769748	CDX1	5	149545928
cg24216915	0.0150063614636464	WDR18	19	984750
cg24217726	0.880375305040773	ASB14	3	57312921
cg24217877	NA		16	49378579
cg24219058	0.0219404514979763	PCDH7	4	30721353
cg24219638	0.00689633010969378	STX3	11	59523120
cg24219962	0.0183958430220279	WBP4	13	41635860
cg24220122	0.0444213450444542	ZNF322A	6	26659537
cg24221059	0.0420755589192751	NA	NA	0
cg24222324	NA	TNFSF11	13	43145414
cg24222435	0.0227156096107243	N6AMT2	13	21347840
cg24229819	0.0109628759032657	DUSP3	17	41856238
cg24229963	0.0492413128459784	ZFAND1	8	82633648
cg24231716	0.321151919483483	OTP	5	76934501
cg24234277	0.0157195412674849	C1orf124;EXOC8	1	231473324
cg24235037	0.0593147828436434	PLA2R1	2	160919532
cg24235633	0.947569658262621	LOC440356;CDIPT	16	29875177
cg24236559	0.0180869789601526	TEX261	2	71222339
cg24236938	NA	DLK2	6	43424191
cg24237439	0.0769208109241047	RANBP3L	5	36302094
cg24237576	0.148579524816368	DNASE1L2	16	2285775
cg24238205	0.0251010868031117	FAM111A	11	58912174
cg24239808	0.926242211676405	BTD;HACL1	3	15641908
cg24240626	0.121020442764541	REG3A	2	79386720
cg24241455	0.0202735469451256	KLHL20	1	173683938
cg24242194	0.00762448033501748	STYXL1;MDH2	7	75677414
cg24242519	0.135751623477086	FAM49A	2	16846569
cg24243265	NA	GSDMC	8	130799851
cg24243406	0.0102346702655524	ZNF764	16	30569314
cg24244000	NA	GABRG3	15	27670335
cg24247865	0.121566278423629	CHORDC1	11	89956517
cg24248317	0.941043753810264	C2orf18	2	26986379
cg24249486	0.112492674793601	ARHGAP6	X	11684119
cg24249775	0.907995696194675	KRT10;TMEM99	17	38978344
cg24250393	0.770232359529267	PRKCB	16	23846838
cg24251035	0.124819490324545	ZC3HAV1L	7	138721065
cg24252723	0.0180818309087823	CNNM2	10	104678150
cg24252809	0.169905781950716	NA	NA	0
cg24254120	NA	RFC3	13	34392869
cg24254206	0.0691899060438376	QPCTL;SNRPD2	19	46196934
cg24256211	0.0632223963216214	SAMD4A	14	55035215
cg24257768	NA	C10orf84	10	120101984
cg24262376	NA	SCNM1;LYSMD1	1	151137274
cg24262469	NA	TIPARP;LOC100287227	3	156391694
