Hybridization REF	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05
cg18841894	0.0367342008857171	SOD1	21	33031735
cg18841952	0.583772125700987	GPR111	6	47652462
cg18843688	0.202845530016012	NA	NA	0
cg18844850	0.0503883687924275	COPS7A	12	6833560
cg18846362	0.0155850960321193	CA12	15	63674159
cg18847227	0.413572960884037	SUMF1	3	4509268
cg18848394	0.896681723287282	KRT38	17	39597909
cg18849169	0.828857566404964	GPX3	5	150399781
cg18851831	0.0428821333976482	DYRK1B	19	40324984
cg18854045	0.923736556124814		2	11271359
cg18854666	0.86867173491864	SLC11A1	2	219247055
cg18855178	0.0231955327032442	REEP6;PCSK4	19	1490194
cg18856252	0.0284975366525432	TYK2	19	10491173
cg18858343	0.0162049144790181	UNC5B	10	72972901
cg18860847	NA	NR2E3	15	72103457
cg18862260	0.797032861808273	MSTN	2	190927550
cg18864581	0.0568264702004507	ZWILCH;RPL4	15	66797614
cg18865999	0.0161638864342439	PCYOX1	2	70485303
cg18869368	0.169200331494477	MAGEH1	X	55478180
cg18870231	NA	C1orf87	1	60539135
cg18870413	0.0118557413081774	BAG3	10	121411168
cg18870712	0.0281446244429904	ZNF551	19	58193426
cg18871276	0.495141085762185	NA	NA	0
cg18871670	0.018592633131643	CEP63;ANAPC13	3	134205507
cg18873386	0.572637633966996	DLX5	7	96651915
cg18875839	0.0644246315306574	KIF13B	8	29120848
cg18876189	0.788350186210315	FGB	4	155483083
cg18876487	0.259733532953043	AIRE	21	45706101
cg18877506	0.156592504917514	PDPN	1	13910555
cg18877514	NA	PXMP2;POLE	12	133262879
cg18878034	0.0187367166107615	C6orf108	6	43197151
cg18878432	0.396340780194952	LOC404266;HOXB6	17	46683409
cg18878891	0.025068446614255	GLE1	9	131267057
cg18879041	0.670751578592663	NA	NA	0
cg18881269	0.885988848869547	GPR162;LEPREL2	12	6936267
cg18881501	NA	MAP2K3	17	21187376
cg18881723	0.0865018594469901	SLAMF1	1	160616870
cg18883209	0.905932310151511	PARVB	22	44394601
cg18884137	0.359964291872488	CHRNB1	17	7348490
cg18884741	0.95946981568754	RABGEF1	7	66204797
cg18885299	NA	MBD3L1	19	8952874
cg18885346	0.288929333949957	PKHD1	6	51953114
cg18885999	NA	CMPK1	1	47799311
cg18886444	0.354583078631669	USP4	3	49378032
cg18887228	0.904470623186789	PHF3	6	64356606
cg18888403	0.938813912937856	HMGCL	1	24152774
cg18888520	0.515856613870516	ZSCAN18	19	58609806
cg18888595	0.0368836943834807	OTUD6B	8	92082609
cg18891387	0.0500447795905859	NDUFA11;VMAC	19	5903977
cg18891404	0.0131513117414043	ZC3H12A	1	37940488
cg18894878	0.586197109180737	MAEL	1	166958221
cg18895155	0.0177202700080125	ZNF498	7	99214691
cg18895413	0.0186285583707623	ALDH4A1	1	19228616
cg18895813	0.0351113535681744	ADAMTS5	21	28339705
cg18895972	0.0985603857849146	NA	NA	0
cg18896539	0.0108654729740367	KAT5	11	65479495
cg18896687	0.0163342629112956	MAFK	7	1571125
cg18901940	0.851498605338162	MYPN	10	69869364
cg18901980	0.850418590891361	KRT25	17	38911540
cg18902090	0.302987506604481	PCDHA7;PCDHA12;PCDHA6;PCDHAC1;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHA3	5	140306249
cg18902203	0.953451442083297	TFDP1	13	114237578
cg18904346	0.259926540272149	LHX2	9	126773656
cg18905252	0.633915198913739	NA	NA	0
cg18905952	0.0499016504579742	NRBP1	2	27651203
cg18906795	0.0721330399007139	RANBP6	9	6015507
cg18907029	0.0133691984427441	SYNGR2	17	76165253
cg18908499	0.211332574980046	C1orf150	1	247712237
cg18909638	0.514412297504844	MIPOL1	14	37666810
cg18910313	0.704166076919439	PPAN-P2RY11;P2RY11	19	10222409
cg18912933	0.732261042905285	NA	NA	0
cg18913171	NA	SLAMF9	1	159925416
cg18913951	0.962579313884844	TMEM45B	11	129685362
cg18915143	0.955458286063626	PDE6A	5	149323959
cg18915211	0.0556817143048341	PPHLN1;ZCRB1	12	42721010
cg18915437	0.0102882398949899	USP15	12	62654245
cg18917378	0.283841741408034	BCAS1	20	52687007
cg18919097	0.61566635824497	C3orf57	3	161090798
cg18920397	NA	LY9	1	160765805
cg18920846	0.895917072254978	ASCL3	11	8964505
cg18923230	0.454788856155119	RPL10	X	153626413
cg18925548	0.0225445169588711	MDK	11	46402535
cg18925884	0.0322511367334832		3	57204229
cg18928687	0.00981444819502784	DCUN1D5	11	102962862
cg18930892	0.716882448698803	RHOXF1	X	119250427
cg18931421	0.0347952981330431	MRTO4;KIAA0090	1	19577814
cg18931750	NA	ACTL9	19	8809345
cg18931815	0.650230191771067	COL8A2	1	36565772
cg18931888	NA	A4GNT	3	137851874
cg18931895	0.0179594016155637	ILKAP	2	239112214
cg18932540	0.0121808320430017	STAG1	3	136471803
cg18934103	0.0199821154624316	SLC35F2	11	107729434
cg18934187	0.875884818286205	STARD6	18	51882189
cg18936744	0.0385545254593718	AK7	14	96858458
cg18937321	0.0237319126445598	SLC6A9	1	44497024
cg18938150	0.0179366513559317	LSM12	17	42144162
cg18938204	0.326663465219286	EMILIN3	20	39994857
cg18939260	0.941324529287136	MTSS1	8	125741346
cg18940763	0.10998133631167	XBP1	22	29197846
cg18942631	0.626151897126035	CASQ2	1	116311341
cg18943195	0.166181322703426	NA	NA	0
cg18943383	0.113571538082232	HIST1H3H	6	27777858
cg18943599	0.0158730205489612	SSTR2	17	71160892
cg18946226	0.495607258040052	MYO16	13	109248503
cg18946802	0.0321561021482741	LSM3;XPC	3	14220310
cg18947521	0.0149357447221429	H3F3A;LOC440926	1	226250437
cg18950617	0.0140044163258285	HMHA1	19	1066959
cg18951427	0.87432141284707	NA	NA	0
cg18952560	0.530622024598635	NA	NA	0
cg18952647	0.667302805461041	BNC1	15	83953744
cg18953280	0.0535888404934267	TBC1D19	4	26585505
cg18954434	0.0101653003234997	CN5H6.4;GTSE1	22	46692881
cg18956095	0.0718416025964947	ZHX1	8	124287111
cg18956369	0.0106518335023754	NA	NA	0
cg18956481	0.223695282186941	CYP24A1	20	52790139
cg18958531	0.0375377287848885	PLIN3	19	4868079
cg18958584	0.0135036119910302	SHMT1	17	18266764
cg18959422	0.633731502457123	MYBPH	1	203145364
cg18959478	0.0598601642621444	PRKCDBP	11	6341349
cg18960218	0.702324253923848	SLC7A7	14	23285365
cg18962105	0.0401136755732452	RBM4B	11	66444806
cg18963171	0.36322911126626	C21orf121	21	43442940
cg18963330	0.0242630254392446	OAF	11	120081890
cg18963390	0.0401167005350383	CNBP	3	128902676
cg18963800	0.159786851651572	HSD17B7P2	10	38644991
cg18964732	0.246106304923238	TMCO1	1	165737775
cg18966791	0.106159031847955	NA	NA	0
cg18967533	0.373377933686368	KLK6	19	51472725
cg18967846	0.0630669530305469	CLDN12	7	90032535
cg18971054	0.922640860583813	MGAM	7	141695759
cg18971671	0.652133507249819	TULP2	19	49401721
cg18972811	0.432400355941848	SLIT2	4	20254736
cg18973389	0.0448415082388005	NUP35	2	183988960
cg18977436	0.0983218611137663	FGF14	13	103054076
cg18978324	0.0149296869985999	RABGGTA	14	24740937
cg18979223	0.80374584247991	NA	NA	0
cg18979491	NA	LBP	20	36974445
cg18979762	0.879705544660044	EGLN1	1	231560395
cg18979819	0.056248228152193	LMLN;IQCG	3	197686766
cg18982568	0.350135049405522	KRT77	12	53097169
cg18983672	0.895579530411594	FOXE3	1	47881256
cg18984151	NA	C3orf75	3	47555476
cg18984499	0.0210942096378088	RPL26	17	8286166
cg18986165	0.449077472537797	SIGLEC12	19	52005990
cg18986273	0.0879078171217858	FAM53C	5	137673771
cg18986332	0.00653390243834514	CLASP2	3	33759647
cg18986713	0.0153455862173989	LEPROTL1	8	29953064
cg18986964	0.139100358018044	ABL1	9	133589320
cg18987220	NA	RAB32	6	146864247
cg18988110	0.167428946189581	PRR15L	17	46035343
cg18988395	0.188523223900799	NA	NA	0
cg18989919	0.941260923234103	C3orf36	3	133648584
cg18992201	0.654844688141936	DPPA2	3	109035381
cg18992688	0.145751942521105	AVPR1B	1	206223241
cg18993334	0.068410937830392	CCT3;C1orf182	1	156307348
cg18994063	0.460196474629332	TIMD4	5	156389699
cg18995088	0.586238511155142	CXCL14	5	134914734
cg18996334	0.022879729178927	CATSPERG	19	38826282
cg18996776	0.0430381855254488	KPNA4	3	160284003
cg18997129	0.26876982623515	EPHA1	7	143105850
cg18997662	0.0441048606679028	ZNF441	19	11877947
cg18997990	0.0374104012112517	SERF2	15	44084145
cg18999668	NA	SLC28A3	9	86983400
cg19000186	NA	CNGA1	4	47956011
cg19001226	0.271455325640549	HOXD1	2	177053345
cg19001490	0.0584508534002651	NA	NA	0
cg19001794	0.0164778397828334	HIC1	17	1958162
cg19002579	0.233904083613234	SMPX	X	21776218
cg19005210	0.609078013179118	TREML2	6	41168960
cg19005368	0.0790732600872923	PRRG4	11	32851950
cg19006008	0.46385466580899	F2RL3	19	16999768
cg19007602	0.0219938484192443	SOCS2	12	93963603
cg19007731	0.406185986055457	RUNX1T1	8	93107394
cg19008097	0.241892625158699	CD14	5	140012986
cg19008649	0.0425017718357896	IGFBP5	2	217560292
cg19008809	0.0212803433835468	SFMBT1	3	53080682
cg19009921	0.0760711696664559	RAB34;SNORD42B;RPL23A	17	27046661
cg19011603	0.348596182740395	UPRT	X	74494066
cg19012475	0.0177578673455006	TOPORS	9	32552486
cg19014419	0.201264892279691	ZNF300	5	150284504
cg19016517	0.0509872678286756	TMEM147	19	36036881
cg19017177	NA	SYT3	19	51141227
cg19017193	0.0198800311200265	VEZF1	17	56066027
cg19017420	0.106992075466896	ARL2	11	64781299
cg19018097	0.41057356243093	SNX32	11	65601328
cg19019972	0.0209424030546624	MRPL37;CYB5RL	1	54665937
cg19020694	0.0339425360606123	GPN3;C12orf24	12	110906055
cg19021732	0.0462009398354164	C15orf29	15	34502525
cg19023700	0.0417498264598827	MKLN1	7	131012349
cg19025034	0.918077417980012	FUT2	19	49198900
cg19025723	0.0225041932264824	ATPIF1	1	28562708
cg19026260	0.412977356051841	CNIH2	11	66045351
cg19026306	0.0789904141864877	KIAA1539	9	35116525
cg19027571	0.0305586289887317	CHFR	12	133463885
cg19028160	0.011467609755195	HDAC4	2	240322010
cg19028369	0.0458851014160971	C3orf19	3	14693598
cg19028804	0.0444076244158008	TMEM183A;TMEM183B	1	202976344
cg19029220	0.0577638732132434	UGP2	2	64067822
cg19029454	0.0162335990393844	RBPJ	4	26321352
cg19030554	0.166627399171531	NME3;MRPS34;EME2	16	1822289
cg19032144	0.0212122412772746	RPL31	2	101619151
cg19033555	NA	DEFB1	8	6736385
cg19034028	0.911063785331252	CDH3	16	68677364
cg19035457	0.14245167703517	TMEM165	4	56262833
cg19035993	0.970983409734391	C22orf30	22	32108701
cg19037167	0.245361919299657	TLR2	4	154606177
cg19038228	0.0173083949937054	NDUFV1	11	67373977
cg19038540	0.0944551337927321	S1PR1	1	101701364
cg19042062	0.0896601164784468	KCNJ2	17	68164784
cg19042947	NA	SERPINA4	14	95027441
cg19042950	0.0951352287969107	IGF2BP3	7	23509770
cg19044630	0.0219361775336766	PRUNE2	9	79521532
cg19044674	0.0464070622116681	LEPRE1;C1orf50	1	43232628
cg19046959	0.0687701010327571	COL8A2	1	36565856
cg19047670	0.655806669880372	CCND1	11	69461451
cg19049316	0.0755542145722991	FHIT	3	61237063
cg19051578	0.0106369848633667	DEPDC1B	5	59996328
cg19055231	NA	STAC	3	36422397
cg19055458	0.0374721268879569	MYLIP	6	16128933
cg19055639	0.488413692166665	ARMCX2	X	100914138
cg19056418	0.878368087692558	TMC8;TMC6	17	76127217
cg19058629	0.184576481681302	NA	NA	0
cg19058765	0.33366539148242	APOH	17	64226103
cg19061982	0.0215139215720654	POLR1B	2	113299409
cg19062098	0.0223069695956449	HNRNPA2B1	7	26239440
cg19062189	0.678469404701284	TMSB15A	X	101771625
cg19063397	0.176743746851379	POLD1	19	50887127
cg19063972	0.50323165614261	SOX21	13	95364908
cg19064258	0.364608247655287	HS3ST2	16	22826117
cg19067730	0.538925418627168	CTSA;NEURL2	20	44518824
cg19070338	0.0211549887669085	ASNSD1	2	190526263
cg19070798	0.0148061265240475	ANKRD54;MIR658	22	38240558
cg19070873	0.060478101712844	C14orf132	14	96505448
cg19070899	NA	FAM160A2	11	6256665
cg19072037	0.0167479565593173	NAT10	11	34127281
cg19073614	0.0366329093199942	TBC1D17;AKT1S1	19	50380660
cg19075838	0.0228409471896423	EPS8	12	15941986
cg19078186	0.0265770553595174	CPNE3	8	87526527
cg19081759	0.0281543769972263	YWHAQ	2	9771089
cg19082446	0.0570449299967065	NA	NA	0
cg19088651	0.0849275673461003	BRCA1;NBR2	17	41277213
cg19091474	0.027149921607758	NEO1	15	73344252
cg19091641	0.569604024694658	ZP2	16	21223674
cg19093820	0.0578289561445997	GPR156	3	119963208
cg19094438	0.540545852832724	BCAR1	16	75286009
cg19096034	0.0318319424504	LRPAP1	4	3533527
cg19096475	0.113583443713007	ASAM	11	123066529
cg19096540	NA	CDKN2AIPNL	5	133748191
cg19098268	0.813788474468575	ZIM2;PEG3;MIMT1	19	57352269
cg19098314	0.0750882632126412	GOSR1	17	28804347
cg19098826	0.0149992930882227	BIRC6	2	32581711
cg19099213	0.431003344837542	SPP2	2	234958715
cg19099850	0.692793509827927	LGALS3	14	55595958
cg19100810	0.0197819991631273	RPL32;SNORA7A	3	12882968
cg19101893	NA	CCDC23;ERMAP	1	43283862
cg19102858	NA	COPS8	2	237993901
cg19103609	NA	PKN1	19	14543524
cg19103704	0.213058791605132	FCGBP	19	40440963
cg19104072	0.0109739833516483	B3GNT1	11	66114776
cg19105504	0.656679383463968	MS4A15	11	60524472
cg19105690	0.04196806296422	PLA2G15	16	68278969
cg19107595	0.63103173317828	PEG10;SGCE	7	94285642
cg19108718	0.04946511626978	RFESD	5	94982330
cg19108785	0.0183849548896305	CEP72	5	612011
cg19109050	0.728475007929908	OBSCN	1	228396098
cg19109431	0.806598081639305	NFKBIE	6	44234511
cg19110355	0.100744740305293	WWP2	16	69796693
cg19110523	0.0806586462629399	ADRB2	5	148206224
cg19110684	NA	HAVCR2	5	156536955
cg19111262	0.447933202519657	NA	NA	0
cg19112780	0.0278181788473197	PTPRU	1	29563147
cg19114595	0.472013930005106	DIRAS3	1	68515977
cg19118077	0.114788437085902	NA	NA	0
cg19118533	0.0251886311584328	TRAF3IP2	6	111927323
cg19118812	0.0514419701046427	ELMO1	7	37488438
cg19120125	0.759533313854977	TAS2R10	12	10978950
cg19120746	0.0981671679427922	TRIM45	1	117664515
cg19123107	0.0401392042001215	C9orf7	9	136324577
cg19123863	0.0290623674359049	JUNB	19	12902675
cg19124998	0.0367697805999862	GLTSCR2	19	48248730
cg19125323	0.0152626751492447	MIR636;SFRS2;MFSD11	17	74733470
cg19125606	0.879298837333064	AGT	1	230850299
cg19125999	NA	C1orf172	1	27287282
cg19128498	0.0507142017161185	FBXL5	4	15656874
cg19130550	0.143320469152818	OLFML2B	1	161994277
cg19132372	0.597771599358396	GPR1	2	207079152
cg19132701	0.00908354477246489	CHMP6	17	78965457
cg19133618	0.0200765484727243	CDKN2B;CDKN2BAS	9	22008970
cg19133883	NA	NSFL1C	20	1447874
cg19133903	0.0271434445256091	AVPI1	10	99446953
cg19135706	0.0622998972485416	RAB3C	5	57878390
cg19135761	0.62728097644452	WDR8	1	3567214
cg19135982	0.0469326024349475	SKP2;LMBRD2	5	36151277
cg19136075	0.830677372566646	NBL1	1	19968885
cg19136717	0.048819645978851	ARIH1	15	72766740
cg19138060	0.651451485269038	WDR13	X	48455227
cg19138960	0.538310867353608	CD93	20	23066947
cg19139277	0.0296610363008568	ZNF395	8	28243953
cg19139729	0.384134621855211	SULT2A1	19	48389562
cg19140639	0.381064293249565	NA	NA	0
cg19141563	0.0787756708668364	PPM1E	17	56833253
cg19144013	NA	PIR	X	15511746
cg19145398	0.27826577408563	FOXS1	20	30433673
cg19147390	0.453563214643386	UHRF1	19	4911058
cg19147570	0.0403371738404044	C2orf86;MDH1	2	63815760
cg19148051	0.0338580673058658	LRRC47	1	3713096
cg19149125	0.946196510379745	PROSC	8	37619350
cg19149454	0.0159217960429441	ADSL	22	40742374
cg19149785	0.808336631599087	KLK9;KLK8	19	51506273
cg19150884	0.0350476780531328	TSTA3	8	144699502
cg19154173	0.0135596567280913	TMEM116;ERP29	12	112451600
cg19154438	0.871720137696694	CKM	19	45825730
cg19155599	NA	PTGS2	1	186649153
cg19157069	0.0292723701893178	NA	NA	0
cg19157971	0.019172660687001	RABIF	1	202858393
cg19159162	0.0429099265459485	HSPA1B	6	31795573
cg19160878	0.967909222315315	GTF3C3	2	197665024
cg19161333	NA	EIF3K	19	39110397
cg19162106	0.615418267672531	GPC5	13	92050991
cg19162158	0.244095285648565	NRG1	8	32405427
cg19166347	0.0548092840729843	SFRP4	7	37955598
cg19166626	0.021314347477349	DNAJC3	13	96329925
cg19166875	0.0656188311437382	MYOF	10	95241944
cg19167673	0.0676601565134757	PDGFB	22	39640835
cg19168338	0.384333768430853	CORO7	16	4465731
cg19168631	0.0237166194740833	DAAM1	14	59655243
cg19170321	0.93810327709014	GANC;CAPN3	15	42640316
cg19172575	0.605035303936949	GATA4	8	11567721
cg19175383	0.016504778788307	JMJD4;SNAP47	1	227922838
cg19176447	0.441819541993739	NA	NA	0
cg19177941	0.503167713612549	ALDH1A3	15	101420185
cg19180541	0.93368425040396	NA	NA	0
cg19180828	0.481975822710768	RNF207	1	6265220
cg19182046	0.0723417941495565	FCF1;KIAA0317	14	75179862
cg19182048	0.0131418450307874	KLF13	15	31618604
cg19184518	0.014262334915989	FAM151B	5	79783902
cg19184963	0.0180981992794723	MAPK11	22	50708639
cg19185384	0.00986684915822215	LOC100190939;TPT1	13	45914939
cg19186356	0.40087372618384	ALDH2	12	112204327
cg19187185	0.092554903886525	RRAGD	6	90122497
cg19187486	0.0131031727351398	ARID3B	15	74833838
cg19188060	0.0822643297090857	PSMD2	3	184017239
cg19188612	0.855411193769639	CTHRC1	8	104384291
cg19189291	NA		17	10571935
cg19190714	0.0101551888049454	GMPR	6	16238941
cg19191401	0.0333963298432372	SRGAP1	12	64238538
cg19191883	0.0617520594963581	C19orf56;MORG1	19	12780323
cg19192120	0.0597058982292399	SSH3	11	67070517
cg19192316	0.959765665907922	SIRT1	10	69643020
cg19194454	0.136269913439513	NQO1	16	69760878
cg19194595	0.504931312923606	PHF16	X	46771884
cg19195724	0.503675507340536		15	25287297
cg19196182	0.0404615468649607	IKBIP;APAF1	12	99038046
cg19196684	0.851031079133191	SLC1A7	1	53608037
cg19201019	NA	B3GNT8	19	41935185
cg19201477	0.0211853283621353	XPO7	8	21776851
cg19202384	0.458075732537772	PYCR1	17	79894511
cg19203504	0.111380669306051	RPE	2	210867411
cg19205041	0.919621731054326	PHACTR2	6	143929511
cg19205533	0.299290466836909	RERG	12	15373987
cg19206010	0.369186115468676	LOC100133957;UXT	X	47518849
cg19206150	0.0584048669726009	SNF8	17	47022499
cg19207856	0.0401221968674311	PIGP;TTC3	21	38444952
cg19208681	0.78656441055046	TEX14;RAD51C	17	56769628
cg19208897	0.0546041489719085	TMEM129;TACC3	4	1723620
cg19210770	0.104197223778797	ACCN4	2	220379091
cg19211800	0.0251942627753632	MARCKS	6	114179013
cg19211827	0.0216631447088414	RNASE4;ANG	14	21152810
cg19213569	0.009390398436731	NA	NA	0
cg19215261	0.676684601484744	SLC25A2	5	140684150
cg19216044	0.970741811171172	DCST1;DCST2	1	155005184
cg19216731	0.830903801599313	CSRP3	11	19223635
cg19216839	0.012818527183387	FANCA	16	89882934
cg19217872	0.0740987946893896	ZNF187	6	28234843
cg19219366	0.0241701950141941	TRIM3	11	6495536
cg19219437	0.113987475088391	PCOLCE2	3	142607715
cg19219503	0.731395405050543	ANKRD30A	10	37414802
cg19219920	0.0267100570811431	FAM53B	10	126433331
cg19220586	0.0220521904676222	CREG1	1	167522470
cg19220754	0.00997904483739148	TNPO1	5	72112588
cg19220825	0.383712048507463	AQP5	12	50353951
cg19221044	0.0274557526849069	TAP2	6	32806167
cg19221369	0.0575537200147219	TAF13	1	109618856
cg19221959	0.0150674701088838	PPP1R9A	7	94537347
cg19222480	0.0195791723183049	UBE2C	20	44441446
cg19223616	0.556413435109332	CLCN5	X	49834454
cg19224164	0.398089777718948	GRK4;NOP14	4	2966384
cg19224278	0.437706330692589	ALDH1A3	15	101419017
cg19224837	0.024505358477078	GSC	14	95236615
cg19226099	0.315093858716531	MC3R	20	54824085
cg19226593	0.0382181095566351	DCTN2	12	57940444
cg19228118	0.117169699421378	CSMD2;C1orf94	1	34631324
cg19229809	0.02765008663816	ZNF267	16	31885194
cg19229991	0.512138045382641	RERGL	12	18242549
cg19230917	0.0119065041608643	C20orf24	20	35234226
cg19233472	0.65722436708037	FOXI1	5	169532752
cg19233923	0.298464103796032	OTUB1	11	63753598
cg19234089	0.940697737929088	SART1	11	65728168
cg19234509	0.0286897020868238	BCAS2	1	115124245
cg19235307	NA	IFT122;MBD4	3	129160154
cg19236727	0.525568278002191	NA	NA	0
cg19236745	0.0829845928194893	CSTF3	11	33182890
cg19237753	0.331686333046338	SIRPA	20	1876215
cg19237879	0.0945490777250589	SCUBE2	11	9113458
cg19238398	0.0695214660608313	DNAJC18	5	138775248
cg19238840	0.19114794294746	GP2	16	20339175
cg19239342	NA	REEP5	5	112258299
cg19240938	0.887895395918511	SLC22A18	11	2942036
cg19241311	0.268617190451907	DEFB123	20	30028893
cg19241744	0.355188620491452	SLC29A3	10	73078790
cg19242268	0.622994292097728	TCEA2	20	62688573
cg19243777	0.150154750695359	BHLHE41	12	26278767
cg19246110	0.314279327016129	ZNF671	19	58238928
cg19248557	0.440421839568609	HLA-DRA	6	32407838
cg19250891	0.844720452184287	ATP1A4	1	160121412
cg19250907	NA	CPA6	8	68659328
cg19252175	NA	DDX60	4	169240076
cg19252956	0.729760708476794	DOCK8	9	273072
cg19254235	NA	RB1	13	48895173
cg19254558	0.184571363077778	PARL	3	183602222
cg19255783	0.501005767814107	PLAC8	4	84035953
cg19255853	0.022192548702891	LOC93622	4	6675611
cg19256236	0.114229439264078	KCNH3	12	49932216
cg19257200	0.667407201066191	SOX10	22	38380983
cg19257550	0.776499891430924	CA9	9	35673909
cg19258882	0.185007671149036	ERBB3	12	56472805
cg19258973	0.527836554489491	NA	NA	0
cg19259146	0.045462189758311	RPS6KA1	1	26856420
cg19262019	0.0533397281853111	HNRNPM	19	8510039
cg19264123	0.0985365908923979	MOCOS	18	33767226
cg19264571	0.708343566367828	APCDD1	18	10454085
cg19267846	0.0179993107095573	PHOSPHO1	17	47307954
cg19273182	0.0252722126254704	PAPOLG	2	60983417
cg19275050	0.143370619332125	HAS2;HAS2AS	8	122653619
cg19278165	0.0234842120370142	RCAN1	21	35986624
cg19278780	0.921755423093352	NA	NA	0
cg19278809	0.0132067123757402	KIAA0232	4	6785080
cg19279346	0.290281866085702	LILRB2	19	54785518
cg19279529	0.0259522674405116	USF2	19	35760554
cg19280014	0.0263492174650329	MTX2	2	177134307
cg19280776	0.285972809704999	PAG1	8	82024586
cg19280968	0.587561725755413	PPP1R2	3	195270614
cg19282250	0.552792896423043	PRUNE2	9	79328522
cg19282452	NA		19	19855831
cg19282714	0.0193054101813393	PADI2	1	17445929
cg19282782	NA	IL27RA;RLN3	19	14141098
cg19283196	0.570018408742746	SLC10A4	4	48485233
cg19286604	0.138416662145716	FEZ1	11	125365138
cg19286986	0.0194453988929053	GPR162	12	6931017
cg19287114	0.0223706508275033	SLC44A1	9	108006611
cg19287277	0.0135606844410296	MEX3B	15	82337812
cg19288520	0.0128627681891702	SLC25A32;DCAF13	8	104427260
cg19289461	NA	SEPT1	16	30394812
cg19290962	0.372475399154014	TMC2	20	2517613
cg19292008	0.318561908426054	FOXE1	9	100615796
cg19292712	NA	SPAM1	7	123564194
cg19296958	0.923764247527464	RB1	13	48891270
cg19297232	0.841005672225427	SMPD3	16	68483021
cg19297688	NA	INSL4	9	5231360
cg19297823	NA	GCNT4	5	74327281
cg19298821	0.951213348030919	C5orf48	5	125967357
cg19301632	0.0618720434026913	OSBPL1A	18	21978109
cg19302283	NA	BTC	4	75720398
cg19304352	0.469294282113697	DEFA4	8	6796176
cg19304410	0.0133643225628377	CACHD1	1	64971188
cg19305227	0.876673534911851	SLC28A2	15	45544335
cg19306866	0.879442833417063		21	31970997
cg19306990	NA	MAPRE3	2	27192857
cg19307060	0.87111621132592	FAM10A4	13	50746150
cg19308222	0.578573342461031	EREG	4	75230391
cg19310430	0.361585171140704	C11orf45;KCNJ5	11	128775026
cg19311602	0.0256523493871525	IWS1	2	128284023
cg19311812	0.200288226433168	TAF7	5	140700259
cg19313758	0.157004476263101	FAU;MRPL49	11	64889193
cg19317638	0.148720054566152	SFRS16	19	45542562
cg19317715	0.759594830271315	AOC2	17	40996578
cg19318326	0.0208246138360957	KIAA1919	6	111580704
cg19318511	0.0480315585461971	C9orf30	9	103189158
cg19319069	0.217887141899806	UBE2H	7	129593010
cg19319490	0.0445436071221551	GUSB	7	65447113
cg19320612	0.663667830339428	SCN9A	2	167168190
cg19324027	0.0451042268021034	MRPL53	2	74699582
cg19324172	0.0331669527526336	PPID	4	159644759
cg19324313	0.790332929346813	PRDM2	1	14032204
cg19324627	0.85325866658847	APOA1	11	116708329
cg19324791	0.0253453444217781	CERCAM	9	131182496
cg19325985	0.396492317149919	HOXD13	2	176956761
cg19326876	0.0885628699926992	ATP10A	15	26107658
cg19327844	0.0166593731951638	APBB1	11	6440482
cg19328294	0.0334588493615605	PRSS22	16	2908554
cg19329389	0.0320758257348012	TRIP4	15	64680051
cg19329556	0.0183537817076904	METTL6;EAF1	3	15469027
cg19332303	0.0196913348747697	COMMD2	3	149469910
cg19332710	0.512381139526449	NA	NA	0
cg19335327	0.481794758082264	MIMT1;PEG3;ZIM2	19	57351642
cg19337279	0.884696721464209	MPL	1	43804317
cg19337295	0.0354768420216789	FAM48A	13	37633341
cg19339841	0.0161333921522615	CENPE	4	104119196
cg19339848	0.0584389713912202	MTO1	6	74170937
cg19342782	0.496620798435177	HHLA3;ANKRD13C	1	70821806
cg19343464	0.368068161000449	GRIA4	11	105481509
cg19345165	0.0133441678641468	NDUFS3;KBTBD4	11	47600677
cg19345602	0.277509463668767	PATE1	11	125615388
cg19346193	NA	BCCIP;UROS	10	127513190
cg19346899	0.351825056869243	NA	NA	0
cg19348001	0.0264001441625847	PFKFB4	3	48594472
cg19350340	0.203992726936401	ASPM	1	197115964
cg19351638	0.402999569903629	AVPR2	X	153170390
cg19352038	0.662585139666068	PAX3;CCDC140	2	223164869
cg19352977	0.0136880440076879	AZIN1	8	103876467
cg19353006	NA	TUSC3	8	15397237
cg19355190	0.429669609413777	EGR2	10	64575798
cg19355685	0.00560198776860705	ZFAND2B	2	220071637
cg19355919	0.0376470577088642	MRO	18	48346593
cg19356189	NA	KLK10	19	51524690
cg19356324	NA	PRMT7;SLC7A6OS	16	68345990
cg19357849	NA	ELAVL1	19	8071093
cg19357918	0.0350216788936443	STIP1	11	63953256
cg19358442	0.150692376447189	ALX4	11	44325687
cg19358493	0.332826511259946	EMX2;EMX2OS	10	119300942
cg19362572	0.148000461190157	SHC4	15	49256042
cg19363546	0.366693772773521	POU2F3	11	120110701
cg19364957	0.014186529923398	GTF3C2	2	27579796
cg19366178	0.960008375824403	MYO5C;GNB5	15	52484857
cg19367388	0.0148961135592205	UBE2R2	9	33816707
