Hybridization REF	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05
cg23446109	0.0503252084234426	PCCA	13	100740987
cg23447996	0.402805317643634	SYK	9	93564603
cg23448096	0.464992353045073	LYSMD4	15	100273505
cg23451311	0.0594723927558985	DMAP1	1	44679275
cg23452458	0.0509315393733035	OSBPL7	17	45899388
cg23455517	0.0282294453726479	BCAT2	19	49315679
cg23455614	0.0522519700851455	MRPS30	5	44808879
cg23455897	0.0153270900102145	KIF16B	20	16553861
cg23456306	0.0090130008689854	EFNA2	19	1286260
cg23456692	0.014346675678061	EDEM1	3	5229596
cg23458892	0.253397665002058	SIGLEC7	19	51645979
cg23459997	0.0114174938963748	JAGN1	3	9932426
cg23460697	0.823046224794144	UBN1	16	4902898
cg23462402	NA	VPS16;FAM113A	20	2822804
cg23464269	0.203164845361571	UGT1A10;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234637667
cg23470272	0.0279084582377131	TECR;MIR639	19	14640395
cg23471482	0.878720103750992	CCL22	16	57392198
cg23472215	0.0136005625236678	GSTM3	1	110282815
cg23473726	0.0293041122410812	ZNF324	19	58978569
cg23473849	0.0265791143987874	PPP2R5B	11	64692066
cg23473904	0.161181725996356	COL6A2	21	47517690
cg23475963	0.017887155982063	CALU	7	128379258
cg23476955	0.0197993359066657	AP1M1	19	16308634
cg23477967	0.343756864966454	TFPI	2	188419087
cg23478284	0.0146692252765294	PTPN13	4	87516007
cg23479658	NA	LIAS;RPL9	4	39460910
cg23480499	0.0203314282243945	METAP2	12	95867566
cg23481221	0.0163683657493225	TOMM34	20	43589229
cg23481748	NA	TOMM20L	14	58862503
cg23484278	0.0249423541135038	C15orf27	15	76351548
cg23486067	0.0133477283845439	PLSCR1	3	146262331
cg23487586	0.954780551539575		16	85315923
cg23488190	0.0199138650715204	POLR2J2	7	102312318
cg23489497	0.0116046773415227	GPN2	1	27216793
cg23490074	0.10867964599998	C19orf2	19	30433024
cg23491309	NA	UBE2L6	11	57335585
cg23492043	0.311827868569711	ASTN1	1	177134266
cg23493704	0.482354499742862	SLC10A3	X	153719780
cg23494853	0.0242167443582046	MMADHC	2	150443987
cg23495059	0.0192912602730686	RRAGC	1	39324743
cg23495733	0.439728726192214	CPNE8	12	39299132
cg23496260	0.106422655656057	BASP1;LOC285696	5	17218089
cg23499129	0.823603719488349	NA	NA	0
cg23499956	0.49414848259627	S100A16	1	153584920
cg23502772	0.390149507565123	MGC42105	5	43191975
cg23503501	0.0182402885402314	SMC1B;RIBC2	22	45809793
cg23504246	0.749544689869345	C15orf33;FGF7	15	49715342
cg23504707	0.92802557593664	PPM1A	14	60712563
cg23506842	0.724114916137593	PTPN7	1	202130920
cg23507131	0.226000041174089	DARC	1	159174156
cg23508052	0.0148611446712964	SCD	10	102106811
cg23508540	0.0173922285878052	CLSTN1	1	9884032
cg23508786	0.0594849088334538	IFNGR2	21	34775291
cg23509027	0.551659822308738	NA	NA	0
cg23509064	0.106628794661355	FN3KRP	17	80675235
cg23509869	0.25795448387115	LST1	6	31553441
cg23512028	NA	RBAK	7	5085596
cg23512958	0.0256951376530702	IL7	8	79717776
cg23513504	0.125953928256706	TRAPPC10	21	45432403
cg23513644	0.00965190844087073	MPHOSPH10;MCEE	2	71357140
cg23513690	0.0202229755062964	SH3RF2	5	145316101
cg23514672	0.873139071493896	TEKT5	16	10788644
cg23517548	0.0181939177771519	NFATC2IP	16	28962521
cg23517605	0.103210099862637	TUBB2B	6	3228365
cg23517664	0.0170459991310638	NA	NA	0
cg23517677	NA	POLR2G	11	62528272
cg23519022	0.915466306860995	CAPZB	1	19746204
cg23519969	NA	CCR8	3	39371797
cg23520347	0.042776659239242	RASSF5	1	206730839
cg23521069	0.0218660820534714	SIP1	14	39583513
cg23521281	0.0165953276853061	WDR75	2	190306491
cg23523368	0.197048082710697	AMPD1	1	115238494
cg23525180	0.0297464449940989	ID2	2	8821746
cg23526055	0.0440574975411471	TCEB1	8	74884794
cg23527067	0.790424792311364	PRH2;PRR4;PRH1	12	11082462
cg23528708	0.0308482399311413	CCDC90A	6	13814945
cg23529954	0.083491155322524	NA	NA	0
cg23530288	NA	PSMD13;SIRT3	11	236658
cg23530850	0.0222810277260074	KIAA0182	16	85647010
cg23533073	0.0141212084355967	FOXN3	14	89884062
cg23534142	0.899027178880027	ATF3	1	212739113
cg23536300	0.0232459402842413	PPP1R12A	12	80328522
cg23538064	0.240782542889197	C2;CFB	6	31913275
cg23538854	0.0288020726861292	IL7	8	79717627
cg23539753	0.185382015426017	SP100	2	231280698
cg23539966	0.011575555205262	RTN4	2	55277621
cg23540518	0.932080009056251	TRIM17	1	228604566
cg23540651	NA	GBP3	1	89490034
cg23540745	0.866357288934512	HIST1H4G	6	26247133
cg23543604	0.0133433442181235	TAF12	1	28969705
cg23545272	0.478251142127056	EFNB1	X	68049613
cg23546413	0.0108555457933389	NA	NA	0
cg23547073	0.651499406675132	ABCB6	2	220083306
cg23547429	0.212470749538295	SLC43A3	11	57195025
cg23548479	0.0146706041236096	CDKN1C	11	2906679
cg23548920	0.0135099993390749	ARRDC2	19	18112433
cg23552468	0.780956291885822	NA	NA	0
cg23555120	0.839246472408571	NUAK1	12	106533863
cg23557926	0.666890362694756	CFH	1	196620963
cg23558650	0.040216410565231	C2CD3;PPME1	11	73881918
cg23559331	0.583612207367345	KCNH4	17	40332958
cg23560113	0.0398429603065617	MXD1	2	70141289
cg23563234	0.527418657034107	PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB7;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5	5	140797286
cg23564033	0.0184203145723498	NA	NA	0
cg23566335	0.815641967675113	ADAM18	8	39442347
cg23566503	0.931979055453434	NNAT;BLCAP	20	36149750
cg23568913	0.00800345657327706	PES1	22	30987549
cg23570261	0.0222913745548094	IWS1	2	128284252
cg23571457	0.325664597206233	GPRASP1	X	101907558
cg23571857	0.796866852061542	XAF1	17	6658898
cg23574449	0.0262556127868924	E2F2	1	23857223
cg23575320	0.0255783465698853	FLVCR2	14	76044228
cg23576473	0.028530547491378	SLC35B1	17	47785586
cg23577242	0.950245597106623	MPPED2	11	30603015
cg23578193	0.0231765180564512	NA	NA	0
cg23579062	0.525658841021148	C9orf25;DNAI1	9	34457500
cg23580000	0.92742366899767	ADCY7	16	50322156
cg23580945	0.436627931082827		17	37186341
cg23581186	0.356374256942419	KRTAP21-2	21	32119309
cg23582408	0.0138416378049152	EEF1A2	20	62130111
cg23582919	NA	UBFD1;EARS2	16	23568380
cg23583739	0.0183921108201864	KDELR3	22	38863908
cg23585575	0.021885599997014	PPIF	10	81107083
cg23587449	0.0243325633396609	LRAT	4	155663689
cg23587532	0.490320156513482	CEND1;SLC25A22	11	790669
cg23588553	0.0350957065988862	SHMT2	12	57623699
cg23588759	0.8408182873325	NA	NA	0
cg23588893	0.0196543462111158	FUT11	10	75532169
cg23591853	0.08478283933516	IFT172	2	27712996
cg23591869	0.106285840927376	C11orf93;C11orf92	11	111170648
cg23594876	0.0184888321364187	BLCAP	20	36155925
cg23595927	NA	MYL5	4	671851
cg23596123	0.148883813705296	PCDHB6	5	140530222
cg23599056	0.951588894544628	ZMYND17	10	75194385
cg23599843	0.0792577841917758	JPH1	8	75234269
cg23602533	0.161757179442879	TTPA	8	63998164
cg23602684	0.0134609443619878	DCAF11	14	24584099
cg23606023	0.507454941027138	CBFA2T3	16	89042948
cg23606079	NA	CRISPLD2	16	84853871
cg23609672	0.89140585495776	MYBPH	1	203144862
cg23609821	0.0201995679395977	PNP	14	20937494
cg23610018	0.0113487361543018	VGLL4	3	11761460
cg23610820	0.439453498099798	PSG9	19	43774921
cg23610841	0.221566792019234	WRN;PURG	8	30891077
cg23612220	0.83739617491434	TNFAIP8L2	1	151129298
cg23613030	NA	GPR111	6	47653656
cg23613177	0.0214836557460692	PSTK	10	124739793
cg23613305	0.0157084537107556	KDSR	18	61034556
cg23613317	NA	LARP1	5	154092109
cg23614979	0.24281222664241	NAV2;LOC100126784	11	19734932
cg23615676	0.0437275873878052	KCNN2	5	113697632
cg23616377	0.0246451247697123	NA	NA	0
cg23616741	0.491693804144361	PGAM2	7	44105434
cg23617121	0.986658463381806	OSBPL5	11	3121460
cg23617760	NA	KLHL36	16	84681507
cg23618830	0.0391751107437963	ARHGEF12	11	120207780
cg23619829	0.0371981975189811	MTFR1	8	66556444
cg23620639	0.0272649158050958	COL13A1	10	71561211
cg23621115	0.399065573602583	NA	NA	0
cg23621689	0.976337185224647	C6orf25	6	31691685
cg23621817	0.110503970400503	CHRNA9	4	40337853
cg23623692	0.709350573927168	NA	NA	0
cg23625458	0.93962729303023	AKR7L	1	19600141
cg23626798	0.522470057391932	L3MBTL	20	42142494
cg23627134	0.330420417599673	ARHGAP15	2	143886375
cg23628240	0.0228825383354561	LCOR	10	98591602
cg23629183	0.0187942613469278	MINA	3	97691400
cg23629496	NA	LRRN4	20	6034446
cg23631636	NA	RPL37A	2	217363620
cg23632840	0.0162222187848303	C20orf94;MKKS	20	10414722
cg23637791	0.0695249473198253	ODF3L1	15	76016262
cg23637943	0.0161783622930744	PSMA5	1	109969159
cg23639989	0.0120592369474411	FAM105A	5	14581642
cg23640092	0.0438293418773442	ZNRF2	7	30323845
cg23640701	0.846428635598498	ACVRL1	12	52301634
cg23640903	0.0221959564883129	GFOD1;C6orf114	6	13487662
cg23641145	0.0379967721040384	PGR	11	101000566
cg23641264	0.940686597592924	JRK	8	143748641
cg23641267	0.855086016629155	LPXN	11	58343791
cg23641648	0.016248557266597	NA	NA	0
cg23642747	0.503899346321633	INA	10	105036645
cg23643330	0.0118704057190686	JAG1	20	10654420
cg23644127	0.0223320762126386	C8orf38	8	96037660
cg23644213	0.0290662650249116	PIGO	9	35096058
cg23645091	0.159362324053269	KRT5	12	52914409
cg23651356	0.427008708767158	RGS17	6	153452954
cg23651728	0.566951195748201	BFSP1	20	17511410
cg23652526	0.0231734737348008	HNRNPUL1	19	41768502
cg23652631	0.0430838565233646	NA	NA	0
cg23652939	0.015997584664199	TMEM222	1	27649000
cg23653008	0.0233572093104072	CHFR	12	133464419
cg23653187	0.0367971219544866	PNPLA3	22	44319257
cg23653712	0.0267793803058504	SGCB	4	52904379
cg23654219	0.66944271648966	TCF19	6	31127527
cg23654545	0.0223398467233559	PRR3;GNL1	6	30525120
cg23654549	0.0111612018567397	NA	NA	0
cg23655719	NA	CCL19	9	34692578
cg23656380	0.0168705038941941	ADRM1	20	60877581
cg23656386	0.430634539478054	SLC12A4	16	68003240
cg23657252	0.0318060739298214	BMP2K	4	79697583
cg23657409	0.0491928731996327	PLCB1	20	8112754
cg23659398	0.0522155587910571	NA	NA	0
cg23660082	0.609599475252822	NA	NA	0
cg23660191	0.0231276577321551	ZNF688	16	30582942
cg23660999	0.0140793390704446	PDDC1	11	777775
cg23661676	0.677989868811899		19	35861862
cg23662675	0.0134202231511044	ZMYND8	20	45985596
cg23663332	0.742576899927486	MAK16	8	33341954
cg23663476	0.801697925432408	LAT	16	28996449
cg23663653	0.4863830271311	NA	NA	0
cg23665568	NA	BCL10	1	85745053
cg23665603	0.137789131129268	SEC14L2	22	30792674
cg23667407	0.0185454632206343	RNF181	2	85822980
cg23667432	0.164438208598704	ALPP	2	233244439
cg23667933	0.0178020670767395	FXN	9	71650719
cg23668257	0.0294020395127731	ZKSCAN5	7	99102081
cg23668631	0.476855527807987	CAMKK1	17	3796936
cg23670203	0.873933969515279	STK38	6	36515856
cg23671708	0.803393848932396	TMEM88	17	7758291
cg23673107	0.129993505211112	ZNF491	19	11908712
cg23674788	0.802383327719644	KRT32	17	39623313
cg23674882	0.715700424862344	LOXL3	2	74780272
cg23679085	0.0142079022190187	AP2M1	3	183892773
cg23679141	0.0292165186540787	MARCH1;ANP32C	4	165118930
cg23679724	0.758322815222704	CTSZ	20	57581478
cg23680518	0.449245549647204	SBSN	19	36020232
cg23680936	0.0155238598300428	ADO	10	64564801
cg23681213	0.0278994211327293	PNMA1	14	74180391
cg23681243	0.0134532071051288	UBE3A	15	25684088
cg23683201	0.795686241692425	SLC22A9	11	63137152
cg23684521	0.416870805761664	NPTN	15	73926058
cg23685580	0.93951450848689	CATSPER2	15	43940867
cg23686014	0.148842917886471	TFPI2	7	93519924
cg23687186	0.0516227770522127	IPO9	1	201798214
cg23687319	0.0496626481074327	GGPS1;ARID4B	1	235492074
cg23687960	0.0149663524098191	GGH	8	63951868
cg23689916	0.0575341628987891	SUGT1P1;BAG1;CHMP5	9	33263879
cg23690380	0.0382124502603427	PRMT5	14	23398654
cg23692497	0.0268810151742457	INTS4	11	77706182
cg23693510	0.201515434939756	NA	NA	0
cg23694248	0.0681532633055172	PTPRR	12	71314315
cg23695504	0.128323014945908	C1orf229	1	247275344
cg23696618	0.13820842825581	SERPINB10	18	61583699
cg23696712	0.336663035020881	KRT79	12	53228141
cg23696834	0.0256493065060048	GNMT	6	42928345
cg23696886	0.0421651933086175	PDLIM2	8	22437193
cg23696949	0.195222280107745	LAMC2	1	183155644
cg23698058	0.764771258093142	PRKACB	1	84544097
cg23698287	NA	HDAC1	1	32758300
cg23698956	0.427645128903409	FAM3A	X	153744915
cg23698969	0.96863798557525	SLC22A18	11	2931165
cg23699324	0.111519699122524	CTNNA2	2	79740308
cg23700778	0.0150031036785538	KIAA0895	7	36406715
cg23702568	0.0238461604184371	WAPAL	10	88281502
cg23704082	0.0147453071950854	TRIM59	3	160167518
cg23704362	0.740943004880921	C8orf46	8	67405742
cg23704703	NA	LCA5L	21	40816035
cg23705973	0.0437489280413672	HIST1H1D	6	26235061
cg23706211	0.0545127053027759	CELSR2	1	109792854
cg23706422	0.148156682493357	PAPSS2	10	89420014
cg23707493	0.0240461059132639	TNKS2	10	93557971
cg23707905	0.893255057942927	RNPC3;AMY2B	1	104096621
cg23709121	0.0110308500052093	C14orf149;JKAMP	14	59951523
cg23709838	0.138097037339756	SLC35A2	X	48768883
cg23710218	0.543299239084031	MSC	8	72756656
cg23713520	0.775846991115306	PLLP	16	57318087
cg23713742	0.889661718763557	SPAG4	20	34202721
cg23717696	0.53208078437426	ITGB1BP2;BCYRN1	X	70521196
cg23719124	0.901729199793477	GSTM5	1	110254919
cg23719367	0.817590451589787	LONRF1	8	12594834
cg23721140	0.0221065252841889	ZNF514	2	95825033
cg23722792	0.8143178939183	SCN4A	17	62050468
cg23723933	0.0336291402990662	AKAP9	7	91569823
cg23724447	0.0775935766175931	BUB3	10	124913897
cg23727043	NA	ADAMTS7	15	79104124
cg23727583	0.019509858885509	FDXR	17	72869061
cg23731764	0.0127854034653379	EXOSC10	1	11159769
cg23732024	0.83559416275125	LY96	8	74903801
cg23732182	0.297191371907949	C21orf84	21	44898090
cg23733753	0.0688456830970932	CYP46A1	14	100151063
cg23735442	0.0198333123030865	SMG7	1	183441292
cg23736819	0.0481181386137909	NA	NA	0
cg23737055	0.130570891483082	ANKRD46	8	101572127
cg23737768	NA	KRT24	17	38860097
cg23738770	0.0230483698388241	NFKB2	10	104154605
cg23739036	0.0114835584139595	PEX10	1	2343736
cg23739862	0.30462024983786	PRMT8	12	3600666
cg23740844	0.0386666302258672	ATP5L	11	118272104
cg23741330	0.624645559190577	FAM26E;BET3L	6	116832940
cg23743114	0.807914486114624	CCL15;CCL14-CCL15	17	34328396
cg23743472	0.236661284552852	NA	NA	0
cg23744433	NA	MIER1;WDR78	1	67390759
cg23746359	0.521306522957434	FAM19A3	1	113261764
cg23748737	0.475304989573698	SCARF2	22	20791733
cg23749046	0.823508917655425	GPR61	1	110082924
cg23749163	0.0164399440890985	KIAA1737	14	77563968
cg23749760	0.0955678390858336	ZNF467	7	149471044
cg23750142	NA	CA8	8	61193876
cg23750556	0.29642550271572	SRPX	X	38079717
cg23751724	0.0525007884297419	MACROD2	20	13976403
cg23751922	0.0299181319393861	CREG1	1	167523443
cg23752923	0.0127784474913156	MCOLN3	1	85513892
cg23752985	0.538860588349255	VAMP8	2	85803571
cg23753610	0.292977515300019	DNAH17	17	76567830
cg23756219	0.514819050729384	DRP2	X	100475124
cg23756272	0.854328109347058	BCL2	18	60904418
cg23758485	0.0681507865664879	SMPD3	16	68482202
cg23759214	0.0620794122466729	MRE11A;ANKRD49	11	94226925
cg23759710	0.73312523045758	OXER1	2	42990957
cg23760945	0.917113046740281	ELOF1	19	11665140
cg23761196	0.111919500081766	CNOT1	16	58664510
cg23761264	0.0115101283528869	PLCG1	20	39766409
cg23762517	0.0839893885531509	HIVEP3	1	42384310
cg23764381	0.0314588433951269	ATRNL1	10	116852687
cg23765993	0.441000541146866	SPINLW1	20	44176029
cg23767977	0.27539418828425	KRT71	12	52947465
cg23769143	0.571316699591124	SYN2;TIMP4	3	12200667
cg23771603	0.165472202438523	MYO3A	10	26223310
cg23771661	0.388263872933886	B3GNT3	19	17905332
cg23771929	0.145168548261064	FREQ	9	132934195
cg23772500	0.0238284082323629	PSMD3	17	38137489
cg23772557	0.0145216058011806	USP16	21	30397240
cg23773532	0.902192174494446	GPRC5D	12	13103216
cg23776012	0.279228311150047	KRT222	17	38821403
cg23776217	0.0242284721426705	KIAA1328;C18orf10	18	34409391
cg23776892	NA	MAGEA1	X	152485938
cg23777956	0.304606599774304	CREB3L3	19	4153671
cg23779106	0.00840324892241848	DUSP12	1	161719820
cg23779331	0.0357129316944038	ARRB2	17	4614312
cg23780937	0.0186655886615092	GGCT	7	30544484
cg23780947	0.648296702797591	TMEM48	1	54304852
cg23786576	NA	ATPAF1	1	47133596
cg23788167	0.0276701305934116	ZFAND5	9	74979561
cg23790767	0.0109697707273392	ELL3	15	44069451
cg23792364	0.051904187371623	C19orf6	19	1021362
cg23792978	NA	PDE2A	11	72385698
cg23795623	0.0157543227110364	CARKD	13	111268031
cg23796040	NA	EFR3A	8	132952251
cg23797100	0.757760994772565	LAT	16	28996053
cg23799276	0.0497988660355853	NUP210	3	13461652
cg23799313	0.100785413358837	PAQR7	1	26198360
cg23801057	NA	P2RX7	12	121569969
cg23806715	0.0175250435151428	H3F3B	17	73775811
cg23807009	0.0203631377143782	MDM4	1	204485655
cg23807559	0.0100353506544805	COG1	17	71189217
cg23807646	0.682619007028147	SLC26A8	6	35992685
cg23808301	0.0243642656652497	PLD2	17	4710015
cg23812886	0.231224434935353	SSX5	X	48056290
cg23813257	0.207611472747283	IL32	16	3115286
cg23813564	0.559202537523474	MAGEC2	X	141293020
cg23815000	0.208533312731333	LCN1	9	138413012
cg23815306	0.630012892732014	NA	NA	0
cg23815491	0.321791021491176	HP	16	72088622
cg23815845	0.0269406248445674	NA	NA	0
cg23816572	0.0115800808294991	CEP68	2	65283421
cg23817637	0.442159489067914	CLRN3	10	129691429
cg23818978	0.192919323176468	AMICA1	11	118083239
cg23820285	0.0084461136384895	PIP4K2A	10	23003250
cg23822915	0.0985541749687606	CYB5R4	6	84569161
cg23824713	0.605384691936712	SERPINB5	18	61157738
cg23824815	0.0193445055252281	ZNF333	19	14800772
cg23827867	0.0207981488658904	SOX12	20	306044
cg23828212	0.0166962845951392	MAN1A2	1	117910371
cg23828595	0.0167552023698677	PRKG1	10	52833610
cg23829949	0.271432264876316	ZNF238	1	244214679
cg23830037	0.0202432410982768	DRG2	17	17991318
cg23830326	0.0198456448285079	ZC3H18	16	88637332
cg23830611	0.0184567139871596	NA	NA	0
cg23832061	0.0128025270598889	PPIL6;SMPD2	6	109761667
cg23833452	0.125387427041481	RAB32	6	146864752
cg23833896	NA	CLN8	8	1711046
cg23834593	0.667478656646569	HNF4A	20	42983920
cg23835812	0.0256298251080339	CHMP2B	3	87276149
cg23836174	NA	VPREB3	22	24097035
cg23837897	0.0309834956417604	COX11;STXBP4	17	53046270
cg23838179	0.0108071400129638	ZNF592	15	85291191
cg23838531	0.0289634423628663	TTC19;ZSWIM7	17	15902837
cg23839398	0.859484644620764	KLHDC4	16	87800492
cg23839680	NA	CCT6A;PSPH	7	56118238
cg23841186	0.830451534084368	IGFBP6	12	53492662
cg23843505	0.766984010122265	MYBL2	20	42295420
cg23843812	0.132687556491835	C8orf86	8	38385977
cg23844090	0.0400013156558277	TMEM42	3	44903617
cg23845507	0.0165232018378173	CDC7	1	91966731
cg23845773	0.0177442796137784	TAF10	11	6633739
cg23850212	0.358860456109169	ZFP28	19	57049857
cg23850272	0.0346252160393964	ZFP112	19	44861241
cg23850377	0.0266172036773481	LAPTM4A	2	20251576
cg23851011	0.362657038397708	S100A16	1	153585915
cg23854009	0.0420003598348812	ZNF530	19	58111128
cg23854921	0.0114463903323499	AFTPH	2	64751325
cg23855093	0.81667333269021	GPR128	3	100328713
cg23855121	NA	TLR10	4	38784938
cg23855392	NA	MTHFS	15	80189782
cg23855566	0.0293666535972625	FAM73A	1	78245236
cg23855818	0.469857388566497	SLC41A2	12	105323396
cg23855989	0.880458717141553	AQP5	12	50355821
cg23857226	0.738230895468792	NA	NA	0
cg23858074	0.0153980393042695	C6orf167;MIR548H3	6	97730720
cg23858360	0.0916315741306766	TSPAN14	10	82213490
cg23858565	0.0249593961789741	CTCF	16	67595703
cg23859078	0.0128413456239914	C7orf30	7	23339092
cg23861715	0.608219169474617	CDC14B	9	99382235
cg23862908	0.0157419865622955	C8orf37	8	96281399
cg23863670	0.617672841561223	CCL28	5	43411929
cg23864823	0.02514867360534	OAZ3;MRPL9	1	151736255
cg23865067	0.0279998039030986	ARPP19	15	52860622
cg23865698	0.367835523272455	WFDC1	16	84327808
cg23866755	0.0298663581875965	CNP	17	40119337
cg23867494	NA	TNFRSF4	1	1150322
cg23867624	0.0130037335210961	FOXC1	6	1610197
cg23868119	0.111520571972301	PTPLA	10	17659726
cg23871659	0.697343086262987	NA	NA	0
cg23871933	0.0178298137011775	GINS2	16	85722399
cg23873703	0.96841594232512	KCNAB1	3	155838625
cg23874078	0.0373217093699462	CEPT1;DRAM2	1	111682148
cg23877385	0.637419937479315	GCNT3	15	59908652
cg23877786	0.0359875501770305	RPL13;SNORD68	16	89626662
cg23877831	0.0336729070274044	NCAPD2;MRPL51	12	6603428
cg23878206	0.777091023661906	NUP62;ATF5;IL4I1	19	50431425
cg23879147	0.0411299367483396	CCDC109A	10	74451659
cg23881601	0.00754801723855794	C1orf66;ISG20L2	1	156698494
cg23881725	0.882863679179621	DLEC1	3	38080642
cg23881971	0.0474504965048523	ZNF10	12	133706422
cg23882824	0.0147362652022264	SON;GART	21	34914632
cg23886551	0.0194777393758417	TMEM121	14	105992619
cg23886755	0.945960845309163	PHC2	1	33841166
cg23887102	0.255935661601645	TAAR6	6	132891034
cg23887396	0.728669693006884	SARM1	17	26699551
cg23888423	0.0628141888943718	SEPT2;HDLBP	2	242254170
cg23889010	0.107579783680377	SLPI	20	43882990
cg23889021	0.0331474020528872	CTDSP1	2	219264573
cg23889093	0.0572324418912208	EIF1	17	39844656
cg23889771	0.0171368843797036	ITGB1BP1;CPSF3	2	9563077
cg23894003	0.852273567137445	FBRS	16	30676444
cg23894058	0.660949961306482	KLK12	19	51537828
cg23894539	0.0168138413098826	STARD3	17	37793518
cg23896056	0.0357910278548966	LIN54	4	83932170
cg23896545	0.681523918838262	NA	NA	0
cg23897067	0.0131816061112718	TMEM203;NDOR1	9	140100305
cg23898073	0.017501819304533	GFRA1	10	118032948
cg23900225	0.280226682400163	GJD4	10	35894222
cg23901896	0.904920112680319		1	201976446
cg23902550	0.493601421420531	EEF1D;TIGD5	8	144681106
cg23904249	0.923416985721389	CCDC86	11	60608951
cg23905308	0.0332428888580614	PER2	2	239196947
cg23906144	0.0202101686394844	OVCA2;DPH1	17	1945509
cg23906291	0.0250167971326464	PGAP3;ERBB2	17	37844223
cg23906760	0.0219453992029303	UBL5	19	9938028
cg23909343	0.0670290524309532	PPP2R5A	1	212457915
cg23909633	NA	IL24	1	207070539
cg23910243	0.898108560781798	TGFB1I1	16	31484618
cg23910835	0.0530336189978071	SFRP2	4	154710900
cg23911465	0.0434602737147443	EIF2B2	14	75469330
cg23911972	0.0107816266162848	C12orf44	12	52464081
cg23912721	0.0219148252876077	HACL1;BTD	3	15642893
cg23912823	0.0230716129515037	NAB2	12	57481903
cg23913400	0.0148240342663244	ITGB4	17	73717552
cg23915008	0.0209707210693172	RPS16	19	39926328
cg23915111	0.105851153664324	KIF14	1	200589553
cg23916158	0.023549340607263	MYBBP1A	17	4458473
cg23916751	0.0278091074558951	PKD2	4	88929263
cg23916845	0.0211494118329277	DFNB31	9	117268172
cg23916948	0.0101483122772242	RAG1AP1	1	155108399
cg23917399	0.842623474149368	TNFAIP8	5	118691751
cg23918047	0.0269443287440606	ARHGDIA	17	79828356
cg23918676	0.119089403840574	C1D	2	68290497
cg23919568	0.024150167227361	FAM32A	19	16296265
cg23919867	0.512121437339775	NA	NA	0
cg23920441	0.232001497546549	ATP1A3	19	42497879
cg23920917	0.0496086605530353	CPSF6	12	69633052
cg23921534	0.705379495136387	POU3F4	X	82763247
cg23921699	0.0103175306534087	CACNB3	12	49212561
cg23922081	0.0419258031192432	SOX12	20	306359
cg23922454	0.053620694446668	LHX5	12	113910545
cg23922708	0.0326037468445085	PARD6G	18	78005180
cg23922914	0.0139741650193745	TGDS	13	95248439
cg23923462	0.0242378188808887	PGAM1	10	99186006
cg23926526	0.0291996718627009	MDM1	12	68726610
cg23926715	0.0709829207150303	ZC4H2	X	64196278
cg23927367	0.0226008374365355	THYN1;ACAD8	11	134122802
cg23933345	0.0253274240811819	DCLRE1B;AP4B1	1	114447334
cg23934633	0.978186962055537	RNF113B;FARP1	13	98830146
cg23935746	0.0280014818069117	CCNB1	5	68463041
cg23936476	0.597125684623018	BEX1	X	102319120
cg23937047	0.448099257177943	NA	NA	0
cg23938476	0.0122967504312259	C6orf136	6	30615339
cg23940655	0.0182254481302077	C14orf43	14	74227020
cg23941599	0.0436252271703411	FEM1C	5	114880796
cg23943360	0.0204209076887771	LDLR	19	11200146
cg23943801	0.00928441565640219	RAB21	12	72149029
cg23947872	0.538758232777708	MTMR1	X	149862363
cg23948756	0.0251178312371156	KLC1	14	104095636
cg23948874	0.0140502858990159	EIF4G2	11	10830481
cg23950724	0.319800681301094	SYT10	12	33593177
cg23953133	0.0206555263553121	LMNB1	5	126112875
cg23953396	0.0240431601360838	GPRC5C	17	72427941
cg23953831	0.711674393879899	CD101	1	117544416
cg23957084	0.0131567958906911	MRPL40;HIRA	22	19418954
cg23957424	0.0255725469927651	TRAF6	11	36532056
cg23957915	0.019029703235067	RCOR2	11	63684911
cg23959705	0.0823471876442275	TNFRSF9	1	8002302
cg23960723	0.0227248092002358	ECHDC3	10	11783974
cg23963136	0.0178995933998117	CD320	19	8372973
cg23964386	0.0549037519823944	PTGR1	9	114362249
cg23966705	NA	SPAG9	17	49198586
cg23967169	0.0332655149196974	FAM19A4	3	68981503
cg23968383	0.849619006730248	ZNF572	8	125984927
cg23968678	0.0174400480253597	MBOAT7;TSEN34	19	54693625
cg23970089	0.104152894134034	ATP5I	4	667564
cg23970338	0.029403152495	TSFM	12	58176483
cg23970523	0.0231809977804326	FKBP8	19	18654267
cg23970785	0.0123809000292376	DEXI	16	11036526
cg23972869	0.915361162682386	RPL18;SPHK2	19	49123742
cg23973000	0.774957385951416	TSSK1B;MCC	5	112770527
cg23973566	0.891436990251472	FAM65B	6	24877729
cg23974202	0.0205743263949226	CCNT2	2	135676486
cg23977670	0.426797370478502	H19	11	2016848
cg23978322	0.855171567078682	FHL5	6	97010439
