Hybridization REF	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05
cg20103201	0.102133388161323	PANK4	1	2458021
cg20103550	0.872567997625315	FSCB	14	44976457
cg20103758	0.133497708035762	SLC27A6	5	128300696
cg20104688	0.030467476685228	TK1;AFMID	17	76183078
cg20104776	0.639792608414925	LDOC1	X	140271176
cg20109151	0.0126523912794783	NIPSNAP3A	9	107509821
cg20112035	0.0530005961778237	TATDN3;NSL1	1	212965051
cg20113732	0.0406614156414932	NELL1	11	20691180
cg20114394	0.586900186599229	FSTL1	3	120170441
cg20116574	0.0851904622005263	NCOA5	20	44718168
cg20117778	0.0132984101806597	TAF12	1	28969554
cg20118424	0.954915122028563	ABCB11	2	169887275
cg20119015	0.0875935498859356	ARAP2	4	36245632
cg20119051	0.0179185890900388	NA	NA	0
cg20119635	0.488638051742157	DYNLT3	X	37707074
cg20119871	0.883584932208061	ATP10A	15	25972400
cg20120491	0.109284999856175	DMC1	22	38965934
cg20122476	0.0499697209387764	PITPNA	17	1465162
cg20122491	0.0139845628852591	ZKSCAN5	7	99102313
cg20123891	0.111599904034345	NXPH3	17	47653646
cg20125091	0.573833666806057	GFI1	1	92952641
cg20125159	0.026401696494289	TXNDC12;BTF3L4	1	52520593
cg20126106	0.124450629581234	TAGLN3	3	111718135
cg20126158	0.0179294110490873	MARCH6	5	10353332
cg20131596	0.53907367385947	PAM	5	102201128
cg20131685	0.0218147447901637	LLGL1	17	18128578
cg20131968	0.192843135916454	CCDC47	17	61850012
cg20133313	0.0218134541602319	CYB5R1	1	202936090
cg20134151	0.0594365498578001	PPP1R14C	6	150463500
cg20134215	0.481291215052872	MCHR2	6	100441407
cg20135306	NA	SAFB2;SAFB	19	5623027
cg20139214	0.0151855123402127	TADA2A;ACACA	17	35767334
cg20140452	0.0307186957413044	NR3C2	4	149363715
cg20141013	0.0201072638738578	C16orf72	16	9186050
cg20141751	0.0140403195153268	GLT8D1;SPCS1	3	52740234
cg20141916	0.0274413143021126	PLEK2	14	67878973
cg20142224	0.0183301921368517	DOK4	16	57520176
cg20143092	0.130270540222229	CD44	11	35160330
cg20145360	0.748285987241129	NA	NA	0
cg20147100	0.0174292064671071	C19orf6	19	1020733
cg20149493	0.0188537659101903	PDCD5	19	33071876
cg20149766	0.013191333043248	POLS	5	6714666
cg20149998	0.0259610137362733	CHCHD8;PAAF1	11	73587608
cg20150565	0.110672196089051	C20orf199;ZNFX1	20	47893859
cg20150743	NA	ZNF3	7	99679295
cg20154346	0.58188865218217	RAI2	X	17821097
cg20158248	NA	ABCC1	16	16042956
cg20158826	NA	CCDC87;CCS	11	66359489
cg20159072	0.0203300480387669	SLC25A20	3	48936248
cg20161089	NA	IFI27	14	94577514
cg20161179	0.529966656725499	MSX1	4	4863282
cg20162076	0.795218492052419	LY86;LOC285780	6	6588089
cg20162146	0.879771945948263	MCM5	22	35795394
cg20162159	0.0114909416664968	MON1A	3	49967065
cg20162599	0.566349749601993	FERMT3	11	63990138
cg20163033	NA	FAM193A	4	2627194
cg20163288	0.0137919523918886	GJC1	17	42908052
cg20164558	0.0430611910929685	PPP2R5D	6	42952124
cg20164720	0.013790150471561	AGTRAP	1	11796063
cg20166532	0.0445567548183932	S1PR1	1	101702782
cg20166783	0.0120813322421217	RFC1	4	39367943
cg20168375	0.0198692388237102	NA	NA	0
cg20169062	0.861986149553306	HSPB3	5	53751411
cg20171451	NA	CSTL1	20	23420109
cg20172280	0.0187190803937453	OLFML2B	1	161993542
cg20173259	0.0151454256586596	LHB	19	49520930
cg20175449	0.057056845522268	MPZL3	11	118123099
cg20176532	0.0154530102044014	ZNF256	19	58458979
cg20176648	0.45490009098358	AQP1	7	30951064
cg20176989	0.602976586873973	KIR3DL2	19	55362650
cg20178764	NA	GFRA3	5	137609835
cg20179697	0.266186716138871	NA	NA	0
cg20180148	0.0130193517765168	DNM1L	12	32832336
cg20182358	0.104682831510132	MLF1	3	158289061
cg20184165	0.0111727444575042	NAA15	4	140222646
cg20185083	0.535186501227295	SERPINB9	6	2904005
cg20188282	0.0122007460887509	GTF3C5	9	135906200
cg20189782	0.88975321879851	CYFIP2;C5orf40	5	156772757
cg20189937	NA	ATP5S;L2HGDH	14	50780124
cg20191453	0.752520341783046	AMT;NICN1	3	49459855
cg20193288	0.0112168926633894	TMED1	19	10947021
cg20193716	NA	MGAT1	5	180229067
cg20195812	0.0245115675429936	STAT4	2	192015677
cg20199333	0.892329323161139	F2	11	46740790
cg20199629	0.0145094943374663	SAMD14	17	48207508
cg20200335	0.832918760923181	KRT74	12	52967554
cg20202438	0.628422053818286	NPPA	1	11907986
cg20203395	0.0402288728246983	C5orf35	5	56204925
cg20203596	0.0528877370898455	AMDHD1;CCDC38	12	96337004
cg20203792	0.018632677430313	PACRGL	4	20701925
cg20206574	0.0317527045067417	NA	NA	0
cg20207753	0.0620159246712103	NA	NA	0
cg20209009	0.105285866488207	TBX21	17	45811322
cg20210637	NA	SNPH	20	1246100
cg20216130	NA	C9orf91	9	117374308
cg20216935	0.0152055922037514	TGFBR2	3	30648407
cg20217872	0.361519995136746	NAV3	12	78224480
cg20218060	0.0108970977056578	CLK1	2	201729279
cg20222911	0.0241094969571963	MTA1	14	105886024
cg20224517	0.0364365387912259	THUMPD2	2	40006561
cg20225275	0.0228181769921301	ATP6V0E1	5	172410975
cg20225681	0.70961053241012	CILP	15	65503447
cg20225889	0.0260939497467713	ZBTB22	6	33285470
cg20225915	0.269168835342629	LRDD	11	805726
cg20226593	0.875719737217313	NA	NA	0
cg20226764	0.539139469936078	MLN	6	33771931
cg20227165	0.70785909760432	PRDM11	11	45115819
cg20227213	0.0469206288822117	GOLGA4	3	37284559
cg20227766	0.0152003252331542	IFI6	1	27998703
cg20228512	0.00891323716166526	PCGF2	17	36904069
cg20229788	0.0626137445700711	FNDC4;GCKR	2	27718498
cg20233029	0.0794575548754749	B4GALNT2	17	47209827
cg20234170	0.0290609021005148	CAT	11	34460107
cg20234959	NA		1	236237760
cg20235051	0.0227640085673091	C17orf82	17	59489852
cg20239740	0.14916649549165	SYT5	19	55690495
cg20239949	0.0256256593690271	NSMAF	8	59572638
cg20240860	0.0611503002776958	ACCS	11	44087423
cg20241335	0.0219649259612168	NUPL1	13	25876335
cg20244073	0.3488297052653	MID1	X	10851627
cg20247048	0.157575875151648	FLJ32065	17	62972358
cg20247102	0.0299103234316422	RASA2	3	141206102
cg20247600	0.17213800012299	NFE2L2	2	178129336
cg20249919	NA	PCSK6	15	102029706
cg20251973	0.0179747105586737	CENPO;C2orf79	2	25016338
cg20252016	0.00942214406813109	CDCA5;ZFPL1	11	64851499
cg20253551	0.138998603032427	ESR1	6	152129400
cg20253700	0.464180250585266	TSC2	16	2099508
cg20254231	0.0281813407942632	WDR33	2	128569115
cg20256494	0.0689263611018557	CABP7	22	30116439
cg20256783	0.854312591186783	KRT75	12	52827847
cg20259398	0.0165059932363959	CDCA7L	7	21985277
cg20259534	0.0182681886736414	BUB1B	15	40453036
cg20261167	0.396703097466956	SPP1	4	88896942
cg20261915	0.538556500086094	GLP2R	17	9729424
cg20263942	0.0606837165542109	GOLM1	9	88714961
cg20264534	0.0272615752857833	CCDC97	19	41816349
cg20264731	0.0313246176592597	POLB	8	42195644
cg20264732	0.345929156215035	ESRP2	16	68269763
cg20267005	NA	TYROBP	19	36400049
cg20268522	0.074550620915331	NCAM1	11	112832152
cg20269537	0.190080491820038	ATXN10	22	46067074
cg20269976	0.0215310940638686	GAA	17	78074920
cg20270599	0.112819722082378	LEPREL1	3	189838996
cg20271396	0.0160373298788098	TSEN15	1	184020713
cg20273774	0.0346718739927232	GNB2L1;SNORD95	5	180671298
cg20275133	0.106912764687046	MRPL20	1	1342361
cg20275344	0.493917283346027	RAB9B	X	103087153
cg20276750	NA	PPM1M	3	52279555
cg20277250	NA	NSA2;GFM2	5	74061999
cg20277416	0.683083328189204	TM7SF2;C11orf2	11	64879061
cg20277670	0.985021214786596	HRH2	5	175110375
cg20278498	0.0279071631725894	RPUSD4;FAM118B	11	126081648
cg20279283	0.334919230387755	GATA4	8	11566863
cg20281815	0.796918446537762	PSCA	8	143761508
cg20282199	0.110897470584528	SEC13	3	10363027
cg20283107	0.65541319934131	FAM91A1	8	124788969
cg20284440	0.014469734501712	FRMD6	14	52118688
cg20284673	0.280918754758277	STK19;DOM3Z	6	31940167
cg20286074	0.644616310469265	NA	NA	0
cg20286200	0.0804550538596053	EYA4	6	133562267
cg20287234	0.714819593241653	GPR55	2	231789465
cg20287640	0.0404213300079541	IRF1	5	131825644
cg20288630	0.0210501330161147	PDE5A	4	120550423
cg20289911	0.313071231973284	FAM110A	20	816362
cg20289949	0.560789294300021	HAAO	2	43019614
cg20289988	0.0276989369075092	NFIA	1	61547758
cg20291049	0.196977533949533	POU3F3	2	105472217
cg20291222	0.0594976398579107	GLIPR1L2	12	75784541
cg20291674	0.0275910345144814	EZR	6	159240077
cg20291846	0.0487242396605033	ADAM17	2	9696659
cg20295000	0.0123217572591363	LONP2	16	48278285
cg20295671	0.015622577215354	YPEL1	22	22090486
cg20300246	0.130868142715163	LHX3	9	139096747
cg20300655	0.867570798523002	CATSPER3	5	134303572
cg20301340	0.014286603554938	CCDC97	19	41815941
cg20302307	NA	NUMB	14	73925368
cg20303303	0.00903506764465527	WDR1	4	10118265
cg20304401	0.248286612676447	PABPC1	8	101733920
cg20305610	0.0171202031910203	PDLIM5	4	95373302
cg20305726	0.697544590149363	DEFB126	20	123613
cg20308511	0.136678523638268	SAT1	X	23801056
cg20308679	0.296501121922123	FRZB	2	183731407
cg20308817	0.802761685686988	CLEC11A	19	51225848
cg20311501	0.0463991537531773	APC	5	112073502
cg20311730	0.742396441788616	NLRP10	11	7985183
cg20312228	0.606970384022954	CCDC37	3	126113707
cg20312475	0.0184142811680231	GPRC5B	16	19896461
cg20312687	0.54969224998021	DEFB118	20	29956585
cg20313722	0.564158799136625	NA	NA	0
cg20314325	0.0127686128060231	CASC5	15	40886501
cg20314660	0.0168389843845516	DDX39	19	14530105
cg20315136	0.0161373092099597	RGS2	1	192777870
cg20315643	0.0397548322164416	TAF1C	16	84220562
cg20315951	0.018674210119948	OVOL1	11	65554398
cg20317180	0.0107140961876293	FIZ1;ZNF524	19	56111252
cg20318748	0.105385229286385	NANP	20	25605178
cg20319264	0.0148255523082809	NIPSNAP1	22	29977203
cg20319405	0.0119369200290633	EIF4G2	11	10830230
cg20320468	0.765111176615284	NA	NA	0
cg20322862	0.687314259756134	TGIF1	18	3412088
cg20322876	0.0173722097071071	C11orf93;C11orf92	11	111170104
cg20322977	0.645112062446548	CYP26C1	10	94821085
cg20324165	0.456475578405992	KRT8	12	53299145
cg20325517	0.0248853748469308	JRKL;CCDC82	11	96123557
cg20326853	0.0150829199926868	CPSF1	8	145635294
cg20326867	0.0141165478162139	STIM2	4	26862483
cg20328328	0.0132909713083631	CALM1	14	90863801
cg20329958	0.0442037057872213	CRH	8	67090250
cg20330296	0.0257884813737106	NDUFS7	19	1383349
cg20330472	0.234134334865428	EYA4	6	133561932
cg20331177	0.915383098345891	KRTAP4-2	17	39334970
cg20333306	0.957514257731715	NA	NA	0
cg20334738	0.962796872904422	MAB21L2;LRBA	4	151502939
cg20337106	0.721982539771051	NA	NA	0
cg20337385	0.0303490162184851	PNN	14	39644624
cg20339230	0.0579365148682215	ST8SIA2	15	92937360
cg20339650	0.165396019644293	INS-IGF2;IGF2AS;IGF2	11	2160882
cg20340242	0.504412844008778	IL1R2	2	102608349
cg20340596	0.734979822591293	HPS1	10	100206925
cg20342082	0.974695671090839	PRSS38	1	228003402
cg20342105	0.914188100355575	BSCL2;GNG3	11	62474910
cg20345446	0.143854774073655	OSBPL5	11	3186804
cg20345840	0.0441874357524491	SLC2A1	1	43424417
cg20345978	0.0121716165466717	HMGN2	1	26798271
cg20346096	0.0623477311666342	C18orf22	18	77794830
cg20346122	0.0179539656457792	IFT122;MBD4	3	129158634
cg20346726	0.0819294557803956	C11orf70	11	101918403
cg20347268	0.0177874344134486	TP53I3	2	24307657
cg20349377	0.819218511492623	KLHL1;ATXN8OS	13	70683127
cg20349625	NA		16	81804389
cg20349695	0.0167682020756286	FUT10	8	33330484
cg20352371	0.854559750131599	NA	NA	0
cg20352798	0.0410720525857761	ZP3;SRCRB4D	7	76027066
cg20353465	0.0205904576371709	ABHD1	2	27346528
cg20354892	0.0366689395403095	NA	NA	0
cg20356482	0.766972160551205	FBP2	9	97356092
cg20357628	0.119458558214703	PHACTR3	20	58179847
cg20357806	0.804118848450331	PPBP	4	74853779
cg20358834	0.0127438209879544	LRFN4;PC	11	66624256
cg20359349	0.851542987669747	C17orf88	17	41994531
cg20360244	0.0101417587522482	NA	NA	0
cg20361540	0.0236170183392367	VPS37B	12	123380447
cg20362772	0.0184607559603042	PDLIM1	10	97050690
cg20366831	0.652357769074194	APBA3	19	3760955
cg20366832	0.373418594217575	LLGL2	17	73520850
cg20366906	0.370732893387157	PCDH8	13	53422381
cg20367072	NA	ETFB	19	51869687
cg20367961	0.578065242856575	EDN2	1	41950237
cg20368904	0.706285291408803	TNFAIP2	14	103593088
cg20368979	0.0569805723590353	COX18	4	73935086
cg20369763	0.0245708197780004	FNDC4	2	27718173
cg20370277	0.0357187419671752	NCKIPSD	3	48722908
cg20371650	0.459629449706789	PRAF2	X	48931388
cg20371891	0.0207134810654603	RAB20	13	111213752
cg20372689	0.0470983743366165	RCN2	15	77223719
cg20373326	0.655023532522969	HSD17B2	16	82068803
cg20375554	0.0277091159462675	ARHGEF2	1	155948129
cg20375690	0.0159500358134628	TMEM51;C1orf126	1	15478898
cg20376767	0.725460833736745	NA	NA	0
cg20376899	0.0299425650951561	EDN1	6	12290779
cg20377673	0.0123852610989396	MIF	22	24236292
cg20377677	0.0378572772557531	NA	NA	0
cg20377762	NA	TMEM61	1	55447028
cg20377955	0.397353163190072	SP8	7	20827825
cg20379012	0.0106955536028905	NSMCE2;KIAA0196	8	126103681
cg20379125	0.0144067946813744	NOV	8	120428519
cg20380069	0.0237581399049501	MSI1	12	120806617
cg20383064	0.927194345262239	BFSP2	3	133117420
cg20385229	NA	ALKBH1;C14orf156	14	78175470
cg20387341	0.236069260899103	FGF10	5	44389282
cg20387706	0.868013376678798		2	102097314
cg20389709	0.228897800258125	NA	NA	0
cg20391984	0.0110509192616437	CAMK2D	4	114683822
cg20392764	0.800391925352396	ASCL2	11	2293117
cg20394284	NA	JAK2	9	4984206
cg20395072	NA	GNPNAT1	14	53258601
cg20395128	NA		19	4243436
cg20395892	0.597930470405113	IRAK3	12	66582780
cg20395940	0.0386846640785231	TTC13;ARV1	1	231115087
cg20398120	0.893694644776627	PRKAG3	2	219696690
cg20398399	0.455528443329533	KLHL6	3	183273807
cg20399252	NA	EBPL	13	50266227
cg20401181	0.0182077551206456	SLC30A7;EXTL2	1	101361718
cg20401549	0.45941530055089	PRKY	Y	7141681
cg20401945	0.390508781708284	ASPHD1	16	29912460
cg20402382	0.0332345035902143	APEH	3	49711530
cg20404387	0.190906247812166	FAM43B	1	20879296
cg20406374	0.0384116369337978	SQSTM1	5	179248352
cg20406482	0.294000912458405	KCNH4	17	40333521
cg20406878	0.696320352135172	NR5A2	1	199996237
cg20411654	0.0138476463399539	CLPB	11	72145355
cg20414506	0.958701193802265	CAMSAP1	9	138775936
cg20415809	0.0323535695776145	ITGA4	2	182321855
cg20416179	0.75169712964528	IYD	6	150690143
cg20416767	NA	TCEAL8	X	102510270
cg20419410	0.0109411670713616	INSIG1	7	155089803
cg20420254	0.0108505446998826	SMPD1	11	6411394
cg20420433	0.231971790773095	MNX1	7	156804561
cg20422318	0.433401610484277	MED27	9	134955070
cg20423977	NA	BACE2;PLAC4	21	42557641
cg20424530	0.0226820755043762	PUS7L;IRAK4	12	44152509
cg20425130	0.716928008050961	KLHL6	3	183273245
cg20425293	0.0278702181931168	MRPL42	12	93861147
cg20426860	0.0904393524348939	TMEM161A	19	19248839
cg20427865	0.313008222457621	CX3CL1	16	57406353
cg20427879	0.0944644496109209	MIR330;EML2	19	46142784
cg20429911	0.0260074526826363	LDHA	11	18416535
cg20430063	0.0177042394402364	MSRB3	12	65672888
cg20430101	NA	NDUFB11;RBM10	X	47003160
cg20430816	0.0821148548556475	STBD1	4	77228354
cg20433014	0.0115271972491752	CYP1A1	15	75018583
cg20434811	0.0209739045908782	FAM194A	3	150421723
cg20436912	0.524524784514286	SEC14L4	22	30902642
cg20437604	0.440817843378842	ANXA9	1	150954554
cg20439022	0.528572625542457	SLC16A8	22	38478787
cg20441175	0.0161607442876082	DNAJC9	10	75007251
cg20442697	0.629334521876396	LRRC17;FBXL13	7	102553432
cg20442709	0.025830298613729	NA	NA	0
cg20443314	0.0367149160554669	VPS25	17	40925245
cg20444256	0.388274161817907	CKM	19	45826341
cg20447773	0.0127140623493915	C11orf61	11	124670426
cg20449692	0.385473313485642	CLDN11	3	170136920
cg20449833	0.014187274814981	RHOQ	2	46770299
cg20450764	0.176968061061727	TSPAN7	X	38420326
cg20451369	0.0120062269502486	LOC219347;C10orf57	10	81838320
cg20451680	0.398413156800112	ESM1	5	54281336
cg20451718	0.0483831766257999	C21orf67;C21orf70	21	46360372
cg20451802	0.0295704964511404	EXOC4	7	132937811
cg20452583	0.0146231397794339	PMM2;TMEM186	16	8891910
cg20456055	0.0140069209661759	ABCB8	7	150725256
cg20458981	0.0168349663156656	NAA16	13	41885231
cg20461541	0.0180709984977962	PRKRIR	11	76092535
cg20466045	0.035967141201284	CCT8	21	30445936
cg20466180	0.0503548007609545	SCHIP1	3	158991638
cg20468883	0.18385070510683	BNIP2	15	59982396
cg20469837	0.479188017598905	GALNT5	2	158114300
cg20470275	0.0142611411082181	SNX24	5	122180934
cg20472189	0.682571944743547	VENTX	10	135051475
cg20472433	NA	TKT	3	53289400
cg20473453	0.719158629547634	TMEM27	X	15683007
cg20476877	0.0140721083944976	ISCU;SART3	12	108956650
cg20477070	0.0307712148984823	ARG2	14	68086717
cg20477318	0.0242777032079265	TIMM23	10	51623047
cg20478514	0.0121197609445689	SCCPDH	1	246887464
cg20481343	0.0159017962248694	MAP7	6	136871089
cg20482071	0.0100292975318825	HEXB	5	73981186
cg20482364	0.0175727450119131	NACA	12	57118673
cg20483016	0.0490763035346192	TTC5	14	20774219
cg20483374	0.21575076592321	C1QTNF5;MFRP	11	119211646
cg20483763	0.988763391847301	CABP4	11	67223174
cg20484002	0.88324079474126	NA	NA	0
cg20484306	0.0108143838254812	MAP2K1	15	66679669
cg20484352	0.211082909045203	FAM114A1	4	38869779
cg20485165	0.731030009474972	WFDC12	20	43753049
cg20488657	0.889618256947411	TFF3	21	43736926
cg20491707	0.394655578838674	PPYR1	10	47083283
cg20492121	0.0155079307418977	GLUL	1	182361258
cg20492401	0.019762945815156	KIAA0195	17	73452580
cg20492869	0.0328286939252861	TAF1A	1	222763419
cg20492912	0.427891505418	UBE4A	11	118230053
cg20492933	0.0275252716072887	MRPL22	5	154320616
cg20495040	0.0560987715634077	RAG1AP1	1	155107961
cg20496643	0.0413094664331696	RASL10B	17	34058597
cg20497627	0.0114976260171583	MTIF2	2	55496490
cg20498685	0.195863293986402	TWIST1	7	19156086
cg20500081	NA	FBXO24;LRCH4	7	100185177
cg20500126	0.946861945421848		17	3714258
cg20503117	0.0328778762270879	ARL8B	3	5164013
cg20503329	NA	COL15A1	9	101705792
cg20504202	0.617833004994668	TSR2	X	54467052
cg20506766	0.0147560131538571	MFN1	3	179065432
cg20506783	0.0536266686198234	ARHGAP22	10	49813412
cg20507276	0.527264357255433	OR2L13	1	248100600
cg20509080	0.096350476470514	ARHGEF3	3	56835873
cg20512303	0.657296038935929	PDLIM4	5	131592959
cg20513206	NA	PLD3;C19orf47	19	40855502
cg20514061	0.645935616432673	MID2	X	107069338
cg20514617	0.518061468810064	NA	NA	0
cg20516209	0.670319799189233	EMILIN1	2	27301943
cg20518716	0.0192999940552064	EEF1G	11	62342076
cg20519035	0.962677369972467	FAM83H	8	144811238
cg20520365	0.91907390599701	NECAB3;C20orf144	20	32250069
cg20520725	0.0685488974637911	HIST1H2BG;HIST1H2AE	6	26217564
cg20520888	NA	SPATC1	8	145086243
cg20523861	0.522909544707398	KLHL1;ATXN8OS	13	70682324
cg20524216	0.0111869442821933	C3orf75	3	47555100
cg20525378	0.0444292109761593	C1orf9	1	172501430
cg20525549	0.0209866288943167	CRLF3	17	29151924
cg20526800	0.627880939601293	FAM83C	20	33880825
cg20530056	0.386931270330174	IKBKE	1	206643377
cg20530223	0.0182615162060056	KLHL5	4	39047037
cg20530314	0.0510981500861806	NA	NA	0
cg20535085	0.705486422441079	SLAMF1	1	160616604
cg20535781	NA	CHFR	12	133465013
cg20536369	0.018868398578392	TIMM13	19	2427244
cg20537325	0.966451311996668	MGMT	10	131348421
cg20537629	0.367972371638534	MAGI2	7	79083944
cg20537992	0.141450156858938	ZFPL1;CDCA5	11	64852354
cg20538819	0.0245551137793314	PTPN14	1	214724805
cg20540428	NA	PPP4R2	3	73045686
cg20540913	0.671136893495339	EDA	X	68836108
cg20541456	0.375236122674253	CYFIP2	5	156696520
cg20542190	0.277389218187662	LILRA4	19	54850619
cg20542800	0.671641994577111	NA	NA	0
cg20543416	0.0165231359396899	MMP25	16	3095676
cg20543571	0.873728121516411	C15orf43	15	45248878
cg20544605	0.549532043039293	SORBS2	4	186877497
cg20545295	0.0197747699326596	GOLGB1	3	121468027
cg20546002	0.022370350443564	COL23A1	5	178017376
cg20550118	0.171767386389015	CRABP1	15	78633662
cg20550520	0.0434029842005046	ARHGAP5;C14orf128	14	32545277
cg20551517	0.709709578698001	GIP	17	47046292
cg20552296	0.0487901225446791	HPSE2	10	100995305
cg20555138	0.0355999759291043	RAP2B	3	152879629
cg20555481	0.0305342621687101	MRI1	19	13875430
cg20555507	0.0887957944299504	TRPM3	9	73736452
cg20556988	0.858020405310219	CCL1	17	32690127
cg20557037	0.0273591524011093	COBLL1	2	165698099
cg20557104	0.0573931827923088	B3GNT8	19	41934313
cg20557202	0.10794359664858	SLC5A5	19	17982930
cg20557567	0.0216369403236505	VPS52;RPS18	6	33239694
cg20559561	0.00945896781351156	RNF10	12	120972173
cg20559736	NA	CEACAM19	19	45174671
cg20566118	0.154909434454891	TNC	9	117880556
cg20567721	0.084699070384784	CENPN;C16orf61	16	81040639
cg20570279	0.102700181211316	ZNF259	11	116659129
cg20571908	NA	KIF20B	10	91461681
cg20572838	0.0178894323688939	EME1;MRPL27	17	48450745
cg20573242	0.0180528707058543	CCNA2	4	122745356
cg20573420	NA	ZNF792	19	35451129
cg20576002	0.710296306907598	GTSF1	12	54867653
cg20576510	0.968837436983464	PROM1	4	16077324
cg20576597	0.0212529339423046	C21orf29	21	46131668
cg20579480	0.672033277816074	APOBEC4;RGL1	1	183622007
cg20580177	0.527457298406465	LRFN3	19	36427779
cg20582779	0.423491147386063	HHIPL2	1	222721375
cg20582984	0.691073897792818	GNASAS;GNAS	20	57417233
cg20583073	0.72430750953718	S1PR4	19	3178759
cg20583316	0.119268600416701	SERPINE1	7	100770476
cg20584011	0.610694142168782	ZDHHC11	5	851422
cg20585500	0.886353108281543	GPHA2	11	64703192
cg20586531	NA	PLSCR1	3	146263147
cg20587168	0.383053884206524	ACTL9	19	8808829
cg20587336	0.0201122687576042	ARMC1	8	66546482
cg20587394	0.0440889179777446	HOXC13	12	54332209
cg20587543	0.0346588150003115	ABAT	16	8768110
cg20587968	0.734130095327987	UCN3	10	5406423
cg20588045	0.148363348368541	PCDH15	10	56561096
cg20588069	0.674489467537332	MSX1	4	4860439
cg20588892	0.0161361387898136	TMEM161B	5	87565114
cg20590849	0.0102790214557712	MIF4GD	17	73267439
cg20591405	0.013497878634851	RAB6B	3	133614578
cg20592700	0.11003271439521	WIPI2	7	5230083
cg20595215	0.031320523906431	LMCD1	3	8543014
cg20595300	0.013423040533951	UHRF2	9	6413167
cg20597908	0.0151803930643055	ARPC3	12	110888290
cg20598389	0.0325051887401226	C6orf89	6	36854046
cg20603424	0.0112254856939054	DDX31;GTF3C4	9	135545631
cg20603888	0.898903667874514	MYEF2	15	48470973
cg20609368	NA	HBD	11	5257253
cg20610181	0.670541239564233	CA9	9	35674000
cg20610545	0.0248690248534667	WNK1	12	861469
cg20611872	0.47272445673609	NA	NA	0
cg20612559	0.0149648756428751	LOC100306951;INPP5K	17	1419634
cg20612615	0.0174111197419098	PREP	6	105850408
cg20613151	0.0141317241098634	TRIM25	17	54991064
cg20613889	0.673404544352592	FSHR	2	49381495
cg20614736	0.940015437254764	NA	NA	0
cg20615832	0.322248087042577	PF4V1	4	74719172
cg20615951	0.00865512684866222	CNST;TFB2M	1	246730188
cg20616414	0.456338999617615	WNK2	9	95947396
cg20616836	NA	AES	19	3064281
cg20617956	0.0225662378382603	C10orf58	10	82168530
cg20618842	0.0350665200745836	OLFML3	1	114521572
cg20622019	0.496926277616263	ADA	20	43279793
cg20622056	0.445255437570021	SLC7A3	X	70151134
cg20623943	0.0231847832528235	CMPK1	1	47799834
cg20624391	0.43451519372305	BVES	6	105584149
cg20625138	0.679967534889164	UTS2	1	7913667
cg20627106	NA	PDE6G	17	79624984
cg20627916	0.193283834582237	ESR1	6	152128328
cg20629089	0.0112240636770318	SAMD4A	14	55034451
cg20629097	0.016461380487077	EXO1	1	242011587
cg20630151	0.92283680374513	BPESC1	3	138823086
cg20630207	0.0899859142414871	TECR;MIR639	19	14640235
cg20630386	0.706491183265976	NA	NA	0
cg20630567	0.0114144402667265	CCDC115;IMP4	2	131099794
cg20630655	NA	SNUPN	15	75918700
cg20632573	0.0402177325028042	SLC6A5	11	20621341
cg20633621	0.0151077260252914	GAS2L1	22	29702335
cg20633883	0.083286875316691	ABCC3	17	48712051
cg20633959	NA	NRF1	7	129250987
cg20634573	0.880690041144978	ADRA2B	2	96781407
cg20636078	0.0201405770548821	ATR	3	142298018
cg20637307	0.0343285376487809	ERBB4	2	213403960
cg20637800	0.0123985486818783	BRI3	7	97911512
cg20638426	0.0233885725171496	ZNF14	19	19843991
cg20639263	0.0210717126099123	PNP	14	20937872
cg20640433	0.122333039883805	LAMA2	6	129204206
cg20641280	0.639590377933656	LAGE3	X	153707793
cg20641580	0.0146623989981714	C22orf32	22	42476080
cg20641660	0.0360372149328119	C11orf30	11	76155487
cg20642765	0.0352646611800468	MLF2	12	6861825
cg20643362	0.0113637020668899	C19orf12	19	30206369
cg20643416	0.0999582998548521	NA	NA	0
cg20644453	0.0139767709672947	C21orf59	21	33985338
cg20644981	NA	RPS3A	4	152020400
cg20645058	0.623176587221598	CLEC12B	12	10163532
cg20645065	0.104852338916258	ALPL	1	21836138
cg20645649	0.015364712695864	RPL35	9	127624485
cg20646490	0.0652852883422311	FOSB	19	45971291
cg20647137	0.920592167022301	AKR1D1	7	137761289
cg20647888	0.0706333913095313	CCDC3	10	13043954
cg20648108	0.0183435439965881	CTTNBP2NL	1	112939192
cg20648149	0.915171272099977	SYNE2	14	64319089
cg20648463	0.0671566886994713	HNRNPH2;GLA	X	100662775
cg20648827	0.238247183686678	MAGEE2	X	75005028
cg20649047	0.044803901777007	NUMB	14	73925161
cg20649991	0.621453202765608	LILRB5	19	54761127
cg20651453	0.0590084695047986	MAP3K6	1	27693398
cg20651681	0.100069367087822	GRB10	7	50861418
cg20652640	0.0433385419411841	ZFPM1	16	88520056
cg20652889	0.0242734605206846	UNC84B	22	39151458
cg20654468	0.436609788792859	LPXN	11	58342997
cg20655010	0.0139274125870803	PREPL;C2orf34	2	44589154
cg20655558	0.952088127027379	XPNPEP3;DNAJB7	22	41257839
