Hybridization REF	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05
cg20369763	0.0252976461891115	FNDC4	2	27718173
cg20370277	0.0383225182628244	NCKIPSD	3	48722908
cg20371650	0.505525210370508	PRAF2	X	48931388
cg20371891	0.0132023179980443	RAB20	13	111213752
cg20372689	0.05171239544598	RCN2	15	77223719
cg20373326	0.834409911732353	HSD17B2	16	82068803
cg20375554	0.0255526288921629	ARHGEF2	1	155948129
cg20375690	0.0175806511261647	TMEM51;C1orf126	1	15478898
cg20376767	0.855831585794157	NA	NA	0
cg20376899	0.019991485074752	EDN1	6	12290779
cg20377673	0.00875821177659049	MIF	22	24236292
cg20377677	0.063362106055811	NA	NA	0
cg20377762	NA	TMEM61	1	55447028
cg20377955	0.0549882312722593	SP8	7	20827825
cg20379012	0.0100217137447762	NSMCE2;KIAA0196	8	126103681
cg20379125	0.010468094562396	NOV	8	120428519
cg20380069	0.0165516109252428	MSI1	12	120806617
cg20383064	0.962321166417624	BFSP2	3	133117420
cg20385229	NA	ALKBH1;C14orf156	14	78175470
cg20387341	0.0480149329446987	FGF10	5	44389282
cg20387706	0.901121329359975		2	102097314
cg20389709	0.0130769252546992	NA	NA	0
cg20391984	0.0102225834311562	CAMK2D	4	114683822
cg20392764	0.344271177976058	ASCL2	11	2293117
cg20394284	NA	JAK2	9	4984206
cg20395072	NA	GNPNAT1	14	53258601
cg20395128	NA		19	4243436
cg20395892	0.221281858588297	IRAK3	12	66582780
cg20395940	0.0440830396573785	TTC13;ARV1	1	231115087
cg20398120	0.960853198007499	PRKAG3	2	219696690
cg20398399	0.872690582969735	KLHL6	3	183273807
cg20399252	NA	EBPL	13	50266227
cg20401181	0.0162362008888384	SLC30A7;EXTL2	1	101361718
cg20401549	0.370344823398489	PRKY	Y	7141681
cg20401945	0.385542957657588	ASPHD1	16	29912460
cg20402382	0.0359966676372582	APEH	3	49711530
cg20404387	0.0329500061878141	FAM43B	1	20879296
cg20406374	0.0458142438133277	SQSTM1	5	179248352
cg20406482	0.815746775479763	KCNH4	17	40333521
cg20406878	0.631600625433013	NR5A2	1	199996237
cg20411654	0.0149649932964842	CLPB	11	72145355
cg20414506	0.949396916527363	CAMSAP1	9	138775936
cg20415809	0.0289412070824337	ITGA4	2	182321855
cg20416179	0.216410273787824	IYD	6	150690143
cg20416767	NA	TCEAL8	X	102510270
cg20419410	0.00945371353495742	INSIG1	7	155089803
cg20420254	0.00873764249077404	SMPD1	11	6411394
cg20420433	0.269747348159609	MNX1	7	156804561
cg20422318	0.433255375722461	MED27	9	134955070
cg20423977	NA	BACE2;PLAC4	21	42557641
cg20424530	0.0376411048813293	PUS7L;IRAK4	12	44152509
cg20425130	0.900686170693773	KLHL6	3	183273245
cg20425293	0.0369038214733251	MRPL42	12	93861147
cg20426860	0.112054788555907	TMEM161A	19	19248839
cg20427865	0.851971411446962	CX3CL1	16	57406353
cg20427879	0.0801185048067214	MIR330;EML2	19	46142784
cg20429911	0.0221030387102669	LDHA	11	18416535
cg20430063	0.0167743192977194	MSRB3	12	65672888
cg20430101	NA	NDUFB11;RBM10	X	47003160
cg20430816	0.0141130404411111	STBD1	4	77228354
cg20433014	0.00885240095792578	CYP1A1	15	75018583
cg20434811	0.0224201074620136	FAM194A	3	150421723
cg20436912	0.124833388105038	SEC14L4	22	30902642
cg20437604	0.112951452772686	ANXA9	1	150954554
cg20439022	0.611392993125293	SLC16A8	22	38478787
cg20441175	0.0189583312801773	DNAJC9	10	75007251
cg20442697	0.85326662945251	LRRC17;FBXL13	7	102553432
cg20442709	0.0222771818617744	NA	NA	0
cg20443314	0.0445546854170069	VPS25	17	40925245
cg20444256	0.597302633357121	CKM	19	45826341
cg20447773	0.0124912999131043	C11orf61	11	124670426
cg20449692	0.0124255811048082	CLDN11	3	170136920
cg20449833	0.0134006460169003	RHOQ	2	46770299
cg20450764	0.0338238247494457	TSPAN7	X	38420326
cg20451369	0.0131838923288975	LOC219347;C10orf57	10	81838320
cg20451680	0.390049506365032	ESM1	5	54281336
cg20451718	0.0396538235949473	C21orf67;C21orf70	21	46360372
cg20451802	0.0220268389949488	EXOC4	7	132937811
cg20452583	0.0141299016099854	PMM2;TMEM186	16	8891910
cg20456055	0.0136683595939193	ABCB8	7	150725256
cg20458981	0.0155963683902622	NAA16	13	41885231
cg20461541	0.0170833315141237	PRKRIR	11	76092535
cg20466045	0.0315153188442277	CCT8	21	30445936
cg20466180	0.0693038486793238	SCHIP1	3	158991638
cg20468883	0.0478889679183457	BNIP2	15	59982396
cg20469837	0.321103661612981	GALNT5	2	158114300
cg20470275	0.013866392782432	SNX24	5	122180934
cg20472189	0.703291305950967	VENTX	10	135051475
cg20472433	NA	TKT	3	53289400
cg20473453	0.916600675073032	TMEM27	X	15683007
cg20476877	0.012725928520755	ISCU;SART3	12	108956650
cg20477070	0.0223418620803966	ARG2	14	68086717
cg20477318	0.0197103412812423	TIMM23	10	51623047
cg20478514	0.0113011399379966	SCCPDH	1	246887464
cg20481343	0.0234806336957551	MAP7	6	136871089
cg20482071	0.00820639403578978	HEXB	5	73981186
cg20482364	0.0224209867857495	NACA	12	57118673
cg20483016	0.0487130846885321	TTC5	14	20774219
cg20483374	0.0260077780069296	C1QTNF5;MFRP	11	119211646
cg20483763	0.992420620575871	CABP4	11	67223174
cg20484002	0.829477193624013	NA	NA	0
cg20484306	0.00780576312372585	MAP2K1	15	66679669
cg20484352	0.0392891514260381	FAM114A1	4	38869779
cg20485165	0.540705679831099	WFDC12	20	43753049
cg20488657	0.909938707018036	TFF3	21	43736926
cg20491707	0.385598709199199	PPYR1	10	47083283
cg20492121	0.0154677636997459	GLUL	1	182361258
cg20492401	0.0186736257488993	KIAA0195	17	73452580
cg20492869	0.0354251567298679	TAF1A	1	222763419
cg20492912	0.10257966720894	UBE4A	11	118230053
cg20492933	0.0387086416876953	MRPL22	5	154320616
cg20495040	0.0313490606336111	RAG1AP1	1	155107961
cg20496643	0.00969571211841784	RASL10B	17	34058597
cg20497627	0.0115653211568836	MTIF2	2	55496490
cg20498685	0.441517000581209	TWIST1	7	19156086
cg20500081	NA	FBXO24;LRCH4	7	100185177
cg20500126	0.963319533913419		17	3714258
cg20503117	0.0328059192973935	ARL8B	3	5164013
cg20503329	NA	COL15A1	9	101705792
cg20504202	0.604348397860092	TSR2	X	54467052
cg20506766	0.0152077084896598	MFN1	3	179065432
cg20506783	0.0343273745935706	ARHGAP22	10	49813412
cg20507276	0.690753310068978	OR2L13	1	248100600
cg20509080	0.0182833186987447	ARHGEF3	3	56835873
cg20512303	0.638027750011423	PDLIM4	5	131592959
cg20513206	NA	PLD3;C19orf47	19	40855502
cg20514061	0.603734270824425	MID2	X	107069338
cg20514617	0.0812385379083959	NA	NA	0
cg20516209	0.853088908633169	EMILIN1	2	27301943
cg20518716	0.0191097268781321	EEF1G	11	62342076
cg20519035	0.96334873424531	FAM83H	8	144811238
cg20520365	0.929167711526472	NECAB3;C20orf144	20	32250069
cg20520725	0.108473518092494	HIST1H2BG;HIST1H2AE	6	26217564
cg20520888	NA	SPATC1	8	145086243
cg20523861	0.400564095059927	KLHL1;ATXN8OS	13	70682324
cg20524216	0.011271207083827	C3orf75	3	47555100
cg20525378	0.029411579573668	C1orf9	1	172501430
cg20525549	0.0186779584823878	CRLF3	17	29151924
cg20526800	0.8209958826109	FAM83C	20	33880825
cg20530056	0.0395733165409673	IKBKE	1	206643377
cg20530223	0.0210228552965273	KLHL5	4	39047037
cg20530314	0.026584007482541	NA	NA	0
cg20535085	0.944122930371969	SLAMF1	1	160616604
cg20535781	NA	CHFR	12	133465013
cg20536369	0.0162891019503924	TIMM13	19	2427244
cg20537325	0.965022974546713	MGMT	10	131348421
cg20537629	0.428753470148802	MAGI2	7	79083944
cg20537992	0.0311258746996209	ZFPL1;CDCA5	11	64852354
cg20538819	0.0215096625892276	PTPN14	1	214724805
cg20540428	NA	PPP4R2	3	73045686
cg20540913	0.595592016226842	EDA	X	68836108
cg20541456	0.078952589436994	CYFIP2	5	156696520
cg20542190	0.0335254773535052	LILRA4	19	54850619
cg20542800	0.865520904727897	NA	NA	0
cg20543416	0.0135102347155335	MMP25	16	3095676
cg20543571	0.934936128481878	C15orf43	15	45248878
cg20544605	0.0653650347043585	SORBS2	4	186877497
cg20545295	0.0228044945868393	GOLGB1	3	121468027
cg20546002	0.0167598215724769	COL23A1	5	178017376
cg20550118	0.0440894343144524	CRABP1	15	78633662
cg20550520	0.0367179992142459	ARHGAP5;C14orf128	14	32545277
cg20551517	0.943744650963885	GIP	17	47046292
cg20552296	0.0572820591904109	HPSE2	10	100995305
cg20555138	0.0393518002732278	RAP2B	3	152879629
cg20555481	0.0181040244984554	MRI1	19	13875430
cg20555507	0.0447948694248898	TRPM3	9	73736452
cg20556988	0.143259337021904	CCL1	17	32690127
cg20557037	0.0220101719735202	COBLL1	2	165698099
cg20557104	0.0269835542784742	B3GNT8	19	41934313
cg20557202	0.15225092723086	SLC5A5	19	17982930
cg20557567	0.0263820486818466	VPS52;RPS18	6	33239694
cg20559561	0.0121717089294203	RNF10	12	120972173
cg20559736	NA	CEACAM19	19	45174671
cg20566118	0.0237592586633261	TNC	9	117880556
cg20567721	0.0594993081878875	CENPN;C16orf61	16	81040639
cg20570279	0.0332297421575357	ZNF259	11	116659129
cg20571908	NA	KIF20B	10	91461681
cg20572838	0.0128592926932575	EME1;MRPL27	17	48450745
cg20573242	0.0164734159829641	CCNA2	4	122745356
cg20573420	NA	ZNF792	19	35451129
cg20576002	0.474282277766523	GTSF1	12	54867653
cg20576510	0.969194006057805	PROM1	4	16077324
cg20576597	0.0158676758634447	C21orf29	21	46131668
cg20579480	0.539353019450791	APOBEC4;RGL1	1	183622007
cg20580177	0.601836787259692	LRFN3	19	36427779
cg20582779	0.0438146812399229	HHIPL2	1	222721375
cg20582984	0.679592087382401	GNASAS;GNAS	20	57417233
cg20583073	0.903761674463858	S1PR4	19	3178759
cg20583316	0.0397194943796002	SERPINE1	7	100770476
cg20584011	0.673385667921968	ZDHHC11	5	851422
cg20585500	0.925230546827041	GPHA2	11	64703192
cg20586531	NA	PLSCR1	3	146263147
cg20587168	0.593070297790218	ACTL9	19	8808829
cg20587336	0.0198340880705347	ARMC1	8	66546482
cg20587394	0.409649750527799	HOXC13	12	54332209
cg20587543	0.01704892888553	ABAT	16	8768110
cg20587968	0.779960378924984	UCN3	10	5406423
cg20588045	0.0800366296225339	PCDH15	10	56561096
cg20588069	0.841044009305829	MSX1	4	4860439
cg20588892	0.0154817610219616	TMEM161B	5	87565114
cg20590849	0.00807085387560697	MIF4GD	17	73267439
cg20591405	0.0147182416877009	RAB6B	3	133614578
cg20592700	0.125459598248617	WIPI2	7	5230083
cg20595215	0.0207437864621865	LMCD1	3	8543014
cg20595300	0.0138980657517845	UHRF2	9	6413167
cg20597908	0.0132174861598825	ARPC3	12	110888290
cg20598389	0.0387504274694154	C6orf89	6	36854046
cg20603424	0.00926466200146885	DDX31;GTF3C4	9	135545631
cg20603888	0.920753506272784	MYEF2	15	48470973
cg20609368	NA	HBD	11	5257253
cg20610181	0.421618126199215	CA9	9	35674000
cg20610545	0.0315137011768186	WNK1	12	861469
cg20611872	0.507421490977861	NA	NA	0
cg20612559	0.0165274956509253	LOC100306951;INPP5K	17	1419634
cg20612615	0.0142569491285811	PREP	6	105850408
cg20613151	0.0122783094328652	TRIM25	17	54991064
cg20613889	0.642572034722508	FSHR	2	49381495
cg20614736	0.938267034533358	NA	NA	0
cg20615832	0.0417058447704151	PF4V1	4	74719172
cg20615951	0.00773678378876028	CNST;TFB2M	1	246730188
cg20616414	0.0181443655234764	WNK2	9	95947396
cg20616836	NA	AES	19	3064281
cg20617956	0.0243174261385648	C10orf58	10	82168530
cg20618842	0.0302871995188095	OLFML3	1	114521572
cg20622019	0.184395696537099	ADA	20	43279793
cg20622056	0.513764036803253	SLC7A3	X	70151134
cg20623943	0.0167897281524542	CMPK1	1	47799834
cg20624391	0.820980117895671	BVES	6	105584149
cg20625138	0.891596396317218	UTS2	1	7913667
cg20627106	NA	PDE6G	17	79624984
cg20627916	0.120824536367052	ESR1	6	152128328
cg20629089	0.0138625919625787	SAMD4A	14	55034451
cg20629097	0.0168889962361631	EXO1	1	242011587
cg20630151	0.963386812492362	BPESC1	3	138823086
cg20630207	0.0843445450785018	TECR;MIR639	19	14640235
cg20630386	0.666778986783935	NA	NA	0
cg20630567	0.0109338576001993	CCDC115;IMP4	2	131099794
cg20630655	NA	SNUPN	15	75918700
cg20632573	0.0667469085178937	SLC6A5	11	20621341
cg20633621	0.0138116048369756	GAS2L1	22	29702335
cg20633883	0.0179220955081894	ABCC3	17	48712051
cg20633959	NA	NRF1	7	129250987
cg20634573	0.865821411065967	ADRA2B	2	96781407
cg20636078	0.0139541483929798	ATR	3	142298018
cg20637307	0.014002872225211	ERBB4	2	213403960
cg20637800	0.0106127836462893	BRI3	7	97911512
cg20638426	0.0201153084701649	ZNF14	19	19843991
cg20639263	0.0230641678333426	PNP	14	20937872
cg20640433	0.0462468351583337	LAMA2	6	129204206
cg20641280	0.623369623484754	LAGE3	X	153707793
cg20641580	0.0157080532439912	C22orf32	22	42476080
cg20641660	0.0456808138409877	C11orf30	11	76155487
cg20642765	0.0405727524372013	MLF2	12	6861825
cg20643362	0.0101635605221348	C19orf12	19	30206369
cg20643416	0.0140873593402384	NA	NA	0
cg20644453	0.0175592188847415	C21orf59	21	33985338
cg20644981	NA	RPS3A	4	152020400
cg20645058	0.529995789618262	CLEC12B	12	10163532
cg20645065	0.599515154402571	ALPL	1	21836138
cg20645649	0.0133486873186071	RPL35	9	127624485
cg20646490	0.080275571215523	FOSB	19	45971291
cg20647137	0.94623040835542	AKR1D1	7	137761289
cg20647888	0.0800127926300842	CCDC3	10	13043954
cg20648108	0.0180666449919471	CTTNBP2NL	1	112939192
cg20648149	0.941204143248291	SYNE2	14	64319089
cg20648463	0.0428073974663249	HNRNPH2;GLA	X	100662775
cg20648827	0.342641932118352	MAGEE2	X	75005028
cg20649047	0.0638283064641205	NUMB	14	73925161
cg20649991	0.61111451078139	LILRB5	19	54761127
cg20651453	0.0189120143362187	MAP3K6	1	27693398
cg20651681	0.046615070187482	GRB10	7	50861418
cg20652640	0.0357826474069038	ZFPM1	16	88520056
cg20652889	0.0312868256646253	UNC84B	22	39151458
cg20654468	0.767632180427882	LPXN	11	58342997
cg20655010	0.0128980151329225	PREPL;C2orf34	2	44589154
cg20655558	0.94765368867418	XPNPEP3;DNAJB7	22	41257839
cg20656116	0.0170015812694891	CD59	11	33757858
cg20657383	0.965345306299182	CEACAM1	19	43033362
cg20657421	0.50743143798253	NA	NA	0
cg20661303	0.531483847342618	LEFTY2	1	226129561
cg20663831	NA	GIMAP2	7	150383154
cg20663980	0.852018358753018	CDX4	X	72667070
cg20664201	0.451473742581722	INHBE	12	57849270
cg20664247	0.165711026431785	PEX10	1	2345475
cg20668607	NA	DNAJC11	1	6762257
cg20669525	0.0099988973317329	GPAA1	8	145137896
cg20670302	0.00828760661572886	PSTPIP2	18	43652172
cg20672044	0.934704766731244	HPR	16	72096498
cg20672744	0.0129056288782446	ERICH1	8	681352
cg20673075	0.0567576764829398	STK3	8	99838488
cg20673481	0.0142530371476429	KCNS3	2	18059454
cg20673611	0.0238694125379874	TM7SF3	12	27166943
cg20674521	0.812729395152137	KCNJ4	22	38850521
cg20674577	0.0503492015089783	PHACTR3	20	58179540
cg20675440	NA	NIP7;COG8	16	69374895
cg20676303	0.898225901220167	GAGE5;GAGE12I;GAGE7;GAGE2A;GAGE2C;GAGE2E;GAGE8;GAGE4;GAGE2D;GAGE12F	X	49217045
cg20676475	0.283051819432015	LCE3D	1	152552494
cg20676542	0.0176478632624886	TRIM25	17	54991456
cg20678353	0.676428024715982	C15orf53	15	38988560
cg20681975	0.0129591797247722	CNPY3	6	42897059
cg20683151	0.939731213127166	TM4SF20	2	228243972
cg20684399	0.030225821932116	PHF2	9	96338308
cg20684549	0.77412091342432	LPPR3	19	822842
cg20684973	0.0171061660139092	TAF5	10	105127632
cg20687462	0.0138626785790592	CCDC102A	16	57570777
cg20688340	0.924581461943926	MMP21	10	127464237
cg20691408	0.0313519605497156	FADS3	11	61659465
cg20691580	NA	APOC3	11	116701044
cg20692181	NA	RETN	19	7733174
cg20692569	0.795401641237186	FZD9	7	72848481
cg20693880	0.0491583410771978	PSMB6	17	4699478
cg20695057	0.012151807043865	TP53BP2	1	224034220
cg20695562	0.0260162856490194	USP33	1	78225636
cg20695587	0.084943157739436	TMPRSS11F	4	68995759
cg20696985	0.028357780143663	SHF	15	45480429
cg20697204	0.888038916325041	C2orf61	2	47382593
cg20699736	0.017776097441682	VAX2	2	71127226
cg20700904	0.0136006404756952	HNRNPH3;PBLD	10	70091499
cg20701850	0.0152119729601446	RECQL;GOLT1B	12	21655265
cg20702327	0.0387967928440127	CSNK2A1	20	524484
cg20707333	0.975260293180369	PPP1R3D;C20orf177	20	58514079
cg20707345	0.984339424489585	PARD6A;ACD	16	67695867
cg20708411	0.0179746071656464	CSNK1G3	5	122847581
cg20712430	0.0146275537391246	KREMEN2	16	3013923
cg20713333	0.0163675837442116	RG9MTD2;MTTP	4	100484892
cg20713492	0.679733579077119	AQP10	1	154293482
cg20714328	0.967231181377471	THBS4	5	79331850
cg20715219	0.0147300046872361	DDX17	22	38902282
cg20715764	0.012791202171942	ZNF264	19	57702697
cg20716064	0.0121466908354625	USP6NL	10	11652950
cg20716119	0.0473751775057322	CDH1	16	68771763
cg20716209	0.0280917114907006	STAT3	17	40541270
cg20716571	0.0491950103173991	WDR37	10	1102456
cg20716945	0.0094892844946648	USP38	4	144106096
cg20717059	0.0175338400359174	FAM167A	8	11324817
cg20718816	0.0110220438595608	LTBP2	14	75078842
cg20720686	NA	POR	7	75582881
cg20721467	0.620534459385676	MYST4	10	76597927
cg20723355	0.0354210496155333	FBXO39	17	6679597
cg20724073	0.00956245026665585	MLX	17	40719654
cg20725021	0.656751497499146	MASP1	3	187009575
cg20727114	0.0193130429532591	CPT1C;C19orf76	19	50194120
cg20727362	NA	CYB5R3	22	43045952
cg20728496	NA	NADSYN1	11	71163555
cg20728639	0.0136815264428119	ABTB2	11	34379053
cg20731798	0.0218758903934731	C11orf74;RAG2	11	36616365
cg20732137	NA	GMEB2	20	62251227
cg20732367	0.0514259513656995	LRRFIP1	2	238601467
cg20736065	0.0142666111841976	MSI2	17	55334276
cg20737712	NA	TBRG1	11	124492803
cg20739508	0.105558250529941	NA	NA	0
cg20739510	0.0313342252053955	PEX14	1	10534809
cg20740029	0.0129114651650021	SLC5A8	12	101603835
cg20743744	0.0297573045628622	C4orf42;CTBP1	4	1243849
cg20744464	0.0111266257571665	MFI2	3	196756875
cg20744809	0.021713336223519	FTSJD1	16	71323116
cg20747455	0.944312128201372	MATN4	20	43933383
cg20748065	0.92594040798016	POR	7	75583421
cg20750215	0.0254340776526443	JUNB	19	12901966
cg20751395	0.937538891016404	KCNQ1	11	2594153
cg20752438	0.0434052241262833	C9orf128;TMEM8B	9	35829112
cg20755353	0.032413169185445	SSU72	1	1510883
cg20757196	NA	SNORD60;TRAF7	16	2206320
cg20757526	0.0162000632278844	DCXR	17	79995330
cg20757758	NA	PPCS;ZMYND12	1	42922000
cg20757912	0.0424670372809162	SSBP2	5	81047188
cg20758803	0.00737281665838637	MAGI3	1	113933172
cg20760063	0.0172084428600459	NBR2;BRCA1	17	41277580
cg20761322	0.0209321105094015	CIB2	15	78423564
cg20764656	0.905588808960249	GPX2	14	65410479
cg20767356	0.970863114891402	HORMAD1	1	150693100
cg20767936	0.0177971547963544	ASNSD1	2	190526040
cg20768743	0.838346076345279	CD226	18	67624846
cg20769102	NA	POLR2K	8	101162761
cg20769774	NA	CYLD	16	50775476
cg20769842	0.565157697563337	MKRN3	15	23810238
cg20770175	0.905539151264822	COL3A1	2	189839474
cg20770311	0.0124058468097835	SMPD1	11	6411396
cg20770803	0.0210788281070539	CNTD1;CCDC56	17	40950659
cg20771670	0.0136840480912809	PHLDA3	1	201438018
cg20772904	0.0332878565228452	SHCBP1	16	46654722
cg20773127	0.0862173507039039	ENPEP	4	111397155
cg20774846	0.544639840318749	DPYS	8	105479420
cg20775254	NA	PROM2	2	95940705
cg20775840	0.0438286585418836	G3BP1	5	151150431
cg20775959	0.0129838587432821	ARNT2	15	80696264
cg20776317	0.939423177505191	SNAPC4	9	139292793
cg20777437	NA	CDCP2	1	54619703
cg20778294	0.0149836239453195	PPRC1	10	103892833
cg20778669	0.953693061666627	MGMT	10	131355217
cg20779414	0.0157158991806132	STAT6	12	57505882
cg20780953	0.0210505303595979	RAB3D	19	11450511
cg20781140	0.0201722517159077	GPR155	2	175352216
cg20781967	0.559104208519268	NINJ2	12	772688
cg20782689	NA	OXA1L	14	23234972
cg20784775	0.0986157299760574	TMTC1	12	29937585
cg20785344	0.014715652842231	PGAM5	12	133287770
cg20786074	0.895398376491643	EFEMP1	2	56150255
cg20787196	0.0285724275451798	ITPR2	12	26987031
cg20788083	NA	VPS33B	15	91566802
cg20789620	0.142816600798577	FSD1	19	4304334
cg20789691	0.701298151495894	RLN1	9	5340039
cg20789824	0.894923947220174	NA	NA	0
cg20790056	0.85881239367867	TMIGD2	19	4303012
cg20790540	0.937144807672274	PTCRA	6	42884350
cg20791593	0.869082116598586	NEU4	2	242751796
cg20791841	0.0186009258489146	MORG1;MAN2B1	19	12777736
cg20792062	0.0606414618158011	KCNA5	12	5153288
cg20792294	0.116993236913331	IGF2AS;INS-IGF2;IGF2	11	2165425
cg20792833	0.897660328493129	PTPRCAP	11	67205195
cg20793071	0.0582834881493616	C1orf83;TMEM59	1	54520450
cg20795401	NA	ITGA6	2	173291908
cg20795863	0.953673697529181	NEU2	2	233896119
cg20795913	0.493587741183624	MLX	17	40718830
cg20797216	0.0700521498649028	FBN3	19	8212234
cg20797699	0.0364629080572804	LIMD2	17	61776851
cg20797766	0.0162987864601811	PRSS27	16	2770866
cg20798152	0.516977887927154	CARTPT	5	71014900
cg20801056	0.0160843551287485	MBP	18	74844767
cg20802051	0.0190663042568487	AK3L1	1	65613403
cg20802392	0.394285353042588	CTSK	1	150780684
cg20803370	0.0243574021813819	PPOX	1	161136162
cg20804101	0.0792241567727378	SLC6A13	12	371916
cg20804555	0.0217573163113318	GSC	14	95235869
cg20804821	0.530432485257839	NA	NA	0
cg20807545	0.226329763227524	ADAMTS18	16	77469538
cg20807701	0.0311477892047552	THAP5;DNAJB9	7	108209641
cg20808145	0.0143343370917609	KLC2	11	66025705
cg20811273	0.0233909536343175	CASP3;CCDC111	4	185570979
cg20811389	0.0162361113898063	NA	NA	0
cg20811607	0.208277062660619	PPIL6;SMPD2	6	109760831
cg20812929	0.0844535683140581	DHRS4L2	14	24458345
cg20813773	0.0157174184672039	C5orf36;ANKRD32	5	93953866
cg20815063	0.0135325326804474	ANKRD49;MRE11A	11	94227320
cg20816612	0.543405473156081	PHKA1	X	71933629
cg20821095	0.0195338106683102	FADD	11	70049116
cg20822579	0.0292262071543734	RIPK3	14	24809073
cg20822628	0.911158022956897	GATA5	20	61041592
cg20824576	0.00930987183221206	CD47	3	107809695
cg20825323	0.492590487151634	IGBP1	X	69353047
cg20828084	0.314563925005232	KIAA1199	15	81070851
cg20830531	0.0136674635794072	SPATA5;NUDT6	4	123844416
cg20831492	0.0522812993732842	BET1	7	93633593
cg20831708	0.707211586655176	SEC31B	10	102279373
cg20832009	0.522278504364857	STARD8	X	67867718
cg20832020	0.614327013564198	TIGIT	3	114012912
cg20833786	NA	MRGPRX3	11	18141393
cg20835282	0.0151509912386419	C3orf62	3	49314454
cg20837735	0.084064310839788	SERPINB5	18	61144177
cg20839025	0.632524053616427	NA	NA	0
cg20839149	0.180293780463759	SH2D2A;NTRK1	1	156786601
cg20839219	0.0229690126859045	SLC39A6;ELP2	18	33710235
cg20840847	0.961478803107441	APBA2	15	29213626
cg20842040	0.611328446895337	PRPS2	X	12809608
cg20843052	0.043878551707394	KIAA1841	2	61293725
cg20845050	0.0235229296461931	ZNF7	8	146053666
cg20847746	0.236746739744062	S100A13;S100A1	1	153600865
cg20848130	0.91962036330193	GJC2	1	228337776
cg20849549	0.0194961069846079	PTEN;KILLIN	10	89623138
cg20849987	0.928929403120468	LUZP4	X	114524470
cg20850582	0.0245731747346426	LRBA	4	151936449
cg20850981	NA	ZNF323;ZKSCAN3	6	28322103
cg20851097	0.157922011949754	SPTB	14	65289835
cg20851245	0.944436593842347	STK36;RNF25	2	219538212
cg20852286	0.0240512333356203	NSUN3;DHFRL1	3	93781624
cg20853593	0.0287204453570019	NA	NA	0
cg20854748	0.0284621413992698	PIP5K1A	1	151170914
cg20855303	0.631741701110366	REPS2	X	16965405
cg20855344	NA	NR1D2	3	23986090
cg20855565	0.0125668668778131	TRIM58	1	248020350
cg20856064	0.0765946937646087	P4HTM	3	49027210
cg20856436	0.0255139811380107	RPS27A;C2orf63	2	55459612
cg20856834	0.358798689738864	OR12D3	6	29342522
cg20857253	0.866121541576865	TCP10L	21	33957290
cg20857455	0.0320384270858089	CPNE8	12	39300142
cg20857947	0.149027332219672	NA	NA	0
cg20858478	0.0310018697286749	NA	NA	0
cg20858526	0.7868639915334	CTRC	1	15765065
cg20859470	0.0425455021328908	RPS27	1	153963593
cg20861607	0.0166551957533693	CHRNA7	15	32323114
cg20862119	0.915620761177154	KRT76	12	53171017
cg20862496	0.427928574967414	SLURP1	8	143823734
cg20864636	0.920712129954103	GARNL3	9	130025713
cg20865068	0.018366699967675	TM9SF2	13	100153453
cg20866788	0.0215150399893245	ARL1	12	101802016
cg20867633	0.0419450580698967	GOLT1A	1	204183116
cg20868410	0.018432864179811	HBEGF	5	139726466
cg20869203	0.0683246968962605	LHFPL1	X	111923211
cg20869710	0.0183069575637684	PDHX;APIP	11	34938234
cg20870362	0.855797117329196	CCIN	9	36169175
cg20870559	0.0285576924519901	OAS2	12	113416518
cg20872461	0.0108507466245709	RFC4	3	186524196
cg20876010	0.155892285749538	CACHD1	1	64971752
cg20877313	0.0237256940775545	GLS2	12	56881753
cg20878850	0.31283022851519	AR	X	66763685
cg20879768	0.955125405678344	KATNAL2;TCEB3B	18	44562136
cg20879959	0.0149713587944053	HLA-A	6	29910208
cg20880234	0.0221098816849228	ZMYM2	13	20531619
cg20881054	0.0179743536167923	VASH1	14	77228508
cg20881888	0.0152163100219984	ZMYND10	3	50383079
cg20881910	0.0258445256999343	NTM	11	131780332
cg20882852	0.0395851695684276	SERINC1;PKIB	6	122792503
cg20884362	0.0921241059232251	C21orf67;C21orf70	21	46358702
cg20884697	0.0235015629520264	MANEA	6	96025221
cg20885089	0.0333619254175532	AMPD2	1	110162701
cg20886062	0.0102852542664868	DCI	16	2301787
cg20887241	0.651614062108211	HTR1D	1	23522636
cg20887455	0.0163156715021319	PHB	17	47491840
cg20888386	0.0109782178577731	CRYBA2	2	219858260
cg20888907	0.0310330552941413	LETM2	8	38244244
cg20890210	0.0838312146297274	KCNB2	8	73450181
cg20891301	0.857312929090805	MSX1	4	4864711
cg20891917	NA	IFRD1	7	112064031
cg20892287	0.223416068040419	RICS	11	128893851
cg20893022	0.0543667050410691	MIR7-3;C19orf30	19	4769214
cg20895028	0.670209038903072	CDH26	20	58533443
cg20895877	0.069285944312851	PRIMA1	14	94254586
cg20896197	0.0157605019429629	KIF20B	10	91461107
cg20897667	0.527598527944571	MIMT1;PEG3;ZIM2	19	57351213
cg20899053	0.0610881683521031	MNX1	7	156803197
cg20899321	NA	LRRC32	11	76380605
cg20900524	NA	PPT1	1	40563271
