Hybridization REF	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05
cg24238205	0.0234665379870754	FAM111A	11	58912174
cg24239808	0.933550984621453	BTD;HACL1	3	15641908
cg24240626	0.24950043298891	REG3A	2	79386720
cg24241455	0.0224080303550957	KLHL20	1	173683938
cg24242194	0.0161580841413032	STYXL1;MDH2	7	75677414
cg24242519	0.221065385475202	FAM49A	2	16846569
cg24243265	NA	GSDMC	8	130799851
cg24243406	0.0167947870852258	ZNF764	16	30569314
cg24244000	NA	GABRG3	15	27670335
cg24247865	0.0520255275274616	CHORDC1	11	89956517
cg24248317	0.947847568618167	C2orf18	2	26986379
cg24249486	0.347391918331065	ARHGAP6	X	11684119
cg24249775	0.929004343880596	KRT10;TMEM99	17	38978344
cg24250393	0.567755264808055	PRKCB	16	23846838
cg24251035	0.613764298903729	ZC3HAV1L	7	138721065
cg24252723	0.0247566893637341	CNNM2	10	104678150
cg24252809	0.3372275969574	NA	NA	0
cg24254120	NA	RFC3	13	34392869
cg24254206	0.109475154982236	QPCTL;SNRPD2	19	46196934
cg24256211	0.456661726394129	SAMD4A	14	55035215
cg24257768	NA	C10orf84	10	120101984
cg24262376	NA	SCNM1;LYSMD1	1	151137274
cg24262469	NA	TIPARP;LOC100287227	3	156391694
cg24264506	0.091533319288868	NA	NA	0
cg24264578	0.912811762538015	OR2C1	16	3405902
cg24265806	0.0321276351052437	FAM126A	7	23053737
cg24266238	0.0261959329449674	PFN2	3	149689668
cg24266542	0.0193951573680504	POLR3B	12	106752006
cg24267801	NA	COX6C	8	100905507
cg24269276	0.0189199230598379	SFRS1	17	56084441
cg24269657	0.442114125627734	F7	13	113759771
cg24269846	0.0103959254826605	PRIM1	12	57146087
cg24270244	0.0115005562770155	RBM7;C11orf71	11	114271111
cg24272559	NA	FMO9P	1	166572716
cg24272907	0.182637122419657	RIMBP2	12	131002918
cg24273512	0.306571416666302	POPDC3	6	105628147
cg24274272	0.989543297735368	DNAI2	17	72278023
cg24274600	0.0116412760268085	RHOBTB3	5	95066816
cg24275354	0.0157937234743573	NDUFA10	2	240964415
cg24276445	0.861937331681043	CNR1	6	88854953
cg24276491	0.534552476532065	EAPP	14	35009492
cg24278076	NA	PLS1	3	142340931
cg24278423	0.0297431071492034	FOXA3;SYMPK	19	46367240
cg24283842	0.0211336416146887	RPLP1	15	69745592
cg24284910	0.0232230197175539	SNX14	6	86302808
cg24286301	0.289712915843452	GUCY2F	X	108725540
cg24286767	0.0139201700721452	RNF181	2	85822592
cg24287460	0.869256247413247	CCDC48	3	128748026
cg24289167	0.0394738448052019	POLR3A	10	79789219
cg24290574	0.533736453201923	CPA3	3	148583152
cg24291845	0.0173309814190722	WBP2	17	73851885
cg24292612	0.306412588482638	DEFB1	8	6735472
cg24293567	0.0900083964060542	C9orf98;C9orf9	9	135754124
cg24297976	0.0240594669603406	WDR35	2	20189487
cg24298280	NA	RNF217	6	125305108
cg24300924	0.0136747111416993	SLMO1	18	12407808
cg24302095	0.0196110812850074	GRB10	7	50861049
cg24304712	0.491443623342725	C1orf101	1	244624785
cg24304714	0.227724834021725	LCE1C	1	152779374
cg24305835	0.0174696822503894	SDHB	1	17380585
cg24306924	0.0192951800224872	GPT2	16	46918433
cg24307225	0.0149308564938449	CSNK2A2	16	58231550
cg24309555	0.32650141933026	APOB	2	21266956
cg24310246	NA	RAX2	19	3773172
cg24311282	NA	SIGLEC11	19	50464887
cg24311382	NA	CTGF	6	132272408
cg24313770	0.0193407684442959	RRP15	1	218458267
cg24315815	0.802327223898338	PLSCR4	3	145969579
cg24315860	NA	SRPK2	7	105029492
cg24317255	0.590017192357965	RGS17	6	153452233
cg24318412	0.0130913323197173	ASH2L	8	37962972
cg24319545	0.0635535878227528	H2AFV	7	44887278
cg24320643	0.0357940525374174	ADAM17	2	9695596
cg24321030	0.0147147255177218	SLC46A3	13	29292888
cg24322623	0.426956810662557	MYOD1	11	17740430
cg24323031	0.0346131184986017	PAQR8	6	52227260
cg24323434	0.0148481054062815	SERF2	15	44084878
cg24323726	0.750686773275854	ZBED2;CD96	3	111314186
cg24324379	0.0298662797423797	IDH1	2	209119750
cg24325790	0.927982747321761	CCL23	17	34345392
cg24326142	0.043522099238735	CSF1	1	110453144
cg24329374	NA	NIPSNAP3A	9	107510068
cg24329717	0.952248993952548	P2RX3	11	57106093
cg24329794	0.0178511148090994	GRSF1	4	71704884
cg24330042	0.0690807093950046	GSTT1	22	24384159
cg24330485	0.0167687487919513	EEF1B2;NDUFS1	2	207023983
cg24331079	0.967215534216084	STAT4	2	192016205
cg24331162	0.445816975286509	SYT8	11	1855665
cg24332422	0.58338925384688	APC	5	112073686
cg24332433	0.0381131918166754	SLC39A11	17	71088903
cg24333473	0.450885771108073	ZNF597;NAT15	16	3493428
cg24334790	0.0299023610294063	ARL5A	2	152685205
cg24334879	0.0129119258342449	NKTR	3	42642248
cg24334983	NA	ANXA11	10	81965683
cg24335149	0.881978536779006	PLA2G5	1	20397074
cg24335895	NA	COX7A1	19	36643771
cg24336531	0.0164287303577845	ARL6IP5	3	69134303
cg24337809	0.0154669228344844	BTG2	1	203274882
cg24338843	0.361619039623759	C1orf158	1	12806667
cg24340657	0.896394228866891	KRT24	17	38859934
cg24340926	0.765626630258897	RAB33A	X	129305036
cg24341129	0.622991829751081	BNC2	9	16727830
cg24341177	0.0160295718284555	DIABLO	12	122710506
cg24341220	0.0168475038353181	RETSAT;ELMOD3	2	85581729
cg24341236	0.50108992733893	BRCC3;MTCP1;MTCP1NB	X	154299853
cg24341536	0.0345365479305328	SQSTM1	5	179247663
cg24341800	0.275200696448079	ACAT1	11	107992076
cg24341944	0.0150567894164307	RSRC1	3	157827791
cg24342628	0.0186987957139004	KDM1B;TPMT	6	18155101
cg24343515	0.0134894262017723	PI4K2A	10	99400468
cg24345138	0.0248260899518979	KLHL25	15	86337433
cg24345247	0.0282656946982947	HIST1H4A	6	26021916
cg24345793	0.0206472317323763	USP5;CDCA3	12	6960807
cg24346429	0.571034307395322	GNAS	20	57428032
cg24346637	0.804241882954485	UBL4B	1	110655292
cg24349555	0.0142226626289909	HECA	6	139456526
cg24352499	0.376954686978323	NA	NA	0
cg24352530	0.122590457613064	ABCG2	4	89080423
cg24352688	0.700157631413932	TRAPPC2;OFD1	X	13751727
cg24352736	0.0131126308906258	YIPF2;C19orf52	19	11040012
cg24353217	0.893745419607988	MYL2	12	111358188
cg24353466	0.0112906076962084	RNF13	3	149530978
cg24353833	0.0291646549117158	NRM	6	30658612
cg24354652	NA	PTAFR	1	28502908
cg24355006	0.944335248289221	CSNK1G2	19	1969744
cg24355048	0.585557852243879	CTSG	14	25045028
cg24355091	0.173576763325688	NA	NA	0
cg24355174	0.0293253862369174	C11orf60	11	118436523
cg24356289	0.0137774352566276	NA	NA	0
cg24356544	NA	OGDHL	10	50970863
cg24356797	0.0134822199969761	UBA52	19	18682387
cg24357161	0.469593259360765	RCVRN	17	9810114
cg24358465	0.180527067500136	HIST1H2AG;HIST1H2BJ	6	27100860
cg24358529	0.0301820142565079	PPIE	1	40204662
cg24362016	0.368204226682171	ZNF44	19	12406154
cg24362401	0.0373198552381257	PIK3C3	18	39535226
cg24362726	0.188574296293324	SCLT1;C4orf33	4	130013618
cg24363955	0.840019371021317	C5orf23	5	32788467
cg24364574	0.0709155005063805	PREX1	20	47443694
cg24365013	NA	CLRN1;CLRN1OS	3	150691910
cg24365867	0.685952029899324	MRVI1	11	10715595
cg24371157	0.0126270545405594	LOC282997;PDCD4	10	112631335
cg24371225	0.0140933698904125	MGC42105	5	43192392
cg24371383	0.0199157868326285	CEP55	10	95256104
cg24373308	0.0204059840325189	BAG2	6	57036955
cg24373760	0.0193649065388366	LGR5	12	71834237
cg24376537	0.528016075441421	DLG3	X	69665103
cg24377133	NA		8	144170375
cg24378421	0.37364150111667	MTMR9	8	11141365
cg24382521	0.920409218646952	C7	5	40908228
cg24384676	0.0591868231446503	SLC25A21;LOC100129794	14	37641964
cg24385322	0.367985899698834	RELL2;HDAC3	5	141017773
cg24386906	0.023652312591574	DSE	6	116692844
cg24387380	NA	GABRA5	15	27159158
cg24387818	0.284839235529168	POF1B	X	84634756
cg24388263	NA		19	4241983
cg24389347	0.681283723764045	C3orf22	3	126277693
cg24389359	0.704993965545509	CCDC63	12	111284228
cg24391122	0.0188395767628263	SNAPC2	19	7986137
cg24392274	NA	C9orf16	9	130921842
cg24392479	0.0208825914634969	ASPSCR1	17	79934870
cg24392574	0.933722003697082	CALML5	10	5541423
cg24394865	0.0211556721413982	MRPL11	11	66206319
cg24396745	0.190020827932603	HCN4	15	73660614
cg24399106	0.0383851098110526	MGC45800	4	183065224
cg24399405	NA	C16orf35	16	189577
cg24399529	NA	MIR548H4;TMEM84	15	69373153
cg24400943	0.84885303381275	C11orf64	11	60383099
cg24401441	NA		20	21679843
cg24401912	0.0343545948478505	STYK1	12	10826432
cg24402880	0.706543088711038	PLAC8	4	84035837
cg24403722	0.0363727999778008	EGR3	8	22550720
cg24404909	0.275689309159463	INF2	14	105175111
cg24405636	0.0239115913382471	ZNF526	19	42724150
cg24407065	0.948120052291881	BLZF1;NME7	1	169335802
cg24407308	0.0748205237937788	DGKZ	11	46354997
cg24408199	0.0160320898095812	EIF2B5	3	183852724
cg24408313	0.298885773688555		18	60988465
cg24408511	0.95890195126909	C12orf51	12	112711543
cg24408817	0.026789080684895	CCNL1	3	156878512
cg24409107	0.00827145882627462	GALE	1	24127262
cg24411312	NA	ST14	11	130028844
cg24412846	0.130384634300382	NA	NA	0
cg24414089	NA	MRC2	17	60705329
cg24414383	0.855852172058654	KRTAP1-1	17	39198944
cg24415468	0.358291841481669	ZNF711	X	84499079
cg24417499	0.56385053804895	HPCA	1	33351653
cg24418574	0.148807149101597	NA	NA	0
cg24420778	0.0170475897827247	PRDX6	1	173445979
cg24421410	0.469903510828013	HLA-DMA	6	32920220
cg24422489	0.953529138852618	FCGR2A	1	161474976
cg24423088	0.97636981907671	KRTAP8-1	21	32185365
cg24424381	0.025825517252533	WDR93;PEX11A	15	90233857
cg24426405	0.157169538183807	AGR2	7	16844852
cg24427660	0.433243394283997	PNPLA2	11	818892
cg24428042	0.0200013937648565	ECHDC3	10	11784408
cg24428760	0.0201713428679766	RALY	20	32582025
cg24428913	NA	WAS	X	48541432
cg24429836	0.428287206920511	LDHD	16	75150744
cg24430616	NA		8	23320416
cg24432073	0.595829808377717	CDKL2	4	76555634
cg24432916	0.460945763036688	SOX3	X	139587479
cg24433189	0.481706539379015	SSTR5;LOC146336	16	1128689
cg24434118	0.0208380718427175	TP53INP1	8	95961556
cg24435562	0.0766224261963976	NA	NA	0
cg24435704	0.934999269579289	PARP12	7	139763773
cg24438217	NA	PDS5A	4	39980114
cg24438655	0.0287679394844885	KPNB1	17	45727598
cg24440147	0.415499831261884	NA	NA	0
cg24441350	0.0205347388593401	NA	NA	0
cg24441911	0.447557053586842	RBP5	12	7280988
cg24442290	0.0297801919240101	C20orf111	20	42838850
cg24443136	0.90991320287602	ATP2B3	X	152801587
cg24443250	0.595757755233758	TNFSF8	9	117693010
cg24443367	0.898861009212594	NA	NA	0
cg24443885	NA	ZNF227	19	44716952
cg24443925	NA	NCOR1	17	16118806
cg24444408	0.0265233082087408	KLHDC4	16	87799134
cg24445405	NA	MIS12	17	5391238
cg24446548	0.405170762362642	TWIST1	7	19157263
cg24447042	0.761252648086385	SMARCA1	X	128657893
cg24447890	0.813264042300699	LMAN1L	15	75105144
cg24448231	0.0199116209645521	SNORD12B;C20orf199;MIR1259;SNORD12C;ZNFX1	20	47895529
cg24448259	0.544652465670193	CPVL	7	29186110
cg24449371	NA	CIB2	15	78424141
cg24450157	0.015192049872088	DHX16	6	30640543
cg24450312	0.0975057085054093	RASSF5	1	206681158
cg24450631	0.280867367160065	IGF2BP2	3	185542709
cg24453353	0.015920649253296	HIST1H4C	6	26104185
cg24453664	0.357420232843459	CD59	11	33758413
cg24454143	0.19383136993766	FLT3	13	28675265
cg24454435	0.0229831868421063	NAA50	3	113464350
cg24454579	NA	BIRC8	19	53794794
cg24456340	0.885705125196658	ABI3;GNGT2	17	47286483
cg24457403	0.678143173499104	KRT16	17	39770337
cg24457521	0.0211771948878999	ATP5E	20	57607420
cg24459023	0.0185307675892057	MED26	19	16739945
cg24459209	0.502615256813887	PRG3	11	57148215
cg24459563	0.904704384214565	CACNG1	17	65040609
cg24461814	0.855042931939679	KRT84	12	52779281
cg24467291	0.145535165390512	CLIP1	12	122907814
cg24468890	NA	HDAC1	1	32757294
cg24469114	0.0185017085424668	SNHG3-RCC1;SNHG3	1	28832988
cg24469803	0.0394043129293635	POLR3A	10	79789416
cg24469977	0.929993080857731	PLXNA4	7	132333391
cg24471268	0.0220884129118034	SPSB2	12	6982806
cg24471555	NA	FAM160B2	8	21946112
cg24471867	0.0155340713225588	MLL4;ZBTB32	19	36207871
cg24471894	0.165584580910555	KIAA0020	9	2838508
cg24473385	0.0119702862651512	ZNHIT3	17	34842439
cg24473633	0.0148188250558786	DENND3	8	142138319
cg24474182	0.913100912966511	MED12L;P2RY13	3	151047307
cg24474998	0.0152269017570374	GDE1	16	19533603
cg24475171	0.530227320460627	C9orf78;USP20	9	132598886
cg24476569	0.451799919402831	ABCC4	13	95954382
cg24477567	0.487392553250253	EPOR	19	11495295
cg24477636	0.538541819418718	NA	NA	0
cg24478145	0.0449249806463386	SCFD1	14	31090880
cg24478387	0.0482311963807153	SUMF2	7	56131848
cg24478630	0.0150668405320084	MOGS	2	74692696
cg24480194	0.0175743918639193	GGA1	22	38004444
cg24480859	NA	SLC2A5	1	9129791
cg24481163	0.172996428832277	NA	NA	0
cg24481633	0.0117545506332792	DOCK4;ZNF277	7	111846146
cg24482053	0.0151473564790909	MLH3	14	75518003
cg24482234	0.0339796870835513	GDF1;LASS1	19	19006439
cg24484103	0.0265314996162814	VRK3;ZNF473	19	50528836
cg24484296	0.753023012835001	ZNF320	19	53395225
cg24485466	0.011645005804484	KIF14	1	200589999
cg24488435	0.0201793226515775	SMUG1	12	54583029
cg24489015	0.739557384143753	LPO	17	56316162
cg24489034	0.53216731985786	NA	NA	0
cg24489237	0.0578106602705663	PBX1	1	164529170
cg24490338	0.675715607089419	TPM3	1	154164054
cg24490859	0.0166311276160362	MAGEF1	3	184429760
cg24492022	NA	RPS15A	16	18802110
cg24493940	0.0726213432838559	MMP17	12	132313678
cg24494008	0.0360600613803222	IFT80;SMC4	3	160116838
cg24494556	0.0151580389193174	ZNF33B	10	43134100
cg24495017	0.207546148774488	PITX1	5	134370530
cg24496423	0.610516975149001	SRPK3	X	153046480
cg24496666	0.405059716101658	GIPC2	1	78511979
cg24497270	0.00989215243082832	SLC25A39	17	42401753
cg24497819	0.637613028410963	SELPLG	12	109027683
cg24497877	0.0268795808097415	PUSL1;ACAP3	1	1244060
cg24498554	NA	CSH1	17	61974237
cg24499411	0.789772280778836	TNS3	7	47580247
cg24499839	0.121967678642908	TSNAX-DISC1;DISC1	1	231762238
cg24500683	0.047182816648309	PTP4A1	6	64281771
cg24502084	0.0206277356839575	ROBLD3;UBQLN4	1	156024674
cg24504986	0.0139319710019232	ZNF346	5	176449842
cg24505122	0.911191494492501	WNT5B	12	1726292
cg24505341	0.586769501142239	CADPS	3	62861544
cg24505375	0.622479528500527	NA	NA	0
cg24505527	0.0126837132154653	NKIRAS2;DNAJC7	17	40168900
cg24506604	0.419089653812719	KRT80	12	52579502
cg24507762	0.475636281567563	KCNB1	20	48099890
cg24509668	0.17006299862256	SSPN	12	26348529
cg24511534	0.570679455086827	RP2	X	46696351
cg24511869	0.0142542058476419	RELB	19	45505543
cg24512303	0.886882997415867	HNF4G	8	76452152
cg24512400	0.0780017535866558	KLK10	19	51522561
cg24512973	0.351914968758944	MUC1	1	155161784
cg24513045	0.141907126626177	RGS19;OPRL1	20	62711519
cg24514921	0.0382142914420408	VPS54	2	64246311
cg24515202	0.0193739255694058	TTC9C;HNRNPUL2	11	62495977
cg24516061	0.0352536990934906	RGS19;OPRL1	20	62710773
cg24516901	0.465837609636987	FAM124B	2	225266801
cg24517042	NA	CAV3	3	8774409
cg24517609	0.0451836957806706	SSR3	3	156272814
cg24520070	NA	C14orf48	14	94462337
cg24520800	0.0144647730327467	CAGE1;RIOK1	6	7389821
cg24522076	0.422960419985936	FOXO4	X	70316254
cg24523000	0.161742152599213	GABRA1	5	161273839
cg24523456	NA	HLCS	21	38363160
cg24523758	0.0212970068761058	UBE2E3	2	181845005
cg24524435	0.0402014522027165	UCKL1AS;UCKL1;ZNF512B	20	62588125
cg24525573	0.86879221423585	C1orf64	1	16330784
cg24526899	0.731128148946318	BMP4	14	54424149
cg24527001	0.013240910874014	NDUFB1;CPSF2	14	92588234
cg24528447	0.0280314609914585	NR2F1	5	92918517
cg24528523	0.200900072800021	SLC22A18AS;SLC22A18	11	2923808
cg24529858	0.647145117295719	F11	4	187186949
cg24530795	0.327641778738148	FAM109A	12	111807189
cg24532476	0.921741402591052	CHFR	12	133424566
cg24532669	NA	BRMS1	11	66112147
cg24535573	0.0226655357257983	TMEM51;C1orf126	1	15478961
cg24541550	0.794132910161594	MRVI1	11	10715360
cg24543400	0.0149121459631796	TRIB2	2	12857652
cg24545967	0.610244195339191	SH2D3C	9	130540941
cg24546463	0.500409028094806	SNX31	8	101662053
cg24546942	0.451638657379237	SERPINB4	18	61310626
cg24547948	0.0211132449194605	ADPRHL2	1	36554901
cg24549085	0.00890551165754252	RTEL1	20	62289802
cg24549507	NA	C6orf145	6	3752754
cg24552358	0.883025381905123	NA	NA	0
cg24552431	0.0184918342894534	ATAD1;CFLP1	10	89577906
cg24555600	0.186918071463652	DHRS4;C14orf167	14	24422956
cg24555656	0.0130754683933839	TAF6;CNPY4	7	99717359
cg24556026	0.402864597260092	GNE	9	36258971
cg24558204	0.0185839493670502	HBS1L	6	135376177
cg24560809	0.936177336032559	PROM2	2	95939339
cg24562819	0.0892585374507891	THBD	20	23029806
cg24568646	0.0201800441968132	CCT8	21	30446238
cg24570987	0.00943838109129451	NA	NA	0
cg24573310	0.019742611173221	CISD1	10	60029455
cg24573501	0.388902453528302	F2RL1	5	76114373
cg24574111	0.928751735701565	LPAR3	1	85331084
cg24576270	0.0169212947521102	CUGBP1	11	47574547
cg24576425	0.724288032482865	GALNT5	2	158114404
cg24576735	0.0172627585981619	MARVELD1	10	99473759
cg24577137	0.047529759791872	C1orf27;TPR;MIR548F1	1	186344558
cg24579667	0.926505665536906		2	157280411
cg24579896	0.026645417490402	C14orf33;KTN1	14	56047964
cg24580001	NA	CCDC88B	11	64106532
cg24580056	0.955316918391998	MGMT	10	131321587
cg24580185	0.015987363050339	WDSUB1	2	160143534
cg24580526	0.019294097659645	CDK2AP1	12	123756739
cg24580782	0.983106135104171	NR0B2	1	27240365
cg24582500	0.139451742153066	GLRX3	10	131934763
cg24585690	0.6657094445409	IL9	5	135231514
cg24587268	0.0143427009029908	OSBPL2	20	60813121
cg24588599	0.022300589548847	GPN3;C12orf24	12	110906317
cg24592207	0.0221944980841985	TOMM40L	1	161195816
cg24592364	0.0328853293334156	ANKH	5	14871736
cg24593475	0.0266097447587835	SNAI2	8	49833956
cg24594997	0.0330765379897714	RBP1	3	139258166
cg24595957	0.0146956987194589	PARP2;RPPH1	14	20811627
cg24596472	0.0507657903530704	TOP1MT	8	144417263
cg24596576	0.0172849835021933	FANCD2;CIDECP	3	10067780
cg24597988	0.885743922950537	NA	NA	0
cg24599739	0.0202316599389982	NA	NA	0
cg24599942	NA	GINS4	8	41386345
cg24602243	0.0442740591180726	TRIO	5	14144425
cg24603941	0.927967873535348	MIA2	14	39703302
cg24605304	0.20825460366791	KCNA5	12	5152766
cg24606773	0.0166977712309305	RAB21	12	72148487
cg24607398	0.651158920161603	EPM2AIP1;MLH1	3	37033625
cg24607535	0.493336562152882	CDH26	20	58533495
cg24608308	0.0135816461457181	RAPGEF3	12	48152844
cg24608774	0.0251551715014342	NA	NA	0
cg24611092	0.843506977747177	NA	NA	0
cg24611631	0.0164077666503904	SLC1A1	9	4490288
cg24612198	0.52205068314387	CD3E	11	118175631
cg24612772	0.0558305625546736	EXT2	11	44117021
cg24613957	NA	PLA2G2E	1	20250684
cg24615044	0.0183369514848582	TMUB2;C17orf65	17	42264691
cg24615251	0.887984706060608	CCL13	17	32683481
cg24616461	0.019566233764692	PRR11;SKA2	17	57233115
cg24616736	0.178974891399689	HDAC6	X	48659713
cg24618244	0.0134654057833247	INPP5F	10	121485763
cg24618716	0.0192458419993058	PTMA	2	232573223
cg24619694	0.827665434196259	TAGLN	11	117070485
cg24620905	0.363861361793399	MTMR11	1	149908781
cg24621042	0.30377778049392	SERPINA1	14	94857275
cg24621354	0.026016617022073	TES	7	115850382
cg24623271	0.414356715185037	ZIC2	13	100635002
cg24623694	NA	PRX	19	40919760
cg24624819	0.0168964301170166	NA	NA	0
cg24624841	NA	RPS9	19	54704151
cg24625128	0.318784981471413	JAM3	11	133939064
cg24625388	0.20745540011527	NEBL	10	21463858
cg24626923	0.94851978240107	PROKR1	2	68873205
cg24628744	0.760755156498609	H2AFY	5	134735654
cg24631950	0.0258474407103787	UBE2D1	10	60094625
cg24633242	0.028551282568192	AKTIP	16	53537307
cg24633648	0.0326371153000256	TC2N	14	92302448
cg24635866	0.013837260660062	CCT2	12	69979163
cg24636657	0.676571835884627	SERPINA7	X	105280886
cg24638647	0.0321490415786432	TMEM101	17	42092247
cg24641352	NA	ZFP41	8	144328078
cg24641737	0.182384794003468	DENND2D	1	111743271
cg24642468	NA	C16orf78	16	49407997
cg24642516	0.0183599492359095	FICD	12	108908742
cg24642523	0.122384108987276	HSPA2	14	65009265
cg24642820	0.755458348867863	NUP210	3	13462465
cg24643262	0.527813272631737	BMX	X	15518862
cg24645221	0.381763010194835	PENK	8	57358928
cg24646414	0.670455343765963	GATA4	8	11565725
cg24646513	0.0756901797616187	MTERFD3	12	107380499
cg24646710	0.0197126403494895	NA	NA	0
cg24647726	0.348185300317392	NA	NA	0
cg24648061	0.849345736560285	COG5;GPR22	7	107114615
cg24648715	0.528394265392599	TCEAL3	X	102863004
cg24649346	0.0215282711639155	CBX6	22	39268751
cg24649641	0.0195891972922563	PGAP3;ERBB2	17	37844119
cg24649713	NA	C1orf86;LOC100128003	1	2125979
cg24650229	NA	C3orf30;IGSF11	3	118864825
cg24650353	0.0207517204440995	HIP1	7	75368337
cg24650394	0.952766601668918	PLEKHH2	2	43863435
cg24650501	0.484515534474621	LMX1A	1	165324990
cg24651706	0.0176696443101112	CHCHD5	2	113341872
cg24652271	0.0124786507698622	JAG1	20	10654705
cg24652919	0.449550065962127	HCFC1R1;THOC6	16	3073191
cg24653181	0.517456081979976	RHCG	15	90039582
cg24653967	0.969476531260782	PRR4;PRH1	12	11037084
cg24654350	0.416242394415785	NA	NA	0
cg24654547	0.0194601273409257	DUS2L;DDX28	16	68057165
cg24655310	0.937071820980863	CYP4F11	19	16045119
cg24659201	0.101717076723301	GPR39	2	133173718
cg24660086	0.745438791982479	RGR	10	86005121
cg24661752	NA	AP2M1	3	183891928
cg24662718	0.136347324396108	VAV3	1	108507468
cg24662961	0.075674595509582	IRX3	16	54320670
cg24664861	0.596322789456186	SPAG16	2	214149200
cg24664957	0.719425163475346	VPS37B	12	123381003
cg24668150	0.0196829024754279	ANKRD26	10	27389076
cg24670151	0.257272205811577	GGA3;MRPS7	17	73256558
cg24670715	0.743085371834048	ANGPT2;MCPH1	8	6420506
cg24673765	0.649440588325447	HSPB6;C19orf55	19	36247869
cg24674220	NA	GMEB2	20	62251901
cg24674703	0.712068841972262	CD5	11	60869960
cg24675098	0.0184986249639008	SPEF2	5	35617879
cg24677780	0.0389613612255539	SEC1;CA11	19	49149055
cg24678320	0.913903213780278	ZNF792	19	35451371
cg24678429	0.0160845389520347	PTPRE	10	129705785
cg24679082	0.0151997085421848	ETV4	17	41623840
cg24680602	0.103287975360285	ZNF232	17	5026393
cg24680924	0.012105842099305	EPHB6	7	142552940
cg24682149	0.0147317227098065	LSM12	17	42143817
cg24682740	0.0199029511592485	NA	NA	0
cg24683061	0.0183311685477169	PAIP2	5	138677846
cg24683129	0.0158369525298153	NA	NA	0
cg24685926	0.0233603173287525	MDP1	14	24685281
cg24686224	0.0139096222828061	FARSB	2	223520411
cg24686358	0.0913034478584868	COL9A2	1	40782785
cg24686542	0.04479250833753	SSX2IP	1	85155606
cg24687051	0.0163167598185948	KCNQ5	6	73332073
cg24687335	0.00911339978143446	SLC37A4	11	118901407
cg24687764	0.0335145073245204	C16orf46	16	81111074
cg24688248	NA	CD276	15	73976389
cg24690731	NA	SOX7	8	10589093
cg24691255	0.939688587171513	SERPINB2	18	61553966
cg24691453	0.640328813776426	S100A4	1	153518384
cg24691461	0.486446153384656	C20orf160	20	30598501
cg24691578	NA	CRY2	11	45869488
cg24692716	0.0118087438396055	C6orf192	6	133119484
cg24692964	0.0232993198641344	NA	NA	0
cg24693053	0.262217730693375	MFSD7	4	682834
cg24693368	0.147947467770195	KCNJ3	2	155554844
cg24693620	0.0113792286792196	RAB5B	12	56367689
cg24693909	0.0331947274490034	RG9MTD2;MTTP	4	100484573
cg24694549	0.911786063131323	GRIP1	12	67072769
cg24695828	0.033304019073374	ZNF566	19	36980257
cg24697031	0.493383370804264	NA	NA	0
cg24697184	0.529354210953003	TTC22	1	55266578
cg24697329	0.772152163977693	ARHGEF4	2	131674376
cg24697682	0.0181682738500547	SLC25A4	4	186064225
cg24698533	0.915062026650706	NA	NA	0
cg24698622	0.0458707427379329	PPP2CB	8	30670597
cg24701874	0.0201293511899487	NA	NA	0
cg24703623	0.102957774198732	NA	NA	0
cg24703717	0.0147582325531814	HLA-F	6	29691168
cg24705286	0.00981952729900632	JMJD5	16	27215306
cg24709471	NA	CRABP1	15	78633202
cg24710073	0.253932031546105	TBP	6	170864351
cg24710886	0.0207616315275384	PUM1	1	31538937
cg24711626	0.0103668621875113	KIAA1012	18	29522957
cg24711914	0.753380455988182	NA	NA	0
cg24712395	0.83225590364806	CAPN12	19	39234666
cg24713080	NA	NDUFS8	11	67797684
cg24713204	0.368608664903143	ZNF471	19	57019373
cg24714666	0.0330495424525066	TRAPPC2;OFD1	X	13752442
cg24715106	0.0150313968792513	AQP11	11	77301139
cg24715245	0.576107496463421	UCHL1	4	41258794
cg24715735	0.705626441453466	HPN	19	35531403
cg24719575	0.0230789142354992	REST	4	57773768
cg24719601	0.274724279792193	PHOX2B	4	41750466
cg24719984	0.586350600309384	PPFIA2	12	82153464
cg24723331	0.554717744155078	ST8SIA1	12	22487219
cg24724583	0.703023574460574	PLXDC1	17	37307313
cg24727182	0.0189548127726747	AGXT2L1	4	109684250
cg24727203	0.134325166354929	PPP1R3B	8	9007933
cg24727568	0.0186781541162469	PCBP1	2	70315011
cg24728447	0.0164682997100348	PHKB;ITFG1	16	47495541
cg24730207	0.977056410580434	PTGES2;LOC389791	9	130891743
cg24731756	0.0150772527426363	ILK;RRP8	11	6625293
cg24733384	NA	FAM177A1	14	35516283
cg24734575	0.970717579183091	SLC7A9	19	33360626
cg24735489	0.344558429644714	CDSN;PSORS1C1	6	31088352
cg24735937	0.873280228012409	CLTB	5	175843923
cg24736099	NA	PLCB4	20	9077730
cg24737900	0.0503729742470565	FDXR	17	72869117
cg24738006	0.0158472996171513	PSMA7;SS18L1	20	60717729
cg24739326	0.507259557495404	CHST8	19	34175354
cg24740435	0.0199805632156723	NA	NA	0
cg24743283	0.0249637520103175	GNA12	7	2884365
cg24743310	0.955229724922254	SLC47A2	17	19619905
cg24744425	0.0158522671097493	RABIF	1	202858153
