Hybridization REF	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05
cg20923575	0.032097887840399	MTMR4	17	56596273
cg20924286	0.182224677854394	CLDN11	3	170136159
cg20925178	0.182308909546792	CWF19L1	10	102027628
cg20925482	0.0253305887428513	C20orf111	20	42839882
cg20925811	0.787752834230557	MMP9	20	44638517
cg20925954	NA	DUSP5	10	112256640
cg20925955	0.947775312581987	TIAM2	6	155412182
cg20927059	0.0181214653868785	TFCP2	12	51567112
cg20930618	0.0135240441377252	VPS72	1	151162157
cg20931907	0.739847697639963	CXorf67	X	51149742
cg20932053	NA	CPM	12	69358093
cg20932765	0.0275826944349894	TRIM33	1	115054143
cg20935106	0.077612150304458	TAPBPL;LOC678655	12	6561229
cg20937139	0.12863361787552	PDGFC	4	157892758
cg20938286	0.0132397368554008	CLDND1	3	98241925
cg20938359	0.327180974542255	SLC6A12	12	322250
cg20938689	0.373945183382591	NA	NA	0
cg20939319	0.354903011338266	TEX15	8	30707701
cg20940661	0.0167614823456278	KCNS3	2	18060086
cg20945531	0.91641747730544	FLJ34503	6	114225012
cg20947775	0.0826419364578161	SCD5	4	83720240
cg20948472	0.0780596823612571	ZMAT2	5	140079847
cg20950011	0.117860033104204	CIDEA	18	12254377
cg20950277	0.871880312377601	TNIP3	4	122085241
cg20951444	0.660665721841519	FNDC5	1	33337112
cg20951539	NA	PXT1	6	36367819
cg20951726	0.0215776160535824	MTMR9	8	11142737
cg20951821	0.0174977693635138	ENC1	5	73937141
cg20953047	0.950341974024562	PIGR	1	207120022
cg20955688	0.182205106215855	TMEM71	8	133772889
cg20955831	0.0341238345251257	LRRC16A	6	25279788
cg20956314	0.943386476996622	XYLB	3	38387299
cg20956373	0.0196348919632732	USP48	1	22109557
cg20957193	0.0176308956416585	ZNRF1	16	75032774
cg20959523	0.103414315977649	FIGN	2	164592477
cg20959866	0.20759116038492	AJAP1	1	4714008
cg20964758	0.224090784492918	ENOX2	X	130037157
cg20965815	0.743576588140091	DPCR1	6	30919513
cg20966551	0.0263599663955594	MAST1	19	12949060
cg20966972	0.0142794508212671	MYST3	8	41909463
cg20967028	0.956804865684345	ART4	12	14996272
cg20967220	0.883325743341229	GCM1	6	53013647
cg20969242	0.0461105674293808	GON4L	1	155827044
cg20969846	0.0347549050586705	DIDO1;C20orf11	20	61570221
cg20970875	0.0210209689360201	KANK3	19	8408337
cg20972214	0.237117293421489	SLC2A3	12	8088818
cg20972416	0.0256783155340691	NHEJ1	2	220025218
cg20972495	0.858596231278473	NA	NA	0
cg20972543	0.0193442227928624	HERC3	4	89514177
cg20972553	0.967688705533802	JDP2	14	75898937
cg20973210	0.274466939421422	C19orf35	19	2282729
cg20974196	0.159047816334248	CFD	19	859983
cg20975478	0.029794120215726	CCDC24	1	44457319
cg20977411	0.0348754756996808	PMVK	1	154909454
cg20977864	0.580970716464198	HYDIN	16	71264290
cg20979602	0.0190089042537682	PAPD4	5	78908130
cg20979799	0.169835000573443	RFX6	6	117198560
cg20979896	0.0199147971453043	PDRG1	20	30539958
cg20980592	0.928702435188465	MEP1A	6	46761035
cg20981615	0.500448172205854	TXK	4	48136280
cg20981893	0.0575578730830981	HSD11B2	16	67465461
cg20982583	0.0167556350297618	POLR2F;C22orf23	22	38349717
cg20985014	0.789438592563076	WISP3	6	112374151
cg20986134	0.0153549507873093	LMNB1	5	126112439
cg20987610	0.685772049731023	CDH17	8	95222020
cg20988616	0.901056208352139	ENPP3	6	131958144
cg20988728	0.0233884645278124	PIK3IP1	22	31688502
cg20991095	NA	USP49	6	41863098
cg20991801	0.0594128347920218	CDK13	7	39990729
cg20993403	0.48691129877456	EPB41L1	20	34700329
cg20994561	NA	BAI1	8	143544400
cg20994801	0.318989778530493	PIK3CD	1	9711398
cg20998885	0.904274918993227	C20orf79	20	18794833
cg20999813	0.0131989474738814	USP10	16	84734014
cg20999934	0.0242568190345449	SUGT1P1;NFX1	9	33290511
cg21000021	0.0910972351032785	MYBBP1A	17	4458969
cg21003606	NA	CALN1	7	71877237
cg21004129	NA	CXCR1	2	219032024
cg21006686	0.453025335867191	NOS1	12	117800240
cg21008709	0.0319934816099568	SEC22C	3	42622950
cg21008828	0.0971773135483935	TNK2	3	195634965
cg21010050	0.0149326271398664	TBC1D23	3	99979819
cg21010197	0.0148984038806436	CDCA8	1	38158425
cg21010262	0.0267202136641617	C9orf116;MRPS2	9	138391250
cg21011830	0.027179193793585	RPL18AP3;RPL18A	19	17970855
cg21012874	0.58491838592632	SNCG;MMRN2	10	88718393
cg21016177	0.0736321956875057	EXOC7	17	74100207
cg21017752	0.090945041851176	PPP1R3C	10	93393203
cg21019522	0.355021480949433	SLC22A18;SLC22A18AS	11	2920789
cg21019820	0.0130066116114228	MIR191;NDUFAF3;DALRD3	3	49059209
cg21020082	0.0418162935437865	FAM134A;C2orf24	2	220042127
cg21020710	NA	ZNF544	19	58739803
cg21021629	0.784282440679371	NRIP1	21	16340722
cg21022247	0.749909992562146	BIN2	12	51718310
cg21022395	0.763114216108861	SHOC2	10	112722440
cg21022435	0.941849302582294	NFRKB	11	129763918
cg21023001	0.292823023376168	CD93	20	23067088
cg21023114	NA	IFNA14	9	21241233
cg21023770	0.831144065324012	C20orf165	20	44517227
cg21024145	0.0140523313979286	RPS15A	16	18801635
cg21024391	0.0174272579519839	NA	NA	0
cg21026663	0.0181054803382489	HIST1H4D	6	26189234
cg21028326	0.127920303336422	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.407465556266898	TMEM185A	X	148713678
cg21030598	0.469579494059077	PAK2	3	196466425
cg21032203	0.0535353130596769	ZRANB2	1	71546840
cg21032583	0.939792405849844	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.139800533618789	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0237798766174946	TGFBI	5	135364552
cg21035142	0.178557477719195	CRYGN	7	151136940
cg21037570	0.0959547451001893	IMMT	2	86422857
cg21038229	0.023227572879323	NA	NA	0
cg21038703	0.792291481972969	ASB16	17	42248358
cg21038964	0.0461819213482538	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.0163368050492849	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.478587755893697	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.0149490279791817	DDB1;DAK	11	61100532
cg21044104	0.688854979841118	LYZL4	3	42451876
cg21045388	0.943283648684718	KIAA1026	1	15428172
cg21045917	0.768091930908553	ALAS2	X	55057395
cg21046413	0.420360301129858	AIFM1	X	129299367
cg21046940	0.0243223838757021	DAP	5	10760858
cg21047206	0.670096323830358	PDE4DIP	1	145076221
cg21048501	0.0302862324354129	MRPS24	7	43909515
cg21048669	0.695259896751018	CLEC3A	16	78056379
cg21049762	0.880313424555277	TCIRG1	11	67805456
cg21051046	0.130402569697922		7	155248393
cg21051086	0.244847677571072	PPP4R2	3	73046214
cg21051423	0.0240343248583432	MTBP;MRPL13	8	121457935
cg21052164	0.0867490068571286	CHRNB2	1	154539977
cg21053015	0.0263126969197633	SYNGR1	22	39746054
cg21053323	0.443043032422728	SUMO3	21	46237385
cg21053529	0.230968601514004	GJD2	15	35046760
cg21053748	0.0299724022976462	NDUFA4	7	10979772
cg21057046	0.297680379486834	NBL1	1	19970204
cg21057494	0.555443122628031	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0149525378783925	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.335390485546254	SLC22A8	11	62783543
cg21063899	0.274624146146596	SCEL	13	78109801
cg21065959	0.596948924294309	LCE1E	1	152758755
cg21065990	0.0208571500076933	TASP1	20	13619254
cg21066636	0.33517427843799	TM4SF5	17	4675292
cg21067846	0.848588912091384	MORC4	X	106228404
cg21068030	0.938643742952188	CYB5D1;LSMD1	17	7762413
cg21068152	0.0221138166993506	SIRT4	12	120740453
cg21068339	0.0094418931705113	DSP	6	7542819
cg21069922	0.0294755639477482	ERAL1	17	27182342
cg21070087	0.871519081090153	HECW1	7	43351538
cg21070730	0.0170064018645693	NA	NA	0
cg21072025	0.0670211165082501	GNG8	19	47137863
cg21073927	0.120827515835683	GATA4	8	11562155
cg21075829	0.364841365801398	ESYT3	3	138153170
cg21076470	0.135333205835321	MRPS14	1	174992744
cg21080294	0.234369299000011	PRPS1	X	106871478
cg21081852	0.0816528274400352	TXNRD1	12	104680692
cg21081971	0.508657924945706	TRPC4	13	38444765
cg21084260	0.88177490531672	APOD	3	195311868
cg21085553	0.032996016362756	NA	NA	0
cg21085625	0.0238251106163259	C2orf76;DBI	2	120124643
cg21085768	0.774661701179401	NA	NA	0
cg21086464	0.024563302266319	PAK1	11	77184925
cg21087043	0.103563753281789	NA	NA	0
cg21087137	0.158392080177606	GLIPR1L1	12	75728469
cg21087701	0.719051776563178	GPR119	X	129520113
cg21089667	0.979108649370974	HLTF	3	148805262
cg21090723	0.778940930577303	ALG13	X	110970253
cg21091629	0.0252463761021881	PGAP2	11	3829534
cg21091679	0.0328061121201234	ELL2	5	95298142
cg21092324	0.218500684237373	MMRN1	4	90816310
cg21092462	0.0972288173809022	KCNH1	1	211307761
cg21092687	0.0447266278785902	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.865708229557978	NA	NA	0
cg21094669	0.125759940810934	GLRA3	4	175750109
cg21096399	0.275599846171646	MCAM	11	119188145
cg21096502	0.0280892385984589	CHCHD2	7	56174374
cg21096591	0.427221736712039	NA	NA	0
cg21096915	0.37459656418741	LOC84856	10	42971209
cg21096966	0.285688739273188	KLHL28;FAM179B	14	45432458
cg21097640	0.229027285961627	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.0180880455776595	SRM	1	11120574
cg21099326	0.0115964997178216	TRIM35;PTK2B	8	27168591
cg21099488	0.016288356372752	PELI2	14	56585486
cg21101222	0.0086185996098552	ATOX1	5	151138161
cg21104946	0.0895236203309114	WNT7B	22	46373530
cg21105318	0.684685584886484	ITGB6	2	161056520
cg21109025	0.833357996424395	CCL2	17	32580869
cg21111471	0.691388167898148	FLRT1;MACROD1	11	63871000
cg21111868	NA	EGR4	2	73521089
cg21112925	0.0311296156228142	FAM96B;CES2	16	66968030
cg21114485	0.0397737678875263	UFSP2	4	186346747
cg21115977	0.478347561256051	GDF2	10	48416510
cg21115990	0.807013764169883	NA	NA	0
cg21116314	NA	ZNF266	19	9546752
cg21116410	0.0176169253204304	PEX12	17	33905650
cg21117584	0.0341230255317221	SNIP1	1	38019997
cg21119032	0.0363567096687995	LANCL1;CPS1	2	211341315
cg21120063	0.760752797957054	C2orf82	2	233734910
cg21120249	0.745385119704124	C9orf139;ABCA2	9	139921971
cg21120786	0.0970477075861117	SKAP2	7	26904188
cg21122529	0.0186716844200173	CHERP	19	16652680
cg21122774	0.75218594542703	SARDH	9	136604996
cg21123509	0.0337608520615808	POLD2	7	44163430
cg21123573	0.0838157376838652	SIRT4	12	120740055
cg21126707	0.548892046928832	MYF5	12	81111012
cg21126943	0.477486443215049	CEACAM6	19	42259395
cg21129531	0.916598286926693	LRRC4;SND1	7	127670703
cg21130124	0.905298689506465	CALML5	10	5542328
cg21130374	0.201714782251758	MX2	21	42734266
cg21132104	0.0458644872768323	SPATA5L1	15	45694354
cg21132577	0.181339360657908	MYOM2	8	1993528
cg21134096	0.0922413434542854	RHEB	7	151217883
cg21137417	0.871823331858585	SPP2	2	234959456
cg21137706	NA	TMEM5	12	64173304
cg21137707	0.876883761097149	PNMA5	X	152160917
cg21137823	0.0511147622211167	PRKCZ	1	1981270
cg21140292	0.0259157431415295	SMARCA2	9	2015788
cg21142158	0.0414387878359565	COG6	13	40229689
cg21142188	0.462986270102277	ATP7A	X	77166294
cg21142272	0.669526411643889	EXOC3L	16	67224341
cg21142398	0.906711537045272	GLIS1	1	54200078
cg21144270	NA	STK25	2	242448675
cg21144587	0.0238931801626806	GPN1;CCDC121	2	27851409
cg21145624	0.0319518200658648	MEIS3	19	47922899
cg21146268	0.166020127162485	HIST1H2BE	6	26183508
cg21148892	0.789500042719774	CLEC4F	2	71047649
cg21151355	NA	GJB3	1	35246607
cg21152662	NA	TEC	4	48231543
cg21152671	0.23560370934158	TRAF1	9	123690586
cg21153758	0.308421815478745	ITGA1;PELO	5	52083992
cg21154823	0.00959751461957272	FAM160B2	8	21947302
cg21161070	0.0916013644510533	RACGAP1	12	50419399
cg21161651	0.0119023042073988	C11orf83;C11orf48	11	62439250
cg21162961	0.577132239952068	NA	NA	0
cg21163415	0.503379466203167	EDN3	20	57876201
cg21164303	0.0112848428609974	TMED3	15	79603277
cg21165219	0.858638543221968	FAM38B	18	10698044
cg21165909	NA	CPS1	2	211419938
cg21166555	0.0261289484990686	NA	NA	0
cg21166999	0.821731646279119	ROS1	6	117746793
cg21167159	0.905025048742311	H19;MIR675	11	2018154
cg21168622	0.103415299400799	ZNF350	19	52489831
cg21168884	0.901615811948099	C6orf122;C6orf208	6	170198971
cg21169285	0.910506775053012	MAPK9	5	179707665
cg21171130	0.0149659055430119	FAM158A	14	24610583
cg21171373	0.0177028332890886	WDR5B	3	122134914
cg21171615	0.453077724104947	NA	NA	0
cg21172540	0.0197170216919121	LOC100128071;TSSK3	1	32827840
cg21173623	0.0416472610472352	TMEM141	9	139685156
cg21176048	0.0283448797894816	PEX5L	3	179755235
cg21177096	0.0421631686317822	MATN3	2	20212440
cg21178548	0.0598095346348224	SAMD14	17	48207167
cg21179457	0.0173680717610163	INSM2	14	36002798
cg21180599	0.134091122093268	TLE6	19	2976789
cg21182322	0.0199876134552977	POU2F1	1	167189623
cg21182407	0.145344380293671	BPHL	6	3119541
cg21182454	0.00961047175607702	MERTK	2	112656262
cg21183846	0.0752393946599766	FMO4	1	171283203
cg21183872	0.330132223232885	LONRF3	X	118108506
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.198793327712225	NGF	1	115881214
cg21184495	0.0344504629137569	ZNF207;MIR632	17	30677090
cg21185421	0.00874596458756309	PIP5K1B;FAM122A	9	71394810
cg21187265	0.14813478960792	SEPN1	1	26127185
cg21194776	0.81631739402637	USP54	10	75314128
cg21195120	0.181844578070459	MBTPS2	X	21858304
cg21195414	0.0337469999494823	ELOVL5	6	53213871
cg21196187	0.0229093474917139	PSKH1	16	67926862
cg21197871	0.236888988996213	C8orf38	8	96036803
cg21197973	0.0255541187505811	P4HTM	3	49027347
cg21198021	0.733476568615767	PHC2	1	33841581
cg21200380	0.0890244418760271	C1QBP	17	5342446
cg21200703	0.343446522783066	SLC34A2	4	25657628
cg21201109	NA	KANK2	19	11307090
cg21201572	0.614078800700918	AGR2	7	16844606
cg21201659	0.042162741079117	SEC23IP	10	121652288
cg21203420	0.012494477365948	BRWD1	21	40684731
cg21206959	0.0169726830681629	ZWINT	10	58120759
cg21207418	0.644151549671526	ACP5	19	11688711
cg21207436	0.622198748891849	C14orf115	14	74815316
cg21208104	0.0274333889719372	PRSS12	4	119273361
cg21209091	0.193788512558636	DKK4	8	42234975
cg21209356	0.876833396112668	CSF2RB	22	37319042
cg21210758	0.137181951105916	EVC	4	5713005
cg21210789	0.26202847855082	BAI1	8	143545390
cg21211608	0.0395125025010673	RAP1B	12	69004270
cg21211748	0.041560760601868	E2F2	1	23858035
cg21212066	0.0357553458745191	GLG1	16	74640816
cg21212956	0.0260718757537515	ZDHHC4	7	6617294
cg21215336	0.173701816268353	LRRC8E	19	7953705
cg21218093	0.0224197203893535	ZNF335	20	44600160
cg21218636	0.0196075862384794	PCTP	17	53828515
cg21219744	0.0138374150779407	GUF1	4	44680344
cg21222430	0.0161892729015972	CDKN1A	6	36647664
cg21223353	0.943525297087696	ANGPTL7;MTOR	1	11249539
cg21223368	0.0163446068163617	IDH3A	15	78441812
cg21224049	0.0467627718185201	ATP5I	4	668623
cg21224759	0.428437731589499	PIN4	X	71401335
cg21226224	0.497875948024737	NA	NA	0
cg21226225	0.143358281878531	TXNRD1	12	104680742
cg21226234	0.907141403101701	RECQL4;LRRC14	8	145741991
cg21226861	0.0175076403416465	COMMD3	10	22605339
cg21228284	0.0319724171639611	TXNL4B;DHX38	16	72127518
cg21229055	0.317781652348935	GPM6B	X	13957233
cg21229859	0.0204694929322729	MYEF2	15	48469952
cg21230133	0.825607626043303	NA	NA	0
cg21230392	0.927677583574347	PROM1	4	16077697
cg21230435	0.929266104463402	OPN1SW	7	128416023
cg21232015	0.709883269161301	CHFR	12	133424221
cg21232685	0.590364849774339	GPRASP1	X	101909064
cg21233722	0.312266306225856	DOCK2	5	169064660
cg21235838	0.0154760339936268	SORBS1	10	97321106
cg21237418	0.347783903718999	RAB34	17	27045043
cg21237591	0.109337979178798	IGF2AS;INS-IGF2;IGF2	11	2162510
cg21238457	0.116511618785926	WNT11	11	75917353
cg21238818	0.200291496388844	GAL3ST3	11	65816642
cg21240812	NA	TSNARE1	8	143483748
cg21241823	0.192159359990434	PRDM15	21	43300024
cg21242004	0.86624399467378	VTI1A;ZDHHC6	10	114205622
cg21243096	0.145360119699971	NA	NA	0
cg21243909	0.0217898812974787	RCC2	1	17766223
cg21244397	NA	MASTL	10	27444898
cg21244955	0.825885982312428	PI4KA	22	21192955
cg21245135	0.0343971727706685	PGAM1	10	99186516
cg21245372	0.16782252910135	PGAP2;NUP98	11	3819539
cg21245652	0.330990981460053	MAL	2	95691051
cg21246431	0.010928760448001	GK5	3	141944516
cg21246783	0.0185185631486725	CLGN	4	141348699
cg21248478	0.358681555655654	CLIC2	X	154563968
cg21248774	0.0948374450995882	SFPQ	1	35658951
cg21250296	0.0248545095142947	HIST1H2BB;HIST1H3C	6	26044405
cg21250577	0.0142979404311626	ETFA	15	76603657
cg21250978	0.799010768632347	PRKAR2B	7	106684541
cg21252483	0.682618632291182	TULP2	19	49399788
cg21255605	0.0832432384556469	NR2C2	3	14989131
cg21255626	0.0161676954770878	UQCRFS1	19	29704222
cg21255732	0.00927788846033997	GPD1L	3	32148497
cg21256649	0.160486663423516	PRKAR1A	17	66507610
cg21256656	0.857009914427402	KLK6	19	51473823
cg21257635	0.0260393166978956	SYF2	1	25558918
cg21258987	0.621088679663835	GSPT2	X	51485834
cg21259253	0.0240249660707535	PHLDA2	11	2950092
cg21260850	0.017355293667113	CANT1	17	77005823
cg21261477	0.0153165056350499	CABC1	1	227127707
cg21262854	0.0260767346497929	CCDC132	7	92861612
cg21263122	0.0461403126954322	SSTR1	14	38677095
cg21263196	0.167327888412704	BCAM	19	45311997
cg21264055	0.285184137349938	GNL1;PRR3	6	30523242
cg21264207	0.0665344203067535	EGR2	10	64576130
cg21264329	0.0900470569986426	LYRM2	6	90348123
cg21265783	0.0230395161841727	CLIP2	7	73704324
cg21269897	0.109201356740213	HIST1H2BK;HIST1H4I	6	27107002
cg21269934	0.132987081237057	NAT8L	4	2060219
cg21270015	0.901171614305751	LARP7	4	113567813
cg21270593	0.983464995538353	PEG10	7	94293250
cg21271753	0.560674346240078	TMPRSS6	22	37499451
cg21272774	0.104038704346296	HOXC9	12	54393725
cg21273029	0.0187880995884279	UST	6	149068556
cg21273098	0.0373065922459215	SMPD2;PPIL6	6	109762418
cg21273125	0.209908237243642	ABHD2	15	89631790
cg21274025	0.776598063091404	PLA2G3	22	31535981
cg21274570	0.835887783726674	CCL25	19	8117671
cg21275690	0.514149643738762	HCFC1R1;THOC6	16	3072970
cg21277505	0.906256302107337	C19orf63;FAM71E1	19	50978348
cg21279601	0.50098140024569	DRD5	4	9782931
cg21279865	0.842090143747963	FAM106A	17	18430908
cg21279955	0.214363841961137	SLC27A3	1	153747551
cg21280384	0.0212717013914152	RPF1	1	84945307
cg21280510	0.424320362508643	NT5C1A	1	40137089
cg21281001	0.0214084902641571	CTSB	8	11725306
cg21281799	0.868443344238779	DYRK2	12	68041322
cg21282997	0.344677919129909	IL18RAP	2	103035835
cg21283680	NA	SH3BP5	3	15384005
cg21284636	0.303371332667481	PIN4	X	71401009
cg21284731	0.701395648102691	NA	NA	0
cg21284880	0.0297322401136022	LHFP	13	40177740
cg21287330	0.0201609754650101	C17orf81;DULLARD	17	7154245
cg21288099	0.0102491702549632	RRAS2	11	14380330
cg21289015	0.0832533333101751	USH1C	11	17566048
cg21289924	0.0104191039374766	EIF3A	10	120839943
cg21290885	0.323680367394148	TMEM47	X	34675855
cg21291896	0.167527058898324	SLC6A6	3	14444133
cg21291985	NA	ZBTB46	20	62437035
cg21295467	0.0518671676651064	VWA5A	11	123986166
cg21295602	0.224118749813327	NA	NA	0
cg21295911	0.101336490329247	NA	NA	0
cg21296230	0.275762077939069	GREM1	15	33010536
cg21296602	NA	TAF1D;C11orf54	11	93476060
cg21296676	0.531806106541283	EYA4	6	133561660
cg21298523	0.0322111069305689	NUDT9	4	88343936
cg21299958	0.119262356525391	ITM2C	2	231729329
cg21300318	0.311996019521687	MIR7-3;C19orf30	19	4769206
cg21300561	0.0197246354791973	TUBA1B	12	49525534
cg21301148	0.345809791544466	MYH6	14	23878195
cg21301440	0.305270105305749	CYGB	17	74534550
cg21302727	NA	TACC2	10	123748647
cg21303011	0.126761658732127	THRB	3	24537177
cg21303386	0.531354480419379	RGS7	1	241520311
cg21304187	0.0236964828057661	CCPG1	15	55700471
cg21305265	0.0306662357602024	KCTD9;CDCA2	8	25316571
cg21306212	0.0387754768872714	RBM26	13	79979929
cg21306218	0.0138295047003173	ZNF276;C16orf7	16	89787478
cg21306775	0.597189948603		18	74402010
cg21307628	0.766846312736843	CCDC80	3	112360952
cg21307697	0.0311670889017372	EXOSC7;ZDHHC3	3	45017012
cg21309049	0.0224469805909774	STK17A	7	43623222
cg21309147	0.0289608665710945	STAC2	17	37382234
cg21311175	0.0484229474996689	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.763508434628979	LCE2D	1	152636074
cg21319693	0.0257828356791066	PRDX1	1	45987459
cg21319745	0.0537744436079137	UTP11L	1	38478440
cg21321735	NA	KIF1A	2	241760164
cg21321885	0.00473333874638771	NDE1	16	15744194
cg21322149	0.0199393662824563	SENP7	3	101232006
cg21324308	0.849177850405257	PROK1	1	110993852
cg21325760	NA	MAGEL2	15	23891402
cg21329628	0.105377362175383	CD320	19	8373296
cg21330703	0.105477764905663	DRD2	11	113346388
cg21331335	0.942949483690428	KCNV2	9	2717325
cg21331821	0.0466703665255589	ZSCAN1	19	58545149
cg21332946	0.0193762213551119	LIX1L	1	145476871
cg21333964	0.0303043602869611	HMBS	11	118955461
cg21335556	NA	MFSD6L	17	8703341
cg21335942	0.0158994182573646	SETD6	16	58549945
cg21336547	0.0241541994285456	AKAP8	19	15490553
cg21337430	0.0269547587960883	OSGEP;APEX1	14	20923471
cg21339926	0.0418182777102201	CLMN	14	95786621
cg21341271	0.0395419217727912	C7orf36	7	39605683
cg21341807	0.0195869642686645	RABL4	22	37172566
cg21342728	0.282868035293682	MCHR1	22	41075673
cg21347412	NA	STAP2	19	4339217
cg21348691	0.0143131777385877	DUS2L;DDX28	16	68057212
cg21349901	NA		7	4630518
cg21350115	0.366954538126232	CALCRL	2	188312833
cg21350283	0.0289339719977033	ACTN1	14	69445743
cg21351102	0.0153097332500512	MYL12A	18	3247294
cg21351994	0.0611882351317135	EMX1	2	73145006
cg21353232	NA	SEZ6L	22	26564879
cg21355508	NA	NDUFB11;RBM10	X	47003362
cg21358381	0.940941974546508	PPY	17	42019637
cg21359747	0.150928563430429	ALDH1A3	15	101420636
cg21360828	0.0489413233788415	CENPA	2	27008380
cg21361470	0.0645666017346705	MRAP2	6	84743033
cg21363706	NA	NAT1	8	18066485
cg21363943	0.0168342778596525	SF3B4	1	149899654
cg21364150	0.0566150932860613	DUSP19	2	183943551
cg21365235	0.6151103046476	OCRL	X	128674765
cg21365602	0.0531516343288337	GBP4	1	89664407
cg21366535	0.0994132960570869	RSPH3	6	159421281
cg21366834	0.935986192825296	CCR4	3	32992158
cg21367040	0.0121856234913094	TMEM50A	1	25664857
cg21367957	0.764604634505802	F10	13	113776252
cg21368354	0.028593053916792	CARKD	13	111267856
cg21369679	0.0415205891049518	DNAJA2	16	47007757
cg21369988	0.0143398167065301	CAPRIN2	12	30907191
cg21370143	0.941219424528285	MYBPC3	11	47374208
cg21371335	0.0566456324857032	DNAJC7;NKIRAS2	17	40170049
cg21372397	0.00879448965208734	NA	NA	0
cg21372914	0.646056309299085	CLEC4M	19	7828144
cg21373526	0.0351128778312986	RAB30	11	82782794
cg21374864	0.251858242096993	TOR1A	9	132586569
cg21375825	0.940527620872773	LCT	2	136594646
cg21376883	0.322007287335314	ACTN2	1	236850232
cg21377793	NA	TSPAN3	15	77364519
cg21378047	0.0438611702978879	H1FX;C3orf47	3	129034659
cg21378206	0.962633977009027	IL1F5	2	113817043
cg21379008	0.014199991351295	ATP8B2;AQP10	1	154297555
cg21379309	0.0195478339890356	C14orf147	14	34931822
cg21379816	0.0428611503457003	SRM	1	11119628
cg21380294	0.0525429594700795	ZSCAN2	15	85144807
cg21380842	0.0276750799321353	KCNJ6	21	39288830
cg21383720	0.00708861609932633	FAM120AOS;FAM120A	9	96214543
cg21387281	NA	OGFR	20	61435439
cg21387302	0.0299903136988841	RFX3	9	3526198
cg21388029	0.0182596468638898	CREG2	2	102003306
cg21389013	0.0155171406511879	PPM1G	2	27632056
cg21389884	0.00828629592677213	PVRL1	11	119599425
cg21391660	0.0393504929261605	LLGL2	17	73522123
cg21395782	0.109634861668463	NDUFA13;TSSK6	19	19626814
cg21395967	0.149007462973626	TBC1D8B	X	106046174
cg21396405	0.00530022229646989	NA	NA	0
cg21399079	0.968773472079812	GPR45	2	105858139
cg21399198	0.028533120474046	ARMC10;FBXL13	7	102715131
cg21400640	0.67384103709973	TMSL3;TMSB4X	X	12992967
cg21400896	0.496349014416145	ABI3	17	47288569
cg21401794	0.0102400750164715	LRRC8C	1	90099060
cg21402035	0.763561551122655	GALR3	22	38219400
cg21402071	0.172203541669785	CHRNB4	15	78933902
cg21404906	0.0642761826073792	XRCC5	2	216973839
cg21405195	0.669617682486245	PEG10	7	94293385
cg21406461	0.149082918087659	IFI16	1	158978957
cg21407055	0.816365808945528	ART1	11	3666483
cg21407839	0.0112192243861426	DYRK1A	21	38739091
cg21409722	0.0892101713786067	AKAP1	17	55162050
cg21409833	0.872826168649719	DOCK7;ANGPTL3	1	63062724
cg21410991	0.245349526482763	ISL1	5	50678451
cg21412748	0.029710253841866	FCHSD2	11	72852496
cg21413009	NA	DAPK2	15	64338947
cg21413251	0.0186894471576094	PIP5K1B	9	71320693
cg21414251	0.34908004319219	OR12D2	6	29364554
cg21415080	0.548220986107883	NA	NA	0
cg21415604	0.942736955323064	C4B;STK19;C4A	6	31948433
cg21415698	0.0324295702792465	EXPH5	11	108464417
cg21416022	0.252994147367466	TTC23	15	99789661
cg21416237	0.917305729411745	FKBP10	17	39970091
cg21416602	0.0112160356709815	FAM149B1;ECD	10	74927745
cg21418052	0.19564537785786	B3GALTL	13	31773806
cg21418076	NA	LTB4R2;CIDEB	14	24777878
cg21419475	0.0261666309416249	EIF2B1;GTF2H3	12	124118052
cg21420531	0.0751667787061276	SLC5A6;C2orf28	2	27435915
cg21421501	0.0439962848336033	FTH1	11	61734205
cg21421701	0.0123649937644039	BATF3	1	212872679
cg21422208	0.0535604542550001	RFT1	3	53164667
cg21422622	0.0386405338267157	SGSM3	22	40766525
cg21424904	0.02311641589529	GRK6	5	176853466
