Hybridization REF	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05
cg22622495	0.0137083005117482	CDC7	1	91966418
cg22622686	0.0192945738952802	NA	NA	0
cg22623062	0.0229406136667951	TP53I11	11	44972293
cg22624926	0.0281200193664831	PSMA6	14	35761401
cg22625415	0.0400716652817739	ITGA1;PELO	5	52084413
cg22627427	0.963212351736106	C11orf9;DKFZP434K028	11	61522498
cg22627950	0.0466493965915392	TMED4	7	44622302
cg22628694	0.90909141079579	ZNF329	19	58663362
cg22628840	0.0349776923767865	PNO1;WDR92	2	68384458
cg22628873	0.695228681017807	GGT6	17	4464400
cg22628926	NA	SLC25A11;RNF167	17	4844700
cg22630160	0.0252741861519366	HIST1H3B;HIST1H2AB	6	26033475
cg22630748	0.733773576687044	INHBE	12	57848870
cg22631642	0.0098693131643242	NA	NA	0
cg22631938	0.222176235363862	EIF4E3;GPR27	3	71802420
cg22632663	0.0934760164739311	RNF41	12	56615932
cg22633722	0.0489597349479298	CBS	21	44496743
cg22634689	0.0190871298009677	TMEM121	14	105993363
cg22635155	0.0190079546560301	PDE2A	11	72385075
cg22636253	0.0157593926465607	SSRP1	11	57102965
cg22637507	0.0318145919305262	ALKBH3	11	43902407
cg22637834	0.908945349258537	AKT3	1	244007281
cg22637941	NA	WISP1	8	134203841
cg22638542	0.915026525421328	SEC22C	3	42624573
cg22639768	0.0366913695524373	FAM13C	10	61122535
cg22640452	0.0119908563446863	NR1D1	17	38256967
cg22642718	NA	KCNJ12	17	21318837
cg22643217	0.752322117070792	KRTAP11-1	21	32253964
cg22646528	0.0173757198963905	DTNA	18	32073466
cg22646710	NA	SYT6	1	114696798
cg22646937	NA	KCNMB1;KCNIP1	5	169816792
cg22647018	0.830238265674117	AGT	1	230849519
cg22647507	0.947340724238221	NA	NA	0
cg22650146	0.0442934543591011	DUSP10	1	221915355
cg22654935	NA	WDR88	19	33621645
cg22655224	0.0151732667494753	MT3	16	56623448
cg22657536	0.0457583825575317	EDC3	15	74988951
cg22658979	0.884038501974051	MMP13	11	102826469
cg22658985	0.0322127629894437	DCAF12	9	34126662
cg22659356	0.0214437538617022	STK39	2	169104591
cg22659426	0.0162834461159991	CLN3	16	28503060
cg22660544	0.0153316016252673	RPS11;SNORD35B	19	49999765
cg22660578	0.122235694019807	LHX1	17	35294029
cg22663080	NA	GCLM	1	94375517
cg22663117	0.0995579730311571	MRPL12	17	79670454
cg22665276	0.0211338089078877	ZNF85	19	21106120
cg22667787	NA	APTX	9	33001657
cg22668533	0.0385236688126257	SMC4;IFT80	3	160117570
cg22670329	0.246315946103645	CXCL6	4	74702075
cg22670349	0.0149297988106435	CCNYL1	2	208576197
cg22670733	NA	CHRNA3	15	78914284
cg22671726	0.0142275476076966	EGLN2	19	41305423
cg22672790	0.43621828258589	GABRA6	5	161112787
cg22674717	0.0254602040361696	SALL1	16	51185394
cg22675150	0.793647256157182	TUBA3C	13	19755900
cg22677246	0.0142989072084729	COTL1	16	84651094
cg22678136	0.473527135607187	SNRPN	15	25093521
cg22679003	0.0605584803552166	CDH2	18	25756510
cg22679120	NA	SNX8	7	2353402
cg22680204	0.0550071877547462	CRMP1	4	5895098
cg22680812	NA	EPB42	15	43512998
cg22681784	0.269743102240793	SPINK2	4	57687546
cg22682953	0.0167547597776888	PTPN11	12	112857226
cg22685251	NA	MAP3K4	6	161413652
cg22685463	0.104745701001419	ZBTB4;POLR2A	17	7387363
cg22686523	0.814706549988505	FLJ25006	17	26940926
cg22688260	0.011463400925402	OXNAD1;DPH3	3	16306809
cg22689690	0.0489440890409088	ADCY6	12	49183468
cg22691736	0.0460002430118203	MTRF1	13	41837995
cg22692158	0.827251739596287	PRB4	12	11463844
cg22699062	0.0419118002891336	LOC253724;HSP90B1	12	104324366
cg22699362	NA		2	118775427
cg22700017	0.0246749215676915	ECE2;CAMK2N2	3	183979894
cg22704775	0.0307635283241009	MIR611;C11orf10;FEN1	11	61560126
cg22705225	0.492062533027531		5	31640216
cg22705929	0.196185431547973	YPEL4	11	57417974
cg22705954	0.188844600784699	NR0B1	X	30327819
cg22708853	0.0289199005377637	FLT3LG	19	49977670
cg22708914	0.055335927164573	SH2D4A	8	19170890
cg22709192	0.158364906914757	HOXC11	12	54366909
cg22710329	0.0405758887061281	ANUBL1	10	46168446
cg22716127	0.0106796524061468	SMAP1	6	71377855
cg22717127	0.0121943136598195	NA	NA	0
cg22718139	0.831104767302829	HMGCS2	1	120311439
cg22719586	0.0170741366119152	NDOR1;TMEM203	9	140099722
cg22719623	0.289713402737708	OPRM1	6	154360732
cg22721186	0.0894771359140312	ATAD2	8	124408918
cg22721827	0.328824184529075	NTN3	16	2520958
cg22722454	NA	CNDP1	18	72201178
cg22722802	0.0269014668374905	MPV17L	16	15489542
cg22722822	0.0283333970546722	CHIC2	4	54931066
cg22723026	0.0168937744856602	RNASE4;ANG	14	21152452
cg22724153	NA	SPAM1	7	123565925
cg22726338	NA	AKNAD1	1	109400450
cg22727416	0.0131002743176519	ADAM10	15	59041689
cg22728790	0.0447525282973077	PIN1	19	9945653
cg22730004	0.374356204954041	SPTA1	1	158656718
cg22730042	NA	U2AF1	21	44528293
cg22730357	0.0230139917240229	PTPN4	2	120517546
cg22730560	0.321358958834367	NA	NA	0
cg22730830	0.62705211541458	PRSS21	16	2867434
cg22731373	0.172905525142876	PCYT1B	X	24665296
cg22732515	0.0551557412998799	ETHE1	19	44031385
cg22732672	0.0131106123965979	AURKA;CSTF1	20	54967037
cg22733478	0.0160969390069425	GPRIN1	5	176036806
cg22734085	0.0123541161872715	C4orf38;WWC2	4	184020261
cg22734315	0.00899075900598875	ATMIN	16	81069742
cg22734480	0.0161582532709403	ABHD8	19	17414346
cg22736107	0.0175590390556087	PSMB4	1	151371972
cg22736323	0.16329414208308	PDGFRA	4	55095529
cg22736354	0.200562059186555	NHLRC1	6	18122719
cg22737001	0.0368801446559847	RUNX3	1	25257029
cg22740783	0.0568817939692045	CGREF1	2	27341458
cg22740835	0.257187682861941	DDR2	1	162602559
cg22744680	0.076796535751191	KREMEN2	16	3014898
cg22745747	0.688915562114673	BMX	X	15519107
cg22747092	0.0800380906240062	NACC2	9	138987818
cg22748452	0.407556053085805	SRXN1	20	634604
cg22748573	0.0233492270834484	CITED4	1	41327924
cg22748850	0.0468480342524629	CDC25C	5	137667638
cg22750254	0.0706090742164538	CCDC3	10	13043421
cg22751696	0.0344381504320489	C3orf14	3	62305147
cg22752533	0.195923701407168	SLC12A5	20	44657948
cg22753607	0.0414046422169522	ZCCHC7	9	37120306
cg22753768	0.0769148031862441	BAP1;PHF7	3	52443424
cg22757447	0.0330138309057552	IMPACT	18	22006316
cg22759185	0.588502119208766	REEP6	19	1492038
cg22759686	0.0147101261656129	ARSD	X	2847113
cg22760576	0.0164582945217641	EYA3	1	28415004
cg22762180	0.0393740244037989	PERP	6	138428894
cg22762309	0.847675857895937	OTUD6A	X	69282103
cg22762951	0.0498163708990816	NVL	1	224518104
cg22763181	0.0144618078706432	YY1	14	100705159
cg22764338	0.0321038076891486	PCDH1	5	141257604
cg22764341	0.155969902579805	ATP10D	4	47487088
cg22764925	0.239862225480399	GGT1	22	24979964
cg22766145	0.128711239822709	BHLHE22	8	65492528
cg22767079	0.0189551046064752	KDELC1;BIVM	13	103451338
cg22767466	0.914049866809258	NA	NA	0
cg22767735	0.0153933239328296	ALDH3A2	17	19551663
cg22769406	NA	COX6B1	19	36139594
cg22771603	0.0162685812970383	HSPA4	5	132387301
cg22772698	NA	ZBP1	20	56195991
cg22772878	0.247057795634666	DIRAS1	19	2721800
cg22774012	0.0206228892276445	MRPS18C;HELQ	4	84376821
cg22774127	0.0205708759095401	COX10	17	13972928
cg22774472	0.0903800186222565	COL5A2	2	190044636
cg22775000	0.0244820218869404	TMEFF1	9	103235181
cg22775896	0.0241576776578574	GM2A	5	150632248
cg22776578	0.037048911962584	CPLX2	5	175223497
cg22777952	0.0791264883555118	FOXB1	15	60296425
cg22778145	NA	CLK4	5	178054469
cg22778180	0.0201177360316998	C12orf47;MAPKAPK5	12	112280887
cg22778947	0.0770676523983003	NA	NA	0
cg22778981	0.085715773832476	ERBB2	17	37856133
cg22780428	0.0490331699395815	CEPT1;DRAM2	1	111682262
cg22780475	0.412694970563172	CBLC	19	45281526
cg22781236	0.0110388683298403	UBL3	13	30424171
cg22781397	0.0270903659369728	CDK2;SILV	12	56360787
cg22782492	NA	VHL	3	10184007
cg22783258	NA	LMO7	13	76194082
cg22783363	0.0429371848950732	TNFRSF10D	8	23021553
cg22784047	0.781646108355903	PRRT2	16	29824542
cg22788223	0.0151339475696384	NFYA;C6orf130	6	41040659
cg22789545	NA	C20orf114	20	31871352
cg22791453	0.149695575889077	ASS1	9	133319899
cg22792432	0.00920501068740224	ROCK1	18	18691067
cg22792910	0.562533127107031	ANXA4	2	70009351
cg22792938	0.0118000617391288	AGFG1	2	228337242
cg22793458	0.0140613828875121	ZBTB11;LOC100009676	3	101395525
cg22794078	0.0132201328451445	C15orf44	15	65904012
cg22796458	0.0255952409229739	UBQLN4	1	156022836
cg22797169	0.398970313754412	IL1RL2	2	102803407
cg22797991	0.041018956276545	ATP10A	15	26108801
cg22799132	0.130314615317712	TRPC5;ZCCHC16	X	111325495
cg22799321	0.0310309826579989	TFPI2	7	93519621
cg22799850	0.0271980732045119	ARMC10;FBXL13	7	102714871
cg22799917	0.0398448708794258	YWHAB	20	43514951
cg22800191	0.018710726823804	HPS3	3	148847598
cg22800631	0.0642714958088487	TRRAP	7	98476628
cg22801690	NA	DAO	12	109274241
cg22802439	0.873745540878822	UPK1A	19	36157825
cg22802739	0.0220002291277768	DBF4;SLC25A40	7	87505101
cg22805308	0.266098848802634	PLEKHG5	1	6579915
cg22805517	0.0557704696033918	C7orf25	7	42951105
cg22805632	0.841669600549886	KRT10;TMEM99	17	38978827
cg22807551	0.0288832213856306	MTUS1	8	17659378
cg22807700	NA	DNTTIP2	1	94345672
cg22807823	0.0488236869449884	HNRNPK;RMI1	9	86594226
cg22808175	0.0496116971243802	PHOSPHO1	17	47308389
cg22809047	0.241917810763037	RPL31	2	101618261
cg22812892	0.0108100065350395	IDE	10	94333586
cg22813220	0.016968034686314	C1orf83;TMEM59	1	54519286
cg22814247	0.0218312538576644	SIRT2;NFKBIB	19	39390451
cg22814929	0.0547554817690868	BTN2A1	6	26458213
cg22815110	0.101952664129872	FOXD3	1	63788933
cg22815214	0.147533209126558	CACNA1S	1	201083145
cg22815534	NA	CECR4;CECR5	22	17646263
cg22816171	0.0261599052968475	DDX50	10	70660920
cg22820108	0.198885338846675	NCOR2	12	125003218
cg22821324	0.0317286344488939	GPM6A	4	176923439
cg22821606	0.0285183256358538	C11orf67;RSF1	11	77532200
cg22821834	0.0185742866343107	GPR135	14	59931541
cg22821930	0.0361249708572638	RBM39	20	34330085
cg22825487	NA	VNN3	6	133055183
cg22825979	0.0266312992493564	TRIM13;DLEU2	13	50571203
cg22826936	0.0338705173538426	ULK2	17	19770443
cg22827290	0.0108958652416355	ORAI3	16	30960753
cg22827524	NA	FAM177B	1	222910746
cg22827640	0.00763874093452145	HPCAL4	1	40157125
cg22828602	0.735899946666899	CADPS2;RNF133	7	122338579
cg22828804	0.0150740822312181	UBOX5;FASTKD5	20	3140466
cg22830590	0.0321099028482396	CIR1;SCRN3	2	175260396
cg22830895	0.15310429533832	CRYGN	7	151137476
cg22831263	0.0307128320552565	SPG11	15	44955512
cg22831514	NA	HSD17B11	4	88312706
cg22832044	0.0652327792322257	CDH1	16	68771999
cg22833027	NA	CHRD	3	184098790
cg22833175	0.521463061048472	WBP11;C12orf60	12	14957520
cg22833292	0.0385268999120172	RPS6KA4	11	64126806
cg22835805	0.634704739801622	NA	NA	0
cg22836132	0.846524818173451	NA	NA	0
cg22836153	0.0327585897102184	LOX	5	121412702
cg22836229	0.231277047182131	EFCAB1	8	49647717
cg22836370	0.0162988837128771	MBD2	18	51751085
cg22836470	0.354355095116964	TMEM119	12	108991777
cg22837289	0.0265760400146013	ITFG2	12	2921745
cg22838674	0.111290527118723	PROSC	8	37619818
cg22841169	0.0258735188014989	YPEL5	2	30369455
cg22842233	0.813562821614052	UPK1B	3	118892068
cg22843446	0.0217413346395667	ASAM	11	123066252
cg22844623	0.745032649719238	GJC2;GUK1	1	228336130
cg22845362	0.00934514069900719	ANAPC4	4	25378974
cg22851319	0.0224254541027475	NA	NA	0
cg22853986	0.100508265192209	TRMT12	8	125463310
cg22854223	NA	CD82	11	44586505
cg22854546	0.0078354212498059	WDR33	2	128568196
cg22855405	0.106314664559751	TINAGL1	1	32042037
cg22857604	NA	RASSF5	1	206730695
cg22857957	0.0784316064767409	FMO5	1	146697082
cg22858288	0.66947257401351	SLC22A18	11	2930322
cg22858308	0.971064000338027	HIVEP2	6	143095613
cg22858728	0.353527312693268	MPP1	X	154034149
cg22858861	0.0314945939960817	ATP5A1;HAUS1	18	43684144
cg22861316	0.901328707551604	FABP6	5	159656660
cg22862656	0.615115111271448	SCGB2A2	11	62037659
cg22863122	0.00674707647157357	DUSP7	3	52090142
cg22864416	0.0136134918540268	CCNJ	10	97803525
cg22867063	0.0247746441409828	ZNF214;NLRP14	11	7041549
cg22870256	0.0199815129627523	FDFT1	8	11660209
cg22870280	0.914398459644724	BCL2L10	15	52404029
cg22873668	0.440809630275612	CXorf56	X	118699347
cg22873892	NA	GALK2;COPS2	15	49447651
cg22874046	0.00777294083750214	ICAM1	19	10381763
cg22874560	0.0250995655095511	TMEM217;TBC1D22B	6	37225361
cg22874695	0.0198026463915802	C8orf40;SLC20A2	8	42397328
cg22874960	0.0222914126845367	NDE1;KIAA0430	16	15737314
cg22875391	0.886113096655808	TPRG1	3	188889999
cg22876908	0.215461182206104	DGKA	12	56325149
cg22878324	0.0160269722700144	PURB	7	44925316
cg22879289	NA		1	236237743
cg22879515	0.0218959296708385	MIR34B;BTG4;MIR34C	11	111383515
cg22880820	0.0473858394433467	C9orf100	9	35665522
cg22881914	0.0444196820407143	NID2	14	52536147
cg22882178	0.0249766786459855	PITX3	10	104001226
cg22884082	NA	C6orf162;GJB7	6	88039023
cg22885821	0.0163424805852089	GNAS	20	57465921
cg22885965	0.0918685515162647	QRSL1;RTN4IP1	6	107077115
cg22886005	0.047178278952418	ILKAP	2	239112570
cg22886089	0.0165581432450222	SCG3	15	51973591
cg22889448	0.396638962084565	EMR1	19	6886962
cg22889570	0.0284155113793054	ZNF596;RPL23AP53	8	182684
cg22892110	0.101938705046161	MAPK15	8	144798631
cg22892237	0.0226965435181159	DPY19L3	19	32895911
cg22892904	0.458152733286191	CBX2	17	77751089
cg22898761	0.76870260740437	NA	NA	0
cg22899145	0.904773245935759	NA	NA	0
cg22901146	0.745201531869427	GUCY2F	X	108725107
cg22901840	NA	DIRAS3	1	68512777
cg22902083	0.0498009223229617	CNN2	19	1026642
cg22903365	0.0134732816503437	KLHL28;FAM179B	14	45431297
cg22903370	NA	IDH3G;SSR4	X	153058860
cg22905097	0.0205560223143246	EPSTI1	13	43566401
cg22905968	0.0187858912347809	SERTAD1	19	40931262
cg22906389	0.00845018069144188	CASP7	10	115438910
cg22907065	0.0127718391087733	RHOA;TCTA	3	49449503
cg22908581	0.235492096456656	CD4	12	6898975
cg22909609	0.237616067826212	ITGBL1	13	102105440
cg22909962	0.0858988025920115	RPL7L1	6	42847910
cg22913584	0.00592908759269039	SSBP2	5	81046758
cg22915732	0.0574019300065546	CLVS1	8	62200518
cg22916109	0.0585141911881064	IREB2	15	78730334
cg22917082	0.0133676675573474	CXorf15	X	16804636
cg22917487	NA	CX3CR1	3	39322103
cg22918700	0.689871165518467	FITM1	14	24600067
cg22919370	0.0956718036033145	HIST1H3I	6	27840212
cg22919728	0.231554016385488	CHST13	3	126242490
cg22920417	0.26106252791407		18	74401671
cg22920538	0.0230609771039306	UROD;HECTD3	1	45476463
cg22920873	0.0344856738615736	C7orf55	7	139025153
cg22925006	0.0893458422719093	ATP6V1C1	8	104033618
cg22925639	0.945710204142607	CHRNA1	2	175628739
cg22926560	0.0178499940109566	PFKFB2	1	207226769
cg22927043	0.180732981621214	NPPB	1	11919699
cg22927134	0.218485883114044	CHRM5	15	34349252
cg22927153	0.0266642163253641	NA	NA	0
cg22930187	0.198062958015011	ARTN	1	44398959
cg22931889	0.816644256905449	NA	NA	0
cg22932215	0.0572872827303213	COPS7B	2	232651635
cg22932819	0.939999908715469	GPNMB	7	23285742
cg22933847	0.342297289071081	MRGPRF	11	68780136
cg22936016	0.0965150730104072	FSIP1	15	40075187
cg22937320	0.919125744437536	FAM154A	9	19032778
cg22937804	0.578745817651426	C2orf53	2	27361879
cg22938407	0.0293856141876882	CEP72	5	612277
cg22939715	0.013483567235755	FAM189B	1	155225375
cg22940152	0.443834570881439	NCRNA00176	20	62669102
cg22940789	0.0404701010580819	DCLK1	13	36704709
cg22940988	0.859400882288288	AAGAB	15	67538446
cg22941086	0.718108716739031	C12orf40	12	40019883
cg22946150	0.0108752057115526	SH3GL3	15	84116107
cg22946876	0.0160990073657935	RASSF8	12	26111213
cg22947000	0.0884877168524272	BCMO1	16	81272281
cg22949637	0.0179467812183737	PRPF38B	1	109234813
cg22950347	0.0144595754692075	C13orf23;NHLRC3	13	39611764
cg22950391	0.0202940076809018	ZNF192	6	28109938
cg22951794	0.816407139219171	NA	NA	0
cg22954265	0.798834898587891		20	29520583
cg22954818	0.822797284659152	APOBEC3A	22	39354115
cg22956254	NA	GDF3	12	7848647
cg22956315	0.0472143582531143	TTC1	5	159435973
cg22956483	0.221059414256393	INS-IGF2;IGF2	11	2154432
cg22956956	0.0273645686911847	TFRC	3	195809355
cg22957381	0.0197252804529736	KCND3	1	112532078
cg22959932	0.787513380787641	C3orf32	3	8693706
cg22960185	0.0238220803726673	TMEM38A	19	16772516
cg22960284	NA	PYGL	14	51411624
cg22960501	0.0151434605780968	IKBKB	8	42128498
cg22960952	0.530595146743237	C4orf26	4	76481169
cg22963452	NA	IFITM1	11	312766
cg22967016	0.0137404810670254	MICAL2	11	12131739
cg22967284	0.0134902634191683	SLIT1	10	98945892
cg22967298	0.0936780218412923	PCNP	3	101292860
cg22968401	0.209692561802208	PIPOX	17	27370009
cg22968727	0.0481843137941873	RPL11	1	24018140
cg22970435	0.079428764740032	SPATS1	6	44310228
cg22971191	0.69125631121212	SLC10A2	13	103719706
cg22972055	0.651964675019944	UNC84A	7	872293
cg22973038	0.0328298581732472	TUFM	16	28857255
cg22973042	0.0736241364938724	AKT2	19	40790591
cg22974215	0.0176017786595774	B3GAT3	11	62389777
cg22975568	NA	CD74	5	149793436
cg22975712	0.856170203115709	GALR3	22	38218945
cg22975913	0.0729197919092124	WIT1;WT1	11	32457727
cg22978941	0.0181981581179768	UNG	12	109535460
cg22979433	0.356918527288603	RNU5E;RNU5D;CKMT2	5	80528609
cg22980079	0.494663314725439	FAM193A	4	2627118
cg22980351	0.501476624032518	DCAF12L1	X	125687039
cg22981461	0.0465381702409588	OTUB2	14	94492474
cg22982528	0.0107961120657109	BRWD1	21	40686185
cg22983092	0.900871761856662	KRT25	17	38911538
cg22983460	0.243664688660899	SUV39H1	X	48554902
cg22983529	0.0328669325613584	GNG11	7	93551132
cg22983885	NA	C1orf128	1	24104423
cg22984277	0.824207846967734	NA	NA	0
cg22984616	0.0161116324747867	BAG2	6	57037535
cg22986077	0.840575558942066	C11orf67;RSF1	11	77533213
cg22986271	0.157629305486832	SACM1L	3	45730975
cg22986999	0.319512573024222	MRGPRF	11	68781976
cg22988566	0.865630844653062	WFDC10B;WFDC13	20	44334869
cg22991148	0.047497276628933	C21orf29	21	46131099
cg22992570	0.00677921832628824	ACER3	11	76572061
cg22994720	0.0339282956110265	CHRDL2	11	74441988
cg22995106	0.056650193005659	SF3B3;COG4	16	70558876
cg22995176	0.0683973482449887	UPK3B	7	76139470
cg22996555	NA	MOGS	2	74692183
cg22997415	NA	OVGP1	1	111971020
cg22997490	0.0302569355790561	NA	NA	0
cg22998811	0.0134531099444595	ZNF563	19	12444541
cg22998840	NA	TCEAL3	X	102862559
cg23001457	0.467860872312644	MRGPRX1	11	18956283
cg23001650	0.0302015721892493	B4GALT2	1	44444603
cg23002761	0.0179220477140547	FBLIM1	1	16085642
cg23002907	0.0193292499592931	RBMS2	12	56915593
cg23003832	0.0450315456181274	ZDHHC12	9	131486918
cg23003881	0.0447654930629231	BOD1	5	173043929
cg23004625	NA	PIGM	1	160002365
cg23006204	0.164310827404619	DPM2	9	130700866
cg23009046	0.0317741293283699	PVRL1	11	119600595
cg23013392	0.0129044176759915	RRP9;PARP3	3	51976224
cg23013864	0.191222109394065	CAP2	6	17393396
cg23013931	0.0737164468384407	SLC25A17	22	41214857
cg23018448	NA	QTRT1	19	10811855
cg23018891	0.021121603103956	BCAS2	1	115124407
cg23020402	0.0165403705870562	ACOT13;TTRAP	6	24666573
cg23022999	0.874011183267347	RINL	19	39368345
cg23026920	0.0121070986634617	TP53RK	20	45317919
cg23026995	0.398243808465763	XPNPEP2	X	128872940
cg23029193	0.0212085287785867	EGFLAM	5	38258216
cg23029491	0.0148788626965786	UBAP2	9	34048775
cg23029494	0.0224962672480921	IRF3;BCL2L12	19	50167926
cg23029519	0.877308423030299	IFNA4	9	21187344
cg23030090	0.044375324175161	RPS19	19	42363626
cg23032316	0.0874919285267368	AAAS	12	53715148
cg23032612	0.739142378331186	NA	NA	0
cg23033024	0.94881272957309	CST8	20	23472484
cg23033845	0.765859929825566	TMEM88	17	7758662
cg23033866	0.0272973037559366	MRPL12	17	79670804
cg23034818	0.0332730822858284	BTBD6;BRF1	14	105714589
cg23035555	0.0241782383578929	DOHH	19	3500370
cg23036025	0.822647926190204	SLC27A5	19	59023916
cg23036555	0.0103797054707141	PGD	1	10458832
cg23037133	0.0805059884197466	OXGR1	13	97646811
cg23037403	0.195714416935034	ZNF454	5	178368183
cg23040064	0.0173619919423491	JPH3	16	87635784
cg23042138	0.79598883681261	SETD2	3	47165568
cg23043119	0.11932104682907	STARD4	5	110848575
cg23043245	0.030899368981467	PACSIN1	6	34434076
cg23043438	0.0262415820742388	TEX10	9	103115132
cg23045073	NA	NPHS2	1	179545458
cg23045373	0.0137105418304041	FAM167A	8	11324048
cg23047271	0.0316600643197325	PRICKLE2	3	64210991
cg23047681	0.0212593649328806	HACE1	6	105307907
cg23048366	0.0187160949199684	HAGH;FAHD1	16	1876863
cg23050981	0.0694032378410159	L1CAM	X	153141459
cg23051598	0.194928647336205	ATXN2L	16	28834567
cg23051655	0.0159991203317455	SCYL3	1	169862721
cg23051664	0.0353988704203091	TNFRSF10D	8	23020966
cg23054437	NA	MOSC2	1	220921306
cg23054676	0.0132528362838665	MTRR;FASTKD3	5	7869265
cg23054883	0.0412396649520127	FZD10	12	130647580
cg23055159	0.0381614065525223	COMMD8	4	47465899
cg23055678	0.21576667250461	IL1RAPL2	X	103811025
cg23057732	0.0251569029367838	C3orf39	3	43147709
cg23058901	0.631309040759997	ALX4	11	44324759
cg23060239	0.0121985783457532	RUSC1;C1orf104	1	155294612
cg23061257	0.186086936549069	YIPF1	1	54355272
cg23061578	0.178150438627897	SLC9A3	5	524941
cg23062876	0.0229041895892101	DBT	1	100715467
cg23064554	NA	CTRC	1	15764095
cg23065097	NA	FKBP1B	2	24271827
cg23066860	0.355516061081922	GPRASP2	X	101967557
cg23066879	0.0243695093256558	BRAF	7	140624057
cg23067535	0.385677113176882	FAM83A	8	124195133
cg23069305	NA	SENP1;PFKM	12	48500318
cg23070249	0.0425909914337387	HIST1H2BC	6	26125435
cg23070585	0.00722883247311413	SLC39A7;RXRB	6	33168452
cg23073111	0.140132843031293	ESRRA	11	64073390
cg23074401	0.0190071849532805	DDX10	11	108535840
cg23074453	0.0301277346196478	FRMD5	15	44487924
cg23074747	0.0235875121930244	C9orf72	9	27573817
cg23075286	0.790547243396452	GALP	19	56687199
cg23075568	NA	CORO2A	9	100955349
cg23076086	0.0252312298352644	FYN	6	112194849
cg23078294	0.014505206529139	RSBN1	1	114355137
cg23078779	0.218217772293161	NA	NA	0
cg23079782	0.432483793463684	P2RY10	X	78200921
cg23080667	0.0161627393393783	STK35	20	2082285
cg23081213	0.656065263451312	PRKAG3	2	219696472
cg23082632	0.0252135651515924	B4GALT3	1	161146978
cg23082877	0.664527567791499	RASIP1	19	49243427
cg23083672	0.219406097114887	EGFL6	X	13587603
cg23087084	0.028143826448989	PXMP3	8	77912333
cg23087130	0.0212442753083841	ABI1	10	27149668
cg23088430	0.0240876278840992	EEF1D;TIGD5	8	144679052
cg23089298	0.0312257464847925	SEMA4C	2	97536097
cg23089438	0.0355243630448173	CSF1	1	110453477
cg23089840	0.105514492767959	LRRC3	21	45874886
cg23090046	0.133890915405267	KLC1	14	104094619
cg23090824	0.209974190717095	PDE7B	6	136173085
cg23091824	0.048735007258067	SLC12A7	5	1112355
cg23092072	0.0179054134480031	AFF1	4	87927706
cg23092086	0.80140793798999	CES7	16	55909573
cg23092823	0.0430028862042029	PODN	1	53528612
cg23093462	0.0215342982484884	PARD3	10	35104858
cg23093496	0.755861975064958	C16orf54	16	29757323
cg23095584	NA	GBX2	2	237077704
cg23096553	0.0103426402190784	KCNMB4	12	70759870
cg23096644	0.0473172111413	SGCE;PEG10	7	94284634
cg23097006	0.0621339321741255	VSX1	20	25063817
cg23097681	0.0187627387052605	ARHGAP24	4	86396174
cg23099347	0.0106513419283823	C16orf53	16	29827497
cg23099349	0.0169074585623472	HIST1H3B	6	26032281
cg23101680	0.603052871115227	SPERT	13	46277286
cg23104823	0.0486305864687324	PRPF39	14	45553408
cg23104955	0.0165974444489739	RPL7	8	74205400
cg23106559	NA	FAM119B	12	58167483
cg23106779	0.947439940689893	TEX28;TKTL1	X	153523877
cg23106864	0.0174730965757729	SASS6;CCDC76	1	100598378
cg23109191	0.0136289977736918	GAB2	11	78128445
cg23109897	0.20021641543381	PRKDC	8	48871883
cg23110514	0.506160931066873	LCE3E	1	152538888
cg23110832	0.0208146851603704	FAM100B	17	74261128
cg23111544	0.83794098715301	REG1A	2	79347474
cg23112213	0.0615404523162761	CDC23	5	137549144
cg23113963	0.0505764339652795	SCNN1B	16	23313293
cg23114594	0.647011060865506	BEND7	10	13544648
cg23114866	0.0319940620495219	NKX2-2	20	21494977
cg23116589	0.135885926095319	ARMCX1	X	100805503
cg23118151	0.0452012832478422	C2orf44	2	24269866
cg23121547	0.00737054233049909	HCCA2;LOC338651;DUSP8	11	1593657
cg23123262	0.0125813949608536	ACTR1B	2	98280693
cg23123362	0.0641006910195018	THG1L	5	157158174
cg23123694	0.00989988720739294	SLC38A2	12	46766543
cg23124451	0.123660718713903	CBX7	22	39548131
cg23124755	0.0441724020795722	SUGT1P1;AQP3	9	33447476
cg23125689	0.273227572992608	NA	NA	0
cg23126915	0.843829140793973	XRCC2	7	152374317
cg23126947	0.836865204963867	NSUN3;DHFRL1	3	93780364
cg23126949	0.0289020426982856	ACCN2	12	50450889
cg23127998	0.0616229183710267	FLRT3;MACROD2	20	14318152
cg23128056	0.725163767743422	KRT15	17	39674626
cg23128146	0.0421578096244103	DCTN4	5	150138761
cg23129478	0.138070302764116	ST8SIA5	18	44337922
cg23130254	0.0603737853577725	HOXD12	2	176964588
cg23131007	0.111780600036599	LOC145783;TCF12	15	57210244
cg23131777	0.525728851001041	ADAM30	1	120438925
cg23131950	0.648382720470909	AP2S1	19	47354630
cg23134169	0.012255971610052	SLC35E1	19	16682794
cg23134520	0.0150591348379196	ACOT8;ZSWIM3	20	44485949
cg23137254	0.0110819860177322	NA	NA	0
