Hybridization REF	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05
cg20227165	0.7138715176985	PRDM11	11	45115819
cg20227213	0.129169071851712	GOLGA4	3	37284559
cg20227766	0.0155453899512009	IFI6	1	27998703
cg20228512	0.00632358218150448	PCGF2	17	36904069
cg20229788	0.119811450294559	FNDC4;GCKR	2	27718498
cg20233029	0.0551366536622578	B4GALNT2	17	47209827
cg20234170	0.0613823559897229	CAT	11	34460107
cg20234959	NA		1	236237760
cg20235051	0.0140754161029473	C17orf82	17	59489852
cg20239740	0.0181654476897465	SYT5	19	55690495
cg20239949	0.0359535973894011	NSMAF	8	59572638
cg20240860	0.100595697599686	ACCS	11	44087423
cg20241335	0.0449017146545644	NUPL1	13	25876335
cg20244073	0.283624878306282	MID1	X	10851627
cg20247048	0.0821362562262037	FLJ32065	17	62972358
cg20247102	0.0246660973652269	RASA2	3	141206102
cg20247600	0.0675692245525259	NFE2L2	2	178129336
cg20249919	NA	PCSK6	15	102029706
cg20251973	0.0233541093057987	CENPO;C2orf79	2	25016338
cg20252016	0.00744089877103206	CDCA5;ZFPL1	11	64851499
cg20253551	0.0304731608002509	ESR1	6	152129400
cg20253700	0.634825767264849	TSC2	16	2099508
cg20254231	0.056922064363529	WDR33	2	128569115
cg20256494	0.117047985066136	CABP7	22	30116439
cg20256783	0.952309864342046	KRT75	12	52827847
cg20259398	0.0194594702969265	CDCA7L	7	21985277
cg20259534	0.0273176733360507	BUB1B	15	40453036
cg20261167	0.0932241042704467	SPP1	4	88896942
cg20261915	0.534324365978234	GLP2R	17	9729424
cg20263942	0.18935945147106	GOLM1	9	88714961
cg20264534	0.0367636035300384	CCDC97	19	41816349
cg20264731	0.0397756326877049	POLB	8	42195644
cg20264732	0.287510051655334	ESRP2	16	68269763
cg20267005	NA	TYROBP	19	36400049
cg20268522	0.119180871547481	NCAM1	11	112832152
cg20269537	0.255565058073918	ATXN10	22	46067074
cg20269976	0.0345746048730504	GAA	17	78074920
cg20270599	0.173876188835412	LEPREL1	3	189838996
cg20271396	0.0446057568811826	TSEN15	1	184020713
cg20273774	0.0897693434072306	GNB2L1;SNORD95	5	180671298
cg20275133	0.0661484697650851	MRPL20	1	1342361
cg20275344	0.358457420872419	RAB9B	X	103087153
cg20276750	NA	PPM1M	3	52279555
cg20277250	NA	NSA2;GFM2	5	74061999
cg20277416	0.801418829260994	TM7SF2;C11orf2	11	64879061
cg20277670	0.985001718464535	HRH2	5	175110375
cg20278498	0.0248605571099966	RPUSD4;FAM118B	11	126081648
cg20279283	0.484267843354256	GATA4	8	11566863
cg20281815	0.576033242349482	PSCA	8	143761508
cg20282199	0.0970269710065409	SEC13	3	10363027
cg20283107	0.598285243561694	FAM91A1	8	124788969
cg20284440	0.00648772970265913	FRMD6	14	52118688
cg20284673	0.16377920161604	STK19;DOM3Z	6	31940167
cg20286074	0.225250645090473	NA	NA	0
cg20286200	0.0660017202281555	EYA4	6	133562267
cg20287234	0.470348193178939	GPR55	2	231789465
cg20287640	0.0587235008763422	IRF1	5	131825644
cg20288630	0.0239839179724791	PDE5A	4	120550423
cg20289911	0.260113397455869	FAM110A	20	816362
cg20289949	0.141113788044656	HAAO	2	43019614
cg20289988	0.0179421468945068	NFIA	1	61547758
cg20291049	0.16228987631199	POU3F3	2	105472217
cg20291222	0.069374661875597	GLIPR1L2	12	75784541
cg20291674	0.0150514447929299	EZR	6	159240077
cg20291846	0.0841751929001059	ADAM17	2	9696659
cg20295000	0.0560363654584063	LONP2	16	48278285
cg20295671	0.00545895838763591	YPEL1	22	22090486
cg20300246	0.0564794581655146	LHX3	9	139096747
cg20300655	0.884442780997614	CATSPER3	5	134303572
cg20301340	0.0120194472268703	CCDC97	19	41815941
cg20302307	NA	NUMB	14	73925368
cg20303303	0.00916330137526521	WDR1	4	10118265
cg20304401	0.206363930798294	PABPC1	8	101733920
cg20305610	0.0252384189388153	PDLIM5	4	95373302
cg20305726	0.708729578690423	DEFB126	20	123613
cg20308511	0.123794972295202	SAT1	X	23801056
cg20308679	0.243111103628727	FRZB	2	183731407
cg20308817	0.866860252001141	CLEC11A	19	51225848
cg20311501	0.0292526252986449	APC	5	112073502
cg20311730	0.842741711623574	NLRP10	11	7985183
cg20312228	0.473506000627564	CCDC37	3	126113707
cg20312475	0.0221594152118993	GPRC5B	16	19896461
cg20312687	0.603437271149218	DEFB118	20	29956585
cg20313722	0.79132636482001	NA	NA	0
cg20314325	0.0171373671565363	CASC5	15	40886501
cg20314660	0.0168114380956377	DDX39	19	14530105
cg20315136	0.0233135871050207	RGS2	1	192777870
cg20315643	0.0379738663115739	TAF1C	16	84220562
cg20315951	0.0258043949410457	OVOL1	11	65554398
cg20317180	0.0204161612843586	FIZ1;ZNF524	19	56111252
cg20318748	0.0931804249181081	NANP	20	25605178
cg20319264	0.0207454370532342	NIPSNAP1	22	29977203
cg20319405	0.0172427666315364	EIF4G2	11	10830230
cg20320468	0.942269713525835	NA	NA	0
cg20322862	0.5013283566321	TGIF1	18	3412088
cg20322876	0.0203247902532635	C11orf93;C11orf92	11	111170104
cg20322977	0.441513285334357	CYP26C1	10	94821085
cg20324165	0.549543287625061	KRT8	12	53299145
cg20325517	0.0797967020871804	JRKL;CCDC82	11	96123557
cg20326853	0.0219564387587229	CPSF1	8	145635294
cg20326867	0.0168825980769503	STIM2	4	26862483
cg20328328	0.0157748251756934	CALM1	14	90863801
cg20329958	0.0877898831596587	CRH	8	67090250
cg20330296	0.0682313806375135	NDUFS7	19	1383349
cg20330472	0.357997914469658	EYA4	6	133561932
cg20331177	0.872042511165437	KRTAP4-2	17	39334970
cg20333306	0.797100072281987	NA	NA	0
cg20334738	0.944627394838591	MAB21L2;LRBA	4	151502939
cg20337106	0.63162145059708	NA	NA	0
cg20337385	0.0298923378966092	PNN	14	39644624
cg20339230	0.0336528511304206	ST8SIA2	15	92937360
cg20339650	0.148315842300845	INS-IGF2;IGF2AS;IGF2	11	2160882
cg20340242	0.371950360459377	IL1R2	2	102608349
cg20340596	0.740043968940613	HPS1	10	100206925
cg20342082	0.967676352416175	PRSS38	1	228003402
cg20342105	0.933577357980014	BSCL2;GNG3	11	62474910
cg20345446	0.171235546173039	OSBPL5	11	3186804
cg20345840	0.0345484762170913	SLC2A1	1	43424417
cg20345978	0.0122118791510563	HMGN2	1	26798271
cg20346096	0.139157331458891	C18orf22	18	77794830
cg20346122	0.0175451728675271	IFT122;MBD4	3	129158634
cg20346726	0.105976691934371	C11orf70	11	101918403
cg20347268	0.0499435769496058	TP53I3	2	24307657
cg20349377	0.73171721062636	KLHL1;ATXN8OS	13	70683127
cg20349625	NA		16	81804389
cg20349695	0.0168327224322661	FUT10	8	33330484
cg20352371	0.84859328916187	NA	NA	0
cg20352798	0.0900182623831304	ZP3;SRCRB4D	7	76027066
cg20353465	0.0331401660019822	ABHD1	2	27346528
cg20354892	0.0308990222169874	NA	NA	0
cg20356482	0.907982266005707	FBP2	9	97356092
cg20357628	0.0385087783283772	PHACTR3	20	58179847
cg20357806	0.757956859904101	PPBP	4	74853779
cg20358834	0.0179743499863403	LRFN4;PC	11	66624256
cg20359349	0.449422432710091	C17orf88	17	41994531
cg20360244	0.0159355687845414	NA	NA	0
cg20361540	0.0416328777452674	VPS37B	12	123380447
cg20362772	0.00732577226340584	PDLIM1	10	97050690
cg20366831	0.630630155234124	APBA3	19	3760955
cg20366832	0.331871379019184	LLGL2	17	73520850
cg20366906	0.27866812180157	PCDH8	13	53422381
cg20367072	NA	ETFB	19	51869687
cg20367961	0.636627865109068	EDN2	1	41950237
cg20368904	0.925622546009645	TNFAIP2	14	103593088
cg20368979	0.0333133287934727	COX18	4	73935086
cg20369763	0.0288434195706394	FNDC4	2	27718173
cg20370277	0.0719619673999553	NCKIPSD	3	48722908
cg20371650	0.227729398450138	PRAF2	X	48931388
cg20371891	0.023150427714953	RAB20	13	111213752
cg20372689	0.048324112883519	RCN2	15	77223719
cg20373326	0.479756262397664	HSD17B2	16	82068803
cg20375554	0.0662940526091118	ARHGEF2	1	155948129
cg20375690	0.020489835460952	TMEM51;C1orf126	1	15478898
cg20376767	0.86552763413671	NA	NA	0
cg20376899	0.0461123521758065	EDN1	6	12290779
cg20377673	0.0111453794559447	MIF	22	24236292
cg20377677	0.0300036308797611	NA	NA	0
cg20377762	NA	TMEM61	1	55447028
cg20377955	0.23425220749115	SP8	7	20827825
cg20379012	0.0286795322216907	NSMCE2;KIAA0196	8	126103681
cg20379125	0.0158535490257228	NOV	8	120428519
cg20380069	0.0292049243125668	MSI1	12	120806617
cg20383064	0.912275915773717	BFSP2	3	133117420
cg20385229	NA	ALKBH1;C14orf156	14	78175470
cg20387341	0.153459387680624	FGF10	5	44389282
cg20387706	0.754099630570012		2	102097314
cg20389709	0.0394542295576763	NA	NA	0
cg20391984	0.0696092358507113	CAMK2D	4	114683822
cg20392764	0.831566586481469	ASCL2	11	2293117
cg20394284	NA	JAK2	9	4984206
cg20395072	NA	GNPNAT1	14	53258601
cg20395128	NA		19	4243436
cg20395892	0.168245661238459	IRAK3	12	66582780
cg20395940	0.107776623736533	TTC13;ARV1	1	231115087
cg20398120	0.929063907169066	PRKAG3	2	219696690
cg20398399	0.247326804335338	KLHL6	3	183273807
cg20399252	NA	EBPL	13	50266227
cg20401181	0.0189977616276738	SLC30A7;EXTL2	1	101361718
cg20401549	0.4540259437153	PRKY	Y	7141681
cg20401945	0.596355689037278	ASPHD1	16	29912460
cg20402382	0.0763996240518585	APEH	3	49711530
cg20404387	0.131600045717624	FAM43B	1	20879296
cg20406374	0.0392539180651375	SQSTM1	5	179248352
cg20406482	0.297077929692018	KCNH4	17	40333521
cg20406878	0.774559574089456	NR5A2	1	199996237
cg20411654	0.0123266544142906	CLPB	11	72145355
cg20414506	0.935667322163173	CAMSAP1	9	138775936
cg20415809	0.0563397354097628	ITGA4	2	182321855
cg20416179	0.881412236176858	IYD	6	150690143
cg20416767	NA	TCEAL8	X	102510270
cg20419410	0.0119339698373549	INSIG1	7	155089803
cg20420254	0.0134221635398334	SMPD1	11	6411394
cg20420433	0.108349121247051	MNX1	7	156804561
cg20422318	0.346676682009116	MED27	9	134955070
cg20423977	NA	BACE2;PLAC4	21	42557641
cg20424530	0.0305310681497598	PUS7L;IRAK4	12	44152509
cg20425130	0.545589888737861	KLHL6	3	183273245
cg20425293	0.0430898921634182	MRPL42	12	93861147
cg20426860	0.135372407870228	TMEM161A	19	19248839
cg20427865	0.453107720155812	CX3CL1	16	57406353
cg20427879	0.0560449839553159	MIR330;EML2	19	46142784
cg20429911	0.0180274819189079	LDHA	11	18416535
cg20430063	0.0188793772188018	MSRB3	12	65672888
cg20430101	NA	NDUFB11;RBM10	X	47003160
cg20430816	0.026683907334737	STBD1	4	77228354
cg20433014	0.0664260878417156	CYP1A1	15	75018583
cg20434811	0.0161474605434233	FAM194A	3	150421723
cg20436912	0.711042311174807	SEC14L4	22	30902642
cg20437604	0.665449011055886	ANXA9	1	150954554
cg20439022	0.575001777180489	SLC16A8	22	38478787
cg20441175	0.0208558311205736	DNAJC9	10	75007251
cg20442697	0.448025605971303	LRRC17;FBXL13	7	102553432
cg20442709	0.0410707969469854	NA	NA	0
cg20443314	0.280056424264483	VPS25	17	40925245
cg20444256	0.45954257758033	CKM	19	45826341
cg20447773	0.0191690118487854	C11orf61	11	124670426
cg20449692	0.337971000598512	CLDN11	3	170136920
cg20449833	0.0174003264764139	RHOQ	2	46770299
cg20450764	0.151336035782911	TSPAN7	X	38420326
cg20451369	0.0887535097579864	LOC219347;C10orf57	10	81838320
cg20451680	0.490046419090352	ESM1	5	54281336
cg20451718	0.0482443833276569	C21orf67;C21orf70	21	46360372
cg20451802	0.0269495225358477	EXOC4	7	132937811
cg20452583	0.0311633443089767	PMM2;TMEM186	16	8891910
cg20456055	0.055257561142617	ABCB8	7	150725256
cg20458981	0.0387727486719135	NAA16	13	41885231
cg20461541	0.0377193402379887	PRKRIR	11	76092535
cg20466045	0.0386778676913015	CCT8	21	30445936
cg20466180	0.0631737168333411	SCHIP1	3	158991638
cg20468883	0.253526079692572	BNIP2	15	59982396
cg20469837	0.413317006899551	GALNT5	2	158114300
cg20470275	0.0092893443249701	SNX24	5	122180934
cg20472189	0.674609097074091	VENTX	10	135051475
cg20472433	NA	TKT	3	53289400
cg20473453	0.810011757711709	TMEM27	X	15683007
cg20476877	0.018257657738472	ISCU;SART3	12	108956650
cg20477070	0.0207252710719817	ARG2	14	68086717
cg20477318	0.0333339292693311	TIMM23	10	51623047
cg20478514	0.0166483867335567	SCCPDH	1	246887464
cg20481343	0.0263487502368826	MAP7	6	136871089
cg20482071	0.0132468993634166	HEXB	5	73981186
cg20482364	0.043808255099472	NACA	12	57118673
cg20483016	0.0406919009185139	TTC5	14	20774219
cg20483374	0.361225044108737	C1QTNF5;MFRP	11	119211646
cg20483763	0.989619345622743	CABP4	11	67223174
cg20484002	0.836978079650252	NA	NA	0
cg20484306	0.014969037658746	MAP2K1	15	66679669
cg20484352	0.33377945763397	FAM114A1	4	38869779
cg20485165	0.704123647480879	WFDC12	20	43753049
cg20488657	0.908211157920331	TFF3	21	43736926
cg20491707	0.192945987111329	PPYR1	10	47083283
cg20492121	0.0127440758552476	GLUL	1	182361258
cg20492401	0.0246743502912688	KIAA0195	17	73452580
cg20492869	0.0398867752317485	TAF1A	1	222763419
cg20492912	0.276879031649208	UBE4A	11	118230053
cg20492933	0.0496543770360323	MRPL22	5	154320616
cg20495040	0.0609608324201675	RAG1AP1	1	155107961
cg20496643	0.0390953814356871	RASL10B	17	34058597
cg20497627	0.0109464159827693	MTIF2	2	55496490
cg20498685	0.0276548091120034	TWIST1	7	19156086
cg20500081	NA	FBXO24;LRCH4	7	100185177
cg20500126	0.929663196345915		17	3714258
cg20503117	0.0273815715895181	ARL8B	3	5164013
cg20503329	NA	COL15A1	9	101705792
cg20504202	0.50388344474262	TSR2	X	54467052
cg20506766	0.0115381281900369	MFN1	3	179065432
cg20506783	0.0646914154585197	ARHGAP22	10	49813412
cg20507276	0.523233227610701	OR2L13	1	248100600
cg20509080	0.0113817557177598	ARHGEF3	3	56835873
cg20512303	0.771177798592326	PDLIM4	5	131592959
cg20513206	NA	PLD3;C19orf47	19	40855502
cg20514061	0.370475367320061	MID2	X	107069338
cg20514617	0.727334863818481	NA	NA	0
cg20516209	0.663547055152883	EMILIN1	2	27301943
cg20518716	0.0327846643249557	EEF1G	11	62342076
cg20519035	0.975881084473101	FAM83H	8	144811238
cg20520365	0.971894237797464	NECAB3;C20orf144	20	32250069
cg20520725	0.045530015781234	HIST1H2BG;HIST1H2AE	6	26217564
cg20520888	NA	SPATC1	8	145086243
cg20523861	0.310895815956476	KLHL1;ATXN8OS	13	70682324
cg20524216	0.0161516513158663	C3orf75	3	47555100
cg20525378	0.0704605751669322	C1orf9	1	172501430
cg20525549	0.0306335223435252	CRLF3	17	29151924
cg20526800	0.624162430608245	FAM83C	20	33880825
cg20530056	0.483577337587537	IKBKE	1	206643377
cg20530223	0.0407779157183508	KLHL5	4	39047037
cg20530314	0.0539592249444932	NA	NA	0
cg20535085	0.59658810850041	SLAMF1	1	160616604
cg20535781	NA	CHFR	12	133465013
cg20536369	0.278994268731462	TIMM13	19	2427244
cg20537325	0.948158965129231	MGMT	10	131348421
cg20537629	0.237822176498473	MAGI2	7	79083944
cg20537992	0.243012158100724	ZFPL1;CDCA5	11	64852354
cg20538819	0.0198546648069733	PTPN14	1	214724805
cg20540428	NA	PPP4R2	3	73045686
cg20540913	0.485192274653896	EDA	X	68836108
cg20541456	0.167123520620965	CYFIP2	5	156696520
cg20542190	0.254444666183888	LILRA4	19	54850619
cg20542800	0.568879493094916	NA	NA	0
cg20543416	0.013222360644464	MMP25	16	3095676
cg20543571	0.953553813649126	C15orf43	15	45248878
cg20544605	0.633536400210338	SORBS2	4	186877497
cg20545295	0.0236167531994101	GOLGB1	3	121468027
cg20546002	0.0172777669003888	COL23A1	5	178017376
cg20550118	0.487081550630207	CRABP1	15	78633662
cg20550520	0.0799229838385462	ARHGAP5;C14orf128	14	32545277
cg20551517	0.896646044533173	GIP	17	47046292
cg20552296	0.13345870479378	HPSE2	10	100995305
cg20555138	0.0499249501453699	RAP2B	3	152879629
cg20555481	0.148169343472079	MRI1	19	13875430
cg20555507	0.0306050397375873	TRPM3	9	73736452
cg20556988	0.808675502740938	CCL1	17	32690127
cg20557037	0.0334699201581744	COBLL1	2	165698099
cg20557104	0.349221876313493	B3GNT8	19	41934313
cg20557202	0.039583211734433	SLC5A5	19	17982930
cg20557567	0.136053336044544	VPS52;RPS18	6	33239694
cg20559561	0.0168211359618098	RNF10	12	120972173
cg20559736	NA	CEACAM19	19	45174671
cg20566118	0.031184052666048	TNC	9	117880556
cg20567721	0.0624162734787856	CENPN;C16orf61	16	81040639
cg20570279	0.15168585442571	ZNF259	11	116659129
cg20571908	NA	KIF20B	10	91461681
cg20572838	0.0157011826481899	EME1;MRPL27	17	48450745
cg20573242	0.0307728265662709	CCNA2	4	122745356
cg20573420	NA	ZNF792	19	35451129
cg20576002	0.861918004863096	GTSF1	12	54867653
cg20576510	0.886299024716862	PROM1	4	16077324
cg20576597	0.0511156654483126	C21orf29	21	46131668
cg20579480	0.722137370473061	APOBEC4;RGL1	1	183622007
cg20580177	0.634678886820243	LRFN3	19	36427779
cg20582779	0.68119585881657	HHIPL2	1	222721375
cg20582984	0.696452952805538	GNASAS;GNAS	20	57417233
cg20583073	0.438724572454091	S1PR4	19	3178759
cg20583316	0.0636236585288545	SERPINE1	7	100770476
cg20584011	0.725625082738959	ZDHHC11	5	851422
cg20585500	0.885525235927761	GPHA2	11	64703192
cg20586531	NA	PLSCR1	3	146263147
cg20587168	0.350492410540664	ACTL9	19	8808829
cg20587336	0.185745786530562	ARMC1	8	66546482
cg20587394	0.0275633134797101	HOXC13	12	54332209
cg20587543	0.0124945341684174	ABAT	16	8768110
cg20587968	0.757750136791296	UCN3	10	5406423
cg20588045	0.248070850334589	PCDH15	10	56561096
cg20588069	0.349514721328192	MSX1	4	4860439
cg20588892	0.0273137723797828	TMEM161B	5	87565114
cg20590849	0.00651389744192928	MIF4GD	17	73267439
cg20591405	0.0168679795487618	RAB6B	3	133614578
cg20592700	0.0539311813495839	WIPI2	7	5230083
cg20595215	0.0764047633301263	LMCD1	3	8543014
cg20595300	0.0164659486748447	UHRF2	9	6413167
cg20597908	0.0167452010394084	ARPC3	12	110888290
cg20598389	0.0465804369115005	C6orf89	6	36854046
cg20603424	0.011225138636786	DDX31;GTF3C4	9	135545631
cg20603888	0.865364652102038	MYEF2	15	48470973
cg20609368	NA	HBD	11	5257253
cg20610181	0.835618264147588	CA9	9	35674000
cg20610545	0.0266496977343458	WNK1	12	861469
cg20611872	0.574913386745022	NA	NA	0
cg20612559	0.0255864472704239	LOC100306951;INPP5K	17	1419634
cg20612615	0.0221220927583232	PREP	6	105850408
cg20613151	0.0205979211457044	TRIM25	17	54991064
cg20613889	0.751727693915568	FSHR	2	49381495
cg20614736	0.947560343051396	NA	NA	0
cg20615832	0.15973262013033	PF4V1	4	74719172
cg20615951	0.0174371506804387	CNST;TFB2M	1	246730188
cg20616414	0.479767839583314	WNK2	9	95947396
cg20616836	NA	AES	19	3064281
cg20617956	0.0137891692773392	C10orf58	10	82168530
cg20618842	0.067620710535432	OLFML3	1	114521572
cg20622019	0.292385974622669	ADA	20	43279793
cg20622056	0.33526773400402	SLC7A3	X	70151134
cg20623943	0.00848949304278068	CMPK1	1	47799834
cg20624391	0.244009483870794	BVES	6	105584149
cg20625138	0.628173190169115	UTS2	1	7913667
cg20627106	NA	PDE6G	17	79624984
cg20627916	0.122962540747495	ESR1	6	152128328
cg20629089	0.0339491740297099	SAMD4A	14	55034451
cg20629097	0.023308595555213	EXO1	1	242011587
cg20630151	0.823893656226283	BPESC1	3	138823086
cg20630207	0.161477053312747	TECR;MIR639	19	14640235
cg20630386	0.638759058464824	NA	NA	0
cg20630567	0.0196060993032637	CCDC115;IMP4	2	131099794
cg20630655	NA	SNUPN	15	75918700
cg20632573	0.026450652378561	SLC6A5	11	20621341
cg20633621	0.0266793798073556	GAS2L1	22	29702335
cg20633883	0.0530141099482998	ABCC3	17	48712051
cg20633959	NA	NRF1	7	129250987
cg20634573	0.92263033349478	ADRA2B	2	96781407
cg20636078	0.0829511694491135	ATR	3	142298018
cg20637307	0.0364656593645848	ERBB4	2	213403960
cg20637800	0.0206953673346687	BRI3	7	97911512
cg20638426	0.0203948577969569	ZNF14	19	19843991
cg20639263	0.0209586873196864	PNP	14	20937872
cg20640433	0.172551983104906	LAMA2	6	129204206
cg20641280	0.406093995291216	LAGE3	X	153707793
cg20641580	0.0130613441609265	C22orf32	22	42476080
cg20641660	0.110099011956314	C11orf30	11	76155487
cg20642765	0.0477305694314369	MLF2	12	6861825
cg20643362	0.00876343878058458	C19orf12	19	30206369
cg20643416	0.555857405834175	NA	NA	0
cg20644453	0.0223830629015492	C21orf59	21	33985338
cg20644981	NA	RPS3A	4	152020400
cg20645058	0.785462304233359	CLEC12B	12	10163532
cg20645065	0.371051544636142	ALPL	1	21836138
cg20645649	0.00911857722629358	RPL35	9	127624485
cg20646490	0.0947705722258355	FOSB	19	45971291
cg20647137	0.908996974814209	AKR1D1	7	137761289
cg20647888	0.102409165704789	CCDC3	10	13043954
cg20648108	0.0267448676850667	CTTNBP2NL	1	112939192
cg20648149	0.803061091461796	SYNE2	14	64319089
cg20648463	0.0658235963569373	HNRNPH2;GLA	X	100662775
cg20648827	0.113225352598616	MAGEE2	X	75005028
cg20649047	0.0963021309049315	NUMB	14	73925161
cg20649991	0.661285326478501	LILRB5	19	54761127
cg20651453	0.0866198330317901	MAP3K6	1	27693398
cg20651681	0.0315485798738358	GRB10	7	50861418
cg20652640	0.0394498736763986	ZFPM1	16	88520056
cg20652889	0.0480972346779385	UNC84B	22	39151458
cg20654468	0.352116403395764	LPXN	11	58342997
cg20655010	0.0192492784852651	PREPL;C2orf34	2	44589154
cg20655558	0.970458989922071	XPNPEP3;DNAJB7	22	41257839
cg20656116	0.0112194382581441	CD59	11	33757858
cg20657383	0.956184512809743	CEACAM1	19	43033362
cg20657421	0.611647008617109	NA	NA	0
cg20661303	0.498543943412974	LEFTY2	1	226129561
cg20663831	NA	GIMAP2	7	150383154
cg20663980	0.434006388406455	CDX4	X	72667070
cg20664201	0.863599373735587	INHBE	12	57849270
cg20664247	0.514550250254888	PEX10	1	2345475
cg20668607	NA	DNAJC11	1	6762257
cg20669525	0.0091989940097716	GPAA1	8	145137896
cg20670302	0.0163710204608782	PSTPIP2	18	43652172
cg20672044	0.936904094016951	HPR	16	72096498
cg20672744	0.0121585122442637	ERICH1	8	681352
cg20673075	0.239156525637412	STK3	8	99838488
cg20673481	0.0243120858564901	KCNS3	2	18059454
cg20673611	0.048984851564601	TM7SF3	12	27166943
cg20674521	0.475435617613939	KCNJ4	22	38850521
cg20674577	0.216069090076127	PHACTR3	20	58179540
cg20675440	NA	NIP7;COG8	16	69374895
cg20676303	0.849466996289382	GAGE5;GAGE12I;GAGE7;GAGE2A;GAGE2C;GAGE2E;GAGE8;GAGE4;GAGE2D;GAGE12F	X	49217045
cg20676475	0.821540898471052	LCE3D	1	152552494
cg20676542	0.0302373442440847	TRIM25	17	54991456
cg20678353	0.359303544623004	C15orf53	15	38988560
cg20681975	0.0247975943090543	CNPY3	6	42897059
cg20683151	0.938525070547232	TM4SF20	2	228243972
cg20684399	0.0172902724720678	PHF2	9	96338308
cg20684549	0.646906191602926	LPPR3	19	822842
cg20684973	0.334271904728765	TAF5	10	105127632
cg20687462	0.025550009444168	CCDC102A	16	57570777
cg20688340	0.913567968441812	MMP21	10	127464237
cg20691408	0.0324824822113016	FADS3	11	61659465
cg20691580	NA	APOC3	11	116701044
cg20692181	NA	RETN	19	7733174
cg20692569	0.34551805200724	FZD9	7	72848481
cg20693880	0.0489855336520086	PSMB6	17	4699478
cg20695057	0.0362419307553082	TP53BP2	1	224034220
cg20695562	0.0366092950510002	USP33	1	78225636
cg20695587	0.804068906101791	TMPRSS11F	4	68995759
cg20696985	0.0293688047127427	SHF	15	45480429
cg20697204	0.872804873567202	C2orf61	2	47382593
cg20699736	0.041474064274604	VAX2	2	71127226
cg20700904	0.0169663200765687	HNRNPH3;PBLD	10	70091499
cg20701850	0.0154992412329546	RECQL;GOLT1B	12	21655265
cg20702327	0.0341861032269003	CSNK2A1	20	524484
cg20707333	0.986866534919699	PPP1R3D;C20orf177	20	58514079
cg20707345	0.989316609494185	PARD6A;ACD	16	67695867
cg20708411	0.0207271957717153	CSNK1G3	5	122847581
cg20712430	0.0188684217880048	KREMEN2	16	3013923
cg20713333	0.027842455556831	RG9MTD2;MTTP	4	100484892
cg20713492	0.363183724615618	AQP10	1	154293482
cg20714328	0.902711466960689	THBS4	5	79331850
cg20715219	0.0134071517125317	DDX17	22	38902282
cg20715764	0.0182988656281056	ZNF264	19	57702697
cg20716064	0.0148412689154173	USP6NL	10	11652950
cg20716119	0.163092658086416	CDH1	16	68771763
cg20716209	0.265097309091241	STAT3	17	40541270
cg20716571	0.044328195256022	WDR37	10	1102456
cg20716945	0.0114985769546004	USP38	4	144106096
cg20717059	0.0235129586636661	FAM167A	8	11324817
cg20718816	0.0288530107414693	LTBP2	14	75078842
cg20720686	NA	POR	7	75582881
cg20721467	0.859664220465188	MYST4	10	76597927
cg20723355	0.128961779642323	FBXO39	17	6679597
cg20724073	0.0109811544487784	MLX	17	40719654
cg20725021	0.769343887318397	MASP1	3	187009575
cg20727114	0.318348963380919	CPT1C;C19orf76	19	50194120
cg20727362	NA	CYB5R3	22	43045952
cg20728496	NA	NADSYN1	11	71163555
cg20728639	0.0418605193735277	ABTB2	11	34379053
cg20731798	0.0334119173196043	C11orf74;RAG2	11	36616365
cg20732137	NA	GMEB2	20	62251227
cg20732367	0.0651576228826752	LRRFIP1	2	238601467
cg20736065	0.0129014280945471	MSI2	17	55334276
cg20737712	NA	TBRG1	11	124492803
cg20739508	0.232761160403481	NA	NA	0
cg20739510	0.0506319912096603	PEX14	1	10534809
cg20740029	0.05559778660246	SLC5A8	12	101603835
cg20743744	0.21748300051889	C4orf42;CTBP1	4	1243849
cg20744464	0.0265505711051921	MFI2	3	196756875
cg20744809	0.0322584111522469	FTSJD1	16	71323116
cg20747455	0.940280499853905	MATN4	20	43933383
cg20748065	0.798958238027031	POR	7	75583421
cg20750215	0.0406907857601809	JUNB	19	12901966
cg20751395	0.946522631535482	KCNQ1	11	2594153
cg20752438	0.0377195560635864	C9orf128;TMEM8B	9	35829112
cg20755353	0.0751914660359033	SSU72	1	1510883
cg20757196	NA	SNORD60;TRAF7	16	2206320
cg20757526	0.0161431744441214	DCXR	17	79995330
cg20757758	NA	PPCS;ZMYND12	1	42922000
cg20757912	0.0343789943389327	SSBP2	5	81047188
cg20758803	0.00761047153969241	MAGI3	1	113933172
cg20760063	0.751951148841988	NBR2;BRCA1	17	41277580
cg20761322	0.0350500294682647	CIB2	15	78423564
cg20764656	0.486639008299684	GPX2	14	65410479
cg20767356	0.974942519585169	HORMAD1	1	150693100
cg20767936	0.0235060960477157	ASNSD1	2	190526040
cg20768743	0.357722491137671	CD226	18	67624846
cg20769102	NA	POLR2K	8	101162761
cg20769774	NA	CYLD	16	50775476
cg20769842	0.83270609799628	MKRN3	15	23810238
cg20770175	0.932084829778088	COL3A1	2	189839474
cg20770311	0.0144304971304368	SMPD1	11	6411396
cg20770803	0.00891123410561446	CNTD1;CCDC56	17	40950659
cg20771670	0.0164088802260213	PHLDA3	1	201438018
