Hybridization REF	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05
cg24889744	0.0916274897118366	SPEF1	20	3761916
cg24890043	0.782607833464079	TMEM163	2	135476297
cg24890286	0.923733217819882	HIPK2	7	139317303
cg24890446	0.0619525099265112	NAP1L4	11	3014169
cg24891133	0.0456098123571437	C13orf33	13	31480335
cg24892074	0.0162577874631279	PIGY	4	89444835
cg24892510	0.267152539044252	ZNF415	19	53636309
cg24893837	NA	ARSB	5	78282099
cg24895052	NA	MPP3	17	41909601
cg24896109	0.0108854080562317	CYP51A1	7	91764007
cg24898753	0.0890389015390974	FTH1	11	61735917
cg24898863	0.03870654842015	S100A8	1	153363580
cg24899750	0.356834322126843	SNRPB2	20	16710314
cg24901042	0.573998020147592	TMPRSS2	21	42880554
cg24901474	0.439780581998642	RGS5	1	163173040
cg24903376	0.0250932945830238	STIL	1	47779661
cg24903794	0.0106926834811756	EPRS	1	220220036
cg24904765	0.0538555955570477	STAM2	2	153032743
cg24905739	0.00817608647264411	FBXW8	12	117349196
cg24906202	0.256682969765663	NEO1	15	73345212
cg24906992	0.0230168783936053	UQCC	20	33999761
cg24907852	0.048950432618481	ENOSF1	18	712250
cg24908058	0.69989485037735	CGB5	19	49547202
cg24908499	0.0672669348620116	DLK2	6	43423540
cg24909445	0.0125605864648579	SNORD27;SLC3A2;SNORD26;SNORD28;SNORD25;SNHG1	11	62623256
cg24909737	0.0111997196921176	EBPL	13	50265408
cg24909975	0.011186192300912	WTAP	6	160147912
cg24910675	0.0247654455114565	ENG	9	130616917
cg24911803	0.0389651058279776	EIF3G	19	10230727
cg24912023	NA	NCRNA00116	2	110979750
cg24912560	0.799706438619361	RBMXL2	11	7110561
cg24914244	0.942507169648386	RTN4IP1;QRSL1	6	107078674
cg24914860	0.0579894523700758	CDK2;SILV	12	56360681
cg24916177	0.638417961404206	C13orf15	13	42031761
cg24917645	0.0145218853647809	C20orf29	20	3801318
cg24919884	0.921294812341767	ARHGEF16	1	3380288
cg24919972	NA	FYCO1	3	46037608
cg24920358	0.827518509964811	PPIE	1	40204285
cg24921089	0.174884480644854	AMPD3	11	10472840
cg24921858	0.0531124478951907	BCL2L14	12	12223989
cg24922045	0.475264057873461	GAS2L2	17	34079987
cg24922992	0.224411857714733	NA	NA	0
cg24923526	0.032205258680551	SH3GL1	19	4400879
cg24924631	0.982376375634866	BCL2A1	15	80264696
cg24924779	0.303334365762488	KCNG1	20	49639998
cg24926042	0.307548475055934	KRT82	12	52799999
cg24926276	0.155446915670127	LRG1	19	4539943
cg24926780	0.276457959517663	OR10H2	19	15838895
cg24928161	0.942665039695449	SHBG	17	7533115
cg24928378	0.030916693077768	RND1	12	49259415
cg24928687	0.709443107684703	EPHX1	1	226012913
cg24929737	0.00968045887905083	EFNB2	13	107188614
cg24929834	0.920328025826013	C22orf31	22	29457241
cg24930915	0.0821545606894532	RAB26	16	2199120
cg24934431	0.69229263603021	CYP17A1	10	104597864
cg24935900	0.0259517267447193	RAB11FIP5	2	73340724
cg24936630	0.0433703010031016	DDX10	11	108535499
cg24936956	0.40762082634803	NA	NA	0
cg24937126	0.0556690585463285	LAMB1	7	107643285
cg24937706	0.0182811404290499	RB1	13	48877719
cg24938727	0.398203438459949	HHATL	3	42742993
cg24939733	0.831129986969842	CCDC89	11	85397684
cg24940601	NA	KCNE4	2	223916952
cg24941797	0.00763925443245772	CAPN10	2	241526520
cg24946133	0.0207205096224241	JUN	1	59249665
cg24946408	0.0141568329842745	PPP1R15A	19	49375720
cg24946544	0.0233700262257649	C19orf51	19	55678059
cg24947394	0.0171411011519791	USP33	1	78225121
cg24949049	0.828358806651291	TDRD3	13	61013241
cg24949344	0.0283080018226801	ANO6;PLEKHA9	12	45609653
cg24949488	0.349088178061756	DNTT	10	98064362
cg24950749	NA	SDCBP2	20	1310425
cg24951114	0.0114782185723888	HAUS2;LRRC57	15	42841522
cg24956866	0.0387185031962066	CALD1	7	134464129
cg24957240	0.104879859558408	NA	NA	0
cg24957950	0.0115529569150609	PAK4	19	39616336
cg24958765	0.0829901135924656	RAB4B	19	41283667
cg24959428	0.813330592573296	GBP6	1	89829951
cg24964364	0.791928060120236	BCAP31;ABCD1	X	152990795
cg24964368	0.111250946908554	FPR2	19	52264413
cg24965984	0.0313142515338453	GPAM	10	113943723
cg24966460	NA	TERF2IP;KARS	16	75682643
cg24968336	0.0233601613913158	KCNK6	19	38810212
cg24968786	0.0699028510310789	CCDC87;CCS	11	66360800
cg24970539	0.0174860195510555	RPS6KA4	11	64126392
cg24971490	0.101910070122712	UTP23	8	117778891
cg24974130	0.0198183971264823	RAD50	5	131893006
cg24974477	0.036116755481077	PLA2G12A	4	110650657
cg24974599	NA	CFH	1	196620428
cg24975222	0.0157719722889157	CDCP1	3	45187717
cg24975564	0.25625967840151	PDE3A	12	20522236
cg24975769	0.0423337527259572	FXC1;ARFIP2	11	6502990
cg24975842	0.790877155393278	GNASAS;GNAS	20	57416221
cg24977027	0.914426897523447	THNSL2	2	88469347
cg24977709	0.0169883765325706	SSSCA1	11	65337263
cg24979630	0.0313738010681172	PPP1R12A	12	80329299
cg24980458	0.0364414448495701	FOXP1	3	71632677
cg24980583	0.0106330461725638	SSBP1;FLJ40852	7	141438448
cg24981018	0.643899921727847	ARC	8	143695376
cg24983959	0.0281714431009754	RTN4RL2	11	57228377
cg24986572	0.0222826691357565	ZNF193	6	28193283
cg24986868	0.144481939446374	PKP4;CCDC148	2	159312599
cg24987170	0.0558778296382691	ADCK1	14	78266229
cg24987706	NA	GPA33	1	167060788
cg24988345	NA	SCHIP1	3	158991021
cg24989962	0.775143605805894	PTGDR	14	52734286
cg24990612	0.0338713196994441	PDGFB	22	39641132
cg24991452	0.0103772935206016	MAPK14	6	35996059
cg24992780	0.162165718497777	NA	NA	0
cg24993443	NA	SNRPN	15	25123549
cg24994350	0.0220548206568501	LATS1	6	150038700
cg24995240	0.124653882925918	SPATA1;GNG5	1	84971124
cg24995381	0.223351626520456	GPR141	7	37780156
cg24995798	0.0344829205695469	ENKUR;THNSL1	10	25305002
cg24995836	0.357560425479697	GABRA3	X	151619390
cg24997562	0.0404584745408951	OASL	12	121476720
cg24997944	0.666501431102068	KCNH8	3	19189709
cg24999727	0.302198963259391	HSD17B13	4	88243818
cg24999924	NA	C20orf20	20	61428215
cg25000382	0.0115133182050783	LOC652276	16	2653501
cg25002911	0.629664900317105	NA	NA	0
cg25003924	0.951381707295715	ARPP19	15	52861754
cg25004981	0.980882020447133	LASS3	15	101085028
cg25006823	0.162434752253966	TMEM229B	14	67982456
cg25007250	0.260031448778948	NOS3	7	150687712
cg25007680	0.022587413630239	PARK7	1	8021821
cg25010118	0.0314725309114788	DSEL	18	65184398
cg25011395	0.857651542595123	CNTROB;TRAPPC1	17	7834607
cg25013053	0.607965687438379	UNC45B	17	33475031
cg25013058	NA		6	126102409
cg25013838	0.750810004021977	MYO18B	22	26137524
cg25013852	0.014165962724161	PGM1	1	64058941
cg25014318	0.400898823337995	GLP1R	6	39016776
cg25017250	0.734553257625183	APOC4	19	45445693
cg25017304	0.0999043449290563	ARHGEF11	1	157015118
cg25017837	NA	WDR25;WARS	14	100842311
cg25018329	0.015465115675586	E2F8	11	19262547
cg25018755	0.0134891765778429	BIK	22	43506952
cg25018881	0.849101268958951	C9orf6;IKBKAP	9	111697645
cg25020204	0.540603163403804	DBH	9	136500234
cg25020459	0.00755928916186867	COL6A1	21	47402144
cg25020850	NA	RGS8	1	182642186
cg25021182	0.90497196856382	CELA2B	1	15802594
cg25021247	0.486558449645083	AMT;NICN1	3	49460162
cg25022327	NA	TP53AIP1	11	128812462
cg25023057	0.0466839472640243	ADIPOR1	1	202927475
cg25023245	0.0226378545858094	AXIN1	16	401986
cg25023829	0.829698331299258	HSF2BP	21	44985491
cg25023941	0.955856342016824	QPRT	16	29690035
cg25023994	0.597751859082317	BANK1	4	102711773
cg25025243	0.0286721801079901	NA	NA	0
cg25025866	0.0244461310189069	PNPLA6;MCOLN1	19	7598787
cg25026013	0.0124866389553311	TMEM93;TAX1BP3	17	3571884
cg25026754	0.0109758053796308	PDCD7	15	65426128
cg25027167	0.050112814539572	DGAT1	8	145551031
cg25027501	0.0130126566447436	GSTM3	1	110283223
cg25028542	NA	ANLN;KIAA0895	7	36429120
cg25032865	NA		7	139170664
cg25033144	0.248443301952583	KIR3DX1	19	55048290
cg25033972	NA	RIPK4	21	43188171
cg25033993	0.533331806375665	STX1B	16	31022372
cg25034557	0.0275745674417383	PACS1	11	65838645
cg25040282	0.151981796725616	NA	NA	0
cg25040733	0.0830726157383375	SPRY4	5	141704734
cg25040783	0.038062009655502	APPL1	3	57261306
cg25041148	0.015506619819882	ZSCAN22	19	58838420
cg25041439	NA	HYLS1	11	125753110
cg25042226	0.981884038156258	PAX8;LOC440839	2	114036571
cg25043279	0.332631549283447	C7orf33	7	148287142
cg25044651	0.729495351025462	LVRN	5	115298720
cg25047001	0.0849823348926848	GRIN2A	16	10277017
cg25047102	0.0108463703161378	VKORC1	16	31106318
cg25047280	0.736780765940674	NA	NA	0
cg25047378	0.0160031685607339	IPO13	1	44412582
cg25048564	0.245864113054967	HUNK	21	33244752
cg25050026	NA	MFSD1	3	158519410
cg25053301	0.404503960741424	WDR13	X	48456550
cg25053891	0.0325184324830024	TRIAP1;GATC	12	120883986
cg25053900	0.570873430957044	ARX	X	25033890
cg25054311	0.250037974199181	SLC26A2	5	149340861
cg25055403	0.0119251340552634	NEDD8;GMPR2	14	24701388
cg25055477	0.0363561673230079	NUDT3	6	34360916
cg25057743	0.553795312605719	PTH2R	2	209271505
cg25058957	0.896367203013102	RAX2	19	3771683
cg25059428	0.297997271785271	UBA1	X	47050029
cg25059436	0.00954992815993603	CUGBP1	11	47574990
cg25059792	0.0244517182315362	EIF3G	19	10230212
cg25059899	0.784295172624188	BCL2	18	60904328
cg25060020	0.0258121858919515	SERTAD1	19	40932140
cg25060573	0.028498366323982	CCND1	11	69457121
cg25061755	0.611390703708115	STON1-GTF2A1L;STON1	2	48808114
cg25063710	0.227315104782081	BRWD3	X	80064750
cg25065147	0.0818096334555578	NA	NA	0
cg25066857	0.699510269760079	GNLY	2	85921438
cg25067197	0.0431641652833416	SLC39A11	17	71088707
cg25068445	0.0135729432053071	TRAF2	9	139780417
cg25070010	0.0178117565393633	MYRIP	3	39850621
cg25070480	0.0266693740352225	PPHLN1;ZCRB1	12	42720070
cg25070637	0.0394043983144752	SDC2	8	97505868
cg25071429	0.450421590891246	TEX13B	X	107225046
cg25072179	0.336866135267661	APLNR	11	57004934
cg25072962	0.2540215856868	MS4A15	11	60524575
cg25076881	0.0876848780984317	OR10J1	1	159409836
cg25077328	0.941214251866258	NA	NA	0
cg25077654	0.00819335707077669	PSMG1	21	40555395
cg25077752	NA	ZNF57	19	2899864
cg25081201	NA	FXYD4	10	43867071
cg25082710	0.0506878263394269	IVL	1	152880108
cg25083781	0.0111778294821346	HM13	20	30102296
cg25084220	0.00623803387213664	MARCH3	5	126366197
cg25084525	0.517912737078323	NIPAL1	4	48019347
cg25084878	0.731600086242171	FBN2	5	127873711
cg25085950	0.0553060249376182	ATP5J;GABPA	21	27108830
cg25086702	0.0121291000131109	HMGB2	4	174255559
cg25086957	0.783017322563677	DCAF12L1	X	125686235
cg25087423	0.950601434022634	CXCR5	11	118754535
cg25088874	NA	BMPR1B	4	95678817
cg25089231	0.0311768871464768	UST	6	149067742
cg25092283	0.0920165755523537	NA	NA	0
cg25092328	0.0321940716879698	PXMP4	20	32308119
cg25092540	0.930168826908317	NUP188;DOLK	9	131708951
cg25093045	0.112084814341696	C4orf50	4	5990638
cg25094569	0.736617890994328	WT1	11	32448769
cg25094927	0.028239732346173	RANGAP1	22	41682102
cg25095380	0.026605489008355	PRDM5	4	121843207
cg25095612	0.0228819489354445	NFKB2	10	104155650
cg25095814	0.0540906251544034	CASP8	2	202098016
cg25095951	NA	RPS26	12	56435247
cg25096582	0.0107009970107694	CFL2	14	35183928
cg25097436	0.150355825344369	RTN1	14	60336972
cg25097676	0.0182948505867937	ARHGAP19	10	99051975
cg25098095	0.0211389321785071	VTA1	6	142468318
cg25098401	0.0840283457080848	LCE2B	1	152658407
cg25098644	0.0442588460469367	SUZ12	17	30263762
cg25100404	0.259278507120986	AP1S2	X	15873481
cg25101056	0.77397540308	KCNG4	16	84273997
cg25101936	0.781499082421086	ZBTB16	11	113929164
cg25103286	0.956217478230943	PBRM1	3	52583646
cg25104030	0.0117837416803089	RASGEF1A	10	43761841
cg25104511	0.098893985632337	RAPGEFL1	17	38333503
cg25106358	0.931844082590671	CLDN20;TFB1M	6	155585396
cg25106814	NA	C9orf82	9	26892479
cg25107791	0.365141190834654	CLPS	6	35764958
cg25107903	0.0855427960973882	NA	NA	0
cg25107978	0.0287586553090435	MBD6	12	57916571
cg25109024	NA	DDX21	10	70716026
cg25110234	0.0108508035442821	C21orf58;PCNT	21	47744248
cg25111781	0.0180998086866811	MRPS16	10	75012591
cg25112044	0.102623599596428	CDK7	5	68530979
cg25112191	0.140582284525303	RORC	1	151804260
cg25112853	NA	CHEK2;HSCB	22	29136685
cg25115460	0.972444115554003	TP73	1	3607110
cg25117362	NA	TMEM180	10	104221598
cg25117976	0.0168523464529165	UGDH	4	39529365
cg25118574	0.020740238202752	PSMB7	9	127177646
cg25119415	0.547938004028209	MNDA	1	158799935
cg25122941	0.00846317299227929	VPS39	15	42500342
cg25123470	0.838159143250975	KCNIP2	10	103603722
cg25124030	0.729291142758417	MRPL48	11	73498278
cg25124223	0.013028444955201	NUP43	6	150067614
cg25124433	0.943788523921481	KRT20	17	39041110
cg25124636	0.183364220856258	NA	NA	0
cg25125453	0.0958067540968738	SPTLC3	20	12989844
cg25126052	0.0412614513406512	INTS4	11	77705488
cg25126812	0.00996268617864676	ACTN1	14	69445989
cg25128803	NA	SLC16A1	1	113499074
cg25130333	0.394346939831699	CD99L2	X	150067942
cg25131727	0.014890018710533	PTS	11	112097212
cg25132078	0.0375747031101733	PFDN1	5	139682347
cg25133016	0.0207286752739036	PIP4K2C	12	57984719
cg25133685	NA	OR2W1	6	29013336
cg25133753	NA	WFDC11	20	44299726
cg25134071	0.693165475293335	KLK9;KLK8	19	51506362
cg25136045	0.0327529688580511	SDCCAG10;SFRS12IP1	5	64064759
cg25136310	0.0212458332000503	RPL36	19	5690528
cg25136687	0.0388843272129256	REV3L	6	111805186
cg25136926	0.650773849940206	NA	NA	0
cg25138936	0.00916393615036125	SNORD42B;RPL23A	17	27046990
cg25139619	0.0315436203579344	MIR17HG	13	91999408
cg25140370	0.0989318016312579	IRF4	6	391114
cg25140501	0.0160294151717437	ACIN1;C14orf119	14	23564641
cg25140571	0.163751249700755	OXTR	3	8811437
cg25141490	0.364783696796804	IL17B	5	148759090
cg25141674	0.0573805765202933	C6orf155	6	72130689
cg25141720	0.625696469899879	GAS1	9	89561826
cg25141995	0.607302716785955	VDAC1	5	133341459
cg25142416	NA	CA1	8	86290219
cg25145670	0.0540691232463677	HOXB4	17	46655164
cg25148589	0.102654169404807	GRIA2	4	158141936
cg25149155	0.109612963896577	BCL2L2	14	23775777
cg25149927	0.0265111844674646	SSH1	12	109250901
cg25151295	0.865539931896909	IPO5	13	98605857
cg25151806	0.9523931111461	ELOVL2	6	11045370
cg25152348	0.00965214981678601	NCAPH2;LMF2	22	50946712
cg25152631	0.0169153038858891	SLC25A36	3	140660955
cg25152942	0.644143728136402	MIA	19	41281080
cg25153340	0.0200223369320289	RTKN2	10	64029004
cg25156443	0.200634546545371	SFRP5	10	99531929
cg25157408	0.155583421894338	HAO1	20	7921059
cg25157874	0.914632853949171	QKI	6	163835117
cg25159539	0.0136290560287122	FEM1B	15	68570818
cg25159610	0.0170341210369883	PLK2	5	57756802
cg25159668	0.836386456946069	AADACL2	3	151450877
cg25160554	0.0269531130790502	ARL6	3	97483242
cg25162301	0.21595130062485	AHSG	3	186330055
cg25162794	0.957533079391735	ANKRD23	2	97509831
cg25162921	0.112993375935677	MTAP	9	21801897
cg25163134	NA	PSMC4	19	40476319
cg25163476	0.527774961895259	INS-IGF2;IGF2;IGF2AS	11	2161586
cg25165199	NA	RCBTB2	13	49107693
cg25165880	0.0473184846020853	ACOT7	1	6454326
cg25166896	0.0174914961547076	C22orf25	22	20009063
cg25167447	0.118055949718732	NAV1	1	201617042
cg25167643	0.0726397990791553	PTPRZ1	7	121513538
cg25167838	0.0464039044690662	SHH	7	155605092
cg25168545	0.0478106922101422	NA	NA	0
cg25169784	0.0286028774441226	UGGT2	13	96706045
cg25171089	0.0157488000325601	ASB13	10	5708825
cg25172835	0.919925330073515	IGDCC3	15	65671727
cg25173010	0.0341501317866539	TXNIP	1	145438031
cg25174591	0.476845296995437	DNAH9	17	11501557
cg25175370	NA	C7orf27	7	2595131
cg25176823	0.454248609854737	FSCN1	7	5632593
cg25177139	0.281581213919394	SLC10A6	4	87770089
cg25177452	0.0163999473706824	TMEM171	5	72416677
cg25178645	0.963899610047838	RUNX3	1	25228687
cg25179291	0.0304479778500696	FNBP1	9	132805739
cg25179963	0.114375604143499	NT5DC1	6	116422123
cg25181284	0.9234937685507	GPD1	12	50497037
cg25181693	0.0326820612464313	ALDH5A1	6	24495846
cg25182523	0.0880952443131332	FAM129A	1	184944288
cg25182621	0.220250747247299	CHRD	3	184097440
cg25186143	0.714886936422657	FAM57A	17	635064
cg25186211	NA	MORN5;NDUFA8	9	124921565
cg25187533	0.229600843646378	NA	NA	0
cg25189085	0.90830850409059	STAC3	12	57644658
cg25191725	0.942703974744595	PYY2	17	26554221
cg25192419	0.010263239768676	DOCK5	8	25042348
cg25193278	0.0536994326933643	NA	NA	0
cg25193494	0.834098923507713	DEF8	16	90016004
cg25194415	0.0155002973886986	KIAA0232	4	6784170
cg25195673	0.91319357225664	GFPT1	2	69614945
cg25198545	0.0139963389031293	ACTL6A	3	179280646
cg25201363	0.737217582667728	LRPAP1	4	3534845
cg25201980	0.00669847110545122	ZNF250	8	146127417
cg25202404	0.0125819068558833	PXMP3	8	77912832
cg25202471	0.1870299361096	NA	NA	0
cg25203561	0.950088480949826	RELB;SFRS16	19	45541192
cg25203856	NA	NLRP14	11	7059980
cg25203980	0.965719392360463	ACAP3	1	1238595
cg25206802	0.540635838541446	SACS	13	23942179
cg25208892	NA	C1orf105	1	172390771
cg25211252	0.869546414012199	NA	NA	0
cg25211525	0.859409560950594	C6orf145	6	3751739
cg25214346	0.681349440396743	NR1I3	1	161207966
cg25214366	0.17394191429772	NA	NA	0
cg25215340	0.00812443172929622	CDKN1C	11	2907127
cg25216696	0.607814807561893	GATA4	8	11565351
cg25217357	0.00873204051312495	C12orf61	12	62997570
cg25217765	0.365778996963252	GJA10	6	90604299
cg25218351	0.715625515626966	TRIM54	2	27505446
cg25219047	0.0133923810950608	DOHH	19	3500813
cg25219134	0.0274376221430393	BRP44;DCAF6	1	167906865
cg25219333	0.0981070535715302	ARFIP2;FXC1	11	6501594
cg25221254	0.390640122901661	ACER1	19	6333547
cg25221625	0.958331500210263	CRYBB3	22	25595955
cg25225073	0.620070716130631	KCNK13	14	90528983
cg25225238	0.0944562043517217	NA	NA	0
cg25226014	0.806921791086843	CXCR6;FYCO1	3	45984942
cg25226247	0.166240341070271	TFAP2B	6	50785152
cg25226891	0.254425835395999	ZMYM3;BCYRN1	X	70474172
cg25227148	0.0329481820880934	ZNF271;ZNF397OS	18	32870611
cg25228126	0.634160120201417	FZD2	17	42635310
cg25228746	NA	BIN1	2	127865379
cg25229015	0.0180972211259869	WDR61	15	78591883
cg25229172	0.0575246848947607	AMDHD1;CCDC38	12	96336121
cg25229305	0.146037580320914	KCNK18	10	118956639
cg25229706	0.0331495448268033	SAMD8	10	76871606
cg25229964	NA	CNKSR1	1	26503623
cg25230532	0.0942508964512584	GALT	9	34646550
cg25232934	0.0161129410405905	ERI1	8	8860211
cg25234611	0.0219116096083528	VWA1	1	1371347
cg25234963	NA	SFRS14;ARMC6	19	19143846
cg25239996	0.522977437047831	CD40	20	44746767
cg25240333	0.246875721913652	NA	NA	0
cg25241845	0.00499369009001597	NEURL2;CTSA	20	44519697
cg25242557	0.434109840199434	PAX6	11	31833264
cg25243721	0.0230004692777195	XRCC4;TMEM167A	5	82373346
cg25245322	0.0280265410079617	OBFC2B	12	56618196
cg25248094	0.293005274671796	SH2D1A	X	123480304
cg25249068	0.4745951642588	BFSP2	3	133118940
cg25250358	0.0396035924706182	PLOD2	3	145879084
cg25250998	0.0181298146529133	GSTO2	10	106028373
cg25251635	0.0174333160093058	POP7	7	100303170
cg25255679	0.006821148983946	RHPN1;C8orf51	8	144450942
cg25255854	0.0143956331507906	IRF2	4	185396298
cg25256723	0.734613698353164	F5	1	169555944
cg25257360	0.569911680061641	CXorf23	X	19983591
cg25258291	0.00803806286905332	FARP1	13	98795562
cg25259754	0.0333941622234042	FCRL3	1	157670220
cg25261329	0.0607736840450752	RAD51AP1;C12orf4	12	4648036
cg25261908	0.0137012251489413	TRPM4	19	49660986
cg25263140	0.0147838845452907	AIM1	6	106959651
cg25263559	0.0185911221393958	C19orf56;MORG1	19	12780830
cg25264554	0.161654278350304	XRN1	3	142166789
cg25266232	0.10747447269096	DCC	18	49867126
cg25267732	0.048506659345742	CCDC112	5	114632630
cg25268283	0.528237681747604	NA	NA	0
cg25268451	0.307556086295723	GNASAS;GNAS	20	57414539
cg25268678	0.0101595905122887	PLEKHG6	12	6420020
cg25268718	0.143428269113211	PSME1	14	24604711
cg25270201	0.399474184197625	WWC3	X	9984045
cg25270252	0.016571586491971	NEK11;ASTE1	3	130745615
cg25274750	0.911401694218761	HIPK2	7	139316606
cg25276849	0.0717974133565191	TFRC	3	195808919
cg25277950	NA	MIR330;EML2	19	46142914
cg25282410	0.0428124347913376	TCP1;MRPL18	6	160211355
cg25282780	0.0539051304643598	AK3	9	4741505
cg25283297	0.317510026411595	NA	NA	0
cg25283338	NA	PTPN9	15	75871734
cg25283823	0.0191482943515225	NA	NA	0
cg25284492	0.0140662735260641	H6PD	1	9295432
cg25287375	0.0260728062594418	C9orf95;OSTF1	9	77703619
cg25288155	0.546383609140317	PLEKHB1	11	73357396
cg25290938	0.194004096193505	ARHGAP22	10	49813142
cg25291907	0.005341508635922	MIB1	18	19321706
cg25293251	NA	GOLGA5	14	93260171
cg25294646	NA	OBFC1	10	105678198
cg25298754	0.254431085846763	ZBED2;CD96	3	111314102
cg25299176	0.0691801317444064	YWHAE	17	1303341
cg25299676	0.455121334618962	MET	7	116312739
cg25300386	0.321276447477659	COL1A2	7	94023988
cg25300941	NA	VPS4A	16	69344885
cg25301180	0.0361871055994137	ERC2	3	56502091
cg25302370	0.0588777629123767	C6orf165	6	88117530
cg25302419	0.0135276918020195	CTNND2	5	11904015
cg25303383	0.122776578186489	BCO2	11	112046403
cg25304860	0.115540653555527	C14orf166	14	52456445
cg25306170	0.713297131777869	NA	NA	0
cg25306927	0.0128323612726491	VSNL1	2	17721751
cg25307081	0.226726068433949	NA	NA	0
cg25307641	0.750226833139491	SURF2;SURF1	9	136222163
cg25307902	0.0582714140781916	SNAP25	20	10199210
cg25308542	0.0700959560556266	MIR17HG	13	92000113
cg25309588	0.0719930609657051	ATP8A1	4	42659645
cg25310567	0.12161774739651	GALNTL5	7	151653890
cg25313204	0.718156313774851	SLC22A3	6	160768801
cg25314216	0.937465444769091		18	55301903
cg25315362	0.0744430821327252	LSAMP	3	116164576
cg25316166	0.350832099450599	USP11	X	47092288
cg25316898	0.104607122596069	C18orf21	18	33552869
cg25317260	0.0575582934650283	AIFM1	X	129300090
cg25322008	0.118585044457413	OR51E2	11	4719138
cg25322211	NA	TRIM65	17	73892982
cg25323711	0.0375356851620334	CLGN	4	141349096
cg25324046	0.0169524015190807	SRPK1	6	35889059
cg25325612	0.0107997587353016	ORC6L;VPS35	16	46723166
cg25327013	0.0226210792420583	ANG;RNASE4	14	21151223
cg25327247	0.0378223395455087	SH3GL1	19	4400302
cg25328975	0.463803819997767	NA	NA	0
cg25329939	0.0201956755389409	RAP2A	13	98085947
cg25332298	0.653602873516092	ELAVL3	19	11592958
cg25335775	NA	MRPS14	1	174992314
cg25336198	0.534405116777787	INS-IGF2;INS	11	2182618
cg25336579	0.504428957509783	PSAT1	9	80912260
cg25340056	0.00952294282922339	DPH1	17	1933471
cg25340403	0.140018427792736	LYPD3	19	43969650
cg25341032	0.204637940605775	ADD3	10	111766049
cg25341653	0.373069960907431	ELMO3	16	67233277
cg25341726	0.880592361011026	IL27	16	28518331
cg25344367	0.837960410152698	IRGC	19	44220337
cg25344639	0.0178866324926677	SEC14L1	17	75137144
cg25344672	0.932535387313498	C9orf171	9	135285207
cg25345005	0.0116841485287154	KTELC1	3	119187891
cg25345738	0.0611412046650365	PWP1	12	108078835
cg25346576	0.277870861930688	CCDC55;MIR423	17	28443852
cg25346972	0.0390673300634096	COX16	14	70826282
cg25349574	0.0395479642502066	CAMTA2	17	4891291
cg25350411	0.364148649152955	HYMAI;PLAGL1	6	144328917
cg25351036	0.0370081285349754	NIPAL1	4	48018582
cg25352650	0.0223695431854041	RRS1	8	67341099
cg25355065	0.025751742305034	ARL3;SFXN2	10	104473629
cg25355803	0.687335716597168	MARVELD1	10	99473032
cg25356214	0.0364338073948707	POU6F1	12	51611871
cg25356886	0.498136045407473	CRYGD	2	208988967
cg25358289	0.109706766662052	CD14	5	140012728
cg25358938	0.0250391682017719	TMEM66	8	29940886
cg25359581	0.162685453724167	DYNLT3	X	37706819
cg25361106	0.594642095408868	TLX2	2	74740746
cg25361844	0.0249283160039165	SIPA1	11	65405362
cg25363317	0.0257213237901719	GTF2F1	19	6393052
cg25363445	0.377437194488151	ALX4	11	44326516
cg25366404	0.777697343282598	MOCS1	6	39895360
cg25368212	0.322154000065211	SSX1	X	48114506
cg25368651	0.976717026601651	DNHD1	11	6518287
cg25370441	0.136392307525697	FLJ20184	4	106473233
cg25371038	0.0481809883955655	TOP3B	22	22337141
cg25371088	0.0360979441320037	MRPL24	1	156710915
cg25371182	0.027191857030442	CTNS;SHPK	17	3539597
cg25371560	0.0196103533283989	MED18	1	28655380
cg25372103	0.208537570496223	DLL1	6	170599661
cg25372135	0.0169955114265648	CENPL;DARS2	1	173793934
cg25372195	0.327382323885901	DCD	12	55042293
cg25372693	0.0186932354845732	B4GALT4	3	118959985
cg25374813	NA	SLC23A1	5	138719374
cg25374854	NA	ABR	17	1083958
cg25375711	0.11208429308791	TRMT12	8	125463057
cg25375764	0.661398431303629	ALDH5A1	6	24494665
cg25376316	0.461049899229705	CA5B	X	15756714
cg25377358	0.0451106710455451	SEC23IP	10	121651973
cg25378769	0.0100656390105939	C3orf37	3	128998233
cg25381844	0.385100239231826	NA	NA	0
cg25383093	NA	PGM3;RWDD2A	6	83902161
cg25383242	NA	CNTNAP4	16	76343663
cg25384157	0.0821321549744643	ARRDC1	9	140499132
cg25384595	0.120796525463958	LILRA1	19	55105156
cg25385272	0.167927443353904	TAF1A	1	222763149
cg25388528	0.0798916038262941	KRTAP20-1	21	31987978
cg25391023	0.147562410675076	BTNL2	6	32374754
cg25392935	0.00767185625166498	VCL	10	75757809
cg25395108	0.0103098695807987	FGFR1OP	6	167412704
cg25396537	0.0135428018604005	TERF1	8	73921005
cg25397076	NA	RBP7	1	10057305
cg25397562	0.0128719825767268	ZNF653	19	11616711
cg25397779	NA	MRPL20	1	1343130
cg25398949	0.0172183679149292	RPS6KA5	14	91527472
cg25399367	NA	FBXO30	6	146136238
cg25400358	0.200815032946777	GPR137	11	64054159
cg25402049	0.949079837414333	PRDM2	1	14029875
