Hybridization REF	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05
cg18943195	0.250322191500819	NA	NA	0
cg18943383	0.0900863700332457	HIST1H3H	6	27777858
cg18943599	0.012774814521864	SSTR2	17	71160892
cg18946226	0.462667743922173	MYO16	13	109248503
cg18946802	0.0293020321212261	LSM3;XPC	3	14220310
cg18947521	0.0139869287477656	H3F3A;LOC440926	1	226250437
cg18950617	0.0125024770003753	HMHA1	19	1066959
cg18951427	0.892941064938008	NA	NA	0
cg18952560	0.023939635201465	NA	NA	0
cg18952647	0.488348959157906	BNC1	15	83953744
cg18953280	0.0303791340208835	TBC1D19	4	26585505
cg18954434	0.00948422341574433	CN5H6.4;GTSE1	22	46692881
cg18956095	0.0524831163433485	ZHX1	8	124287111
cg18956369	0.0320613787240813	NA	NA	0
cg18956481	0.409039205573025	CYP24A1	20	52790139
cg18958531	0.0365896174459651	PLIN3	19	4868079
cg18958584	0.0155639244956623	SHMT1	17	18266764
cg18959422	0.895801519489843	MYBPH	1	203145364
cg18959478	0.0524312958338745	PRKCDBP	11	6341349
cg18960218	0.879554663062936	SLC7A7	14	23285365
cg18962105	0.0239548240556357	RBM4B	11	66444806
cg18963171	0.684350825668216	C21orf121	21	43442940
cg18963330	0.0135697444918223	OAF	11	120081890
cg18963390	0.0160422078804102	CNBP	3	128902676
cg18963800	0.187301291528205	HSD17B7P2	10	38644991
cg18964732	0.0886264566280533	TMCO1	1	165737775
cg18966791	0.414816825519372	NA	NA	0
cg18967533	0.312244532694337	KLK6	19	51472725
cg18967846	0.0521927453693712	CLDN12	7	90032535
cg18971054	0.970409787412383	MGAM	7	141695759
cg18971671	0.935740144610492	TULP2	19	49401721
cg18972811	0.166420320546223	SLIT2	4	20254736
cg18973389	0.044594997796649	NUP35	2	183988960
cg18977436	0.154336467232677	FGF14	13	103054076
cg18978324	0.0118764038413038	RABGGTA	14	24740937
cg18979223	0.688252762098827	NA	NA	0
cg18979491	NA	LBP	20	36974445
cg18979762	0.931504376754433	EGLN1	1	231560395
cg18979819	0.0949171311804877	LMLN;IQCG	3	197686766
cg18982568	0.836113184768019	KRT77	12	53097169
cg18983672	0.901948735874051	FOXE3	1	47881256
cg18984151	NA	C3orf75	3	47555476
cg18984499	0.0147702945173819	RPL26	17	8286166
cg18986165	0.944939304364986	SIGLEC12	19	52005990
cg18986273	0.149251431753301	FAM53C	5	137673771
cg18986332	0.00546301046275296	CLASP2	3	33759647
cg18986713	0.0147269965688798	LEPROTL1	8	29953064
cg18986964	0.112882806507546	ABL1	9	133589320
cg18987220	NA	RAB32	6	146864247
cg18988110	0.264370129516135	PRR15L	17	46035343
cg18988395	0.689822359193151	NA	NA	0
cg18989919	0.869431768532186	C3orf36	3	133648584
cg18992201	0.737289316219986	DPPA2	3	109035381
cg18992688	0.182772857466409	AVPR1B	1	206223241
cg18993334	0.0394732631731898	CCT3;C1orf182	1	156307348
cg18994063	0.314607838564532	TIMD4	5	156389699
cg18995088	0.155261535568487	CXCL14	5	134914734
cg18996334	0.0463881796765388	CATSPERG	19	38826282
cg18996776	0.0862919431319513	KPNA4	3	160284003
cg18997129	0.270318440047246	EPHA1	7	143105850
cg18997662	0.0167027659047995	ZNF441	19	11877947
cg18997990	0.0456149730291025	SERF2	15	44084145
cg18999668	NA	SLC28A3	9	86983400
cg19000186	NA	CNGA1	4	47956011
cg19001226	0.0152813882953454	HOXD1	2	177053345
cg19001490	0.0704310688778244	NA	NA	0
cg19001794	0.0120743270958582	HIC1	17	1958162
cg19002579	0.647180399098652	SMPX	X	21776218
cg19005210	0.775346702263457	TREML2	6	41168960
cg19005368	0.0811391585218929	PRRG4	11	32851950
cg19006008	0.51144989178959	F2RL3	19	16999768
cg19007602	0.0239810163179685	SOCS2	12	93963603
cg19007731	0.545221368541263	RUNX1T1	8	93107394
cg19008097	0.139267733120737	CD14	5	140012986
cg19008649	0.0600978142203195	IGFBP5	2	217560292
cg19008809	0.031867158760894	SFMBT1	3	53080682
cg19009921	0.0668295169757479	RAB34;SNORD42B;RPL23A	17	27046661
cg19011603	0.470777984437645	UPRT	X	74494066
cg19012475	0.01502044243514	TOPORS	9	32552486
cg19014419	0.353374560317199	ZNF300	5	150284504
cg19016517	0.0810912649058021	TMEM147	19	36036881
cg19017177	NA	SYT3	19	51141227
cg19017193	0.0187932453457967	VEZF1	17	56066027
cg19017420	0.0233631990986865	ARL2	11	64781299
cg19018097	0.420395893079373	SNX32	11	65601328
cg19019972	0.0166002707643285	MRPL37;CYB5RL	1	54665937
cg19020694	0.0515703729642214	GPN3;C12orf24	12	110906055
cg19021732	0.0303473595380588	C15orf29	15	34502525
cg19023700	0.0608949396444827	MKLN1	7	131012349
cg19025034	0.922474396849149	FUT2	19	49198900
cg19025723	0.017951228090185	ATPIF1	1	28562708
cg19026260	0.0944697325190643	CNIH2	11	66045351
cg19026306	0.0944278150804376	KIAA1539	9	35116525
cg19027571	0.0230984890064972	CHFR	12	133463885
cg19028160	0.00660422199273477	HDAC4	2	240322010
cg19028369	0.0374547816393032	C3orf19	3	14693598
cg19028804	0.0676604301106369	TMEM183A;TMEM183B	1	202976344
cg19029220	0.069846208711228	UGP2	2	64067822
cg19029454	0.0173217668621786	RBPJ	4	26321352
cg19030554	0.168774677536792	NME3;MRPS34;EME2	16	1822289
cg19032144	0.0323563782958558	RPL31	2	101619151
cg19033555	NA	DEFB1	8	6736385
cg19034028	0.925168982103405	CDH3	16	68677364
cg19035457	0.131599257919375	TMEM165	4	56262833
cg19035993	0.957074562208504	C22orf30	22	32108701
cg19037167	0.0241620038975718	TLR2	4	154606177
cg19038228	0.0925515239195901	NDUFV1	11	67373977
cg19038540	0.133024206862475	S1PR1	1	101701364
cg19042062	0.207851784420798	KCNJ2	17	68164784
cg19042947	NA	SERPINA4	14	95027441
cg19042950	0.0685887786115915	IGF2BP3	7	23509770
cg19044630	0.0471424857318071	PRUNE2	9	79521532
cg19044674	0.111100820524691	LEPRE1;C1orf50	1	43232628
cg19046959	0.0457899118018821	COL8A2	1	36565856
cg19047670	0.516535137551752	CCND1	11	69461451
cg19049316	0.0510953348889843	FHIT	3	61237063
cg19051578	0.0136173223579096	DEPDC1B	5	59996328
cg19055231	NA	STAC	3	36422397
cg19055458	0.0305881091704178	MYLIP	6	16128933
cg19055639	0.531742765176716	ARMCX2	X	100914138
cg19056418	0.899317825290196	TMC8;TMC6	17	76127217
cg19058629	0.184541209180582	NA	NA	0
cg19058765	0.912047361158884	APOH	17	64226103
cg19061982	0.0179032239655742	POLR1B	2	113299409
cg19062098	0.0462887521433209	HNRNPA2B1	7	26239440
cg19062189	0.610661669586694	TMSB15A	X	101771625
cg19063397	0.196985460141279	POLD1	19	50887127
cg19063972	0.395544757718965	SOX21	13	95364908
cg19064258	0.49531880464481	HS3ST2	16	22826117
cg19067730	0.353969031192177	CTSA;NEURL2	20	44518824
cg19070338	0.0135816978563755	ASNSD1	2	190526263
cg19070798	0.0160261600404007	ANKRD54;MIR658	22	38240558
cg19070873	0.031394403054693	C14orf132	14	96505448
cg19070899	NA	FAM160A2	11	6256665
cg19072037	0.0175810202795232	NAT10	11	34127281
cg19073614	0.0177086296199596	TBC1D17;AKT1S1	19	50380660
cg19075838	0.0186221122534921	EPS8	12	15941986
cg19078186	0.0276980106980899	CPNE3	8	87526527
cg19081759	0.022716419228255	YWHAQ	2	9771089
cg19082446	0.05269172348043	NA	NA	0
cg19088651	0.112689304239635	BRCA1;NBR2	17	41277213
cg19091474	0.0194229294182308	NEO1	15	73344252
cg19091641	0.929644643824666	ZP2	16	21223674
cg19093820	0.0812203040387796	GPR156	3	119963208
cg19094438	0.189696642789581	BCAR1	16	75286009
cg19096034	0.0237023429039568	LRPAP1	4	3533527
cg19096475	0.652592283796983	ASAM	11	123066529
cg19096540	NA	CDKN2AIPNL	5	133748191
cg19098268	0.760677028595587	ZIM2;PEG3;MIMT1	19	57352269
cg19098314	0.105504926528315	GOSR1	17	28804347
cg19098826	0.0201013479865163	BIRC6	2	32581711
cg19099213	0.753101002406029	SPP2	2	234958715
cg19099850	0.019363005855061	LGALS3	14	55595958
cg19100810	0.0183251225454542	RPL32;SNORA7A	3	12882968
cg19101893	NA	CCDC23;ERMAP	1	43283862
cg19102858	NA	COPS8	2	237993901
cg19103609	NA	PKN1	19	14543524
cg19103704	0.37073829392685	FCGBP	19	40440963
cg19104072	0.0113049465707639	B3GNT1	11	66114776
cg19105504	0.396035250991114	MS4A15	11	60524472
cg19105690	0.00888568168974714	PLA2G15	16	68278969
cg19107595	0.492305278350224	PEG10;SGCE	7	94285642
cg19108718	0.0503669671356827	RFESD	5	94982330
cg19108785	0.0168695623528552	CEP72	5	612011
cg19109050	0.733851055267407	OBSCN	1	228396098
cg19109431	0.776546032789228	NFKBIE	6	44234511
cg19110355	0.0835780124065561	WWP2	16	69796693
cg19110523	0.235960383197373	ADRB2	5	148206224
cg19110684	NA	HAVCR2	5	156536955
cg19111262	0.392775024904077	NA	NA	0
cg19112780	0.0142594759337443	PTPRU	1	29563147
cg19114595	0.510300356358886	DIRAS3	1	68515977
cg19118077	0.141774017390179	NA	NA	0
cg19118533	0.0228924237182665	TRAF3IP2	6	111927323
cg19118812	0.014464879173314	ELMO1	7	37488438
cg19120125	0.870901193669936	TAS2R10	12	10978950
cg19120746	0.0931420624021457	TRIM45	1	117664515
cg19123107	0.0551843811036448	C9orf7	9	136324577
cg19123863	0.0229559686174376	JUNB	19	12902675
cg19124998	0.039112490937149	GLTSCR2	19	48248730
cg19125323	0.0128344860026537	MIR636;SFRS2;MFSD11	17	74733470
cg19125606	0.543036503175414	AGT	1	230850299
cg19125999	NA	C1orf172	1	27287282
cg19128498	0.0243810034988915	FBXL5	4	15656874
cg19130550	0.0206463133406827	OLFML2B	1	161994277
cg19132372	0.864067821880728	GPR1	2	207079152
cg19132701	0.0103225106163312	CHMP6	17	78965457
cg19133618	0.0275910413425554	CDKN2B;CDKN2BAS	9	22008970
cg19133883	NA	NSFL1C	20	1447874
cg19133903	0.0175990223754635	AVPI1	10	99446953
cg19135706	0.0916130943404553	RAB3C	5	57878390
cg19135761	0.4808475566155	WDR8	1	3567214
cg19135982	0.0488290257002152	SKP2;LMBRD2	5	36151277
cg19136075	0.758645683743047	NBL1	1	19968885
cg19136717	0.0379226859227407	ARIH1	15	72766740
cg19138060	0.904926093960234	WDR13	X	48455227
cg19138960	0.711180902100775	CD93	20	23066947
cg19139277	0.0266844324388203	ZNF395	8	28243953
cg19139729	0.581669497237883	SULT2A1	19	48389562
cg19140639	0.916539632880877	NA	NA	0
cg19141563	0.0133452851109335	PPM1E	17	56833253
cg19144013	NA	PIR	X	15511746
cg19145398	0.439526668256084	FOXS1	20	30433673
cg19147390	0.430702232128445	UHRF1	19	4911058
cg19147570	0.0340796007338493	C2orf86;MDH1	2	63815760
cg19148051	0.0175513148538615	LRRC47	1	3713096
cg19149125	0.938346012256906	PROSC	8	37619350
cg19149454	0.0230411460857873	ADSL	22	40742374
cg19149785	0.861616827945036	KLK9;KLK8	19	51506273
cg19150884	0.0306583838825465	TSTA3	8	144699502
cg19154173	0.0170311950742528	TMEM116;ERP29	12	112451600
cg19154438	0.832047590258994	CKM	19	45825730
cg19155599	NA	PTGS2	1	186649153
cg19157069	0.0320267426731796	NA	NA	0
cg19157971	0.0162190299628944	RABIF	1	202858393
cg19159162	0.0869879530435387	HSPA1B	6	31795573
cg19160878	0.925795912353922	GTF3C3	2	197665024
cg19161333	NA	EIF3K	19	39110397
cg19162106	0.101991833301461	GPC5	13	92050991
cg19162158	0.204516593268601	NRG1	8	32405427
cg19166347	0.0491046148750486	SFRP4	7	37955598
cg19166626	0.0325172846512106	DNAJC3	13	96329925
cg19166875	0.114295103705787	MYOF	10	95241944
cg19167673	0.0956136709866428	PDGFB	22	39640835
cg19168338	0.277846670705703	CORO7	16	4465731
cg19168631	0.0128530883766283	DAAM1	14	59655243
cg19170321	0.927824027565546	GANC;CAPN3	15	42640316
cg19172575	0.541020342987502	GATA4	8	11567721
cg19175383	0.0193650437265584	JMJD4;SNAP47	1	227922838
cg19176447	0.326704480057481	NA	NA	0
cg19177941	0.195313838069935	ALDH1A3	15	101420185
cg19180541	0.87394814992716	NA	NA	0
cg19180828	0.239409456674894	RNF207	1	6265220
cg19182046	0.0553672384948377	FCF1;KIAA0317	14	75179862
cg19182048	0.0319890248300882	KLF13	15	31618604
cg19184518	0.0128501239730043	FAM151B	5	79783902
cg19184963	0.0231264227845873	MAPK11	22	50708639
cg19185384	0.0087895699754625	LOC100190939;TPT1	13	45914939
cg19186356	0.261281354354096	ALDH2	12	112204327
cg19187185	0.036115660963445	RRAGD	6	90122497
cg19187486	0.0385991602186696	ARID3B	15	74833838
cg19188060	0.0514841383064207	PSMD2	3	184017239
cg19188612	0.761484253985612	CTHRC1	8	104384291
cg19189291	NA		17	10571935
cg19190714	0.0104457007406327	GMPR	6	16238941
cg19191401	0.0290640714679738	SRGAP1	12	64238538
cg19191883	0.0271631450774802	C19orf56;MORG1	19	12780323
cg19192120	0.0412675192287896	SSH3	11	67070517
cg19192316	0.949771019023649	SIRT1	10	69643020
cg19194454	0.0790807600687889	NQO1	16	69760878
cg19194595	0.450250459511611	PHF16	X	46771884
cg19195724	0.740997762421448		15	25287297
cg19196182	0.0336397733126514	IKBIP;APAF1	12	99038046
cg19196684	0.969237059294295	SLC1A7	1	53608037
cg19201019	NA	B3GNT8	19	41935185
cg19201477	0.0213690759168934	XPO7	8	21776851
cg19202384	0.460058734923345	PYCR1	17	79894511
cg19203504	0.121259598839626	RPE	2	210867411
cg19205041	0.551244013232052	PHACTR2	6	143929511
cg19205533	0.486283136233793	RERG	12	15373987
cg19206010	0.529087979665154	LOC100133957;UXT	X	47518849
cg19206150	0.0846613358057433	SNF8	17	47022499
cg19207856	0.0184156619674999	PIGP;TTC3	21	38444952
cg19208681	0.38025498111493	TEX14;RAD51C	17	56769628
cg19208897	0.0814898368485667	TMEM129;TACC3	4	1723620
cg19210770	0.4777876400468	ACCN4	2	220379091
cg19211800	0.0653193801679621	MARCKS	6	114179013
cg19211827	0.0328990242495995	RNASE4;ANG	14	21152810
cg19213569	0.0262714935157234	NA	NA	0
cg19215261	0.971918220821126	SLC25A2	5	140684150
cg19216044	0.960010496339997	DCST1;DCST2	1	155005184
cg19216731	0.791578358116408	CSRP3	11	19223635
cg19216839	0.00879416513194335	FANCA	16	89882934
cg19217872	0.105413765860012	ZNF187	6	28234843
cg19219366	0.0306374939502893	TRIM3	11	6495536
cg19219437	0.0284541634940556	PCOLCE2	3	142607715
cg19219503	0.96848366355412	ANKRD30A	10	37414802
cg19219920	0.0268277613934751	FAM53B	10	126433331
cg19220586	0.0222088234552561	CREG1	1	167522470
cg19220754	0.00811408435863625	TNPO1	5	72112588
cg19220825	0.0934731888953322	AQP5	12	50353951
cg19221044	0.0435851539436859	TAP2	6	32806167
cg19221369	0.0913508934299075	TAF13	1	109618856
cg19221959	0.0151876539031402	PPP1R9A	7	94537347
cg19222480	0.0208308092387669	UBE2C	20	44441446
cg19223616	0.577799496213144	CLCN5	X	49834454
cg19224164	0.110259445213297	GRK4;NOP14	4	2966384
cg19224278	0.708769851889737	ALDH1A3	15	101419017
cg19224837	0.0208656239325885	GSC	14	95236615
cg19226099	0.598466694437966	MC3R	20	54824085
cg19226593	0.0585033748082148	DCTN2	12	57940444
cg19228118	0.0760086745401847	CSMD2;C1orf94	1	34631324
cg19229809	0.0208155529191531	ZNF267	16	31885194
cg19229991	0.94723371189564	RERGL	12	18242549
cg19230917	0.0102427347669518	C20orf24	20	35234226
cg19233472	0.480844161293544	FOXI1	5	169532752
cg19233923	0.327748172484061	OTUB1	11	63753598
cg19234089	0.948710581454597	SART1	11	65728168
cg19234509	0.022225074004273	BCAS2	1	115124245
cg19235307	NA	IFT122;MBD4	3	129160154
cg19236727	0.481342735009369	NA	NA	0
cg19236745	0.0476786701719418	CSTF3	11	33182890
cg19237753	0.112890661237563	SIRPA	20	1876215
cg19237879	0.0911562516992955	SCUBE2	11	9113458
cg19238398	0.0547597947044453	DNAJC18	5	138775248
cg19238840	0.357752829500703	GP2	16	20339175
cg19239342	NA	REEP5	5	112258299
cg19240938	0.93622089444894	SLC22A18	11	2942036
cg19241311	0.536277149154095	DEFB123	20	30028893
cg19241744	0.252286455811752	SLC29A3	10	73078790
cg19242268	0.591733836303124	TCEA2	20	62688573
cg19243777	0.021542780036913	BHLHE41	12	26278767
cg19246110	0.02971819259131	ZNF671	19	58238928
cg19248557	0.214967615481217	HLA-DRA	6	32407838
cg19250891	0.859437684251593	ATP1A4	1	160121412
cg19250907	NA	CPA6	8	68659328
cg19252175	NA	DDX60	4	169240076
cg19252956	0.877680568692867	DOCK8	9	273072
cg19254235	NA	RB1	13	48895173
cg19254558	0.120931647412147	PARL	3	183602222
cg19255783	0.438919911714218	PLAC8	4	84035953
cg19255853	0.0100919604483491	LOC93622	4	6675611
cg19256236	0.216090440221457	KCNH3	12	49932216
cg19257200	0.499963891628236	SOX10	22	38380983
cg19257550	0.272607697801466	CA9	9	35673909
cg19258882	0.178874339400259	ERBB3	12	56472805
cg19258973	0.856117801664757	NA	NA	0
cg19259146	0.0217825953413591	RPS6KA1	1	26856420
cg19262019	0.0542941917510476	HNRNPM	19	8510039
cg19264123	0.110176713296887	MOCOS	18	33767226
cg19264571	0.618900888621034	APCDD1	18	10454085
cg19267846	0.0113966861635715	PHOSPHO1	17	47307954
cg19273182	0.0245823608737458	PAPOLG	2	60983417
cg19275050	0.11867331159683	HAS2;HAS2AS	8	122653619
cg19278165	0.0214636029929484	RCAN1	21	35986624
cg19278780	0.930737131690565	NA	NA	0
cg19278809	0.013120939228407	KIAA0232	4	6785080
cg19279346	0.853536289450047	LILRB2	19	54785518
cg19279529	0.0113505966270634	USF2	19	35760554
cg19280014	0.0212768149798912	MTX2	2	177134307
cg19280776	0.15655656264316	PAG1	8	82024586
cg19280968	0.45688338393859	PPP1R2	3	195270614
cg19282250	0.822272882615881	PRUNE2	9	79328522
cg19282452	NA		19	19855831
cg19282714	0.0252551962439543	PADI2	1	17445929
cg19282782	NA	IL27RA;RLN3	19	14141098
cg19283196	0.354691070416186	SLC10A4	4	48485233
cg19286604	0.328493629347631	FEZ1	11	125365138
cg19286986	0.0212232336571852	GPR162	12	6931017
cg19287114	0.0146375131740507	SLC44A1	9	108006611
cg19287277	0.0254205866665744	MEX3B	15	82337812
cg19288520	0.0133898974060198	SLC25A32;DCAF13	8	104427260
cg19289461	NA	SEPT1	16	30394812
cg19290962	0.862662316730671	TMC2	20	2517613
cg19292008	0.0930341564402774	FOXE1	9	100615796
cg19292712	NA	SPAM1	7	123564194
cg19296958	0.935844699889378	RB1	13	48891270
cg19297232	0.705556820398023	SMPD3	16	68483021
cg19297688	NA	INSL4	9	5231360
cg19297823	NA	GCNT4	5	74327281
cg19298821	0.908104482153353	C5orf48	5	125967357
cg19301632	0.056351556845338	OSBPL1A	18	21978109
cg19302283	NA	BTC	4	75720398
cg19304352	0.915259098245423	DEFA4	8	6796176
cg19304410	0.0394495661913901	CACHD1	1	64971188
cg19305227	0.884798141942687	SLC28A2	15	45544335
cg19306866	0.894689246868434		21	31970997
cg19306990	NA	MAPRE3	2	27192857
cg19307060	0.893274169392255	FAM10A4	13	50746150
cg19308222	0.717409040220192	EREG	4	75230391
cg19310430	0.0118618717494619	C11orf45;KCNJ5	11	128775026
cg19311602	0.0260512014934857	IWS1	2	128284023
cg19311812	0.0173213866564855	TAF7	5	140700259
cg19313758	0.0188973415957747	FAU;MRPL49	11	64889193
cg19317638	0.107377324971073	SFRS16	19	45542562
cg19317715	0.633342311593528	AOC2	17	40996578
cg19318326	0.0110747896750403	KIAA1919	6	111580704
cg19318511	0.0423381539147074	C9orf30	9	103189158
cg19319069	0.566648629699737	UBE2H	7	129593010
cg19319490	0.00812006521271104	GUSB	7	65447113
cg19320612	0.929158489000962	SCN9A	2	167168190
cg19324027	0.0444584560608682	MRPL53	2	74699582
cg19324172	0.0433867314557319	PPID	4	159644759
cg19324313	0.864510894331326	PRDM2	1	14032204
cg19324627	0.739188486098224	APOA1	11	116708329
cg19324791	0.0549120609413906	CERCAM	9	131182496
cg19325985	0.363969819992249	HOXD13	2	176956761
cg19326876	0.0413167958987744	ATP10A	15	26107658
cg19327844	0.0164005171855524	APBB1	11	6440482
cg19328294	0.0421459968221711	PRSS22	16	2908554
cg19329389	0.0538347244145085	TRIP4	15	64680051
cg19329556	0.0185815704224947	METTL6;EAF1	3	15469027
cg19332303	0.0277623295393533	COMMD2	3	149469910
cg19332710	0.0242216375188096	NA	NA	0
cg19335327	0.49180780707872	MIMT1;PEG3;ZIM2	19	57351642
cg19337279	0.916217656236381	MPL	1	43804317
cg19337295	0.024662589831412	FAM48A	13	37633341
cg19339841	0.0557956807425802	CENPE	4	104119196
cg19339848	0.102909036626925	MTO1	6	74170937
cg19342782	0.371489952557437	HHLA3;ANKRD13C	1	70821806
cg19343464	0.36495511768833	GRIA4	11	105481509
cg19345165	0.00929508956424052	NDUFS3;KBTBD4	11	47600677
cg19345602	0.276458487666703	PATE1	11	125615388
cg19346193	NA	BCCIP;UROS	10	127513190
cg19346899	0.416596443494323	NA	NA	0
cg19348001	0.0249822346348759	PFKFB4	3	48594472
cg19350340	0.156805858058936	ASPM	1	197115964
cg19351638	0.446313824865491	AVPR2	X	153170390
cg19352038	0.486937271571899	PAX3;CCDC140	2	223164869
cg19352977	0.015245106278329	AZIN1	8	103876467
cg19353006	NA	TUSC3	8	15397237
cg19355190	0.173152800505062	EGR2	10	64575798
cg19355685	0.00587032972793887	ZFAND2B	2	220071637
cg19355919	0.0321039586088852	MRO	18	48346593
cg19356189	NA	KLK10	19	51524690
cg19356324	NA	PRMT7;SLC7A6OS	16	68345990
cg19357849	NA	ELAVL1	19	8071093
cg19357918	0.056374847513111	STIP1	11	63953256
cg19358442	0.467374690336374	ALX4	11	44325687
cg19358493	0.36927066363504	EMX2;EMX2OS	10	119300942
cg19362572	0.137041967232067	SHC4	15	49256042
cg19363546	0.0366015557002167	POU2F3	11	120110701
cg19364957	0.019578578633564	GTF3C2	2	27579796
cg19366178	0.954397459025706	MYO5C;GNB5	15	52484857
cg19367388	0.012993415647056	UBE2R2	9	33816707
cg19368582	0.487446110752931	MMRN2	10	88716646
cg19369556	0.0524849885384531	CDH13	16	82661725
cg19369775	0.0166723329538494	MBLAC2;POLR3G	5	89770455
cg19370284	0.938181420316579	ZSCAN21	7	99647006
cg19370451	0.86474768514481	CRNN	1	152386561
cg19370515	0.0132126102323962	RBBP9	20	18477839
cg19371795	0.1570594661294	INSR	19	7295107
cg19372178	0.504036138719884	ANO7	2	242126680
cg19373170	0.0213744256425795	SFMBT1	3	53079105
cg19376794	NA	USP39	2	85843782
cg19378039	0.881843158396355	CRYAA	21	44589331
cg19378133	0.188567433331426	A2BP1	16	6068835
cg19379303	0.00731458609869937	RNASEH2C	11	65488190
cg19382175	NA	PDE6A	5	149324712
cg19382714	0.727347257618946	MOG	6	29624846
cg19383689	0.0348253450844417	WSB1	17	25621092
cg19384697	0.218901006418095	UPK3B	7	76139922
cg19385139	0.24113448090175	NA	NA	0
cg19388557	0.92122789720549	GPR174	X	78426877
cg19389852	0.0777913725343957	TXNIP	1	145439013
cg19390148	0.0195789082759453	DDA1	19	17420389
cg19391527	0.687756257152476	PNOC	8	28173732
cg19392109	0.932109236605646	NA	NA	0
cg19392138	0.472335520128541	ZNF75D;ZNF449	X	134479169
cg19393006	0.332380821875468	TSC1	9	135820767
cg19393233	NA		7	64453002
cg19394196	0.0876994433672786	NA	NA	0
cg19394737	0.991282389220336	CCDC108	2	219892361
cg19395441	0.0331472857610023	C12orf43	12	121454451
cg19398446	0.0221069337752755	NUDT2;KIF24	9	34329521
cg19398783	0.033756653248099	TLR10	4	38784578
cg19399100	0.824242102945081		4	70519695
cg19399532	0.178978344137276	C1orf220	1	178512495
cg19400725	0.0133693021361403	RILP	17	1552970
cg19400876	0.0143529171989601	LRRC42;HSPB11	1	54411017
cg19401923	0.0129581035390572	MRPL19	2	75873790
cg19402885	0.293279730088848	PTPRO	12	15475236
cg19403023	0.595685470732404	TESSP1	16	2848797
cg19403346	0.200982741418732	NA	NA	0
cg19403377	0.0672807653809911	TMEM100	17	53800225
cg19404190	0.912603336346139	SPINK7	5	147692173
cg19404582	0.361261035726983	GRIN1	9	140032953
cg19404832	0.0814804541629026	TFAP2D	6	50681114
cg19404979	0.609729953759133	ELSPBP1	19	48498031
cg19407266	0.310176791914488	FAM123B	X	63425122
cg19407886	0.527877419359426	SLC38A5	X	48328287
cg19408398	0.433131749717439	FIP1L1	4	54243328
cg19409156	0.913711190017737	SLC24A5	15	48413040
cg19410364	0.789949422250077	P2RX4	12	121647217
cg19410841	0.39314373766253	NKAP	X	119077663
cg19412675	0.0313187185325699	SNX24	5	122181750
cg19413110	0.0572963718489706	POLR3GL;ANKRD34A	1	145470355
cg19418515	0.775860750516454	NA	NA	0
cg19418958	0.386172431604815	TEX15	8	30705886
cg19419801	0.0459076121946205	PI4K2B	4	25235712
cg19420968	0.958712251016898	HCRTR1	1	32084964
cg19421044	0.55393113543884	DNASE1L1;TAZ	X	153640306
cg19421752	0.341354403886862	SLC6A19;SLC6A18	5	1225224
cg19423014	0.0968399064166933	RNF152	18	59560091
cg19423196	0.390650246860685	MAT1A	10	82049429
cg19423311	0.580584191947638	IL21R	16	27413904
cg19425528	0.0315919480879816	INCA1;KIF1C	17	4901101
cg19426277	0.956885944943404	C7orf50;GPR146	7	1097382
cg19426827	0.0948935733912694	ADSSL1	14	105191118
cg19427472	0.890748388765561	RB1	13	48892948
cg19427610	0.0241438361313036	WIF1	12	65515031
cg19428336	0.0305901543346615	FAT1	4	187645448
cg19428417	0.353642324167641	RRAD	16	66959729
cg19428735	0.643645750523969	NA	NA	0
cg19430430	0.166684436410007	COL5A3	19	10121323
cg19430897	0.161819569871124	HIST1H2AB	6	26034145
cg19432434	0.0183925643233443	SIKE1	1	115323269
cg19432894	0.0124931475987883	DNAJA1	9	33025349
cg19433435	0.445006906067397	FEZ1	11	125366590
cg19434066	0.0139812815223617	ANAPC5	12	121790083
cg19434221	0.0404285727448111	ABHD12	20	25371822
cg19434303	0.0419360499148362	WARS;WDR25	14	100843067
cg19434936	0.013991547131588	CCDC107;RMRP	9	35658452
cg19435264	NA	SLC6A7	5	149569537
cg19435409	0.164442711952806	HIST1H2AL	6	27833121
cg19436567	0.0660144012098369	ARID1B	6	157099375
cg19437319	0.950707757409215	KIAA0196	8	126096148
cg19438514	NA	VSTM2L	20	36530920
cg19439331	0.0156817935620879	TET1	10	70320470
cg19439399	0.142087265344906	ELOVL4	6	80656595
cg19441691	0.396961583302619	MAOA	X	43515349
cg19445598	0.0161514737920729	UBA6;LOC550112	4	68566438
cg19447496	0.936417786116537	RB1	13	48891072
cg19447966	0.850683834807372	TEAD1	11	12785773
cg19448829	0.0318835391162722	UBR2	6	42531521
cg19448990	0.0205683164799755	TOB2	22	41842841
cg19450025	0.212146260857044	GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4	16	30206073
cg19451391	0.260034303184628	NA	NA	0
cg19451466	0.0440368140197964	UHMK1	1	162467441
cg19452316	0.026836210444623	RASSF5	1	206680966
cg19453250	0.133690545833851	SLC39A6;ELP2	18	33710783
cg19455368	0.0506633819264208	ZNF587	19	58361294
cg19456540	0.518474469793487	SIX6	14	60976285
cg19459093	0.0307198202001538	HIST1H2AM;HIST1H2BO	6	27861078
