Hybridization REF	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05
cg23772557	0.0137681804742445	USP16	21	30397240
cg23773532	0.962181967433832	GPRC5D	12	13103216
cg23776012	0.0880244686149279	KRT222	17	38821403
cg23776217	0.0310190027850918	KIAA1328;C18orf10	18	34409391
cg23776892	NA	MAGEA1	X	152485938
cg23777956	0.0814769485393535	CREB3L3	19	4153671
cg23779106	0.00838937169963637	DUSP12	1	161719820
cg23779331	0.0426907912222949	ARRB2	17	4614312
cg23780937	0.0157474823189064	GGCT	7	30544484
cg23780947	0.731169052364542	TMEM48	1	54304852
cg23786576	NA	ATPAF1	1	47133596
cg23788167	0.0221911549939619	ZFAND5	9	74979561
cg23790767	0.0125040646542514	ELL3	15	44069451
cg23792364	0.0441535016393797	C19orf6	19	1021362
cg23792978	NA	PDE2A	11	72385698
cg23795623	0.0108339200712376	CARKD	13	111268031
cg23796040	NA	EFR3A	8	132952251
cg23797100	0.812928199470977	LAT	16	28996053
cg23799276	0.0537453228266908	NUP210	3	13461652
cg23799313	0.0889901822209575	PAQR7	1	26198360
cg23801057	NA	P2RX7	12	121569969
cg23806715	0.0218939383809772	H3F3B	17	73775811
cg23807009	0.012666598754812	MDM4	1	204485655
cg23807559	0.0128586369746698	COG1	17	71189217
cg23807646	0.307596257306674	SLC26A8	6	35992685
cg23808301	0.0273095557159799	PLD2	17	4710015
cg23812886	0.381589512582138	SSX5	X	48056290
cg23813257	0.397659563742421	IL32	16	3115286
cg23813564	0.982801580501158	MAGEC2	X	141293020
cg23815000	0.30316610961977	LCN1	9	138413012
cg23815306	0.707103203540226	NA	NA	0
cg23815491	0.900538572562707	HP	16	72088622
cg23815845	0.0185935547957104	NA	NA	0
cg23816572	0.0120383104154078	CEP68	2	65283421
cg23817637	0.149171942208933	CLRN3	10	129691429
cg23818978	0.8335822339906	AMICA1	11	118083239
cg23820285	0.00812311476353556	PIP4K2A	10	23003250
cg23822915	0.0830736174540321	CYB5R4	6	84569161
cg23824713	0.569902557696157	SERPINB5	18	61157738
cg23824815	0.027527571335075	ZNF333	19	14800772
cg23827867	0.0169933276982813	SOX12	20	306044
cg23828212	0.0154253546807802	MAN1A2	1	117910371
cg23828595	0.00894808175835125	PRKG1	10	52833610
cg23829949	0.568764723168946	ZNF238	1	244214679
cg23830037	0.0208107791480288	DRG2	17	17991318
cg23830326	0.0170136538353616	ZC3H18	16	88637332
cg23830611	0.0175325733259872	NA	NA	0
cg23832061	0.0111244625224102	PPIL6;SMPD2	6	109761667
cg23833452	0.0425423021720304	RAB32	6	146864752
cg23833896	NA	CLN8	8	1711046
cg23834593	0.521589124057379	HNF4A	20	42983920
cg23835812	0.0232438339962828	CHMP2B	3	87276149
cg23836174	NA	VPREB3	22	24097035
cg23837897	0.0198426293851682	COX11;STXBP4	17	53046270
cg23838179	0.0122812920450327	ZNF592	15	85291191
cg23838531	0.0303905036546047	TTC19;ZSWIM7	17	15902837
cg23839398	0.822146338596832	KLHDC4	16	87800492
cg23839680	NA	CCT6A;PSPH	7	56118238
cg23841186	0.805722776045872	IGFBP6	12	53492662
cg23843505	0.0480319749400331	MYBL2	20	42295420
cg23843812	0.0349865328429819	C8orf86	8	38385977
cg23844090	0.0376065247550648	TMEM42	3	44903617
cg23845507	0.0158762880835667	CDC7	1	91966731
cg23845773	0.0184799201442471	TAF10	11	6633739
cg23850212	0.0112941607588788	ZFP28	19	57049857
cg23850272	0.0266214603443466	ZFP112	19	44861241
cg23850377	0.0198562123899854	LAPTM4A	2	20251576
cg23851011	0.0734684404855361	S100A16	1	153585915
cg23854009	0.0475967847867987	ZNF530	19	58111128
cg23854921	0.0115613431454615	AFTPH	2	64751325
cg23855093	0.907732568978075	GPR128	3	100328713
cg23855121	NA	TLR10	4	38784938
cg23855392	NA	MTHFS	15	80189782
cg23855566	0.0371721224155813	FAM73A	1	78245236
cg23855818	0.226888550920387	SLC41A2	12	105323396
cg23855989	0.774729292837896	AQP5	12	50355821
cg23857226	0.0696272569669802	NA	NA	0
cg23858074	0.0129166446436659	C6orf167;MIR548H3	6	97730720
cg23858360	0.103941042428531	TSPAN14	10	82213490
cg23858565	0.0236056241696624	CTCF	16	67595703
cg23859078	0.0123590224853376	C7orf30	7	23339092
cg23861715	0.0976329366671596	CDC14B	9	99382235
cg23862908	0.0146435274494462	C8orf37	8	96281399
cg23863670	0.181361168142581	CCL28	5	43411929
cg23864823	0.0200623247385373	OAZ3;MRPL9	1	151736255
cg23865067	0.0268900505853042	ARPP19	15	52860622
cg23865698	0.255156018041445	WFDC1	16	84327808
cg23866755	0.023588983687423	CNP	17	40119337
cg23867494	NA	TNFRSF4	1	1150322
cg23867624	0.00936294745165538	FOXC1	6	1610197
cg23868119	0.0237927899175017	PTPLA	10	17659726
cg23871659	0.541264546595766	NA	NA	0
cg23871933	0.0174272552643087	GINS2	16	85722399
cg23873703	0.500198454277946	KCNAB1	3	155838625
cg23874078	0.0541676323174455	CEPT1;DRAM2	1	111682148
cg23877385	0.366032407456634	GCNT3	15	59908652
cg23877786	0.039934696101676	RPL13;SNORD68	16	89626662
cg23877831	0.0324079985189368	NCAPD2;MRPL51	12	6603428
cg23878206	0.777672837528683	NUP62;ATF5;IL4I1	19	50431425
cg23879147	0.0390626442705876	CCDC109A	10	74451659
cg23881601	0.00720683371562696	C1orf66;ISG20L2	1	156698494
cg23881725	0.0449281206008542	DLEC1	3	38080642
cg23881971	0.0443094911604238	ZNF10	12	133706422
cg23882824	0.0135508741147505	SON;GART	21	34914632
cg23886551	0.012766444282719	TMEM121	14	105992619
cg23886755	0.950374159142658	PHC2	1	33841166
cg23887102	0.539407904640929	TAAR6	6	132891034
cg23887396	0.766839484425497	SARM1	17	26699551
cg23888423	0.0176244742910928	SEPT2;HDLBP	2	242254170
cg23889010	0.124059762916038	SLPI	20	43882990
cg23889021	0.0352100986031282	CTDSP1	2	219264573
cg23889093	0.031474522867888	EIF1	17	39844656
cg23889771	0.0197743144317642	ITGB1BP1;CPSF3	2	9563077
cg23894003	0.885039401169265	FBRS	16	30676444
cg23894058	0.671241002855727	KLK12	19	51537828
cg23894539	0.0136562915164893	STARD3	17	37793518
cg23896056	0.0386113070369111	LIN54	4	83932170
cg23896545	0.227549931154745	NA	NA	0
cg23897067	0.0101412873461879	TMEM203;NDOR1	9	140100305
cg23898073	0.0146485634292857	GFRA1	10	118032948
cg23900225	0.355419813321847	GJD4	10	35894222
cg23901896	0.896365327873391		1	201976446
cg23902550	0.800227098650957	EEF1D;TIGD5	8	144681106
cg23904249	0.143007811724334	CCDC86	11	60608951
cg23905308	0.0297459827046179	PER2	2	239196947
cg23906144	0.0169514007274502	OVCA2;DPH1	17	1945509
cg23906291	0.0157279171799463	PGAP3;ERBB2	17	37844223
cg23906760	0.0223858210037448	UBL5	19	9938028
cg23909343	0.0271870045848288	PPP2R5A	1	212457915
cg23909633	NA	IL24	1	207070539
cg23910243	0.720279813160642	TGFB1I1	16	31484618
cg23910835	0.156285019680943	SFRP2	4	154710900
cg23911465	0.0799166081191286	EIF2B2	14	75469330
cg23911972	0.0103778563504995	C12orf44	12	52464081
cg23912721	0.0283627793961011	HACL1;BTD	3	15642893
cg23912823	0.023140158796322	NAB2	12	57481903
cg23913400	0.0122794177182759	ITGB4	17	73717552
cg23915008	0.0242881047342908	RPS16	19	39926328
cg23915111	0.0934012678169705	KIF14	1	200589553
cg23916158	0.0251316674781432	MYBBP1A	17	4458473
cg23916751	0.0190037472096383	PKD2	4	88929263
cg23916845	0.0198608381090359	DFNB31	9	117268172
cg23916948	0.0101073798477564	RAG1AP1	1	155108399
cg23917399	0.0175707262001327	TNFAIP8	5	118691751
cg23918047	0.117632737523953	ARHGDIA	17	79828356
cg23918676	0.17421582274967	C1D	2	68290497
cg23919568	0.024750992332274	FAM32A	19	16296265
cg23919867	0.977753223741426	NA	NA	0
cg23920441	0.0442634172744915	ATP1A3	19	42497879
cg23920917	0.0515762706922086	CPSF6	12	69633052
cg23921534	0.683704952455928	POU3F4	X	82763247
cg23921699	0.00876726423822883	CACNB3	12	49212561
cg23922081	0.0186228656454491	SOX12	20	306359
cg23922454	0.0780371260127251	LHX5	12	113910545
cg23922708	0.0154810677723733	PARD6G	18	78005180
cg23922914	0.0150071685396783	TGDS	13	95248439
cg23923462	0.0222950131282856	PGAM1	10	99186006
cg23926526	0.0254758353814925	MDM1	12	68726610
cg23926715	0.0750300960497115	ZC4H2	X	64196278
cg23927367	0.0161802531384558	THYN1;ACAD8	11	134122802
cg23933345	0.0325528654848812	DCLRE1B;AP4B1	1	114447334
cg23934633	0.974364093960448	RNF113B;FARP1	13	98830146
cg23935746	0.0186595627880555	CCNB1	5	68463041
cg23936476	0.568026686522535	BEX1	X	102319120
cg23937047	0.215891216524322	NA	NA	0
cg23938476	0.0117169675214317	C6orf136	6	30615339
cg23940655	0.0189218586029289	C14orf43	14	74227020
cg23941599	0.0414720835914648	FEM1C	5	114880796
cg23943360	0.0213551259081755	LDLR	19	11200146
cg23943801	0.0102464742954079	RAB21	12	72149029
cg23947872	0.555773549437371	MTMR1	X	149862363
cg23948756	0.0124671399138655	KLC1	14	104095636
cg23948874	0.0121376177898959	EIF4G2	11	10830481
cg23950724	0.154657153099784	SYT10	12	33593177
cg23953133	0.0167876281473805	LMNB1	5	126112875
cg23953396	0.0149317868516707	GPRC5C	17	72427941
cg23953831	0.777552131869614	CD101	1	117544416
cg23957084	0.0131687725109567	MRPL40;HIRA	22	19418954
cg23957424	0.0202282655946858	TRAF6	11	36532056
cg23957915	0.0139554789869001	RCOR2	11	63684911
cg23959705	0.0193809850544065	TNFRSF9	1	8002302
cg23960723	0.0142812052428238	ECHDC3	10	11783974
cg23963136	0.0210886951453289	CD320	19	8372973
cg23964386	0.0340739741069162	PTGR1	9	114362249
cg23966705	NA	SPAG9	17	49198586
cg23967169	0.0254960224823185	FAM19A4	3	68981503
cg23968383	0.352371409812629	ZNF572	8	125984927
cg23968678	0.0190370129168489	MBOAT7;TSEN34	19	54693625
cg23970089	0.0631932724852172	ATP5I	4	667564
cg23970338	0.0291706010868206	TSFM	12	58176483
cg23970523	0.0189995331864972	FKBP8	19	18654267
cg23970785	0.0105319401221385	DEXI	16	11036526
cg23972869	0.918397596207355	RPL18;SPHK2	19	49123742
cg23973000	0.86891887884882	TSSK1B;MCC	5	112770527
cg23973566	0.948082640482798	FAM65B	6	24877729
cg23974202	0.0233669258242481	CCNT2	2	135676486
cg23977670	0.639985124474899	H19	11	2016848
cg23978322	0.83494299132932	FHL5	6	97010439
cg23978557	NA	PPIL6;SMPD2	6	109760819
cg23979923	0.018105596803736	C15orf58;CIB1	15	90777592
cg23980887	0.0230492407313787	NA	NA	0
cg23983173	0.095156260879248	TMEM87A	15	42564634
cg23983340	0.0169388265450817	CD46	1	207925461
cg23983366	0.102454028443088	NA	NA	0
cg23983449	0.207965207761709	GABARAP	17	7146757
cg23983884	NA	DBN1	5	176900806
cg23984059	0.0188702138056879	COPB1	11	14521548
cg23984130	0.251449049487646	NA	NA	0
cg23984434	0.0170572371184009	GUCY1A2	11	106888656
cg23986186	NA	BCYRN1;TAF1	X	70585545
cg23988310	0.0487526120936958	SCG2	2	224467049
cg23988567	0.601142950343628	NA	NA	0
cg23989635	0.0676290704510094	CDH1	16	68771203
cg23993660	0.0258228726298033	PINK1	1	20959826
cg23995753	0.58508614094168	LY75	2	160760732
cg23995778	0.288317626288	NA	NA	0
cg23996241	0.0352127629513288	AP2B1	17	33914362
cg23996306	0.0258903209685033	DARS	2	136743411
cg23998987	0.0207877123918916	TBL3	16	2021791
cg24000099	0.0152848076211371	DAGLB	7	6487512
cg24000189	0.015172774520598	FLOT1	6	30710425
cg24001070	0.0799516122271334	TOP3A;SMCR8	17	18217642
cg24003306	0.0334584551044691	MRPL36	5	1799717
cg24003542	0.0182252919104536	MCC	5	112630684
cg24006341	0.910374329855141	ZCCHC13	X	73524029
cg24006361	0.0187436085187198	EPN3	17	48610255
cg24008892	0.698934161214511	PMF1;SLC25A44	1	156182246
cg24009109	NA	CCDC12	3	47018482
cg24009736	0.0325928985012965	B4GALNT1	12	58026342
cg24010336	0.777216891975373	FBXO17	19	39467258
cg24010952	0.0711772827063143	BDKRB2	14	96670862
cg24012034	0.0165435888152417	ETNK1	12	22778485
cg24012157	0.0236406217302586	DDX50	10	70661472
cg24012708	NA	HDHD3	9	116138128
cg24012887	0.0280666238871929	TRMT1;NACC1	19	13228900
cg24012925	NA	SRXN1	20	633418
cg24014020	0.0151379767426268	PIGQ	16	620796
cg24014661	0.0268563004262909	TCTE1	6	44265669
cg24016044	0.0264500188917075	CPEB4	5	173315549
cg24019564	0.576427846065154	RUNX3	1	25257566
cg24019851	0.872273262406052	SEMA3B	3	50314291
cg24022301	0.0343998315331757	PTGFR	1	78956570
cg24022829	0.00940299206980661	EIF2AK2	2	37384227
cg24023606	0.0114751909928577	TDP1;C14orf143	14	90421208
cg24024214	0.953254710882402	BTNL8	5	180326142
cg24027342	NA	ATM	11	108131609
cg24027679	0.960274306144223	SLC2A7	1	9086621
cg24028122	0.0318470091421393	KIAA0776	6	96970001
cg24030425	0.0245595167600795	PEX1;C7orf64	7	92157488
cg24030449	0.0468761103105525	FGF20	8	16859671
cg24030609	0.871892453336092	CELA2B	1	15802611
cg24030627	0.671027750389034	FCGBP	19	40440416
cg24030630	0.0152233986708771	TCIRG1	11	67806668
cg24031606	0.0197206831356574	CDC25A	3	48229318
cg24034289	0.0307256804247989	SCAMP3	1	155232344
cg24034992	0.409175477505712	YIPF6	X	67719066
cg24035370	0.0210885562290296	PRKCZ	1	1982434
cg24035962	0.491633982027362	NCOA4	10	51572313
cg24038764	0.0544893543803039	CXorf42	X	119379271
cg24041453	0.0850121834483111	CCDC11	18	47792708
cg24041977	NA	CERK	22	47133771
cg24041995	0.0173461455574521	LIG3	17	33307399
cg24042452	0.524752226592352	CCT3;C1orf182	1	156305664
cg24043192	0.0483523453074902	C5orf34	5	43515527
cg24043307	0.201776288382738	ATF1	12	51157954
cg24046110	0.0152468144784524	LYNX1	8	143859143
cg24046474	0.103833953050087	RPL12;LRSAM1	9	130212550
cg24051818	NA	C1orf175	1	55107918
cg24053375	0.888314735057027	RBP3	10	48392130
cg24053587	0.0297731014746811	PTPRO	12	15476085
cg24053619	0.0152136847163755	KIAA1841	2	61293272
cg24054653	0.550890046520228	C1GALT1C1	X	119763829
cg24056562	0.0261713348837357	RNASEH2A	19	12917484
cg24056567	0.157376982564815	PSD3	8	18871909
cg24058120	0.0121170209970705	MFI2	3	196756631
cg24058132	0.18300725197934	GALC	14	88459866
cg24059075	0.268322767046008	PRPH	12	49688316
cg24060938	0.92365767501136	CPA2	7	129907199
cg24063382	0.515631433416128	NA	NA	0
cg24063470	0.0253438610330418	FOXC2	16	86600389
cg24068372	0.0234350169113	WDR86	7	151107261
cg24068708	0.0226647182641307	GDPD5	11	75236459
cg24069559	NA	HNRNPL	19	39342390
cg24070292	0.529800300928824	NA	NA	0
cg24070847	0.0486192118050821	HIST2H2AC;HIST2H2BE	1	149858495
cg24073022	NA	TAL2	9	108424034
cg24073051	NA	CDV3	3	133291979
cg24073161	0.0187783786111945	GGNBP2	17	34900233
cg24075743	0.941373464065486	PRM1	16	11375385
cg24076392	0.0268596429895829	KLRAQ1	2	48667874
cg24076399	0.0156279238534852	CST3	20	23618348
cg24076830	NA	OR5V1	6	29325133
cg24076884	0.757541233756039	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3	5	140346921
cg24077317	0.0127558644990836	UBA3	3	69129461
cg24078828	0.0112063933212636	WWTR1	3	149375789
cg24079455	0.0112247479057111	C10orf137	10	127408106
cg24080529	0.247754016918603	SYN3;TIMP3	22	33197034
cg24081819	0.0210158871361185	EPHX2	8	27348940
cg24082826	0.0159056032834091	ITPR2	12	26985738
cg24083641	0.0207801493920415	NA	NA	0
cg24084891	0.109803508177556	DCC	18	49868788
cg24085207	0.0176034583872106	FLJ32065	17	62972338
cg24085258	0.0313973635329873	CHAF1A	19	4402334
cg24087944	0.551011432940247	GABRD	1	1950111
cg24088229	0.0419069684376595	SMU1	9	33076554
cg24088408	NA	E2F1	20	32274875
cg24088438	0.770921550209219	FERMT3	11	63974229
cg24088639	0.0271066874376557	PDHX;APIP	11	34937564
cg24088751	0.0266302838276704	GTF2A2	15	59949482
cg24091474	0.915418772200276	TYROBP	19	36399185
cg24091698	0.0282883337870591	ERCC4	16	14013720
cg24092253	0.291953003120199	YTHDF1	20	61848099
cg24092914	NA	VHL	3	10184877
cg24098302	0.0331178823184712	CTDSPL2	15	44719665
cg24098951	0.00705345446965802	LRP12	8	105601036
cg24099544	0.0120989156871714	NA	NA	0
cg24100167	0.913044442554809	PNLDC1	6	160221433
cg24101359	0.0185076052275021	GNMT	6	42928495
cg24101388	NA	SAGE1	X	134975643
cg24101578	NA	CDH22	20	44880263
cg24101873	NA	C20orf70	20	31755609
cg24102360	0.0222410036040925	ZNF333	19	14801145
cg24103438	0.255743867362669	NLGN4X	X	6146608
cg24104611	0.0472265751062203	C22orf9	22	45637132
cg24105685	NA	CENPP;ECM2	9	95298969
cg24105933	0.947585547044651	HTRA3	4	8270795
cg24107142	NA	HK2	2	75060355
cg24107581	0.0319647926677364	POLR3B	12	106751417
cg24107665	0.0294487943555416	ZNF696	8	144372932
cg24109894	0.23146349057116	PSMB2	1	36108212
cg24110050	0.691974793359803	TCTEX1D1	1	67217853
cg24110063	0.679005382085897	COX6A2	16	31439752
cg24110916	0.018413822276881	SPG21	15	65282490
cg24113449	0.0193277495081277	ADRBK2	22	25961367
cg24115040	0.0448204768531506	DLX5	7	96652375
cg24115571	0.0195241386149361	FZD6	8	104310713
cg24115593	0.00966791615688761	CCDC99	5	169010705
cg24115627	0.976024219868433	HSD3B7;SETD1A	16	30995245
cg24116028	0.966151093313373	LYPD4;DMRTC2	19	42348451
cg24116886	0.836301719655131	DEFB127	20	137877
cg24117442	0.0392616649332229	SOCS2	12	93963504
cg24117468	0.134846493591373	P4HA2	5	131562848
cg24120841	0.0454651361500572	THRB	3	24536562
cg24121001	0.14296385906579	TTC16;PTRH1	9	130478378
cg24121436	0.0160115226625337	RTN1	14	60337690
cg24122922	0.457953437194168	TMEM90B	20	24449392
cg24123124	0.0239008738626886	MRPS17	7	56019838
cg24124398	0.0087969880928634	ACLY	17	40075096
cg24124789	0.0160740316724086	IARS2	1	220268095
cg24124977	0.0178515832487648	CCDC40;TBC1D16	17	78010277
cg24125648	0.134598124854724	SERINC4;C15orf63	15	44092606
cg24126851	0.383388485296404	DCHS1	11	6678143
cg24127874	0.540006718471296	HES6	2	239149859
cg24127989	0.0227193546425783	IMPDH1	7	128049508
cg24130010	0.0787815646137825	NA	NA	0
cg24130043	0.0153858445916727	ZNF197	3	44666362
cg24132694	0.104487911961043	SNAPC2	19	7984945
cg24133080	0.703278091197232	NA	NA	0
cg24133115	0.0179652491510964	PDE10A	6	166075520
cg24134767	0.121657529791073	HTR3A	11	113845638
cg24136586	0.0386191715701678	ATG10	5	81268366
cg24137081	0.0115918618366786	IQCC	1	32671413
cg24138639	0.0165626214869308	NA	NA	0
cg24139421	0.0135909034448443	SLC22A18AS;SLC22A18	11	2923578
cg24139739	0.368522211192215	EFNB1	X	68048818
cg24141135	0.0124301556969834	MARS	12	57881924
cg24142014	0.028223999122362	PCGF1	2	74734760
cg24142106	0.0717562263571527	PIP5K1B	9	71319485
cg24145210	0.0332358554320753	NPM1	5	170814287
cg24146166	0.0222133526663732	ZNF25	10	38265215
cg24146183	0.0500871182456176	NA	NA	0
cg24147596	0.23094729070017	ARL14	3	160395420
cg24148044	0.0373618736732699	KIAA0513	16	85061578
cg24150528	0.941539803220146	ZNF131	5	43125550
cg24154474	0.0233746269572209	NIPA1	15	23086979
cg24155668	0.0267018107791586	MAPK13	6	36098398
cg24158546	0.019530377585994	SCAND1	20	34542777
cg24160158	0.0241370792269857	NUP160	11	47869488
cg24164563	0.767941321972606	FOXJ1	17	74136395
cg24165720	0.299058601764703	NA	NA	0
cg24165760	0.0370838393723886	TRAF3	14	103243389
cg24166097	0.0629226521456398	NPM3	10	103543259
cg24166628	0.526946505658051	TNNC1;NISCH	3	52488070
cg24167037	0.418523511115807	ITGB2	21	46340776
cg24167841	0.854576614339488	GPR182	12	57389041
cg24167928	0.900885347242508	UTP14C;ALG11	13	52598902
cg24169822	0.198981635620483	HOXA4	7	27170994
cg24169915	0.0716229983137854	C14orf177	14	99177987
cg24170090	0.0206912597910236	MPRIP	17	16945301
cg24170535	0.0281630738277628	PXT1;KCTD20	6	36410553
cg24171152	0.954268975240721	ATP2B1	12	90051243
cg24172553	NA	FAM187B	19	35720142
cg24173049	0.0140530138301684	SLC16A13	17	6939795
cg24176037	0.0859213859229882	TBPL1	6	134274008
cg24176563	0.0173041857310071	EYA4	6	133562776
cg24178740	0.587916191373451	FEV	2	219850465
cg24181591	0.0363310917156888	EIF5A	17	7211285
cg24182328	0.0500030902131219	VMO1	17	4690628
cg24183173	0.89197762024671	BCOR	X	39962195
cg24183484	0.034562931796607	GGN	19	38878553
cg24183958	0.0169890196308036	GRB10	7	50860173
cg24189717	0.0408803514091811	EIF2B4;SNX17	2	27593355
cg24192663	0.891680103416738	HSPA6	1	161493011
cg24194132	0.020729485645203	B4GALNT4	11	368966
cg24194539	0.0110408142512195	AIM1	6	106960065
cg24194775	NA	NPR2	9	35791475
cg24196046	0.0910534606855191	EIF2C3	1	36396054
cg24197445	0.921268986901949	ZBBX	3	167045873
cg24198678	NA	DNASE1	16	3703304
cg24198840	0.67829058031724	NEU2	2	233897561
cg24199834	0.798044049304857	POU4F2	4	147560126
cg24200059	0.0506465153052277	C17orf101;HEXDC	17	80375975
cg24202119	0.0688518460416688	CAPSL	5	35938692
cg24204740	0.0179529797529208	PGM3;RWDD2A	6	83903813
cg24205633	0.0137164677763829	ACN9	7	96746928
cg24206256	0.0625192532216761	MAT2B	5	162930188
cg24206694	0.0118017202421614	JMJD5	16	27214687
cg24207176	0.0294744924273464	ABCG2	4	89079587
cg24208172	0.0109898325343158	CDS1	4	85504879
cg24208206	0.0426763339610303	FYCO1	3	46036571
cg24210717	0.279750141063064	GPD1	12	50497827
cg24211388	0.85474066713507	AIF1	6	31582837
cg24211742	0.0302912871592713	DDX51;NOC4L	12	132627896
cg24214470	0.762354390848142	SERPINF1	17	1665119
cg24215443	NA	TCF21	6	134210598
cg24215727	0.027348961615503	ABCD3	1	94883469
cg24216294	0.894333925370201	ZNF623	8	144732501
cg24216701	0.90171814764714	CDX1	5	149545928
cg24216915	0.0238517009718801	WDR18	19	984750
cg24217726	0.89005966800005	ASB14	3	57312921
cg24217877	NA		16	49378579
cg24219058	0.0133657199420708	PCDH7	4	30721353
cg24219638	0.00828931649655788	STX3	11	59523120
cg24219962	0.0132745721083052	WBP4	13	41635860
cg24220122	0.0298645916472437	ZNF322A	6	26659537
cg24221059	0.040160622936016	NA	NA	0
cg24222324	NA	TNFSF11	13	43145414
cg24222435	0.0267428339569761	N6AMT2	13	21347840
cg24229819	0.0157337230316509	DUSP3	17	41856238
cg24229963	0.0151453562386128	ZFAND1	8	82633648
cg24231716	0.208352805005322	OTP	5	76934501
cg24234277	0.0151155332819534	C1orf124;EXOC8	1	231473324
cg24235037	0.0522508412575046	PLA2R1	2	160919532
cg24235633	0.897465825042596	LOC440356;CDIPT	16	29875177
cg24236559	0.0186817511237174	TEX261	2	71222339
cg24236938	NA	DLK2	6	43424191
cg24237439	0.0951171965252497	RANBP3L	5	36302094
cg24237576	0.649394363940805	DNASE1L2	16	2285775
cg24238205	0.0331749318764089	FAM111A	11	58912174
cg24239808	0.911822316685887	BTD;HACL1	3	15641908
cg24240626	0.169587552696189	REG3A	2	79386720
cg24241455	0.0197003975828316	KLHL20	1	173683938
cg24242194	0.0119531758387283	STYXL1;MDH2	7	75677414
cg24242519	0.0906559107387348	FAM49A	2	16846569
cg24243265	NA	GSDMC	8	130799851
cg24243406	0.01543018117666	ZNF764	16	30569314
cg24244000	NA	GABRG3	15	27670335
cg24247865	0.100722506488422	CHORDC1	11	89956517
cg24248317	0.923450114993485	C2orf18	2	26986379
cg24249486	0.0663814190289073	ARHGAP6	X	11684119
cg24249775	0.944194880354057	KRT10;TMEM99	17	38978344
cg24250393	0.393837371831866	PRKCB	16	23846838
cg24251035	0.249123028540148	ZC3HAV1L	7	138721065
cg24252723	0.0181424975574528	CNNM2	10	104678150
cg24252809	0.253840379619226	NA	NA	0
cg24254120	NA	RFC3	13	34392869
cg24254206	0.117647055645964	QPCTL;SNRPD2	19	46196934
cg24256211	0.0407350144274116	SAMD4A	14	55035215
cg24257768	NA	C10orf84	10	120101984
cg24262376	NA	SCNM1;LYSMD1	1	151137274
cg24262469	NA	TIPARP;LOC100287227	3	156391694
cg24264506	0.0175460674065696	NA	NA	0
cg24264578	0.794378288066421	OR2C1	16	3405902
cg24265806	0.0377326425505392	FAM126A	7	23053737
cg24266238	0.0177283374555493	PFN2	3	149689668
cg24266542	0.0217220262263278	POLR3B	12	106752006
cg24267801	NA	COX6C	8	100905507
cg24269276	0.0140520793024277	SFRS1	17	56084441
cg24269657	0.33689499769374	F7	13	113759771
cg24269846	0.0124703720947382	PRIM1	12	57146087
cg24270244	0.0128955105522871	RBM7;C11orf71	11	114271111
cg24272559	NA	FMO9P	1	166572716
cg24272907	0.138971914131827	RIMBP2	12	131002918
cg24273512	0.0528667302871073	POPDC3	6	105628147
cg24274272	0.989405046210909	DNAI2	17	72278023
cg24274600	0.0130091006945521	RHOBTB3	5	95066816
cg24275354	0.0174373166643141	NDUFA10	2	240964415
cg24276445	0.907876379906683	CNR1	6	88854953
cg24276491	0.457366631731313	EAPP	14	35009492
cg24278076	NA	PLS1	3	142340931
cg24278423	0.0249432427257861	FOXA3;SYMPK	19	46367240
cg24283842	0.0254461199660781	RPLP1	15	69745592
cg24284910	0.0345250719736786	SNX14	6	86302808
cg24286301	0.327644079623552	GUCY2F	X	108725540
cg24286767	0.0133900789193611	RNF181	2	85822592
cg24287460	0.816219540277659	CCDC48	3	128748026
cg24289167	0.0431896901933966	POLR3A	10	79789219
cg24290574	0.709472267064319	CPA3	3	148583152
cg24291845	0.0152288441867428	WBP2	17	73851885
cg24292612	0.221557130721821	DEFB1	8	6735472
cg24293567	0.0576108860929413	C9orf98;C9orf9	9	135754124
cg24297976	0.0214148227794164	WDR35	2	20189487
cg24298280	NA	RNF217	6	125305108
cg24300924	0.0195320541343698	SLMO1	18	12407808
cg24302095	0.0153271816729165	GRB10	7	50861049
cg24304712	0.0223407879925027	C1orf101	1	244624785
cg24304714	0.377035249917592	LCE1C	1	152779374
cg24305835	0.0139410586129278	SDHB	1	17380585
cg24306924	0.0207959543313804	GPT2	16	46918433
cg24307225	0.0124460037015666	CSNK2A2	16	58231550
cg24309555	0.22128606643497	APOB	2	21266956
cg24310246	NA	RAX2	19	3773172
cg24311282	NA	SIGLEC11	19	50464887
cg24311382	NA	CTGF	6	132272408
cg24313770	0.0160134679064915	RRP15	1	218458267
cg24315815	0.583136643475704	PLSCR4	3	145969579
cg24315860	NA	SRPK2	7	105029492
cg24317255	0.0190800081705031	RGS17	6	153452233
cg24318412	0.015992403550747	ASH2L	8	37962972
cg24319545	0.0587724656747132	H2AFV	7	44887278
cg24320643	0.0648458953047464	ADAM17	2	9695596
cg24321030	0.013213547240969	SLC46A3	13	29292888
