Hybridization REF	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05
cg26244225	0.672404344134278	APOLD1	12	12938082
cg26245011	0.0110921476154393	NA	NA	0
cg26245202	0.815905575488253	ELK4	1	205602864
cg26246138	0.417623352106545	SCML2	X	18372612
cg26246296	0.0331982332979427	TXN	9	113018794
cg26247501	0.528172525924442	NA	NA	0
cg26248486	0.00997039055226348	BBS10	12	76742361
cg26251101	0.0623855122163635	RHOQ	2	46768944
cg26251865	0.22399295048251	IRGC	19	44220214
cg26252167	0.244845370511546	GPR6	6	110300573
cg26255649	0.0137183339940798	L2HGDH;ATP5S	14	50778895
cg26255848	0.103229335106929	NA	NA	0
cg26256793	0.115245461170448	COL11A1	1	103574469
cg26258330	0.0234141309524891	ZFAND1	8	82633130
cg26258845	0.244591316535956	ADAM23	2	207308087
cg26259363	0.819816747729289	DES	2	220282281
cg26259575	0.0124991843136768	TUBB	6	30687946
cg26259610	0.0181126068905345	BUD31;PDAP1	7	99005923
cg26259865	0.454543314374241	ZG16B	16	2880359
cg26260201	0.0108927471206107	REEP6;PCSK4	19	1490631
cg26260350	0.0186981821521043	OTX1	2	63277932
cg26261431	0.0296616910875362	PBK	8	27695615
cg26264314	NA	NLRP5	19	56510965
cg26265060	0.0249106600014058	NA	NA	0
cg26265187	0.973158775555279	PAN2	12	56728980
cg26266098	0.0888696228450506	LZTS2	10	102756795
cg26266326	0.887966063901313	NA	NA	0
cg26267038	0.611825430201413	CNKSR2	X	21392988
cg26267310	0.318963795196965	PLEKHA4;HSD17B14	19	49340593
cg26267341	0.0137145409287092	BIRC5;EPR1	17	76210490
cg26267561	0.971051497542741	OXT	20	3052224
cg26270746	0.398514946730831	GSX1	13	28366498
cg26271255	0.0146973622210264	ARHGAP12	10	32218319
cg26272237	0.0167633661400982	CARS2	13	111358862
cg26276530	0.0186009515272154	CMAS	12	22199522
cg26277709	0.0153463278929491	C9orf3	9	97488940
cg26277809	0.0220039887123025	M6PR	12	9102068
cg26279025	0.573195002725457	IL11	19	55882154
cg26282150	0.115199757266653	GNAI3	1	110091625
cg26282384	0.0668517224786078	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGB4;PCDHGA7;PCDHGB2;PCDHGB3	5	140767200
cg26284390	0.115227160731737	FAM55C;NFKBIZ	3	101546697
cg26285698	0.856433012279468	C16orf54	16	29757334
cg26286036	0.0135262575480871	UBE2L3	22	21922412
cg26287783	0.024811839909701	C6orf64	6	39083072
cg26287988	NA	BAGE4;BAGE2;BAGE3;BAGE5;BAGE	21	11098970
cg26288160	0.01581395785969	C1orf56	1	151020733
cg26289824	0.0267486455034042	AASDHPPT;KBTBD3	11	105948485
cg26289880	0.0389280065811385	C21orf45	21	33651512
cg26292028	0.74025066558423	MYO1H	12	109878728
cg26292864	0.0303925688336035	ITM2C	2	231729785
cg26293512	0.560825747636346	TEPP	16	58010433
cg26294551	NA	GP5	3	194120827
cg26294850	0.0291780456605363	NA	NA	0
cg26295990	0.0334849891589852	ZNF768	16	30538342
cg26297688	0.03914649808383	C12orf23	12	107349093
cg26298099	0.883222963801312	ESRRB	14	76837758
cg26299767	0.0575625535997538	REM1	20	30062987
cg26301689	0.988287060289819	PAQR9	3	142681704
cg26301777	NA	NAA16	13	41884544
cg26301908	0.0182037721494114	SOCS1	16	11350915
cg26303908	0.0261899720217246	GNPDA2	4	44728763
cg26304237	0.186510901244384	DNAJC6	1	65730384
cg26306976	0.959448603067497	ITGB1BP1;CPSF3	2	9564901
cg26309134	0.0195386101827949	ZNF542	19	56879571
cg26309498	NA	EDAR	2	109607038
cg26309951	0.202408795954452	MORF4L2	X	102941669
cg26312150	0.0516843059366954	TWIST1	7	19156550
cg26312920	0.151430970112583	NEUROD6	7	31380390
cg26314781	0.126975368204373	NA	NA	0
cg26315493	0.0290980619302345	VCP	9	35071724
cg26315802	0.119237831944156	TAPBP	6	33281972
cg26316946	0.558649797112573	GRIK2	6	101846967
cg26317056	0.0139882234209547	NNT	5	43602919
cg26317111	0.970799528828935	UBE2U	1	64669415
cg26320696	0.0437799706031639	PARVA	11	12399109
cg26322315	0.865448939857176	NA	NA	0
cg26323655	0.624958838689112	RAD54B	8	95448685
cg26324201	0.0388202481481361	CDK7	5	68530549
cg26324973	0.0110318201708013	MAP3K3	17	61699501
cg26328002	0.0448457632792993	APCDD1	18	10455463
cg26328611	0.486964063583495	EDA2R	X	65835992
cg26330371	0.0937798446122807	NA	NA	0
cg26331192	0.0191752384443563	GMNN	6	24775229
cg26331247	0.51322662266645	LOC284805	20	31239171
cg26332534	0.0374895223029134	HTR7	10	92618063
cg26333317	0.0448046971297892	METTL7A	12	51319063
cg26333591	0.0195760937947369	PTPN4	2	120517049
cg26333641	0.751672022673931	IL22	12	68647015
cg26335299	0.0332097402040887	C16orf86;C16orf48	16	67700143
cg26336164	0.00960189655913272	FEM1A	19	4791680
cg26336277	0.0242773634101912	FYTTD1;KIAA0226	3	197476294
cg26339797	0.0289686939455167	DBT	1	100715363
cg26344532	0.0206842476032768	PDX1	13	28494174
cg26347745	0.0284244387338321	IFT122;MBD4	3	129159008
cg26349773	0.806601828091248	TMEM213;ATP6V0A4	7	138483273
cg26350286	0.0249883207760915	ESRP1	8	95652691
cg26350691	0.0307930920825728	ZNF646;ZNF668	16	31084486
cg26352374	0.0118980850923554	CCDC102A	16	57570280
cg26353877	0.434805003656018	APCS	1	159557886
cg26354238	NA	RQCD1	2	219434613
cg26354398	0.910606310885405	RGS3	9	116224036
cg26354413	0.0275029157201471	SUV39H2	10	14920263
cg26356176	0.0278309956654615	SNX18	5	53813380
cg26357241	0.0392541302608818	STXBP3	1	109289876
cg26357453	0.0593662135986834	DHRS7B	17	21030054
cg26357744	0.0275330396190917	RASSF1	3	50374304
cg26358059	0.0148193239220175	GSTO1	10	106014893
cg26358246	0.0298136517429721	PHTF2;TMEM60	7	77427873
cg26359204	0.0141169550898353	NKX6-1	4	85419877
cg26359240	NA	LRRC50;HSDL1	16	84179959
cg26360732	0.0749226544110261	PPP1R2	3	195269834
cg26361780	NA	CPB1	3	148545789
cg26361928	0.014335112692612	G3BP1	5	151151522
cg26363196	0.569125626616739	ST6GALNAC3	1	76540236
cg26365553	0.0206273904734397	MADD	11	47290613
cg26365668	0.599559852675939	MRPS18C;HELQ	4	84375973
cg26365854	0.106866281891563	ALX4	11	44330903
cg26366091	0.111101836870824	CHI3L2	1	111770274
cg26368842	0.392456923978716	PIP4K2A	10	23004020
cg26369642	NA	FAM110B	8	58987333
cg26369667	0.0132471764388147	YAP1	11	101981789
cg26371206	0.0425796028870721	BFSP1	20	17512208
cg26372517	0.262911464131792	TFAP2E	1	36039159
cg26372557	0.985796994626441	TICAM1	19	4818615
cg26374101	0.0270070657216243	ARRDC1	9	140500813
cg26376809	0.0480509050785984	USP13	3	179370824
cg26377677	0.431018823526041	FURIN	15	91412118
cg26379475	0.579985994982843	SH2D1B	1	162381781
cg26380756	0.0112901394760343	JOSD1	22	39097154
cg26381263	0.956790439840541	PPP2R2D	10	133747940
cg26381783	0.06898935375954	KANK1	9	505235
cg26382071	0.0159702997645693	KIAA0753;TXNDC17	17	6544903
cg26384034	0.0276163191888847	MRAP2	6	84744055
cg26385222	0.486912899253455	TMEM176B;TMEM176A	7	150497077
cg26385286	0.262567072337589	GCNT2	6	10527815
cg26385743	0.948487778257091	IMP4	2	131101463
cg26387998	0.0174956202640742	HELZ	17	65241484
cg26388152	0.0509126617547769	CORO6	17	27944453
cg26389232	0.860621285990803	SNORD116-1	15	25296693
cg26390526	NA	FLG	1	152299078
cg26391080	0.771285868921994	SH2D4B	10	82297397
cg26392924	0.125977151554588	SLC23A1	5	138718812
cg26393983	0.0176762353809254	NDC80;METTL4	18	2571747
cg26394380	0.648949057580508	SFTPB	2	85896001
cg26394737	0.0279264673973644	ABHD4	14	23067081
cg26394940	0.0257818391091031	C22orf26;LOC150381	22	46449461
cg26399035	NA	THUMPD1	16	20753649
cg26399113	0.426091920044262	OGT;BCYRN1	X	70752639
cg26399201	0.0264744277780224	ANKRD43	5	132149404
cg26401870	0.0860626298227573	NPM2	8	21882439
cg26402828	0.0301392063926034	PCK2	14	24563435
cg26403198	0.0153379006072383	FBXL6;GPR172A	8	145581686
cg26404725	0.874054260072538	CYP26C1	10	94819802
cg26406994	0.0752300041220716	RAP1GDS1	4	99182798
cg26408003	0.973521548765894	HAUS4	14	23427086
cg26408937	0.0166921602130044	DDB2	11	47236587
cg26409237	0.712277185605499	SLC2A9	4	10041000
cg26410550	0.587600707738915	PAR5;SNORD64	15	25229256
cg26411702	0.0305839732896731	NPM2	8	21881998
cg26412379	0.0901711275572614	NLGN4X	X	6147299
cg26413355	0.0200793652539129	FAM151B	5	79783674
cg26413827	0.0671483345684184	DACH1	13	72441184
cg26414720	NA	MAGEA1	X	152487462
cg26414731	NA	PSMF1	20	1093776
cg26415633	0.148116558726485	KLK1	19	51327356
cg26415655	0.683964774546692	NA	NA	0
cg26416466	0.604601702402023	MEGF11	15	66546708
cg26417554	NA	RPUSD3	3	9886232
cg26418544	0.288694641919234	NA	NA	0
cg26420196	0.350228171234838	NA	NA	0
cg26421123	0.0170119435967201	COMMD5	8	146078231
cg26422060	0.837559994175385	TBX10	11	67407029
cg26422832	NA	MKRN1	7	140179608
cg26424013	0.00750178160229117	DCUN1D3;LYRM1	16	20911827
cg26424956	0.849138750458321	GRM4	6	34101526
cg26426223	0.0296517074992737	NICN1	3	49467287
cg26426582	0.956711783538359	TRIM60	4	165953193
cg26427308	0.871158263409003	PRLH	2	238475416
cg26428825	0.922201547716709	KCNV2	9	2717531
cg26430450	0.021387351155003	RAB23	6	57087242
cg26431343	0.361937779538136	C22orf28	22	32808764
cg26436158	0.016449228361621	EXOC3;C5orf55	5	443625
cg26436315	0.019297192641674	KLF15	3	126075385
cg26443244	0.801752801414618	NA	NA	0
cg26446827	0.0402669508561056	ZNF133	20	18268978
cg26449836	0.0235794240937762	SSBP1;FLJ40852	7	141438150
cg26450541	0.0345271595827398	ZNF187	6	28235208
cg26450769	0.0238544232987092	DDX24;IFI27L1	14	94547588
cg26450866	0.065739938333916	KCNA7	19	49576241
cg26451923	0.0564999871845715	CDC123;NUDT5	10	12238536
cg26453588	0.251576670930866	BIK	22	43506021
cg26453670	0.0714829043474902	RBM38	20	55966053
cg26453990	0.0167054139684643	FIBP	11	65655486
cg26454191	0.0176418398060127	PMS1;ORMDL1	2	190648463
cg26454299	NA	PPP3CA	4	102268957
cg26456957	0.0191306567553922	PPP1R12C	19	55629363
cg26457013	0.868809013977896	TMEM86B	19	55740188
cg26459500	0.049151989398171	NUDT16	3	131100418
cg26461352	0.253364341327662	TIMM8A	X	100603561
cg26461637	0.0114746762802043	FAS;ACTA2	10	90750442
cg26464596	0.0183128691905212	RDH10	8	74207587
cg26465611	0.127552102259952	MEGF10	5	126626719
cg26465666	0.879249640417393	PDE1A	2	183386928
cg26466094	0.0147800815159564	AK5	1	77748129
cg26466858	0.557905595352986	LCE3A	1	152595842
cg26470338	NA	ARSB	5	78283014
cg26471020	0.0197826426293308	MOSPD3	7	100209878
cg26471445	0.0202366284821005	GBA2;RGP1	9	35749414
cg26473272	0.817338800142572	SYT8	11	1856268
cg26475085	0.0143448665406754	OSMR	5	38845600
cg26475097	0.0212041678185	QRICH1	3	49130805
cg26477793	0.0141682370670895	ACTR1A	10	104262085
cg26478074	0.0173920687237869	HSD17B12	11	43702299
cg26478992	0.944277963970075	CENPP;ASPN	9	95245965
cg26482939	0.259467905421698	GNA15	19	3136710
cg26484333	0.017681082512011	TMEM184C	4	148538641
cg26486663	0.347632194177639	SYNGR3	16	2040863
cg26486702	0.0686906726964923	USP21	1	161129448
cg26488636	NA	TALDO1	11	746801
cg26489108	0.471354104163226	DMRT3	9	975856
cg26490372	0.763387628627409	NA	NA	0
cg26490839	0.0274831651168093	RPS11	19	49999468
cg26491213	0.0303959978344159	SIX3	2	45168819
cg26491425	0.0343291065851233	RHOV	15	41166632
cg26491484	0.886221536605698	LAMC3	9	133885058
cg26493932	0.0196821721254137	CCDC92;ZNF664	12	124456591
cg26499286	0.441659996566046	KRTAP17-1	17	39472498
cg26499611	0.126347334132562	BAIAP3	16	1384311
cg26500816	0.0310189317746039	AIPL1	17	6339466
cg26502489	NA	SCN2B	11	118048546
cg26502594	0.0191779291456502	NA	NA	0
cg26504021	0.346737135559281	IRX2;C5orf38	5	2752882
cg26504906	0.462486611943602	PRSS16	6	27215675
cg26506209	0.0289099684294984	ATP6V1E1	22	18111277
cg26507094	0.0338002301959134	PYCRL	8	144691562
cg26507477	0.434437016417198	NA	NA	0
cg26508537	0.0395211598587042	FAM178A	10	102672227
cg26509022	0.553961109366561	ALDH1A3	15	101419296
cg26511075	0.45095042069205	RANBP3L	5	36301436
cg26511321	0.208848888739987	HOXA7	7	27196790
cg26512148	0.0238063121408909	SOS2	14	50698997
cg26514492	0.628799733337558	GPR132	14	105531893
cg26514942	0.829517821684629	TMEM182	2	103378506
cg26516759	0.0811094087557316	BMP7	20	55840973
cg26516764	0.0230403755492256	PDS5B	13	33160364
cg26516941	0.0225689306200465	DPAGT1	11	118972455
cg26516954	0.0131479254365536	B3GNTL1	17	81009758
cg26519339	NA	TMEM39A	3	119182753
cg26520371	0.0256763440064638	M6PR	12	9102400
cg26521404	0.581353713159803	HOXA9	7	27204981
cg26521448	NA	ZC3H7A	16	11876426
cg26523005	0.583114661323811	ZNF662	3	42947267
cg26523389	0.0217391901020359	NFYA;C6orf130	6	41040793
cg26524263	0.0343526783228839	KLK13	19	51568336
cg26524899	0.0648589629149868	AKAP5	14	64932678
cg26525091	0.506292095174511	MADCAM1	19	496239
cg26526440	0.0356855866768134	PPP1R12B	1	202317913
cg26527984	0.4719550315261	GALK1	17	73761562
cg26528713	0.0130553508600572	TRUB1	10	116697973
cg26530200	0.0447098589919962	ZNF140	12	133656595
cg26530341	0.904851546944683	TNFRSF10A	8	23083353
cg26530497	0.938653778312633	SOHLH2	13	36789025
cg26531804	0.227200242014975	SPINT1	15	41135847
cg26532905	NA	RNASEL	1	182557093
cg26533949	0.0261146789362328	DZIP1L	3	137834238
cg26534002	0.70606955649546	NA	NA	0
cg26534508	0.014621636215092	GPR137B	1	236306311
cg26535072	0.156995870956301	APBA1	9	72288156
cg26536164	0.477759342342372	RTP3	3	46539018
cg26536259	0.198268470959437	NA	NA	0
cg26537639	0.0216689537677427	CYBA	16	88717374
cg26538116	0.0154483579556154	LRPPRC	2	44223328
cg26538214	0.0247049258699092	KLF6	10	3827359
cg26538349	0.0135285760643683	DDX60	4	169239850
cg26538442	0.879425586378933	CES3	16	66994947
cg26540127	0.0235756095080606	ACTR3	2	114647103
cg26540515	0.841837198461319	ANGPT4	20	896349
cg26541516	0.0148047382998623	C1orf159	1	1051657
cg26542130	0.0177389085411319	PCBP1	2	70314576
cg26542888	0.0197955271796342	RNF2	1	185014264
cg26545162	0.211391024250852	ZACN	17	74075092
cg26545968	0.610720217938771	P2RY4	X	69480213
cg26547788	0.0482713194371367	HDHD1A	X	7066773
cg26548883	0.856442968457291	CCL14-CCL15;CCL15	17	34329899
cg26550234	NA	SLC39A12	10	18239793
cg26551843	0.026400798757509	RPS6KL1	14	75390007
cg26553682	0.0190172546884425	ZNF498	7	99214201
cg26555310	0.859240143908316	RPE65	1	68914717
cg26556134	0.674309556190268	NA	NA	0
cg26556719	0.526740936747085	PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA5;PCDHA13;PCDHA3	5	140261810
cg26556918	0.0272062076920387	ICA1L	2	203735866
cg26557658	0.650459000017648	FAM43B	1	20878787
cg26560960	0.0481254694855635	NA	NA	0
cg26561254	0.390166441828927	AEN	15	89164044
cg26561611	0.0160080822179269	DNAJC30;WBSCR22	7	73097960
cg26561773	0.652358013963237	VSIG4	X	65259390
cg26563737	0.43035289306546	C16orf55;CHMP1A	16	89725269
cg26565838	NA	GALNT10	5	153570764
cg26565975	0.671823412053693	KRTAP20-1	21	31988616
cg26567442	0.0234839853615355	PSMD6	3	64008758
cg26568669	0.0204352461311898	C6orf57	6	71276461
cg26568722	0.0166087401331021	MCM7;AP4M1	7	99699448
cg26570233	0.879507159695457	TAF1D;C11orf54	11	93475962
cg26571739	0.447543049889739	VAV1	19	6772688
cg26572597	0.775869093939816	NA	NA	0
cg26574610	NA	VPREB3	22	24095989
cg26575445	0.0153802581195316	GPR160	3	169756530
cg26577178	0.408547051663862	KRR1	12	75905604
cg26577529	0.713951710956684	KRT6C	12	52866845
cg26577945	0.0155640527971924	NA	NA	0
cg26578617	0.15833789964913	SNCA	4	90757533
cg26580095	0.132513592542883	BTBD8	1	92545650
cg26581729	0.229379372255358	NPDC1	9	139939792
cg26583078	0.756417481229414	SORBS2	4	186877778
cg26586164	0.0639458521883048	DTNB	2	25895850
cg26588422	0.387571372058646	NA	NA	0
cg26589285	0.849616159157629	NA	NA	0
cg26590537	0.130197285683711	KCNA1	12	5020202
cg26591879	0.0462835630735087	ATF6	1	161736013
cg26594445	0.817947603184772	FAU;MRPL49	11	64888605
cg26594488	NA	PION	7	77035648
cg26596161	0.0420459933846699	SLC26A7	8	92261459
cg26599006	0.631072658502953	GSC2	22	19137371
cg26601286	0.0121244216513112	NSUN4	1	46806355
cg26602920	0.082831625846099	NA	NA	0
cg26605086	NA	CCNE1	19	30302655
cg26606064	0.279830168559222	EI24	11	125439070
cg26606552	0.494401978542647	CCDC22	X	49092437
cg26607785	0.609988514205477	TBX21	17	45810424
cg26608032	NA	MKL1	22	41032667
cg26608199	0.675783719684638	F10	13	113776126
cg26608332	0.828281090201151	MED15	22	20861476
cg26608667	0.965064178488398	ZFAND2A	7	1196370
cg26609631	0.0918805653589003	GSX1	13	28366814
cg26609691	0.989933327137702	CHFR	12	133430226
cg26610808	0.0650759696830429	BLOC1S2	10	102046685
cg26611683	0.0742271833294224	FOXO1	13	41241734
cg26612644	0.54867831190381	NA	NA	0
cg26614073	NA	SCAP	3	47517819
cg26614346	NA	SP110	2	231085735
cg26615126	0.69437090103653	COLEC11	2	3642867
cg26615712	0.0130809102626487	GPI	19	34856250
cg26615830	0.0215781992323851	MSX1	4	4861330
cg26616347	0.235380115233729	IRF5	7	128577752
cg26617508	0.11847368056767	EDA	X	68835489
cg26619317	0.0483221436337669	CNN3	1	95392389
cg26620157	0.737534321546506	PAX9	14	37130297
cg26620356	0.79695472464877	KIAA1191	5	175789238
cg26620959	0.37401868872337	SYNE1	6	152958489
cg26623224	0.0297495742029661	TRPM4	19	49661080
cg26623286	0.0105355431516552	C17orf100;MED31	17	6555130
cg26624118	0.0280331205951766	SLC43A1	11	57283450
cg26624134	0.525760731839506	KCNJ5	11	128761419
cg26624273	0.0240478980257649	SNIP1	1	38019894
cg26624294	0.522154263764406	NSDHL;CETN2	X	151999239
cg26624914	0.842957610938248	SUGT1P1;AQP3	9	33448382
cg26625319	0.0118684977329428	NCAPH	2	97001960
cg26626042	0.869932035653866	AGER	6	32151594
cg26626089	0.271987545376173	PRKCG	19	54385865
cg26627486	0.0351487971412287	C7orf27	7	2595589
cg26628634	0.0220110853916827	BLZF1;NME7	1	169337140
cg26628847	0.733947641444784	PIP	7	142829304
cg26631477	0.362817607071902	GPR125	4	22517195
cg26632776	0.0313277819510932	LRRC3	21	45875534
cg26634132	0.0334035575156857	PIGT	20	44045117
cg26635603	0.0348226918206805	BACH1	21	30671891
cg26637069	0.653492868095902	APLNR	11	57004294
cg26637901	0.0180773080570325	ATF7IP	12	14518526
cg26640549	0.0501467439644927	RAD18	3	9005249
cg26643856	0.0443789445974845	HLA-DOA	6	32977349
cg26644395	0.546993552126584	UCN3	10	5407020
cg26644504	0.617184123861764	KCNE1L	X	108869644
cg26645834	0.852001362490674	SPO11	20	55904875
cg26646370	0.0460424218893924	SHD	19	4279441
cg26646411	0.160434389163331	GNB1L;C22orf29	22	19841374
cg26646980	0.929890636789567	PTPN3	9	112225668
cg26647453	0.112410130748848	C4orf17	4	100432162
cg26647600	0.940036174038578	CCR8	3	39369720
cg26648592	0.0189203987941797	HTR7P;HEBP1	12	13153907
cg26649005	0.017022486521489	ZNF32	10	44144023
cg26649834	0.0134803380763081	C1orf109	1	38156051
cg26651073	0.0548419049379126	KARS;TERF2IP	16	75681111
cg26651233	0.156151109035022	FLRT2	14	85996101
cg26651830	0.0291160038370245	BCAP29	7	107221136
cg26655138	0.326284636624269	RBMX2	X	129536087
cg26656113	0.375526067921804	NPFFR2	4	72897613
cg26656135	0.326191503213348	EYA4	6	133562774
cg26656452	0.920485771463043	HABP2	10	115313165
cg26657648	0.94212557169218	IL1R1	2	102769711
cg26660414	0.0429934745110973	SLC7A8	14	23652729
cg26660631	0.188403359328494	KNCN	1	47015494
cg26661257	0.0223555706956714	HIF1A	14	62163091
cg26661481	NA	IL10RA	11	117855870
cg26661623	0.888608294413675	ASGR2	17	7019262
cg26661897	0.0306774179656007	RTCD1	1	100732290
cg26665419	0.0257962105355312	C6orf203	6	107349290
cg26666286	0.932878086995371	FCF1;KIAA0317	14	75180882
cg26667975	0.0285302506961877	C19orf26	19	1238229
cg26668713	0.431436574723417	SIPA1	11	65405903
cg26670626	0.0136064632917242	ZKSCAN1	7	99613244
cg26672426	0.221221952369478	PTGES	9	132514582
cg26673195	0.103779405210471	G6PC	17	41052729
cg26673943	0.0373074559945975	NA	NA	0
cg26674132	NA	ZNF559	19	9434637
cg26674929	0.0105047699949819	IREB2	15	78730741
cg26675077	NA	TUBB8	10	95398
cg26675382	0.0935131050136628	NUP43	6	150067846
cg26675934	0.0144734123586161	NDUFB10	16	2009675
cg26677448	0.0949955598141548	PAX2	10	102505345
cg26677874	0.01287850429457	LRRC28	15	99791930
cg26678313	0.0347986512712414	LRP1	12	57521867
cg26679231	0.0137534894192896	LCA5	6	80247134
cg26680127	0.0994005916648891	MYLK3	16	46783018
cg26681081	0.0144847600570726	POLR2I;TBCB	19	36606109
cg26681123	0.715871923666803	SLC34A3	9	140125311
cg26682500	NA	C13orf30	13	43356116
cg26682717	0.0136066500942117	ATP6V1F	7	128503126
cg26683005	0.72366807845291	CARD8	19	48752990
cg26683023	0.882623086301226	ZNF678	1	227750892
cg26685339	0.0166857587691203	HIVEP1	6	12013214
cg26687173	0.80938943964262	WDR88	19	33623091
cg26689483	NA	QDPR	4	17513197
cg26692016	0.914038800122422	APOBEC1	12	7817844
cg26697117	0.66338809317972	P2RX1	17	3820518
cg26698580	0.947570770101427	PARD6A;ACD	16	67695984
cg26699283	0.0285354615126483	AIFM2	10	71892715
cg26701198	0.0432866553275135	COG6	13	40229707
cg26701826	0.781949294245184	SGMS2	4	108814604
cg26702254	0.0276161810818761	NA	NA	0
cg26702875	0.0194412747943539	COPG2	7	130352914
cg26703664	0.0232861437051172	DUSP6	12	89746258
cg26704579	0.196799437533695	CYP1A1	15	75018690
cg26705553	0.0297523694682132	MMP25	16	3096711
cg26705561	0.750440026762419	SEC31B	10	102279791
cg26706003	0.178534449766525	AVPR1A	12	63546263
cg26706070	0.0427564479627156	BCKDK	16	31119936
cg26709720	0.790283783323679	B3GALT5	21	41027960
cg26709859	0.017057173791849	NA	NA	0
cg26709863	NA	BECN1	17	40976775
cg26709950	0.047607683722	RRAD	16	66959235
cg26710722	0.0373652367705076	COL9A2	1	40782991
cg26711820	0.809467389027364	MYF6	12	81101689
cg26713220	0.0154498384801438	NA	NA	0
cg26715540	0.0199426263605855	GTF2E1;RABL3	3	120461456
cg26716323	0.0148055717964808	TOMM7	7	22862328
cg26717133	0.765370786944829	PCDH21	10	85953953
cg26717786	0.0578328967887221	AATK;LOC388428	17	79139685
cg26718122	0.298720843803342	NA	NA	0
cg26718420	0.934879086075276	C12orf59	12	10331666
cg26718574	0.0148906602466931	MTPAP	10	30638134
cg26718585	0.865540494596533	PROC	2	128176454
cg26721264	0.250248198469022	GALR1	18	74961727
cg26721993	0.0104523559963956	CLPTM1L	5	1344908
cg26723847	0.0395060735513455	VPS26B;NCAPD3	11	134095652
cg26727372	0.135938555059882	ME2	18	48404491
cg26728422	0.0723245724411157	UNKL	16	1429015
cg26728886	0.585706319383009	NA	NA	0
cg26729026	NA	HSD17B1	17	40704463
cg26736450	0.0383832375805186	OTX1	2	63278211
cg26738010	0.870487769597269	CETN1	18	580188
cg26738080	0.839654230077364	TNNC1	3	52487733
cg26738880	0.278553335398208	DPP6	7	154429032
cg26738912	0.55566926153549	NA	NA	0
cg26741595	0.132720334560524	HIST1H2BD	6	26158391
cg26743024	0.187619371556543	CACNG4	17	64960282
cg26745032	0.595162454628921	REPS2	X	16964743
cg26745540	0.0838177149593297	NPY1R	4	164253876
cg26746469	NA	KIAA0406;RPRD1B	20	36663290
cg26747293	0.0362541940905196	EGFLAM	5	38258670
cg26750002	0.619040155785147	IZUMO1;RASIP1	19	49244674
cg26750139	0.0120568288190414	ACBD6	1	180471249
cg26750319	NA	KCNQ1	11	2593960
cg26750747	0.942386298095695	FOLR1	11	71899966
cg26751195	0.923861905893383	SPN	16	29673680
cg26751631	0.553476614121353	RLIM	X	73834295
cg26752657	0.241686176434379	CRYZ;TYW3	1	75199075
cg26753137	0.0583120402477487	SIRT5	6	13575449
cg26753512	0.0279244297728347	RABEPK	9	127962481
cg26754448	0.105822925583764	C12orf57	12	7052799
cg26755715	0.0273176493816557	NA	NA	0
cg26755793	0.721645804195564	KCTD1	18	24220540
cg26756083	0.0556022562119311	MMP16	8	89339622
cg26756862	0.884955112820259	CLCN1	7	143012960
cg26757053	0.047437409955581	LYPLAL1	1	219347021
cg26757673	0.961300252466857	IL2RB	22	37545423
cg26757722	0.715372460079179	CACNG2	22	37098803
cg26757793	0.596459231748484	MMP20	11	102496159
cg26759551	0.0204082468753654	FBP1	9	97401509
cg26759925	0.921216245404845	IL1F9	2	113736044
cg26760212	0.205847606510642	ZNF512B	20	62601743
cg26762198	0.0128222063350593	ITFG3	16	284647
cg26763524	0.0365998347688316	FDX1	11	110300429
cg26764244	0.0296698668573459	GNG12	1	68299511
cg26764555	0.0378531816395922	RASA2	3	141205540
cg26766480	0.918393782843832	NA	NA	0
cg26767761	0.016979161299444	ZMYM2	13	20533755
cg26767897	0.390027210166736	XDH	2	31637348
cg26770281	0.95752450369285	FIZ1	19	56109975
cg26770882	0.421324980750714	AIPL1	17	6338181
cg26771217	0.0209591162762771	NA	NA	0
cg26771272	NA	FLII;SMCR7	17	18163183
cg26774312	0.0209599447994062	CAV2	7	116139477
cg26774430	NA	CYTH3	7	6312054
cg26775866	0.0412561454081101	PTTG1	5	159849193
cg26776069	0.0132083379105869	DEM1	1	40974239
cg26776077	0.581055903080252	NA	NA	0
cg26776924	0.888518725445977	CSNK1G2	19	1969666
cg26777475	0.845807846359383	PCOLCE	7	100199952
cg26778754	0.0293334756791226	SSFA2	2	182756177
cg26778807	0.00852994521485755	WSB2	12	118498675
cg26778908	0.0321027720018662	PRPF18	10	13629255
cg26780333	0.141729246144707	ACOT4	14	74058972
cg26780404	0.0159402666661742	COL12A1	6	75915840
cg26781150	0.0191569850675162	HPDL	1	45792542
cg26781575	0.111854483119809	FAM171B	2	187558534
cg26781886	0.0742439277292356	EMB	5	49737336
cg26782833	0.322396640514833	AMMECR1L	2	128642103
cg26783353	0.976234935906886	SLC25A2	5	140684147
cg26783856	0.0433099053834318	LRRC8D	1	90287523
cg26787239	0.949035466640792	IL4	5	132008525
cg26787505	0.0121039952889432	TLCD1	17	27053695
