Hybridization REF	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05
cg21576698	0.0572439605410435	LRRC41;UQCRH	1	46767971
cg21577049	0.215972978635756	WDR69	2	228736449
cg21578207	0.238285743606034	RNF220	1	44870088
cg21578541	0.736017411169222	TLR9	3	52260090
cg21578906	0.834521631862742	SLC5A4	22	32651345
cg21581873	0.0955975512136009	PLEKHA6	1	204329307
cg21584430	0.449371982961331	C22orf45;ADORA2A	22	24829462
cg21584983	0.0103474387006895	ECSIT	19	11640070
cg21586107	0.010808076086699	TMSB10	2	85132797
cg21587861	0.0286155972800684	BICD1	12	32260103
cg21588305	0.87940136404846	BLCAP;NNAT	20	36149455
cg21589115	0.518837597882758	DKKL1;TEAD2	19	49867114
cg21589280	0.256276300168061	DDAH1	1	85930151
cg21591452	0.971121101743078	TMEM105	17	79304628
cg21591742	0.401686463929562	HOXD10	2	176980998
cg21595737	0.0446748457126047	GMFB	14	54955895
cg21596317	0.0438242536155559	PAM	5	102201545
cg21596858	0.479257887577962	DCST1;DCST2	1	155007254
cg21597649	0.017997042796553	TMEM106B	7	12251342
cg21599792	0.0234139010817192	FZD4	11	86666851
cg21600563	0.00610119986659746	FBXO33	14	39901846
cg21601405	0.673114887470084	CD40	20	44747006
cg21602160	0.134514450549786	AOC3	17	41003272
cg21602520	0.1401001486325	BCL2	18	60985380
cg21604042	0.124894903734873	SCUBE3	6	35181401
cg21604615	NA	SYTL1	1	27668610
cg21604803	0.0271905289482321	CPT1C	19	50194662
cg21604856	0.232614349909219	ZNF280A	22	22874677
cg21605986	0.160105972836208	KIAA1191	5	175788725
cg21606237	0.0352119699435332	STX17	9	102668725
cg21607066	0.00995060222277021	PHIP	6	79787807
cg21607649	0.395010685895107		10	134884177
cg21608116	NA	SUGT1P1;NFX1	9	33290203
cg21608192	0.0199368994703302	XYLT1	16	17563827
cg21608489	0.101856934252712	POU2F2	19	42637137
cg21609430	0.0153661470772182	ESYT1	12	56522453
cg21610192	0.0253213950701815	DYNC1LI2	16	66784977
cg21610516	0.121787910354413	MTHFD1L	6	151186758
cg21611708	0.48912796100688	TGM3	20	2277040
cg21612046	0.0158876647271797		19	58071269
cg21613754	0.348512055861723	AAMP;PNKD	2	219133847
cg21614231	0.911469570170437	SUGT1P1;BAG1;CHMP5	9	33266196
cg21614638	0.241541863977516	DAPP1	4	100737821
cg21615127	NA	TMCO4	1	20126875
cg21615171	0.773144546782908	SLC22A13	3	38307564
cg21615663	0.310043432392161	IQCK;C16orf88	16	19727911
cg21616088	0.0342578616937353	FBXL4	6	99396064
cg21618439	NA	CORO2A	9	100954694
cg21618713	0.0656546520330186	ARFIP1;TIGD4	4	153701330
cg21621114	0.147528209960401	CRX	19	48325360
cg21621204	0.249242105124631	HTN1	4	70916719
cg21621248	0.0202685059672032	CTNNA2;LRRTM1	2	80531842
cg21623671	0.0285996744399652	ANXA6	5	150536851
cg21624282	0.297721933066215	C13orf28	13	113030783
cg21624359	0.479138018235459	FFAR3	19	35848801
cg21624883	0.0116124990769343	IPPK	9	95432804
cg21625881	0.648027367850354	GNAS	20	57430313
cg21626086	0.832276815519601	C6orf81;LOC285847	6	35704928
cg21627181	NA	SLC17A4	6	25754190
cg21628553	0.848616655089788	NPBWR2	20	62738197
cg21629895	0.756004509243663	DNMT3A	2	25565795
cg21631409	NA	ALDH3B2	11	67449882
cg21631754	0.935439412597793	EXOC3L2	19	45737485
cg21633208	0.0235694476203176	SH2B3	12	111843286
cg21633698	0.712208726991639	NA	NA	0
cg21634602	0.0139919132439594	APC	5	112073570
cg21636577	0.623042588227077	ACADVL;DLG4	17	7121881
cg21636748	0.0254238833713415	NA	NA	0
cg21637033	0.0086765310785971	TEAD4	12	3068077
cg21638219	0.0479534663110407	HACL1;BTD	3	15643617
cg21639401	0.66172157416097	LOC388387	17	41050668
cg21639968	0.00902111467415151	UBE2M;LOC100131691	19	59070227
cg21640749	0.158911177778239	RAB37;CD300LF	17	72709731
cg21642076	NA	TMEM191A	22	21054903
cg21642649	0.0693088509946102	C21orf66;C21orf49	21	34144118
cg21643045	0.947544450996103	CCL20	2	228678693
cg21643191	0.909434016343127	ABCB5	7	20685988
cg21643361	0.415360856278989	NA	NA	0
cg21643860	0.0854278338056424	TUT1	11	62358814
cg21644628	0.754470060326291	HEATR3	16	50099438
cg21644826	0.0385087284835634	ACSM3	16	20775352
cg21649520	0.822571096566602	PMP2	8	82359799
cg21650900	0.0177669698806983	ARL4C	2	235405122
cg21651436	0.0175362125174815	MAP3K11	11	65381610
cg21652012	0.905994307380325	GABRP	5	170211009
cg21652958	0.537365134409317	THBS2	6	169653961
cg21655480	0.616410022006578	KLHL34	X	21677052
cg21655693	NA	SYMPK	19	46365818
cg21655790	0.127057270813715	NA	NA	0
cg21656748	0.0105704635126334	SCARB2	4	77135347
cg21657816	NA	COQ7	16	19079446
cg21658946	0.0153234397273816	COG8;PDF	16	69364455
cg21660130	0.673577099667182	CLCNKB	1	16370243
cg21660392	0.374246357337183	ABCA8	17	66950545
cg21660424	0.0345758703979052	IPO4	14	24658101
cg21660687	0.0139891994850427	GLI1	12	57853396
cg21660727	0.032303547291757	PCGF3	4	699950
cg21663122	0.0303965387084783	HIST1H2BH;HIST1H3F	6	26250936
cg21663431	0.260435301186973	SLC44A2	19	10736355
cg21663580	0.0229007439249278	PTK7	6	43044771
cg21663722	0.309647038275831	NA	NA	0
cg21664310	0.0275463935755333	LSM4	19	18434339
cg21664828	0.0531748562795014	ZNF148	3	125094611
cg21665000	0.0155775897707368	MYOCD	17	12569135
cg21665774	0.380240070165679	KIAA0355	19	34790692
cg21666217	0.00975846664978194	TRIM33	1	115053421
cg21666675	0.265939613723583	TMEM43;CHCHD4	3	14165843
cg21667836	0.0588057509053003	PRMT8	12	3599355
cg21667943	0.0552900199651777	ORMDL2;SARNP	12	56210943
cg21669679	0.222525021074459	DCC	18	49866548
cg21671476	NA	MYL9	20	35169609
cg21672276	0.32290903911051	ZNF502	3	44754072
cg21673646	0.0123824665354773	SHF	15	45479977
cg21674595	0.503686736626283	NA	NA	0
cg21675030	0.0276438328582177	ABHD10	3	111697974
cg21678388	0.0339550324861058	ZNF354B	5	178286735
cg21680178	0.0732653707829349	GPATCH3	1	27226860
cg21680717	0.0143813306254641	AKAP8;AKAP8L	19	15490914
cg21681756	0.0189851864394665	KBTBD4;NDUFS3	11	47600081
cg21682382	NA	TMEM39B	1	32538052
cg21682826	0.0134044378225309	HERPUD1	16	56965767
cg21682902	0.945510660221516	HAL	12	96390960
cg21684385	0.0111275346945764	ADAT2;PEX3	6	143772210
cg21685266	0.0541477345989078	EHHADH	3	184971652
cg21685427	NA	SGK2	20	42187356
cg21685565	0.0110424431617376	GNA12	7	2883529
cg21686523	0.0395972778621212	INTS12;GSTCD	4	106629581
cg21686900	0.00672556521140831	DAZAP2	12	51632663
cg21686987	0.661921533500214	CTRB1	16	75252973
cg21688264	0.0133561646145956	SNAP91	6	84418724
cg21688707	0.0322022995532713	HNRPDL;ENOPH1	4	83350844
cg21690806	NA	SLC9A8	20	48429803
cg21690892	0.945611245074162	GUCA1B	6	42162428
cg21692936	0.0284758516073846	SLC3A2;SNORD27;SNHG1;SNORD25;SNORD26	11	62623994
cg21693321	0.0374700260134564	MED12	X	70338331
cg21693780	0.0749296873010052	DDX1	2	15731793
cg21694349	0.0607228630506053	FBXO24;LRCH4	7	100184161
cg21695020	0.783295288380137	DPEP3	16	68014626
cg21696393	0.570335463634765	SOX8	16	1030401
cg21697134	0.0114582740895564	FN3K	17	80693839
cg21697779	0.0212082036157386	FUNDC2	X	154255534
cg21698790	0.0109287476768297	HRK	12	117319264
cg21700070	0.0115355483636701	CNOT3	19	54641527
cg21700166	0.031561926265082	GPR68	14	91720227
cg21703138	0.0120808805781476	PPP2CA	5	133561950
cg21703572	0.048989697514278	C22orf13;SNRPD3	22	24951237
cg21705120	0.0347203872066214	UBE2G1	17	4270245
cg21706946	0.796142717947675	NA	NA	0
cg21707816	NA	EXOG	3	38537451
cg21709140	0.0118409857564422	GORASP2	2	171785487
cg21710060	0.90352590750198	GRK1	13	114321749
cg21712678	0.0134260219156318	ZC3H7B	22	41697701
cg21712685	0.0192885489555852	C6orf126	6	35744605
cg21713257	0.0119429815771744	ETFDH;C4orf46	4	159593619
cg21713812	0.0195743709069752	KHDRBS1	1	32480195
cg21715963	0.0115024337862915	C1orf51	1	150254838
cg21716693	0.524385801557672	CPNE5	6	36806882
cg21717724	NA	PSMD5;LOC253039	9	123604514
cg21718857	0.0275138318920379	DLL3	19	39989592
cg21721126	0.0079106360889192	TTC35	8	109456101
cg21721155	0.0307311793031051	HADH	4	108910787
cg21721865	0.030055564797677	UFM1	13	38923576
cg21722058	0.0162631758150765	PLK4	4	128802226
cg21722680	0.0081653550212136	TBK1	12	64846210
cg21723486	0.854034467303775	TP63	3	189349323
cg21727574	0.948408699049409	ZNF137	19	53098913
cg21728447	0.0189048776477366	ALDH4A1	1	19229118
cg21729186	NA	HIST1H4H	6	26285766
cg21730067	0.00749021514191569	LOC492303;ZNF326	1	90460918
cg21731286	NA	TAS1R2	1	19186805
cg21732383	0.692525357659149	THBS2	6	169654692
cg21736205	NA		7	92100314
cg21736592	0.120844225671729	CYTH4	22	37678450
cg21740204	0.0243395698814467	SMC5	9	72873544
cg21742836	0.0787276860970176	PPP4C	16	30086175
cg21743569	0.0225883912114798	NR1H2	19	50879963
cg21743649	0.723127517636562	PGAP2;NUP98	11	3820252
cg21743830	0.568042477723495	CCL25	19	8117966
cg21745164	0.440456682606199	CHP2	16	23765304
cg21745320	0.0325000620612747	SMG6;SRR	17	2207495
cg21746459	0.0213758339370996	MRPL50;ZNF189	9	104160900
cg21746887	0.0379527364381261	FZD1	7	90893279
cg21747271	0.282828140100064	AIP	11	67250052
cg21750545	0.012044773573987	DCUN1D4	4	52709356
cg21750589	0.271991557669225	ZNF323;ZKSCAN3	6	28321301
cg21750602	0.791347188010748	PPP2R2D	10	133748026
cg21750887	0.831267524222346	CPA6	8	68658237
cg21751787	0.00742331060347572	LMAN2	5	176778504
cg21753834	0.0211230108241054	PTRH1;TTC16	9	130477671
cg21754343	0.523102506726867	LCE2B	1	152658797
cg21755709	NA	PDXK	21	45149398
cg21756353	0.00860370959018843	DHPS	19	12792451
cg21759080	0.0831943543664448	STX5	11	62599762
cg21762107	0.0108338658978333	CTSA;NEURL2	20	44519951
cg21762589	0.392442278922875	BNIP3	10	133796476
cg21765730	0.220229185600516	NOX3	6	155777175
cg21768899	0.00655056500936842	C12orf75	12	105724426
cg21769943	NA	PIM1	6	37137738
cg21769969	NA	OSTM1	6	108396498
cg21770145	0.825030046105705	SIRT7;PCYT2	17	79869997
cg21770617	0.826580936746245	FAM3D	3	58652897
cg21771250	0.334474785751751	FAM83F	22	40406049
cg21772838	0.0209663998401039	AURKA;CSTF1	20	54967497
cg21774863	0.0104880624240482	RAB28	4	13486498
cg21781546	0.743127350724967	BCS1L	2	219525807
cg21783004	0.876703038562802	LECT2	5	135290288
cg21784498	0.00721639650384464	TMEM97	17	26645922
cg21784940	NA	REPIN1	7	150067807
cg21785260	0.0815214825513756	FAM134A;C2orf24	2	220042096
cg21785307	0.0231842801639111	NA	NA	0
cg21785536	0.0530599848012703	C3orf64	3	69063328
cg21787206	0.0171283483899366	PSMD9	12	122326515
cg21787280	0.914329967395872	SNW1;C14orf178	14	78225551
cg21787291	0.0074032869723013	NKAIN2	6	124125170
cg21788470	0.634278978686257	NA	NA	0
cg21789545	NA	COL9A1	6	71012391
cg21790626	0.654106408700064	ZNF154	19	58220494
cg21792432	0.438987851073705	POT1	7	124538660
cg21792737	0.100454192551649	NOX3	6	155776999
cg21794225	0.731317945036193	PRKD1	14	30397464
cg21795497	NA	C11orf63	11	122753326
cg21796234	0.0194791785026182	C3orf23	3	44379533
cg21796825	0.00858718083947009	TMEM5	12	64173751
cg21800088	0.0343482366683387	POLR2B;C4orf14	4	57844931
cg21800439	0.0168876754694608	STAT2	12	56753886
cg21801378	0.0153286471456997	BRUNOL6	15	72612125
cg21802726	0.0230577550901123	EDEM2	20	33735257
cg21803417	0.0252790342787501	MTRR;FASTKD3	5	7868887
cg21803680	0.0484346373006432	TMEM169;PECR	2	216946845
cg21804822	0.0159866360853734	ORAOV1	11	69489974
cg21804950	0.427742860377124	NA	NA	0
cg21807589	0.541153667795978	NA	NA	0
cg21808053	0.246634221846742	DIRAS3	1	68513063
cg21815667	0.591302728899468	HOXD8	2	176993841
cg21816539	0.0137487271774261	GRIK1	21	31312328
cg21817450	NA	ENOX1	13	44240722
cg21818252	0.0226831378582936	SEC24B	4	110354354
cg21820677	0.0124054517234967	GABRA2	4	46392528
cg21820890	0.947589766973453	PLA2G12B	10	74714375
cg21824213	0.111200095389268	NA	NA	0
cg21824902	0.163140408792354	WDTC1	1	27560832
cg21825027	0.0157990353391202	ACP1;SH3YL1	2	264166
cg21825364	0.79220162458072	NA	NA	0
cg21828898	0.0169780395428914	UBA5;ACAD11	3	132379245
cg21829265	0.0358146712454995	KIAA1586	6	56911139
cg21830413	0.018358557754637	VPS26A	10	70884251
cg21831174	0.48966835431324	MASP1	3	187011187
cg21832150	0.0151546014523973	PLEKHN1	1	902025
cg21832243	NA	TTC3;PIGP	21	38444223
cg21833459	0.0393537549687737	FAM111B	11	58873955
cg21835622	0.0384522349412012	DPYSL3	5	146833431
cg21835643	0.584547616511696	MATN4;RBPJL	20	43935361
cg21836062	0.112068491964433	DMD	X	33357661
cg21837443	0.0205714689019304	CCDC109B	4	110481957
cg21838233	0.0166132380338825	TPX2	20	30326920
cg21838334	0.0295392869259601	NES	1	156646653
cg21839522	0.0196113461778074	NA	NA	0
cg21840599	0.0610204132230211	PAK2	3	196467454
cg21842274	0.744610917613629	CRHBP	5	76248637
cg21842478	0.180533126384624	HOXB13	17	46806046
cg21842664	0.0217635161721878	CAB39	2	231578467
cg21844038	0.0254881848885591	FAM100A	16	4665248
cg21844956	0.0229717252542716	TRIM38	6	25963442
cg21845297	0.660758175170477	OTOR	20	16728794
cg21846488	0.646339663941429	LCE4A	1	152680843
cg21846903	0.237059445800481	VTN	17	26697281
cg21849289	0.0152457879294892	C1orf123	1	53686523
cg21850069	0.0285622157887404	TRIM41	5	180649807
cg21850239	0.0112117932784389	POLR2G	11	62528988
cg21850254	0.0212081733676742	ZNF570	19	37959853
cg21852292	NA	C1orf115	1	220863407
cg21856603	0.894784421970021		17	3713823
cg21858376	0.0188841551515836	ITPR1	3	4534791
cg21859434	0.00774631392251969	CXCR4	2	136876021
cg21860846	0.0340524444498832	ELK1	X	47510507
cg21861211	0.0279706137261503	ZFYVE26	14	68283527
cg21862373	NA	SNHG9;RPS2;SNORA78	16	2014791
cg21865006	0.670108743619244	NA	NA	0
cg21869055	0.024222210386932	KLK10	19	51522454
cg21869532	0.0761859571788521	ZNF561	19	9732024
cg21870662	0.0213856698571521	SGSM2;TSR1	17	2241570
cg21870668	0.629456610340116	SNRPN	15	25123731
cg21870884	0.688724789495806	GPR25	1	200842429
cg21872129	0.0206123842291178	PTP4A1	6	64281996
cg21872391	0.0208569168220167	SMNDC1	10	112064057
cg21872393	0.0209362375122082	MYL12A	18	3247654
cg21874193	0.708894363982938	TAS2R19;PRR4;PRH1	12	11174898
cg21875234	0.0158722493214677	GSPT1	16	12009405
cg21877855	0.0180952288246268	ITGB3BP;EFCAB7	1	63989125
cg21878918	0.0225218876571488	NDUFA4L2	12	57634762
cg21879981	NA	EPC1	10	32636639
cg21880328	0.282741239910003	CTTNBP2	7	117514017
cg21880903	0.416741072662123	KLB	4	39408665
cg21885525	0.068860569071701	NA	NA	0
cg21885650	0.0707467604123476	TBCCD1	3	186284968
cg21885995	NA	SRP68	17	74069256
cg21888438	0.137332195091339	MID1IP1	X	38663117
cg21890738	0.0359801229715005	CYB561	17	61523271
cg21892409	0.0379469985113534	C11orf49	11	46958372
cg21892708	NA	PDIA6	2	10954197
cg21893220	0.0100650260401644	SMC2	9	106856376
cg21896452	0.0207831897328629	TPRKB	2	73964413
cg21898046	0.759356328107628	MGAT1	5	180231026
cg21900416	0.0134401285435047	SERTAD3	19	40950172
cg21902119	0.0123573516721559	VAT1	17	41173883
cg21902327	0.331623470316198	FGF6	12	4554786
cg21902346	0.0146893824675153	MACROD1	11	63933484
cg21902544	0.072391513929054	CBLN2	18	70211515
cg21903324	0.0330455888787466	CABYR	18	21718824
cg21905630	0.0464417338711373	GSX2	4	54965904
cg21906716	0.956396178120285	TP73	1	3579978
cg21907579	0.373374062348399	TBX5	12	114845868
cg21908116	0.0405057784500365	LRRC1	6	53659077
cg21908259	0.0322001614335453	FKBP11	12	49318998
cg21909391	NA	LPP;FLJ42393	3	187896222
cg21910663	0.0199683884356538	MGC23284;MVD	16	88730440
cg21911019	0.377112539298959	GPR78	4	8581650
cg21912241	0.0521634740199312	C19orf40;CCDC123	19	33462915
cg21912567	0.0173235015236088	GADD45G	9	92219379
cg21914262	0.0448614813285987	MTIF3	13	28024888
cg21917349	0.467031463884565	APBA2	15	29213860
cg21918026	0.0942584275291101	SLC7A6OS;PRMT7	16	68344902
cg21918500	0.0272722580277251	NA	NA	0
cg21919219	0.800183542333842	NA	NA	0
cg21921474	NA	C1orf172	1	27287181
cg21922574	0.487581853661513	NETO1	18	70535925
cg21922731	0.106107649982374	HSD17B6	12	57157130
cg21922841	0.017871280305186	SLC9A3R1	17	72744131
cg21925493	0.0272885215841255	C9orf89	9	95858671
cg21926138	0.0192027792067251	C1orf88	1	111889420
cg21926612	0.0477642343065751	PACRG;PARK2	6	163149169
cg21927363	NA	C9orf93	9	15552206
cg21927975	0.0177788545547348	GPR153	1	6320757
cg21929875	0.325063980065845	VSIG2	11	124622096
cg21929993	0.013869790236372	RNF130	5	179498114
cg21930712	NA	C19orf75	19	51761116
cg21931212	NA	C12orf57	12	7053223
cg21932800	0.0115306205214984	MMGT1	X	135056858
cg21932814	0.281298118786519	CSTA	3	122044172
cg21934269	0.0164266525340298	NA	NA	0
cg21935083	NA	RAD50	5	131892314
cg21935292	0.00722014066546505	GNS	12	65152931
cg21937169	0.0246511476322828	ASL	7	65541137
cg21937886	0.606933499489454	GFPT2	5	179779954
cg21939221	NA	AGBL2	11	47737371
cg21939482	0.0638915631993752	C7orf70	7	6388130
cg21942082	0.0188340443415706	RNU5E;RNU5D;ACOT12	5	80690225
cg21942438	NA	ZNF619	3	40518091
cg21942546	NA	ABHD11	7	73154357
cg21942576	0.481498179061326	GPBP1L1	1	46126885
cg21943652	0.00739733180705478	HIPK1	1	114472049
cg21944455	0.786561923734918	GFAP	17	42994269
cg21944757	0.0153133854882643	ARFGAP1	20	61904196
cg21946698	0.434406792530441	RGS11	16	326615
cg21948169	0.0542939591043179	TET1	10	70320051
cg21948655	NA	SMCP	1	152849738
cg21948783	0.0906090100711811	WNT1	12	49372474
cg21949305	0.856770352288145	C22orf45;ADORA2A	22	24828655
cg21949781	0.0162819906036264	PSTPIP2	18	43652366
cg21950493	0.0315368440557821	GPN3;C12orf24	12	110907285
cg21950518	0.0317885357505725	IL6ST	5	55290746
cg21951612	0.929370072713123	MRAS	3	138092089
cg21954346	0.0336452575213096	ESRP2	16	68271489
cg21954994	0.0138437203959562	NA	NA	0
cg21955402	0.0200174713896174	SMCR7	17	18163716
cg21958034	0.847645619197026	NA	NA	0
cg21958798	0.020506632157694	GUCY1A2	11	106890084
cg21959619	0.273388411033506	FBXL6;GPR172A	8	145581006
cg21960110	0.272719008770085	HBZ	16	202482
cg21960882	0.557466132977801	NA	NA	0
cg21961766	0.288445020355113	PRRG2	19	50086378
cg21964481	0.851083087109311	SLC34A3	9	140125696
cg21965997	0.532346905457295	CALY	10	135150367
cg21966410	0.0661434492198529	AR	X	66765882
cg21968169	0.0251814574606052	LOC338799;SETD1B	12	122241952
cg21968580	0.0463808260275943	DNAJB4	1	78470640
cg21968796	0.501303398280288	C21orf67;C21orf70	21	46358532
cg21969640	0.542316454634647	NA	NA	0
cg21970438	0.628704362860316	TTLL2	6	167738277
cg21972382	0.113996659951104	CLIP4	2	29339076
cg21972430	0.0141595673894716	TPD52L1	6	125475126
cg21973276	0.019295162125254	SMAD6	15	66994600
cg21973517	0.0291177049596149	VGLL4	3	11762253
cg21973800	0.0255169907867542	CINP;TECPR2	14	102829177
cg21974239	0.0284793469479672	MAPK12	22	50700478
cg21974766	0.0123000050646993	CASD1	7	94138743
cg21974996	0.0260512332507321	C14orf156;ALKBH1	14	78174491
cg21975377	0.0143803442384682	FZD6	8	104311490
cg21978299	0.0148836664656005	MCTS1	X	119737955
cg21979032	0.630354129558396	CYP8B1	3	42917517
cg21982518	0.0196513554059157	TMC7	16	18995173
cg21983579	0.0285397815625991	CAPNS1	19	36630882
cg21984310	0.00965218845524715	C9orf128;TMEM8B	9	35829279
cg21985356	0.0136433741173576	LOC728723;ZBED3	5	76383200
cg21985470	0.570575513135582	NA	NA	0
cg21988041	0.0685399886983249	GLT8D2	12	104444060
cg21988465	0.635210832046519	GNAS	20	57429277
cg21989094	0.0122147427992906	MRPS12;SARS2	19	39421295
cg21989500	0.0207609607289462	NDUFAB1	16	23607577
cg21991396	0.376217311482638	NLRP3	1	247581417
cg21991830	0.0172090228275605	RB1CC1	8	53626936
cg21992250	0.660507286672396	SLC15A3	11	60718709
cg21993406	0.0815342104247606	CENPH	5	68484783
cg21995126	0.155500919458033	NA	NA	0
cg22001782	0.0379655802038416	BCL9	1	147013236
cg22004151	0.0146390775752966	PPP2R5D	6	42952586
cg22005565	0.424655434256154	SLFNL1	1	41487437
cg22006386	0.238416640787696	CATSPERG	19	38827378
cg22007326	0.0266806353844096	TMED2	12	124069649
cg22007439	0.00929130796954667	NA	NA	0
cg22009138	0.0283612856973475	ERBB2IP	5	65222522
cg22009489	0.0133103454323605	MYEOV2	2	241075960
cg22009923	0.36732181181047	CD151	11	832065
cg22010317	0.231086422845184	CXorf36	X	45060544
cg22012054	0.0309002583025437	ATP5B;SNORD59A	12	57039895
cg22012981	NA	ACOX2	3	58522689
cg22013966	NA	SERPINA13	14	95106170
cg22016571	0.0308448568315915	MST4	X	131157426
cg22016649	0.0971155014403955	PNPLA2	11	818917
cg22016818	0.0165252379423443	TULP3	12	3000126
cg22017387	0.0859746850537283	VPS33B	15	91565357
cg22019980	0.033694485999144	RNF146	6	127588823
cg22021786	0.743922629387445	WFDC8	20	44207288
cg22022041	NA	CCR9	3	45928137
cg22023770	0.109004943046328	C6orf114;GFOD1	6	13486545
cg22024281	0.00507389731834801	EXT1	8	119124108
cg22024657	0.472006205373942	SLC13A1	7	122839955
cg22024876	0.0480124480054709	KBTBD3;AASDHPPT	11	105948183
cg22025233	0.42215875668113	CYP2W1	7	1022904
cg22026853	0.0225955859667624	POU3F2	6	99282887
cg22029275	0.327136103571341	FAM123A	13	25745784
cg22029504	0.0181612225257096	NA	NA	0
cg22030890	0.0485563923243965	RAB32	6	146865233
cg22031736	0.0244674317131691	ANKRD54	22	38239648
cg22034555	0.0228121680494331	DHX36	3	154042159
cg22035229	0.961217666312323	MSH4	1	76262648
cg22036233	0.0336207515185961	ZFYVE26	14	68283005
cg22036988	0.139759280904474	SPSB4	3	140770345
cg22037121	NA	UNC80	2	210635618
cg22037648	0.0506202665955826	SEMA3B	3	50311009
cg22037919	NA	CCM2	7	45038995
cg22038738	0.337301122308629	PLAT	8	42064673
cg22039287	0.303610899580519	RIT2	18	40696075
cg22039846	0.513191647359587	NA	NA	0
cg22040627	0.362280844086341	SLC13A5	17	6617030
cg22041635	0.0167301866080418	HCN3	1	155247476
cg22041658	0.0114177378545263	POP4	19	30097344
cg22043361	0.0889743492707065	ZBTB1;ZBTB25	14	64970199
cg22044848	0.0497148291074476	RFTN1	3	16555311
cg22045288	0.514574848506278	C10orf91	10	134258421
cg22048492	0.0151845694755728	KAT5	11	65479309
cg22050705	0.0150124322271466	ZNF197	3	44666898
cg22050893	0.0441933866194778	MIR548N;FKBP7	2	179342982
cg22051636	NA	MRGPRX2	11	19081590
cg22051763	0.0393844148464128	UTP20	12	101673672
cg22051865	0.0120362834238805	ARHGEF17	11	73019002
cg22052955	0.0743505284236472	RARG	12	53625898
cg22054164	0.517398235815998	ECE1	1	21617504
cg22054191	0.203686750031463	POU2F2	19	42637630
cg22055427	0.0191574412971578	P2RY1	3	152552440
cg22058458	0.0130441712011685	HMGN3	6	79944186
cg22059008	0.684191818458021	NA	NA	0
cg22061523	0.035646729886245	AFMID;TK1	17	76183551
cg22062068	0.117639476659238	RBMXL2	11	7110074
cg22062239	0.0240777914100124	VKORC1	16	31106011
cg22063056	0.00880444478130809	CLCC1	1	109505929
cg22063653	0.0169969482977935	BPGM	7	134331376
cg22063989	0.0278361832778061	RSPO1	1	38100795
cg22064129	NA	SLC14A2	18	43194482
cg22064451	0.18233146606752	TUBA1A	12	49583496
cg22064942	0.0403828909491247	SEC24B	4	110355472
cg22065439	0.0260323622241332	C5orf15	5	133304001
cg22065500	0.0196396797351808	TNPO3;LOC286016	7	128695353
cg22066521	0.711342473768915	ABCB5	7	20687223
cg22067472	0.0440408604201462	CYB5B	16	69458746
cg22068038	0.0128614365831135	PARP16	15	65578960
cg22068211	0.851420684422522	C3orf27	3	128295141
cg22068473	0.068392993131111	DDIT4	10	74033403
cg22068764	0.0168103941091369	GORAB	1	170501645
cg22074467	NA	AKR1C2	10	5060566
cg22074666	0.714087800696894	NA	NA	0
cg22074858	0.062542474185133	GBP3	1	89488430
cg22077101	0.0843300286539354	MRPL22	5	154320902
cg22077553	0.544368656765692	MYOC	1	171621732
cg22080282	0.0405550667594027	ZADH2	18	72920932
cg22081096	0.0670537926440484	ABCA6	17	67137953
cg22082243	0.0235060051055765	C10orf84	10	120101750
cg22082462	0.776487920749357	CPNE6	14	24540415
cg22083047	0.239991656378633	PRICKLE2	3	64211464
cg22083639	0.0190354343341067	SLCO5A1	8	70747646
cg22083798	0.477494259771789	IGFBP3	7	45961401
cg22084336	0.0179976072250549	UBP1	3	33482401
cg22084611	0.127117498789346	SULF2	20	46414934
cg22085335	0.0194240483821406	KCNF1	2	11052081
cg22088368	NA	C22orf33	22	37404888
cg22088594	0.110176540737127	FAM48A	13	37634133
cg22090592	0.379952537358163	INF2	14	105174642
cg22091798	0.0199600033645329	UBXN1	11	62446605
cg22093158	0.0461347011543454	OSBP	11	59383768
cg22096513	NA	UBA2	19	34919002
cg22100821	NA	SCRT2	20	656743
cg22101098	0.697670112116637	SLC17A1	6	25830789
cg22101147	NA	TMEM110	3	52931946
cg22101336	0.0283121483370812	NA	NA	0
cg22103585	NA	CCNT1	12	49110427
cg22103999	0.0345882076657094	DNAJA3	16	4475555
cg22105022	0.609016210101188	SH2D3C	9	130508173
cg22105582	0.0173248175638454	RAB27B	18	52496070
cg22108175	0.136916061306802	LPL	8	19796591
cg22108265	0.0262936789506432	RAB6A	11	73471972
cg22110261	0.0216096122042351	NA	NA	0
cg22110492	0.388239944241594	ADAMTS13;REXO4	9	136283026
cg22111003	0.0141124978861887	ACSL3	2	223725731
cg22113807	NA	UBOX5;FASTKD5	20	3140865
cg22114222	0.00632495894783542	TIPARP;LOC100287227	3	156392417
cg22115808	0.0122596739330124	NUDT16L1	16	4743814
cg22116290	0.0471708622567388	SMPD3	16	68481968
cg22117143	0.893410762020102	MPDZ	9	13251431
cg22120948	0.0232786989624171	GIT1	17	27915972
cg22122449	0.518409536016913	ACR	22	51176711
cg22123464	0.67885377108246	SLC8A2	19	47974901
cg22125370	0.283051895173022	SOCS2	12	93966485
cg22125922	0.0201486781166564	ZNF337	20	25677738
