Hybridization REF	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05
cg24845207	0.783087346064434	DMRTB1	1	53924998
cg24847163	0.0101134250922602	GABBR1	6	29600980
cg24847572	0.0135515060985341	HSPA13	21	15755606
cg24849648	0.131863191795688	WNT16	7	120964019
cg24851490	0.257448702959041	RNASE2	14	21423769
cg24852661	NA	GOLM1	9	88715131
cg24854010	0.769680807650871	WNT5B	12	1726033
cg24855780	0.390739709150276	TNKS1BP1	11	57089366
cg24856383	0.0178314968118473	SIAH2	3	150480910
cg24856732	0.0385684175096263	SCO2	22	50963486
cg24857117	0.0297802044544883	PSMB5	14	23504316
cg24857545	0.881850186139595	ATP6AP1;GDI1	X	153664475
cg24857721	0.750456575048006	NA	NA	0
cg24858591	0.037682961897095	KIAA1143;KIF15	3	44803638
cg24859228	0.0491486983384662	CAMK1D	10	12391835
cg24860534	0.377449919146475	CDC42BPA	1	227506868
cg24861272	0.0685595574980023	ZEB1;LOC220930	10	31607153
cg24862483	0.287795784387391	CD300LG	17	41924501
cg24866437	NA	ALPK1	4	113299007
cg24867501	0.687114110895567	MIOX	22	50925337
cg24868271	0.8123338411792	PLCD1	3	38070460
cg24868525	0.113953986999735	TRAPPC10	21	45431669
cg24870273	0.736201077468434	STK19;DOM3Z	6	31938891
cg24870391	0.304048398249942	CCL11	17	32612675
cg24871743	0.849864525620023	DIRAS3	1	68512650
cg24873414	0.0402541583480906	KLHL26	19	18746981
cg24874111	0.0181086883457829	ZNF562	19	9785727
cg24875415	0.872005631254613	CST4	20	23669470
cg24877842	0.311948743894878	TRAK1	3	42201898
cg24879335	0.591825611502113	TF	3	133465180
cg24879595	0.0899730192055463	ARF6	14	50359859
cg24880821	NA	TIGD1;EIF4E2	2	233415904
cg24881834	0.317631261017526	ME1	6	84140997
cg24883276	0.00991819221326917	PSAP	10	73611008
cg24883732	0.552324036637952	TCEB3B;KATNAL2	18	44561725
cg24884084	0.154627372465225	SPRR1B	1	153003198
cg24886748	0.0152241229563863	SLC12A7	5	1111731
cg24887211	0.637548546063575	C14orf166B	14	77292625
cg24888049	0.499042636860524	FES;FURIN	15	91426667
cg24889366	NA	GNG13	16	850646
cg24889744	0.123423201689957	SPEF1	20	3761916
cg24890043	0.0632482835176149	TMEM163	2	135476297
cg24890286	0.939214636323656	HIPK2	7	139317303
cg24890446	0.0236313552686965	NAP1L4	11	3014169
cg24891133	0.0838978429172276	C13orf33	13	31480335
cg24892074	0.0133249537903414	PIGY	4	89444835
cg24892510	0.0299676238615331	ZNF415	19	53636309
cg24893837	NA	ARSB	5	78282099
cg24895052	NA	MPP3	17	41909601
cg24896109	0.0136073175577001	CYP51A1	7	91764007
cg24898753	0.164855486650182	FTH1	11	61735917
cg24898863	0.169675334119753	S100A8	1	153363580
cg24899750	0.497096476943108	SNRPB2	20	16710314
cg24901042	0.484914948207182	TMPRSS2	21	42880554
cg24901474	0.575844444882508	RGS5	1	163173040
cg24903376	0.0320450112540524	STIL	1	47779661
cg24903794	0.0152564262847711	EPRS	1	220220036
cg24904765	0.0331004335025467	STAM2	2	153032743
cg24905739	0.0116829179976627	FBXW8	12	117349196
cg24906202	0.167949334040926	NEO1	15	73345212
cg24906992	0.0216592198749871	UQCC	20	33999761
cg24907852	0.0497801648302313	ENOSF1	18	712250
cg24908058	0.645417375528438	CGB5	19	49547202
cg24908499	0.0964401994557353	DLK2	6	43423540
cg24909445	0.0166496851944588	SNORD27;SLC3A2;SNORD26;SNORD28;SNORD25;SNHG1	11	62623256
cg24909737	0.017700497244539	EBPL	13	50265408
cg24909975	0.0116644005257695	WTAP	6	160147912
cg24910675	0.187133935839767	ENG	9	130616917
cg24911803	0.0312097820919256	EIF3G	19	10230727
cg24912023	NA	NCRNA00116	2	110979750
cg24912560	0.694474205615099	RBMXL2	11	7110561
cg24914244	0.959112919854556	RTN4IP1;QRSL1	6	107078674
cg24914860	0.0518790775226831	CDK2;SILV	12	56360681
cg24916177	0.0179329396877375	C13orf15	13	42031761
cg24917645	0.0162592781974698	C20orf29	20	3801318
cg24919884	0.900605503024474	ARHGEF16	1	3380288
cg24919972	NA	FYCO1	3	46037608
cg24920358	0.72863056789705	PPIE	1	40204285
cg24921089	0.448630023603218	AMPD3	11	10472840
cg24921858	0.146958377558124	BCL2L14	12	12223989
cg24922045	0.468925195114768	GAS2L2	17	34079987
cg24922992	0.396872011945896	NA	NA	0
cg24923526	0.0179442830243977	SH3GL1	19	4400879
cg24924631	0.968392804638379	BCL2A1	15	80264696
cg24924779	0.153586601570367	KCNG1	20	49639998
cg24926042	0.451962482475955	KRT82	12	52799999
cg24926276	0.288343665415577	LRG1	19	4539943
cg24926780	0.385583835248086	OR10H2	19	15838895
cg24928161	0.786776436546277	SHBG	17	7533115
cg24928378	0.036882291255223	RND1	12	49259415
cg24928687	0.58045781154785	EPHX1	1	226012913
cg24929737	0.0118821031724374	EFNB2	13	107188614
cg24929834	0.88054357330039	C22orf31	22	29457241
cg24930915	0.127802596182193	RAB26	16	2199120
cg24934431	0.647299573196755	CYP17A1	10	104597864
cg24935900	0.0312255427579128	RAB11FIP5	2	73340724
cg24936630	0.0316164233298581	DDX10	11	108535499
cg24936956	0.524070383558829	NA	NA	0
cg24937126	0.014673346978312	LAMB1	7	107643285
cg24937706	0.0156883419183542	RB1	13	48877719
cg24938727	0.248393641547736	HHATL	3	42742993
cg24939733	0.697981523790969	CCDC89	11	85397684
cg24940601	NA	KCNE4	2	223916952
cg24941797	0.00841105035597678	CAPN10	2	241526520
cg24946133	0.0298312352992577	JUN	1	59249665
cg24946408	0.0142660444234297	PPP1R15A	19	49375720
cg24946544	0.0254000125182061	C19orf51	19	55678059
cg24947394	0.0155523319709224	USP33	1	78225121
cg24949049	0.860940106393158	TDRD3	13	61013241
cg24949344	0.0246810034370442	ANO6;PLEKHA9	12	45609653
cg24949488	0.328367285488659	DNTT	10	98064362
cg24950749	NA	SDCBP2	20	1310425
cg24951114	0.0151307634762588	HAUS2;LRRC57	15	42841522
cg24956866	0.15209291709096	CALD1	7	134464129
cg24957240	0.247397852814875	NA	NA	0
cg24957950	0.0150318124876788	PAK4	19	39616336
cg24958765	0.0122288888713424	RAB4B	19	41283667
cg24959428	0.803660285113813	GBP6	1	89829951
cg24964364	0.840061598178571	BCAP31;ABCD1	X	152990795
cg24964368	0.347462097853262	FPR2	19	52264413
cg24965984	0.0344093537152775	GPAM	10	113943723
cg24966460	NA	TERF2IP;KARS	16	75682643
cg24968336	0.0611025796976377	KCNK6	19	38810212
cg24968786	0.0215916084870174	CCDC87;CCS	11	66360800
cg24970539	0.0398532005749176	RPS6KA4	11	64126392
cg24971490	0.0279817122883251	UTP23	8	117778891
cg24974130	0.0156636825306452	RAD50	5	131893006
cg24974477	0.0237997650114985	PLA2G12A	4	110650657
cg24974599	NA	CFH	1	196620428
cg24975222	0.0332702339598569	CDCP1	3	45187717
cg24975564	0.0194822452979685	PDE3A	12	20522236
cg24975769	0.0136334142547501	FXC1;ARFIP2	11	6502990
cg24975842	0.424268513995449	GNASAS;GNAS	20	57416221
cg24977027	0.858513356698524	THNSL2	2	88469347
cg24977709	0.0415465342739057	SSSCA1	11	65337263
cg24979630	0.0336668298006081	PPP1R12A	12	80329299
cg24980458	0.0203339907911209	FOXP1	3	71632677
cg24980583	0.0189756478912524	SSBP1;FLJ40852	7	141438448
cg24981018	0.470511256258153	ARC	8	143695376
cg24983959	0.0458791446030907	RTN4RL2	11	57228377
cg24986572	0.0136618543932389	ZNF193	6	28193283
cg24986868	0.112437609087115	PKP4;CCDC148	2	159312599
cg24987170	0.0379225351493998	ADCK1	14	78266229
cg24987706	NA	GPA33	1	167060788
cg24988345	NA	SCHIP1	3	158991021
cg24989962	0.241924363013699	PTGDR	14	52734286
cg24990612	0.0364941954445455	PDGFB	22	39641132
cg24991452	0.0145401470677252	MAPK14	6	35996059
cg24992780	0.537811610956265	NA	NA	0
cg24993443	NA	SNRPN	15	25123549
cg24994350	0.0234953754630174	LATS1	6	150038700
cg24995240	0.062536532515651	SPATA1;GNG5	1	84971124
cg24995381	0.391041022385708	GPR141	7	37780156
cg24995798	0.0305954627155615	ENKUR;THNSL1	10	25305002
cg24995836	0.35135723063149	GABRA3	X	151619390
cg24997562	0.0280520983752162	OASL	12	121476720
cg24997944	0.418955280776378	KCNH8	3	19189709
cg24999727	0.395717869576893	HSD17B13	4	88243818
cg24999924	NA	C20orf20	20	61428215
cg25000382	0.0138432198953495	LOC652276	16	2653501
cg25002911	0.628967613766176	NA	NA	0
cg25003924	0.82253445718638	ARPP19	15	52861754
cg25004981	0.965093340571506	LASS3	15	101085028
cg25006823	0.207368751536353	TMEM229B	14	67982456
cg25007250	0.460838473929161	NOS3	7	150687712
cg25007680	0.0264147874391897	PARK7	1	8021821
cg25010118	0.0336641388016306	DSEL	18	65184398
cg25011395	0.68355511639992	CNTROB;TRAPPC1	17	7834607
cg25013053	0.299290517854265	UNC45B	17	33475031
cg25013058	NA		6	126102409
cg25013838	0.608052446015777	MYO18B	22	26137524
cg25013852	0.0107161211271109	PGM1	1	64058941
cg25014318	0.439594430721761	GLP1R	6	39016776
cg25017250	0.233955296013689	APOC4	19	45445693
cg25017304	0.0898421253508111	ARHGEF11	1	157015118
cg25017837	NA	WDR25;WARS	14	100842311
cg25018329	0.0247792901983939	E2F8	11	19262547
cg25018755	0.0293195650255445	BIK	22	43506952
cg25018881	0.909892900236884	C9orf6;IKBKAP	9	111697645
cg25020204	0.457358341872167	DBH	9	136500234
cg25020459	0.0147966212412168	COL6A1	21	47402144
cg25020850	NA	RGS8	1	182642186
cg25021182	0.843162964231067	CELA2B	1	15802594
cg25021247	0.740511127443736	AMT;NICN1	3	49460162
cg25022327	NA	TP53AIP1	11	128812462
cg25023057	0.0290031943868579	ADIPOR1	1	202927475
cg25023245	0.0259657503822086	AXIN1	16	401986
cg25023829	0.661483951181135	HSF2BP	21	44985491
cg25023941	0.95066372150646	QPRT	16	29690035
cg25023994	0.30915343201201	BANK1	4	102711773
cg25025243	0.181270632140436	NA	NA	0
cg25025866	0.0525074380638833	PNPLA6;MCOLN1	19	7598787
cg25026013	0.0176135857078685	TMEM93;TAX1BP3	17	3571884
cg25026754	0.0155311335686756	PDCD7	15	65426128
cg25027167	0.108927629243109	DGAT1	8	145551031
cg25027501	0.0267576007673414	GSTM3	1	110283223
cg25028542	NA	ANLN;KIAA0895	7	36429120
cg25032865	NA		7	139170664
cg25033144	0.495217973100777	KIR3DX1	19	55048290
cg25033972	NA	RIPK4	21	43188171
cg25033993	0.348121156123175	STX1B	16	31022372
cg25034557	0.0225802650420229	PACS1	11	65838645
cg25040282	0.283181806279999	NA	NA	0
cg25040733	0.103321601113597	SPRY4	5	141704734
cg25040783	0.0478710104527924	APPL1	3	57261306
cg25041148	0.0151569173643861	ZSCAN22	19	58838420
cg25041439	NA	HYLS1	11	125753110
cg25042226	0.655490250330167	PAX8;LOC440839	2	114036571
cg25043279	0.346610775007143	C7orf33	7	148287142
cg25044651	0.637273735501832	LVRN	5	115298720
cg25047001	0.0201865051454608	GRIN2A	16	10277017
cg25047102	0.0122317284761272	VKORC1	16	31106318
cg25047280	0.15421693998409	NA	NA	0
cg25047378	0.0179847222796713	IPO13	1	44412582
cg25048564	0.652268481910528	HUNK	21	33244752
cg25050026	NA	MFSD1	3	158519410
cg25053301	0.447379795192396	WDR13	X	48456550
cg25053891	0.0240762692719769	TRIAP1;GATC	12	120883986
cg25053900	0.673784799495464	ARX	X	25033890
cg25054311	0.137480187464877	SLC26A2	5	149340861
cg25055403	0.0263714545398773	NEDD8;GMPR2	14	24701388
cg25055477	0.0332791006921244	NUDT3	6	34360916
cg25057743	0.536872461851051	PTH2R	2	209271505
cg25058957	0.60464750079501	RAX2	19	3771683
cg25059428	0.0443885493752927	UBA1	X	47050029
cg25059436	0.020887474580412	CUGBP1	11	47574990
cg25059792	0.0216785915647403	EIF3G	19	10230212
cg25059899	0.842549526825634	BCL2	18	60904328
cg25060020	0.018651508650289	SERTAD1	19	40932140
cg25060573	0.0153271237740716	CCND1	11	69457121
cg25061755	0.509122959536515	STON1-GTF2A1L;STON1	2	48808114
cg25063710	0.141339347401781	BRWD3	X	80064750
cg25065147	0.0529250331535737	NA	NA	0
cg25066857	0.388377309824374	GNLY	2	85921438
cg25067197	0.103751346241415	SLC39A11	17	71088707
cg25068445	0.0193843023887012	TRAF2	9	139780417
cg25070010	0.07131289933861	MYRIP	3	39850621
cg25070480	0.0376354415505783	PPHLN1;ZCRB1	12	42720070
cg25070637	0.0412170621589084	SDC2	8	97505868
cg25071429	0.517992704331491	TEX13B	X	107225046
cg25072179	0.182539548382351	APLNR	11	57004934
cg25072962	0.330511158707744	MS4A15	11	60524575
cg25076881	0.127154808919266	OR10J1	1	159409836
cg25077328	0.949099488388406	NA	NA	0
cg25077654	0.0164822677688348	PSMG1	21	40555395
cg25077752	NA	ZNF57	19	2899864
cg25081201	NA	FXYD4	10	43867071
cg25082710	0.118899429103711	IVL	1	152880108
cg25083781	0.0125255054828396	HM13	20	30102296
cg25084220	0.0112324841060158	MARCH3	5	126366197
cg25084525	0.0237578685735276	NIPAL1	4	48019347
cg25084878	0.453148261123402	FBN2	5	127873711
cg25085950	0.0797558003168346	ATP5J;GABPA	21	27108830
cg25086702	0.0159243647014476	HMGB2	4	174255559
cg25086957	0.889287135759239	DCAF12L1	X	125686235
cg25087423	0.835819694438598	CXCR5	11	118754535
cg25088874	NA	BMPR1B	4	95678817
cg25089231	0.0422198391115911	UST	6	149067742
cg25092283	0.101014286940653	NA	NA	0
cg25092328	0.014680941864358	PXMP4	20	32308119
cg25092540	0.940123133659037	NUP188;DOLK	9	131708951
cg25093045	0.234160633895852	C4orf50	4	5990638
cg25094569	0.187743946640498	WT1	11	32448769
cg25094927	0.0316247782698109	RANGAP1	22	41682102
cg25095380	0.0212486181031138	PRDM5	4	121843207
cg25095612	0.018213540252161	NFKB2	10	104155650
cg25095814	0.0467739241134797	CASP8	2	202098016
cg25095951	NA	RPS26	12	56435247
cg25096582	0.0139546871719933	CFL2	14	35183928
cg25097436	0.0495911554725001	RTN1	14	60336972
cg25097676	0.018913447985427	ARHGAP19	10	99051975
cg25098095	0.0238378475327322	VTA1	6	142468318
cg25098401	0.281315778250869	LCE2B	1	152658407
cg25098644	0.0190136189471404	SUZ12	17	30263762
cg25100404	0.0207296794434552	AP1S2	X	15873481
cg25101056	0.621250758787725	KCNG4	16	84273997
cg25101936	0.610190842187039	ZBTB16	11	113929164
cg25103286	0.937391822369297	PBRM1	3	52583646
cg25104030	0.0238779000630626	RASGEF1A	10	43761841
cg25104511	0.305816395862723	RAPGEFL1	17	38333503
cg25106358	0.931842736253846	CLDN20;TFB1M	6	155585396
cg25106814	NA	C9orf82	9	26892479
cg25107791	0.538512909392978	CLPS	6	35764958
cg25107903	0.336410234952474	NA	NA	0
cg25107978	0.0588716472335057	MBD6	12	57916571
cg25109024	NA	DDX21	10	70716026
cg25110234	0.0182124390592781	C21orf58;PCNT	21	47744248
cg25111781	0.0232591137761685	MRPS16	10	75012591
cg25112044	0.0131672929039907	CDK7	5	68530979
cg25112191	0.387524745371601	RORC	1	151804260
cg25112853	NA	CHEK2;HSCB	22	29136685
cg25115460	0.966403798041419	TP73	1	3607110
cg25117362	NA	TMEM180	10	104221598
cg25117976	0.0373184638900647	UGDH	4	39529365
cg25118574	0.0257009090720341	PSMB7	9	127177646
cg25119415	0.262387992264994	MNDA	1	158799935
cg25122941	0.00949650891718671	VPS39	15	42500342
cg25123470	0.107070599378021	KCNIP2	10	103603722
cg25124030	0.623409620258919	MRPL48	11	73498278
cg25124223	0.00828084364553021	NUP43	6	150067614
cg25124433	0.939011762814704	KRT20	17	39041110
cg25124636	0.0382217000582587	NA	NA	0
cg25125453	0.14551001515822	SPTLC3	20	12989844
cg25126052	0.0303913351600293	INTS4	11	77705488
cg25126812	0.0134999891388496	ACTN1	14	69445989
cg25128803	NA	SLC16A1	1	113499074
cg25130333	0.287382935560898	CD99L2	X	150067942
cg25131727	0.0176934364976292	PTS	11	112097212
cg25132078	0.0180801269331376	PFDN1	5	139682347
cg25133016	0.0387792903503618	PIP4K2C	12	57984719
cg25133685	NA	OR2W1	6	29013336
cg25133753	NA	WFDC11	20	44299726
cg25134071	0.726162462480652	KLK9;KLK8	19	51506362
cg25136045	0.0364343825960933	SDCCAG10;SFRS12IP1	5	64064759
cg25136310	0.0205844827804363	RPL36	19	5690528
cg25136687	0.0270005774813872	REV3L	6	111805186
cg25136926	0.621022295963926	NA	NA	0
cg25138936	0.00866623340186022	SNORD42B;RPL23A	17	27046990
cg25139619	0.0165685543590402	MIR17HG	13	91999408
cg25140370	0.0233094989250155	IRF4	6	391114
cg25140501	0.0213615187944925	ACIN1;C14orf119	14	23564641
cg25140571	0.221060942667367	OXTR	3	8811437
cg25141490	0.233972384515731	IL17B	5	148759090
cg25141674	0.186543304802148	C6orf155	6	72130689
cg25141720	0.0780826733180985	GAS1	9	89561826
cg25141995	0.808062603648316	VDAC1	5	133341459
cg25142416	NA	CA1	8	86290219
cg25145670	0.341385122585659	HOXB4	17	46655164
cg25148589	0.261153027114237	GRIA2	4	158141936
cg25149155	0.270139849323412	BCL2L2	14	23775777
cg25149927	0.0299647529401212	SSH1	12	109250901
cg25151295	0.601617478021539	IPO5	13	98605857
cg25151806	0.953210750478092	ELOVL2	6	11045370
cg25152348	0.0187992910860133	NCAPH2;LMF2	22	50946712
cg25152631	0.0212212458670598	SLC25A36	3	140660955
cg25152942	0.629395009905096	MIA	19	41281080
cg25153340	0.0300495745244283	RTKN2	10	64029004
cg25156443	0.346484235737998	SFRP5	10	99531929
cg25157408	0.86927067408277	HAO1	20	7921059
cg25157874	0.0530764884323386	QKI	6	163835117
cg25159539	0.0150091585694951	FEM1B	15	68570818
cg25159610	0.0190433511678267	PLK2	5	57756802
cg25159668	0.572197285805636	AADACL2	3	151450877
cg25160554	0.0952115828329632	ARL6	3	97483242
cg25162301	0.401755589950664	AHSG	3	186330055
cg25162794	0.91765208368118	ANKRD23	2	97509831
cg25162921	0.353443621323954	MTAP	9	21801897
cg25163134	NA	PSMC4	19	40476319
cg25163476	0.389540859171518	INS-IGF2;IGF2;IGF2AS	11	2161586
cg25165199	NA	RCBTB2	13	49107693
cg25165880	0.0639032716590001	ACOT7	1	6454326
cg25166896	0.0214000677673449	C22orf25	22	20009063
cg25167447	0.550369167705079	NAV1	1	201617042
cg25167643	0.22532362492789	PTPRZ1	7	121513538
cg25167838	0.0140889880028285	SHH	7	155605092
cg25168545	0.130643480304858	NA	NA	0
cg25169784	0.0375529386465744	UGGT2	13	96706045
cg25171089	0.0159095565550635	ASB13	10	5708825
cg25172835	0.940455622336435	IGDCC3	15	65671727
cg25173010	0.0264466133938108	TXNIP	1	145438031
cg25174591	0.195085815564165	DNAH9	17	11501557
cg25175370	NA	C7orf27	7	2595131
cg25176823	0.156085884322926	FSCN1	7	5632593
cg25177139	0.357491220912583	SLC10A6	4	87770089
cg25177452	0.0541461889598278	TMEM171	5	72416677
cg25178645	0.768134426474755	RUNX3	1	25228687
cg25179291	0.0132808113644402	FNBP1	9	132805739
cg25179963	0.030675801238296	NT5DC1	6	116422123
cg25181284	0.82529509812135	GPD1	12	50497037
cg25181693	0.0440135340938087	ALDH5A1	6	24495846
cg25182523	0.27764292344726	FAM129A	1	184944288
cg25182621	0.488469335234882	CHRD	3	184097440
cg25186143	0.764774669244289	FAM57A	17	635064
cg25186211	NA	MORN5;NDUFA8	9	124921565
cg25187533	0.407167164800591	NA	NA	0
cg25189085	0.854031103200757	STAC3	12	57644658
cg25191725	0.595712311418401	PYY2	17	26554221
cg25192419	0.0165528882448714	DOCK5	8	25042348
cg25193278	0.0615684892550452	NA	NA	0
cg25193494	0.689604450223453	DEF8	16	90016004
cg25194415	0.0254470413257122	KIAA0232	4	6784170
cg25195673	0.813432290448565	GFPT1	2	69614945
cg25198545	0.0234296427021751	ACTL6A	3	179280646
cg25201363	0.773539948840763	LRPAP1	4	3534845
cg25201980	0.0108441610428682	ZNF250	8	146127417
cg25202404	0.0127248119472799	PXMP3	8	77912832
cg25202471	0.118951123502418	NA	NA	0
cg25203561	0.945480836616202	RELB;SFRS16	19	45541192
cg25203856	NA	NLRP14	11	7059980
cg25203980	0.975471481043164	ACAP3	1	1238595
cg25206802	0.938896977604476	SACS	13	23942179
cg25208892	NA	C1orf105	1	172390771
cg25211252	0.688089577142874	NA	NA	0
cg25211525	0.0130126788620953	C6orf145	6	3751739
cg25214346	0.510077259416916	NR1I3	1	161207966
cg25214366	0.46982877184863	NA	NA	0
cg25215340	0.0292589656984194	CDKN1C	11	2907127
cg25216696	0.152409116853866	GATA4	8	11565351
cg25217357	0.0129640823491739	C12orf61	12	62997570
cg25217765	0.416174628867408	GJA10	6	90604299
cg25218351	0.50630083817724	TRIM54	2	27505446
cg25219047	0.0242830625333789	DOHH	19	3500813
cg25219134	0.0272629271227211	BRP44;DCAF6	1	167906865
cg25219333	0.396774780819052	ARFIP2;FXC1	11	6501594
cg25221254	0.590988513306123	ACER1	19	6333547
cg25221625	0.87970414902836	CRYBB3	22	25595955
cg25225073	0.0223975282928333	KCNK13	14	90528983
cg25225238	0.0345720775905032	NA	NA	0
cg25226014	0.673029772928024	CXCR6;FYCO1	3	45984942
cg25226247	0.117033512761675	TFAP2B	6	50785152
cg25226891	0.408622336550311	ZMYM3;BCYRN1	X	70474172
cg25227148	0.031633114989793	ZNF271;ZNF397OS	18	32870611
cg25228126	0.577078410906208	FZD2	17	42635310
cg25228746	NA	BIN1	2	127865379
cg25229015	0.0158035907254219	WDR61	15	78591883
cg25229172	0.149544308889633	AMDHD1;CCDC38	12	96336121
cg25229305	0.207387050788965	KCNK18	10	118956639
cg25229706	0.0351988758892985	SAMD8	10	76871606
cg25229964	NA	CNKSR1	1	26503623
cg25230532	0.0739485346454387	GALT	9	34646550
cg25232934	0.0300569560840454	ERI1	8	8860211
cg25234611	0.10247139423652	VWA1	1	1371347
cg25234963	NA	SFRS14;ARMC6	19	19143846
cg25239996	0.449695845228915	CD40	20	44746767
cg25240333	0.0330685542260727	NA	NA	0
cg25241845	0.00936563495652254	NEURL2;CTSA	20	44519697
cg25242557	0.214847906260775	PAX6	11	31833264
cg25243721	0.0232738082599399	XRCC4;TMEM167A	5	82373346
cg25245322	0.0332073555307303	OBFC2B	12	56618196
cg25248094	0.222761811081313	SH2D1A	X	123480304
cg25249068	0.677626034205349	BFSP2	3	133118940
cg25250358	0.219225673447025	PLOD2	3	145879084
cg25250998	0.0200894808308591	GSTO2	10	106028373
cg25251635	0.0219262708760137	POP7	7	100303170
cg25255679	0.0113780386987793	RHPN1;C8orf51	8	144450942
cg25255854	0.0153458589576094	IRF2	4	185396298
cg25256723	0.682102252552054	F5	1	169555944
cg25257360	0.932465876549621	CXorf23	X	19983591
cg25258291	0.0168473729809485	FARP1	13	98795562
cg25259754	0.138175803592094	FCRL3	1	157670220
cg25261329	0.0222045515031866	RAD51AP1;C12orf4	12	4648036
cg25261908	0.0373220425889664	TRPM4	19	49660986
cg25263140	0.0173806006207707	AIM1	6	106959651
cg25263559	0.0209411100875457	C19orf56;MORG1	19	12780830
cg25264554	0.0269131891730475	XRN1	3	142166789
cg25266232	0.111347193077422	DCC	18	49867126
cg25267732	0.0530844045697399	CCDC112	5	114632630
cg25268283	0.565293952151207	NA	NA	0
cg25268451	0.442357422366573	GNASAS;GNAS	20	57414539
cg25268678	0.0483060436210487	PLEKHG6	12	6420020
cg25268718	0.302105383200613	PSME1	14	24604711
cg25270201	0.206116667439199	WWC3	X	9984045
cg25270252	0.0151676376554444	NEK11;ASTE1	3	130745615
cg25274750	0.903059476402908	HIPK2	7	139316606
cg25276849	0.0166953664791501	TFRC	3	195808919
cg25277950	NA	MIR330;EML2	19	46142914
cg25282410	0.0542127093756611	TCP1;MRPL18	6	160211355
cg25282780	0.0764539425314892	AK3	9	4741505
cg25283297	0.641637640343115	NA	NA	0
cg25283338	NA	PTPN9	15	75871734
cg25283823	0.0175007832120075	NA	NA	0
cg25284492	0.0172211891838035	H6PD	1	9295432
cg25287375	0.0243593085431978	C9orf95;OSTF1	9	77703619
cg25288155	0.49930170014172	PLEKHB1	11	73357396
cg25290938	0.0777026002944523	ARHGAP22	10	49813142
cg25291907	0.0114181393318516	MIB1	18	19321706
cg25293251	NA	GOLGA5	14	93260171
cg25294646	NA	OBFC1	10	105678198
cg25298754	0.219143709250297	ZBED2;CD96	3	111314102
cg25299176	0.123397810133172	YWHAE	17	1303341
cg25299676	0.361767702782365	MET	7	116312739
cg25300386	0.521761129203925	COL1A2	7	94023988
cg25300941	NA	VPS4A	16	69344885
cg25301180	0.0211519447599383	ERC2	3	56502091
cg25302370	0.0463265243163743	C6orf165	6	88117530
cg25302419	0.0398006787178943	CTNND2	5	11904015
cg25303383	0.22061946459954	BCO2	11	112046403
cg25304860	0.02827250879978	C14orf166	14	52456445
cg25306170	0.610676210248588	NA	NA	0
cg25306927	0.0224943289325431	VSNL1	2	17721751
cg25307081	0.332095374171261	NA	NA	0
cg25307641	0.85687314689598	SURF2;SURF1	9	136222163
cg25307902	0.117102361979319	SNAP25	20	10199210
cg25308542	0.0893808981734211	MIR17HG	13	92000113
cg25309588	0.0370480427010027	ATP8A1	4	42659645
cg25310567	0.319599834408813	GALNTL5	7	151653890
cg25313204	0.589817858001848	SLC22A3	6	160768801
cg25314216	0.965585092117882		18	55301903
cg25315362	0.191874497850744	LSAMP	3	116164576
cg25316166	0.381392734589371	USP11	X	47092288
cg25316898	0.095461191370713	C18orf21	18	33552869
cg25317260	0.278426232458346	AIFM1	X	129300090
cg25322008	0.300317505160184	OR51E2	11	4719138
cg25322211	NA	TRIM65	17	73892982
cg25323711	0.0251801864580013	CLGN	4	141349096
cg25324046	0.0232500779530458	SRPK1	6	35889059
cg25325612	0.0134720648298444	ORC6L;VPS35	16	46723166
cg25327013	0.0263436557864359	ANG;RNASE4	14	21151223
cg25327247	0.0317223598142682	SH3GL1	19	4400302
cg25328975	0.71100702439158	NA	NA	0
cg25329939	0.017898023484754	RAP2A	13	98085947
cg25332298	0.315174728655506	ELAVL3	19	11592958
cg25335775	NA	MRPS14	1	174992314
cg25336198	0.487626537228654	INS-IGF2;INS	11	2182618
cg25336579	0.0168177440645461	PSAT1	9	80912260
cg25340056	0.00854267979602141	DPH1	17	1933471
cg25340403	0.371229330762082	LYPD3	19	43969650
cg25341032	0.255970409634454	ADD3	10	111766049
cg25341653	0.634778338779073	ELMO3	16	67233277
cg25341726	0.85847069864797	IL27	16	28518331
cg25344367	0.761884629996455	IRGC	19	44220337
cg25344639	0.0174580915020738	SEC14L1	17	75137144
cg25344672	0.617201713623902	C9orf171	9	135285207
cg25345005	0.0108126339444336	KTELC1	3	119187891
cg25345738	0.123370777612641	PWP1	12	108078835
cg25346576	0.0451390616870684	CCDC55;MIR423	17	28443852
cg25346972	0.0112253675551332	COX16	14	70826282
cg25349574	0.0183770770193115	CAMTA2	17	4891291
cg25350411	0.342692957144957	HYMAI;PLAGL1	6	144328917
cg25351036	0.0376558365200063	NIPAL1	4	48018582
cg25352650	0.0246837574717316	RRS1	8	67341099
cg25355065	0.0330947020150063	ARL3;SFXN2	10	104473629
cg25355803	0.688777692476478	MARVELD1	10	99473032
cg25356214	0.0405963388617324	POU6F1	12	51611871
cg25356886	0.519365002028173	CRYGD	2	208988967
cg25358289	0.126940049488181	CD14	5	140012728
cg25358938	0.0405907503748409	TMEM66	8	29940886
