Hybridization REF	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05
cg19762747	0.084794674995736	CRX	19	48325089
cg19763279	0.020331985832541	HPSE	4	84256190
cg19763281	NA	NKAIN1	1	31662035
cg19764399	0.0228901591752609	MED4	13	48669116
cg19764407	0.0230264121534792	NA	NA	0
cg19764418	0.526376157335406	RYR2	1	237205098
cg19764436	0.0435410375453694	RTDR1;GNAZ	22	23413260
cg19764555	0.314421216608364	AHNAK	11	62315119
cg19766460	0.0245485260463697	UMODL1;C21orf128	21	43528205
cg19767249	0.0373240733552462	DCPS	11	126173637
cg19769182	0.0230684005390048	PRRT2	16	29823868
cg19770955	0.599184477270322	COG5;DUS4L	7	107203448
cg19771482	0.0170973768966664	BNIP2	15	59980968
cg19771541	0.31131215603997	MID2	X	107069417
cg19771589	0.256137890778262	PEG3;ZIM2	19	57349815
cg19774122	0.341741505061624	NA	NA	0
cg19774491	0.0193818759948745	NA	NA	0
cg19776090	0.348763921810988	NA	NA	0
cg19776201	0.0354942783863405	ZNF132	19	58951434
cg19776453	0.845734649823397	CEACAM1	19	43033801
cg19777470	0.0204537299812552	CRABP1	15	78633455
cg19777783	NA	SLC15A4	12	129309376
cg19778698	0.0939924824784509	MAFK	7	1570060
cg19779211	0.0559312012078669	KCNQ1	11	2465491
cg19780563	0.606445602642131	EXOC6	10	94594494
cg19781053	0.0237928052974328	TJP1	15	30114912
cg19781133	0.0348950313414517	KCNH2	7	150674980
cg19781251	0.976173914573179	PEG10	7	94294278
cg19782075	NA	BCDIN3D	12	50237049
cg19782598	0.596074136785897	NA	NA	0
cg19783114	NA	TP73	1	3569046
cg19784449	0.0465313486301663	WASF2	1	27816456
cg19784470	NA	OR7C2	19	15052011
cg19784477	NA	TFPI2	7	93519401
cg19786920	0.0981608677144876	NSUN7	4	40751770
cg19787037	0.526750677739443	NA	NA	0
cg19789466	0.0307078426640566	OAS1	12	113344923
cg19789505	0.822906315350552	OBSCN	1	228394509
cg19790294	0.302561270687545	CYBA	16	88717755
cg19791253	0.0354687148986742	ATP2B4	1	203595809
cg19791277	0.0071183440881708	KHDRBS3	8	136469780
cg19793718	0.0223389365376463	DHX37	12	125473601
cg19794490	0.0366775160209924	NCOA6	20	33412943
cg19795898	0.241813633625582	KIAA1984	9	139693196
cg19796273	0.012551618189274	MYO10	5	16936868
cg19797376	0.622870160253379	TAL1	1	47695475
cg19797659	0.0637733301710387	OAZ2	15	64995138
cg19798224	0.928262852459922	C14orf68	14	100789509
cg19799744	0.0356250548125566	ENPP5	6	46138963
cg19800926	0.0113337704160778	RELT	11	73087939
cg19801560	0.989930230569698	HIST1H4G	6	26247253
cg19803671	0.0184274035846456	UBE2E2	3	23245422
cg19803984	0.0597665007755585	SNRPN	15	25068790
cg19807685	0.940962037981821	HSD17B2	16	82068980
cg19812619	0.939822981374696	NA	NA	0
cg19814116	0.0509154395125904	KCNAB2	1	6086448
cg19815139	0.0288770694966103	C14orf133;AHSA1	14	77924143
cg19815376	0.109236624120182	FLJ34503	6	114225306
cg19815589	0.86280863890719	SHANK2	11	70709062
cg19815720	0.803699107383878	HTR3C	3	183770650
cg19815904	0.0933224989970958	SEMA3C	7	80548307
cg19815928	0.0154946697791898	ATP6V0D1	16	67514524
cg19816938	0.0146488599359186	ABR	17	1082526
cg19817399	0.0156581950193165	CYP1A1	15	75018674
cg19819571	0.0380800816944253	KIAA0174	16	71929055
cg19819891	0.0131590327899369	MYST1	16	31129424
cg19822214	0.0319789653195561	CNOT3	19	54641139
cg19823847	0.901976954514491	KIAA1244;PBOV1	6	138539706
cg19824325	0.0737416160007105	SETD6	16	58548873
cg19824362	0.00994456183066935	NR2C1	12	95467522
cg19824441	0.853954244994895	GPR182	12	57388312
cg19826026	0.0715134747465181	ARHGDIB	12	15114393
cg19830147	0.0243737381494362	MCM3APAS;LSS	21	47649323
cg19831077	0.657711232412667	WDR86	7	151107924
cg19831369	0.0999060221857071	HPS4;SRRD	22	26881026
cg19831575	0.0701375809171939	FGF4	11	69590090
cg19832597	0.016406152577052	GARS	7	30634132
cg19832721	0.848141003149392	KIAA1267	17	44249866
cg19835478	0.0654684713058136	COL6A1	21	47401109
cg19836199	0.372910265975948	RUNX1	21	36421941
cg19836283	0.0244107856477358	ITGA11	15	68724690
cg19836808	0.0167869517928655	NA	NA	0
cg19837131	0.0772315153237629	NA	NA	0
cg19837751	NA	CECR5;CECR4	22	17645416
cg19837824	0.0372372167786609	TSC2;NTHL1	16	2097351
cg19839588	0.0324417881247554	TRERF1	6	42419466
cg19839691	0.0114274374395806	KIAA0101	15	64673790
cg19840387	0.0233843543623045	CCDC148;PKP4	2	159314016
cg19840532	0.028630490999132	OMA1	1	59012661
cg19841506	0.0466775504770446	ZMYND15;CXCL16	17	4642056
cg19843036	0.0161995929133572	TMEM144	4	159131516
cg19843429	0.00933646843158245	OSBPL3	7	25019751
cg19844287	0.0133341203556975	NA	NA	0
cg19845843	0.560940518088109	BEND2	X	18239282
cg19846131	0.0284849547814861	CREBZF	11	85375464
cg19846927	0.0414902053467852	MRPL44	2	224821935
cg19847271	0.0246583289950703	PRIM1	12	57146332
cg19848683	0.061390141570323	MECOM	3	168864048
cg19850163	0.047821858645327	AGFG1	2	228336753
cg19850348	0.0157993403148554	PYGO1	15	55880997
cg19850370	0.740344253971682	SLC4A4	4	72205104
cg19850406	0.125319090123319	RNFT2;C12orf49	12	117174732
cg19851137	0.0573894937680799	IDH3B	20	2645051
cg19853229	0.0101081977096095	PLEKHG2	19	39903895
cg19853494	0.0645346360651046	SELL	1	169680613
cg19853703	0.0257350358051427	APOL6	22	36044792
cg19853760	0.0257201651682532	LGALS1	22	38071677
cg19854301	0.461820485264609	CDH13	16	82671450
cg19855618	NA	ZNF623	8	144731579
cg19856444	0.159698168290963	SLC39A12	10	18241116
cg19856594	NA	SAGE1	X	134975921
cg19857457	0.114071199107039	RPL17;SNORD58A;SNORD58B	18	47018947
cg19857537	0.0166480302078397	FAM118B;RPUSD4	11	126081181
cg19857538	NA	COQ4;TRUB2	9	131085530
cg19857541	0.274513538235327	MORC1	3	108836800
cg19859270	0.792325795173393	GPR15	3	98251294
cg19861697	0.0672886043537426	DMTF1	7	86782611
cg19862344	0.597498479051459	RHAG	6	49605181
cg19863003	0.015342900333971	REEP5	5	112257612
cg19863405	NA	ACTL7B	9	111619070
cg19863740	0.668372888340805	PARVG	22	44576869
cg19863773	0.928627324736595	OXER1	2	42991905
cg19864851	0.0341370579929227	SEC24C	10	75503847
cg19866103	0.029099224528482	NICN1	3	49466612
cg19867899	NA	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3	5	140345819
cg19868691	0.397556926962333	WNT10A	2	219744597
cg19868730	NA	POPDC2	3	119380012
cg19869139	NA	OPRD1	1	29138077
cg19872681	0.716235378389068	SLC7A7	14	23284518
cg19872814	0.0118076344501082	PLAA;IFT74	9	26947503
cg19873701	NA	PSG9	19	43773649
cg19873785	0.034825863099774	ZNHIT1;PLOD3	7	100861253
cg19875047	0.0156232910066561	ANKRD42	11	82905709
cg19875216	0.00883040802284297	SRPRB	3	133524841
cg19875656	0.973438844697671	PRSS50	3	46759096
cg19876444	0.383350521229584	NA	NA	0
cg19876838	0.722611231349687	KCNJ14	19	48958664
cg19881177	0.00963631059868297	ZNF367	9	99181234
cg19881895	0.93284033143997	SLC43A3	11	57195540
cg19882093	0.954749687932035	GGTLC1	20	23969397
cg19883905	0.0714789926112434	CIDEA	18	12254024
cg19884262	0.141359102247856	FOXI2	10	129535968
cg19884600	0.291235394580929	PYHIN1	1	158901938
cg19884658	0.284388229353971	KLHL21	1	6664268
cg19885761	0.155309220904467	CPLX2	5	175223646
cg19886179	0.0265023871725516	PSMD14	2	162164993
cg19889584	0.885591784204284	NA	NA	0
cg19889780	0.0353829752860689	SPR	2	73114144
cg19890739	0.48429728960182	GINS2	16	85723539
cg19890858	0.0122754844717229	TRABD	22	50624742
cg19891733	0.054238120161777	ATP5J;GABPA	21	27108257
cg19894943	0.0630864927481326	TXNDC12;KTI12	1	52499579
cg19895197	0.0125199917449183	C17orf37	17	37887061
cg19896198	0.362929725910202	TNFRSF8	1	12123262
cg19896347	0.905288678823161	DNAH10	12	124265002
cg19899621	0.0201425402520065	ZNF561	19	9731817
cg19899882	0.0123557543229689	FOXQ1	6	1313495
cg19902569	0.0279583477162291	AHNAK	11	62313929
cg19903229	0.860252580171527	C14orf105	14	57960650
cg19903333	0.0773561852879366	ATP6V0B	1	44441367
cg19904463	0.315609573296327	FABP5	8	82192606
cg19904653	0.0741291718308647	BRF2	8	37707692
cg19905251	NA	SLIT3	5	168728495
cg19905754	0.00636900409444112	ANKRD37	4	186317888
cg19906397	0.017311032944456	SMARCB1	22	24129020
cg19906550	0.332065930486662	NA	NA	0
cg19906926	0.112405336299671	KLHL5	4	39045816
cg19910382	0.81543929272542	FABP1	2	88427561
cg19911362	0.0265236760633862	USP8	15	50716322
cg19912436	NA	PALM	19	708918
cg19913889	0.0090713904227411	TMEM150A	2	85830136
cg19914607	0.115050432419859	SLC38A3	3	50242505
cg19914751	0.0274447208682756	QARS	3	49142572
cg19917856	0.217545108279536	NCCRP1	19	39687963
cg19918758	0.0301197196903736	VAV3	1	108508113
cg19921353	0.0657520948802822	HLA-DPB1	6	33043574
cg19921389	0.95149166406867	GP9	3	128780164
cg19921492	0.26623326330011	NA	NA	0
cg19921776	0.0142208540798799	EDEM3	1	184724497
cg19923326	0.308012762814464	KCNQ1	11	2828778
cg19923810	0.941086714293247	KLHL17;NOC2L	1	894954
cg19928046	0.181713323539944	CD74	5	149792249
cg19928247	0.352781392694285	TCEAL1	X	102883794
cg19928450	0.0523875733154451	HOXC12	12	54348629
cg19930802	0.607519775798888	ATP10A	15	25972474
cg19931106	0.0661882457809244	CCDC75;HEATR5B	2	37311892
cg19932177	0.0789145891831802	RFC3	13	34392073
cg19935424	0.101033474909218	NA	NA	0
cg19937039	0.839579529640189	SERPINA10	14	94759767
cg19939627	0.0785067759425328	EME2;MRPS34	16	1823875
cg19939660	0.0119360447055332	C19orf36;MOBKL2A	19	2097096
cg19941758	0.0123127441920225	CCDC90B	11	82997468
cg19944367	0.963066830514909	RGS3	9	116223775
cg19945840	0.674622136764	SDF4;B3GALT6	1	1168036
cg19946699	0.297328192756765	SH3BGR	21	40817645
cg19947621	0.913435125877846	KIF24	9	34263021
cg19948014	0.015708317621518	SOD1	21	33032656
cg19948393	0.807413929210347	ANKRD33	12	52281810
cg19948397	0.00997374020067309	C11orf61	11	124670177
cg19949137	0.262304385445765	HTATSF1	X	135579980
cg19949550	0.64254352711932	ASB2	14	94423704
cg19950767	NA	TPTE2	13	20110871
cg19951443	0.0207741458887434	C9orf46	9	5437593
cg19953406	0.0179552101799334	KLK7	19	51487360
cg19954000	0.206040155023244	FGF1	5	142065671
cg19954739	0.0423809907139414	ZMYND19	9	140485596
cg19955257	NA		19	699032
cg19955521	0.134843232048142	WDR37	10	1102667
cg19957727	0.00992424264617284	TBCCD1;DNAJB11	3	186288330
cg19959519	0.0313694295557626	NF1	17	29422806
cg19961382	0.0637046609934052	RANGAP1	22	41682542
cg19961522	0.89081947585713	MYLK2	20	30407388
cg19963522	0.550043238544047	IPCEF1	6	154677796
cg19963797	0.428337250526589	ALG13	X	110924467
cg19964192	0.973968111625004	MAGEA10	X	151307053
cg19965511	0.0177441656486935	HCRT	17	40336475
cg19965810	0.510431919009718	KCNH7	2	163695793
cg19966618	0.0183810928886513	THYN1;ACAD8	11	134123407
cg19968631	NA	GLRA3	4	175750792
cg19969873	0.0304994245630259	NPPC	2	232791083
cg19970051	0.0114304235567162	NA	NA	0
cg19971655	0.940998353906956	BSND	1	55464927
cg19971804	0.169242851674497	MORN2;DHX57	2	39102883
cg19972619	0.0961556380818712	MYC	8	128747979
cg19972859	0.0140086058838728	PURA	5	139494006
cg19973135	0.0121603878634887	MARVELD3	16	71660103
cg19973884	0.0453161083036448	ZDHHC12	9	131486216
cg19974223	0.828834132570291	ANKRD33	12	52281676
cg19976011	0.0203088352753738	SEP15;HS2ST1	1	87380779
cg19976467	0.0273873632206897	TMCO4	1	20126168
cg19977912	0.0132506127634194	PIGQ	16	619814
cg19979773	0.95276597000385	FCN3	1	27702651
cg19979896	0.780702026091765	RAET1E	6	150212118
cg19981839	0.0297827218120157	CD2BP2	16	30366847
cg19982860	0.744290882528487	NA	NA	0
cg19984039	0.354755014913753	NA	NA	0
cg19985911	0.866400092592947	AVIL	12	58209674
cg19986872	0.00688277896906022	ACSL6	5	131347773
cg19987219	0.96696134893541	KNCN	1	47016749
cg19987840	0.0150852847953973	SPATA5;NUDT6	4	123844099
cg19988449	0.538613270289055	BNC1	15	83952808
cg19994834	0.356663219016949	GRIA3	X	122318040
cg19995014	0.0154659627511316	APLP1	19	36359772
cg19996355	0.0430146388615315	PBX4	19	19729375
cg19998328	0.189320489040442	YIPF2;C19orf52	19	11038320
cg20000468	0.0536381262119865	IFNAR2	21	34601686
cg20001829	0.0405769349462259	TMEM25	11	118402342
cg20002248	0.0179700809477242	ACN9	7	96747288
cg20006825	0.0180388763663597	PTMS	12	6874964
cg20008332	0.0147425660707533	SOX11	2	5833169
cg20009671	0.00926634057083593	YY1	14	100704671
cg20010396	0.0166251879531585	ZBTB22	6	33285827
cg20010565	NA	C2orf60;C2orf47	2	200820801
cg20011134	0.35368719234629	DDO	6	110736422
cg20011352	0.524317609838273	GPR124	8	37655269
cg20011794	0.0352285934529045	KCTD17	22	37447915
cg20011833	0.053926396111903	LYRM2	6	90348585
cg20011974	0.0229037811419955	EIF2B2	14	75469661
cg20015689	NA	SEMG1	20	43835190
cg20015855	0.977269076759863	CORO2B	15	68937562
cg20016416	0.952623547296031	SPTBN2	11	66489521
cg20016845	0.0145950997059219	CXXC1	18	47814312
cg20016874	0.00815302096362845	MAPK1IP1L	14	55518446
cg20017147	0.306538822961936	NA	NA	0
cg20017995	0.186754328327927	SNORD24;SNORD36B;MED22;RPL7A;SNORD36A	9	136216076
cg20018806	0.271371837161873	TCN1	11	59633874
cg20019546	0.195735745455414	SFRP4	7	37955824
cg20021244	0.0120434972357389	APBB3;SLC35A4	5	139944115
cg20022122	0.925310791703155	GCKR	2	27720122
cg20022511	0.0462485556927853	ISG15	1	948740
cg20022541	NA	FAM181A;C14orf86	14	94385395
cg20023231	0.111565105852167	HS3ST2	16	22825282
cg20023578	0.0307860811107993	TCF7L2	10	114709626
cg20025656	0.139307422348517	ACTA1	1	229570230
cg20025970	0.64267727522614	ABCC9	12	22089560
cg20028291	0.0119722177672553	BCAS4	20	49411856
cg20028470	0.715329246397506	UCN	2	27530829
cg20029201	0.0950124921777014	BCL9L	11	118781813
cg20029652	0.27968467006181	PGBD1	6	28249545
cg20030243	0.0122389030843849	F2R	5	76011643
cg20030671	0.0117196577337402	FBXO28	1	224301701
cg20033731	0.0199707397373027	CACNA1C	12	2161371
cg20033864	0.0101437464677715	NA	NA	0
cg20034100	0.657474107019508	RNF217	6	125304496
cg20035459	NA	CLDN6	16	3068707
cg20041257	0.026276798936669	DNM2;MIR638	19	10828819
cg20041381	0.0175293594592023	C1orf27;MIR548F1;TPR	1	186344125
cg20042228	0.083416576718464	NOTCH1	9	139439761
cg20043466	0.0419070131662013	PLK1S1	20	21106097
cg20044189	0.0074639554802623	SPRY4	5	141704548
cg20047055	NA	KLRC1	12	10608067
cg20047230	0.0653453565391349	CP110	16	19535092
cg20047732	0.0175485239710767	TTC14	3	180319890
cg20050012	0.0293937675590993	KIAA0100	17	26971809
cg20050113	0.106438017637061	SLC9A2	2	103236861
cg20050826	0.694608577455872	KRT72	12	52995295
cg20051033	0.0734714505632541	CPNE9	3	9746059
cg20051177	0.927245911481469	TCF20	22	42612320
cg20051589	0.130313050239859	DLG3	X	69664482
cg20052411	0.0172583497225024	RCE1	11	66611241
cg20052718	0.0458077263970265	TWIST1	7	19156902
cg20053158	0.0205906548796904	ASCL1	12	103351206
cg20053799	0.0089267622820288	CYTH2	19	48972338
cg20055101	0.555622511500547	ZSCAN10	16	3142645
cg20057066	0.0241411737419689	NCRNA00173	12	116971500
cg20059151	0.0745351847687202	SLC44A3	1	95286311
cg20059312	NA	NGEF	2	233877857
cg20060451	0.0146218974432874	MAML1	5	179159945
cg20062122	NA	CLCN5	X	49833742
cg20063650	0.754510876277633	ZNF645	X	22290920
cg20065832	0.0767839922333231	POU3F4	X	82763518
cg20066612	0.0707266000023034	KCNJ9	1	160050948
cg20066677	0.946210062883032	CHFR	12	133424420
cg20070077	0.0094874834047152	GADD45G	9	92219995
cg20070090	0.225898822812262	S100A8	1	153363489
cg20073553	0.802527312219532	NKX3-2	4	13545291
cg20074048	0.0310070586366673	SECISBP2	9	91933147
cg20074371	0.00859108759486813	STT3B	3	31574495
cg20074593	0.873558206647643	GPR17;LIMS2	2	128403286
cg20074795	0.0374769003652977	KDELR3	22	38864244
cg20075229	0.944758772395305	NA	NA	0
cg20077393	0.0146909947335828	CGN	1	151483425
cg20080624	0.773177677396343	DLX5	7	96651111
cg20082357	0.00785379759594598	ATP6V0A1	17	40611017
cg20082641	0.950499476524478	PAQR5	15	69590255
cg20083676	0.544341035842737	C9orf47;S1PR3	9	91605999
cg20083730	0.0134299745354363	MT1E	16	56659724
cg20083871	0.0131677154902722	ACAD9	3	128598559
cg20084646	0.0065531167717898	C19orf53	19	13885320
cg20085077	0.502844309794053	ARMCX4	X	100740421
cg20088535	0.0093530499782557	PLK4	4	128802013
cg20088913	NA		12	10107302
cg20088964	0.736167899806514	HMGA2;RPSAP52	12	66217432
cg20089715	NA	CACNB1	17	37354769
cg20090467	0.466428149503384	NA	NA	0
cg20090497	0.579162284213815	TAS2R9	12	10962437
cg20091107	0.00608115029926719	ATL2	2	38604853
cg20091959	0.535216070691187	L3MBTL	20	42142451
cg20092036	0.0693088033857999	UBE3B;KCTD10	12	109914141
cg20092677	0.0115973426190631	NA	NA	0
cg20092728	0.578510416251724	SLC5A12	11	26744467
cg20095338	0.0445654214697163	NAP1L1	12	76478402
cg20095587	0.349931030618028	TREM2	6	41130718
cg20096208	0.0194379326781056	CWC15;KDM4D	11	94706512
cg20097268	0.0114646610704767	HBXIP	1	110950612
cg20098118	0.445639807418878	LOC100133957;UXT	X	47518769
cg20098478	0.414641444533611	WIF1	12	65515862
cg20098659	0.525853359248385	CLEC9A	12	10183364
cg20098887	0.0173147957767804	RAB32	6	146864520
cg20099806	0.119691802631964	CCDC47	17	61849988
cg20100381	0.0251007045366168	NAE1	16	66864408
cg20102673	0.400757402380237	KCNH3	12	49933539
cg20103201	0.061337676536096	PANK4	1	2458021
cg20103550	0.701826958216517	FSCB	14	44976457
cg20103758	0.647099805621904	SLC27A6	5	128300696
cg20104688	0.0229664579581529	TK1;AFMID	17	76183078
cg20104776	0.583157305632386	LDOC1	X	140271176
cg20109151	0.0181716088321325	NIPSNAP3A	9	107509821
cg20112035	0.0485410143940787	TATDN3;NSL1	1	212965051
cg20113732	0.0105381230943368	NELL1	11	20691180
cg20114394	0.880784447827415	FSTL1	3	120170441
cg20116574	0.0216402330387044	NCOA5	20	44718168
cg20117778	0.0129564107776007	TAF12	1	28969554
cg20118424	0.970069734998666	ABCB11	2	169887275
cg20119015	0.0505755454068988	ARAP2	4	36245632
cg20119051	0.332984537731818	NA	NA	0
cg20119635	0.135085113667667	DYNLT3	X	37707074
cg20119871	0.61011077078836	ATP10A	15	25972400
cg20120491	0.305936939561599	DMC1	22	38965934
cg20122476	0.0459495803280393	PITPNA	17	1465162
cg20122491	0.0157147508439382	ZKSCAN5	7	99102313
cg20123891	0.066203384787679	NXPH3	17	47653646
cg20125091	0.75051459543802	GFI1	1	92952641
cg20125159	0.0460529717012704	TXNDC12;BTF3L4	1	52520593
cg20126106	0.093054745347406	TAGLN3	3	111718135
cg20126158	0.0277295850521793	MARCH6	5	10353332
cg20131596	0.812291453768105	PAM	5	102201128
cg20131685	0.0195523724142154	LLGL1	17	18128578
cg20131968	0.140523283735539	CCDC47	17	61850012
cg20133313	0.0156499514410891	CYB5R1	1	202936090
cg20134151	0.41181571198471	PPP1R14C	6	150463500
cg20134215	0.809731399034026	MCHR2	6	100441407
cg20135306	NA	SAFB2;SAFB	19	5623027
cg20139214	0.0318724132676582	TADA2A;ACACA	17	35767334
cg20140452	0.0418594801393613	NR3C2	4	149363715
cg20141013	0.0113319104439426	C16orf72	16	9186050
cg20141751	0.00921307442671644	GLT8D1;SPCS1	3	52740234
cg20141916	0.0162588072897366	PLEK2	14	67878973
cg20142224	0.0128137232466538	DOK4	16	57520176
cg20143092	0.0529589713077161	CD44	11	35160330
cg20145360	0.789984887950485	NA	NA	0
cg20147100	0.0159893656787535	C19orf6	19	1020733
cg20149493	0.00952337379886461	PDCD5	19	33071876
cg20149766	0.012489018105367	POLS	5	6714666
cg20149998	0.0377567228696084	CHCHD8;PAAF1	11	73587608
cg20150565	0.104354591838229	C20orf199;ZNFX1	20	47893859
cg20150743	NA	ZNF3	7	99679295
cg20154346	0.331997856235665	RAI2	X	17821097
cg20158248	NA	ABCC1	16	16042956
cg20158826	NA	CCDC87;CCS	11	66359489
cg20159072	0.0254298214781896	SLC25A20	3	48936248
cg20161089	NA	IFI27	14	94577514
cg20161179	0.599081769218342	MSX1	4	4863282
cg20162076	0.77282141762175	LY86;LOC285780	6	6588089
cg20162146	0.910814232897447	MCM5	22	35795394
cg20162159	0.017448282739011	MON1A	3	49967065
cg20162599	0.855879166388192	FERMT3	11	63990138
cg20163033	NA	FAM193A	4	2627194
cg20163288	0.023586187610516	GJC1	17	42908052
cg20164558	0.0372272411016596	PPP2R5D	6	42952124
cg20164720	0.0143178761359079	AGTRAP	1	11796063
cg20166532	0.0516497980112311	S1PR1	1	101702782
cg20166783	0.0103461750499881	RFC1	4	39367943
cg20168375	0.0244641302549703	NA	NA	0
cg20169062	0.792467717554242	HSPB3	5	53751411
cg20171451	NA	CSTL1	20	23420109
cg20172280	0.0271654013430931	OLFML2B	1	161993542
cg20173259	0.0241750880944266	LHB	19	49520930
cg20175449	0.0652287809562126	MPZL3	11	118123099
cg20176532	0.0220110676967577	ZNF256	19	58458979
cg20176648	0.448554462477944	AQP1	7	30951064
cg20176989	0.433529429835007	KIR3DL2	19	55362650
cg20178764	NA	GFRA3	5	137609835
cg20179697	0.255978970065086	NA	NA	0
cg20180148	0.0131327226425205	DNM1L	12	32832336
cg20182358	0.0142813719649586	MLF1	3	158289061
cg20184165	0.00757516769008592	NAA15	4	140222646
cg20185083	0.441289793488752	SERPINB9	6	2904005
cg20188282	0.140936708488632	GTF3C5	9	135906200
cg20189782	0.938020491691561	CYFIP2;C5orf40	5	156772757
cg20189937	NA	ATP5S;L2HGDH	14	50780124
cg20191453	0.913023925189273	AMT;NICN1	3	49459855
cg20193288	0.011000829976447	TMED1	19	10947021
cg20193716	NA	MGAT1	5	180229067
cg20195812	0.03839322193829	STAT4	2	192015677
cg20199333	0.914584374515122	F2	11	46740790
cg20199629	0.0246146899670247	SAMD14	17	48207508
cg20200335	0.93388898631575	KRT74	12	52967554
cg20202438	0.811280449069903	NPPA	1	11907986
cg20203395	0.215168198885037	C5orf35	5	56204925
cg20203596	0.0307896742070498	AMDHD1;CCDC38	12	96337004
cg20203792	0.0300609058039518	PACRGL	4	20701925
cg20206574	0.0499485228108103	NA	NA	0
cg20207753	0.0858721157927473	NA	NA	0
cg20209009	0.153075738219096	TBX21	17	45811322
cg20210637	NA	SNPH	20	1246100
cg20216130	NA	C9orf91	9	117374308
cg20216935	0.0177616408089659	TGFBR2	3	30648407
cg20217872	0.756198781893219	NAV3	12	78224480
cg20218060	0.0093890921445912	CLK1	2	201729279
cg20222911	0.0225115535347664	MTA1	14	105886024
cg20224517	0.019433767857357	THUMPD2	2	40006561
cg20225275	0.0191265532386488	ATP6V0E1	5	172410975
cg20225681	0.909876272020252	CILP	15	65503447
cg20225889	0.0291169710155776	ZBTB22	6	33285470
cg20225915	0.17622514328285	LRDD	11	805726
cg20226593	0.876838816386512	NA	NA	0
cg20226764	0.521372920719887	MLN	6	33771931
cg20227165	0.585359374643467	PRDM11	11	45115819
cg20227213	0.162524093481267	GOLGA4	3	37284559
cg20227766	0.0221013518086119	IFI6	1	27998703
cg20228512	0.00753050023136284	PCGF2	17	36904069
cg20229788	0.0845055510349958	FNDC4;GCKR	2	27718498
cg20233029	0.039959149411858	B4GALNT2	17	47209827
cg20234170	0.034446194354864	CAT	11	34460107
cg20234959	NA		1	236237760
cg20235051	0.0125011471249131	C17orf82	17	59489852
cg20239740	0.018239213860921	SYT5	19	55690495
cg20239949	0.0369034091867425	NSMAF	8	59572638
cg20240860	0.0805460528292755	ACCS	11	44087423
cg20241335	0.0311802558159594	NUPL1	13	25876335
cg20244073	0.0882186059798753	MID1	X	10851627
cg20247048	0.0700807702467456	FLJ32065	17	62972358
cg20247102	0.0185483024942576	RASA2	3	141206102
cg20247600	0.064919015492367	NFE2L2	2	178129336
cg20249919	NA	PCSK6	15	102029706
cg20251973	0.0172213904025454	CENPO;C2orf79	2	25016338
cg20252016	0.00661294397252648	CDCA5;ZFPL1	11	64851499
cg20253551	0.0170210017513668	ESR1	6	152129400
cg20253700	0.112188409456692	TSC2	16	2099508
cg20254231	0.0206210485528424	WDR33	2	128569115
cg20256494	0.0564452264383436	CABP7	22	30116439
cg20256783	0.942281340252178	KRT75	12	52827847
cg20259398	0.0152592315063647	CDCA7L	7	21985277
cg20259534	0.0147248142992611	BUB1B	15	40453036
cg20261167	0.88197404399722	SPP1	4	88896942
cg20261915	0.142823943389396	GLP2R	17	9729424
cg20263942	0.0576336469761632	GOLM1	9	88714961
cg20264534	0.0187094122368757	CCDC97	19	41816349
cg20264731	0.0252502632219843	POLB	8	42195644
cg20264732	0.0708151031500691	ESRP2	16	68269763
cg20267005	NA	TYROBP	19	36400049
cg20268522	0.165274125073778	NCAM1	11	112832152
cg20269537	0.0508578139354242	ATXN10	22	46067074
cg20269976	0.0276307988108658	GAA	17	78074920
cg20270599	0.0381945857742393	LEPREL1	3	189838996
cg20271396	0.0189287624176361	TSEN15	1	184020713
cg20273774	0.0614318669124905	GNB2L1;SNORD95	5	180671298
cg20275133	0.0844045024737404	MRPL20	1	1342361
cg20275344	0.449076486780427	RAB9B	X	103087153
cg20276750	NA	PPM1M	3	52279555
cg20277250	NA	NSA2;GFM2	5	74061999
cg20277416	0.813671212233414	TM7SF2;C11orf2	11	64879061
cg20277670	0.988784994053906	HRH2	5	175110375
cg20278498	0.0258142610938116	RPUSD4;FAM118B	11	126081648
cg20279283	0.792546610466294	GATA4	8	11566863
cg20281815	0.973967178903896	PSCA	8	143761508
cg20282199	0.0778306367925341	SEC13	3	10363027
cg20283107	0.735985650373061	FAM91A1	8	124788969
cg20284440	0.0103988214164452	FRMD6	14	52118688
cg20284673	0.148663001121953	STK19;DOM3Z	6	31940167
cg20286074	0.35151696311565	NA	NA	0
cg20286200	0.0423063160070764	EYA4	6	133562267
cg20287234	0.748561966353918	GPR55	2	231789465
cg20287640	0.0586942147964254	IRF1	5	131825644
cg20288630	0.0184739845407334	PDE5A	4	120550423
cg20289911	0.0648312806428353	FAM110A	20	816362
cg20289949	0.85569720779372	HAAO	2	43019614
cg20289988	0.0154338391454079	NFIA	1	61547758
cg20291049	0.518160004730531	POU3F3	2	105472217
cg20291222	0.0646169337712862	GLIPR1L2	12	75784541
cg20291674	0.0217199620835867	EZR	6	159240077
