Hybridization REF	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05
cg20401181	0.0215145013031512	SLC30A7;EXTL2	1	101361718
cg20401549	0.353261442381988	PRKY	Y	7141681
cg20401945	0.268859993965577	ASPHD1	16	29912460
cg20402382	0.0605029609203158	APEH	3	49711530
cg20404387	0.357185304755726	FAM43B	1	20879296
cg20406374	0.0675562908546884	SQSTM1	5	179248352
cg20406482	0.396350416240967	KCNH4	17	40333521
cg20406878	0.665138401447822	NR5A2	1	199996237
cg20411654	0.0184561383367691	CLPB	11	72145355
cg20414506	0.924916134346067	CAMSAP1	9	138775936
cg20415809	0.0977640568180625	ITGA4	2	182321855
cg20416179	0.549759119647923	IYD	6	150690143
cg20416767	NA	TCEAL8	X	102510270
cg20419410	0.0121233663277913	INSIG1	7	155089803
cg20420254	0.0164153869216319	SMPD1	11	6411394
cg20420433	0.136250242965716	MNX1	7	156804561
cg20422318	0.320539324911933	MED27	9	134955070
cg20423977	NA	BACE2;PLAC4	21	42557641
cg20424530	0.0239307426036041	PUS7L;IRAK4	12	44152509
cg20425130	0.781902937716881	KLHL6	3	183273245
cg20425293	0.034121150371182	MRPL42	12	93861147
cg20426860	0.061339251014589	TMEM161A	19	19248839
cg20427865	0.274408216387976	CX3CL1	16	57406353
cg20427879	0.0975436915482943	MIR330;EML2	19	46142784
cg20429911	0.0275472326230301	LDHA	11	18416535
cg20430063	0.307444465026231	MSRB3	12	65672888
cg20430101	NA	NDUFB11;RBM10	X	47003160
cg20430816	0.0361790341942229	STBD1	4	77228354
cg20433014	0.0762238309957291	CYP1A1	15	75018583
cg20434811	0.0153887861059438	FAM194A	3	150421723
cg20436912	0.436827258361267	SEC14L4	22	30902642
cg20437604	0.139726121605674	ANXA9	1	150954554
cg20439022	0.58456541719681	SLC16A8	22	38478787
cg20441175	0.0136257393903608	DNAJC9	10	75007251
cg20442697	0.684891303900178	LRRC17;FBXL13	7	102553432
cg20442709	0.0448976369777467	NA	NA	0
cg20443314	0.293889386135573	VPS25	17	40925245
cg20444256	0.244019096127092	CKM	19	45826341
cg20447773	0.00987586002474393	C11orf61	11	124670426
cg20449692	0.216157804617443	CLDN11	3	170136920
cg20449833	0.0200710622592187	RHOQ	2	46770299
cg20450764	0.281399487794692	TSPAN7	X	38420326
cg20451369	0.0341851088624898	LOC219347;C10orf57	10	81838320
cg20451680	0.12952414636333	ESM1	5	54281336
cg20451718	0.0361288965806415	C21orf67;C21orf70	21	46360372
cg20451802	0.0299672289716515	EXOC4	7	132937811
cg20452583	0.0191556690678732	PMM2;TMEM186	16	8891910
cg20456055	0.0760345134015833	ABCB8	7	150725256
cg20458981	0.0319667708624891	NAA16	13	41885231
cg20461541	0.0306436917097879	PRKRIR	11	76092535
cg20466045	0.0801498670360306	CCT8	21	30445936
cg20466180	0.0866278983310523	SCHIP1	3	158991638
cg20468883	0.109291584163657	BNIP2	15	59982396
cg20469837	0.188527372929326	GALNT5	2	158114300
cg20470275	0.0123577011700037	SNX24	5	122180934
cg20472189	0.592213046578924	VENTX	10	135051475
cg20472433	NA	TKT	3	53289400
cg20473453	0.66842196613057	TMEM27	X	15683007
cg20476877	0.0216500955014608	ISCU;SART3	12	108956650
cg20477070	0.0214230784928589	ARG2	14	68086717
cg20477318	0.0311899716389345	TIMM23	10	51623047
cg20478514	0.0116359531761542	SCCPDH	1	246887464
cg20481343	0.0167079308880305	MAP7	6	136871089
cg20482071	0.0089339092343181	HEXB	5	73981186
cg20482364	0.0248059323818773	NACA	12	57118673
cg20483016	0.0366170242396285	TTC5	14	20774219
cg20483374	0.122144750075054	C1QTNF5;MFRP	11	119211646
cg20483763	0.994084186499744	CABP4	11	67223174
cg20484002	0.688806062649508	NA	NA	0
cg20484306	0.0176209041859307	MAP2K1	15	66679669
cg20484352	0.0540012428942287	FAM114A1	4	38869779
cg20485165	0.794861142481538	WFDC12	20	43753049
cg20488657	0.942345688057694	TFF3	21	43736926
cg20491707	0.144358426790408	PPYR1	10	47083283
cg20492121	0.0240487958508568	GLUL	1	182361258
cg20492401	0.0245757685062622	KIAA0195	17	73452580
cg20492869	0.049413263278524	TAF1A	1	222763419
cg20492912	0.448468061399226	UBE4A	11	118230053
cg20492933	0.0322450111950481	MRPL22	5	154320616
cg20495040	0.049094260002995	RAG1AP1	1	155107961
cg20496643	0.0231409104897971	RASL10B	17	34058597
cg20497627	0.0126752502125034	MTIF2	2	55496490
cg20498685	0.526182641071595	TWIST1	7	19156086
cg20500081	NA	FBXO24;LRCH4	7	100185177
cg20500126	0.931863749268289		17	3714258
cg20503117	0.0309763341894466	ARL8B	3	5164013
cg20503329	NA	COL15A1	9	101705792
cg20504202	0.524548004250804	TSR2	X	54467052
cg20506766	0.0227271434048362	MFN1	3	179065432
cg20506783	0.0295661920240896	ARHGAP22	10	49813412
cg20507276	0.466112837015687	OR2L13	1	248100600
cg20509080	0.0171409041550065	ARHGEF3	3	56835873
cg20512303	0.649581538784546	PDLIM4	5	131592959
cg20513206	NA	PLD3;C19orf47	19	40855502
cg20514061	0.436864254438679	MID2	X	107069338
cg20514617	0.317649002234518	NA	NA	0
cg20516209	0.61770612061282	EMILIN1	2	27301943
cg20518716	0.0149591685346049	EEF1G	11	62342076
cg20519035	0.954275245647629	FAM83H	8	144811238
cg20520365	0.942134949025605	NECAB3;C20orf144	20	32250069
cg20520725	0.326043871295879	HIST1H2BG;HIST1H2AE	6	26217564
cg20520888	NA	SPATC1	8	145086243
cg20523861	0.188023436314786	KLHL1;ATXN8OS	13	70682324
cg20524216	0.0457075095299135	C3orf75	3	47555100
cg20525378	0.0386789082886366	C1orf9	1	172501430
cg20525549	0.0269013603966233	CRLF3	17	29151924
cg20526800	0.652286754509108	FAM83C	20	33880825
cg20530056	0.168752864802691	IKBKE	1	206643377
cg20530223	0.0232334829179686	KLHL5	4	39047037
cg20530314	0.0328935325749599	NA	NA	0
cg20535085	0.772785591327789	SLAMF1	1	160616604
cg20535781	NA	CHFR	12	133465013
cg20536369	0.0399595648745879	TIMM13	19	2427244
cg20537325	0.935405985624512	MGMT	10	131348421
cg20537629	0.316814324708703	MAGI2	7	79083944
cg20537992	0.469045963500495	ZFPL1;CDCA5	11	64852354
cg20538819	0.0178647240451585	PTPN14	1	214724805
cg20540428	NA	PPP4R2	3	73045686
cg20540913	0.50487472548514	EDA	X	68836108
cg20541456	0.235278770605593	CYFIP2	5	156696520
cg20542190	0.136980913955596	LILRA4	19	54850619
cg20542800	0.838259690671942	NA	NA	0
cg20543416	0.0192226354214008	MMP25	16	3095676
cg20543571	0.917217837691932	C15orf43	15	45248878
cg20544605	0.175538378010866	SORBS2	4	186877497
cg20545295	0.033385603089072	GOLGB1	3	121468027
cg20546002	0.0233920248804194	COL23A1	5	178017376
cg20550118	0.113269029411391	CRABP1	15	78633662
cg20550520	0.0670240693554078	ARHGAP5;C14orf128	14	32545277
cg20551517	0.752525719798383	GIP	17	47046292
cg20552296	0.175651575983936	HPSE2	10	100995305
cg20555138	0.0581732007744754	RAP2B	3	152879629
cg20555481	0.0317537775169755	MRI1	19	13875430
cg20555507	0.0350846597136085	TRPM3	9	73736452
cg20556988	0.522523364615504	CCL1	17	32690127
cg20557037	0.020587146450002	COBLL1	2	165698099
cg20557104	0.0424347181207663	B3GNT8	19	41934313
cg20557202	0.197100338031282	SLC5A5	19	17982930
cg20557567	0.16164080602796	VPS52;RPS18	6	33239694
cg20559561	0.00991929971933547	RNF10	12	120972173
cg20559736	NA	CEACAM19	19	45174671
cg20566118	0.0269204616347668	TNC	9	117880556
cg20567721	0.068619421072717	CENPN;C16orf61	16	81040639
cg20570279	0.0620206495246992	ZNF259	11	116659129
cg20571908	NA	KIF20B	10	91461681
cg20572838	0.0497908260301352	EME1;MRPL27	17	48450745
cg20573242	0.0247922621343094	CCNA2	4	122745356
cg20573420	NA	ZNF792	19	35451129
cg20576002	0.605870151500269	GTSF1	12	54867653
cg20576510	0.95474582390567	PROM1	4	16077324
cg20576597	0.0197212463334423	C21orf29	21	46131668
cg20579480	0.403506954181768	APOBEC4;RGL1	1	183622007
cg20580177	0.525027415577023	LRFN3	19	36427779
cg20582779	0.194261377431985	HHIPL2	1	222721375
cg20582984	0.58225422527107	GNASAS;GNAS	20	57417233
cg20583073	0.797210979481147	S1PR4	19	3178759
cg20583316	0.0428150203037571	SERPINE1	7	100770476
cg20584011	0.324254530594093	ZDHHC11	5	851422
cg20585500	0.885681965586834	GPHA2	11	64703192
cg20586531	NA	PLSCR1	3	146263147
cg20587168	0.288474335032563	ACTL9	19	8808829
cg20587336	0.140051915547814	ARMC1	8	66546482
cg20587394	0.0212319915204602	HOXC13	12	54332209
cg20587543	0.0144375748351025	ABAT	16	8768110
cg20587968	0.671980584114697	UCN3	10	5406423
cg20588045	0.264809747774913	PCDH15	10	56561096
cg20588069	0.716066733835999	MSX1	4	4860439
cg20588892	0.0189099653944059	TMEM161B	5	87565114
cg20590849	0.00957595330467569	MIF4GD	17	73267439
cg20591405	0.0167228564918833	RAB6B	3	133614578
cg20592700	0.0806584828624757	WIPI2	7	5230083
cg20595215	0.0437519870397228	LMCD1	3	8543014
cg20595300	0.0329033687066964	UHRF2	9	6413167
cg20597908	0.0152679223698885	ARPC3	12	110888290
cg20598389	0.0607227312026775	C6orf89	6	36854046
cg20603424	0.0114398096983909	DDX31;GTF3C4	9	135545631
cg20603888	0.884318154670958	MYEF2	15	48470973
cg20609368	NA	HBD	11	5257253
cg20610181	0.766758811759431	CA9	9	35674000
cg20610545	0.0312250746618533	WNK1	12	861469
cg20611872	0.48958614971324	NA	NA	0
cg20612559	0.0251716631219509	LOC100306951;INPP5K	17	1419634
cg20612615	0.0119140723557018	PREP	6	105850408
cg20613151	0.013847681012989	TRIM25	17	54991064
cg20613889	0.296720624606149	FSHR	2	49381495
cg20614736	0.952871020939982	NA	NA	0
cg20615832	0.0880674970483947	PF4V1	4	74719172
cg20615951	0.00908088848478123	CNST;TFB2M	1	246730188
cg20616414	0.0700742269545223	WNK2	9	95947396
cg20616836	NA	AES	19	3064281
cg20617956	0.0222819052536186	C10orf58	10	82168530
cg20618842	0.0449443710450061	OLFML3	1	114521572
cg20622019	0.292922488687807	ADA	20	43279793
cg20622056	0.354813923351362	SLC7A3	X	70151134
cg20623943	0.0104343154724066	CMPK1	1	47799834
cg20624391	0.417425180051381	BVES	6	105584149
cg20625138	0.658622857554961	UTS2	1	7913667
cg20627106	NA	PDE6G	17	79624984
cg20627916	0.124463006256345	ESR1	6	152128328
cg20629089	0.0154719087659331	SAMD4A	14	55034451
cg20629097	0.019002920757992	EXO1	1	242011587
cg20630151	0.894148452449693	BPESC1	3	138823086
cg20630207	0.128123372809308	TECR;MIR639	19	14640235
cg20630386	0.649392269690726	NA	NA	0
cg20630567	0.0119651010130685	CCDC115;IMP4	2	131099794
cg20630655	NA	SNUPN	15	75918700
cg20632573	0.0398217918796251	SLC6A5	11	20621341
cg20633621	0.0205978219664293	GAS2L1	22	29702335
cg20633883	0.114901340707292	ABCC3	17	48712051
cg20633959	NA	NRF1	7	129250987
cg20634573	0.915395722187614	ADRA2B	2	96781407
cg20636078	0.0432461250246963	ATR	3	142298018
cg20637307	0.0127373979077257	ERBB4	2	213403960
cg20637800	0.011581328996211	BRI3	7	97911512
cg20638426	0.0211082175268531	ZNF14	19	19843991
cg20639263	0.0248450624340239	PNP	14	20937872
cg20640433	0.0670604038401025	LAMA2	6	129204206
cg20641280	0.579572136878924	LAGE3	X	153707793
cg20641580	0.0353144846611523	C22orf32	22	42476080
cg20641660	0.0541395368580369	C11orf30	11	76155487
cg20642765	0.0301803567395386	MLF2	12	6861825
cg20643362	0.00923325885240781	C19orf12	19	30206369
cg20643416	0.52688444668711	NA	NA	0
cg20644453	0.0119556096432473	C21orf59	21	33985338
cg20644981	NA	RPS3A	4	152020400
cg20645058	0.385086926817087	CLEC12B	12	10163532
cg20645065	0.409038445092752	ALPL	1	21836138
cg20645649	0.0198283153755572	RPL35	9	127624485
cg20646490	0.133778573188539	FOSB	19	45971291
cg20647137	0.92689700253746	AKR1D1	7	137761289
cg20647888	0.343141480019292	CCDC3	10	13043954
cg20648108	0.0231472498045691	CTTNBP2NL	1	112939192
cg20648149	0.832365142405627	SYNE2	14	64319089
cg20648463	0.044867563812147	HNRNPH2;GLA	X	100662775
cg20648827	0.0721921416461157	MAGEE2	X	75005028
cg20649047	0.0427311913660167	NUMB	14	73925161
cg20649991	0.486413078350401	LILRB5	19	54761127
cg20651453	0.0180419292489099	MAP3K6	1	27693398
cg20651681	0.0314615478487382	GRB10	7	50861418
cg20652640	0.0220464002169682	ZFPM1	16	88520056
cg20652889	0.0455636528861698	UNC84B	22	39151458
cg20654468	0.572671892158098	LPXN	11	58342997
cg20655010	0.01614766860294	PREPL;C2orf34	2	44589154
cg20655558	0.960408923568113	XPNPEP3;DNAJB7	22	41257839
cg20656116	0.0202924607020151	CD59	11	33757858
cg20657383	0.670723237375818	CEACAM1	19	43033362
cg20657421	0.715475145383804	NA	NA	0
cg20661303	0.679976628262849	LEFTY2	1	226129561
cg20663831	NA	GIMAP2	7	150383154
cg20663980	0.574855407065519	CDX4	X	72667070
cg20664201	0.481820559435772	INHBE	12	57849270
cg20664247	0.226139809699945	PEX10	1	2345475
cg20668607	NA	DNAJC11	1	6762257
cg20669525	0.0140781913505546	GPAA1	8	145137896
cg20670302	0.0130682888215433	PSTPIP2	18	43652172
cg20672044	0.936191952043987	HPR	16	72096498
cg20672744	0.0112510235273935	ERICH1	8	681352
cg20673075	0.0870538214658365	STK3	8	99838488
cg20673481	0.0195254317878204	KCNS3	2	18059454
cg20673611	0.0418309939076826	TM7SF3	12	27166943
cg20674521	0.715943654527603	KCNJ4	22	38850521
cg20674577	0.184571550773247	PHACTR3	20	58179540
cg20675440	NA	NIP7;COG8	16	69374895
cg20676303	0.778771496687807	GAGE5;GAGE12I;GAGE7;GAGE2A;GAGE2C;GAGE2E;GAGE8;GAGE4;GAGE2D;GAGE12F	X	49217045
cg20676475	0.35760232734197	LCE3D	1	152552494
cg20676542	0.0276977027980329	TRIM25	17	54991456
cg20678353	0.659988413860524	C15orf53	15	38988560
cg20681975	0.0146350430162721	CNPY3	6	42897059
cg20683151	0.926868710856038	TM4SF20	2	228243972
cg20684399	0.0133388923634823	PHF2	9	96338308
cg20684549	0.624841499843277	LPPR3	19	822842
cg20684973	0.232220208414244	TAF5	10	105127632
cg20687462	0.0146158340855582	CCDC102A	16	57570777
cg20688340	0.793816344469112	MMP21	10	127464237
cg20691408	0.0300507171082856	FADS3	11	61659465
cg20691580	NA	APOC3	11	116701044
cg20692181	NA	RETN	19	7733174
cg20692569	0.611036646419876	FZD9	7	72848481
cg20693880	0.0352225063399232	PSMB6	17	4699478
cg20695057	0.0250809696735566	TP53BP2	1	224034220
cg20695562	0.0276402703326841	USP33	1	78225636
cg20695587	0.253066864195168	TMPRSS11F	4	68995759
cg20696985	0.0245288096741286	SHF	15	45480429
cg20697204	0.934410947948755	C2orf61	2	47382593
cg20699736	0.0373242338062114	VAX2	2	71127226
cg20700904	0.0215554174603555	HNRNPH3;PBLD	10	70091499
cg20701850	0.0219354549924691	RECQL;GOLT1B	12	21655265
cg20702327	0.027492274736941	CSNK2A1	20	524484
cg20707333	0.977554181514886	PPP1R3D;C20orf177	20	58514079
cg20707345	0.975036292415421	PARD6A;ACD	16	67695867
cg20708411	0.01096056227321	CSNK1G3	5	122847581
cg20712430	0.0146975609410031	KREMEN2	16	3013923
cg20713333	0.0261934670677715	RG9MTD2;MTTP	4	100484892
cg20713492	0.356602108643709	AQP10	1	154293482
cg20714328	0.778868714334024	THBS4	5	79331850
cg20715219	0.0165877508787	DDX17	22	38902282
cg20715764	0.0230084591843355	ZNF264	19	57702697
cg20716064	0.0145763713496041	USP6NL	10	11652950
cg20716119	0.0882866574623566	CDH1	16	68771763
cg20716209	0.0248149650037809	STAT3	17	40541270
cg20716571	0.073901472766516	WDR37	10	1102456
cg20716945	0.0110659791548115	USP38	4	144106096
cg20717059	0.0275229484912459	FAM167A	8	11324817
cg20718816	0.280049669016427	LTBP2	14	75078842
cg20720686	NA	POR	7	75582881
cg20721467	0.556244612638618	MYST4	10	76597927
cg20723355	0.523688811198923	FBXO39	17	6679597
cg20724073	0.00963863724859014	MLX	17	40719654
cg20725021	0.478695063176122	MASP1	3	187009575
cg20727114	0.0301706389031913	CPT1C;C19orf76	19	50194120
cg20727362	NA	CYB5R3	22	43045952
cg20728496	NA	NADSYN1	11	71163555
cg20728639	0.46361800976114	ABTB2	11	34379053
cg20731798	0.01929716378494	C11orf74;RAG2	11	36616365
cg20732137	NA	GMEB2	20	62251227
cg20732367	0.073572314339782	LRRFIP1	2	238601467
cg20736065	0.0114751624826479	MSI2	17	55334276
cg20737712	NA	TBRG1	11	124492803
cg20739508	0.122436682314462	NA	NA	0
cg20739510	0.0425207775309564	PEX14	1	10534809
cg20740029	0.0410130086795445	SLC5A8	12	101603835
cg20743744	0.0388395524599282	C4orf42;CTBP1	4	1243849
cg20744464	0.0273869915071438	MFI2	3	196756875
cg20744809	0.0405245453385688	FTSJD1	16	71323116
cg20747455	0.902005813090207	MATN4	20	43933383
cg20748065	0.894667701839171	POR	7	75583421
cg20750215	0.219579056224052	JUNB	19	12901966
cg20751395	0.943622855889076	KCNQ1	11	2594153
cg20752438	0.0252574313852371	C9orf128;TMEM8B	9	35829112
cg20755353	0.11419795655477	SSU72	1	1510883
cg20757196	NA	SNORD60;TRAF7	16	2206320
cg20757526	0.014659343579622	DCXR	17	79995330
cg20757758	NA	PPCS;ZMYND12	1	42922000
cg20757912	0.0312507992136139	SSBP2	5	81047188
cg20758803	0.00907293805800981	MAGI3	1	113933172
cg20760063	0.343243202985006	NBR2;BRCA1	17	41277580
cg20761322	0.0463794374655066	CIB2	15	78423564
cg20764656	0.82618239531089	GPX2	14	65410479
cg20767356	0.977243280711929	HORMAD1	1	150693100
cg20767936	0.029262323153476	ASNSD1	2	190526040
cg20768743	0.817361662445449	CD226	18	67624846
cg20769102	NA	POLR2K	8	101162761
cg20769774	NA	CYLD	16	50775476
cg20769842	0.477179026155347	MKRN3	15	23810238
cg20770175	0.705720559222161	COL3A1	2	189839474
cg20770311	0.0131784024541879	SMPD1	11	6411396
cg20770803	0.0154889923980962	CNTD1;CCDC56	17	40950659
cg20771670	0.0302180778934813	PHLDA3	1	201438018
cg20772904	0.122919688048417	SHCBP1	16	46654722
cg20773127	0.204946835987044	ENPEP	4	111397155
cg20774846	0.643162794831067	DPYS	8	105479420
cg20775254	NA	PROM2	2	95940705
cg20775840	0.0508810124974236	G3BP1	5	151150431
cg20775959	0.0326010017256384	ARNT2	15	80696264
cg20776317	0.829137197841777	SNAPC4	9	139292793
cg20777437	NA	CDCP2	1	54619703
cg20778294	0.0182398079337766	PPRC1	10	103892833
cg20778669	0.962270155340979	MGMT	10	131355217
cg20779414	0.0223555005289951	STAT6	12	57505882
cg20780953	0.105418138766257	RAB3D	19	11450511
cg20781140	0.0362107286859926	GPR155	2	175352216
cg20781967	0.0961776744226458	NINJ2	12	772688
cg20782689	NA	OXA1L	14	23234972
cg20784775	0.229426316427914	TMTC1	12	29937585
cg20785344	0.0101324513785745	PGAM5	12	133287770
cg20786074	0.531549669741702	EFEMP1	2	56150255
cg20787196	0.041608366936838	ITPR2	12	26987031
cg20788083	NA	VPS33B	15	91566802
cg20789620	0.276763477133129	FSD1	19	4304334
cg20789691	0.877874986345697	RLN1	9	5340039
cg20789824	0.619313178785758	NA	NA	0
cg20790056	0.671666268805097	TMIGD2	19	4303012
cg20790540	0.673140921804671	PTCRA	6	42884350
cg20791593	0.67725349154406	NEU4	2	242751796
cg20791841	0.0194970199069513	MORG1;MAN2B1	19	12777736
cg20792062	0.263779909201183	KCNA5	12	5153288
cg20792294	0.089568697287172	IGF2AS;INS-IGF2;IGF2	11	2165425
cg20792833	0.778422463410946	PTPRCAP	11	67205195
cg20793071	0.114539624240867	C1orf83;TMEM59	1	54520450
cg20795401	NA	ITGA6	2	173291908
cg20795863	0.968873707151857	NEU2	2	233896119
cg20795913	0.549046393124213	MLX	17	40718830
cg20797216	0.118360242967003	FBN3	19	8212234
cg20797699	0.0252373497896746	LIMD2	17	61776851
cg20797766	0.0313072298834605	PRSS27	16	2770866
cg20798152	0.44708790096485	CARTPT	5	71014900
cg20801056	0.0274332418834929	MBP	18	74844767
cg20802051	0.032034118674209	AK3L1	1	65613403
cg20802392	0.733643382379203	CTSK	1	150780684
cg20803370	0.0503607927282288	PPOX	1	161136162
cg20804101	0.328494036447062	SLC6A13	12	371916
cg20804555	0.0335780300078593	GSC	14	95235869
cg20804821	0.470138057940551	NA	NA	0
cg20807545	0.125208376435114	ADAMTS18	16	77469538
cg20807701	0.0665768940393402	THAP5;DNAJB9	7	108209641
cg20808145	0.0135251361362956	KLC2	11	66025705
cg20811273	0.0476966911899984	CASP3;CCDC111	4	185570979
cg20811389	0.034994661781492	NA	NA	0
cg20811607	0.329229931419819	PPIL6;SMPD2	6	109760831
cg20812929	0.323077065301029	DHRS4L2	14	24458345
cg20813773	0.0276332878162987	C5orf36;ANKRD32	5	93953866
cg20815063	0.0649580298512159	ANKRD49;MRE11A	11	94227320
cg20816612	0.581012985766032	PHKA1	X	71933629
cg20821095	0.0190551664200686	FADD	11	70049116
cg20822579	0.178610774145395	RIPK3	14	24809073
cg20822628	0.358874332866166	GATA5	20	61041592
cg20824576	0.00880687858014518	CD47	3	107809695
cg20825323	0.392619941683539	IGBP1	X	69353047
cg20828084	0.557888198051547	KIAA1199	15	81070851
cg20830531	0.0172839802816618	SPATA5;NUDT6	4	123844416
cg20831492	0.0370871905451494	BET1	7	93633593
cg20831708	0.30662027963875	SEC31B	10	102279373
cg20832009	0.411243534485824	STARD8	X	67867718
cg20832020	0.441107816379491	TIGIT	3	114012912
cg20833786	NA	MRGPRX3	11	18141393
cg20835282	0.0210012806873458	C3orf62	3	49314454
cg20837735	0.264331279566041	SERPINB5	18	61144177
cg20839025	0.347173708747423	NA	NA	0
cg20839149	0.473143745863592	SH2D2A;NTRK1	1	156786601
cg20839219	0.0298560987942317	SLC39A6;ELP2	18	33710235
cg20840847	0.701728052599647	APBA2	15	29213626
cg20842040	0.470713306955542	PRPS2	X	12809608
cg20843052	0.0164693886024963	KIAA1841	2	61293725
cg20845050	0.134391352248034	ZNF7	8	146053666
cg20847746	0.306974210210918	S100A13;S100A1	1	153600865
cg20848130	0.786197820927261	GJC2	1	228337776
cg20849549	0.0308162798871652	PTEN;KILLIN	10	89623138
cg20849987	0.627884465513193	LUZP4	X	114524470
cg20850582	0.0342482209885812	LRBA	4	151936449
cg20850981	NA	ZNF323;ZKSCAN3	6	28322103
cg20851097	0.305258091510099	SPTB	14	65289835
cg20851245	0.958867442783324	STK36;RNF25	2	219538212
cg20852286	0.0394236290665792	NSUN3;DHFRL1	3	93781624
cg20853593	0.0352478461417868	NA	NA	0
cg20854748	0.043973595075073	PIP5K1A	1	151170914
cg20855303	0.367653715040032	REPS2	X	16965405
cg20855344	NA	NR1D2	3	23986090
cg20855565	0.0751471480779037	TRIM58	1	248020350
cg20856064	0.135055951334818	P4HTM	3	49027210
cg20856436	0.0271041486008379	RPS27A;C2orf63	2	55459612
cg20856834	0.364774878674313	OR12D3	6	29342522
cg20857253	0.475235253565538	TCP10L	21	33957290
cg20857455	0.0356224688167989	CPNE8	12	39300142
cg20857947	0.486891009797906	NA	NA	0
cg20858478	0.0310768313073312	NA	NA	0
cg20858526	0.635523634408114	CTRC	1	15765065
cg20859470	0.18304402011926	RPS27	1	153963593
cg20861607	0.080628644521217	CHRNA7	15	32323114
cg20862119	0.696065360503157	KRT76	12	53171017
cg20862496	0.884591482323498	SLURP1	8	143823734
cg20864636	0.886003980582377	GARNL3	9	130025713
cg20865068	0.0303042187213372	TM9SF2	13	100153453
cg20866788	0.0299253679540527	ARL1	12	101802016
cg20867633	0.191421606110157	GOLT1A	1	204183116
cg20868410	0.0152200028624046	HBEGF	5	139726466
cg20869203	0.193160254684369	LHFPL1	X	111923211
cg20869710	0.0227340389043455	PDHX;APIP	11	34938234
cg20870362	0.78177834395415	CCIN	9	36169175
cg20870559	0.163476588697199	OAS2	12	113416518
cg20872461	0.0109685786834365	RFC4	3	186524196
cg20876010	0.233674313349062	CACHD1	1	64971752
cg20877313	0.0143306496940837	GLS2	12	56881753
cg20878850	0.131200575652469	AR	X	66763685
cg20879768	0.943817281843509	KATNAL2;TCEB3B	18	44562136
cg20879959	0.0436686989999489	HLA-A	6	29910208
cg20880234	0.013483579906655	ZMYM2	13	20531619
cg20881054	0.0318358834410937	VASH1	14	77228508
cg20881888	0.051848647738308	ZMYND10	3	50383079
cg20881910	0.0562597005745997	NTM	11	131780332
cg20882852	0.0350027571900754	SERINC1;PKIB	6	122792503
cg20884362	0.169947710864678	C21orf67;C21orf70	21	46358702
cg20884697	0.0336198673859572	MANEA	6	96025221
cg20885089	0.0456869011581421	AMPD2	1	110162701
cg20886062	0.0271223156322992	DCI	16	2301787
cg20887241	0.803136962413593	HTR1D	1	23522636
cg20887455	0.0730393177090407	PHB	17	47491840
cg20888386	0.0166251934132048	CRYBA2	2	219858260
cg20888907	0.0401570147144552	LETM2	8	38244244
cg20890210	0.11675689624275	KCNB2	8	73450181
cg20891301	0.791949065957049	MSX1	4	4864711
cg20891917	NA	IFRD1	7	112064031
cg20892287	0.281795612817141	RICS	11	128893851
cg20893022	0.288100022606121	MIR7-3;C19orf30	19	4769214
cg20895028	0.68070043257215	CDH26	20	58533443
cg20895877	0.266237343323286	PRIMA1	14	94254586
cg20896197	0.0126360964823748	KIF20B	10	91461107
cg20897667	0.466301613667704	MIMT1;PEG3;ZIM2	19	57351213
cg20899053	0.0965530403173876	MNX1	7	156803197
cg20899321	NA	LRRC32	11	76380605
cg20900524	NA	PPT1	1	40563271
cg20902737	0.0969074994657838	CCDC103;EFTUD2	17	42976442
cg20903926	0.762622618282599	C1orf177	1	55271677
cg20904010	0.616475527720818	SYN3	22	33402393
cg20904141	0.0520297374541913	NA	NA	0
cg20906802	0.900436680769935	OPN5	6	47749786
cg20907471	0.195326820617631		20	21679525
cg20908204	0.0567519168794029	DMPK	19	46285434
cg20908993	0.225563216200212	EIF2S1;ATP6V1D	14	67826378
cg20909686	0.151272028563585	OVOL1	11	65554042
cg20910436	0.0327955414346782	P4HA1	10	74856386
cg20910746	0.131657390753205	BBOX1	11	27062416
cg20913782	0.0207628348231162	C1orf212	1	35325533
cg20914508	0.185651540872507	GAP43	3	115342333
cg20916483	0.0187760712027967	FAM160A2	11	6255841
cg20916523	0.683523525431134	VHL	3	10184584
cg20917484	0.0322186108882892	GAPDH	12	6644066
cg20918903	0.0264442452955686	KDM3A	2	86668501
cg20919133	0.163274955803639	NA	NA	0
cg20919556	0.0322690947238724	CNKSR3	6	154832050
cg20919799	0.110469831796232	CDKN1C	11	2906667
cg20922422	0.301782262362565	PCYT1B	X	24665669
cg20923575	0.0187646889277298	MTMR4	17	56596273
cg20924286	0.0739665901633185	CLDN11	3	170136159
cg20925178	0.122449609326412	CWF19L1	10	102027628
cg20925482	0.0154331261663723	C20orf111	20	42839882
cg20925811	0.762621515896495	MMP9	20	44638517
cg20925954	NA	DUSP5	10	112256640
cg20925955	0.945668886847545	TIAM2	6	155412182
cg20927059	0.0152356402415223	TFCP2	12	51567112
cg20930618	0.0125370774131083	VPS72	1	151162157
cg20931907	0.437229572542889	CXorf67	X	51149742
cg20932053	NA	CPM	12	69358093
cg20932765	0.0289137240640482	TRIM33	1	115054143
