Hybridization REF	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05
cg19109431	0.804047233961275	NFKBIE	6	44234511
cg19110355	0.0372173814420002	WWP2	16	69796693
cg19110523	0.0254643616079856	ADRB2	5	148206224
cg19110684	NA	HAVCR2	5	156536955
cg19111262	0.639497106948779	NA	NA	0
cg19112780	0.0194363993524363	PTPRU	1	29563147
cg19114595	0.587250406760731	DIRAS3	1	68515977
cg19118077	0.163360559110093	NA	NA	0
cg19118533	0.0266350015022285	TRAF3IP2	6	111927323
cg19118812	0.0226247431764533	ELMO1	7	37488438
cg19120125	0.807468592340958	TAS2R10	12	10978950
cg19120746	0.0208496565577655	TRIM45	1	117664515
cg19123107	0.122609005196014	C9orf7	9	136324577
cg19123863	0.0163888845219976	JUNB	19	12902675
cg19124998	0.0174858358161097	GLTSCR2	19	48248730
cg19125323	0.011906306406885	MIR636;SFRS2;MFSD11	17	74733470
cg19125606	0.749900086377247	AGT	1	230850299
cg19125999	NA	C1orf172	1	27287282
cg19128498	0.0170872109829046	FBXL5	4	15656874
cg19130550	0.0488562997583904	OLFML2B	1	161994277
cg19132372	0.815919884037464	GPR1	2	207079152
cg19132701	0.0105298682493316	CHMP6	17	78965457
cg19133618	0.0477380942483723	CDKN2B;CDKN2BAS	9	22008970
cg19133883	NA	NSFL1C	20	1447874
cg19133903	0.0169854003772649	AVPI1	10	99446953
cg19135706	0.0419615715371692	RAB3C	5	57878390
cg19135761	0.314477561855993	WDR8	1	3567214
cg19135982	0.0419743486612022	SKP2;LMBRD2	5	36151277
cg19136075	0.634852308829475	NBL1	1	19968885
cg19136717	0.029837210481138	ARIH1	15	72766740
cg19138060	0.862077357157727	WDR13	X	48455227
cg19138960	0.435468946216034	CD93	20	23066947
cg19139277	0.0165702302635067	ZNF395	8	28243953
cg19139729	0.565734182493582	SULT2A1	19	48389562
cg19140639	0.831760092871981	NA	NA	0
cg19141563	0.0129291193593925	PPM1E	17	56833253
cg19144013	NA	PIR	X	15511746
cg19145398	0.323873099900292	FOXS1	20	30433673
cg19147390	0.129356027158602	UHRF1	19	4911058
cg19147570	0.0308505247641819	C2orf86;MDH1	2	63815760
cg19148051	0.013283965555725	LRRC47	1	3713096
cg19149125	0.868345137431063	PROSC	8	37619350
cg19149454	0.0103279303868412	ADSL	22	40742374
cg19149785	0.707360362827044	KLK9;KLK8	19	51506273
cg19150884	0.0159817553684921	TSTA3	8	144699502
cg19154173	0.0137500000489018	TMEM116;ERP29	12	112451600
cg19154438	0.660501271205122	CKM	19	45825730
cg19155599	NA	PTGS2	1	186649153
cg19157069	0.0386582198385128	NA	NA	0
cg19157971	0.0183485350766851	RABIF	1	202858393
cg19159162	0.0120291718322582	HSPA1B	6	31795573
cg19160878	0.792740643414589	GTF3C3	2	197665024
cg19161333	NA	EIF3K	19	39110397
cg19162106	0.025506161210109	GPC5	13	92050991
cg19162158	0.112051659420771	NRG1	8	32405427
cg19166347	0.0435359911742279	SFRP4	7	37955598
cg19166626	0.0192170755486513	DNAJC3	13	96329925
cg19166875	0.126999273760653	MYOF	10	95241944
cg19167673	0.0416075852233421	PDGFB	22	39640835
cg19168338	0.116311981410092	CORO7	16	4465731
cg19168631	0.00769718239013557	DAAM1	14	59655243
cg19170321	0.896839720013231	GANC;CAPN3	15	42640316
cg19172575	0.49735927093063	GATA4	8	11567721
cg19175383	0.0196195507408595	JMJD4;SNAP47	1	227922838
cg19176447	0.140950289530252	NA	NA	0
cg19177941	0.364951993388838	ALDH1A3	15	101420185
cg19180541	0.856286073556957	NA	NA	0
cg19180828	0.359252993918085	RNF207	1	6265220
cg19182046	0.0331632919234478	FCF1;KIAA0317	14	75179862
cg19182048	0.0160806033749928	KLF13	15	31618604
cg19184518	0.0123727865731987	FAM151B	5	79783902
cg19184963	0.0269922621918103	MAPK11	22	50708639
cg19185384	0.00948031941761711	LOC100190939;TPT1	13	45914939
cg19186356	0.0754188316954718	ALDH2	12	112204327
cg19187185	0.0380748566522318	RRAGD	6	90122497
cg19187486	0.0120537721187075	ARID3B	15	74833838
cg19188060	0.0225950300615018	PSMD2	3	184017239
cg19188612	0.672070410101291	CTHRC1	8	104384291
cg19189291	NA		17	10571935
cg19190714	0.0121436718876973	GMPR	6	16238941
cg19191401	0.0252153879216827	SRGAP1	12	64238538
cg19191883	0.0188138386968426	C19orf56;MORG1	19	12780323
cg19192120	0.130681640461696	SSH3	11	67070517
cg19192316	0.95073886450912	SIRT1	10	69643020
cg19194454	0.0685772966356422	NQO1	16	69760878
cg19194595	0.570569449571935	PHF16	X	46771884
cg19195724	0.848569814297947		15	25287297
cg19196182	0.0285029736283195	IKBIP;APAF1	12	99038046
cg19196684	0.797634017852157	SLC1A7	1	53608037
cg19201019	NA	B3GNT8	19	41935185
cg19201477	0.0194533873581338	XPO7	8	21776851
cg19202384	0.53875660939926	PYCR1	17	79894511
cg19203504	0.208921225404425	RPE	2	210867411
cg19205041	0.79370534699168	PHACTR2	6	143929511
cg19205533	0.49383072951089	RERG	12	15373987
cg19206010	0.492190059172183	LOC100133957;UXT	X	47518849
cg19206150	0.0278752041791515	SNF8	17	47022499
cg19207856	0.0259759305462646	PIGP;TTC3	21	38444952
cg19208681	0.26811142219023	TEX14;RAD51C	17	56769628
cg19208897	0.0292495651692416	TMEM129;TACC3	4	1723620
cg19210770	0.196822690462059	ACCN4	2	220379091
cg19211800	0.248000281198211	MARCKS	6	114179013
cg19211827	0.0226042398054434	RNASE4;ANG	14	21152810
cg19213569	0.0190623191868634	NA	NA	0
cg19215261	0.980114539022297	SLC25A2	5	140684150
cg19216044	0.957433744934115	DCST1;DCST2	1	155005184
cg19216731	0.627554146057555	CSRP3	11	19223635
cg19216839	0.015428264727663	FANCA	16	89882934
cg19217872	0.0394780232945148	ZNF187	6	28234843
cg19219366	0.14207424444013	TRIM3	11	6495536
cg19219437	0.0216786624001532	PCOLCE2	3	142607715
cg19219503	0.884643035059192	ANKRD30A	10	37414802
cg19219920	0.0204456731111964	FAM53B	10	126433331
cg19220586	0.0219936451306298	CREG1	1	167522470
cg19220754	0.0149675177619926	TNPO1	5	72112588
cg19220825	0.135915689694736	AQP5	12	50353951
cg19221044	0.0196307427148583	TAP2	6	32806167
cg19221369	0.0285170676445699	TAF13	1	109618856
cg19221959	0.0606909937523733	PPP1R9A	7	94537347
cg19222480	0.0107995990253926	UBE2C	20	44441446
cg19223616	0.56248790693232	CLCN5	X	49834454
cg19224164	0.134345584208498	GRK4;NOP14	4	2966384
cg19224278	0.116830492479878	ALDH1A3	15	101419017
cg19224837	0.024330363899695	GSC	14	95236615
cg19226099	0.503699138770137	MC3R	20	54824085
cg19226593	0.0339909446937791	DCTN2	12	57940444
cg19228118	0.062726608530403	CSMD2;C1orf94	1	34631324
cg19229809	0.0157763162353609	ZNF267	16	31885194
cg19229991	0.77500045557932	RERGL	12	18242549
cg19230917	0.00998404878537824	C20orf24	20	35234226
cg19233472	0.547221319900697	FOXI1	5	169532752
cg19233923	0.0100324507711265	OTUB1	11	63753598
cg19234089	0.957216353784944	SART1	11	65728168
cg19234509	0.0197455143518312	BCAS2	1	115124245
cg19235307	NA	IFT122;MBD4	3	129160154
cg19236727	0.582700062574078	NA	NA	0
cg19236745	0.042913391104841	CSTF3	11	33182890
cg19237753	0.0601106634167218	SIRPA	20	1876215
cg19237879	0.268033311655356	SCUBE2	11	9113458
cg19238398	0.0706459409300416	DNAJC18	5	138775248
cg19238840	0.186711625730828	GP2	16	20339175
cg19239342	NA	REEP5	5	112258299
cg19240938	0.902159011327598	SLC22A18	11	2942036
cg19241311	0.525535440012443	DEFB123	20	30028893
cg19241744	0.0891125567571455	SLC29A3	10	73078790
cg19242268	0.647008017726101	TCEA2	20	62688573
cg19243777	0.0337252655921191	BHLHE41	12	26278767
cg19246110	0.011801112608985	ZNF671	19	58238928
cg19248557	0.0892230588903982	HLA-DRA	6	32407838
cg19250891	0.762158146564185	ATP1A4	1	160121412
cg19250907	NA	CPA6	8	68659328
cg19252175	NA	DDX60	4	169240076
cg19252956	0.365387174701562	DOCK8	9	273072
cg19254235	NA	RB1	13	48895173
cg19254558	0.0266121744264619	PARL	3	183602222
cg19255783	0.164712281162015	PLAC8	4	84035953
cg19255853	0.0116996270131167	LOC93622	4	6675611
cg19256236	0.159010608460906	KCNH3	12	49932216
cg19257200	0.768939157120587	SOX10	22	38380983
cg19257550	0.824788989428434	CA9	9	35673909
cg19258882	0.348684479967956	ERBB3	12	56472805
cg19258973	0.589184736638243	NA	NA	0
cg19259146	0.0164351726294533	RPS6KA1	1	26856420
cg19262019	0.021938481610339	HNRNPM	19	8510039
cg19264123	0.127290409628453	MOCOS	18	33767226
cg19264571	0.757354110515224	APCDD1	18	10454085
cg19267846	0.0149689598958087	PHOSPHO1	17	47307954
cg19273182	0.0145257390248295	PAPOLG	2	60983417
cg19275050	0.0810251528363808	HAS2;HAS2AS	8	122653619
cg19278165	0.0206727990716418	RCAN1	21	35986624
cg19278780	0.758544343681835	NA	NA	0
cg19278809	0.0137667483178641	KIAA0232	4	6785080
cg19279346	0.735787896597796	LILRB2	19	54785518
cg19279529	0.0118580891670077	USF2	19	35760554
cg19280014	0.0190122839921819	MTX2	2	177134307
cg19280776	0.0453371480759263	PAG1	8	82024586
cg19280968	0.174390933025149	PPP1R2	3	195270614
cg19282250	0.68497950439165	PRUNE2	9	79328522
cg19282452	NA		19	19855831
cg19282714	0.0174785698430563	PADI2	1	17445929
cg19282782	NA	IL27RA;RLN3	19	14141098
cg19283196	0.129993825928185	SLC10A4	4	48485233
cg19286604	0.376986731340504	FEZ1	11	125365138
cg19286986	0.0213974719829653	GPR162	12	6931017
cg19287114	0.0145859999720232	SLC44A1	9	108006611
cg19287277	0.010522286308873	MEX3B	15	82337812
cg19288520	0.0132267098247412	SLC25A32;DCAF13	8	104427260
cg19289461	NA	SEPT1	16	30394812
cg19290962	0.587481927463614	TMC2	20	2517613
cg19292008	0.0182610145890483	FOXE1	9	100615796
cg19292712	NA	SPAM1	7	123564194
cg19296958	0.892023029693513	RB1	13	48891270
cg19297232	0.625677078710889	SMPD3	16	68483021
cg19297688	NA	INSL4	9	5231360
cg19297823	NA	GCNT4	5	74327281
cg19298821	0.866867933668538	C5orf48	5	125967357
cg19301632	0.0418003282982952	OSBPL1A	18	21978109
cg19302283	NA	BTC	4	75720398
cg19304352	0.809976416242895	DEFA4	8	6796176
cg19304410	0.0447378624379237	CACHD1	1	64971188
cg19305227	0.72141614724894	SLC28A2	15	45544335
cg19306866	0.720933358632532		21	31970997
cg19306990	NA	MAPRE3	2	27192857
cg19307060	0.927094727647001	FAM10A4	13	50746150
cg19308222	0.321242364450375	EREG	4	75230391
cg19310430	0.0194269683891882	C11orf45;KCNJ5	11	128775026
cg19311602	0.0119672299616419	IWS1	2	128284023
cg19311812	0.0107772188913805	TAF7	5	140700259
cg19313758	0.00989951367625365	FAU;MRPL49	11	64889193
cg19317638	0.120835378099837	SFRS16	19	45542562
cg19317715	0.582796239621613	AOC2	17	40996578
cg19318326	0.0152396709187482	KIAA1919	6	111580704
cg19318511	0.0440768332891601	C9orf30	9	103189158
cg19319069	0.0457648978261821	UBE2H	7	129593010
cg19319490	0.00836980959247382	GUSB	7	65447113
cg19320612	0.829023004426724	SCN9A	2	167168190
cg19324027	0.0247438752393264	MRPL53	2	74699582
cg19324172	0.0302782280054653	PPID	4	159644759
cg19324313	0.908050419804064	PRDM2	1	14032204
cg19324627	0.824719651964473	APOA1	11	116708329
cg19324791	0.0172087451970911	CERCAM	9	131182496
cg19325985	0.344649354462224	HOXD13	2	176956761
cg19326876	0.0455268321749433	ATP10A	15	26107658
cg19327844	0.0112155283104916	APBB1	11	6440482
cg19328294	0.16961594969935	PRSS22	16	2908554
cg19329389	0.0390132212978206	TRIP4	15	64680051
cg19329556	0.0173807787810338	METTL6;EAF1	3	15469027
cg19332303	0.0235825394014998	COMMD2	3	149469910
cg19332710	0.0189049188111255	NA	NA	0
cg19335327	0.442378298433155	MIMT1;PEG3;ZIM2	19	57351642
cg19337279	0.964425453938057	MPL	1	43804317
cg19337295	0.0254702126231633	FAM48A	13	37633341
cg19339841	0.0103985550027871	CENPE	4	104119196
cg19339848	0.0321975049068975	MTO1	6	74170937
cg19342782	0.350929572515783	HHLA3;ANKRD13C	1	70821806
cg19343464	0.36916724192275	GRIA4	11	105481509
cg19345165	0.013022970445742	NDUFS3;KBTBD4	11	47600677
cg19345602	0.2973203540509	PATE1	11	125615388
cg19346193	NA	BCCIP;UROS	10	127513190
cg19346899	0.0236538819459502	NA	NA	0
cg19348001	0.015047057742567	PFKFB4	3	48594472
cg19350340	0.142893304750256	ASPM	1	197115964
cg19351638	0.46443035715338	AVPR2	X	153170390
cg19352038	0.487817349033883	PAX3;CCDC140	2	223164869
cg19352977	0.0133262653296139	AZIN1	8	103876467
cg19353006	NA	TUSC3	8	15397237
cg19355190	0.200636633130338	EGR2	10	64575798
cg19355685	0.00701140994801411	ZFAND2B	2	220071637
cg19355919	0.023855831823986	MRO	18	48346593
cg19356189	NA	KLK10	19	51524690
cg19356324	NA	PRMT7;SLC7A6OS	16	68345990
cg19357849	NA	ELAVL1	19	8071093
cg19357918	0.0182771486604317	STIP1	11	63953256
cg19358442	0.238351101331472	ALX4	11	44325687
cg19358493	0.0687507614689337	EMX2;EMX2OS	10	119300942
cg19362572	0.126240093416811	SHC4	15	49256042
cg19363546	0.0673689032076426	POU2F3	11	120110701
cg19364957	0.0154572601402258	GTF3C2	2	27579796
cg19366178	0.942841251076459	MYO5C;GNB5	15	52484857
cg19367388	0.0155212613270652	UBE2R2	9	33816707
cg19368582	0.650450634579634	MMRN2	10	88716646
cg19369556	0.157195654200427	CDH13	16	82661725
cg19369775	0.0168640824449663	MBLAC2;POLR3G	5	89770455
cg19370284	0.75311224677444	ZSCAN21	7	99647006
cg19370451	0.812578276425183	CRNN	1	152386561
cg19370515	0.0166989003981319	RBBP9	20	18477839
cg19371795	0.281550584197734	INSR	19	7295107
cg19372178	0.45699714909388	ANO7	2	242126680
cg19373170	0.0154635978488989	SFMBT1	3	53079105
cg19376794	NA	USP39	2	85843782
cg19378039	0.790758813861554	CRYAA	21	44589331
cg19378133	0.168102214083103	A2BP1	16	6068835
cg19379303	0.00892303590272174	RNASEH2C	11	65488190
cg19382175	NA	PDE6A	5	149324712
cg19382714	0.88899748067057	MOG	6	29624846
cg19383689	0.0272653474496268	WSB1	17	25621092
cg19384697	0.415810337097257	UPK3B	7	76139922
cg19385139	0.190846581900175	NA	NA	0
cg19388557	0.892799055309688	GPR174	X	78426877
cg19389852	0.110098624682669	TXNIP	1	145439013
cg19390148	0.0283621531372879	DDA1	19	17420389
cg19391527	0.34898791094929	PNOC	8	28173732
cg19392109	0.666523021503957	NA	NA	0
cg19392138	0.341870945537441	ZNF75D;ZNF449	X	134479169
cg19393006	0.257950490459577	TSC1	9	135820767
cg19393233	NA		7	64453002
cg19394196	0.0169442445921417	NA	NA	0
cg19394737	0.977451870597432	CCDC108	2	219892361
cg19395441	0.0290311716462422	C12orf43	12	121454451
cg19398446	0.0221800276272438	NUDT2;KIF24	9	34329521
cg19398783	0.0312649541959682	TLR10	4	38784578
cg19399100	0.795341288944293		4	70519695
cg19399532	0.426720989447727	C1orf220	1	178512495
cg19400725	0.0146687850056193	RILP	17	1552970
cg19400876	0.0138573016856132	LRRC42;HSPB11	1	54411017
cg19401923	0.0134790007962544	MRPL19	2	75873790
cg19402885	0.125714110693572	PTPRO	12	15475236
cg19403023	0.630099566769194	TESSP1	16	2848797
cg19403346	0.110473404563178	NA	NA	0
cg19403377	0.229274536870225	TMEM100	17	53800225
cg19404190	0.748805266716884	SPINK7	5	147692173
cg19404582	0.318859500744669	GRIN1	9	140032953
cg19404832	0.0630670609036607	TFAP2D	6	50681114
cg19404979	0.418716160266739	ELSPBP1	19	48498031
cg19407266	0.350711744909057	FAM123B	X	63425122
cg19407886	0.473447120316279	SLC38A5	X	48328287
cg19408398	0.489646795163184	FIP1L1	4	54243328
cg19409156	0.884200859644097	SLC24A5	15	48413040
cg19410364	0.727002256251186	P2RX4	12	121647217
cg19410841	0.376213237075262	NKAP	X	119077663
cg19412675	0.0588102504792593	SNX24	5	122181750
cg19413110	0.0410117482349705	POLR3GL;ANKRD34A	1	145470355
cg19418515	0.581401663027686	NA	NA	0
cg19418958	0.269606584260278	TEX15	8	30705886
cg19419801	0.0346570038416171	PI4K2B	4	25235712
cg19420968	0.880943439793735	HCRTR1	1	32084964
cg19421044	0.384844774893839	DNASE1L1;TAZ	X	153640306
cg19421752	0.239076454449174	SLC6A19;SLC6A18	5	1225224
cg19423014	0.0442473215584919	RNF152	18	59560091
cg19423196	0.207432407442634	MAT1A	10	82049429
cg19423311	0.266204509176563	IL21R	16	27413904
cg19425528	0.0220269688775901	INCA1;KIF1C	17	4901101
cg19426277	0.896743328651098	C7orf50;GPR146	7	1097382
cg19426827	0.368260439241545	ADSSL1	14	105191118
cg19427472	0.785033927652035	RB1	13	48892948
cg19427610	0.0858936633332295	WIF1	12	65515031
cg19428336	0.129943670099878	FAT1	4	187645448
cg19428417	0.494522484399969	RRAD	16	66959729
cg19428735	0.580533521779014	NA	NA	0
cg19430430	0.0584586195265393	COL5A3	19	10121323
cg19430897	0.0647529783929986	HIST1H2AB	6	26034145
cg19432434	0.0177356664996915	SIKE1	1	115323269
cg19432894	0.0145590829161737	DNAJA1	9	33025349
cg19433435	0.798328062954263	FEZ1	11	125366590
cg19434066	0.0171763259041564	ANAPC5	12	121790083
cg19434221	0.0278875008957773	ABHD12	20	25371822
cg19434303	0.0274496359233073	WARS;WDR25	14	100843067
cg19434936	0.0150283788392764	CCDC107;RMRP	9	35658452
cg19435264	NA	SLC6A7	5	149569537
cg19435409	0.0174790341544282	HIST1H2AL	6	27833121
cg19436567	0.0476942537160729	ARID1B	6	157099375
cg19437319	0.963544395861145	KIAA0196	8	126096148
cg19438514	NA	VSTM2L	20	36530920
cg19439331	0.0137192874874407	TET1	10	70320470
cg19439399	0.222352013545344	ELOVL4	6	80656595
cg19441691	0.360121199809038	MAOA	X	43515349
cg19445598	0.0147587514773493	UBA6;LOC550112	4	68566438
cg19447496	0.961947494937411	RB1	13	48891072
cg19447966	0.825975861518334	TEAD1	11	12785773
cg19448829	0.0200100138106266	UBR2	6	42531521
cg19448990	0.0176297742370271	TOB2	22	41842841
cg19450025	0.160817361762049	GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4	16	30206073
cg19451391	0.0289618054999277	NA	NA	0
cg19451466	0.0174672613061976	UHMK1	1	162467441
cg19452316	0.0198639453255062	RASSF5	1	206680966
cg19453250	0.209743602030444	SLC39A6;ELP2	18	33710783
cg19455368	0.01527240780262	ZNF587	19	58361294
cg19456540	0.234345197820016	SIX6	14	60976285
cg19459093	0.0240639652516027	HIST1H2AM;HIST1H2BO	6	27861078
cg19459675	0.0427453960805694	SC4MOL	4	166249239
cg19461344	0.0202448277023343	SLC30A3	2	27485922
cg19461621	0.160315157961669	COLEC12	18	500979
cg19461644	0.0685709877709248	COL15A1	9	101706617
cg19462352	0.371033944030117	PROCA1	17	27038664
cg19463518	NA	POLRMT	19	634035
cg19464016	0.0347273303754041	PRDM1	6	106533958
cg19464252	0.503915953336937	FBRS	16	30675233
cg19464944	0.395365007154426	NA	NA	0
cg19465374	0.781467535361964	AZGP1	7	99573278
cg19466563	0.687863771640474	SPARCL1	4	88450506
cg19467928	0.0165295263642325	NA	NA	0
cg19468534	NA	OIP5;NUSAP1	15	41623761
cg19469297	0.0270974487390948	TBRG4	7	45151440
cg19470701	0.00969989521763921	PPDPF	20	62152632
cg19471399	0.926730799819384	CCDC77	12	514252
cg19475870	0.549907792689067	CDH9	5	27038605
cg19478478	0.706924080249768	TRDN	6	123957927
cg19478743	0.0415645318682156	ZMYND15;CXCL16	17	4642647
cg19479366	0.0361658950246404	CDC6	17	38444623
cg19481052	0.450515802935972	PLP1	X	103032137
cg19481686	0.365272149584553	CDKN2BAS;CDKN2B	9	22005288
cg19481811	0.444403465128822	NA	NA	0
cg19481953	0.421430532978547	SRPX2	X	99898921
cg19482581	0.0204965566509873	ABHD4	14	23067335
cg19483159	0.0364430208025693	DYNLT1	6	159066182
cg19485804	0.788482397298744	NGEF	2	233878714
cg19486271	0.116904174345947	DDB2	11	47235900
cg19486673	0.202213026437937	LILRA2	19	55085018
cg19490266	0.0137155588268511	JTB	1	153949898
cg19491035	0.353313289842698	MANSC1	12	12502846
cg19496782	0.0271953596774614	GATA6	18	19749376
cg19497444	0.787236091365222	SLC22A18	11	2930794
cg19502744	0.311321430730662	SRD5A2	2	31805915
cg19504245	0.134853655771742	TNNT1	19	55660620
cg19504888	0.804017812927121	MFF	2	228191306
cg19506903	0.021441679098228	POLR1C;YIPF3	6	43484373
cg19507591	NA	CDCA5;ZFPL1	11	64850277
cg19510180	0.649400587244647	TMPRSS11B	4	69111580
cg19510484	0.0232303161932623	METAP2	12	95868044
cg19510604	0.880807579140835	CLK3	15	74901076
cg19510698	0.600512918979024	ALDH1A3	15	101421249
cg19510999	0.0121582626119722	CKLF	16	66586309
cg19511844	0.0560297205043693	ORMDL3	17	38084119
cg19512848	0.884030005597414	C14orf48	14	94463829
cg19514469	0.67536409638617	ELMO3	16	67233432
cg19514928	0.0186076429589436	TMEM56	1	95583636
cg19514961	NA	LENG8	19	54960460
cg19515324	0.0207042925922843	ASH2L	8	37963526
cg19515446	0.867238841494707	HIST1H1T	6	26108335
cg19515518	NA	TMEM80;DEAF1	11	694717
cg19516009	NA	SFTPC	8	22018080
cg19517291	NA	NMB	15	85201039
cg19517525	0.0185614174070786	ACTG1	17	79480921
cg19521927	0.701443506695139	PLA2G5	1	20395367
cg19522294	0.0261252880547446	PVRL3	3	110790583
cg19522332	0.0559734409624972	PIK3CA	3	178866004
cg19523029	0.0512340629583738	TLE4	9	82186884
cg19523692	0.458901093448744	ATP1B4	X	119495705
cg19524009	0.85315845524	NEK3	13	52735075
cg19524049	0.00818622590343874	NCDN;KIAA0319L	1	36023720
cg19525717	0.0783375123463662	PKIG	20	43160249
cg19526600	0.643346865872489	DIO1	1	54360115
cg19526626	0.076333122023472	ZNF491	19	11909408
cg19528976	0.168423989480135	C7orf52	7	100823280
cg19529363	0.0193177564856968	EBI3	19	4229509
cg19530885	0.572544281413981	SCGB3A2	5	147258132
cg19531130	0.440173282311613	KIAA1377;ANGPTL5	11	101786659
cg19531713	0.0559970754041293	BRCA1;NBR2	17	41277059
cg19532954	0.0341063150298034	ID3	1	23886409
cg19534879	0.0136525232343795	CXXC4	4	105412299
cg19534945	0.860116064680899	LCN12	9	139847558
cg19535609	0.169928863195183	LRRC43;B3GNT4	12	122687758
cg19536127	0.0148486133188277	CALM2	2	47404286
cg19537511	0.663785065705106	ARHGEF15	17	8213813
cg19538485	0.822397527101323	NA	NA	0
cg19538699	0.0112476102221879	SLC35A5;ATG3	3	112281021
cg19539004	0.434846534433853	LIF	22	30643376
cg19539519	0.947573686980332	PYY2	17	26553687
cg19540408	0.671948561881973	C2orf57	2	232456289
cg19545851	0.0126272110474223	HMMR;NUDCD2	5	162887280
cg19546781	NA	CCL17	16	57438715
cg19547629	0.0399743258317173	MYRIP	3	39851641
cg19548738	0.0267109923608483	FAM115A	7	143598702
cg19549068	0.0228918559443413	CLU	8	27472319
cg19552482	0.0250728911942664	ZNF691	1	43312486
cg19553056	0.0147485673629817	ZNF330	4	142142166
cg19553463	0.583047845779352	NA	NA	0
cg19553721	0.690880641647749	FAM106A	17	18429951
cg19554294	NA	VN1R2	19	53761868
cg19555986	0.166967604957497	MAP7	6	136872119
cg19556572	NA	AKNA	9	117156701
cg19557537	0.0140257839045225	CYP39A1;SLC25A27	6	46620673
cg19559392	0.0140071524725655	MORN2;DHX57	2	39103372
cg19560210	NA	PGBD5	1	230513337
cg19560287	0.18834356130811	GEMIN5	5	154318093
cg19560758	0.152012329620089	ERRFI1	1	8086721
cg19560971	NA	MFRP;C1QTNF5	11	119218238
cg19561186	0.618419174883635	NA	NA	0
cg19561774	0.789830471854326	SLC22A2	6	160679690
cg19562969	0.326070696631321	C20orf24	20	35233582
cg19564367	0.233584790859883	AFAP1	4	7941852
cg19564877	0.0220703083208203	NTN1	17	8925201
cg19566405	0.337429214731112	SLFN12	17	33759965
cg19567046	0.0151438731228605	VPS25	17	40925516
cg19568591	0.0816492156822252	FRZB	2	183731599
cg19569684	0.699517608316779	MGC29506	5	138726419
cg19570317	0.0124833727762623	MTA2	11	62368881
cg19570545	0.0262363965186872	PKP1	1	201252472
cg19570574	0.0383400819856161	THBS1	15	39872824
cg19571071	0.0510755842250438	GTF3C1;KIAA0556	16	27561715
cg19572242	0.281084982788392	IRAK1;MIR718	X	153285790
cg19572947	0.0153285729765615	DHX9	1	182808556
cg19573166	NA	SLC22A17	14	23822408
cg19573464	0.0127032098965235	KPNB1	17	45726674
cg19574488	0.101165426543481	FHIT	3	61236547
cg19574623	0.114747120314964	NA	NA	0
cg19576304	0.215910233858147	RAX	18	56940022
cg19576739	0.00903645903508022	TOP2B	3	25706456
cg19578398	0.0902257295533592	C10orf2;MRPL43	10	102747015
cg19579782	0.528872810143389	TRDMT1	10	17243880
cg19580810	0.577323821195835	RAB25	1	156031182
cg19584733	0.584265637912846	DENND4C	9	19298547
cg19584823	0.0154039886321642	KLHDC2	14	50235219
cg19584957	0.938134086337232	TTLL10	1	1114579
cg19585196	0.0176250097660721	ITGAE;GSG2	17	3626760
cg19585882	0.678391118631436	SSX1	X	48115024
cg19586576	0.0322457367097446	GJC1	17	42906845
cg19586645	0.0109037299530939	MIF4GD	17	73266642
cg19587401	0.0112026478407357	TMEM179B	11	62554900
cg19587887	0.878580638049095	PSKH2	8	87082065
cg19589427	0.777066165298663	TNFSF18	1	173019720
cg19591206	0.0151121403631695	SLCO2A1	3	133748809
cg19591588	0.0179532637518278	SACM1L	3	45730799
cg19591881	0.0638123164703437	CD34	1	208084640
cg19592945	0.650920648112077	P2RX6;MGC16703	22	21369610
cg19593572	NA	POLR3E	16	22308486
cg19594666	0.763624466756853	LEP	7	127881280
cg19594691	0.014643950655065	RHOB	2	20646743
cg19595170	0.0243563300001486	SRF	6	43139150
cg19596204	0.00994962569281847	ISYNA1	19	18548583
cg19596653	0.0147747056837215	WAPAL	10	88281865
cg19596755	0.0772802382536959	CPT1A	11	68609747
cg19598544	NA	TTYH2;MGC16275	17	72209156
cg19601035	0.279643937090831	COL2A1	12	48399140
cg19601328	0.625746074662008	MAP3K14	17	43368729
cg19603195	NA	STOML1	15	74284877
cg19604470	0.00916713759399211	CD81	11	2398856
cg19612574	0.895442313327319	MAPK8	10	49608952
cg19614321	0.258023232632136	RASSF2	20	4804581
cg19615059	0.104895009104194	TRPV4	12	110270919
cg19615614	0.0378894977444446	NA	NA	0
cg19616230	0.550888959159719	SLC34A2	4	25657429
cg19618706	0.507145969609496	BGN	X	152760906
cg19620294	0.299578227452623	TNFRSF11B	8	119964729
cg19622360	0.00766737768097791	MTR	1	236958982
cg19622372	0.850633436658521	NA	NA	0
cg19623751	NA	CEACAM7	19	42191563
cg19624775	0.0181228913411291	MORC3	21	37692840
cg19626078	NA	KNDC1	10	134973796
cg19629292	0.243834091261866	FEZF2	3	62358980
cg19630506	0.0185740964272916	SMTN	22	31477530
cg19630689	0.0658402805006602	SERPINA12	14	94984381
cg19632026	0.0102300823720982	CHCHD3	7	132766999
cg19632206	0.0569303940006968	FAM5C	1	190446756
cg19632760	0.420269315607108	XKR9;LACTB2	8	71581729
