Hybridization REF	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05
cg18881723	0.271423193671914	SLAMF1	1	160616870
cg18883209	0.877467378476195	PARVB	22	44394601
cg18884137	0.0303828745455939	CHRNB1	17	7348490
cg18884741	0.844015040047991	RABGEF1	7	66204797
cg18885299	NA	MBD3L1	19	8952874
cg18885346	0.912656540018217	PKHD1	6	51953114
cg18885999	NA	CMPK1	1	47799311
cg18886444	0.0343416739611892	USP4	3	49378032
cg18887228	0.851377721069443	PHF3	6	64356606
cg18888403	0.186579323882273	HMGCL	1	24152774
cg18888520	0.0186897543987605	ZSCAN18	19	58609806
cg18888595	0.0216575745962928	OTUD6B	8	92082609
cg18891387	0.0155496877032078	NDUFA11;VMAC	19	5903977
cg18891404	0.0223342919606162	ZC3H12A	1	37940488
cg18894878	0.869930273278401	MAEL	1	166958221
cg18895155	0.0152778899291046	ZNF498	7	99214691
cg18895413	0.0134778272129155	ALDH4A1	1	19228616
cg18895813	0.0240067062527499	ADAMTS5	21	28339705
cg18895972	0.143478776435322	NA	NA	0
cg18896539	0.0150664973823659	KAT5	11	65479495
cg18896687	0.0126756841175293	MAFK	7	1571125
cg18901940	0.864569348943307	MYPN	10	69869364
cg18901980	0.84361249086865	KRT25	17	38911540
cg18902090	0.598828619580708	PCDHA7;PCDHA12;PCDHA6;PCDHAC1;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHA3	5	140306249
cg18902203	0.967775570181048	TFDP1	13	114237578
cg18904346	0.0488742253923379	LHX2	9	126773656
cg18905252	0.702681212829831	NA	NA	0
cg18905952	0.0277247321514702	NRBP1	2	27651203
cg18906795	0.021600211466251	RANBP6	9	6015507
cg18907029	0.0132968328595682	SYNGR2	17	76165253
cg18908499	0.754106894771033	C1orf150	1	247712237
cg18909638	0.0426067102968315	MIPOL1	14	37666810
cg18910313	0.787316203497128	PPAN-P2RY11;P2RY11	19	10222409
cg18912933	0.68001050042077	NA	NA	0
cg18913171	NA	SLAMF9	1	159925416
cg18913951	0.978798226800047	TMEM45B	11	129685362
cg18915143	0.92525155179284	PDE6A	5	149323959
cg18915211	0.0753011559372373	PPHLN1;ZCRB1	12	42721010
cg18915437	0.00753639339040498	USP15	12	62654245
cg18917378	0.261221004685825	BCAS1	20	52687007
cg18919097	0.19374623817141	C3orf57	3	161090798
cg18920397	NA	LY9	1	160765805
cg18920846	0.788186251150314	ASCL3	11	8964505
cg18923230	0.298454202373947	RPL10	X	153626413
cg18925548	0.0183553400316753	MDK	11	46402535
cg18925884	0.0211368483670456		3	57204229
cg18928687	0.0115284363145287	DCUN1D5	11	102962862
cg18930892	0.891681733172737	RHOXF1	X	119250427
cg18931421	0.0212429142032321	MRTO4;KIAA0090	1	19577814
cg18931750	NA	ACTL9	19	8809345
cg18931815	0.114421226192535	COL8A2	1	36565772
cg18931888	NA	A4GNT	3	137851874
cg18931895	0.029983584573471	ILKAP	2	239112214
cg18932540	0.0122552235377587	STAG1	3	136471803
cg18934103	0.0133020888723428	SLC35F2	11	107729434
cg18934187	0.900937083884529	STARD6	18	51882189
cg18936744	0.0313735270791476	AK7	14	96858458
cg18937321	0.0220481838239217	SLC6A9	1	44497024
cg18938150	0.0121301496790127	LSM12	17	42144162
cg18938204	0.0719818165400681	EMILIN3	20	39994857
cg18939260	0.736242842727823	MTSS1	8	125741346
cg18940763	0.0713549235136555	XBP1	22	29197846
cg18942631	0.751084238795049	CASQ2	1	116311341
cg18943195	0.117175952417968	NA	NA	0
cg18943383	0.071994678690538	HIST1H3H	6	27777858
cg18943599	0.0106789945554169	SSTR2	17	71160892
cg18946226	0.706070984124991	MYO16	13	109248503
cg18946802	0.0172790741395772	LSM3;XPC	3	14220310
cg18947521	0.0161614856114696	H3F3A;LOC440926	1	226250437
cg18950617	0.0113511755836576	HMHA1	19	1066959
cg18951427	0.569841233940935	NA	NA	0
cg18952560	0.0337538828572287	NA	NA	0
cg18952647	0.214541038811668	BNC1	15	83953744
cg18953280	0.0328165568712059	TBC1D19	4	26585505
cg18954434	0.00922988780015678	CN5H6.4;GTSE1	22	46692881
cg18956095	0.0553433497456025	ZHX1	8	124287111
cg18956369	0.0132432048255675	NA	NA	0
cg18956481	0.4265947878929	CYP24A1	20	52790139
cg18958531	0.0380308077333904	PLIN3	19	4868079
cg18958584	0.0148890034378441	SHMT1	17	18266764
cg18959422	0.714238195727236	MYBPH	1	203145364
cg18959478	0.0357864642757841	PRKCDBP	11	6341349
cg18960218	0.728455846750154	SLC7A7	14	23285365
cg18962105	0.0161065377237759	RBM4B	11	66444806
cg18963171	0.70575153490862	C21orf121	21	43442940
cg18963330	0.0134793273718286	OAF	11	120081890
cg18963390	0.0127420877231873	CNBP	3	128902676
cg18963800	0.369971967101971	HSD17B7P2	10	38644991
cg18964732	0.0552861177851354	TMCO1	1	165737775
cg18966791	0.0521075337687124	NA	NA	0
cg18967533	0.199492064936532	KLK6	19	51472725
cg18967846	0.0577136215587956	CLDN12	7	90032535
cg18971054	0.255311333884753	MGAM	7	141695759
cg18971671	0.674451432878023	TULP2	19	49401721
cg18972811	0.205409027452309	SLIT2	4	20254736
cg18973389	0.059000566249051	NUP35	2	183988960
cg18977436	0.0885560525774586	FGF14	13	103054076
cg18978324	0.0132040816869565	RABGGTA	14	24740937
cg18979223	0.848280783797105	NA	NA	0
cg18979491	NA	LBP	20	36974445
cg18979762	0.91007936466139	EGLN1	1	231560395
cg18979819	0.0499744507399832	LMLN;IQCG	3	197686766
cg18982568	0.731325295152046	KRT77	12	53097169
cg18983672	0.93788354926094	FOXE3	1	47881256
cg18984151	NA	C3orf75	3	47555476
cg18984499	0.0184098809492531	RPL26	17	8286166
cg18986165	0.699515655294977	SIGLEC12	19	52005990
cg18986273	0.0679242403079487	FAM53C	5	137673771
cg18986332	0.00901679275863969	CLASP2	3	33759647
cg18986713	0.0135823571827278	LEPROTL1	8	29953064
cg18986964	0.108953371341443	ABL1	9	133589320
cg18987220	NA	RAB32	6	146864247
cg18988110	0.128895328295104	PRR15L	17	46035343
cg18988395	0.558274598240875	NA	NA	0
cg18989919	0.9315455569018	C3orf36	3	133648584
cg18992201	0.852900417042153	DPPA2	3	109035381
cg18992688	0.232079697669664	AVPR1B	1	206223241
cg18993334	0.0530689198593645	CCT3;C1orf182	1	156307348
cg18994063	0.374285421141999	TIMD4	5	156389699
cg18995088	0.0144061926838974	CXCL14	5	134914734
cg18996334	0.0161810146172129	CATSPERG	19	38826282
cg18996776	0.0255285171738757	KPNA4	3	160284003
cg18997129	0.151877002303918	EPHA1	7	143105850
cg18997662	0.0136518221667567	ZNF441	19	11877947
cg18997990	0.0521039908866187	SERF2	15	44084145
cg18999668	NA	SLC28A3	9	86983400
cg19000186	NA	CNGA1	4	47956011
cg19001226	0.124995592049246	HOXD1	2	177053345
cg19001490	0.0669339085836555	NA	NA	0
cg19001794	0.0147386620312217	HIC1	17	1958162
cg19002579	0.490341415650123	SMPX	X	21776218
cg19005210	0.827476506598483	TREML2	6	41168960
cg19005368	0.0207016712319529	PRRG4	11	32851950
cg19006008	0.25579097591365	F2RL3	19	16999768
cg19007602	0.0251662868364578	SOCS2	12	93963603
cg19007731	0.346887840943174	RUNX1T1	8	93107394
cg19008097	0.103530422692215	CD14	5	140012986
cg19008649	0.0863884608000939	IGFBP5	2	217560292
cg19008809	0.0133168342649691	SFMBT1	3	53080682
cg19009921	0.020697255122025	RAB34;SNORD42B;RPL23A	17	27046661
cg19011603	0.25379912195694	UPRT	X	74494066
cg19012475	0.0322348504413372	TOPORS	9	32552486
cg19014419	0.180291586266098	ZNF300	5	150284504
cg19016517	0.0207783854866999	TMEM147	19	36036881
cg19017177	NA	SYT3	19	51141227
cg19017193	0.013655593278127	VEZF1	17	56066027
cg19017420	0.0233382325957248	ARL2	11	64781299
cg19018097	0.0273104135533161	SNX32	11	65601328
cg19019972	0.012278821289781	MRPL37;CYB5RL	1	54665937
cg19020694	0.0160766117226066	GPN3;C12orf24	12	110906055
cg19021732	0.037602877627166	C15orf29	15	34502525
cg19023700	0.013929601736006	MKLN1	7	131012349
cg19025034	0.908597483606346	FUT2	19	49198900
cg19025723	0.014300873448475	ATPIF1	1	28562708
cg19026260	0.0254254330420641	CNIH2	11	66045351
cg19026306	0.0163674144550726	KIAA1539	9	35116525
cg19027571	0.0212634945305131	CHFR	12	133463885
cg19028160	0.0113444906491147	HDAC4	2	240322010
cg19028369	0.0426513738179445	C3orf19	3	14693598
cg19028804	0.011680196315388	TMEM183A;TMEM183B	1	202976344
cg19029220	0.0143475148831127	UGP2	2	64067822
cg19029454	0.012286746791356	RBPJ	4	26321352
cg19030554	0.134213934397299	NME3;MRPS34;EME2	16	1822289
cg19032144	0.0270539579178155	RPL31	2	101619151
cg19033555	NA	DEFB1	8	6736385
cg19034028	0.912957520764322	CDH3	16	68677364
cg19035457	0.135496563341188	TMEM165	4	56262833
cg19035993	0.94199501190619	C22orf30	22	32108701
cg19037167	0.0629570845790257	TLR2	4	154606177
cg19038228	0.0159493161875465	NDUFV1	11	67373977
cg19038540	0.0306032104951687	S1PR1	1	101701364
cg19042062	0.703554908317519	KCNJ2	17	68164784
cg19042947	NA	SERPINA4	14	95027441
cg19042950	0.331478268375356	IGF2BP3	7	23509770
cg19044630	0.031322956453346	PRUNE2	9	79521532
cg19044674	0.0594069481419107	LEPRE1;C1orf50	1	43232628
cg19046959	0.0425933902325875	COL8A2	1	36565856
cg19047670	0.774533116653722	CCND1	11	69461451
cg19049316	0.0568399395783283	FHIT	3	61237063
cg19051578	0.0129033023150055	DEPDC1B	5	59996328
cg19055231	NA	STAC	3	36422397
cg19055458	0.0258250221747903	MYLIP	6	16128933
cg19055639	0.268056605935214	ARMCX2	X	100914138
cg19056418	0.730702598664615	TMC8;TMC6	17	76127217
cg19058629	0.10302754414482	NA	NA	0
cg19058765	0.789662757045814	APOH	17	64226103
cg19061982	0.0171318156862892	POLR1B	2	113299409
cg19062098	0.0168879733644527	HNRNPA2B1	7	26239440
cg19062189	0.519849810950514	TMSB15A	X	101771625
cg19063397	0.0894156907779972	POLD1	19	50887127
cg19063972	0.42823103807682	SOX21	13	95364908
cg19064258	0.630515911344469	HS3ST2	16	22826117
cg19067730	0.391221663234176	CTSA;NEURL2	20	44518824
cg19070338	0.0191892950251086	ASNSD1	2	190526263
cg19070798	0.0159110271849755	ANKRD54;MIR658	22	38240558
cg19070873	0.0567427517291778	C14orf132	14	96505448
cg19070899	NA	FAM160A2	11	6256665
cg19072037	0.0134435800707259	NAT10	11	34127281
cg19073614	0.014743195782529	TBC1D17;AKT1S1	19	50380660
cg19075838	0.0175002698338276	EPS8	12	15941986
cg19078186	0.0167000954699691	CPNE3	8	87526527
cg19081759	0.00768146969711817	YWHAQ	2	9771089
cg19082446	0.0671641129208797	NA	NA	0
cg19088651	0.0829524472092633	BRCA1;NBR2	17	41277213
cg19091474	0.0197807321500255	NEO1	15	73344252
cg19091641	0.944977335808719	ZP2	16	21223674
cg19093820	0.0724271904811414	GPR156	3	119963208
cg19094438	0.368345141751548	BCAR1	16	75286009
cg19096034	0.0293079867379952	LRPAP1	4	3533527
cg19096475	0.576151043110826	ASAM	11	123066529
cg19096540	NA	CDKN2AIPNL	5	133748191
cg19098268	0.638169657662754	ZIM2;PEG3;MIMT1	19	57352269
cg19098314	0.052147489758565	GOSR1	17	28804347
cg19098826	0.0196967525062989	BIRC6	2	32581711
cg19099213	0.233387619168543	SPP2	2	234958715
cg19099850	0.0169887097847677	LGALS3	14	55595958
cg19100810	0.0162195056322405	RPL32;SNORA7A	3	12882968
cg19101893	NA	CCDC23;ERMAP	1	43283862
cg19102858	NA	COPS8	2	237993901
cg19103609	NA	PKN1	19	14543524
cg19103704	0.202437709942794	FCGBP	19	40440963
cg19104072	0.00743861948888361	B3GNT1	11	66114776
cg19105504	0.103762973380395	MS4A15	11	60524472
cg19105690	0.0107048554792509	PLA2G15	16	68278969
cg19107595	0.605319565248888	PEG10;SGCE	7	94285642
cg19108718	0.0325159936877117	RFESD	5	94982330
cg19108785	0.0180480288753796	CEP72	5	612011
cg19109050	0.648220609722939	OBSCN	1	228396098
cg19109431	0.627341037676799	NFKBIE	6	44234511
cg19110355	0.0480676996869198	WWP2	16	69796693
cg19110523	0.0133330119082878	ADRB2	5	148206224
cg19110684	NA	HAVCR2	5	156536955
cg19111262	0.27913325903065	NA	NA	0
cg19112780	0.0134342546692916	PTPRU	1	29563147
cg19114595	0.70559701898637	DIRAS3	1	68515977
cg19118077	0.189233237649854	NA	NA	0
cg19118533	0.0367630710777549	TRAF3IP2	6	111927323
cg19118812	0.194483810866471	ELMO1	7	37488438
cg19120125	0.743420902619064	TAS2R10	12	10978950
cg19120746	0.0286621643635433	TRIM45	1	117664515
cg19123107	0.0487048368185515	C9orf7	9	136324577
cg19123863	0.0216099558763124	JUNB	19	12902675
cg19124998	0.0205303928582919	GLTSCR2	19	48248730
cg19125323	0.00973368919783538	MIR636;SFRS2;MFSD11	17	74733470
cg19125606	0.245329661123106	AGT	1	230850299
cg19125999	NA	C1orf172	1	27287282
cg19128498	0.0245840927843646	FBXL5	4	15656874
cg19130550	0.0249768966779233	OLFML2B	1	161994277
cg19132372	0.828896949155451	GPR1	2	207079152
cg19132701	0.011814658556997	CHMP6	17	78965457
cg19133618	0.0240087580124896	CDKN2B;CDKN2BAS	9	22008970
cg19133883	NA	NSFL1C	20	1447874
cg19133903	0.0144396590314855	AVPI1	10	99446953
cg19135706	0.0574343268949668	RAB3C	5	57878390
cg19135761	0.837955600971235	WDR8	1	3567214
cg19135982	0.0352471880217896	SKP2;LMBRD2	5	36151277
cg19136075	0.798475666973889	NBL1	1	19968885
cg19136717	0.0418667397388643	ARIH1	15	72766740
cg19138060	0.682857804490818	WDR13	X	48455227
cg19138960	0.709312696407021	CD93	20	23066947
cg19139277	0.0165274106926687	ZNF395	8	28243953
cg19139729	0.207658209744231	SULT2A1	19	48389562
cg19140639	0.725678751176294	NA	NA	0
cg19141563	0.0141219258800187	PPM1E	17	56833253
cg19144013	NA	PIR	X	15511746
cg19145398	0.724414339107203	FOXS1	20	30433673
cg19147390	0.223842514551192	UHRF1	19	4911058
cg19147570	0.0421894666811245	C2orf86;MDH1	2	63815760
cg19148051	0.0166358863069049	LRRC47	1	3713096
cg19149125	0.838229526036424	PROSC	8	37619350
cg19149454	0.0110314578387123	ADSL	22	40742374
cg19149785	0.696788645723545	KLK9;KLK8	19	51506273
cg19150884	0.0243688231910237	TSTA3	8	144699502
cg19154173	0.0125375352813365	TMEM116;ERP29	12	112451600
cg19154438	0.356693821415882	CKM	19	45825730
cg19155599	NA	PTGS2	1	186649153
cg19157069	0.0799887439388197	NA	NA	0
cg19157971	0.0148027260411458	RABIF	1	202858393
cg19159162	0.0133422833878034	HSPA1B	6	31795573
cg19160878	0.95807698102826	GTF3C3	2	197665024
cg19161333	NA	EIF3K	19	39110397
cg19162106	0.0231982261286573	GPC5	13	92050991
cg19162158	0.0272670423623156	NRG1	8	32405427
cg19166347	0.0414828723294187	SFRP4	7	37955598
cg19166626	0.0104604742845479	DNAJC3	13	96329925
cg19166875	0.0597004220922118	MYOF	10	95241944
cg19167673	0.0212384883979329	PDGFB	22	39640835
cg19168338	0.134724589650747	CORO7	16	4465731
cg19168631	0.00860764005889972	DAAM1	14	59655243
cg19170321	0.933876437378029	GANC;CAPN3	15	42640316
cg19172575	0.819873475783158	GATA4	8	11567721
cg19175383	0.0249735931800586	JMJD4;SNAP47	1	227922838
cg19176447	0.14823752040331	NA	NA	0
cg19177941	0.312489145971842	ALDH1A3	15	101420185
cg19180541	0.822602052602752	NA	NA	0
cg19180828	0.127342983290511	RNF207	1	6265220
cg19182046	0.0278355494958652	FCF1;KIAA0317	14	75179862
cg19182048	0.0152984543807745	KLF13	15	31618604
cg19184518	0.0131640779967685	FAM151B	5	79783902
cg19184963	0.0270727521629609	MAPK11	22	50708639
cg19185384	0.00909552359983299	LOC100190939;TPT1	13	45914939
cg19186356	0.0720848018900586	ALDH2	12	112204327
cg19187185	0.0334750406951514	RRAGD	6	90122497
cg19187486	0.00862123571460681	ARID3B	15	74833838
cg19188060	0.0386863888669572	PSMD2	3	184017239
cg19188612	0.70135950335935	CTHRC1	8	104384291
cg19189291	NA		17	10571935
cg19190714	0.012739338437936	GMPR	6	16238941
cg19191401	0.0208712309045476	SRGAP1	12	64238538
cg19191883	0.0150309894671871	C19orf56;MORG1	19	12780323
cg19192120	0.0550597328316869	SSH3	11	67070517
cg19192316	0.957512285751468	SIRT1	10	69643020
cg19194454	0.0370400524582182	NQO1	16	69760878
cg19194595	0.604342758210842	PHF16	X	46771884
cg19195724	0.822107984782739		15	25287297
cg19196182	0.0259157800579722	IKBIP;APAF1	12	99038046
cg19196684	0.916039744838623	SLC1A7	1	53608037
cg19201019	NA	B3GNT8	19	41935185
cg19201477	0.0197148113147294	XPO7	8	21776851
cg19202384	0.403141265853323	PYCR1	17	79894511
cg19203504	0.183903290806954	RPE	2	210867411
cg19205041	0.915484908266326	PHACTR2	6	143929511
cg19205533	0.237566936895543	RERG	12	15373987
cg19206010	0.539258345039121	LOC100133957;UXT	X	47518849
cg19206150	0.0930708336589576	SNF8	17	47022499
cg19207856	0.0224633513558522	PIGP;TTC3	21	38444952
cg19208681	0.759666351949891	TEX14;RAD51C	17	56769628
cg19208897	0.0468880889496261	TMEM129;TACC3	4	1723620
cg19210770	0.0385053086180592	ACCN4	2	220379091
cg19211800	0.0313424943107884	MARCKS	6	114179013
cg19211827	0.0250391463310086	RNASE4;ANG	14	21152810
cg19213569	0.0344914507460675	NA	NA	0
cg19215261	0.982166907645271	SLC25A2	5	140684150
cg19216044	0.962088265810018	DCST1;DCST2	1	155005184
cg19216731	0.881380738472429	CSRP3	11	19223635
cg19216839	0.0161877169127093	FANCA	16	89882934
cg19217872	0.0968235612199696	ZNF187	6	28234843
cg19219366	0.0785538571798789	TRIM3	11	6495536
cg19219437	0.0200072749896382	PCOLCE2	3	142607715
cg19219503	0.960432627459141	ANKRD30A	10	37414802
cg19219920	0.0166658925469239	FAM53B	10	126433331
cg19220586	0.0202759495063405	CREG1	1	167522470
cg19220754	0.0137059513854141	TNPO1	5	72112588
cg19220825	0.191120008932054	AQP5	12	50353951
cg19221044	0.0289023942105171	TAP2	6	32806167
cg19221369	0.0360954084617395	TAF13	1	109618856
cg19221959	0.0123193386482431	PPP1R9A	7	94537347
cg19222480	0.0129001197464194	UBE2C	20	44441446
cg19223616	0.496411248461957	CLCN5	X	49834454
cg19224164	0.16737884302374	GRK4;NOP14	4	2966384
cg19224278	0.641819445180757	ALDH1A3	15	101419017
cg19224837	0.013103363936673	GSC	14	95236615
cg19226099	0.589599798151758	MC3R	20	54824085
cg19226593	0.0503620265025408	DCTN2	12	57940444
cg19228118	0.129588345958416	CSMD2;C1orf94	1	34631324
cg19229809	0.0174792597283793	ZNF267	16	31885194
cg19229991	0.832204833449242	RERGL	12	18242549
cg19230917	0.0102208728424564	C20orf24	20	35234226
cg19233472	0.271495219592542	FOXI1	5	169532752
cg19233923	0.0116174930799773	OTUB1	11	63753598
cg19234089	0.952399333304967	SART1	11	65728168
cg19234509	0.0312935032211524	BCAS2	1	115124245
cg19235307	NA	IFT122;MBD4	3	129160154
cg19236727	0.565240416795077	NA	NA	0
cg19236745	0.036077588707536	CSTF3	11	33182890
cg19237753	0.0261852858372121	SIRPA	20	1876215
cg19237879	0.110326228673765	SCUBE2	11	9113458
cg19238398	0.133745035556683	DNAJC18	5	138775248
cg19238840	0.0680352199263584	GP2	16	20339175
cg19239342	NA	REEP5	5	112258299
cg19240938	0.930057699742397	SLC22A18	11	2942036
cg19241311	0.799195995848896	DEFB123	20	30028893
cg19241744	0.271569111674136	SLC29A3	10	73078790
cg19242268	0.195123659731246	TCEA2	20	62688573
cg19243777	0.0219331198299327	BHLHE41	12	26278767
cg19246110	0.0131174978059429	ZNF671	19	58238928
cg19248557	0.0564144816735613	HLA-DRA	6	32407838
cg19250891	0.787185326345757	ATP1A4	1	160121412
cg19250907	NA	CPA6	8	68659328
cg19252175	NA	DDX60	4	169240076
cg19252956	0.868980820145852	DOCK8	9	273072
cg19254235	NA	RB1	13	48895173
cg19254558	0.0325138360346094	PARL	3	183602222
cg19255783	0.484307981531596	PLAC8	4	84035953
cg19255853	0.0146653295484401	LOC93622	4	6675611
cg19256236	0.0689839881580206	KCNH3	12	49932216
cg19257200	0.82419757101731	SOX10	22	38380983
cg19257550	0.202805135469844	CA9	9	35673909
cg19258882	0.304953954963818	ERBB3	12	56472805
cg19258973	0.851942136769101	NA	NA	0
cg19259146	0.0349805052949086	RPS6KA1	1	26856420
cg19262019	0.02501294949882	HNRNPM	19	8510039
cg19264123	0.0651906399763719	MOCOS	18	33767226
cg19264571	0.906476558509544	APCDD1	18	10454085
cg19267846	0.0116323272399023	PHOSPHO1	17	47307954
cg19273182	0.0186640318365464	PAPOLG	2	60983417
cg19275050	0.0637669219852599	HAS2;HAS2AS	8	122653619
cg19278165	0.0199874666449165	RCAN1	21	35986624
cg19278780	0.751249335613359	NA	NA	0
cg19278809	0.0153177592867375	KIAA0232	4	6785080
cg19279346	0.387141298842314	LILRB2	19	54785518
cg19279529	0.0143003827528512	USF2	19	35760554
cg19280014	0.0227862498446549	MTX2	2	177134307
cg19280776	0.0477660627774877	PAG1	8	82024586
cg19280968	0.689497177441196	PPP1R2	3	195270614
cg19282250	0.874881500789458	PRUNE2	9	79328522
cg19282452	NA		19	19855831
cg19282714	0.0126536882369237	PADI2	1	17445929
cg19282782	NA	IL27RA;RLN3	19	14141098
cg19283196	0.482591633360461	SLC10A4	4	48485233
cg19286604	0.600874633461983	FEZ1	11	125365138
cg19286986	0.0240132327641883	GPR162	12	6931017
cg19287114	0.0128020739569123	SLC44A1	9	108006611
cg19287277	0.0120022371549321	MEX3B	15	82337812
cg19288520	0.0121018221933629	SLC25A32;DCAF13	8	104427260
cg19289461	NA	SEPT1	16	30394812
cg19290962	0.737334352067225	TMC2	20	2517613
cg19292008	0.043323990445757	FOXE1	9	100615796
cg19292712	NA	SPAM1	7	123564194
cg19296958	0.908146469189727	RB1	13	48891270
cg19297232	0.392764382767722	SMPD3	16	68483021
cg19297688	NA	INSL4	9	5231360
cg19297823	NA	GCNT4	5	74327281
cg19298821	0.689808153720658	C5orf48	5	125967357
cg19301632	0.0405048322551205	OSBPL1A	18	21978109
cg19302283	NA	BTC	4	75720398
cg19304352	0.315006712734698	DEFA4	8	6796176
cg19304410	0.0265428618239745	CACHD1	1	64971188
cg19305227	0.853618220037153	SLC28A2	15	45544335
cg19306866	0.651011914154841		21	31970997
cg19306990	NA	MAPRE3	2	27192857
cg19307060	0.950124312019401	FAM10A4	13	50746150
cg19308222	0.653838587430652	EREG	4	75230391
cg19310430	0.0240302695699485	C11orf45;KCNJ5	11	128775026
cg19311602	0.0131693508743322	IWS1	2	128284023
cg19311812	0.0129074851970786	TAF7	5	140700259
cg19313758	0.0122044922563955	FAU;MRPL49	11	64889193
cg19317638	0.0972040706747241	SFRS16	19	45542562
cg19317715	0.851823292505046	AOC2	17	40996578
cg19318326	0.0166449515456944	KIAA1919	6	111580704
cg19318511	0.0382141280944572	C9orf30	9	103189158
cg19319069	0.0583834155488123	UBE2H	7	129593010
cg19319490	0.00951394079831812	GUSB	7	65447113
cg19320612	0.862799871376419	SCN9A	2	167168190
cg19324027	0.0686758981880789	MRPL53	2	74699582
cg19324172	0.0312108781716528	PPID	4	159644759
cg19324313	0.93654802190728	PRDM2	1	14032204
cg19324627	0.554932877118776	APOA1	11	116708329
cg19324791	0.0206436112089345	CERCAM	9	131182496
cg19325985	0.59067758106556	HOXD13	2	176956761
cg19326876	0.0306893178504098	ATP10A	15	26107658
cg19327844	0.0169118456229222	APBB1	11	6440482
cg19328294	0.0507868398331425	PRSS22	16	2908554
cg19329389	0.0630035742408926	TRIP4	15	64680051
cg19329556	0.0270034650216502	METTL6;EAF1	3	15469027
cg19332303	0.0219250160900537	COMMD2	3	149469910
cg19332710	0.0140759346582281	NA	NA	0
cg19335327	0.453090788969399	MIMT1;PEG3;ZIM2	19	57351642
cg19337279	0.93955759609586	MPL	1	43804317
cg19337295	0.0231971938320971	FAM48A	13	37633341
cg19339841	0.0142396386355778	CENPE	4	104119196
cg19339848	0.0318138981459986	MTO1	6	74170937
cg19342782	0.503568893180115	HHLA3;ANKRD13C	1	70821806
cg19343464	0.253663377837155	GRIA4	11	105481509
cg19345165	0.0149151615669429	NDUFS3;KBTBD4	11	47600677
cg19345602	0.148323990756201	PATE1	11	125615388
cg19346193	NA	BCCIP;UROS	10	127513190
cg19346899	0.0139881562787826	NA	NA	0
cg19348001	0.0231703840861434	PFKFB4	3	48594472
cg19350340	0.142206927339577	ASPM	1	197115964
cg19351638	0.445812820467579	AVPR2	X	153170390
cg19352038	0.647958483155324	PAX3;CCDC140	2	223164869
cg19352977	0.0141511936898971	AZIN1	8	103876467
cg19353006	NA	TUSC3	8	15397237
cg19355190	0.0830086432582832	EGR2	10	64575798
cg19355685	0.00598536296615379	ZFAND2B	2	220071637
cg19355919	0.0210776818661339	MRO	18	48346593
cg19356189	NA	KLK10	19	51524690
cg19356324	NA	PRMT7;SLC7A6OS	16	68345990
cg19357849	NA	ELAVL1	19	8071093
cg19357918	0.0222737565226809	STIP1	11	63953256
cg19358442	0.656214887317042	ALX4	11	44325687
cg19358493	0.282557193656015	EMX2;EMX2OS	10	119300942
cg19362572	0.14528986543456	SHC4	15	49256042
cg19363546	0.0275389379914776	POU2F3	11	120110701
cg19364957	0.0139292229412698	GTF3C2	2	27579796
cg19366178	0.945262756192533	MYO5C;GNB5	15	52484857
cg19367388	0.0134472945967567	UBE2R2	9	33816707
cg19368582	0.364652810360089	MMRN2	10	88716646
cg19369556	0.0365108708590923	CDH13	16	82661725
cg19369775	0.0143624452289535	MBLAC2;POLR3G	5	89770455
cg19370284	0.929502283172176	ZSCAN21	7	99647006
cg19370451	0.643015925675521	CRNN	1	152386561
cg19370515	0.0152525753058268	RBBP9	20	18477839
cg19371795	0.232798253253259	INSR	19	7295107
cg19372178	0.337382418519479	ANO7	2	242126680
cg19373170	0.013628507730963	SFMBT1	3	53079105
cg19376794	NA	USP39	2	85843782
cg19378039	0.802288225054394	CRYAA	21	44589331
cg19378133	0.19467581176199	A2BP1	16	6068835
cg19379303	0.00980280340413946	RNASEH2C	11	65488190
cg19382175	NA	PDE6A	5	149324712
cg19382714	0.530390207931588	MOG	6	29624846
cg19383689	0.018814781952853	WSB1	17	25621092
cg19384697	0.348029211862561	UPK3B	7	76139922
cg19385139	0.225025977680616	NA	NA	0
cg19388557	0.927586078791274	GPR174	X	78426877
cg19389852	0.108757471583932	TXNIP	1	145439013
cg19390148	0.0189473228540169	DDA1	19	17420389
cg19391527	0.585946118407504	PNOC	8	28173732
cg19392109	0.892082251601395	NA	NA	0
cg19392138	0.22349497002748	ZNF75D;ZNF449	X	134479169
cg19393006	0.206589446275012	TSC1	9	135820767
cg19393233	NA		7	64453002
cg19394196	0.0154450955275634	NA	NA	0
cg19394737	0.988888066946285	CCDC108	2	219892361
cg19395441	0.0352505628716032	C12orf43	12	121454451
cg19398446	0.0114550927269929	NUDT2;KIF24	9	34329521
cg19398783	0.0383306760959622	TLR10	4	38784578
cg19399100	0.707987107141099		4	70519695
cg19399532	0.211640471812374	C1orf220	1	178512495
cg19400725	0.0200691698210712	RILP	17	1552970
cg19400876	0.0141185005280188	LRRC42;HSPB11	1	54411017
