Hybridization REF	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.513049818279852	NGF	1	115881214
cg21184495	0.0345803052651429	ZNF207;MIR632	17	30677090
cg21185421	0.00821916054917747	PIP5K1B;FAM122A	9	71394810
cg21187265	0.053010622695397	SEPN1	1	26127185
cg21194776	0.848903461471216	USP54	10	75314128
cg21195120	0.0571881976814374	MBTPS2	X	21858304
cg21195414	0.0171474024655781	ELOVL5	6	53213871
cg21196187	0.0187998587372714	PSKH1	16	67926862
cg21197871	0.081916648769077	C8orf38	8	96036803
cg21197973	0.0183219421421476	P4HTM	3	49027347
cg21198021	0.912569874640556	PHC2	1	33841581
cg21200380	0.0361801697578842	C1QBP	17	5342446
cg21200703	0.151908243946131	SLC34A2	4	25657628
cg21201109	NA	KANK2	19	11307090
cg21201572	0.252351170772336	AGR2	7	16844606
cg21201659	0.0538868668578928	SEC23IP	10	121652288
cg21203420	0.0233029840834589	BRWD1	21	40684731
cg21206959	0.0231853071772392	ZWINT	10	58120759
cg21207418	0.299855848284985	ACP5	19	11688711
cg21207436	0.653996624214409	C14orf115	14	74815316
cg21208104	0.207004197252815	PRSS12	4	119273361
cg21209091	0.0767863370405698	DKK4	8	42234975
cg21209356	0.78690708060491	CSF2RB	22	37319042
cg21210758	0.12003677441392	EVC	4	5713005
cg21210789	0.422416220141266	BAI1	8	143545390
cg21211608	0.0118114095235698	RAP1B	12	69004270
cg21211748	0.0311581354260831	E2F2	1	23858035
cg21212066	0.0180945379542468	GLG1	16	74640816
cg21212956	0.018196022984854	ZDHHC4	7	6617294
cg21215336	0.0950610077903775	LRRC8E	19	7953705
cg21218093	0.0152100670939952	ZNF335	20	44600160
cg21218636	0.0147700608031623	PCTP	17	53828515
cg21219744	0.0139835103105834	GUF1	4	44680344
cg21222430	0.0182754715527039	CDKN1A	6	36647664
cg21223353	0.948521358101163	ANGPTL7;MTOR	1	11249539
cg21223368	0.0138463632338567	IDH3A	15	78441812
cg21224049	0.0433156189316713	ATP5I	4	668623
cg21224759	0.190127013144649	PIN4	X	71401335
cg21226224	0.838193349318391	NA	NA	0
cg21226225	0.0944242326452733	TXNRD1	12	104680742
cg21226234	0.589284995282924	RECQL4;LRRC14	8	145741991
cg21226861	0.0159557465170137	COMMD3	10	22605339
cg21228284	0.0191135134840155	TXNL4B;DHX38	16	72127518
cg21229055	0.678167932395412	GPM6B	X	13957233
cg21229859	0.0196526415305584	MYEF2	15	48469952
cg21230133	0.835594978591661	NA	NA	0
cg21230392	0.95194988083017	PROM1	4	16077697
cg21230435	0.963341439360852	OPN1SW	7	128416023
cg21232015	0.800623000368269	CHFR	12	133424221
cg21232685	0.831284185096811	GPRASP1	X	101909064
cg21233722	0.698398350682077	DOCK2	5	169064660
cg21235838	0.0108224227364507	SORBS1	10	97321106
cg21237418	0.75809428626233	RAB34	17	27045043
cg21237591	0.782605868321074	IGF2AS;INS-IGF2;IGF2	11	2162510
cg21238457	0.234547902698913	WNT11	11	75917353
cg21238818	0.656152408977924	GAL3ST3	11	65816642
cg21240812	NA	TSNARE1	8	143483748
cg21241823	0.0879276943335241	PRDM15	21	43300024
cg21242004	0.830785008333206	VTI1A;ZDHHC6	10	114205622
cg21243096	0.623000901971044	NA	NA	0
cg21243909	0.0123083148112849	RCC2	1	17766223
cg21244397	NA	MASTL	10	27444898
cg21244955	0.914688607745251	PI4KA	22	21192955
cg21245135	0.0460156798623233	PGAM1	10	99186516
cg21245372	0.0423226785429582	PGAP2;NUP98	11	3819539
cg21245652	0.596890683257773	MAL	2	95691051
cg21246431	0.0137031015061847	GK5	3	141944516
cg21246783	0.0193086737166936	CLGN	4	141348699
cg21248478	0.120726546082049	CLIC2	X	154563968
cg21248774	0.017507220034647	SFPQ	1	35658951
cg21250296	0.0179419050735774	HIST1H2BB;HIST1H3C	6	26044405
cg21250577	0.0190964114028504	ETFA	15	76603657
cg21250978	0.440267819609672	PRKAR2B	7	106684541
cg21252483	0.78908468660784	TULP2	19	49399788
cg21255605	0.0613628944506709	NR2C2	3	14989131
cg21255626	0.0155908321071381	UQCRFS1	19	29704222
cg21255732	0.0211827217942984	GPD1L	3	32148497
cg21256649	0.0417601376512622	PRKAR1A	17	66507610
cg21256656	0.862296115394394	KLK6	19	51473823
cg21257635	0.0542361902564793	SYF2	1	25558918
cg21258987	0.720414210850186	GSPT2	X	51485834
cg21259253	0.0273296474944842	PHLDA2	11	2950092
cg21260850	0.0357119780816323	CANT1	17	77005823
cg21261477	0.0185449459404737	CABC1	1	227127707
cg21262854	0.0280110935392788	CCDC132	7	92861612
cg21263122	0.576428421422883	SSTR1	14	38677095
cg21263196	0.0174677381465426	BCAM	19	45311997
cg21264055	0.0843473664701911	GNL1;PRR3	6	30523242
cg21264207	0.022160235389211	EGR2	10	64576130
cg21264329	0.0394781533021038	LYRM2	6	90348123
cg21265783	0.128788691874629	CLIP2	7	73704324
cg21269897	0.321044082335643	HIST1H2BK;HIST1H4I	6	27107002
cg21269934	0.340771509236712	NAT8L	4	2060219
cg21270015	0.900986684552985	LARP7	4	113567813
cg21270593	0.987018041887268	PEG10	7	94293250
cg21271753	0.597643136485425	TMPRSS6	22	37499451
cg21272774	0.0372891778501051	HOXC9	12	54393725
cg21273029	0.0566909030828247	UST	6	149068556
cg21273098	0.0108491664368171	SMPD2;PPIL6	6	109762418
cg21273125	0.0204143040496112	ABHD2	15	89631790
cg21274025	0.778131873391489	PLA2G3	22	31535981
cg21274570	0.795995099923346	CCL25	19	8117671
cg21275690	0.475143981630736	HCFC1R1;THOC6	16	3072970
cg21277505	0.870711729403645	C19orf63;FAM71E1	19	50978348
cg21279601	0.726127210550487	DRD5	4	9782931
cg21279865	0.856745460815655	FAM106A	17	18430908
cg21279955	0.12480029045613	SLC27A3	1	153747551
cg21280384	0.0221108928265959	RPF1	1	84945307
cg21280510	0.671697971170328	NT5C1A	1	40137089
cg21281001	0.0151989181962291	CTSB	8	11725306
cg21281799	0.799812570000298	DYRK2	12	68041322
cg21282997	0.612832197625017	IL18RAP	2	103035835
cg21283680	NA	SH3BP5	3	15384005
cg21284636	0.0639689088914062	PIN4	X	71401009
cg21284731	0.737529614109656	NA	NA	0
cg21284880	0.0154998763027784	LHFP	13	40177740
cg21287330	0.0191259223408863	C17orf81;DULLARD	17	7154245
cg21288099	0.0094287350178255	RRAS2	11	14380330
cg21289015	0.0380970251427293	USH1C	11	17566048
cg21289924	0.00987903397366653	EIF3A	10	120839943
cg21290885	0.156907630805305	TMEM47	X	34675855
cg21291896	0.0369766884333178	SLC6A6	3	14444133
cg21291985	NA	ZBTB46	20	62437035
cg21295467	0.0241548304754973	VWA5A	11	123986166
cg21295602	0.00981903855509341	NA	NA	0
cg21295911	0.0367891113834507	NA	NA	0
cg21296230	0.583934119647762	GREM1	15	33010536
cg21296602	NA	TAF1D;C11orf54	11	93476060
cg21296676	0.739631704005299	EYA4	6	133561660
cg21298523	0.0375905965998629	NUDT9	4	88343936
cg21299958	0.0721586674489846	ITM2C	2	231729329
cg21300318	0.21220140881841	MIR7-3;C19orf30	19	4769206
cg21300561	0.0151479485075352	TUBA1B	12	49525534
cg21301148	0.410374285312943	MYH6	14	23878195
cg21301440	0.716742615391773	CYGB	17	74534550
cg21302727	NA	TACC2	10	123748647
cg21303011	0.23960914601425	THRB	3	24537177
cg21303386	0.672005129169688	RGS7	1	241520311
cg21304187	0.0368889119333448	CCPG1	15	55700471
cg21305265	0.0196357532475743	KCTD9;CDCA2	8	25316571
cg21306212	0.0389699245174011	RBM26	13	79979929
cg21306218	0.0125558011542412	ZNF276;C16orf7	16	89787478
cg21306775	0.496143112220417		18	74402010
cg21307628	0.781055527192124	CCDC80	3	112360952
cg21307697	0.0189588183480294	EXOSC7;ZDHHC3	3	45017012
cg21309049	0.0168066634364944	STK17A	7	43623222
cg21309147	0.607338817950742	STAC2	17	37382234
cg21311175	0.0670836633849854	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.913797667610568	LCE2D	1	152636074
cg21319693	0.0231703124461666	PRDX1	1	45987459
cg21319745	0.0502349727842039	UTP11L	1	38478440
cg21321735	NA	KIF1A	2	241760164
cg21321885	0.00969792283892062	NDE1	16	15744194
cg21322149	0.0130294794964458	SENP7	3	101232006
cg21324308	0.761923393516981	PROK1	1	110993852
cg21325760	NA	MAGEL2	15	23891402
cg21329628	0.0124809185712797	CD320	19	8373296
cg21330703	0.568031875476204	DRD2	11	113346388
cg21331335	0.962825061237399	KCNV2	9	2717325
cg21331821	0.394313346792841	ZSCAN1	19	58545149
cg21332946	0.011539414036643	LIX1L	1	145476871
cg21333964	0.0315270885930882	HMBS	11	118955461
cg21335556	NA	MFSD6L	17	8703341
cg21335942	0.0124213213374921	SETD6	16	58549945
cg21336547	0.0163935639944982	AKAP8	19	15490553
cg21337430	0.0255332074593021	OSGEP;APEX1	14	20923471
cg21339926	0.0279013484860516	CLMN	14	95786621
cg21341271	0.0135511385426813	C7orf36	7	39605683
cg21341807	0.0173293841205301	RABL4	22	37172566
cg21342728	0.624030156932467	MCHR1	22	41075673
cg21347412	NA	STAP2	19	4339217
cg21348691	0.0149092721962755	DUS2L;DDX28	16	68057212
cg21349901	NA		7	4630518
cg21350115	0.622096465367477	CALCRL	2	188312833
cg21350283	0.0125048260639986	ACTN1	14	69445743
cg21351102	0.0114984637214391	MYL12A	18	3247294
cg21351994	0.563716244560675	EMX1	2	73145006
cg21353232	NA	SEZ6L	22	26564879
cg21355508	NA	NDUFB11;RBM10	X	47003362
cg21358381	0.839832003829105	PPY	17	42019637
cg21359747	0.763282514942547	ALDH1A3	15	101420636
cg21360828	0.0331742777233086	CENPA	2	27008380
cg21361470	0.0824678026333315	MRAP2	6	84743033
cg21363706	NA	NAT1	8	18066485
cg21363943	0.0123055340373604	SF3B4	1	149899654
cg21364150	0.029736194853861	DUSP19	2	183943551
cg21365235	0.390343356354289	OCRL	X	128674765
cg21365602	0.0682235323859386	GBP4	1	89664407
cg21366535	0.0786268120809237	RSPH3	6	159421281
cg21366834	0.938043485565201	CCR4	3	32992158
cg21367040	0.0121816989019902	TMEM50A	1	25664857
cg21367957	0.587853112905352	F10	13	113776252
cg21368354	0.023926804458975	CARKD	13	111267856
cg21369679	0.0149597973408818	DNAJA2	16	47007757
cg21369988	0.0137248081343928	CAPRIN2	12	30907191
cg21370143	0.940330971773373	MYBPC3	11	47374208
cg21371335	0.0257165753850762	DNAJC7;NKIRAS2	17	40170049
cg21372397	0.0125918251817514	NA	NA	0
cg21372914	0.749630278967264	CLEC4M	19	7828144
cg21373526	0.0347744159296066	RAB30	11	82782794
cg21374864	0.0388687287681982	TOR1A	9	132586569
cg21375825	0.918824373582671	LCT	2	136594646
cg21376883	0.719227891796051	ACTN2	1	236850232
cg21377793	NA	TSPAN3	15	77364519
cg21378047	0.0296817943776626	H1FX;C3orf47	3	129034659
cg21378206	0.948857387485604	IL1F5	2	113817043
cg21379008	0.0207573687565644	ATP8B2;AQP10	1	154297555
cg21379309	0.0122057872144724	C14orf147	14	34931822
cg21379816	0.0241056176089438	SRM	1	11119628
cg21380294	0.0458404510099673	ZSCAN2	15	85144807
cg21380842	0.060795162044854	KCNJ6	21	39288830
cg21383720	0.0131623670795881	FAM120AOS;FAM120A	9	96214543
cg21387281	NA	OGFR	20	61435439
cg21387302	0.0337439110441728	RFX3	9	3526198
cg21388029	0.390370153262844	CREG2	2	102003306
cg21389013	0.0131579570442738	PPM1G	2	27632056
cg21389884	0.0154514350617384	PVRL1	11	119599425
cg21391660	0.0171575300176786	LLGL2	17	73522123
cg21395782	0.0210451478395308	NDUFA13;TSSK6	19	19626814
cg21395967	0.124510612604016	TBC1D8B	X	106046174
cg21396405	0.0135246818854304	NA	NA	0
cg21399079	0.962490334937035	GPR45	2	105858139
cg21399198	0.0195948463158252	ARMC10;FBXL13	7	102715131
cg21400640	0.208298581878914	TMSL3;TMSB4X	X	12992967
cg21400896	0.723347329295934	ABI3	17	47288569
cg21401794	0.0136859209675175	LRRC8C	1	90099060
cg21402035	0.676808339181967	GALR3	22	38219400
cg21402071	0.240511580197139	CHRNB4	15	78933902
cg21404906	0.0545904709871448	XRCC5	2	216973839
cg21405195	0.929123048327383	PEG10	7	94293385
cg21406461	0.727338822001734	IFI16	1	158978957
cg21407055	0.841649952316505	ART1	11	3666483
cg21407839	0.0108482092977907	DYRK1A	21	38739091
cg21409722	0.0554816414387862	AKAP1	17	55162050
cg21409833	0.878347136338887	DOCK7;ANGPTL3	1	63062724
cg21410991	0.645190349881609	ISL1	5	50678451
cg21412748	0.0224431414468096	FCHSD2	11	72852496
cg21413009	NA	DAPK2	15	64338947
cg21413251	0.0112538450328289	PIP5K1B	9	71320693
cg21414251	0.396676972765935	OR12D2	6	29364554
cg21415080	0.602894202489252	NA	NA	0
cg21415604	0.916122886553418	C4B;STK19;C4A	6	31948433
cg21415698	0.0251925045853497	EXPH5	11	108464417
cg21416022	0.76511984938942	TTC23	15	99789661
cg21416237	0.857134632246274	FKBP10	17	39970091
cg21416602	0.0154271555311114	FAM149B1;ECD	10	74927745
cg21418052	0.425971606373869	B3GALTL	13	31773806
cg21418076	NA	LTB4R2;CIDEB	14	24777878
cg21419475	0.0189044905855018	EIF2B1;GTF2H3	12	124118052
cg21420531	0.0414560175420121	SLC5A6;C2orf28	2	27435915
cg21421501	0.0321140894293804	FTH1	11	61734205
cg21421701	0.0119451459432524	BATF3	1	212872679
cg21422208	0.0383374384984854	RFT1	3	53164667
cg21422622	0.0296451003563325	SGSM3	22	40766525
cg21424904	0.0178698740184145	GRK6	5	176853466
cg21426387	0.0119592312405322	SNN	16	11762806
cg21428681	0.090905064149956	NKX3-1	8	23540856
cg21429500	0.0300142185760542	LAP3	4	17579272
cg21430666	0.988740368008685	HIST3H3	1	228613073
cg21431091	0.028121477526857	TMEM9	1	201124025
cg21431536	0.808643168392059	NA	NA	0
cg21432513	0.844319547076943	CHFR	12	133435770
cg21432842	0.434848501784963	CSF3	17	38171697
cg21432954	0.470847260590264	TRPC4	13	38443809
cg21433933	NA	SHROOM1	5	132163083
cg21434440	0.0228153025926291	CD2AP	6	47446198
cg21434954	NA	LCE1B	1	152783137
cg21435336	0.0251897585451765	ANKLE1	19	17392852
cg21435394	0.0878897428821901	NUDT14	14	105648024
cg21438018	0.931774773855716	MSH4	1	76262537
cg21439450	0.0118608711025441	POLR2C	16	57496664
cg21440587	0.284403436429638	AIF1	6	31583458
cg21443261	0.0193247762370434	TRIM35;PTK2B	8	27169256
cg21443584	0.0183684738568725	MBIP	14	36789985
cg21448423	NA	ACOT11	1	55013956
cg21449655	0.0830503773397817	CASP9	1	15851444
cg21449843	NA	MANBAL	20	35918440
cg21450627	NA	PSD4;LOC440839	2	113930840
cg21451553	0.089024360214069	NOVA2	19	46476046
cg21452443	0.0175939063085831	NMT1;DCAKD	17	43138359
cg21452766	0.0175107053724205	CTH	1	70877088
cg21453309	0.376119503702284	FAM101A	12	124774055
cg21453677	0.0140485711953318	NA	NA	0
cg21457147	0.494404884208577	GTF2F2;KCTD4	13	45768695
cg21457804	0.478517673433939	NA	NA	0
cg21458041	0.714161366628109	TNP2	16	11364014
cg21458116	0.0214396140019643	GGA1	22	38004573
cg21458907	0.642852601021592	CADPS	3	62860802
cg21459710	0.0403973612688253	CDC37	19	10514006
cg21459867	0.549849159572092	IDUA;SLC26A1	4	981492
cg21459921	0.0280828000605816	ADRM1	20	60878267
cg21460081	0.581267744139359	HOXB4	17	46656012
cg21460582	NA	CSPG4	15	76005861
cg21461100	0.679889247803773	NOVA2	19	46477338
cg21462299	0.77432284817908	VGLL1	X	135614052
cg21463023	0.0269898185634349	SEC22C	3	42623862
cg21465754	0.0151603646545375	RAD51	15	40986872
cg21466821	0.745242621150078	HIPK4	19	40896173
cg21468416	0.474723475619183	NEK6	9	127019914
cg21472099	0.0150215216162064	SYAP1	X	16737680
cg21472642	0.81309242372702	CHN2	7	29233468
cg21474838	0.923140821911313	KLRD1	12	10460612
cg21475255	0.0189144232276287	DAG1	3	49507186
cg21475402	0.787429280670358	BCAN	1	156612140
cg21476940	0.307378959921056	ITLN1	1	160854954
cg21478222	0.0201766400381721	ELK4	1	205601572
cg21478437	0.565201458663424	CTSE	1	206317403
cg21478490	0.59700445992102	PROP1	5	177422991
cg21480743	0.128946712124811	KILLIN	10	89621419
cg21481775	0.100146123387789	NKX3-1	8	23539627
cg21484834	0.524058227338189	PTK6	20	62168579
cg21484964	0.936119162286698	PGBD4;C15orf24	15	34395546
cg21486659	0.032186796549928	TMEM14B	6	10747693
cg21486954	0.0233624831636943	RUNDC3A	17	42385289
cg21487067	0.0213935478321808	MLEC	12	121124407
cg21487207	0.037404906764123	HOXC4;HOXC6;HOXC5	12	54410576
cg21488617	0.269754728049523	DNALI1	1	38022586
cg21489722	0.837338107973832	FAM9B	X	9001881
cg21489873	0.854418331560744	C9orf45	9	125877134
cg21491028	0.0245689847568936	PSMD3	17	38136817
cg21491308	NA	TEX101	19	43892826
cg21492378	0.659827602505094	CEP110	9	123850279
cg21493583	0.0477836741563028	PIGF;CRIPT	2	46842958
cg21493666	0.0705553606938126	PPME1;C2CD3	11	73882478
cg21494337	0.0493538324228863	CENPO;C2orf79	2	25015597
cg21494776	0.728143605243613	ICAM4	19	10397780
cg21495715	0.882264242838661	SLC5A10	17	18854560
cg21497439	0.899992415426637	HAPLN4	19	19373998
cg21500966	0.330487372541411	NAALAD2	11	89867976
cg21501064	0.477050451669878	SEPT6	X	118827889
cg21503093	0.0174931548947403	EMP2	16	10674468
cg21504624	0.40365110754271	IL11RA	9	34653580
cg21504918	0.608589404703308	GPX3	5	150400001
cg21505334	0.345120932936024	CEACAM5	19	42213020
cg21505886	0.32837832068219	TMEM129;TACC3	4	1724428
cg21508214	0.0148998763291285	SMC4;IFT80	3	160118610
cg21509023	0.438817773811509	NA	NA	0
cg21509097	0.0475919666105536	PLA2G15	16	68279613
cg21509846	0.608682306538301	BEX1	X	102319368
cg21510697	0.0146561033091761	USP31	16	23161157
cg21511069	0.0230567148937696	UBAP2	9	34049294
cg21512370	NA	LPAR6;RB1	13	48990327
cg21513385	0.0728408098672589	SMAGP	12	51663484
cg21513553	0.680559496059334	NA	NA	0
cg21514871	0.585510983454172	MEFV	16	3307814
cg21515243	0.130099930337554	RIOK3	18	21033072
cg21515329	NA	RIBC1;SMC1A	X	53450923
cg21515744	NA	GUK1	1	228327456
cg21516287	NA	ACTR3C;LRRC61	7	150020855
cg21516384	0.0240285037723579	RNF213	17	78233839
cg21516478	0.736507429538593	GPX3	5	150400328
cg21516819	0.150049378038642	TSPAN7	X	38421078
cg21517055	0.045646676981349	C19orf57;CC2D1A	19	14016717
cg21518208	0.606954405455279	KRT85	12	52761416
cg21518938	0.0134592303787411	RBBP8	18	20513051
cg21518947	0.688826052504435	CABP4	11	67222648
cg21519900	NA	C20orf186	20	31670612
cg21521452	0.0138676494942508	NA	NA	0
cg21522303	0.00888628910721549	ST6GALNAC2	17	74581331
cg21522797	NA		16	81806083
cg21522988	0.923945405428778	FAR2	12	29376872
cg21523528	0.0126430836759408	CBFA2T2	20	32077966
cg21526212	0.0142596276916158	PTCH1	9	98271631
cg21529533	0.677131411704044	HLA-G	6	29796015
cg21529807	0.55607494111639	CEACAM4	19	42134478
cg21530453	0.0304469200865624	LOC283856;GNAO1	16	56226346
cg21530890	0.5954080510225	SOX8	16	1032260
cg21533271	0.350505931614029	NA	NA	0
cg21533958	0.937100107691819	GPR124	8	37653377
cg21537939	NA	SEPT10;ANKRD57	2	110373161
cg21538194	0.0261995444952178	DZIP1L	3	137834582
cg21539243	0.0245176150454587	PHTF1	1	114301432
cg21540749	0.0201099172397431	MOCS2	5	52405349
cg21541083	0.478687424254193	STXBP2	19	7701212
cg21542094	0.0150529475834816	PFKFB3	10	6243955
cg21542793	0.70830793926954	ADRA2B	2	96781891
cg21544377	0.0137547208156274	MIRLET7I;C12orf61	12	62997103
cg21545849	0.0117019926600855	CHD6	20	40247209
cg21546057	0.0181999670680713	FIBP	11	65656326
cg21546671	0.644688820685857	HOXB4	17	46655387
cg21547708	0.0146849711755869	SSTR2	17	71161160
cg21547976	0.016265027753383	STK11	19	1206451
cg21548414	0.0142376386380132	CLIC5	6	45983585
cg21548788	0.01173677496063	CCNI	4	77997565
cg21549639	0.0188707881670829	TOMM40	19	45394156
cg21549904	0.016354298863761	GALNT7	4	174090558
cg21550442	0.409387693416788	C19orf46	19	36499839
cg21550483	0.716781780057958	CLEC10A	17	6984106
cg21552947	0.0178920373732152	MED16	19	893353
cg21553524	0.0124125939584775	TMEM178	2	39893185
cg21553596	NA	FAM3B	21	42688635
cg21554249	0.0521380785842881	SUOX	12	56390073
cg21554552	0.577714814237463	RASSF1	3	50378425
cg21557231	0.704881809718245	MCF2	X	138725077
cg21559783	0.0251446351883977	C9orf163;SEC16A	9	139378129
cg21561142	0.0494318628286429	DEK	6	18265208
cg21561173	0.0963277010855992	NA	NA	0
cg21565972	0.926195730013384	CCDC57	17	80109576
cg21566550	0.00908566340869453	BMPR2	2	203240691
cg21567017	0.828473803250659	CXorf58;APOO	X	23927284
cg21567332	NA	HCCA2	11	1501640
cg21570220	0.151043802064331	SLC11A2	12	51419900
cg21570468	0.0135370319075204	RBL1	20	35724588
cg21570818	NA	FUT5	19	5870366
cg21571665	0.0277859837392558	ZNF410	14	74353524
cg21571937	0.0345578063597461	FZD2	17	42634416
cg21572316	0.0232227635375208	ABCA1	9	107690018
cg21572897	0.690009479410928	CD80	3	119277821
cg21572997	0.0214630115303031	LRP5	11	68080756
cg21573601	0.0134446000318338	PTEN;KILLIN	10	89622589
cg21574400	0.48346049904867	LIPG	18	47088309
cg21574752	0.0183518965630548	TSGA13;COPG2	7	130354027
cg21575929	0.953523888753271	ADRA1B	5	159344281
cg21576698	0.0757250791098274	LRRC41;UQCRH	1	46767971
cg21577049	0.662055549600205	WDR69	2	228736449
cg21578207	0.171903330597738	RNF220	1	44870088
cg21578541	0.639559195201273	TLR9	3	52260090
cg21578906	0.90278469858295	SLC5A4	22	32651345
cg21581873	0.149532268493719	PLEKHA6	1	204329307
cg21584430	0.666125383726258	C22orf45;ADORA2A	22	24829462
cg21584983	0.0171459264946942	ECSIT	19	11640070
cg21586107	0.012961826669157	TMSB10	2	85132797
cg21587861	0.0180960887089701	BICD1	12	32260103
cg21588305	0.934925113005655	BLCAP;NNAT	20	36149455
cg21589115	0.0539183768478367	DKKL1;TEAD2	19	49867114
cg21589280	0.0089162633610826	DDAH1	1	85930151
cg21591452	0.665379513411852	TMEM105	17	79304628
cg21591742	0.662037676025671	HOXD10	2	176980998
cg21595737	0.0448387574695443	GMFB	14	54955895
cg21596317	0.0382710352935827	PAM	5	102201545
cg21596858	0.811317259819474	DCST1;DCST2	1	155007254
cg21597649	0.0375210753631228	TMEM106B	7	12251342
cg21599792	0.0430175752035538	FZD4	11	86666851
cg21600563	0.00892834045556453	FBXO33	14	39901846
cg21601405	0.650537139017887	CD40	20	44747006
cg21602160	0.132043516989354	AOC3	17	41003272
cg21602520	0.0710013688064818	BCL2	18	60985380
cg21604042	0.703599238129978	SCUBE3	6	35181401
cg21604615	NA	SYTL1	1	27668610
cg21604803	0.628316121307048	CPT1C	19	50194662
cg21604856	0.417263912777848	ZNF280A	22	22874677
cg21605986	0.00968278985315509	KIAA1191	5	175788725
cg21606237	0.0237760098157214	STX17	9	102668725
cg21607066	0.0259140374673762	PHIP	6	79787807
cg21607649	0.169593039091533		10	134884177
cg21608116	NA	SUGT1P1;NFX1	9	33290203
cg21608192	0.0449319708933643	XYLT1	16	17563827
cg21608489	0.410304493189012	POU2F2	19	42637137
cg21609430	0.0162010991897539	ESYT1	12	56522453
cg21610192	0.0482644494427916	DYNC1LI2	16	66784977
cg21610516	0.188818833305563	MTHFD1L	6	151186758
cg21611708	0.877218731695248	TGM3	20	2277040
cg21612046	0.0211278647388226		19	58071269
cg21613754	0.565732609380266	AAMP;PNKD	2	219133847
cg21614231	0.943729885724439	SUGT1P1;BAG1;CHMP5	9	33266196
cg21614638	0.187164076087074	DAPP1	4	100737821
cg21615127	NA	TMCO4	1	20126875
cg21615171	0.937653499810108	SLC22A13	3	38307564
cg21615663	0.443335429525916	IQCK;C16orf88	16	19727911
cg21616088	0.115366437461418	FBXL4	6	99396064
cg21618439	NA	CORO2A	9	100954694
cg21618713	0.021540307448292	ARFIP1;TIGD4	4	153701330
cg21621114	0.314701172682476	CRX	19	48325360
cg21621204	0.881850709658362	HTN1	4	70916719
cg21621248	0.586659735883648	CTNNA2;LRRTM1	2	80531842
cg21623671	0.0240379752460838	ANXA6	5	150536851
cg21624282	0.66388455678044	C13orf28	13	113030783
cg21624359	0.866685531713056	FFAR3	19	35848801
cg21624883	0.01538481357628	IPPK	9	95432804
cg21625881	0.778235739378592	GNAS	20	57430313
cg21626086	0.807016232422427	C6orf81;LOC285847	6	35704928
cg21627181	NA	SLC17A4	6	25754190
cg21628553	0.870786258837942	NPBWR2	20	62738197
cg21629895	0.727078606329955	DNMT3A	2	25565795
cg21631409	NA	ALDH3B2	11	67449882
cg21631754	0.967189343448153	EXOC3L2	19	45737485
cg21633208	0.0136493336078381	SH2B3	12	111843286
cg21633698	0.475848814875847	NA	NA	0
cg21634602	0.497081872040768	APC	5	112073570
cg21636577	0.722227783171521	ACADVL;DLG4	17	7121881
cg21636748	0.0220653920261906	NA	NA	0
cg21637033	0.0250915761656036	TEAD4	12	3068077
cg21638219	0.037534676205843	HACL1;BTD	3	15643617
cg21639401	0.81956401732722	LOC388387	17	41050668
cg21639968	0.0200001458308183	UBE2M;LOC100131691	19	59070227
cg21640749	0.741090795765534	RAB37;CD300LF	17	72709731
cg21642076	NA	TMEM191A	22	21054903
cg21642649	0.0802700401132461	C21orf66;C21orf49	21	34144118
cg21643045	0.953432296056674	CCL20	2	228678693
cg21643191	0.914059882526303	ABCB5	7	20685988
cg21643361	0.34374589089098	NA	NA	0
cg21643860	0.0138934050635675	TUT1	11	62358814
cg21644628	0.786439018284518	HEATR3	16	50099438
cg21644826	0.0390334857928537	ACSM3	16	20775352
cg21649520	0.883415914550329	PMP2	8	82359799
cg21650900	0.00965248108462353	ARL4C	2	235405122
cg21651436	0.0187627726429127	MAP3K11	11	65381610
cg21652012	0.913896213358721	GABRP	5	170211009
cg21652958	0.52508464090447	THBS2	6	169653961
cg21655480	0.698198567373138	KLHL34	X	21677052
cg21655693	NA	SYMPK	19	46365818
cg21655790	0.137760309974993	NA	NA	0
cg21656748	0.0113867178691504	SCARB2	4	77135347
cg21657816	NA	COQ7	16	19079446
cg21658946	0.0138680525506796	COG8;PDF	16	69364455
cg21660130	0.891957848417589	CLCNKB	1	16370243
cg21660392	0.915741385293978	ABCA8	17	66950545
cg21660424	0.0313372991100361	IPO4	14	24658101
cg21660687	0.0159376621842416	GLI1	12	57853396
cg21660727	0.0388687728691142	PCGF3	4	699950
cg21663122	0.0311796652006928	HIST1H2BH;HIST1H3F	6	26250936
cg21663431	0.505204915547596	SLC44A2	19	10736355
cg21663580	0.666855628422677	PTK7	6	43044771
cg21663722	0.866938491979982	NA	NA	0
cg21664310	0.0348028335083715	LSM4	19	18434339
cg21664828	0.0349280768510034	ZNF148	3	125094611
cg21665000	0.0306938567763774	MYOCD	17	12569135
cg21665774	0.626253065055449	KIAA0355	19	34790692
cg21666217	0.0131214529273084	TRIM33	1	115053421
cg21666675	0.0344036409663131	TMEM43;CHCHD4	3	14165843
cg21667836	0.478070752697452	PRMT8	12	3599355
