Hybridization REF	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05
cg21311175	0.050382243446979	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.666639415931165	LCE2D	1	152636074
cg21319693	0.0220913280447106	PRDX1	1	45987459
cg21319745	0.0549870111055936	UTP11L	1	38478440
cg21321735	NA	KIF1A	2	241760164
cg21321885	0.00376786997723081	NDE1	16	15744194
cg21322149	0.0131626221494639	SENP7	3	101232006
cg21324308	0.879953393705616	PROK1	1	110993852
cg21325760	NA	MAGEL2	15	23891402
cg21329628	0.189348624456212	CD320	19	8373296
cg21330703	0.505712047303307	DRD2	11	113346388
cg21331335	0.956227583010676	KCNV2	9	2717325
cg21331821	0.0143524962928764	ZSCAN1	19	58545149
cg21332946	0.0153762469940186	LIX1L	1	145476871
cg21333964	0.0293098705633853	HMBS	11	118955461
cg21335556	NA	MFSD6L	17	8703341
cg21335942	0.00781969731102806	SETD6	16	58549945
cg21336547	0.0111060115555998	AKAP8	19	15490553
cg21337430	0.024341361554882	OSGEP;APEX1	14	20923471
cg21339926	0.015872497731445	CLMN	14	95786621
cg21341271	0.0231935837699286	C7orf36	7	39605683
cg21341807	0.019513922963093	RABL4	22	37172566
cg21342728	0.0520384311918428	MCHR1	22	41075673
cg21347412	NA	STAP2	19	4339217
cg21348691	0.0151272723443506	DUS2L;DDX28	16	68057212
cg21349901	NA		7	4630518
cg21350115	0.600661070606971	CALCRL	2	188312833
cg21350283	0.0521234533848582	ACTN1	14	69445743
cg21351102	0.0142361492447975	MYL12A	18	3247294
cg21351994	0.312628824050849	EMX1	2	73145006
cg21353232	NA	SEZ6L	22	26564879
cg21355508	NA	NDUFB11;RBM10	X	47003362
cg21358381	0.953897613045085	PPY	17	42019637
cg21359747	0.609199479333743	ALDH1A3	15	101420636
cg21360828	0.0507702128342675	CENPA	2	27008380
cg21361470	0.0990480715049535	MRAP2	6	84743033
cg21363706	NA	NAT1	8	18066485
cg21363943	0.0115613390297574	SF3B4	1	149899654
cg21364150	0.0822059120462881	DUSP19	2	183943551
cg21365235	0.614582619582204	OCRL	X	128674765
cg21365602	0.286019659034802	GBP4	1	89664407
cg21366535	0.119811155831393	RSPH3	6	159421281
cg21366834	0.9184113015214	CCR4	3	32992158
cg21367040	0.0124759727701203	TMEM50A	1	25664857
cg21367957	0.919376287302916	F10	13	113776252
cg21368354	0.0185535515173322	CARKD	13	111267856
cg21369679	0.0268991520712394	DNAJA2	16	47007757
cg21369988	0.0174783575097529	CAPRIN2	12	30907191
cg21370143	0.970333790341606	MYBPC3	11	47374208
cg21371335	0.0527994692636316	DNAJC7;NKIRAS2	17	40170049
cg21372397	0.00807559796380172	NA	NA	0
cg21372914	0.834284880541724	CLEC4M	19	7828144
cg21373526	0.045223261064953	RAB30	11	82782794
cg21374864	0.258457668779895	TOR1A	9	132586569
cg21375825	0.922327199864361	LCT	2	136594646
cg21376883	0.647956424566979	ACTN2	1	236850232
cg21377793	NA	TSPAN3	15	77364519
cg21378047	0.0453354804757508	H1FX;C3orf47	3	129034659
cg21378206	0.966051343701074	IL1F5	2	113817043
cg21379008	0.013975134846691	ATP8B2;AQP10	1	154297555
cg21379309	0.0120892759958531	C14orf147	14	34931822
cg21379816	0.0232555233863143	SRM	1	11119628
cg21380294	0.0453582817953774	ZSCAN2	15	85144807
cg21380842	0.545969794821763	KCNJ6	21	39288830
cg21383720	0.00596969397978369	FAM120AOS;FAM120A	9	96214543
cg21387281	NA	OGFR	20	61435439
cg21387302	0.0419810037265067	RFX3	9	3526198
cg21388029	0.513919569443655	CREG2	2	102003306
cg21389013	0.0132584880337856	PPM1G	2	27632056
cg21389884	0.00989170745560004	PVRL1	11	119599425
cg21391660	0.0116537819788132	LLGL2	17	73522123
cg21395782	0.158710254527109	NDUFA13;TSSK6	19	19626814
cg21395967	0.295692581055308	TBC1D8B	X	106046174
cg21396405	0.00510895430454426	NA	NA	0
cg21399079	0.978250025746767	GPR45	2	105858139
cg21399198	0.0159758790660246	ARMC10;FBXL13	7	102715131
cg21400640	0.621853160010557	TMSL3;TMSB4X	X	12992967
cg21400896	0.865952091742963	ABI3	17	47288569
cg21401794	0.0137305318462682	LRRC8C	1	90099060
cg21402035	0.599726830715309	GALR3	22	38219400
cg21402071	0.598901296477268	CHRNB4	15	78933902
cg21404906	0.0374387727256743	XRCC5	2	216973839
cg21405195	0.83318385986327	PEG10	7	94293385
cg21406461	0.155562004035125	IFI16	1	158978957
cg21407055	0.79104448926993	ART1	11	3666483
cg21407839	0.00843450378775223	DYRK1A	21	38739091
cg21409722	0.0344278746027198	AKAP1	17	55162050
cg21409833	0.853543955690113	DOCK7;ANGPTL3	1	63062724
cg21410991	0.618096947911514	ISL1	5	50678451
cg21412748	0.0209039108357707	FCHSD2	11	72852496
cg21413009	NA	DAPK2	15	64338947
cg21413251	0.361297391874	PIP5K1B	9	71320693
cg21414251	0.17601386034449	OR12D2	6	29364554
cg21415080	0.732299752805548	NA	NA	0
cg21415604	0.930947524447951	C4B;STK19;C4A	6	31948433
cg21415698	0.0313355270305723	EXPH5	11	108464417
cg21416022	0.103017701005165	TTC23	15	99789661
cg21416237	0.923109678816486	FKBP10	17	39970091
cg21416602	0.0132042580763279	FAM149B1;ECD	10	74927745
cg21418052	0.521576328917358	B3GALTL	13	31773806
cg21418076	NA	LTB4R2;CIDEB	14	24777878
cg21419475	0.0177633050990544	EIF2B1;GTF2H3	12	124118052
cg21420531	0.0496383557740844	SLC5A6;C2orf28	2	27435915
cg21421501	0.0245713505178	FTH1	11	61734205
cg21421701	0.012620477029977	BATF3	1	212872679
cg21422208	0.0910148673331389	RFT1	3	53164667
cg21422622	0.0203094126751469	SGSM3	22	40766525
cg21424904	0.0274947889655245	GRK6	5	176853466
cg21426387	0.0709953467518623	SNN	16	11762806
cg21428681	0.452568228181523	NKX3-1	8	23540856
cg21429500	0.0291467476766073	LAP3	4	17579272
cg21430666	0.992248379220618	HIST3H3	1	228613073
cg21431091	0.0376021149163711	TMEM9	1	201124025
cg21431536	0.695118413061756	NA	NA	0
cg21432513	0.959314026078571	CHFR	12	133435770
cg21432842	0.825531767286839	CSF3	17	38171697
cg21432954	0.573919616424297	TRPC4	13	38443809
cg21433933	NA	SHROOM1	5	132163083
cg21434440	0.0159984676513914	CD2AP	6	47446198
cg21434954	NA	LCE1B	1	152783137
cg21435336	0.682409591609895	ANKLE1	19	17392852
cg21435394	0.0310914983570042	NUDT14	14	105648024
cg21438018	0.853470151624023	MSH4	1	76262537
cg21439450	0.00834697304597965	POLR2C	16	57496664
cg21440587	0.432912733594493	AIF1	6	31583458
cg21443261	0.0226035841492659	TRIM35;PTK2B	8	27169256
cg21443584	0.358341838362091	MBIP	14	36789985
cg21448423	NA	ACOT11	1	55013956
cg21449655	0.0813605555443331	CASP9	1	15851444
cg21449843	NA	MANBAL	20	35918440
cg21450627	NA	PSD4;LOC440839	2	113930840
cg21451553	0.893011309359619	NOVA2	19	46476046
cg21452443	0.0519205991700047	NMT1;DCAKD	17	43138359
cg21452766	0.251179752996937	CTH	1	70877088
cg21453309	0.144811776357432	FAM101A	12	124774055
cg21453677	0.198128981030465	NA	NA	0
cg21457147	0.669955205196965	GTF2F2;KCTD4	13	45768695
cg21457804	0.933554727150711	NA	NA	0
cg21458041	0.860993338045902	TNP2	16	11364014
cg21458116	0.0148426343383056	GGA1	22	38004573
cg21458907	0.596770584732714	CADPS	3	62860802
cg21459710	0.0290403171988961	CDC37	19	10514006
cg21459867	0.474680200569851	IDUA;SLC26A1	4	981492
cg21459921	0.017082698055512	ADRM1	20	60878267
cg21460081	0.0516480740247583	HOXB4	17	46656012
cg21460582	NA	CSPG4	15	76005861
cg21461100	0.900986718899223	NOVA2	19	46477338
cg21462299	0.741487897818883	VGLL1	X	135614052
cg21463023	0.0172658712789006	SEC22C	3	42623862
cg21465754	0.0131430178875944	RAD51	15	40986872
cg21466821	0.853125686662592	HIPK4	19	40896173
cg21468416	0.65843759441678	NEK6	9	127019914
cg21472099	0.0155821977453362	SYAP1	X	16737680
cg21472642	0.921356290272963	CHN2	7	29233468
cg21474838	0.848544007691357	KLRD1	12	10460612
cg21475255	0.035964683900336	DAG1	3	49507186
cg21475402	0.806132695431126	BCAN	1	156612140
cg21476940	0.197901442504387	ITLN1	1	160854954
cg21478222	0.019295443543315	ELK4	1	205601572
cg21478437	0.887587303130787	CTSE	1	206317403
cg21478490	0.7593295766655	PROP1	5	177422991
cg21480743	0.0732522341151886	KILLIN	10	89621419
cg21481775	0.315358642126497	NKX3-1	8	23539627
cg21484834	0.884760760508765	PTK6	20	62168579
cg21484964	0.900408486759696	PGBD4;C15orf24	15	34395546
cg21486659	0.0213664467529519	TMEM14B	6	10747693
cg21486954	0.0105201653080766	RUNDC3A	17	42385289
cg21487067	0.00965970031502975	MLEC	12	121124407
cg21487207	0.027088497442711	HOXC4;HOXC6;HOXC5	12	54410576
cg21488617	0.246121493018201	DNALI1	1	38022586
cg21489722	0.937168161743127	FAM9B	X	9001881
cg21489873	0.911887453736564	C9orf45	9	125877134
cg21491028	0.0219863435080871	PSMD3	17	38136817
cg21491308	NA	TEX101	19	43892826
cg21492378	0.787283356868063	CEP110	9	123850279
cg21493583	0.399782539309389	PIGF;CRIPT	2	46842958
cg21493666	0.0503176259180238	PPME1;C2CD3	11	73882478
cg21494337	0.0474398177155706	CENPO;C2orf79	2	25015597
cg21494776	0.852353237756545	ICAM4	19	10397780
cg21495715	0.920637384467968	SLC5A10	17	18854560
cg21497439	0.877331254866245	HAPLN4	19	19373998
cg21500966	0.320640421890308	NAALAD2	11	89867976
cg21501064	0.406352909518899	SEPT6	X	118827889
cg21503093	0.00878909360182256	EMP2	16	10674468
cg21504624	0.197742611253677	IL11RA	9	34653580
cg21504918	0.0307759713416468	GPX3	5	150400001
cg21505334	0.89219084704461	CEACAM5	19	42213020
cg21505886	0.774622108330764	TMEM129;TACC3	4	1724428
cg21508214	0.00869644755486405	SMC4;IFT80	3	160118610
cg21509023	0.439064912095681	NA	NA	0
cg21509097	0.0441467653872782	PLA2G15	16	68279613
cg21509846	0.528491654562826	BEX1	X	102319368
cg21510697	0.0185526220601761	USP31	16	23161157
cg21511069	0.0199768000935949	UBAP2	9	34049294
cg21512370	NA	LPAR6;RB1	13	48990327
cg21513385	0.0479101477094382	SMAGP	12	51663484
cg21513553	0.748242648856165	NA	NA	0
cg21514871	0.428187390380748	MEFV	16	3307814
cg21515243	0.0622944563636037	RIOK3	18	21033072
cg21515329	NA	RIBC1;SMC1A	X	53450923
cg21515744	NA	GUK1	1	228327456
cg21516287	NA	ACTR3C;LRRC61	7	150020855
cg21516384	0.273282154552536	RNF213	17	78233839
cg21516478	0.04031888648294	GPX3	5	150400328
cg21516819	0.254668154561058	TSPAN7	X	38421078
cg21517055	0.453610013376183	C19orf57;CC2D1A	19	14016717
cg21518208	0.743459259160293	KRT85	12	52761416
cg21518938	0.0150853195960733	RBBP8	18	20513051
cg21518947	0.793792032333787	CABP4	11	67222648
cg21519900	NA	C20orf186	20	31670612
cg21521452	0.0627025810211345	NA	NA	0
cg21522303	0.0835469076349886	ST6GALNAC2	17	74581331
cg21522797	NA		16	81806083
cg21522988	0.670202777471465	FAR2	12	29376872
cg21523528	0.0147611226239419	CBFA2T2	20	32077966
cg21526212	0.0166245399550885	PTCH1	9	98271631
cg21529533	0.480485771725471	HLA-G	6	29796015
cg21529807	0.121556947322217	CEACAM4	19	42134478
cg21530453	0.555678644113744	LOC283856;GNAO1	16	56226346
cg21530890	0.6864722107181	SOX8	16	1032260
cg21533271	0.309527209996902	NA	NA	0
cg21533958	0.957685601126336	GPR124	8	37653377
cg21537939	NA	SEPT10;ANKRD57	2	110373161
cg21538194	0.0215127699455665	DZIP1L	3	137834582
cg21539243	0.0304298417016788	PHTF1	1	114301432
cg21540749	0.0215562452481456	MOCS2	5	52405349
cg21541083	0.719843915949265	STXBP2	19	7701212
cg21542094	0.0933862645992847	PFKFB3	10	6243955
cg21542793	0.783780072592097	ADRA2B	2	96781891
cg21544377	0.0107068513616007	MIRLET7I;C12orf61	12	62997103
cg21545849	0.00880877477634324	CHD6	20	40247209
cg21546057	0.0577236633419534	FIBP	11	65656326
cg21546671	0.0189165013960286	HOXB4	17	46655387
cg21547708	0.272169698961621	SSTR2	17	71161160
cg21547976	0.0131781035685643	STK11	19	1206451
cg21548414	0.0114615396014478	CLIC5	6	45983585
cg21548788	0.0106717669494029	CCNI	4	77997565
cg21549639	0.0808458332981928	TOMM40	19	45394156
cg21549904	0.00836926601484114	GALNT7	4	174090558
cg21550442	0.0815355572701159	C19orf46	19	36499839
cg21550483	0.810891265379277	CLEC10A	17	6984106
cg21552947	0.0317560557086286	MED16	19	893353
cg21553524	0.634681265503238	TMEM178	2	39893185
cg21553596	NA	FAM3B	21	42688635
cg21554249	0.0502168370464514	SUOX	12	56390073
cg21554552	0.508274724068254	RASSF1	3	50378425
cg21557231	0.796091291301757	MCF2	X	138725077
cg21559783	0.0143300967396113	C9orf163;SEC16A	9	139378129
cg21561142	0.0398988211556734	DEK	6	18265208
cg21561173	0.336558329305091	NA	NA	0
cg21565972	0.950621843397613	CCDC57	17	80109576
cg21566550	0.0284982513079263	BMPR2	2	203240691
cg21567017	0.839938179481003	CXorf58;APOO	X	23927284
cg21567332	NA	HCCA2	11	1501640
cg21570220	0.149029195315047	SLC11A2	12	51419900
cg21570468	0.0167395539657162	RBL1	20	35724588
cg21570818	NA	FUT5	19	5870366
cg21571665	0.0355165750474422	ZNF410	14	74353524
cg21571937	0.019799542212024	FZD2	17	42634416
cg21572316	0.411592899272557	ABCA1	9	107690018
cg21572897	0.901756248217428	CD80	3	119277821
cg21572997	0.0201009496315709	LRP5	11	68080756
cg21573601	0.0137352542854651	PTEN;KILLIN	10	89622589
cg21574400	0.403413064859673	LIPG	18	47088309
cg21574752	0.015484954677221	TSGA13;COPG2	7	130354027
cg21575929	0.975670679593874	ADRA1B	5	159344281
cg21576698	0.0775836369633447	LRRC41;UQCRH	1	46767971
cg21577049	0.775599829449939	WDR69	2	228736449
cg21578207	0.167874934450099	RNF220	1	44870088
cg21578541	0.811372554525521	TLR9	3	52260090
cg21578906	0.948627678320229	SLC5A4	22	32651345
cg21581873	0.0392973457443946	PLEKHA6	1	204329307
cg21584430	0.705689616836961	C22orf45;ADORA2A	22	24829462
cg21584983	0.00963151435281201	ECSIT	19	11640070
cg21586107	0.00773860744722741	TMSB10	2	85132797
cg21587861	0.038057440292746	BICD1	12	32260103
cg21588305	0.905572767209983	BLCAP;NNAT	20	36149455
cg21589115	0.0291928397576041	DKKL1;TEAD2	19	49867114
cg21589280	0.196095952450388	DDAH1	1	85930151
cg21591452	0.979346670763967	TMEM105	17	79304628
cg21591742	0.748110215476013	HOXD10	2	176980998
cg21595737	0.036516681159285	GMFB	14	54955895
cg21596317	0.0788470580716164	PAM	5	102201545
cg21596858	0.864419034250036	DCST1;DCST2	1	155007254
cg21597649	0.0443458565229304	TMEM106B	7	12251342
cg21599792	0.0272074555835968	FZD4	11	86666851
cg21600563	0.00491364571884628	FBXO33	14	39901846
cg21601405	0.703799282512098	CD40	20	44747006
cg21602160	0.631027838676422	AOC3	17	41003272
cg21602520	0.098070004940494	BCL2	18	60985380
cg21604042	0.602617956208705	SCUBE3	6	35181401
cg21604615	NA	SYTL1	1	27668610
cg21604803	0.84608203605001	CPT1C	19	50194662
cg21604856	0.875229143489856	ZNF280A	22	22874677
cg21605986	0.184064817501468	KIAA1191	5	175788725
cg21606237	0.0259315823896479	STX17	9	102668725
cg21607066	0.0093378236861159	PHIP	6	79787807
cg21607649	0.676164264601313		10	134884177
cg21608116	NA	SUGT1P1;NFX1	9	33290203
cg21608192	0.0225743921456931	XYLT1	16	17563827
cg21608489	0.684011767830159	POU2F2	19	42637137
cg21609430	0.0202823402098554	ESYT1	12	56522453
cg21610192	0.0306114132598673	DYNC1LI2	16	66784977
cg21610516	0.103073497868079	MTHFD1L	6	151186758
cg21611708	0.863952200249624	TGM3	20	2277040
cg21612046	0.38519096274627		19	58071269
cg21613754	0.807241198007722	AAMP;PNKD	2	219133847
cg21614231	0.955909926094609	SUGT1P1;BAG1;CHMP5	9	33266196
cg21614638	0.815714960836054	DAPP1	4	100737821
cg21615127	NA	TMCO4	1	20126875
cg21615171	0.953815542963781	SLC22A13	3	38307564
cg21615663	0.366933437508392	IQCK;C16orf88	16	19727911
cg21616088	0.103580801680983	FBXL4	6	99396064
cg21618439	NA	CORO2A	9	100954694
cg21618713	0.0698510717923949	ARFIP1;TIGD4	4	153701330
cg21621114	0.613488422707846	CRX	19	48325360
cg21621204	0.902784258777337	HTN1	4	70916719
cg21621248	0.539685895944153	CTNNA2;LRRTM1	2	80531842
cg21623671	0.0438051410192058	ANXA6	5	150536851
cg21624282	0.838843214222726	C13orf28	13	113030783
cg21624359	0.929068117498921	FFAR3	19	35848801
cg21624883	0.0115710625106856	IPPK	9	95432804
cg21625881	0.897848958826909	GNAS	20	57430313
cg21626086	0.871345892892707	C6orf81;LOC285847	6	35704928
cg21627181	NA	SLC17A4	6	25754190
cg21628553	0.942412574763557	NPBWR2	20	62738197
cg21629895	0.832968733877262	DNMT3A	2	25565795
cg21631409	NA	ALDH3B2	11	67449882
cg21631754	0.988829020268845	EXOC3L2	19	45737485
cg21633208	0.315059407322164	SH2B3	12	111843286
cg21633698	0.877366472762165	NA	NA	0
cg21634602	0.0163133501524618	APC	5	112073570
cg21636577	0.845290139579872	ACADVL;DLG4	17	7121881
cg21636748	0.0283650773752696	NA	NA	0
cg21637033	0.0138214516963482	TEAD4	12	3068077
cg21638219	0.047616735528416	HACL1;BTD	3	15643617
cg21639401	0.888694600084371	LOC388387	17	41050668
cg21639968	0.0085243562779519	UBE2M;LOC100131691	19	59070227
cg21640749	0.936043251865185	RAB37;CD300LF	17	72709731
cg21642076	NA	TMEM191A	22	21054903
cg21642649	0.0194011137602478	C21orf66;C21orf49	21	34144118
cg21643045	0.955276987057558	CCL20	2	228678693
cg21643191	0.952109509327789	ABCB5	7	20685988
cg21643361	0.501030667848638	NA	NA	0
cg21643860	0.10262329166929	TUT1	11	62358814
cg21644628	0.824665904455951	HEATR3	16	50099438
cg21644826	0.254884774375218	ACSM3	16	20775352
cg21649520	0.90480138658272	PMP2	8	82359799
cg21650900	0.0621819383480571	ARL4C	2	235405122
cg21651436	0.0114774622409587	MAP3K11	11	65381610
cg21652012	0.961067262684105	GABRP	5	170211009
cg21652958	0.385684592418546	THBS2	6	169653961
cg21655480	0.665414315439366	KLHL34	X	21677052
cg21655693	NA	SYMPK	19	46365818
cg21655790	0.0918711126877661	NA	NA	0
cg21656748	0.00674808563960169	SCARB2	4	77135347
cg21657816	NA	COQ7	16	19079446
cg21658946	0.0133563898125749	COG8;PDF	16	69364455
cg21660130	0.928175920989451	CLCNKB	1	16370243
cg21660392	0.96085652240873	ABCA8	17	66950545
cg21660424	0.0282704628567913	IPO4	14	24658101
cg21660687	0.0173803623420939	GLI1	12	57853396
cg21660727	0.0226121451778868	PCGF3	4	699950
cg21663122	0.0420658306539212	HIST1H2BH;HIST1H3F	6	26250936
cg21663431	0.15204196634506	SLC44A2	19	10736355
cg21663580	0.0137814755662276	PTK7	6	43044771
cg21663722	0.833019784502841	NA	NA	0
cg21664310	0.0353263989994872	LSM4	19	18434339
cg21664828	0.0726366058074052	ZNF148	3	125094611
cg21665000	0.598548277115384	MYOCD	17	12569135
cg21665774	0.827339693168683	KIAA0355	19	34790692
cg21666217	0.00881741796807073	TRIM33	1	115053421
cg21666675	0.137307179450442	TMEM43;CHCHD4	3	14165843
cg21667836	0.763561346498543	PRMT8	12	3599355
cg21667943	0.0715919431769822	ORMDL2;SARNP	12	56210943
cg21669679	0.583712079143139	DCC	18	49866548
cg21671476	NA	MYL9	20	35169609
cg21672276	0.639093389539835	ZNF502	3	44754072
cg21673646	0.0257833632147692	SHF	15	45479977
cg21674595	0.559842797621384	NA	NA	0
cg21675030	0.0319961656985975	ABHD10	3	111697974
cg21678388	0.0395109537159442	ZNF354B	5	178286735
cg21680178	0.0391393742625074	GPATCH3	1	27226860
cg21680717	0.0118402098074321	AKAP8;AKAP8L	19	15490914
cg21681756	0.0134491246803663	KBTBD4;NDUFS3	11	47600081
cg21682382	NA	TMEM39B	1	32538052
cg21682826	0.0180323776675092	HERPUD1	16	56965767
cg21682902	0.946670987904184	HAL	12	96390960
cg21684385	0.010762509254174	ADAT2;PEX3	6	143772210
cg21685266	0.0558283051974205	EHHADH	3	184971652
cg21685427	NA	SGK2	20	42187356
cg21685565	0.0149874971766391	GNA12	7	2883529
cg21686523	0.0262167486620414	INTS12;GSTCD	4	106629581
cg21686900	0.00590043046156115	DAZAP2	12	51632663
cg21686987	0.909664023659509	CTRB1	16	75252973
cg21688264	0.622581310234039	SNAP91	6	84418724
cg21688707	0.035128813358386	HNRPDL;ENOPH1	4	83350844
cg21690806	NA	SLC9A8	20	48429803
cg21690892	0.964521948597278	GUCA1B	6	42162428
cg21692936	0.238657717633494	SLC3A2;SNORD27;SNHG1;SNORD25;SNORD26	11	62623994
cg21693321	0.495128134063273	MED12	X	70338331
cg21693780	0.081973407008942	DDX1	2	15731793
cg21694349	0.0594863703650259	FBXO24;LRCH4	7	100184161
cg21695020	0.911593933293731	DPEP3	16	68014626
cg21696393	0.663819560529135	SOX8	16	1030401
cg21697134	0.0391835421242478	FN3K	17	80693839
cg21697779	0.475211145301755	FUNDC2	X	154255534
cg21698790	0.00928157672420039	HRK	12	117319264
cg21700070	0.0104443617093359	CNOT3	19	54641527
cg21700166	0.0290447622208903	GPR68	14	91720227
cg21703138	0.0126754471279007	PPP2CA	5	133561950
cg21703572	0.0565219858425051	C22orf13;SNRPD3	22	24951237
cg21705120	0.0215312614574184	UBE2G1	17	4270245
cg21706946	0.884588215375377	NA	NA	0
cg21707816	NA	EXOG	3	38537451
cg21709140	0.0127001674999315	GORASP2	2	171785487
cg21710060	0.959806955516372	GRK1	13	114321749
cg21712678	0.0158408222357692	ZC3H7B	22	41697701
cg21712685	0.0160375867552722	C6orf126	6	35744605
cg21713257	0.0113236291436979	ETFDH;C4orf46	4	159593619
cg21713812	0.0176325031557257	KHDRBS1	1	32480195
cg21715963	0.017736613005636	C1orf51	1	150254838
cg21716693	0.827055708122926	CPNE5	6	36806882
cg21717724	NA	PSMD5;LOC253039	9	123604514
cg21718857	0.103989635144398	DLL3	19	39989592
cg21721126	0.0086647350712627	TTC35	8	109456101
cg21721155	0.0226353234137523	HADH	4	108910787
cg21721865	0.0250386069049274	UFM1	13	38923576
cg21722058	0.0139281470147121	PLK4	4	128802226
cg21722680	0.0108111847202052	TBK1	12	64846210
cg21723486	0.931100993592111	TP63	3	189349323
cg21727574	0.940986041186421	ZNF137	19	53098913
cg21728447	0.0201565098680875	ALDH4A1	1	19229118
cg21729186	NA	HIST1H4H	6	26285766
cg21730067	0.00974431659920273	LOC492303;ZNF326	1	90460918
cg21731286	NA	TAS1R2	1	19186805
cg21732383	0.810955660009721	THBS2	6	169654692
cg21736205	NA		7	92100314
cg21736592	0.569524530789117	CYTH4	22	37678450
cg21740204	0.0235584334466464	SMC5	9	72873544
cg21742836	0.849947603392633	PPP4C	16	30086175
cg21743569	0.0264970472901617	NR1H2	19	50879963
cg21743649	0.976578424327343	PGAP2;NUP98	11	3820252
cg21743830	0.846634061670796	CCL25	19	8117966
cg21745164	0.929475892160326	CHP2	16	23765304
cg21745320	0.0362705306084327	SMG6;SRR	17	2207495
cg21746459	0.0200925815797242	MRPL50;ZNF189	9	104160900
cg21746887	0.0449075208821124	FZD1	7	90893279
cg21747271	0.425721835170324	AIP	11	67250052
cg21750545	0.00982014432011244	DCUN1D4	4	52709356
cg21750589	0.704974186216127	ZNF323;ZKSCAN3	6	28321301
cg21750602	0.748713962366842	PPP2R2D	10	133748026
cg21750887	0.330701597335746	CPA6	8	68658237
cg21751787	0.0109034392365133	LMAN2	5	176778504
cg21753834	0.00982956683935255	PTRH1;TTC16	9	130477671
cg21754343	0.79762709092184	LCE2B	1	152658797
cg21755709	NA	PDXK	21	45149398
cg21756353	0.00812442607662249	DHPS	19	12792451
cg21759080	0.0224454775101979	STX5	11	62599762
cg21762107	0.00980068576895586	CTSA;NEURL2	20	44519951
cg21762589	0.565963938452777	BNIP3	10	133796476
cg21765730	0.201334744488646	NOX3	6	155777175
cg21768899	0.0067789605934309	C12orf75	12	105724426
cg21769943	NA	PIM1	6	37137738
cg21769969	NA	OSTM1	6	108396498
cg21770145	0.938903974678168	SIRT7;PCYT2	17	79869997
cg21770617	0.912191784587406	FAM3D	3	58652897
cg21771250	0.231771771081817	FAM83F	22	40406049
cg21772838	0.0102056233641431	AURKA;CSTF1	20	54967497
cg21774863	0.0154482559914522	RAB28	4	13486498
cg21781546	0.700728272731664	BCS1L	2	219525807
cg21783004	0.876489228875954	LECT2	5	135290288
cg21784498	0.00910868968992925	TMEM97	17	26645922
cg21784940	NA	REPIN1	7	150067807
cg21785260	0.0524940866758204	FAM134A;C2orf24	2	220042096
cg21785307	0.0170851466340541	NA	NA	0
cg21785536	0.0594528443785543	C3orf64	3	69063328
cg21787206	0.0195982627233629	PSMD9	12	122326515
cg21787280	0.930322536273814	SNW1;C14orf178	14	78225551
cg21787291	0.636398007001832	NKAIN2	6	124125170
cg21788470	0.811212404052687	NA	NA	0
cg21789545	NA	COL9A1	6	71012391
cg21790626	0.828911391152483	ZNF154	19	58220494
cg21792432	0.901147460611327	POT1	7	124538660
cg21792737	0.139567902447322	NOX3	6	155776999
cg21794225	0.673219892136284	PRKD1	14	30397464
cg21795497	NA	C11orf63	11	122753326
cg21796234	0.0155229487670111	C3orf23	3	44379533
cg21796825	0.00746679749066116	TMEM5	12	64173751
cg21800088	0.0168729422444787	POLR2B;C4orf14	4	57844931
cg21800439	0.0207285245275402	STAT2	12	56753886
cg21801378	0.507251447795113	BRUNOL6	15	72612125
cg21802726	0.0376102982038413	EDEM2	20	33735257
cg21803417	0.030295453775051	MTRR;FASTKD3	5	7868887
cg21803680	0.192133855055226	TMEM169;PECR	2	216946845
cg21804822	0.0382283372618454	ORAOV1	11	69489974
cg21804950	0.344937270844231	NA	NA	0
cg21807589	0.487437606987032	NA	NA	0
cg21808053	0.824873134427393	DIRAS3	1	68513063
cg21815667	0.600975852085935	HOXD8	2	176993841
cg21816539	0.0311641995359613	GRIK1	21	31312328
cg21817450	NA	ENOX1	13	44240722
cg21818252	0.0175643489238994	SEC24B	4	110354354
cg21820677	0.102351252865456	GABRA2	4	46392528
cg21820890	0.968784780198713	PLA2G12B	10	74714375
cg21824213	0.148312566676176	NA	NA	0
cg21824902	0.164131905525547	WDTC1	1	27560832
cg21825027	0.0122145248065394	ACP1;SH3YL1	2	264166
cg21825364	0.977294651455663	NA	NA	0
cg21828898	0.0188938258462216	UBA5;ACAD11	3	132379245
cg21829265	0.0817596812201469	KIAA1586	6	56911139
cg21830413	0.0146287946556239	VPS26A	10	70884251
cg21831174	0.766987707139314	MASP1	3	187011187
cg21832150	0.0120678503414867	PLEKHN1	1	902025
cg21832243	NA	TTC3;PIGP	21	38444223
cg21833459	0.055507152270598	FAM111B	11	58873955
cg21835622	0.0354943735349695	DPYSL3	5	146833431
cg21835643	0.854721737837115	MATN4;RBPJL	20	43935361
cg21836062	0.786369877690067	DMD	X	33357661
cg21837443	0.0144317297352416	CCDC109B	4	110481957
cg21838233	0.0220720806452174	TPX2	20	30326920
cg21838334	0.489903844186736	NES	1	156646653
cg21839522	0.0253453417512155	NA	NA	0
