Hybridization REF	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05
cg21024391	0.0196090830041694	NA	NA	0
cg21026663	0.0112697166105264	HIST1H4D	6	26189234
cg21028326	0.0220829039553075	TUBGCP6	22	50683188
cg21029904	NA	ZNF91	19	23577714
cg21030400	NA	MKNK2	19	2052564
cg21030483	0.514751317030997	TMEM185A	X	148713678
cg21030598	0.541737083003699	PAK2	3	196466425
cg21032203	0.0329482702500667	ZRANB2	1	71546840
cg21032583	0.42575260992094	LMLN;IQCG	3	197685803
cg21033494	NA	MSMB	10	51550114
cg21033855	0.0501655799541093	TUBGCP4;ZSCAN29	15	43662581
cg21034676	0.0214839395376578	TGFBI	5	135364552
cg21035142	0.245361749600048	CRYGN	7	151136940
cg21037570	0.0210826519633302	IMMT	2	86422857
cg21038229	0.0171849988054903	NA	NA	0
cg21038703	0.44317123024028	ASB16	17	42248358
cg21038964	0.0280056411967241	DPM3	1	155113214
cg21039631	NA	CD58	1	117112854
cg21039679	NA	C15orf53	15	38989738
cg21039822	0.0155311562898466	PCYT2	17	79869136
cg21041127	NA	AGR3	7	16922421
cg21042619	0.027748411926303	NA	NA	0
cg21043558	NA	BRAF	7	140625365
cg21043754	0.012700247206496	DDB1;DAK	11	61100532
cg21044104	0.787254004330909	LYZL4	3	42451876
cg21045388	0.919830031777751	KIAA1026	1	15428172
cg21045917	0.835616508141336	ALAS2	X	55057395
cg21046413	0.533249999451827	AIFM1	X	129299367
cg21046940	0.0201064924164798	DAP	5	10760858
cg21047206	0.706889343124473	PDE4DIP	1	145076221
cg21048501	0.0232358211927702	MRPS24	7	43909515
cg21048669	0.126918169408936	CLEC3A	16	78056379
cg21049762	0.88950366907362	TCIRG1	11	67805456
cg21051046	0.0515716817038634		7	155248393
cg21051086	0.322152029228472	PPP4R2	3	73046214
cg21051423	0.0210094557728217	MTBP;MRPL13	8	121457935
cg21052164	0.363442551502038	CHRNB2	1	154539977
cg21053015	0.0237448699687105	SYNGR1	22	39746054
cg21053323	0.0712079483266947	SUMO3	21	46237385
cg21053529	0.818801720627235	GJD2	15	35046760
cg21053748	0.0246069419507031	NDUFA4	7	10979772
cg21057046	0.660002134564178	NBL1	1	19970204
cg21057494	0.311951606096919	CLEC3B	3	45066971
cg21060429	NA	NUDT1;FTSJ2	7	2280360
cg21060854	0.0146621348032641	TOR1B	9	132565518
cg21061811	NA	DDA1	19	17419261
cg21062347	0.761253419149616	SLC22A8	11	62783543
cg21063899	0.362631665062451	SCEL	13	78109801
cg21065959	0.713166415183723	LCE1E	1	152758755
cg21065990	0.0105574430514207	TASP1	20	13619254
cg21066636	0.267474671625565	TM4SF5	17	4675292
cg21067846	0.936328603059954	MORC4	X	106228404
cg21068030	0.69230062617243	CYB5D1;LSMD1	17	7762413
cg21068152	0.0192432764144476	SIRT4	12	120740453
cg21068339	0.0147276435253035	DSP	6	7542819
cg21069922	0.022396020938078	ERAL1	17	27182342
cg21070087	0.898041199201465	HECW1	7	43351538
cg21070730	0.017205368299489	NA	NA	0
cg21072025	0.0182599151736694	GNG8	19	47137863
cg21073927	0.629392702387434	GATA4	8	11562155
cg21075829	0.265876455726285	ESYT3	3	138153170
cg21076470	0.0577826879749123	MRPS14	1	174992744
cg21080294	0.260755660975489	PRPS1	X	106871478
cg21081852	0.0937583955821161	TXNRD1	12	104680692
cg21081971	0.171067138143457	TRPC4	13	38444765
cg21084260	0.60458075958623	APOD	3	195311868
cg21085553	0.0385874140289918	NA	NA	0
cg21085625	0.0124877274042862	C2orf76;DBI	2	120124643
cg21085768	0.876802198233552	NA	NA	0
cg21086464	0.029236542461811	PAK1	11	77184925
cg21087043	0.128048010542348	NA	NA	0
cg21087137	0.315102198467755	GLIPR1L1	12	75728469
cg21087701	0.890737199443654	GPR119	X	129520113
cg21089667	0.98780098937087	HLTF	3	148805262
cg21090723	0.889200116986994	ALG13	X	110970253
cg21091629	0.0148126282748615	PGAP2	11	3829534
cg21091679	0.0221001261899851	ELL2	5	95298142
cg21092324	0.42290934024219	MMRN1	4	90816310
cg21092462	0.084221905270608	KCNH1	1	211307761
cg21092687	0.0166452158295989	RECQL4;LRRC14	8	145743911
cg21093060	NA	TXLNA	1	32644693
cg21094154	0.297894166767689	NA	NA	0
cg21094669	0.0543830326769401	GLRA3	4	175750109
cg21096399	0.788881657811336	MCAM	11	119188145
cg21096502	0.0140230725812534	CHCHD2	7	56174374
cg21096591	0.618904163792669	NA	NA	0
cg21096915	0.705297439908485	LOC84856	10	42971209
cg21096966	0.107024144651007	KLHL28;FAM179B	14	45432458
cg21097640	0.0348504163011255	POLR1D;LNX2	13	28195548
cg21098323	NA	OSCAR;NDUFA3	19	54605642
cg21099221	0.0178266701037152	SRM	1	11120574
cg21099326	0.0141169513091822	TRIM35;PTK2B	8	27168591
cg21099488	0.0486232371856757	PELI2	14	56585486
cg21101222	0.0103543489682525	ATOX1	5	151138161
cg21104946	0.0637041881807234	WNT7B	22	46373530
cg21105318	0.168067957867635	ITGB6	2	161056520
cg21109025	0.897148463188304	CCL2	17	32580869
cg21111471	0.872409675245735	FLRT1;MACROD1	11	63871000
cg21111868	NA	EGR4	2	73521089
cg21112925	0.0188788706319211	FAM96B;CES2	16	66968030
cg21114485	0.0169378050718331	UFSP2	4	186346747
cg21115977	0.768149856949101	GDF2	10	48416510
cg21115990	0.863642571377015	NA	NA	0
cg21116314	NA	ZNF266	19	9546752
cg21116410	0.0133140594316201	PEX12	17	33905650
cg21117584	0.0372968838368035	SNIP1	1	38019997
cg21119032	0.0202503013203794	LANCL1;CPS1	2	211341315
cg21120063	0.604771271446705	C2orf82	2	233734910
cg21120249	0.276105085963746	C9orf139;ABCA2	9	139921971
cg21120786	0.140919699933893	SKAP2	7	26904188
cg21122529	0.0201888223788523	CHERP	19	16652680
cg21122774	0.803258271371856	SARDH	9	136604996
cg21123509	0.0184754845180994	POLD2	7	44163430
cg21123573	0.070274259858161	SIRT4	12	120740055
cg21126707	0.893539257218659	MYF5	12	81111012
cg21126943	0.124246490641809	CEACAM6	19	42259395
cg21129531	0.964481377301742	LRRC4;SND1	7	127670703
cg21130124	0.969083433631186	CALML5	10	5542328
cg21130374	0.768005070409078	MX2	21	42734266
cg21132104	0.0230166815272734	SPATA5L1	15	45694354
cg21132577	0.12125042015343	MYOM2	8	1993528
cg21134096	0.0355592502334374	RHEB	7	151217883
cg21137417	0.270838193156638	SPP2	2	234959456
cg21137706	NA	TMEM5	12	64173304
cg21137707	0.938754701265441	PNMA5	X	152160917
cg21137823	0.0245202057768657	PRKCZ	1	1981270
cg21140292	0.0178660957943859	SMARCA2	9	2015788
cg21142158	0.0340574618039941	COG6	13	40229689
cg21142188	0.586287721875625	ATP7A	X	77166294
cg21142272	0.61786084417091	EXOC3L	16	67224341
cg21142398	0.861909199499195	GLIS1	1	54200078
cg21144270	NA	STK25	2	242448675
cg21144587	0.0136102881836078	GPN1;CCDC121	2	27851409
cg21145624	0.0384642832323694	MEIS3	19	47922899
cg21146268	0.0419788667243411	HIST1H2BE	6	26183508
cg21148892	0.786990537172889	CLEC4F	2	71047649
cg21151355	NA	GJB3	1	35246607
cg21152662	NA	TEC	4	48231543
cg21152671	0.667196775319653	TRAF1	9	123690586
cg21153758	0.0208651837869916	ITGA1;PELO	5	52083992
cg21154823	0.0133926051757329	FAM160B2	8	21947302
cg21161070	0.113274223982007	RACGAP1	12	50419399
cg21161651	0.0153829756605769	C11orf83;C11orf48	11	62439250
cg21162961	0.546697729472996	NA	NA	0
cg21163415	0.74371903848736	EDN3	20	57876201
cg21164303	0.0097566951603603	TMED3	15	79603277
cg21165219	0.935068094970942	FAM38B	18	10698044
cg21165909	NA	CPS1	2	211419938
cg21166555	0.013635419952686	NA	NA	0
cg21166999	0.650405542343686	ROS1	6	117746793
cg21167159	0.881476920756948	H19;MIR675	11	2018154
cg21168622	0.135025970428934	ZNF350	19	52489831
cg21168884	0.92116216517333	C6orf122;C6orf208	6	170198971
cg21169285	0.939876066778155	MAPK9	5	179707665
cg21171130	0.0117181079268948	FAM158A	14	24610583
cg21171373	0.0175987797800218	WDR5B	3	122134914
cg21171615	0.52468438956499	NA	NA	0
cg21172540	0.0298970459180798	LOC100128071;TSSK3	1	32827840
cg21173623	0.0306009309382946	TMEM141	9	139685156
cg21176048	0.0384402162514826	PEX5L	3	179755235
cg21177096	0.0158548145639449	MATN3	2	20212440
cg21178548	0.0453537634823852	SAMD14	17	48207167
cg21179457	0.0144926631119799	INSM2	14	36002798
cg21180599	0.0521706384544436	TLE6	19	2976789
cg21182322	0.0188670101814845	POU2F1	1	167189623
cg21182407	0.0248505879567395	BPHL	6	3119541
cg21182454	0.0127468724075124	MERTK	2	112656262
cg21183846	0.0380092916886758	FMO4	1	171283203
cg21183872	0.519632919660199	LONRF3	X	118108506
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.504883341169926	NGF	1	115881214
cg21184495	0.027605859171099	ZNF207;MIR632	17	30677090
cg21185421	0.00761792413746667	PIP5K1B;FAM122A	9	71394810
cg21187265	0.0618842368147391	SEPN1	1	26127185
cg21194776	0.831454906798801	USP54	10	75314128
cg21195120	0.444630186746748	MBTPS2	X	21858304
cg21195414	0.015486123119065	ELOVL5	6	53213871
cg21196187	0.0183199886254787	PSKH1	16	67926862
cg21197871	0.085034422003755	C8orf38	8	96036803
cg21197973	0.0181696312415033	P4HTM	3	49027347
cg21198021	0.892285064071329	PHC2	1	33841581
cg21200380	0.0329408980762692	C1QBP	17	5342446
cg21200703	0.638268078204353	SLC34A2	4	25657628
cg21201109	NA	KANK2	19	11307090
cg21201572	0.121745160545483	AGR2	7	16844606
cg21201659	0.0625098591882636	SEC23IP	10	121652288
cg21203420	0.0183245274423411	BRWD1	21	40684731
cg21206959	0.0163022036776899	ZWINT	10	58120759
cg21207418	0.773512010023234	ACP5	19	11688711
cg21207436	0.689344822975776	C14orf115	14	74815316
cg21208104	0.0327936901891294	PRSS12	4	119273361
cg21209091	0.190572792251435	DKK4	8	42234975
cg21209356	0.880710688546344	CSF2RB	22	37319042
cg21210758	0.152099884296867	EVC	4	5713005
cg21210789	0.419866825982342	BAI1	8	143545390
cg21211608	0.0104493488956051	RAP1B	12	69004270
cg21211748	0.0365470538662039	E2F2	1	23858035
cg21212066	0.0241852525870647	GLG1	16	74640816
cg21212956	0.0259534572254491	ZDHHC4	7	6617294
cg21215336	0.0331413526109002	LRRC8E	19	7953705
cg21218093	0.0202851038226553	ZNF335	20	44600160
cg21218636	0.0144732926172414	PCTP	17	53828515
cg21219744	0.017146597562342	GUF1	4	44680344
cg21222430	0.02566360766613	CDKN1A	6	36647664
cg21223353	0.969085053332444	ANGPTL7;MTOR	1	11249539
cg21223368	0.0170723545389184	IDH3A	15	78441812
cg21224049	0.0418916761142879	ATP5I	4	668623
cg21224759	0.242091613836731	PIN4	X	71401335
cg21226224	0.945762777570965	NA	NA	0
cg21226225	0.111925317913306	TXNRD1	12	104680742
cg21226234	0.873290533705544	RECQL4;LRRC14	8	145741991
cg21226861	0.0187549365925015	COMMD3	10	22605339
cg21228284	0.0210248724215958	TXNL4B;DHX38	16	72127518
cg21229055	0.791846421475402	GPM6B	X	13957233
cg21229859	0.0218405721074401	MYEF2	15	48469952
cg21230133	0.845670048648885	NA	NA	0
cg21230392	0.935626813868028	PROM1	4	16077697
cg21230435	0.952741598172423	OPN1SW	7	128416023
cg21232015	0.911812190687656	CHFR	12	133424221
cg21232685	0.882601575023886	GPRASP1	X	101909064
cg21233722	0.668939814101966	DOCK2	5	169064660
cg21235838	0.0100456684944454	SORBS1	10	97321106
cg21237418	0.610214971821673	RAB34	17	27045043
cg21237591	0.242462928509633	IGF2AS;INS-IGF2;IGF2	11	2162510
cg21238457	0.13833544285576	WNT11	11	75917353
cg21238818	0.734062495298862	GAL3ST3	11	65816642
cg21240812	NA	TSNARE1	8	143483748
cg21241823	0.0615989074571729	PRDM15	21	43300024
cg21242004	0.933286926704373	VTI1A;ZDHHC6	10	114205622
cg21243096	0.548023047071837	NA	NA	0
cg21243909	0.0152379085957966	RCC2	1	17766223
cg21244397	NA	MASTL	10	27444898
cg21244955	0.902681654243597	PI4KA	22	21192955
cg21245135	0.0468271871846038	PGAM1	10	99186516
cg21245372	0.126592642856119	PGAP2;NUP98	11	3819539
cg21245652	0.718940454377124	MAL	2	95691051
cg21246431	0.0128357924231049	GK5	3	141944516
cg21246783	0.0272480719986425	CLGN	4	141348699
cg21248478	0.26119271961823	CLIC2	X	154563968
cg21248774	0.0157304225407769	SFPQ	1	35658951
cg21250296	0.0185200693501932	HIST1H2BB;HIST1H3C	6	26044405
cg21250577	0.0214037760255899	ETFA	15	76603657
cg21250978	0.157592817212102	PRKAR2B	7	106684541
cg21252483	0.813695294817506	TULP2	19	49399788
cg21255605	0.0765408376227004	NR2C2	3	14989131
cg21255626	0.0154704608051765	UQCRFS1	19	29704222
cg21255732	0.016788846482879	GPD1L	3	32148497
cg21256649	0.0403797084996832	PRKAR1A	17	66507610
cg21256656	0.895142205206465	KLK6	19	51473823
cg21257635	0.0440063154848575	SYF2	1	25558918
cg21258987	0.519211680432823	GSPT2	X	51485834
cg21259253	0.0167172307539268	PHLDA2	11	2950092
cg21260850	0.0317610137814707	CANT1	17	77005823
cg21261477	0.0239020698175044	CABC1	1	227127707
cg21262854	0.0159481813317532	CCDC132	7	92861612
cg21263122	0.049501935503595	SSTR1	14	38677095
cg21263196	0.015067059208351	BCAM	19	45311997
cg21264055	0.607396854434017	GNL1;PRR3	6	30523242
cg21264207	0.0203255905932891	EGR2	10	64576130
cg21264329	0.045733325386412	LYRM2	6	90348123
cg21265783	0.377182315496416	CLIP2	7	73704324
cg21269897	0.142006589212454	HIST1H2BK;HIST1H4I	6	27107002
cg21269934	0.515591763482364	NAT8L	4	2060219
cg21270015	0.93940158307306	LARP7	4	113567813
cg21270593	0.988925767983913	PEG10	7	94293250
cg21271753	0.669229322393999	TMPRSS6	22	37499451
cg21272774	0.0300016959317198	HOXC9	12	54393725
cg21273029	0.0473088063158508	UST	6	149068556
cg21273098	0.0117306961451852	SMPD2;PPIL6	6	109762418
cg21273125	0.0304973609171832	ABHD2	15	89631790
cg21274025	0.814735486333765	PLA2G3	22	31535981
cg21274570	0.762493362413773	CCL25	19	8117671
cg21275690	0.414051038063259	HCFC1R1;THOC6	16	3072970
cg21277505	0.956774046252499	C19orf63;FAM71E1	19	50978348
cg21279601	0.83055251682972	DRD5	4	9782931
cg21279865	0.851621974219818	FAM106A	17	18430908
cg21279955	0.105687208334073	SLC27A3	1	153747551
cg21280384	0.0251713124573698	RPF1	1	84945307
cg21280510	0.722461197534535	NT5C1A	1	40137089
cg21281001	0.0117194549429276	CTSB	8	11725306
cg21281799	0.85735224705614	DYRK2	12	68041322
cg21282997	0.537689348085808	IL18RAP	2	103035835
cg21283680	NA	SH3BP5	3	15384005
cg21284636	0.0519629165164971	PIN4	X	71401009
cg21284731	0.748214023147899	NA	NA	0
cg21284880	0.0140413303344919	LHFP	13	40177740
cg21287330	0.0177019506833688	C17orf81;DULLARD	17	7154245
cg21288099	0.0143292858510261	RRAS2	11	14380330
cg21289015	0.509000903912274	USH1C	11	17566048
cg21289924	0.00829387236678575	EIF3A	10	120839943
cg21290885	0.163587542677053	TMEM47	X	34675855
cg21291896	0.0282759141108323	SLC6A6	3	14444133
cg21291985	NA	ZBTB46	20	62437035
cg21295467	0.0293455102307364	VWA5A	11	123986166
cg21295602	0.00860785977072975	NA	NA	0
cg21295911	0.665743974419372	NA	NA	0
cg21296230	0.714689607124191	GREM1	15	33010536
cg21296602	NA	TAF1D;C11orf54	11	93476060
cg21296676	0.853975486856948	EYA4	6	133561660
cg21298523	0.0236798098121371	NUDT9	4	88343936
cg21299958	0.0589917476890124	ITM2C	2	231729329
cg21300318	0.0891973179078905	MIR7-3;C19orf30	19	4769206
cg21300561	0.012394232567884	TUBA1B	12	49525534
cg21301148	0.280655270302081	MYH6	14	23878195
cg21301440	0.701314347483032	CYGB	17	74534550
cg21302727	NA	TACC2	10	123748647
cg21303011	0.334090633801523	THRB	3	24537177
cg21303386	0.696388124295086	RGS7	1	241520311
cg21304187	0.0163814467668632	CCPG1	15	55700471
cg21305265	0.0222862420849083	KCTD9;CDCA2	8	25316571
cg21306212	0.0363164540853021	RBM26	13	79979929
cg21306218	0.0100998675546354	ZNF276;C16orf7	16	89787478
cg21306775	0.444986033171934		18	74402010
cg21307628	0.43653174996547	CCDC80	3	112360952
cg21307697	0.0196292927235935	EXOSC7;ZDHHC3	3	45017012
cg21309049	0.0168763180458065	STK17A	7	43623222
cg21309147	0.642782524900233	STAC2	17	37382234
cg21311175	0.0443219116505126	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.922382284189173	LCE2D	1	152636074
cg21319693	0.0225444243813281	PRDX1	1	45987459
cg21319745	0.0535337110620294	UTP11L	1	38478440
cg21321735	NA	KIF1A	2	241760164
cg21321885	0.00908435209315031	NDE1	16	15744194
cg21322149	0.0127273359496405	SENP7	3	101232006
cg21324308	0.347990644730726	PROK1	1	110993852
cg21325760	NA	MAGEL2	15	23891402
cg21329628	0.0120783091132264	CD320	19	8373296
cg21330703	0.0972699498392889	DRD2	11	113346388
cg21331335	0.925515627789477	KCNV2	9	2717325
cg21331821	0.0232745776908199	ZSCAN1	19	58545149
cg21332946	0.0107942854360341	LIX1L	1	145476871
cg21333964	0.0304963947940308	HMBS	11	118955461
cg21335556	NA	MFSD6L	17	8703341
cg21335942	0.00799360256336494	SETD6	16	58549945
cg21336547	0.0119456397582715	AKAP8	19	15490553
cg21337430	0.0287940163802296	OSGEP;APEX1	14	20923471
cg21339926	0.020033026636916	CLMN	14	95786621
cg21341271	0.0133300738276914	C7orf36	7	39605683
cg21341807	0.0229970968576816	RABL4	22	37172566
cg21342728	0.102914592632397	MCHR1	22	41075673
cg21347412	NA	STAP2	19	4339217
cg21348691	0.0122935936619061	DUS2L;DDX28	16	68057212
cg21349901	NA		7	4630518
cg21350115	0.452673121971902	CALCRL	2	188312833
cg21350283	0.00982320933678191	ACTN1	14	69445743
cg21351102	0.0154642615802098	MYL12A	18	3247294
cg21351994	0.0742806360167576	EMX1	2	73145006
cg21353232	NA	SEZ6L	22	26564879
cg21355508	NA	NDUFB11;RBM10	X	47003362
cg21358381	0.909819581783503	PPY	17	42019637
cg21359747	0.753241171253409	ALDH1A3	15	101420636
cg21360828	0.027559061586699	CENPA	2	27008380
cg21361470	0.289326722665635	MRAP2	6	84743033
cg21363706	NA	NAT1	8	18066485
cg21363943	0.011409368254244	SF3B4	1	149899654
cg21364150	0.0298495736160159	DUSP19	2	183943551
cg21365235	0.614849143579997	OCRL	X	128674765
cg21365602	0.126363987023704	GBP4	1	89664407
cg21366535	0.096038629751276	RSPH3	6	159421281
cg21366834	0.939895820628428	CCR4	3	32992158
cg21367040	0.012930521764948	TMEM50A	1	25664857
cg21367957	0.84632149792131	F10	13	113776252
cg21368354	0.0174030560501103	CARKD	13	111267856
cg21369679	0.0115327404110423	DNAJA2	16	47007757
cg21369988	0.012473868600932	CAPRIN2	12	30907191
cg21370143	0.947686083298909	MYBPC3	11	47374208
cg21371335	0.0272154727129122	DNAJC7;NKIRAS2	17	40170049
cg21372397	0.0134936034115314	NA	NA	0
cg21372914	0.805471249315367	CLEC4M	19	7828144
cg21373526	0.038107120846096	RAB30	11	82782794
cg21374864	0.0270853574299239	TOR1A	9	132586569
cg21375825	0.934245834126813	LCT	2	136594646
cg21376883	0.703987853949456	ACTN2	1	236850232
cg21377793	NA	TSPAN3	15	77364519
cg21378047	0.0174185185195818	H1FX;C3orf47	3	129034659
cg21378206	0.975042611789492	IL1F5	2	113817043
cg21379008	0.0240421678408155	ATP8B2;AQP10	1	154297555
cg21379309	0.0111668952211959	C14orf147	14	34931822
cg21379816	0.0204000391054393	SRM	1	11119628
cg21380294	0.040011608567386	ZSCAN2	15	85144807
cg21380842	0.0150557823531679	KCNJ6	21	39288830
cg21383720	0.0103565705262927	FAM120AOS;FAM120A	9	96214543
cg21387281	NA	OGFR	20	61435439
cg21387302	0.0226172089646398	RFX3	9	3526198
cg21388029	0.0276874703101628	CREG2	2	102003306
cg21389013	0.011198999237481	PPM1G	2	27632056
cg21389884	0.011065909045189	PVRL1	11	119599425
cg21391660	0.0152132515625848	LLGL2	17	73522123
cg21395782	0.0137086964170682	NDUFA13;TSSK6	19	19626814
cg21395967	0.492268436950924	TBC1D8B	X	106046174
cg21396405	0.0112811074673725	NA	NA	0
cg21399079	0.956848612515822	GPR45	2	105858139
cg21399198	0.0133531141606157	ARMC10;FBXL13	7	102715131
cg21400640	0.618596172073903	TMSL3;TMSB4X	X	12992967
cg21400896	0.793675068699144	ABI3	17	47288569
cg21401794	0.0131388066812851	LRRC8C	1	90099060
cg21402035	0.691974100858788	GALR3	22	38219400
cg21402071	0.345573966647284	CHRNB4	15	78933902
cg21404906	0.0536001793829483	XRCC5	2	216973839
cg21405195	0.947583898389011	PEG10	7	94293385
cg21406461	0.157333631445322	IFI16	1	158978957
cg21407055	0.775566014417884	ART1	11	3666483
cg21407839	0.00915501897477966	DYRK1A	21	38739091
cg21409722	0.0515294569068421	AKAP1	17	55162050
cg21409833	0.876514427611428	DOCK7;ANGPTL3	1	63062724
cg21410991	0.627198251398721	ISL1	5	50678451
cg21412748	0.0244237340360065	FCHSD2	11	72852496
cg21413009	NA	DAPK2	15	64338947
cg21413251	0.0121875915658407	PIP5K1B	9	71320693
cg21414251	0.111514566594219	OR12D2	6	29364554
cg21415080	0.614964224023451	NA	NA	0
cg21415604	0.72685178794243	C4B;STK19;C4A	6	31948433
cg21415698	0.0239577084417738	EXPH5	11	108464417
cg21416022	0.109999693579172	TTC23	15	99789661
cg21416237	0.813639102133281	FKBP10	17	39970091
cg21416602	0.0131548241033146	FAM149B1;ECD	10	74927745
cg21418052	0.483134123583799	B3GALTL	13	31773806
cg21418076	NA	LTB4R2;CIDEB	14	24777878
cg21419475	0.0207060251046498	EIF2B1;GTF2H3	12	124118052
cg21420531	0.0329157297180109	SLC5A6;C2orf28	2	27435915
cg21421501	0.0233483397860343	FTH1	11	61734205
cg21421701	0.0142393402698276	BATF3	1	212872679
cg21422208	0.0489318568213643	RFT1	3	53164667
cg21422622	0.0286570136674107	SGSM3	22	40766525
cg21424904	0.0186456176538007	GRK6	5	176853466
cg21426387	0.00957372334797112	SNN	16	11762806
cg21428681	0.0730181286888043	NKX3-1	8	23540856
cg21429500	0.0262869363271316	LAP3	4	17579272
cg21430666	0.989216780212173	HIST3H3	1	228613073
cg21431091	0.0248172947731617	TMEM9	1	201124025
cg21431536	0.709905836861585	NA	NA	0
cg21432513	0.972622997679008	CHFR	12	133435770
cg21432842	0.580611215668975	CSF3	17	38171697
cg21432954	0.0298053335018978	TRPC4	13	38443809
cg21433933	NA	SHROOM1	5	132163083
cg21434440	0.027440822152584	CD2AP	6	47446198
cg21434954	NA	LCE1B	1	152783137
cg21435336	0.0719969236944906	ANKLE1	19	17392852
cg21435394	0.0824295613492669	NUDT14	14	105648024
cg21438018	0.912050651185122	MSH4	1	76262537
cg21439450	0.0110567629250357	POLR2C	16	57496664
cg21440587	0.532127550493102	AIF1	6	31583458
cg21443261	0.0179986666189548	TRIM35;PTK2B	8	27169256
cg21443584	0.0151267916658995	MBIP	14	36789985
cg21448423	NA	ACOT11	1	55013956
cg21449655	0.0749225102344844	CASP9	1	15851444
cg21449843	NA	MANBAL	20	35918440
cg21450627	NA	PSD4;LOC440839	2	113930840
cg21451553	0.062431242191157	NOVA2	19	46476046
cg21452443	0.019085535896902	NMT1;DCAKD	17	43138359
cg21452766	0.0196512885336975	CTH	1	70877088
cg21453309	0.262040131169438	FAM101A	12	124774055
cg21453677	0.0156231673147921	NA	NA	0
cg21457147	0.136874904247928	GTF2F2;KCTD4	13	45768695
cg21457804	0.867684340740394	NA	NA	0
cg21458041	0.815599335785696	TNP2	16	11364014
cg21458116	0.0200713251910476	GGA1	22	38004573
cg21458907	0.138483433883576	CADPS	3	62860802
cg21459710	0.0239261158220371	CDC37	19	10514006
cg21459867	0.431113385406609	IDUA;SLC26A1	4	981492
cg21459921	0.0270957267125645	ADRM1	20	60878267
cg21460081	0.0399326995521815	HOXB4	17	46656012
cg21460582	NA	CSPG4	15	76005861
cg21461100	0.550870789710823	NOVA2	19	46477338
cg21462299	0.380371748758971	VGLL1	X	135614052
cg21463023	0.0314984694341043	SEC22C	3	42623862
cg21465754	0.0119190923880163	RAD51	15	40986872
cg21466821	0.818906079731449	HIPK4	19	40896173
cg21468416	0.515866839428467	NEK6	9	127019914
cg21472099	0.011897156861519	SYAP1	X	16737680
cg21472642	0.827743319084324	CHN2	7	29233468
cg21474838	0.894400052858714	KLRD1	12	10460612
cg21475255	0.0268316171609736	DAG1	3	49507186
cg21475402	0.625674438578417	BCAN	1	156612140
cg21476940	0.0335120681668443	ITLN1	1	160854954
cg21478222	0.0227374006272038	ELK4	1	205601572
cg21478437	0.682535058350063	CTSE	1	206317403
cg21478490	0.761106751028677	PROP1	5	177422991
cg21480743	0.107287181635097	KILLIN	10	89621419
cg21481775	0.0430239106968031	NKX3-1	8	23539627
cg21484834	0.438369019776264	PTK6	20	62168579
cg21484964	0.95937905475447	PGBD4;C15orf24	15	34395546
cg21486659	0.0332315236749601	TMEM14B	6	10747693
cg21486954	0.0164651611890356	RUNDC3A	17	42385289
cg21487067	0.0130265782163631	MLEC	12	121124407
cg21487207	0.0267592991148079	HOXC4;HOXC6;HOXC5	12	54410576
cg21488617	0.548842087392788	DNALI1	1	38022586
cg21489722	0.814061560454146	FAM9B	X	9001881
cg21489873	0.892572985930659	C9orf45	9	125877134
cg21491028	0.0126263252733225	PSMD3	17	38136817
cg21491308	NA	TEX101	19	43892826
cg21492378	0.885787898474983	CEP110	9	123850279
cg21493583	0.0511871630257755	PIGF;CRIPT	2	46842958
cg21493666	0.0583935876763624	PPME1;C2CD3	11	73882478
cg21494337	0.0248340932273697	CENPO;C2orf79	2	25015597
cg21494776	0.788780358178474	ICAM4	19	10397780
cg21495715	0.891721192037636	SLC5A10	17	18854560
cg21497439	0.926683036823266	HAPLN4	19	19373998
cg21500966	0.0271321438665538	NAALAD2	11	89867976
cg21501064	0.480826171291194	SEPT6	X	118827889
cg21503093	0.0150249724880658	EMP2	16	10674468
cg21504624	0.538883268951542	IL11RA	9	34653580
cg21504918	0.524018138038204	GPX3	5	150400001
cg21505334	0.357428225939759	CEACAM5	19	42213020
cg21505886	0.516400307358258	TMEM129;TACC3	4	1724428
cg21508214	0.0147553872607649	SMC4;IFT80	3	160118610
cg21509023	0.350423543470684	NA	NA	0
cg21509097	0.0448528054660799	PLA2G15	16	68279613
cg21509846	0.629740525675055	BEX1	X	102319368
cg21510697	0.0141054750990096	USP31	16	23161157
cg21511069	0.0170077447745829	UBAP2	9	34049294
cg21512370	NA	LPAR6;RB1	13	48990327
cg21513385	0.0528461369256955	SMAGP	12	51663484
cg21513553	0.428321178710314	NA	NA	0
cg21514871	0.384912286652213	MEFV	16	3307814
cg21515243	0.157381649414578	RIOK3	18	21033072
cg21515329	NA	RIBC1;SMC1A	X	53450923
cg21515744	NA	GUK1	1	228327456
cg21516287	NA	ACTR3C;LRRC61	7	150020855
cg21516384	0.0888851805040451	RNF213	17	78233839
cg21516478	0.539509909494355	GPX3	5	150400328
cg21516819	0.372411936096296	TSPAN7	X	38421078
cg21517055	0.611772885994521	C19orf57;CC2D1A	19	14016717
cg21518208	0.611161213763734	KRT85	12	52761416
cg21518938	0.0127476656516294	RBBP8	18	20513051
