Hybridization REF	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05
cg19286986	0.0191140724982378	GPR162	12	6931017
cg19287114	0.0188039689148817	SLC44A1	9	108006611
cg19287277	0.0154954102340045	MEX3B	15	82337812
cg19288520	0.0094556860472396	SLC25A32;DCAF13	8	104427260
cg19289461	NA	SEPT1	16	30394812
cg19290962	0.648923162863519	TMC2	20	2517613
cg19292008	0.0311670406374319	FOXE1	9	100615796
cg19292712	NA	SPAM1	7	123564194
cg19296958	0.935433211777148	RB1	13	48891270
cg19297232	0.744583239775717	SMPD3	16	68483021
cg19297688	NA	INSL4	9	5231360
cg19297823	NA	GCNT4	5	74327281
cg19298821	0.619325385032886	C5orf48	5	125967357
cg19301632	0.054825817288364	OSBPL1A	18	21978109
cg19302283	NA	BTC	4	75720398
cg19304352	0.873049823347954	DEFA4	8	6796176
cg19304410	0.0519935112327275	CACHD1	1	64971188
cg19305227	0.840517396270876	SLC28A2	15	45544335
cg19306866	0.660926786180296		21	31970997
cg19306990	NA	MAPRE3	2	27192857
cg19307060	0.939826380564204	FAM10A4	13	50746150
cg19308222	0.769805551292613	EREG	4	75230391
cg19310430	0.0145015454605852	C11orf45;KCNJ5	11	128775026
cg19311602	0.0342571070544394	IWS1	2	128284023
cg19311812	0.0323520886291943	TAF7	5	140700259
cg19313758	0.00937747674683147	FAU;MRPL49	11	64889193
cg19317638	0.0843374861556838	SFRS16	19	45542562
cg19317715	0.474609423350911	AOC2	17	40996578
cg19318326	0.0125770832605406	KIAA1919	6	111580704
cg19318511	0.0355247863138109	C9orf30	9	103189158
cg19319069	0.489380542892352	UBE2H	7	129593010
cg19319490	0.00643221753338449	GUSB	7	65447113
cg19320612	0.91667121984783	SCN9A	2	167168190
cg19324027	0.051621258921325	MRPL53	2	74699582
cg19324172	0.0424146334576884	PPID	4	159644759
cg19324313	0.898224423133925	PRDM2	1	14032204
cg19324627	0.888553497413229	APOA1	11	116708329
cg19324791	0.0283554885274776	CERCAM	9	131182496
cg19325985	0.43168684303865	HOXD13	2	176956761
cg19326876	0.0779415607100285	ATP10A	15	26107658
cg19327844	0.0140445090857957	APBB1	11	6440482
cg19328294	0.0369492916204543	PRSS22	16	2908554
cg19329389	0.0373782573126154	TRIP4	15	64680051
cg19329556	0.0244672120321767	METTL6;EAF1	3	15469027
cg19332303	0.020997789336257	COMMD2	3	149469910
cg19332710	0.0119957474409789	NA	NA	0
cg19335327	0.396846172448587	MIMT1;PEG3;ZIM2	19	57351642
cg19337279	0.91760236342301	MPL	1	43804317
cg19337295	0.0173413022729769	FAM48A	13	37633341
cg19339841	0.0372151726712425	CENPE	4	104119196
cg19339848	0.107865246237562	MTO1	6	74170937
cg19342782	0.392140240570782	HHLA3;ANKRD13C	1	70821806
cg19343464	0.0926295310057722	GRIA4	11	105481509
cg19345165	0.00828972119088133	NDUFS3;KBTBD4	11	47600677
cg19345602	0.299803264295845	PATE1	11	125615388
cg19346193	NA	BCCIP;UROS	10	127513190
cg19346899	0.413841360747553	NA	NA	0
cg19348001	0.0286571830223203	PFKFB4	3	48594472
cg19350340	0.117101226148414	ASPM	1	197115964
cg19351638	0.441292381578137	AVPR2	X	153170390
cg19352038	0.466993669648284	PAX3;CCDC140	2	223164869
cg19352977	0.0178458191359426	AZIN1	8	103876467
cg19353006	NA	TUSC3	8	15397237
cg19355190	0.108024253150086	EGR2	10	64575798
cg19355685	0.00439138877838955	ZFAND2B	2	220071637
cg19355919	0.0205210874492004	MRO	18	48346593
cg19356189	NA	KLK10	19	51524690
cg19356324	NA	PRMT7;SLC7A6OS	16	68345990
cg19357849	NA	ELAVL1	19	8071093
cg19357918	0.0470432423781902	STIP1	11	63953256
cg19358442	0.170365536304246	ALX4	11	44325687
cg19358493	0.0418408620454667	EMX2;EMX2OS	10	119300942
cg19362572	0.18568348939568	SHC4	15	49256042
cg19363546	0.043101847441907	POU2F3	11	120110701
cg19364957	0.0159310528331295	GTF3C2	2	27579796
cg19366178	0.958077824905966	MYO5C;GNB5	15	52484857
cg19367388	0.0111142284764407	UBE2R2	9	33816707
cg19368582	0.627448063909214	MMRN2	10	88716646
cg19369556	0.0319083254037792	CDH13	16	82661725
cg19369775	0.0148718618726216	MBLAC2;POLR3G	5	89770455
cg19370284	0.6620803847891	ZSCAN21	7	99647006
cg19370451	0.822890330173244	CRNN	1	152386561
cg19370515	0.0129444385861489	RBBP9	20	18477839
cg19371795	0.228523242474167	INSR	19	7295107
cg19372178	0.517321624311814	ANO7	2	242126680
cg19373170	0.0136847264744442	SFMBT1	3	53079105
cg19376794	NA	USP39	2	85843782
cg19378039	0.80683926378119	CRYAA	21	44589331
cg19378133	0.0527789544620552	A2BP1	16	6068835
cg19379303	0.00668891997419083	RNASEH2C	11	65488190
cg19382175	NA	PDE6A	5	149324712
cg19382714	0.908543359286282	MOG	6	29624846
cg19383689	0.0193821902648165	WSB1	17	25621092
cg19384697	0.321389205909435	UPK3B	7	76139922
cg19385139	0.489590325113964	NA	NA	0
cg19388557	0.942868729691953	GPR174	X	78426877
cg19389852	0.0570747981664858	TXNIP	1	145439013
cg19390148	0.0130169409146918	DDA1	19	17420389
cg19391527	0.369958013293006	PNOC	8	28173732
cg19392109	0.817306954215392	NA	NA	0
cg19392138	0.362158073764896	ZNF75D;ZNF449	X	134479169
cg19393006	0.409616619988668	TSC1	9	135820767
cg19393233	NA		7	64453002
cg19394196	0.0673854011165706	NA	NA	0
cg19394737	0.978993185133675	CCDC108	2	219892361
cg19395441	0.0299242732129157	C12orf43	12	121454451
cg19398446	0.0170819933893027	NUDT2;KIF24	9	34329521
cg19398783	0.037679241453374	TLR10	4	38784578
cg19399100	0.858511913477559		4	70519695
cg19399532	0.209676377008326	C1orf220	1	178512495
cg19400725	0.0149921140021864	RILP	17	1552970
cg19400876	0.016054128590454	LRRC42;HSPB11	1	54411017
cg19401923	0.0117581723732713	MRPL19	2	75873790
cg19402885	0.0568691318843939	PTPRO	12	15475236
cg19403023	0.369345275029292	TESSP1	16	2848797
cg19403346	0.304205266090398	NA	NA	0
cg19403377	0.334301557296617	TMEM100	17	53800225
cg19404190	0.818207779643719	SPINK7	5	147692173
cg19404582	0.255038623134714	GRIN1	9	140032953
cg19404832	0.25432288842663	TFAP2D	6	50681114
cg19404979	0.677666773709652	ELSPBP1	19	48498031
cg19407266	0.446462638495077	FAM123B	X	63425122
cg19407886	0.571279839593104	SLC38A5	X	48328287
cg19408398	0.429537091803	FIP1L1	4	54243328
cg19409156	0.890592221017123	SLC24A5	15	48413040
cg19410364	0.845091729415418	P2RX4	12	121647217
cg19410841	0.222687923139606	NKAP	X	119077663
cg19412675	0.0372499469506121	SNX24	5	122181750
cg19413110	0.0861714138276262	POLR3GL;ANKRD34A	1	145470355
cg19418515	0.702597603500267	NA	NA	0
cg19418958	0.373025537884879	TEX15	8	30705886
cg19419801	0.0774278431256578	PI4K2B	4	25235712
cg19420968	0.871471041884739	HCRTR1	1	32084964
cg19421044	0.336172725485492	DNASE1L1;TAZ	X	153640306
cg19421752	0.484936445493706	SLC6A19;SLC6A18	5	1225224
cg19423014	0.0208423727469734	RNF152	18	59560091
cg19423196	0.372370116389808	MAT1A	10	82049429
cg19423311	0.542559646902458	IL21R	16	27413904
cg19425528	0.0194034405970716	INCA1;KIF1C	17	4901101
cg19426277	0.885097509090846	C7orf50;GPR146	7	1097382
cg19426827	0.173271983088677	ADSSL1	14	105191118
cg19427472	0.700621543920085	RB1	13	48892948
cg19427610	0.0210553756553836	WIF1	12	65515031
cg19428336	0.0524104446181999	FAT1	4	187645448
cg19428417	0.505051779377372	RRAD	16	66959729
cg19428735	0.668831704125545	NA	NA	0
cg19430430	0.0209914001186299	COL5A3	19	10121323
cg19430897	0.122158092255764	HIST1H2AB	6	26034145
cg19432434	0.012368537073697	SIKE1	1	115323269
cg19432894	0.00617240385966282	DNAJA1	9	33025349
cg19433435	0.679970562272823	FEZ1	11	125366590
cg19434066	0.047697848130405	ANAPC5	12	121790083
cg19434221	0.029935736113986	ABHD12	20	25371822
cg19434303	0.0819315863566599	WARS;WDR25	14	100843067
cg19434936	0.0133052327333153	CCDC107;RMRP	9	35658452
cg19435264	NA	SLC6A7	5	149569537
cg19435409	0.259171528076283	HIST1H2AL	6	27833121
cg19436567	0.0950597919568914	ARID1B	6	157099375
cg19437319	0.960362423853561	KIAA0196	8	126096148
cg19438514	NA	VSTM2L	20	36530920
cg19439331	0.0160370549110615	TET1	10	70320470
cg19439399	0.0832319519270736	ELOVL4	6	80656595
cg19441691	0.409855227543929	MAOA	X	43515349
cg19445598	0.0183195680614743	UBA6;LOC550112	4	68566438
cg19447496	0.968546375762114	RB1	13	48891072
cg19447966	0.73044321910558	TEAD1	11	12785773
cg19448829	0.017789341608812	UBR2	6	42531521
cg19448990	0.0380827032923037	TOB2	22	41842841
cg19450025	0.33124449954737	GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4	16	30206073
cg19451391	0.21011089715469	NA	NA	0
cg19451466	0.11656963696565	UHMK1	1	162467441
cg19452316	0.0127752975294916	RASSF5	1	206680966
cg19453250	0.238260977000522	SLC39A6;ELP2	18	33710783
cg19455368	0.0179972095979464	ZNF587	19	58361294
cg19456540	0.116698675060644	SIX6	14	60976285
cg19459093	0.031271197621881	HIST1H2AM;HIST1H2BO	6	27861078
cg19459675	0.157620051811702	SC4MOL	4	166249239
cg19461344	0.00608195365169966	SLC30A3	2	27485922
cg19461621	0.130488235142816	COLEC12	18	500979
cg19461644	0.0732614601210194	COL15A1	9	101706617
cg19462352	0.0768352040337308	PROCA1	17	27038664
cg19463518	NA	POLRMT	19	634035
cg19464016	0.0450411437613448	PRDM1	6	106533958
cg19464252	0.671043700439181	FBRS	16	30675233
cg19464944	0.392309330070795	NA	NA	0
cg19465374	0.610544323248917	AZGP1	7	99573278
cg19466563	0.587010950317064	SPARCL1	4	88450506
cg19467928	0.00902509780628099	NA	NA	0
cg19468534	NA	OIP5;NUSAP1	15	41623761
cg19469297	0.236161822584562	TBRG4	7	45151440
cg19470701	0.00681759327810371	PPDPF	20	62152632
cg19471399	0.896291734332536	CCDC77	12	514252
cg19475870	0.713091918794959	CDH9	5	27038605
cg19478478	0.672486658728592	TRDN	6	123957927
cg19478743	0.0150094268305475	ZMYND15;CXCL16	17	4642647
cg19479366	0.104959760847791	CDC6	17	38444623
cg19481052	0.488167939867558	PLP1	X	103032137
cg19481686	0.695820322124002	CDKN2BAS;CDKN2B	9	22005288
cg19481811	0.486793816345355	NA	NA	0
cg19481953	0.50565394274571	SRPX2	X	99898921
cg19482581	0.0255124113409704	ABHD4	14	23067335
cg19483159	0.0498705226785375	DYNLT1	6	159066182
cg19485804	0.82875781578145	NGEF	2	233878714
cg19486271	0.252938424873186	DDB2	11	47235900
cg19486673	0.362968432709214	LILRA2	19	55085018
cg19490266	0.0128765218813451	JTB	1	153949898
cg19491035	0.215504423214719	MANSC1	12	12502846
cg19496782	0.0369925384608799	GATA6	18	19749376
cg19497444	0.817418298503432	SLC22A18	11	2930794
cg19502744	0.145426130617995	SRD5A2	2	31805915
cg19504245	0.0124033770291471	TNNT1	19	55660620
cg19504888	0.789539984648325	MFF	2	228191306
cg19506903	0.0186495717957116	POLR1C;YIPF3	6	43484373
cg19507591	NA	CDCA5;ZFPL1	11	64850277
cg19510180	0.600536726832303	TMPRSS11B	4	69111580
cg19510484	0.0556884497710032	METAP2	12	95868044
cg19510604	0.881948746915433	CLK3	15	74901076
cg19510698	0.852916091029947	ALDH1A3	15	101421249
cg19510999	0.00981171254627293	CKLF	16	66586309
cg19511844	0.497274661630928	ORMDL3	17	38084119
cg19512848	0.855302871407606	C14orf48	14	94463829
cg19514469	0.395703405358116	ELMO3	16	67233432
cg19514928	0.0287342322265448	TMEM56	1	95583636
cg19514961	NA	LENG8	19	54960460
cg19515324	0.0219712691738375	ASH2L	8	37963526
cg19515446	0.91836907089373	HIST1H1T	6	26108335
cg19515518	NA	TMEM80;DEAF1	11	694717
cg19516009	NA	SFTPC	8	22018080
cg19517291	NA	NMB	15	85201039
cg19517525	0.0157902816654845	ACTG1	17	79480921
cg19521927	0.852565607233271	PLA2G5	1	20395367
cg19522294	0.0229589983137367	PVRL3	3	110790583
cg19522332	0.183652922550369	PIK3CA	3	178866004
cg19523029	0.0603638643030866	TLE4	9	82186884
cg19523692	0.552177274801966	ATP1B4	X	119495705
cg19524009	0.840462424922975	NEK3	13	52735075
cg19524049	0.00915263863828223	NCDN;KIAA0319L	1	36023720
cg19525717	0.0645165796642672	PKIG	20	43160249
cg19526600	0.725911947568928	DIO1	1	54360115
cg19526626	0.0135520060940723	ZNF491	19	11909408
cg19528976	0.0252681584953162	C7orf52	7	100823280
cg19529363	0.0179282467212587	EBI3	19	4229509
cg19530885	0.77985943038573	SCGB3A2	5	147258132
cg19531130	0.631025469500563	KIAA1377;ANGPTL5	11	101786659
cg19531713	0.0603134987696324	BRCA1;NBR2	17	41277059
cg19532954	0.221904109433285	ID3	1	23886409
cg19534879	0.0177238429479362	CXXC4	4	105412299
cg19534945	0.824773481372484	LCN12	9	139847558
cg19535609	0.197434343854862	LRRC43;B3GNT4	12	122687758
cg19536127	0.0194662925255775	CALM2	2	47404286
cg19537511	0.724927360756256	ARHGEF15	17	8213813
cg19538485	0.831005996505766	NA	NA	0
cg19538699	0.0172954179707185	SLC35A5;ATG3	3	112281021
cg19539004	0.538232989540316	LIF	22	30643376
cg19539519	0.971759313671759	PYY2	17	26553687
cg19540408	0.792780618075655	C2orf57	2	232456289
cg19545851	0.0237006927213073	HMMR;NUDCD2	5	162887280
cg19546781	NA	CCL17	16	57438715
cg19547629	0.0130518443433314	MYRIP	3	39851641
cg19548738	0.0327696569428058	FAM115A	7	143598702
cg19549068	0.0255164620625825	CLU	8	27472319
cg19552482	0.0176347558320115	ZNF691	1	43312486
cg19553056	0.0181513007698363	ZNF330	4	142142166
cg19553463	0.567566670152753	NA	NA	0
cg19553721	0.766218845932164	FAM106A	17	18429951
cg19554294	NA	VN1R2	19	53761868
cg19555986	0.0393761598417589	MAP7	6	136872119
cg19556572	NA	AKNA	9	117156701
cg19557537	0.0114318674066355	CYP39A1;SLC25A27	6	46620673
cg19559392	0.0175777402929247	MORN2;DHX57	2	39103372
cg19560210	NA	PGBD5	1	230513337
cg19560287	0.385340664617885	GEMIN5	5	154318093
cg19560758	0.0570983364869407	ERRFI1	1	8086721
cg19560971	NA	MFRP;C1QTNF5	11	119218238
cg19561186	0.814619268988769	NA	NA	0
cg19561774	0.924459652713976	SLC22A2	6	160679690
cg19562969	0.484535619131826	C20orf24	20	35233582
cg19564367	0.10959479092187	AFAP1	4	7941852
cg19564877	0.0339299888933678	NTN1	17	8925201
cg19566405	0.511492553170029	SLFN12	17	33759965
cg19567046	0.0125821960200553	VPS25	17	40925516
cg19568591	0.0800760349383198	FRZB	2	183731599
cg19569684	0.914866749985594	MGC29506	5	138726419
cg19570317	0.0130093407577994	MTA2	11	62368881
cg19570545	0.0205616110406404	PKP1	1	201252472
cg19570574	0.0528126590934686	THBS1	15	39872824
cg19571071	0.0909265805885672	GTF3C1;KIAA0556	16	27561715
cg19572242	0.146182321173733	IRAK1;MIR718	X	153285790
cg19572947	0.0197864752633101	DHX9	1	182808556
cg19573166	NA	SLC22A17	14	23822408
cg19573464	0.0150277886807003	KPNB1	17	45726674
cg19574488	0.0490478602117971	FHIT	3	61236547
cg19574623	0.120191433367845	NA	NA	0
cg19576304	0.128701255859306	RAX	18	56940022
cg19576739	0.0107278208696923	TOP2B	3	25706456
cg19578398	0.118756474843036	C10orf2;MRPL43	10	102747015
cg19579782	0.49796495039877	TRDMT1	10	17243880
cg19580810	0.336517479418641	RAB25	1	156031182
cg19584733	0.739100550153553	DENND4C	9	19298547
cg19584823	0.0659056838253374	KLHDC2	14	50235219
cg19584957	0.977134159789031	TTLL10	1	1114579
cg19585196	0.0203799556797275	ITGAE;GSG2	17	3626760
cg19585882	0.663061617886832	SSX1	X	48115024
cg19586576	0.0384623951063971	GJC1	17	42906845
cg19586645	0.0102996233316666	MIF4GD	17	73266642
cg19587401	0.00928947028553908	TMEM179B	11	62554900
cg19587887	0.951392063089228	PSKH2	8	87082065
cg19589427	0.562880450440523	TNFSF18	1	173019720
cg19591206	0.198264435035386	SLCO2A1	3	133748809
cg19591588	0.106563068906922	SACM1L	3	45730799
cg19591881	0.126679166926409	CD34	1	208084640
cg19592945	0.745469828985909	P2RX6;MGC16703	22	21369610
cg19593572	NA	POLR3E	16	22308486
cg19594666	0.674378766166511	LEP	7	127881280
cg19594691	0.0402343560860673	RHOB	2	20646743
cg19595170	0.0133585988198213	SRF	6	43139150
cg19596204	0.00665300524554616	ISYNA1	19	18548583
cg19596653	0.0115852549892503	WAPAL	10	88281865
cg19596755	0.0731473274560342	CPT1A	11	68609747
cg19598544	NA	TTYH2;MGC16275	17	72209156
cg19601035	0.339572302390647	COL2A1	12	48399140
cg19601328	0.419104194989925	MAP3K14	17	43368729
cg19603195	NA	STOML1	15	74284877
cg19604470	0.0104487142720036	CD81	11	2398856
cg19612574	0.749893697056236	MAPK8	10	49608952
cg19614321	0.464605421869951	RASSF2	20	4804581
cg19615059	0.0363743462854799	TRPV4	12	110270919
cg19615614	0.0337069129899078	NA	NA	0
cg19616230	0.0431661690974822	SLC34A2	4	25657429
cg19618706	0.478151336198576	BGN	X	152760906
cg19620294	0.433583288005918	TNFRSF11B	8	119964729
cg19622360	0.00850462030292848	MTR	1	236958982
cg19622372	0.890161495426933	NA	NA	0
cg19623751	NA	CEACAM7	19	42191563
cg19624775	0.0099576816039766	MORC3	21	37692840
cg19626078	NA	KNDC1	10	134973796
cg19629292	0.0368339394542442	FEZF2	3	62358980
cg19630506	0.0147523237547012	SMTN	22	31477530
cg19630689	0.0292129445794193	SERPINA12	14	94984381
cg19632026	0.012093756872976	CHCHD3	7	132766999
cg19632206	0.0322109277792934	FAM5C	1	190446756
cg19632760	0.350471951271702	XKR9;LACTB2	8	71581729
cg19635695	0.392283308065794	PDE6C	10	95372445
cg19635712	0.0451531470257728	EPB41L4B	9	112082384
cg19635810	0.0145220960483418	C2orf18	2	26987197
cg19635869	0.0245231249864761	RRAGD	6	90121153
cg19636861	0.86540361212503	ZNF556	19	2867753
cg19636871	0.945464672029733	NA	NA	0
cg19637116	0.0464821910016449	FNTB	14	65453410
cg19638349	0.0249196310206222	RDH14	2	18741870
cg19639622	0.0227991988383376	GPM6A	4	176923800
cg19642007	0.750040432713898	TNNT3	11	1944464
cg19642148	0.0856305720801802	DHX30	3	47844666
cg19644162	0.0117731788875848	TXNL4A	18	77748248
cg19645103	0.0480986061762631	YEATS4	12	69753606
cg19646028	0.261573039740753	MIR7-3;C19orf30	19	4769240
cg19649173	0.0289903500621664	ZNF446	19	58987877
cg19652869	0.0081718881495104	SLC30A1	1	211751907
cg19653161	0.0215734364439386	RGS10	10	121302492
cg19654437	0.36067866962332	CDK15	2	202671158
cg19655070	0.0991340055129374	HEXIM2	17	43237981
cg19657082	0.0857296601713158	ZMPSTE24	1	40724061
cg19658284	0.0431936198177285	RBM43	2	152118459
cg19662708	NA	TEAD1	11	12785573
cg19663795	0.440760352428174	SEPT1	16	30393854
cg19663942	0.103962217381684	CCDC40;TBC1D16	17	78009347
cg19664945	0.741314888901224	LOC100302652;GPR75	2	54087343
cg19666391	0.778328204635807	NA	NA	0
cg19668234	0.624954767287418	PRSS50	3	46759449
cg19668255	0.0478997908188686	FAM117A	17	47840643
cg19669036	NA	PI4KA;SNAP29	22	21212365
cg19669439	0.0216917776014305	BTRC	10	103113668
cg19670317	0.0253477781769864	C17orf59	17	8093380
cg19674669	0.0625110310596184	GLB1L3	11	134146910
cg19675684	0.039934377485311	AKIRIN1	1	39456578
cg19676312	0.0372952949047624	RNPEP	1	201951586
cg19678067	0.0505382238620163	GGNBP2	17	34901173
cg19679281	0.0103082183238812	FANCL	2	58468512
cg19680672	0.858766955852302	MGMT	10	131412579
cg19682367	0.243020375983169	TPRG1	3	188888486
cg19684883	0.0140960359636559	ZFAND5	9	74980740
cg19685066	NA	ACTL8	1	18082003
cg19685976	0.0220124958530975	SPTBN4;BLVRB	19	40972228
cg19686152	0.242768689444403	TMOD3	15	52121542
cg19688503	0.315805857088688	CAPN6	X	110513941
cg19690101	0.947299562270926	MORN2;DHX57	2	39104195
cg19690214	0.477631707555515	IPCEF1	6	154678326
cg19690404	0.277576493359465	CPA4	7	129933646
cg19691267	0.0175504208223799	ACYP1	14	75530649
cg19691797	0.0142059049996278	TMEM66	8	29939998
cg19692710	0.823380634322353	DNAJB13	11	73661920
cg19693015	0.0159069072629827	CHMP6	17	78965712
cg19693403	0.850841094335344	GPR156	3	119962884
cg19694491	0.0178397747824956	HSPA8	11	122932854
cg19695867	0.126622550100799	WDR47	1	109585390
cg19696622	0.256780442896063	RPS6KA3	X	20285908
cg19697981	0.284577582991506	NR2E1	6	108487820
cg19700658	0.771234965624974	UCP3	11	73719872
cg19703610	0.0550545837326323	DSCAML1	11	117667737
cg19703628	0.0422682022118655	PSMB4	1	151371944
cg19703826	NA	ZNF213	16	3185452
cg19704039	0.0156812196720802	GNPDA1	5	141392512
cg19706602	NA	MGMT	10	131265435
cg19706682	NA	LRRC50;HSDL1	16	84179331
cg19709058	0.021516923323724	C2orf52	2	232378848
cg19709625	0.0155406743983087	PCOLCE2	3	142607981
cg19712821	0.21232734458404	FGFBP2	4	15965016
cg19713083	0.0593095610075063	ATP5G3	2	176046495
cg19713196	0.0320920527387899	LAD1	1	201368390
cg19713460	NA	SYNGR1	22	39745530
cg19714241	0.028785201816547	HSPA13	21	15755380
cg19714296	0.874016528011805	NA	NA	0
cg19714749	0.0223477042987736	TPK1	7	144533092
cg19716462	0.0109584761871746	CCT4	2	62115576
cg19717150	0.735735095839835	HNF4A	20	42984878
cg19717326	0.254944553235741	MYADM	19	54370016
cg19718882	0.341560599431642	WIT1	11	32458714
cg19721215	0.00956101197846944	GCDH	19	13001564
cg19721889	0.0719392981777491	HAND1	5	153857789
cg19722847	0.0674023398434517	IPO8	12	30849114
cg19723473	0.853054096568818	NA	NA	0
cg19723775	0.00905136762225064	HNRNPH1	5	179050963
cg19724470	0.152053419326398	CD274	9	5450936
cg19728055	0.0635858018379086	OXSR1	3	38206610
cg19728223	0.0500977068293663	KCNQ1	11	2813121
cg19728382	0.835098817035933	STC2	5	172757276
cg19728485	0.00673556437037588	PQLC3	2	11295717
cg19728577	0.805634485232903	GUCA2B	1	42619163
cg19729279	0.0495333867235352	PHF15	5	133861951
cg19730092	0.623941332610332	ADAMTS14	10	72432797
cg19731122	0.566463260465692	MYO1C	17	1396395
cg19731268	0.0379425418061925	CHST3	10	73724697
cg19734148	0.0164417139210291	RAE1	20	55926119
cg19734228	0.028229098763005	DAPK1	9	90113593
cg19736898	0.0203464254353243	NA	NA	0
cg19738333	0.014865384513018	REEP4	8	21999623
cg19740287	0.153353666465844	FANCB;MOSPD2	X	14891763
cg19740375	0.431914756728372	SCN5A	3	38690410
cg19740763	NA	INPPL1	11	71935199
cg19740969	0.276084570264372	NA	NA	0
cg19742789	0.0175582157099671	CCNJL	5	159739256
cg19744122	0.0140578077300785	SYPL1	7	105752980
cg19744131	0.0105248127713203	FAM63A;PRUNE	1	150980805
cg19744952	0.119685624221498	CIC	19	42788966
cg19746675	0.0546986728431008	MIR548G;C3orf26	3	99536119
cg19747852	0.253556153612743	TRA2A	7	23571693
cg19751300	0.128147893809151	ST8SIA5	18	44336399
cg19751951	0.0130070423514493	GYG1	3	148709802
cg19752722	NA	ERBB2;PGAP3	17	37844579
cg19754094	0.0213205741489323	STAMBP	2	74055942
cg19756068	0.79393645546399	CYP2B6	19	41497222
cg19756611	0.0674057310141037	NA	NA	0
cg19759064	0.293254206855395	PHKG1	7	56160687
cg19761273	0.124383538155645	CSNK1D	17	80232096
cg19762747	0.0881117256591418	CRX	19	48325089
cg19763279	0.0622710176585154	HPSE	4	84256190
cg19763281	NA	NKAIN1	1	31662035
cg19764399	0.0185894716412692	MED4	13	48669116
cg19764407	0.017899665553286	NA	NA	0
cg19764418	0.436975923080622	RYR2	1	237205098
cg19764436	0.594166999066408	RTDR1;GNAZ	22	23413260
cg19764555	0.472048112253568	AHNAK	11	62315119
cg19766460	0.075701676933777	UMODL1;C21orf128	21	43528205
cg19767249	0.0384677198937723	DCPS	11	126173637
cg19769182	0.146074501933929	PRRT2	16	29823868
cg19770955	0.632170087855971	COG5;DUS4L	7	107203448
cg19771482	0.0192257668613523	BNIP2	15	59980968
cg19771541	0.167088284783132	MID2	X	107069417
cg19771589	0.160703861784182	PEG3;ZIM2	19	57349815
cg19774122	0.535514264752147	NA	NA	0
cg19774491	0.0188034993354177	NA	NA	0
cg19776090	0.393637607145314	NA	NA	0
cg19776201	0.0349998228714994	ZNF132	19	58951434
cg19776453	0.923961927711064	CEACAM1	19	43033801
cg19777470	0.384537586032321	CRABP1	15	78633455
cg19777783	NA	SLC15A4	12	129309376
cg19778698	0.109393738310523	MAFK	7	1570060
cg19779211	0.335146614903563	KCNQ1	11	2465491
cg19780563	0.837084132507857	EXOC6	10	94594494
cg19781053	0.0252857626867248	TJP1	15	30114912
cg19781133	0.0615750608931768	KCNH2	7	150674980
cg19781251	0.98319779408306	PEG10	7	94294278
cg19782075	NA	BCDIN3D	12	50237049
cg19782598	0.892030256989957	NA	NA	0
cg19783114	NA	TP73	1	3569046
cg19784449	0.0459042346207037	WASF2	1	27816456
cg19784470	NA	OR7C2	19	15052011
cg19784477	NA	TFPI2	7	93519401
cg19786920	0.093093325414879	NSUN7	4	40751770
cg19787037	0.581484558597574	NA	NA	0
cg19789466	0.030612697135885	OAS1	12	113344923
cg19789505	0.426275957385695	OBSCN	1	228394509
cg19790294	0.390116409108258	CYBA	16	88717755
cg19791253	0.0233111730515042	ATP2B4	1	203595809
cg19791277	0.00690391400949417	KHDRBS3	8	136469780
cg19793718	0.02379406075923	DHX37	12	125473601
cg19794490	0.0343217023056402	NCOA6	20	33412943
cg19795898	0.611772005778148	KIAA1984	9	139693196
cg19796273	0.0275887233240454	MYO10	5	16936868
cg19797376	0.38849750147874	TAL1	1	47695475
cg19797659	0.0554154650342132	OAZ2	15	64995138
cg19798224	0.777792647638953	C14orf68	14	100789509
cg19799744	0.0409256636357412	ENPP5	6	46138963
cg19800926	0.0104649941693616	RELT	11	73087939
cg19801560	0.99323579055218	HIST1H4G	6	26247253
cg19803671	0.0161054565873452	UBE2E2	3	23245422
cg19803984	0.323806073232095	SNRPN	15	25068790
cg19807685	0.625512557869388	HSD17B2	16	82068980
cg19812619	0.791603290201226	NA	NA	0
cg19814116	0.237724075669736	KCNAB2	1	6086448
cg19815139	0.0439363015227386	C14orf133;AHSA1	14	77924143
cg19815376	0.443435725196066	FLJ34503	6	114225306
cg19815589	0.907214691248748	SHANK2	11	70709062
cg19815720	0.685601681904376	HTR3C	3	183770650
cg19815904	0.0935013900677636	SEMA3C	7	80548307
cg19815928	0.0175236097398213	ATP6V0D1	16	67514524
cg19816938	0.0154635930431251	ABR	17	1082526
cg19817399	0.0192424344405571	CYP1A1	15	75018674
cg19819571	0.0237577895282601	KIAA0174	16	71929055
cg19819891	0.0201149046222145	MYST1	16	31129424
cg19822214	0.0244249751066933	CNOT3	19	54641139
cg19823847	0.745010874894733	KIAA1244;PBOV1	6	138539706
cg19824325	0.151953273718837	SETD6	16	58548873
cg19824362	0.0259651324102946	NR2C1	12	95467522
cg19824441	0.799565121667979	GPR182	12	57388312
cg19826026	0.128738190089119	ARHGDIB	12	15114393
